년도,월,나이,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 장전제3동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2020,3,0,"6,732",59,198,180,137,159,434,613,302,522,"1,314",,39,279,651,658,"1,143",44
2020,3,10,"9,108",156,264,304,187,253,722,721,391,666,"1,139",,56,344,"1,136",998,"1,716",55
2020,3,20,"15,592",272,543,563,406,425,"1,230","1,170",771,"2,354","1,695",,86,472,"2,136","1,209","2,225",35
2020,3,30,"12,817",219,457,494,402,409,933,"1,111",734,930,"2,064",,74,500,"1,458","1,134","1,850",48
2020,3,40,"16,737",366,589,624,431,532,"1,299","1,299",907,"1,064","2,426",,122,683,"1,975","1,591","2,739",90
2020,3,50,"22,126",614,"1,079","1,222",840,819,"1,658","1,641","1,272","1,233","2,120",,226,947,"3,106","1,938","3,319",92
2020,3,60,"20,133",760,"1,140","1,238",944,"1,008","1,325","1,352","1,434","1,074","1,830",,241,"1,019","2,573","1,457","2,633",105
2020,3,70,"11,668",474,592,794,547,676,802,685,794,624,"1,149",,174,591,"1,566",779,"1,363",58
2020,3,80,"5,395",223,247,302,197,294,389,371,300,295,547,,105,293,706,372,720,34
2020,3,90,873,29,40,38,37,29,58,67,58,38,135,,12,41,109,59,116,7
2020,3,100,153,10,10,11,2,1,6,3,2,7,73,,3,4,6,6,8,1
2020,4,총,"121,043","3,173","5,138","5,781","4,112","4,596","8,853","8,906","6,942","8,777","14,480",,"1,130","5,179","15,396","10,201","17,812",567
2020,4,0,"6,701",59,202,183,136,161,428,606,297,519,"1,312",,34,278,646,661,"1,135",44
2020,4,10,"9,053",155,263,300,184,249,721,721,392,662,"1,135",,56,343,"1,124",989,"1,704",55
2020,4,20,"15,514",271,540,555,404,421,"1,233","1,158",765,"2,345","1,689",,84,476,"2,123","1,200","2,215",35
2020,4,30,"12,762",218,455,499,394,402,914,"1,090",726,923,"2,077",,72,493,"1,460","1,145","1,848",46
2020,4,40,"16,625",357,583,623,435,526,"1,305","1,275",906,"1,056","2,416",,116,681,"1,960","1,570","2,725",91
2020,4,50,"22,059",610,"1,064","1,225",831,823,"1,654","1,621","1,265","1,227","2,109",,230,956,"3,096","1,942","3,316",90
2020,4,60,"20,186",764,"1,137","1,239",947,"1,008","1,341","1,325","1,442","1,077","1,835",,240,"1,015","2,586","1,477","2,646",107
2020,4,70,"11,697",476,595,803,544,680,802,672,790,624,"1,149",,178,599,"1,578",777,"1,373",57
2020,4,80,"5,428",226,250,306,201,297,392,368,302,299,547,,105,293,710,375,723,34
2020,4,90,861,27,38,37,34,28,57,67,55,37,136,,12,41,107,59,119,7
2020,4,100,157,10,11,11,2,1,6,3,2,8,75,,3,4,6,6,8,1
2020,5,총,"120,880","3,145","5,116","5,782","4,105","4,590","8,854","8,804","6,937","8,820","14,474",,"1,125","5,168","15,372","10,194","17,830",564
2020,5,0,"6,655",57,202,184,134,152,424,606,296,512,"1,307",,32,268,641,657,"1,140",43
2020,5,10,"8,998",150,257,296,183,249,726,710,392,663,"1,137",,54,348,"1,110",978,"1,692",53
2020,5,20,"15,561",269,544,557,406,411,"1,241","1,155",755,"2,380","1,677",,85,471,"2,143","1,206","2,224",37
2020,5,30,"12,722",222,455,495,386,403,905,"1,080",726,926,"2,088",,73,483,"1,447","1,138","1,850",45
2020,5,40,"16,536",349,575,618,431,526,"1,297","1,258",904,"1,061","2,407",,114,680,"1,952","1,570","2,707",87
2020,5,50,"21,992",603,"1,065","1,233",830,819,"1,650","1,582","1,261","1,214","2,109",,227,955,"3,075","1,948","3,330",91
2020,5,60,"20,233",760,"1,133","1,230",949,"1,012","1,350","1,328","1,447","1,085","1,839",,242,"1,024","2,595","1,483","2,649",107
2020,5,70,"11,722",470,591,812,543,682,799,659,802,636,"1,148",,177,602,"1,579",775,"1,389",58
2020,5,80,"5,455",228,247,308,207,307,398,359,299,299,555,,106,293,717,375,722,35
2020,5,90,850,27,37,38,34,28,58,64,53,36,132,,12,40,107,58,119,7
2020,5,100,156,10,10,11,2,1,6,3,2,8,75,,3,4,6,6,8,1
2020,6,총,"120,581","3,110","5,077","5,792","4,080","4,563","8,869","8,694","6,942","8,824","14,413",,"1,116","5,154","15,355","10,188","17,843",561
2020,6,0,"6,606",51,200,188,131,149,423,600,293,507,"1,305",,30,260,639,651,"1,135",44
2020,6,10,"8,947",146,255,294,178,249,724,699,393,659,"1,131",,55,346,"1,101",971,"1,693",53
2020,6,20,"15,549",266,535,555,403,405,"1,249","1,143",752,"2,394","1,679",,84,470,"2,142","1,213","2,223",36
2020,6,30,"12,626",218,466,496,377,396,905,"1,059",715,919,"2,078",,71,482,"1,446","1,116","1,838",44
2020,6,40,"16,504",342,569,619,425,523,"1,293","1,253",900,"1,074","2,399",,111,679,"1,941","1,573","2,717",86
2020,6,50,"21,855",598,"1,057","1,220",827,808,"1,634","1,560","1,260","1,208","2,097",,227,953,"3,049","1,948","3,319",90
2020,6,60,"20,292",753,"1,123","1,244",949,"1,011","1,369","1,312","1,463","1,085","1,827",,242,"1,025","2,616","1,496","2,670",107
2020,6,70,"11,742",472,582,814,548,687,809,648,812,634,"1,139",,177,606,"1,594",771,"1,392",57
2020,6,80,"5,452",226,246,312,206,306,398,353,301,302,552,,105,291,708,383,727,36
2020,6,90,851,28,34,39,34,28,59,63,52,34,131,,11,38,112,60,121,7
2020,6,100,157,10,10,11,2,1,6,4,1,8,75,,3,4,7,6,8,1
2020,7,총,"120,214","3,051","5,061","5,793","3,940","4,569","8,853","8,639","6,924","8,818","14,360",,"1,119","5,169","15,358","10,187","17,812",561
2020,7,0,"6,543",51,191,183,125,149,420,597,284,504,"1,300",,33,262,628,649,"1,123",44
2020,7,10,"8,893",145,253,294,172,246,718,691,393,643,"1,130",,53,340,"1,099",975,"1,689",52
2020,7,20,"15,482",254,533,553,391,408,"1,256","1,133",745,"2,404","1,655",,83,477,"2,131","1,216","2,208",35
2020,7,30,"12,541",215,462,499,350,402,897,"1,056",707,902,"2,075",,77,479,"1,447","1,109","1,820",44
2020,7,40,"16,435",332,567,617,404,520,"1,281","1,250",903,"1,080","2,391",,109,676,"1,933","1,566","2,720",86
2020,7,50,"21,769",581,"1,054","1,215",801,809,"1,634","1,548","1,257","1,208","2,078",,228,954,"3,054","1,952","3,305",91
2020,7,60,"20,302",754,"1,124","1,241",924,"1,006","1,375","1,295","1,466","1,093","1,839",,244,"1,026","2,632","1,493","2,683",107
2020,7,70,"11,760",460,588,824,534,692,810,650,814,632,"1,134",,173,619,"1,594",777,"1,401",58
2020,7,80,"5,475",219,245,318,204,309,398,353,302,306,550,,106,294,722,382,731,36
2020,7,90,858,30,34,38,33,27,58,62,52,38,133,,10,38,111,62,125,7
2020,7,100,156,10,10,11,2,1,6,4,1,8,75,,3,4,7,6,7,1
2020,8,총,"119,975","3,007","5,030","5,783","3,922","4,550","8,815","8,587","6,914","8,807","14,299",,"1,121","5,180","15,294","10,312","17,794",560
2020,8,0,"6,521",52,190,179,124,144,423,599,277,502,"1,285",,34,264,619,665,"1,118",46
2020,8,10,"8,826",137,249,292,167,243,705,684,383,638,"1,135",,53,337,"1,091",985,"1,676",51
2020,8,20,"15,453",248,522,552,385,409,"1,254","1,122",745,"2,415","1,651",,85,478,"2,120","1,232","2,200",35
2020,8,30,"12,473",210,463,501,348,393,892,"1,042",707,898,"2,051",,76,477,"1,426","1,120","1,827",42
2020,8,40,"16,376",330,558,609,399,521,"1,279","1,243",895,"1,075","2,394",,109,674,"1,918","1,587","2,699",86
2020,8,50,"21,687",569,"1,046","1,207",803,805,"1,615","1,530","1,261","1,204","2,068",,225,951,"3,043","1,967","3,303",90
2020,8,60,"20,369",751,"1,131","1,240",922,"1,003","1,376","1,300","1,460","1,098","1,831",,248,"1,036","2,642","1,508","2,715",108
2020,8,70,"11,769",454,585,832,533,694,809,646,828,626,"1,122",,173,624,"1,595",792,"1,398",58
2020,8,80,"5,475",218,243,320,202,310,399,356,305,304,552,,105,296,720,387,722,36
2020,8,90,868,28,32,40,36,27,57,62,51,39,135,,10,39,113,63,129,7
2020,8,100,158,10,11,11,3,1,6,3,2,8,75,,3,4,7,6,7,1
2020,9,총,"119,767","2,988","5,016","5,756","3,917","4,520","8,807","8,540","6,904","8,792","14,242",,"1,124","5,173","15,259","10,414","17,755",560
2020,9,0,"6,471",53,184,167,125,146,421,591,268,502,"1,271",,32,260,612,674,"1,120",45
2020,9,10,"8,791",135,253,296,165,240,700,684,383,624,"1,138",,53,337,"1,076","1,002","1,654",51
2020,9,20,"15,426",249,522,551,376,405,"1,253","1,104",747,"2,428","1,634",,89,481,"2,119","1,245","2,189",34
2020,9,30,"12,390",206,464,494,350,383,897,"1,025",702,892,"2,023",,76,473,"1,403","1,136","1,822",44
2020,9,40,"16,331",329,554,605,402,516,"1,271","1,237",889,"1,072","2,396",,108,665,"1,916","1,598","2,687",86
2020,9,50,"21,617",566,"1,039","1,200",791,792,"1,611","1,529","1,258","1,202","2,074",,224,947,"3,029","1,972","3,293",90
2020,9,60,"20,442",744,"1,129","1,241",932,"1,003","1,384","1,297","1,471","1,096","1,827",,250,"1,044","2,654","1,529","2,733",108
2020,9,70,"11,761",447,586,829,533,692,809,644,824,626,"1,123",,173,623,"1,609",797,"1,388",58
2020,9,80,"5,492",220,242,320,202,314,395,365,306,300,546,,106,300,719,390,731,36
2020,9,90,888,29,32,42,38,28,60,61,54,42,135,,10,39,115,65,131,7
2020,9,100,158,10,11,11,3,1,6,3,2,8,75,,3,4,7,6,7,1
2020,10,총,"119,549","2,972","4,981","5,760","3,898","4,495","8,838","8,526","6,922","8,741","14,204",,"1,122","5,160","15,232","10,399","17,740",559
2020,10,0,"6,433",54,178,170,121,139,420,587,268,488,"1,271",,32,256,606,669,"1,130",44
2020,10,10,"8,717",136,250,293,164,238,709,681,377,605,"1,132",,48,333,"1,069",987,"1,644",51
2020,10,20,"15,422",249,519,550,377,406,"1,252","1,122",757,"2,418","1,624",,90,483,"2,107","1,246","2,189",33
2020,10,30,"12,302",204,455,496,347,379,893,"1,006",706,892,"2,011",,76,468,"1,395","1,131","1,801",42
2020,10,40,"16,285",327,552,602,391,508,"1,281","1,230",883,"1,070","2,397",,107,659,"1,910","1,604","2,677",87
2020,10,50,"21,549",557,"1,030","1,196",791,793,"1,616","1,522","1,265","1,200","2,059",,229,943,"3,017","1,963","3,280",88
2020,10,60,"20,520",736,"1,128","1,249",931,990,"1,400","1,304","1,476","1,090","1,837",,247,"1,054","2,670","1,540","2,759",109
2020,10,70,"11,773",450,581,828,530,694,807,647,826,631,"1,120",,175,623,"1,616",799,"1,386",60
2020,10,80,"5,505",220,245,323,205,319,393,363,306,297,547,,105,296,721,391,737,37
2020,10,90,887,29,33,42,38,28,61,61,55,42,131,,10,41,116,63,130,7
2020,10,100,156,10,10,11,3,1,6,3,3,8,75,,3,4,5,6,7,1
2020,11,총,"119,420","2,946","4,954","5,734","3,906","4,485","8,824","8,510","6,913","8,763","14,202",,"1,111","5,175","15,204","10,445","17,688",560
2020,11,0,"6,387",55,171,164,125,139,412,583,268,483,"1,273",,30,251,603,670,"1,119",41
2020,11,10,"8,664",133,248,293,168,236,691,684,381,588,"1,116",,49,341,"1,067",982,"1,636",51
2020,11,20,"15,451",247,514,548,373,407,"1,258","1,112",752,"2,461","1,640",,87,491,"2,089","1,247","2,191",34
2020,11,30,"12,210",198,440,482,355,375,894,"1,001",696,891,"1,995",,76,462,"1,391","1,136","1,776",42
2020,11,40,"16,257",318,549,601,386,504,"1,273","1,226",877,"1,072","2,405",,102,662,"1,905","1,620","2,669",88
2020,11,50,"21,462",556,"1,029","1,180",787,786,"1,613","1,519","1,270","1,192","2,041",,228,948,"2,993","1,964","3,271",85
2020,11,60,"20,611",735,"1,134","1,257",931,988,"1,411","1,313","1,476","1,091","1,854",,248,"1,053","2,687","1,560","2,761",112
2020,11,70,"11,786",445,578,826,533,699,808,643,831,636,"1,123",,173,629,"1,615",796,"1,390",61
2020,11,80,"5,539",220,245,328,207,319,396,365,306,300,551,,105,291,736,395,738,37
2020,11,90,895,29,36,44,38,31,62,61,53,40,129,,10,43,113,68,130,8
2020,11,100,158,10,10,11,3,1,6,3,3,9,75,,3,4,5,7,7,1
2020,12,총,"119,071","2,902","4,921","5,746","3,890","4,470","8,780","8,462","6,906","8,716","14,181",,"1,123","5,146","15,143","10,442","17,686",557
2020,12,0,"6,370",53,170,170,123,138,404,584,268,484,"1,256",,34,253,600,667,"1,127",39
2020,12,10,"8,573",126,241,285,165,237,682,674,379,580,"1,108",,49,335,"1,050",983,"1,627",52
2020,12,20,"15,395",252,514,551,375,405,"1,247","1,108",753,"2,429","1,665",,88,474,"2,081","1,244","2,176",33
2020,12,30,"12,099",189,438,488,352,372,887,980,684,863,"1,986",,79,456,"1,372","1,147","1,764",42
2020,12,40,"16,166",307,545,597,382,501,"1,267","1,216",876,"1,083","2,377",,107,655,"1,877","1,615","2,674",87
2020,12,50,"21,353",546,"1,002","1,180",780,786,"1,603","1,515","1,250","1,185","2,040",,227,943,"2,984","1,968","3,259",85
2020,12,60,"20,680",730,"1,143","1,262",932,986,"1,423","1,302","1,495","1,099","1,858",,247,"1,059","2,707","1,549","2,776",112
2020,12,70,"11,789",438,576,819,533,694,807,646,836,640,"1,127",,173,625,"1,611",802,"1,401",61
2020,12,80,"5,585",221,244,340,209,314,393,371,310,302,557,,107,299,743,396,741,38
2020,12,90,905,30,38,44,36,36,61,63,52,42,132,,10,43,113,64,134,7
2020,12,100,156,10,10,10,3,1,6,3,3,9,75,,2,4,5,7,7,1
2021,1,총,"118,721","2,854","4,882","5,735","3,870","4,453","8,756","8,425","6,859","8,650","14,177",,"1,137","5,116","15,110","10,478","17,659",560
2021,1,0,"6,309",53,163,165,115,138,400,579,264,476,"1,251",,33,253,592,668,"1,121",38
2021,1,10,"8,533",123,242,288,168,235,679,656,377,581,"1,105",,50,329,"1,035",994,"1,618",53
2021,1,20,"15,248",251,511,552,367,409,"1,235","1,097",734,"2,366","1,651",,94,464,"2,079","1,240","2,163",35
2021,1,30,"12,042",175,435,480,351,368,895,979,677,870,"1,973",,77,455,"1,371","1,148","1,746",42
2021,1,40,"16,080",298,534,589,379,495,"1,265","1,189",865,"1,080","2,394",,113,645,"1,861","1,624","2,661",88
2021,1,50,"21,250",538,986,"1,168",779,776,"1,586","1,516","1,239","1,176","2,042",,228,938,"2,974","1,967","3,253",84
2021,1,60,"20,771",726,"1,150","1,270",930,984,"1,430","1,322","1,496","1,100","1,861",,248,"1,068","2,707","1,561","2,805",113
2021,1,70,"11,801",435,569,826,536,695,800,640,840,641,"1,128",,176,621,"1,630",800,"1,404",60
2021,1,80,"5,609",215,243,342,208,317,397,381,311,309,558,,105,297,742,403,743,38
2021,1,90,920,30,39,45,34,35,63,63,53,42,138,,11,42,114,66,137,8
2021,1,100,158,10,10,10,3,1,6,3,3,9,76,,2,4,5,7,8,1
2021,2,총,"118,524","2,828","4,866","5,737","3,854","4,461","8,732","8,412","6,826","8,636","14,181",,"1,134","5,117","15,045","10,469","17,671",555
2021,2,0,"6,288",49,161,163,112,138,409,573,263,475,"1,261",,34,245,593,653,"1,120",39
2021,2,10,"8,491",119,235,290,168,234,672,659,369,583,"1,103",,46,331,"1,011","1,000","1,620",51
2021,2,20,"15,132",247,515,547,360,408,"1,216","1,089",729,"2,342","1,644",,99,461,"2,059","1,242","2,141",33
2021,2,30,"11,985",173,438,473,348,371,879,967,669,883,"1,961",,80,459,"1,360","1,141","1,739",44
2021,2,40,"16,068",298,530,588,382,499,"1,265","1,193",861,"1,071","2,404",,110,640,"1,854","1,623","2,663",87
2021,2,50,"21,159",536,982,"1,162",766,775,"1,579","1,504","1,234","1,164","2,034",,225,944,"2,939","1,966","3,267",82
2021,2,60,"20,857",713,"1,151","1,287",934,983,"1,443","1,336","1,496","1,108","1,870",,248,"1,065","2,722","1,575","2,815",111
2021,2,70,"11,810",433,561,829,540,698,800,642,838,644,"1,126",,174,626,"1,633",789,"1,416",61
2021,2,80,"5,655",220,246,345,207,319,401,381,314,311,561,,105,301,753,409,745,37
2021,2,90,921,30,37,43,34,35,62,65,50,46,140,,12,41,116,64,137,9
2021,2,100,158,10,10,10,3,1,6,3,3,9,77,,1,4,5,7,8,1
2021,3,총,"117,864","2,743","4,780","5,696","3,808","4,441","8,684","8,384","6,795","8,690","14,065",,"1,100","5,043","15,004","10,449","17,630",552
2021,3,0,"6,239",47,161,158,111,137,405,566,262,474,"1,257",,28,239,585,648,"1,121",40
2021,3,10,"8,470",114,234,283,166,229,672,656,361,611,"1,113",,41,325,"1,011",998,"1,605",51
2021,3,20,"15,151",240,508,550,356,411,"1,205","1,095",729,"2,401","1,651",,96,456,"2,055","1,238","2,128",32
2021,3,30,"11,883",169,438,479,337,370,871,948,663,887,"1,935",,76,451,"1,344","1,137","1,734",44
2021,3,40,"15,925",286,514,588,377,490,"1,250","1,185",853,"1,060","2,391",,106,628,"1,838","1,614","2,660",85
2021,3,50,"20,928",513,954,"1,133",757,769,"1,564","1,486","1,223","1,155","2,029",,219,922,"2,913","1,967","3,242",82
2021,3,60,"20,906",698,"1,148","1,296",939,982,"1,452","1,358","1,489","1,103","1,870",,245,"1,058","2,746","1,583","2,826",113
2021,3,70,"11,757",424,550,815,524,693,793,642,839,641,"1,127",,175,620,"1,640",787,"1,428",59
2021,3,80,"5,684",214,244,346,209,324,409,378,326,311,557,,100,306,763,416,743,38
2021,3,90,865,28,28,39,29,36,61,68,47,46,126,,13,36,107,59,134,8
2021,3,100,56,10,1,9,3,0,2,2,3,1,9,,1,2,2,2,9,0
2021,4,총,"117,689","2,726","4,765","5,684","3,793","4,432","8,675","8,353","6,785","8,666","14,062",,"1,092","5,026","14,999","10,458","17,625",548
2021,4,0,"6,201",48,159,155,113,138,401,552,262,466,"1,256",,28,240,575,650,"1,120",38
2021,4,10,"8,433",114,229,280,163,225,672,661,358,604,"1,107",,42,321,"1,001","1,004","1,599",53
2021,4,20,"15,101",234,499,545,351,407,"1,209","1,085",730,"2,397","1,652",,95,457,"2,048","1,231","2,131",30
2021,4,30,"11,834",163,442,478,337,369,863,941,665,887,"1,932",,74,449,"1,343","1,132","1,716",43
2021,4,40,"15,916",293,512,594,373,489,"1,246","1,191",843,"1,058","2,395",,108,625,"1,825","1,615","2,665",84
2021,4,50,"20,822",513,942,"1,121",748,754,"1,555","1,475","1,221","1,146","2,010",,214,916,"2,903","1,974","3,249",81
2021,4,60,"20,974",689,"1,158","1,300",950,987,"1,459","1,364","1,489","1,103","1,883",,242,"1,056","2,763","1,587","2,830",114
2021,4,70,"11,773",421,551,815,516,698,798,633,840,643,"1,129",,174,619,"1,661",786,"1,429",60
2021,4,80,"5,705",213,246,344,212,327,409,382,327,313,560,,101,305,768,417,744,37
2021,4,90,874,28,26,43,27,38,61,67,47,48,129,,13,36,110,60,133,8
2021,4,100,56,10,1,9,3,0,2,2,3,1,9,,1,2,2,2,9,0
2021,5,총,"117,396","2,706","4,724","5,660","3,788","4,425","8,653","8,351","6,764","8,656","14,073",,"1,089","5,006","14,949","10,428","17,574",550
2021,5,0,"6,150",48,154,153,108,141,398,549,254,460,"1,246",,28,236,574,649,"1,117",35
2021,5,10,"8,400",111,229,278,167,216,673,655,357,601,"1,115",,41,317,991,999,"1,594",56
2021,5,20,"14,981",229,494,546,345,407,"1,185","1,084",724,"2,406","1,630",,94,447,"2,026","1,229","2,103",32
2021,5,30,"11,773",163,433,471,329,374,858,934,665,880,"1,934",,75,448,"1,332","1,111","1,724",42
2021,5,40,"15,869",291,504,595,375,486,"1,245","1,196",840,"1,056","2,395",,109,624,"1,816","1,608","2,645",84
2021,5,50,"20,754",506,938,"1,101",739,741,"1,549","1,474","1,221","1,142","2,017",,212,914,"2,902","1,968","3,249",81
2021,5,60,"21,016",682,"1,148","1,307",959,987,"1,474","1,366","1,474","1,103","1,904",,242,"1,055","2,762","1,599","2,840",114
2021,5,70,"11,780",425,548,813,517,705,799,633,847,647,"1,130",,171,618,"1,662",784,"1,421",60
2021,5,80,"5,724",212,249,342,218,328,409,389,331,310,561,,101,307,769,420,740,38
2021,5,90,893,29,26,45,28,40,61,69,48,50,132,,15,38,113,59,132,8
2021,5,100,56,10,1,9,3,0,2,2,3,1,9,,1,2,2,2,9,0
2021,6,총,"117,166","2,689","4,705","5,660","3,765","4,400","8,635","8,344","6,744","8,631","14,056",,"1,089","4,995","14,937","10,415","17,554",547
2021,6,0,"6,126",47,149,151,106,139,394,546,251,454,"1,249",,30,239,570,649,"1,117",35
2021,6,10,"8,367",117,231,276,167,215,666,665,353,594,"1,105",,40,316,987,995,"1,586",54
2021,6,20,"14,944",223,497,545,346,405,"1,189","1,075",725,"2,413","1,616",,95,433,"2,034","1,231","2,085",32
2021,6,30,"11,714",159,429,478,319,371,851,933,655,867,"1,936",,76,445,"1,327","1,105","1,722",41
2021,6,40,"15,839",293,502,589,367,480,"1,239","1,192",847,"1,060","2,400",,109,623,"1,805","1,604","2,645",84
2021,6,50,"20,617",496,921,"1,096",735,732,"1,542","1,470","1,203","1,128","2,011",,214,913,"2,899","1,955","3,224",78
2021,6,60,"21,087",682,"1,151","1,319",958,989,"1,479","1,373","1,487","1,107","1,909",,241,"1,054","2,756","1,607","2,858",117
2021,6,70,"11,771",420,550,811,516,700,800,633,841,646,"1,124",,169,625,"1,660",787,"1,429",60
2021,6,80,"5,748",213,248,341,218,329,410,391,331,310,563,,100,308,779,425,744,38
2021,6,90,896,29,26,45,30,40,63,64,47,51,134,,14,37,118,55,135,8
2021,6,100,57,10,1,9,3,0,2,2,4,1,9,,1,2,2,2,9,0
2021,7,총,"117,179","2,667","4,687","5,663","3,765","4,382","8,847","8,299","6,748","8,621","14,028",,"1,089","4,985","14,922","10,398","17,531",547
2021,7,0,"6,105",45,148,152,107,138,419,539,250,445,"1,252",,30,232,560,648,"1,104",36
2021,7,10,"8,352",114,230,270,166,213,677,659,352,613,"1,103",,41,319,976,983,"1,583",53
2021,7,20,"14,933",219,495,547,348,399,"1,220","1,081",727,"2,389","1,609",,94,426,"2,041","1,223","2,082",33
2021,7,30,"11,693",158,429,472,312,365,892,921,651,871,"1,917",,77,450,"1,326","1,099","1,711",42
2021,7,40,"15,856",289,505,587,372,477,"1,292","1,187",850,"1,046","2,395",,107,615,"1,803","1,603","2,645",83
2021,7,50,"20,530",489,908,"1,090",732,729,"1,555","1,448","1,195","1,128","1,999",,215,914,"2,872","1,955","3,225",76
2021,7,60,"21,169",678,"1,151","1,327",960,987,"1,505","1,373","1,491","1,111","1,917",,242,"1,054","2,775","1,608","2,873",117
2021,7,70,"11,807",421,550,818,515,709,807,635,842,656,"1,128",,168,628,"1,663",790,"1,417",60
2021,7,80,"5,767",215,243,346,220,325,414,389,339,310,565,,99,308,782,428,745,39
2021,7,90,911,29,27,45,30,40,64,65,47,51,135,,15,37,122,59,137,8
2021,7,100,56,10,1,9,3,0,2,2,4,1,8,,1,2,2,2,9,0
2021,8,총,"117,180","2,655","4,663","5,660","3,761","4,358","9,129","8,268","6,723","8,616","13,962",,"1,088","4,985","14,892","10,386","17,485",549
2021,8,0,"6,094",46,145,153,106,138,440,535,253,445,"1,246",,29,229,552,648,"1,094",35
2021,8,10,"8,351",112,231,269,167,208,716,653,345,614,"1,102",,39,321,968,982,"1,570",54
2021,8,20,"14,914",219,492,543,348,391,"1,271","1,077",716,"2,386","1,581",,95,426,"2,048","1,208","2,079",34
2021,8,30,"11,693",157,425,470,311,364,934,920,654,870,"1,893",,80,449,"1,318","1,113","1,693",42
2021,8,40,"15,788",289,501,587,374,472,"1,337","1,175",834,"1,040","2,382",,105,617,"1,777","1,585","2,629",84
