년도,월,나이,연수구,옥련1동,옥련2동,선학동,연수1동,연수2동,연수3동,청학동,동춘1동,동춘2동,동춘3동,송도1동,송도2동,송도3동,송도4동,송도5동
2021,8,10,"22,150",962,"1,136",548,845,827,613,869,"1,338","1,001","1,457","2,818","3,263","3,096","1,491","1,886"
2021,8,20,"26,597","1,397","1,524","1,362","1,709","1,749","1,096","1,937","1,730","1,310","1,309","3,223","1,856","2,982","1,422","1,991"
2021,8,30,"28,135","1,171","1,169","1,265","1,495","1,673","1,138","1,759","1,797","1,331",773,"2,068","1,817","4,258","2,133","4,288"
2021,8,40,"33,998","1,502","1,615","1,307","1,835","1,463","1,024","1,900","2,044","1,345","1,492","3,039","3,964","4,902","2,623","3,943"
2021,8,50,"31,970","1,808","1,859","1,573","2,156","1,805","1,355","2,660","2,161","1,591","1,670","3,170","2,972","3,110","1,716","2,364"
2021,8,60,"21,543","1,287","1,337","1,613","1,513","1,501","1,316","2,103","1,637","1,177","1,091","1,902","1,261","1,588",860,"1,357"
2021,8,70,"7,311",586,548,580,549,518,513,781,469,363,394,576,339,491,255,349
2021,8,80,"2,515",225,190,211,177,185,195,309,141,143,150,196,130,131,68,64
2021,8,90,279,25,19,16,18,24,20,26,28,16,24,25,11,16,3,8
2021,8,100,10,0,1,0,0,1,3,3,0,0,0,0,0,2,0,0
2021,9,총,"193,641","9,630","10,085","8,913","10,729","10,454","7,733","12,898","12,495","8,929","9,092","18,576","18,052","24,012","12,451","19,592"
2021,9,0,"19,195",667,691,460,447,709,479,582,"1,180",663,733,"1,557","2,430","3,408","1,902","3,287"
2021,9,10,"22,113",962,"1,127",544,843,821,607,859,"1,327","1,001","1,455","2,795","3,275","3,094","1,492","1,911"
2021,9,20,"26,579","1,396","1,525","1,360","1,700","1,730","1,102","1,930","1,715","1,304","1,311","3,257","1,848","3,005","1,399","1,997"
2021,9,30,"28,000","1,158","1,163","1,265","1,506","1,679","1,130","1,750","1,791","1,330",780,"2,065","1,802","4,236","2,103","4,242"
2021,9,40,"33,919","1,497","1,606","1,297","1,810","1,486","1,016","1,893","2,037","1,319","1,477","3,022","3,956","4,895","2,629","3,979"
2021,9,50,"32,022","1,809","1,868","1,563","2,170","1,789","1,350","2,644","2,154","1,605","1,672","3,173","2,986","3,123","1,726","2,390"
2021,9,60,"21,687","1,298","1,346","1,618","1,513","1,507","1,322","2,112","1,650","1,181","1,098","1,913","1,280","1,605",876,"1,368"
2021,9,70,"7,299",584,552,580,543,518,507,789,468,366,394,574,337,491,251,345
2021,9,80,"2,538",235,187,210,179,188,195,308,145,145,150,197,127,137,70,65
2021,9,90,279,24,19,16,18,26,22,28,28,15,22,23,11,16,3,8
2021,9,100,10,0,1,0,0,1,3,3,0,0,0,0,0,2,0,0
2021,10,총,"193,568","9,586","10,078","8,916","10,678","10,427","7,700","12,896","12,504","8,928","9,065","18,590","18,032","24,022","12,478","19,668"
2021,10,0,"19,094",656,696,452,442,702,470,568,"1,175",660,731,"1,547","2,406","3,386","1,911","3,292"
2021,10,10,"22,128",960,"1,115",547,841,828,602,866,"1,329",990,"1,440","2,795","3,280","3,103","1,496","1,936"
2021,10,20,"26,511","1,392","1,515","1,371","1,691","1,708","1,098","1,923","1,713","1,309","1,311","3,252","1,856","2,993","1,395","1,984"
2021,10,30,"27,913","1,134","1,169","1,258","1,492","1,686","1,124","1,749","1,782","1,336",778,"2,077","1,773","4,223","2,105","4,227"
2021,10,40,"33,889","1,498","1,610","1,286","1,798","1,473","1,010","1,897","2,037","1,316","1,460","3,000","3,949","4,906","2,627","4,022"
2021,10,50,"32,041","1,801","1,852","1,568","2,161","1,785","1,341","2,633","2,155","1,605","1,676","3,198","3,002","3,133","1,729","2,402"
2021,10,60,"21,836","1,305","1,361","1,628","1,507","1,508","1,331","2,133","1,669","1,190","1,095","1,916","1,293","1,619",890,"1,391"
2021,10,70,"7,331",582,554,581,549,525,506,790,469,365,403,582,334,498,251,342
2021,10,80,"2,536",234,185,208,178,185,195,307,147,143,149,200,128,143,70,64
2021,10,90,281,24,20,17,19,26,22,27,28,14,22,23,11,16,4,8
2021,10,100,8,0,1,0,0,1,1,3,0,0,0,0,0,2,0,0
2021,11,총,"193,434","9,567","10,078","8,912","10,620","10,420","7,671","12,879","12,521","8,915","9,044","18,525","18,026","24,057","12,510","19,689"
2021,11,0,"18,994",653,686,450,445,690,467,566,"1,176",649,722,"1,537","2,392","3,370","1,909","3,282"
2021,11,10,"22,123",967,"1,103",549,835,825,589,868,"1,326",982,"1,428","2,789","3,284","3,126","1,510","1,942"
2021,11,20,"26,392","1,377","1,512","1,356","1,669","1,701","1,087","1,908","1,724","1,316","1,316","3,213","1,860","2,972","1,403","1,978"
2021,11,30,"27,810","1,137","1,170","1,251","1,493","1,692","1,129","1,749","1,781","1,321",763,"2,057","1,757","4,229","2,071","4,210"
2021,11,40,"33,867","1,486","1,617","1,290","1,774","1,480","1,002","1,886","2,030","1,319","1,446","2,984","3,954","4,915","2,640","4,044"
2021,11,50,"32,131","1,806","1,863","1,570","2,146","1,784","1,338","2,627","2,148","1,610","1,693","3,210","3,016","3,155","1,750","2,415"
2021,11,60,"21,911","1,302","1,362","1,634","1,514","1,511","1,329","2,137","1,692","1,191","1,100","1,921","1,295","1,627",898,"1,398"
2021,11,70,"7,351",579,558,583,548,524,506,795,469,367,404,589,328,500,254,347
2021,11,80,"2,560",235,186,209,177,186,202,312,147,145,150,201,129,145,71,65
2021,11,90,286,25,20,20,19,26,21,27,28,15,22,24,11,16,4,8
2021,11,100,9,0,1,0,0,1,1,4,0,0,0,0,0,2,0,0
2021,12,총,"193,417","9,569","10,043","8,888","10,624","10,402","7,645","12,866","12,522","8,899","9,027","18,448","18,030","24,053","12,603","19,798"
2021,12,0,"18,925",644,677,452,446,682,467,562,"1,176",637,714,"1,533","2,387","3,348","1,926","3,274"
2021,12,10,"22,084",964,"1,096",551,818,823,585,869,"1,331",987,"1,412","2,744","3,275","3,142","1,523","1,964"
2021,12,20,"26,341","1,369","1,506","1,333","1,695","1,683","1,079","1,899","1,724","1,315","1,311","3,184","1,881","2,968","1,405","1,989"
2021,12,30,"27,787","1,136","1,167","1,243","1,493","1,703","1,134","1,755","1,773","1,320",771,"2,057","1,757","4,203","2,072","4,203"
2021,12,40,"33,867","1,496","1,605","1,290","1,773","1,468",995,"1,887","2,027","1,304","1,438","2,978","3,938","4,915","2,662","4,091"
2021,12,50,"32,151","1,813","1,855","1,572","2,140","1,788","1,331","2,613","2,140","1,609","1,691","3,209","3,016","3,174","1,776","2,424"
2021,12,60,"22,017","1,305","1,364","1,629","1,513","1,512","1,327","2,142","1,704","1,199","1,116","1,927","1,314","1,637",904,"1,424"
2021,12,70,"7,356",575,563,589,546,525,501,800,467,366,398,589,322,503,261,351
2021,12,80,"2,597",242,190,209,181,189,203,310,151,148,155,203,129,147,70,70
2021,12,90,283,25,19,20,19,28,22,25,29,14,21,24,11,14,4,8
2021,12,100,9,0,1,0,0,1,1,4,0,0,0,0,0,2,0,0
