년도,월,나이,삼척시,도계읍,원덕읍,원덕읍임원출장소,근덕면,하장면,노곡면,미로면,가곡면,신기면,남양동,교동,정라동,성내동
2020,1,총,"33,811","5,323","1,751",877,"2,713",720,392,979,363,369,"3,857","7,618","4,717","4,132"
2020,1,0,"2,101",176,53,20,53,13,3,28,10,11,182,915,342,295
2020,1,10,"2,876",416,83,44,183,26,7,46,13,2,273,891,481,411
2020,1,20,"4,346","1,165",165,68,249,35,19,59,23,16,435,"1,116",552,444
2020,1,30,"3,348",332,146,66,172,47,14,58,16,29,355,"1,139",543,431
2020,1,40,"5,162",673,277,122,325,113,53,155,56,61,507,"1,295",859,666
2020,1,50,"6,170",948,370,197,584,161,95,199,82,77,751,"1,154",842,710
2020,1,60,"5,307",892,334,181,579,191,100,221,83,86,730,667,600,643
2020,1,70,"3,128",544,222,117,357,83,60,147,52,61,448,306,363,368
2020,1,80,"1,261",156,91,57,203,47,36,62,27,25,165,121,120,151
2020,1,90,100,16,7,5,7,4,5,4,1,1,11,13,14,12
2020,1,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,2,총,"33,686","5,255","1,750",875,"2,714",726,388,972,360,371,"3,880","7,561","4,727","4,107"
2020,2,0,"2,071",175,52,19,52,15,3,30,10,13,180,884,346,292
2020,2,10,"2,845",402,81,46,179,26,6,44,13,3,280,888,478,399
2020,2,20,"4,285","1,119",163,66,244,34,20,61,23,14,435,"1,111",555,440
2020,2,30,"3,304",325,148,67,173,49,14,56,15,28,355,"1,107",541,426
2020,2,40,"5,153",667,274,123,324,114,52,154,55,62,514,"1,290",855,669
2020,2,50,"6,166",944,368,194,584,163,96,198,81,77,746,"1,163",848,704
2020,2,60,"5,339",894,344,183,588,191,98,216,82,85,741,669,604,644
2020,2,70,"3,131",542,215,115,360,84,60,147,53,62,451,309,363,370
2020,2,80,"1,281",166,96,57,202,47,35,62,27,26,166,125,122,150
2020,2,90,99,16,6,5,7,3,4,4,1,1,12,14,14,12
2020,2,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,3,총,"33,491","5,164","1,747",866,"2,702",727,385,982,359,372,"3,862","7,510","4,729","4,086"
2020,3,0,"2,044",170,51,20,51,16,3,30,10,13,174,868,351,287
2020,3,10,"2,788",386,77,44,169,28,6,47,13,3,277,875,469,394
2020,3,20,"4,229","1,057",161,66,250,33,20,60,21,15,428,"1,108",561,449
2020,3,30,"3,285",323,147,64,175,52,14,55,15,28,352,"1,100",542,418
2020,3,40,"5,095",658,270,121,316,109,48,160,56,62,511,"1,279",852,653
2020,3,50,"6,145",937,371,187,589,164,97,195,78,77,747,"1,151",847,705
2020,3,60,"5,357",897,348,186,583,192,97,216,84,85,738,679,609,643
2020,3,70,"3,145",546,217,116,355,84,60,152,54,60,453,311,363,374
2020,3,80,"1,291",169,96,57,205,46,36,63,27,28,170,124,119,151
2020,3,90,100,16,6,5,8,3,4,4,1,1,12,14,15,11
2020,3,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,4,총,"33,402","5,118","1,742",859,"2,691",729,386,978,358,371,"3,856","7,505","4,723","4,086"
2020,4,0,"2,042",170,53,20,53,16,3,31,10,12,173,862,352,287
2020,4,10,"2,765",380,76,45,165,26,6,47,12,3,272,867,470,396
2020,4,20,"4,191","1,025",168,62,245,34,21,59,22,13,431,"1,108",562,441
2020,4,30,"3,272",315,142,67,176,52,14,55,15,27,354,"1,096",537,422
2020,4,40,"5,059",651,270,118,316,111,47,156,56,61,504,"1,276",838,655
2020,4,50,"6,128",928,369,184,584,162,96,195,77,79,742,"1,164",847,701
2020,4,60,"5,371",906,339,186,584,194,98,216,83,86,739,680,618,642
2020,4,70,"3,153",549,219,115,355,84,60,150,55,60,458,312,363,373
2020,4,80,"1,302",170,97,57,202,47,36,64,27,29,171,125,120,157
2020,4,90,107,19,6,5,10,3,5,5,1,1,12,14,15,11
2020,4,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,5,총,"33,390","5,124","1,740",859,"2,679",730,388,981,356,374,"3,857","7,493","4,730","4,079"
2020,5,0,"2,038",167,53,21,52,16,3,31,10,12,173,869,352,279
2020,5,10,"2,749",369,75,45,161,25,6,45,12,3,271,868,468,401
2020,5,20,"4,186","1,046",166,63,243,35,21,62,21,13,429,"1,089",562,436
2020,5,30,"3,261",310,142,67,172,52,14,54,14,27,358,"1,095",534,422
2020,5,40,"5,049",652,273,117,317,112,47,151,54,60,503,"1,272",843,648
2020,5,50,"6,125",924,365,181,579,159,96,201,79,80,739,"1,172",854,696
2020,5,60,"5,391",910,341,188,582,196,98,217,82,89,738,677,619,654
2020,5,70,"3,157",547,217,113,360,85,62,149,56,59,464,312,359,374
2020,5,80,"1,315",175,99,59,201,47,35,66,27,30,171,124,124,157
2020,5,90,107,19,6,5,11,3,6,5,1,1,11,14,14,11
2020,5,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,6,총,"33,329","5,105","1,751",858,"2,692",728,389,977,352,374,"3,849","7,489","4,689","4,076"
2020,6,0,"2,024",164,53,20,51,16,3,27,10,12,173,868,352,275
2020,6,10,"2,730",360,75,45,159,24,6,45,12,4,266,870,458,406
2020,6,20,"4,178","1,051",170,63,242,35,22,60,21,13,427,"1,089",552,433
2020,6,30,"3,235",312,141,65,172,51,15,53,14,27,357,"1,085",520,423
2020,6,40,"5,033",643,272,120,321,110,46,150,52,60,508,"1,267",833,651
2020,6,50,"6,109",919,374,179,582,157,92,203,78,80,725,"1,177",855,688
2020,6,60,"5,412",913,341,190,588,199,101,216,80,88,741,681,619,655
2020,6,70,"3,173",541,218,114,363,86,64,152,55,59,471,310,360,380
2020,6,80,"1,314",177,98,57,202,47,34,66,29,30,170,125,125,154
2020,6,90,109,20,6,5,11,3,6,5,1,1,11,16,14,10
2020,6,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,7,총,"33,287","5,095","1,749",860,"2,683",725,391,969,350,374,"3,836","7,473","4,696","4,086"
2020,7,0,"2,009",162,53,20,53,16,3,26,10,12,165,859,349,281
2020,7,10,"2,724",369,72,42,158,24,6,44,12,5,267,858,463,404
2020,7,20,"4,165","1,039",173,67,239,34,22,60,19,14,422,"1,091",551,434
2020,7,30,"3,222",309,141,65,167,50,15,52,13,26,351,"1,085",522,426
2020,7,40,"5,025",645,270,119,320,109,44,147,52,59,513,"1,265",828,654
2020,7,50,"6,094",910,370,183,579,155,95,201,77,81,726,"1,173",857,687
2020,7,60,"5,428",915,342,187,589,202,102,217,81,88,738,691,622,654
2020,7,70,"3,185",546,219,114,365,84,64,152,56,58,470,310,365,382
2020,7,80,"1,315",175,100,58,201,48,34,65,29,30,173,125,124,153
2020,7,90,108,20,6,5,11,3,6,5,1,1,11,15,14,10
2020,7,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,8,총,"33,268","5,129","1,747",858,"2,670",725,395,969,351,372,"3,826","7,462","4,684","4,080"
2020,8,0,"1,994",162,53,20,52,15,4,25,10,11,160,865,340,277
2020,8,10,"2,736",400,70,39,158,24,6,46,12,5,261,851,462,402
2020,8,20,"4,150","1,047",175,69,228,34,21,61,17,14,420,"1,084",547,433
2020,8,30,"3,216",307,138,65,170,51,17,52,14,26,351,"1,081",527,417
2020,8,40,"4,993",639,266,117,312,108,43,145,52,57,514,"1,267",818,655
2020,8,50,"6,088",903,373,182,585,155,96,202,79,81,719,"1,166",865,682
2020,8,60,"5,471",923,346,190,591,202,104,217,81,89,746,699,621,662
2020,8,70,"3,184",550,217,113,360,83,64,152,56,57,471,309,367,385
2020,8,80,"1,317",173,100,58,201,50,34,64,29,31,173,126,122,156
2020,8,90,107,20,6,5,12,3,6,5,1,1,11,13,14,10
2020,8,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,9,총,"33,245","5,123","1,744",858,"2,666",727,394,959,353,372,"3,822","7,471","4,679","4,077"
2020,9,0,"1,987",162,52,21,53,16,4,24,11,10,160,859,335,280
2020,9,10,"2,733",395,69,38,155,23,5,43,11,6,260,858,470,400
2020,9,20,"4,143","1,050",176,68,224,34,22,61,17,14,421,"1,083",543,430
2020,9,30,"3,194",310,133,62,169,51,16,53,14,26,342,"1,080",522,416
2020,9,40,"4,979",628,267,115,317,108,43,141,53,57,513,"1,270",816,651
2020,9,50,"6,088",900,375,183,580,155,97,198,79,79,725,"1,171",860,686
2020,9,60,"5,490",930,346,193,593,202,104,218,81,91,742,703,628,659
2020,9,70,"3,181",549,216,114,361,85,61,152,56,57,474,306,364,386
2020,9,80,"1,328",174,101,59,200,50,36,64,30,31,174,126,126,157
2020,9,90,110,20,6,5,13,3,6,5,1,1,11,14,14,11
2020,9,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,10,총,"33,208","5,104","1,734",864,"2,672",728,398,961,363,371,"3,807","7,479","4,661","4,066"
2020,10,0,"1,984",159,48,20,58,16,4,25,12,10,156,861,336,279
2020,10,10,"2,712",390,70,36,154,23,4,43,12,6,262,854,460,398
2020,10,20,"4,140","1,050",171,72,221,35,26,63,19,13,416,"1,078",549,427
2020,10,30,"3,181",303,133,63,175,50,16,53,14,26,340,"1,085",512,411
2020,10,40,"4,951",619,260,115,312,107,43,140,54,56,516,"1,266",816,647
2020,10,50,"6,087",898,374,192,585,156,97,199,82,79,715,"1,173",856,681
2020,10,60,"5,531",940,352,188,596,203,105,222,80,92,738,715,633,667
2020,10,70,"3,178",542,215,115,361,83,61,149,59,57,480,308,361,387
2020,10,80,"1,322",178,101,56,197,52,36,63,30,31,173,124,124,157
2020,10,90,110,20,7,7,12,3,6,4,1,1,11,14,13,11
2020,10,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,11,총,"33,106","5,061","1,731",866,"2,680",725,397,966,360,372,"3,781","7,460","4,658","4,049"
2020,11,0,"1,969",157,51,19,57,16,4,25,12,9,155,859,334,271
2020,11,10,"2,692",376,70,36,149,21,3,42,12,5,257,853,466,402
2020,11,20,"4,100","1,031",165,74,220,37,26,62,19,13,418,"1,069",550,416
2020,11,30,"3,148",295,129,62,178,48,14,55,13,24,329,"1,086",508,407
2020,11,40,"4,937",619,262,114,315,108,44,142,53,57,515,"1,255",807,646
2020,11,50,"6,087",901,373,192,591,154,96,197,82,80,707,"1,180",860,674
2020,11,60,"5,549",940,356,191,598,205,106,225,79,95,734,713,635,672
2020,11,70,"3,179",541,215,115,362,82,62,151,59,56,481,305,363,387
2020,11,80,"1,321",176,100,56,197,51,36,63,30,32,174,125,121,160
2020,11,90,112,20,7,7,12,3,6,4,1,1,11,14,13,13
2020,11,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2020,12,총,"33,011","4,978","1,740",874,"2,684",729,398,972,359,367,"3,784","7,450","4,638","4,038"
2020,12,0,"1,962",152,52,20,59,15,4,23,11,9,154,859,332,272
2020,12,10,"2,665",356,71,37,146,21,4,42,14,5,256,855,462,396
2020,12,20,"4,042",973,163,74,223,37,26,64,18,13,428,"1,057",551,415
2020,12,30,"3,143",292,137,63,174,51,14,57,11,23,331,"1,075",505,410
2020,12,40,"4,910",620,260,114,311,109,42,141,51,56,513,"1,257",802,634
2020,12,50,"6,081",900,373,194,592,152,98,199,83,78,704,"1,186",851,671
2020,12,60,"5,577",943,362,195,601,208,108,225,81,94,731,713,636,680
2020,12,70,"3,179",537,214,113,364,82,62,153,59,56,482,306,365,386
2020,12,80,"1,328",180,98,57,201,50,35,64,30,32,174,126,121,160
2020,12,90,112,20,7,7,12,4,5,4,1,1,11,15,12,13
2020,12,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2021,1,총,"32,836","4,900","1,736",874,"2,666",722,397,978,354,368,"3,772","7,406","4,625","4,038"
2021,1,0,"1,941",152,50,20,58,15,4,24,11,9,157,846,322,273
2021,1,10,"2,626",347,72,37,138,21,4,43,12,4,250,851,453,394
2021,1,20,"3,965",920,162,74,223,35,25,64,17,14,422,"1,042",553,414
2021,1,30,"3,099",286,135,62,171,49,14,55,11,20,326,"1,062",502,406
2021,1,40,"4,888",613,255,113,306,108,42,142,51,58,511,"1,250",800,639
2021,1,50,"6,067",897,373,194,589,150,96,198,83,77,702,"1,189",855,664
2021,1,60,"5,608",942,364,195,601,209,110,231,79,97,736,720,637,687
2021,1,70,"3,177",535,215,114,364,79,63,153,59,56,480,305,367,387
2021,1,80,"1,343",183,100,58,202,53,34,64,30,32,177,126,123,161
2021,1,90,110,20,7,7,13,3,5,4,1,1,11,14,12,12
2021,1,100,12,5,3,0,1,0,0,0,0,0,0,1,1,1
2021,2,총,"32,670","4,833","1,725",866,"2,658",722,397,973,355,369,"3,749","7,383","4,616","4,024"
2021,2,0,"1,928",152,49,20,58,13,4,24,11,9,154,842,320,272
2021,2,10,"2,601",337,71,36,132,22,4,43,13,5,246,852,447,393
2021,2,20,"3,884",872,161,72,220,34,25,63,16,14,417,"1,037",545,408
2021,2,30,"3,048",278,132,61,167,49,13,51,11,20,325,"1,047",497,397
2021,2,40,"4,863",612,251,111,305,106,44,142,50,58,503,"1,243",796,642
2021,2,50,"6,054",887,372,192,591,150,96,197,84,75,705,"1,185",861,659
2021,2,60,"5,641",953,362,195,607,212,110,234,80,97,728,730,645,688
2021,2,70,"3,180",532,216,116,364,80,63,153,59,58,482,304,367,386
