년도,월,나이,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021,3,100,72,4,0,6,3,2,2,0,1,3,1,2,4,2,2,3,4,1,2,6,0,1,5,1,3,0,3,9,2,0
2021,4,총,"140,673","3,513","3,945","3,512","1,172",776,942,"1,325","1,464","1,503","1,649","2,527","2,124","2,192","1,269",798,"1,611","2,252","3,416","11,478","4,637","5,692","19,722","4,291","11,732","7,329","12,911","7,774","3,250","15,867"
2021,4,0,"8,986",162,259,121,32,16,10,33,59,51,94,166,31,80,27,13,39,137,144,831,188,226,"1,718",422,701,599,"1,042",294,257,"1,234"
2021,4,10,"13,410",310,299,235,72,19,45,72,51,78,75,182,81,115,44,35,53,174,200,"1,021",309,367,"2,184",465,"1,297",969,"1,661",629,313,"2,055"
2021,4,20,"16,254",261,305,276,73,49,54,76,87,47,135,220,118,158,95,37,167,208,434,"1,137",647,557,"2,227",420,"1,484","1,129","1,661","1,843",334,"2,015"
2021,4,30,"13,255",243,339,242,51,23,31,45,88,51,104,211,72,162,53,32,120,225,306,"1,147",378,428,"2,212",588,"1,150",797,"1,528",609,369,"1,651"
2021,4,40,"20,252",355,488,318,94,48,54,78,118,112,133,255,135,197,83,47,162,318,358,"1,639",576,642,"3,171",671,"1,863","1,500","2,625",771,504,"2,937"
2021,4,50,"23,863",573,647,594,192,101,146,169,220,206,239,424,324,350,247,113,264,411,502,"2,020",967,919,"3,277",619,"2,304","1,257","2,287","1,134",518,"2,839"
2021,4,60,"20,880",703,743,690,213,193,220,299,297,368,329,504,481,455,256,178,352,403,695,"1,872",828,"1,153","2,562",579,"1,712",534,"1,166","1,089",441,"1,565"
2021,4,70,"13,611",493,475,548,234,148,195,292,297,309,266,335,449,311,225,174,291,226,457,"1,122",465,941,"1,434",341,713,356,584,787,262,881
2021,4,80,"8,468",340,325,395,166,142,153,218,209,236,236,198,354,302,190,143,126,125,278,601,238,390,789,161,417,157,301,498,188,592
2021,4,90,"1,623",69,65,87,42,35,33,43,37,42,37,30,75,61,47,23,33,24,40,82,40,68,143,24,89,31,53,110,62,98
2021,4,100,71,4,0,6,3,2,1,0,1,3,1,2,4,1,2,3,4,1,2,6,1,1,5,1,2,0,3,10,2,0
2021,5,총,"140,575","3,518","3,947","3,517","1,165",770,939,"1,315","1,459","1,505","1,642","2,514","2,126","2,189","1,258",799,"1,610","2,257","3,409","11,496","4,644","5,668","19,685","4,290","11,739","7,316","12,883","7,798","3,246","15,871"
2021,5,0,"8,922",166,256,127,33,15,11,33,58,52,92,170,32,80,24,13,40,136,143,829,185,227,"1,695",420,701,593,"1,024",291,256,"1,220"
2021,5,10,"13,395",308,303,232,69,18,45,71,52,77,75,175,80,112,43,34,52,177,198,"1,032",306,357,"2,181",464,"1,301",969,"1,660",630,316,"2,058"
2021,5,20,"16,242",257,310,278,71,51,54,73,84,50,131,222,117,161,93,38,170,208,432,"1,127",653,557,"2,220",418,"1,473","1,120","1,651","1,873",332,"2,018"
2021,5,30,"13,257",245,335,242,50,23,33,46,90,50,103,207,72,160,52,30,120,225,306,"1,146",383,431,"2,207",587,"1,162",803,"1,532",607,367,"1,643"
2021,5,40,"20,126",357,487,322,93,46,53,78,119,112,133,256,132,192,80,48,158,312,354,"1,635",578,642,"3,154",672,"1,859","1,482","2,588",763,499,"2,922"
2021,5,50,"23,796",568,638,586,190,98,143,164,216,204,238,419,326,351,242,109,266,414,495,"2,018",967,902,"3,254",618,"2,299","1,256","2,303","1,134",521,"2,857"
2021,5,60,"21,028",711,753,696,213,193,221,298,297,366,330,503,480,457,261,182,353,404,704,"1,886",831,"1,155","2,593",583,"1,726",545,"1,177","1,096",443,"1,571"
2021,5,70,"13,622",495,475,550,232,149,193,290,297,313,262,333,447,312,228,175,291,228,457,"1,123",465,944,"1,439",342,708,360,585,783,261,885
2021,5,80,"8,504",341,325,390,169,143,149,219,211,237,240,199,360,301,187,144,124,126,276,611,238,386,797,162,419,156,307,500,190,597
2021,5,90,"1,613",67,65,88,42,32,36,43,34,41,37,28,76,62,46,23,32,26,42,83,37,67,140,23,89,31,53,111,59,100
2021,5,100,70,3,0,6,3,2,1,0,1,3,1,2,4,1,2,3,4,1,2,6,1,0,5,1,2,1,3,10,2,0
2021,6,총,"140,529","3,502","3,931","3,500","1,154",763,943,"1,309","1,449","1,511","1,638","2,497","2,121","2,181","1,251",797,"1,597","2,250","3,393","11,454","4,618","5,617","19,818","4,266","11,643","7,224","12,772","7,808","3,233","16,289"
2021,6,0,"8,863",163,254,121,32,14,12,32,59,52,93,169,29,77,24,12,39,130,137,816,182,223,"1,707",417,685,580,"1,008",283,255,"1,258"
2021,6,10,"13,402",303,304,230,67,18,48,72,52,76,75,173,80,114,43,35,50,180,196,"1,035",310,353,"2,195",458,"1,277",957,"1,635",639,312,"2,115"
2021,6,20,"16,233",253,307,278,71,45,51,71,85,50,131,219,120,160,86,38,160,212,427,"1,116",646,555,"2,227",417,"1,459","1,111","1,642","1,888",331,"2,077"
2021,6,30,"13,255",242,333,233,47,24,35,45,87,49,100,204,73,160,54,30,120,225,307,"1,135",378,416,"2,244",584,"1,138",776,"1,514",608,364,"1,730"
2021,6,40,"20,065",353,478,319,93,44,55,77,118,112,128,257,129,187,81,46,156,312,350,"1,636",572,634,"3,157",663,"1,826","1,469","2,560",760,495,"2,998"
2021,6,50,"23,759",564,634,588,184,98,143,163,214,208,233,406,328,352,238,106,262,410,498,"2,009",959,899,"3,253",618,"2,289","1,241","2,289","1,129",526,"2,918"
2021,6,60,"21,132",710,750,700,215,196,221,298,294,367,339,511,479,458,264,185,360,401,704,"1,882",830,"1,144","2,628",586,"1,746",543,"1,182","1,096",441,"1,602"
2021,6,70,"13,652",498,479,551,232,151,195,287,297,312,264,330,449,311,228,175,286,228,459,"1,129",465,934,"1,457",341,714,362,586,786,259,887
2021,6,80,"8,492",345,324,387,168,141,147,220,208,241,239,200,358,301,183,140,126,127,272,607,239,390,810,155,417,153,304,495,188,607
2021,6,90,"1,615",69,68,87,42,31,35,44,34,42,36,28,73,60,47,27,34,25,41,83,36,69,135,26,90,31,51,114,60,97
2021,6,100,61,2,0,6,3,1,1,0,1,2,0,0,3,1,3,3,4,0,2,6,1,0,5,1,2,1,1,10,2,0
2021,7,총,"140,391","3,487","3,909","3,482","1,145",762,939,"1,312","1,445","1,507","1,632","2,501","2,109","2,167","1,244",793,"1,572","2,243","3,394","11,417","4,603","5,597","19,941","4,275","11,633","7,178","12,760","7,790","3,207","16,347"
2021,7,0,"8,800",157,244,117,33,15,13,32,58,50,91,169,29,74,24,12,37,129,137,804,177,217,"1,724",415,674,570,997,281,253,"1,267"
2021,7,10,"13,354",301,306,225,66,18,47,72,52,76,75,167,76,113,43,34,46,177,194,"1,029",312,351,"2,203",454,"1,275",948,"1,629",626,318,"2,121"
2021,7,20,"16,205",252,302,278,68,45,49,73,85,51,127,218,120,159,85,34,162,215,431,"1,109",643,546,"2,244",416,"1,452","1,104","1,652","1,891",318,"2,076"
2021,7,30,"13,232",240,328,227,47,24,34,47,86,49,99,204,72,156,53,33,112,222,307,"1,128",378,407,"2,278",584,"1,131",766,"1,506",602,359,"1,753"
2021,7,40,"19,993",348,472,322,91,44,56,76,117,107,128,257,124,181,81,47,151,314,342,"1,626",571,625,"3,162",670,"1,828","1,457","2,553",753,492,"2,998"
2021,7,50,"23,731",561,629,583,181,98,141,162,213,210,231,411,329,352,231,106,256,404,499,"1,997",947,896,"3,278",621,"2,279","1,239","2,301","1,127",520,"2,929"
2021,7,60,"21,231",715,751,701,215,193,223,299,297,368,339,514,479,455,268,180,356,404,705,"1,903",833,"1,157","2,641",590,"1,766",549,"1,177","1,096",441,"1,616"
2021,7,70,"13,674",499,481,553,231,154,192,288,294,313,261,333,450,312,225,178,288,227,465,"1,125",469,930,"1,464",343,720,360,591,790,255,883
2021,7,80,"8,493",344,327,386,169,137,146,218,208,240,243,200,357,301,183,140,126,128,271,607,238,399,806,155,415,154,305,495,189,606
2021,7,90,"1,618",68,69,84,41,33,37,45,34,40,38,28,70,63,48,27,34,23,41,83,35,69,136,26,91,30,48,119,60,98
2021,7,100,60,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,6,0,0,5,1,2,1,1,10,2,0
2021,8,총,"140,252","3,470","3,904","3,471","1,143",756,940,"1,314","1,444","1,513","1,631","2,496","2,102","2,159","1,238",792,"1,559","2,240","3,407","11,383","4,593","5,580","19,953","4,254","11,621","7,176","12,740","7,790","3,179","16,404"
2021,8,0,"8,733",150,241,115,34,15,14,32,61,49,92,165,29,76,25,12,37,127,136,783,179,211,"1,707",413,661,568,992,276,250,"1,283"
2021,8,10,"13,334",304,309,226,65,17,47,73,51,78,76,165,77,112,42,34,45,175,194,"1,035",309,355,"2,203",448,"1,285",945,"1,610",630,311,"2,113"
2021,8,20,"16,151",247,301,275,69,44,50,69,81,53,129,211,113,155,86,32,159,216,443,"1,099",639,538,"2,237",417,"1,450","1,102","1,658","1,901",308,"2,069"
2021,8,30,"13,204",235,326,224,46,24,36,49,88,48,100,209,74,155,54,35,112,218,305,"1,112",380,403,"2,277",572,"1,138",777,"1,488",600,354,"1,765"
2021,8,40,"19,943",348,469,316,90,41,56,77,118,107,125,258,125,182,80,47,147,311,341,"1,626",563,625,"3,158",672,"1,808","1,445","2,545",750,493,"3,020"
2021,8,50,"23,728",558,632,587,180,97,138,159,209,214,230,406,329,349,228,104,252,408,500,"1,996",939,890,"3,294",617,"2,280","1,253","2,311","1,118",517,"2,933"
2021,8,60,"21,267",710,754,697,214,196,223,299,302,367,340,522,475,456,266,182,360,405,704,"1,902",841,"1,152","2,652",595,"1,772",542,"1,184","1,090",439,"1,626"
2021,8,70,"13,681",504,479,553,232,151,187,293,291,311,258,329,454,311,223,178,283,228,470,"1,128",471,934,"1,468",339,718,360,592,793,255,888
2021,8,80,"8,524",346,326,388,169,136,149,217,206,241,242,203,355,301,183,139,125,130,270,613,237,402,817,154,418,150,311,505,187,604
2021,8,90,"1,628",66,67,84,41,34,39,46,36,42,39,28,68,61,48,27,35,22,42,84,35,70,135,26,89,33,48,117,63,103
2021,8,100,59,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,5,0,0,5,1,2,1,1,10,2,0
2021,9,총,"140,128","3,463","3,899","3,483","1,142",749,945,"1,313","1,433","1,501","1,629","2,499","2,097","2,148","1,237",790,"1,550","2,226","3,382","11,378","4,577","5,578","19,995","4,237","11,613","7,187","12,681","7,824","3,174","16,398"
2021,9,0,"8,698",152,241,116,32,14,14,33,61,47,93,164,29,76,23,12,36,129,127,780,175,213,"1,697",414,670,573,972,281,248,"1,276"
2021,9,10,"13,269",298,305,224,66,17,49,73,49,76,74,167,75,110,40,34,43,172,187,"1,028",303,348,"2,217",447,"1,281",941,"1,599",623,315,"2,108"
2021,9,20,"16,129",247,302,274,70,42,50,68,81,52,127,205,114,153,86,32,164,204,442,"1,090",636,535,"2,239",417,"1,445","1,102","1,645","1,934",309,"2,064"
2021,9,30,"13,172",232,323,223,45,23,33,51,86,46,100,215,72,150,55,35,111,223,304,"1,114",383,410,"2,275",562,"1,127",774,"1,480",603,352,"1,765"
2021,9,40,"19,894",348,465,322,91,39,58,77,116,103,124,257,125,185,78,45,147,304,340,"1,621",561,625,"3,179",667,"1,802","1,439","2,517",756,494,"3,009"
2021,9,50,"23,748",557,636,589,178,97,142,158,205,215,228,402,325,345,227,105,251,407,490,"1,996",932,882,"3,307",621,"2,282","1,267","2,329","1,108",517,"2,950"
2021,9,60,"21,302",708,753,704,213,195,223,296,302,366,341,526,480,453,271,183,356,409,705,"1,906",839,"1,154","2,660",588,"1,777",548,"1,188","1,090",434,"1,634"
2021,9,70,"13,681",507,477,550,231,151,188,291,289,313,261,330,450,310,219,177,279,228,472,"1,132",473,940,"1,464",337,723,359,595,797,255,883
2021,9,80,"8,547",346,330,391,171,137,149,220,208,237,242,205,355,303,186,137,125,129,271,617,239,402,818,157,415,149,311,505,184,608
2021,9,90,"1,630",66,67,84,42,33,38,46,35,43,39,28,69,62,49,28,34,21,42,89,36,68,135,26,89,34,44,118,64,101
2021,9,100,58,2,0,6,3,1,1,0,1,3,0,0,3,1,3,2,4,0,2,5,0,1,4,1,2,1,1,9,2,0
2021,10,총,"139,948","3,441","3,906","3,463","1,139",747,948,"1,312","1,428","1,501","1,622","2,493","2,095","2,142","1,238",787,"1,507","2,206","3,368","11,359","4,561","5,556","20,049","4,295","11,587","7,179","12,653","7,786","3,169","16,411"
2021,10,0,"8,646",147,240,115,31,14,14,33,61,46,89,159,32,75,23,12,34,123,125,779,174,212,"1,696",419,659,572,964,271,242,"1,285"
2021,10,10,"13,236",300,306,220,66,18,48,71,49,77,75,169,72,109,40,33,44,173,188,"1,033",300,340,"2,236",447,"1,282",930,"1,593",611,314,"2,092"
2021,10,20,"16,094",242,295,275,69,42,53,69,80,51,129,206,117,150,84,31,164,201,439,"1,072",628,534,"2,236",428,"1,450","1,100","1,635","1,944",314,"2,056"
2021,10,30,"13,124",232,321,218,44,23,33,52,85,48,99,211,74,147,59,35,114,219,306,"1,111",384,404,"2,272",575,"1,111",768,"1,470",600,346,"1,763"
2021,10,40,"19,801",340,467,317,92,39,58,75,110,103,116,259,122,187,76,44,143,300,337,"1,612",556,618,"3,182",677,"1,795","1,437","2,495",749,495,"3,000"
2021,10,50,"23,805",550,643,582,180,97,142,157,208,212,230,398,325,349,229,106,239,403,490,"1,998",928,886,"3,326",635,"2,281","1,272","2,337","1,106",520,"2,976"
2021,10,60,"21,333",716,757,709,212,195,223,299,301,368,341,523,480,449,271,185,344,411,697,"1,906",843,"1,146","2,675",584,"1,781",552,"1,202","1,084",432,"1,647"
2021,10,70,"13,685",505,480,550,228,149,190,285,291,311,262,333,448,313,220,175,272,228,472,"1,134",472,938,"1,472",345,726,356,594,798,256,882
2021,10,80,"8,544",342,332,391,172,136,147,224,207,239,239,205,353,302,184,137,120,130,271,620,237,407,815,160,407,155,317,504,184,607
2021,10,90,"1,640",65,65,83,43,33,40,47,35,44,42,30,69,60,50,27,31,18,43,90,39,70,135,25,93,36,45,116,64,102
2021,10,100,40,2,0,3,2,1,0,0,1,2,0,0,3,1,2,2,2,0,0,4,0,1,4,0,2,1,1,3,2,1
2021,11,총,"139,850","3,446","3,917","3,461","1,132",747,942,"1,318","1,426","1,503","1,615","2,487","2,093","2,142","1,236",782,"1,513","2,195","3,351","11,344","4,560","5,551","20,089","4,302","11,559","7,183","12,656","7,753","3,156","16,391"
2021,11,0,"8,564",149,238,119,30,14,12,33,61,43,86,163,31,75,22,11,34,121,124,756,175,202,"1,693",413,653,573,956,264,239,"1,274"
2021,11,10,"13,236",298,311,216,65,19,48,69,49,77,74,166,75,107,40,34,45,173,185,"1,042",304,344,"2,246",450,"1,286",925,"1,600",588,316,"2,084"
2021,11,20,"16,060",246,297,270,72,43,50,74,80,53,122,203,116,151,82,31,173,198,436,"1,066",624,536,"2,227",425,"1,425","1,103","1,643","1,955",310,"2,049"
2021,11,30,"13,092",233,322,222,43,23,34,51,82,47,101,213,73,150,58,34,114,221,301,"1,106",381,393,"2,270",586,"1,108",772,"1,456",607,338,"1,753"
2021,11,40,"19,778",340,474,318,91,39,60,76,112,103,115,254,124,186,76,44,142,301,330,"1,611",549,616,"3,193",678,"1,796","1,426","2,483",746,493,"3,002"
2021,11,50,"23,804",546,642,579,176,96,139,155,204,211,230,401,320,348,228,106,234,400,495,"1,999",934,894,"3,323",641,"2,273","1,276","2,343","1,098",527,"2,986"
2021,11,60,"21,379",722,759,708,213,193,224,300,303,371,343,517,482,446,275,180,339,410,693,"1,920",847,"1,143","2,694",585,"1,786",550,"1,217","1,073",433,"1,653"
2021,11,70,"13,640",500,480,544,225,149,187,284,286,307,257,335,441,315,220,174,275,224,473,"1,125",467,941,"1,484",343,729,362,585,798,253,877
2021,11,80,"8,598",345,330,396,172,136,145,229,212,245,243,207,359,303,183,139,122,129,270,627,238,411,823,154,406,160,325,500,179,610
2021,11,90,"1,660",65,64,86,44,34,43,47,36,44,44,28,69,60,50,27,33,18,44,88,41,70,132,27,95,35,47,121,66,102
2021,11,100,39,2,0,3,1,1,0,0,1,2,0,0,3,1,2,2,2,0,0,4,0,1,4,0,2,1,1,3,2,1
2021,12,총,"139,686","3,437","3,903","3,461","1,130",748,942,"1,319","1,419","1,494","1,608","2,489","2,095","2,129","1,238",773,"1,525","2,197","3,335","11,343","4,554","5,529","20,134","4,312","11,566","7,179","12,645","7,663","3,155","16,364"
2021,12,0,"8,507",148,235,116,30,13,11,32,59,37,83,162,31,71,22,10,35,125,124,758,178,200,"1,684",418,652,565,945,258,240,"1,265"
2021,12,10,"13,195",296,306,216,64,21,47,72,49,77,74,167,77,104,40,35,46,171,186,"1,042",307,339,"2,260",449,"1,280",917,"1,599",572,315,"2,067"
2021,12,20,"16,007",244,300,267,74,40,51,71,82,56,124,204,114,152,81,28,171,199,427,"1,055",614,536,"2,238",420,"1,432","1,110","1,652","1,915",311,"2,039"
2021,12,30,"13,045",233,319,221,44,23,36,55,82,47,102,213,72,145,63,33,120,216,298,"1,099",382,387,"2,266",591,"1,099",763,"1,446",606,338,"1,746"
2021,12,40,"19,730",337,469,319,90,41,61,74,111,101,113,254,130,183,75,41,143,300,331,"1,619",541,611,"3,203",677,"1,783","1,421","2,489",740,491,"2,982"
2021,12,50,"23,801",546,635,575,177,98,139,154,200,209,230,404,315,347,230,105,239,396,496,"2,002",938,895,"3,320",638,"2,285","1,283","2,330","1,085",524,"3,006"
2021,12,60,"21,423",721,767,715,215,191,223,298,304,372,340,517,485,449,275,180,333,417,688,"1,912",847,"1,138","2,704",593,"1,794",555,"1,228","1,065",434,"1,663"
2021,12,70,"13,585",495,476,537,220,150,183,284,283,303,257,332,441,313,217,171,280,221,472,"1,129",466,935,"1,480",341,736,366,582,794,252,869
2021,12,80,"8,680",353,329,401,170,136,146,233,214,246,239,208,359,305,183,141,122,133,269,632,242,416,837,157,408,163,327,505,182,624
2021,12,90,"1,677",63,67,91,45,34,45,46,35,44,46,28,69,59,51,27,34,19,44,91,39,71,138,28,96,35,46,119,66,101
2021,12,100,36,1,0,3,1,1,0,0,0,2,0,0,2,1,1,2,2,0,0,4,0,1,4,0,1,1,1,4,2,2
