년도,월,나이,서울특별시,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2020,11,40,"1,531,956","22,245","18,119","35,740","45,229","52,718","50,836","58,028","70,104","46,964","48,735","86,485","76,959","47,528","61,088","79,161","91,271","63,477","33,056","56,366","58,998","68,757","77,452","99,315","109,461","73,864"
2020,11,50,"1,526,471","25,511","20,744","37,057","47,347","54,742","53,377","69,716","69,508","52,711","57,209","87,964","77,363","49,468","54,265","76,713","86,567","63,519","40,431","56,873","58,488","68,259","63,166","80,358","102,816","72,299"
2020,11,60,"1,239,857","19,938","17,512","28,754","36,393","42,335","46,345","58,020","54,785","45,810","49,573","67,545","64,271","38,374","39,448","57,301","76,219","55,769","32,946","46,822","49,034","59,105","47,671","59,298","83,842","62,747"
2020,11,70,"703,243","12,513","10,728","17,248","20,587","22,419","28,155","31,383","33,628","30,097","27,661","37,512","39,081","24,366","24,336","28,528","38,910","31,723","18,031","27,272","29,726","37,113","27,358","34,097","40,281","30,490"
2020,11,80,"276,533","5,950","4,809","8,544","8,450","8,825","11,485","11,680","14,167","11,462","11,578","16,383","15,753","11,179","11,085","10,682","14,675","11,390","6,435","11,287","11,843","13,039","9,726","11,724","14,047","10,335"
2020,11,90,"42,535","1,096",900,"1,632","1,181","1,266","1,570","1,601","2,057","1,507","1,643","2,486","2,110","1,648","1,674","1,697","2,521","1,509",870,"1,601","1,800","1,727","1,813","2,239","2,511","1,876"
2020,11,100,"6,726",272,202,370,247,220,310,208,379,247,180,284,423,295,342,188,236,175,176,280,312,319,230,290,293,248
2020,12,총,"9,668,465","149,384","125,240","230,040","293,556","346,682","342,837","394,702","437,153","308,055","325,257","523,037","479,835","312,173","371,890","454,251","580,185","404,408","231,733","379,480","391,220","495,060","425,126","539,231","667,960","459,970"
2020,12,0,"623,745","7,527","6,836","13,496","20,449","19,572","20,788","23,064","28,822","15,714","18,775","33,182","29,704","20,175","24,899","31,552","39,560","28,199","12,548","25,836","24,564","22,372","33,851","36,766","50,744","34,750"
2020,12,10,"781,866","11,013","6,773","15,609","19,815","25,931","23,647","26,759","37,145","22,027","25,627","53,235","38,676","23,622","28,372","50,872","44,694","30,189","14,669","24,278","27,821","28,600","45,329","59,134","59,068","38,961"
2020,12,20,"1,460,411","23,416","18,586","33,485","45,043","62,940","56,331","56,112","66,972","42,944","43,412","73,182","67,058","50,356","61,904","59,774","86,991","55,415","37,127","59,076","66,545","109,135","55,091","73,940","94,119","61,457"
2020,12,30,"1,475,106","19,943","20,107","38,069","48,905","55,983","50,175","58,124","59,843","38,757","40,993","64,740","68,502","45,109","64,486","57,820","99,062","63,147","35,481","69,245","62,096","86,781","63,224","81,838","110,590","72,086"
2020,12,40,"1,528,182","22,231","18,011","35,698","45,020","52,482","50,630","57,883","69,839","46,718","48,535","86,240","76,628","47,487","60,995","78,993","90,888","63,203","32,903","56,438","58,912","68,484","77,355","99,266","109,299","74,044"
2020,12,50,"1,523,556","25,459","20,702","37,070","47,248","54,541","53,262","69,528","69,381","52,642","57,020","87,828","77,274","49,367","54,255","76,495","86,196","63,330","40,292","56,931","58,343","68,052","63,197","80,350","102,566","72,227"
2020,12,60,"1,243,954","19,948","17,551","28,840","36,534","42,460","46,393","58,222","54,897","45,892","49,740","67,804","64,438","38,558","39,559","57,551","76,340","55,983","33,119","47,072","49,162","59,243","47,797","59,423","84,184","63,244"
2020,12,70,"704,076","12,500","10,733","17,203","20,586","22,428","28,195","31,445","33,568","30,087","27,706","37,536","39,121","24,304","24,309","28,593","38,915","31,804","18,059","27,380","29,755","37,176","27,434","34,167","40,440","30,632"
2020,12,80,"278,094","5,978","4,836","8,572","8,520","8,850","11,521","11,758","14,229","11,516","11,603","16,494","15,897","11,246","11,096","10,721","14,778","11,443","6,479","11,339","11,895","13,141","9,787","11,813","14,132","10,450"
2020,12,90,"42,683","1,093",900,"1,627","1,185","1,277","1,582","1,601","2,073","1,509","1,671","2,508","2,112","1,651","1,669","1,693","2,522","1,516",879,"1,598","1,814","1,753","1,829","2,238","2,519","1,864"
2020,12,100,"6,792",276,205,371,251,218,313,206,384,249,175,288,425,298,346,187,239,179,177,287,313,323,232,296,299,255
2021,1,총,"9,657,969","149,125","125,038","230,045","293,103","346,067","342,034","394,532","437,684","307,487","324,281","521,852","479,223","311,720","371,492","453,382","579,176","403,518","231,634","380,169","390,433","494,175","424,707","538,536","667,222","461,334"
2021,1,0,"618,497","7,449","6,740","13,411","20,297","19,328","20,553","22,888","28,855","15,539","18,500","32,855","29,387","20,039","24,694","31,243","39,043","27,854","12,413","25,798","24,348","22,109","33,544","36,450","50,373","34,787"
2021,1,10,"778,910","10,937","6,766","15,563","19,679","25,774","23,514","26,617","37,128","21,915","25,493","52,892","38,521","23,502","28,282","50,644","44,573","29,970","14,577","24,245","27,675","28,399","45,303","59,070","58,871","39,000"
2021,1,20,"1,455,044","23,331","18,494","33,405","44,823","62,730","56,085","56,045","66,679","42,757","43,170","72,828","66,911","50,031","61,680","59,540","86,649","55,259","37,102","59,096","66,129","108,625","54,856","73,534","93,905","61,380"
2021,1,30,"1,471,606","19,917","20,034","38,098","48,730","55,902","49,944","57,979","59,977","38,518","40,721","64,457","68,232","45,057","64,383","57,632","98,706","62,904","35,474","69,418","61,997","86,722","63,085","81,385","110,044","72,290"
2021,1,40,"1,524,671","22,132","17,960","35,612","44,943","52,331","50,441","57,740","69,867","46,530","48,275","85,841","76,435","47,321","60,825","78,574","90,719","62,999","32,844","56,449","58,688","68,220","77,198","99,180","109,224","74,323"
2021,1,50,"1,522,983","25,410","20,697","37,106","47,248","54,458","53,221","69,436","69,541","52,613","56,837","87,727","77,199","49,362","54,289","76,471","86,029","63,156","40,225","57,040","58,279","68,024","63,365","80,512","102,505","72,233"
2021,1,60,"1,250,098","20,069","17,648","28,959","36,697","42,685","46,567","58,588","55,189","46,062","49,968","68,252","64,721","38,789","39,802","57,877","76,746","56,252","33,317","47,343","49,321","59,467","47,848","59,621","84,533","63,777"
2021,1,70,"706,115","12,485","10,730","17,249","20,627","22,415","28,187","31,551","33,660","30,175","27,809","37,607","39,219","24,317","24,313","28,727","39,036","31,864","18,097","27,449","29,899","37,251","27,586","34,309","40,707","30,846"
2021,1,80,"280,163","6,016","4,865","8,637","8,617","8,932","11,603","11,850","14,301","11,608","11,652","16,563","16,040","11,338","11,194","10,767","14,900","11,545","6,520","11,448","11,966","13,254","9,853","11,910","14,213","10,571"
2021,1,90,"43,029","1,103",898,"1,631","1,189","1,296","1,603","1,635","2,094","1,517","1,679","2,541","2,132","1,660","1,683","1,715","2,532","1,534",885,"1,592","1,816","1,780","1,833","2,264","2,547","1,870"
2021,1,100,"6,853",276,206,374,253,216,316,203,393,253,177,289,426,304,347,192,243,181,180,291,315,324,236,301,300,257
2021,2,총,"9,648,606","148,884","124,836","230,113","292,537","345,248","341,756","393,933","437,961","306,639","323,431","520,366","478,336","311,132","371,200","454,270","579,082","402,642","231,290","380,443","389,754","493,374","423,829","537,879","665,463","464,208"
2021,2,0,"614,701","7,389","6,653","13,335","20,122","19,060","20,338","22,635","28,981","15,366","18,308","32,549","29,057","19,854","24,519","31,490","38,825","27,449","12,265","25,657","24,097","21,738","33,408","36,418","49,952","35,236"
2021,2,10,"776,296","10,913","6,737","15,488","19,633","25,639","23,510","26,464","37,101","21,701","25,336","52,527","38,276","23,509","28,232","50,581","44,382","29,766","14,507","24,225","27,584","28,259","45,231","58,847","58,618","39,230"
2021,2,20,"1,449,950","23,248","18,450","33,441","44,526","62,452","56,037","55,924","66,357","42,541","42,920","72,344","66,691","49,787","61,599","59,300","86,549","55,208","37,032","59,152","65,773","108,453","54,429","72,945","93,256","61,536"
2021,2,30,"1,466,661","19,831","19,964","38,137","48,524","55,710","49,780","57,749","59,914","38,312","40,442","64,110","67,853","44,851","64,115","57,595","98,584","62,507","35,447","69,424","61,790","86,427","62,646","81,041","109,298","72,610"
2021,2,40,"1,523,103","22,047","17,925","35,623","44,826","52,173","50,355","57,576","69,963","46,308","48,049","85,459","76,223","47,157","60,829","78,875","90,810","62,798","32,667","56,428","58,559","68,019","77,217","99,165","109,072","74,980"
2021,2,50,"1,522,829","25,418","20,619","37,072","47,247","54,391","53,195","69,302","69,549","52,537","56,791","87,682","77,264","49,371","54,414","76,517","85,914","63,128","40,121","57,078","58,268","68,073","63,390","80,611","102,389","72,488"
2021,2,60,"1,255,862","20,170","17,757","29,118","36,908","42,887","46,726","58,942","55,491","46,246","50,170","68,587","64,977","38,975","39,913","58,350","77,101","56,495","33,515","47,561","49,525","59,613","47,917","59,815","84,812","64,291"
2021,2,70,"706,474","12,427","10,709","17,185","20,614","22,407","28,158","31,552","33,657","30,076","27,769","37,582","39,268","24,258","24,272","28,803","39,089","31,927","18,086","27,470","29,944","37,254","27,605","34,465","40,893","31,004"
2021,2,80,"282,532","6,060","4,912","8,718","8,679","9,010","11,728","11,922","14,439","11,775","11,779","16,677","16,166","11,384","11,256","10,833","15,035","11,633","6,573","11,556","12,062","13,420","9,916","11,991","14,332","10,676"
2021,2,90,"43,325","1,103",902,"1,623","1,205","1,300","1,606","1,664","2,117","1,524","1,691","2,559","2,132","1,680","1,704","1,733","2,547","1,549",898,"1,598","1,834","1,794","1,831","2,274","2,556","1,901"
2021,2,100,"6,873",278,208,373,253,219,323,203,392,253,176,290,429,306,347,193,246,182,179,294,318,324,239,307,285,256
2021,3,총,"9,598,484","147,296","124,552","229,013","291,906","343,392","338,875","392,041","434,826","304,078","321,717","518,278","475,501","308,482","368,518","452,677","577,320","401,074","229,844","377,590","388,730","490,352","421,315","534,796","661,411","464,900"
2021,3,0,"611,000","7,316","6,611","13,360","19,957","18,882","20,219","22,413","28,774","15,190","18,135","32,334","28,823","19,749","24,310","31,335","38,695","27,288","12,163","25,520","24,092","21,474","33,159","36,181","49,503","35,517"
2021,3,10,"773,744","10,946","6,729","15,377","19,669","25,541","23,534","26,288","37,077","21,580","25,215","52,292","38,107","23,426","28,185","50,310","44,259","29,683","14,487","24,119","27,513","28,243","45,074","58,488","58,349","39,253"
2021,3,20,"1,450,425","23,275","18,450","33,787","44,669","62,496","56,228","55,938","66,403","42,420","42,807","72,260","66,590","49,827","61,564","59,186","86,830","55,256","37,102","59,268","65,810","108,851","54,237","72,476","92,926","61,769"
2021,3,30,"1,460,545","19,740","19,874","38,352","48,250","55,432","49,544","57,444","59,486","38,018","40,154","63,950","67,654","44,608","63,777","57,356","98,376","62,245","35,355","69,225","61,730","85,950","62,192","80,503","108,429","72,901"
2021,3,40,"1,511,822","21,775","17,846","35,320","44,575","51,748","49,837","57,143","69,264","45,863","47,634","84,739","75,494","46,700","60,346","78,407","90,440","62,455","32,310","56,028","58,336","67,362","76,596","98,473","108,182","74,949"
2021,3,50,"1,513,916","25,166","20,502","36,849","47,116","54,118","52,649","68,812","69,159","52,171","56,449","87,343","76,783","48,922","54,141","76,280","85,259","62,775","39,782","56,553","58,038","67,516","63,204","80,282","101,730","72,317"
2021,3,60,"1,255,009","20,042","17,835","28,995","37,111","42,914","46,347","59,107","55,316","46,133","50,250","68,778","64,926","38,675","39,735","58,632","77,203","56,508","33,446","47,104","49,499","59,281","47,753","59,810","84,924","64,685"
2021,3,70,"698,222","12,075","10,681","16,839","20,641","22,054","27,568","31,270","33,014","29,570","27,535","37,315","38,789","23,739","23,754","28,626","38,774","31,733","17,820","26,887","29,747","36,688","27,350","34,272","40,569","30,912"
2021,3,80,"280,381","5,949","4,936","8,598","8,680","8,954","11,457","11,904","14,283","11,672","11,779","16,661","16,047","11,201","11,059","10,831","14,958","11,587","6,499","11,352","12,024","13,258","9,860","11,959","14,223","10,650"
2021,3,90,"40,690",946,899,"1,425","1,137","1,182","1,417","1,614","1,949","1,414","1,640","2,492","2,007","1,526","1,542","1,649","2,437","1,485",836,"1,468","1,763","1,625","1,751","2,196","2,459","1,831"
2021,3,100,"2,730",66,189,111,101,71,75,108,101,47,119,114,281,109,105,65,89,59,44,66,178,104,139,156,117,116
2021,4,총,"9,588,711","147,113","124,477","228,755","291,534","343,006","338,480","391,502","434,383","303,622","321,227","517,417","474,843","307,825","369,577","452,112","577,580","400,399","229,639","377,696","388,672","489,464","420,318","533,579","660,160","465,331"
2021,4,0,"607,863","7,306","6,588","13,270","19,940","18,733","20,127","22,289","28,613","15,092","18,013","32,149","28,672","19,629","24,367","31,084","38,575","27,064","12,043","25,496","24,053","21,264","32,899","35,921","49,108","35,568"
2021,4,10,"770,905","10,859","6,699","15,290","19,576","25,430","23,424","26,154","36,901","21,519","25,087","51,969","37,932","23,293","28,204","50,201","44,196","29,669","14,431","24,036","27,436","28,135","44,925","58,247","58,170","39,122"
2021,4,20,"1,448,195","23,240","18,376","33,752","44,600","62,496","56,144","55,811","66,420","42,307","42,717","72,052","66,462","49,676","61,684","59,043","86,839","55,115","37,090","59,252","65,627","108,707","54,113","72,221","92,675","61,776"
2021,4,30,"1,458,508","19,729","19,937","38,345","48,132","55,324","49,476","57,337","59,426","37,877","40,023","63,943","67,403","44,594","63,991","57,178","98,566","62,080","35,335","69,380","61,761","85,746","61,953","80,020","107,997","72,955"
2021,4,40,"1,508,768","21,690","17,838","35,259","44,433","51,659","49,710","56,929","69,092","45,670","47,495","84,484","75,314","46,526","60,530","78,214","90,391","62,311","32,222","55,967","58,314","67,213","76,336","98,177","107,983","75,011"
2021,4,50,"1,511,117","25,125","20,457","36,771","47,016","53,974","52,522","68,616","69,103","52,042","56,344","87,176","76,641","48,770","54,271","76,163","85,053","62,668","39,657","56,381","57,982","67,363","63,090","80,315","101,452","72,165"
2021,4,60,"1,259,839","20,153","17,881","29,073","37,230","43,036","46,548","59,389","55,505","46,344","50,373","69,012","65,165","38,799","39,995","58,902","77,586","56,530","33,600","47,328","49,743","59,325","47,874","60,078","85,310","65,060"
2021,4,70,"697,684","12,006","10,639","16,811","20,622","22,072","27,505","31,248","32,900","29,531","27,506","37,283","38,793","23,641","23,755","28,726","38,784","31,716","17,815","26,867","29,706","36,629","27,308","34,230","40,580","31,011"
2021,4,80,"282,213","5,990","4,961","8,630","8,748","9,024","11,533","11,996","14,371","11,777","11,888","16,755","16,152","11,259","11,111","10,884","15,043","11,713","6,559","11,446","12,105","13,357","9,913","11,995","14,294","10,709"
2021,4,90,"40,883",951,910,"1,440","1,135","1,185","1,414","1,626","1,950","1,415","1,661","2,484","2,028","1,528","1,564","1,649","2,457","1,479",840,"1,477","1,768","1,622","1,764","2,221","2,477","1,838"
2021,4,100,"2,736",64,191,114,102,73,77,107,102,48,120,110,281,110,105,68,90,54,47,66,177,103,143,154,114,116
2021,5,총,"9,575,355","146,377","123,133","227,515","289,656","342,812","338,233","390,476","433,988","303,154","320,687","516,552","475,143","307,406","369,970","451,541","577,484","399,950","229,823","377,577","388,396","489,160","419,121","532,296","659,446","465,459"
2021,5,0,"605,053","7,278","6,539","13,199","19,887","18,642","20,072","22,147","28,508","15,018","17,922","31,940","28,596","19,517","24,400","30,872","38,393","26,924","11,992","25,477","23,957","21,166","32,658","35,613","48,832","35,504"
2021,5,10,"768,326","10,791","6,664","15,206","19,479","25,362","23,285","26,043","36,728","21,374","24,963","51,686","37,857","23,195","28,118","50,084","44,084","29,660","14,354","23,895","27,307","28,005","44,888","58,153","58,037","39,108"
2021,5,20,"1,445,718","23,219","18,364","33,675","44,488","62,427","56,169","55,651","66,276","42,159","42,583","71,872","66,483","49,572","61,690","58,872","86,760","54,985","37,134","59,279","65,557","108,777","53,823","71,932","92,386","61,585"
2021,5,30,"1,455,366","19,637","19,936","38,237","47,828","55,243","49,332","57,123","59,345","37,811","39,899","63,864","67,345","44,546","64,041","56,941","98,552","61,901","35,476","69,256","61,693","85,737","61,561","79,524","107,745","72,793"
2021,5,40,"1,503,313","21,500","17,718","35,010","44,061","51,456","49,557","56,632","68,896","45,422","47,293","84,001","75,128","46,297","60,458","77,940","90,215","62,136","32,140","55,844","58,144","66,881","76,074","97,804","107,671","75,035"
2021,5,50,"1,509,933","25,032","20,290","36,615","46,712","53,969","52,427","68,444","69,093","51,932","56,240","87,236","76,771","48,706","54,426","76,186","84,959","62,542","39,615","56,392","57,992","67,334","63,083","80,359","101,448","72,130"
2021,5,60,"1,264,139","20,123","17,682","28,945","37,008","43,274","46,762","59,581","55,769","46,573","50,531","69,223","65,571","38,966","40,275","59,164","78,023","56,735","33,744","47,476","49,905","59,441","48,010","60,210","85,761","65,387"
2021,5,70,"696,670","11,824","10,327","16,582","20,271","22,067","27,489","31,122","32,826","29,491","27,517","37,294","38,799","23,646","23,715","28,815","38,818","31,746","17,867","26,884","29,696","36,615","27,226","34,275","40,597","31,161"
2021,5,80,"283,490","5,964","4,758","8,539","8,721","9,103","11,631","12,074","14,472","11,904","11,944","16,823","16,283","11,309","11,176","10,942","15,119","11,777","6,599","11,517","12,192","13,476","9,922","12,063","14,379","10,803"
2021,5,90,"40,827",949,795,"1,404","1,123","1,197","1,431","1,582","1,970","1,421","1,673","2,499","2,029","1,540","1,567","1,656","2,469","1,490",855,"1,490","1,773","1,624","1,758","2,218","2,478","1,836"
2021,5,100,"2,520",60,60,103,78,72,78,77,105,49,122,114,281,112,104,69,92,54,47,67,180,104,118,145,112,117
2021,6,총,"9,565,990","146,029","123,016","226,378","289,162","342,481","338,040","389,972","433,658","302,645","320,365","515,997","475,371","307,070","370,132","450,992","577,519","399,266","230,168","377,421","387,847","488,800","418,407","531,375","658,670","465,209"
2021,6,0,"602,526","7,275","6,505","13,157","19,842","18,576","19,982","22,029","28,368","14,906","17,841","31,763","28,620","19,452","24,276","30,688","38,228","26,799","12,028","25,422","23,873","21,044","32,547","35,384","48,533","35,388"
2021,6,10,"766,572","10,684","6,663","15,144","19,413","25,320","23,245","25,952","36,669","21,310","24,819","51,468","37,782","23,065","28,115","50,002","44,017","29,575","14,295","23,873","27,291","27,873","44,845","58,183","57,871","39,098"
2021,6,20,"1,443,208","23,147","18,323","33,605","44,374","62,352","56,158","55,480","66,183","41,995","42,520","71,705","66,395","49,525","61,815","58,724","86,728","54,803","37,184","59,111","65,435","108,741","53,637","71,666","92,215","61,387"
2021,6,30,"1,452,328","19,595","19,881","38,161","47,706","55,128","49,262","57,050","59,249","37,702","39,828","63,730","67,380","44,493","63,856","56,731","98,479","61,653","35,651","69,267","61,569","85,734","61,166","79,063","107,398","72,596"
2021,6,40,"1,501,071","21,433","17,738","34,772","43,988","51,276","49,475","56,493","68,737","45,257","47,191","83,729","75,071","46,171","60,539","77,790","90,187","62,047","32,099","55,865","58,061","66,796","76,005","97,714","107,534","75,103"
2021,6,50,"1,506,232","24,939","20,203","36,432","46,514","53,830","52,297","68,222","69,033","51,740","56,062","87,067","76,763","48,627","54,490","76,068","84,710","62,305","39,505","56,182","57,788","67,131","62,969","80,287","101,179","71,889"
2021,6,60,"1,269,804","20,192","17,756","28,855","37,132","43,531","46,971","59,813","56,027","46,816","50,807","69,672","65,915","39,141","40,492","59,438","78,490","56,937","33,986","47,717","50,031","59,620","48,173","60,385","86,178","65,729"
2021,6,70,"696,049","11,791","10,320","16,330","20,230","22,057","27,465","31,123","32,776","29,452","27,510","37,280","38,759","23,559","23,645","28,814","38,903","31,742","17,877","26,840","29,653","36,573","27,201","34,254","40,706","31,189"
2021,6,80,"284,923","5,985","4,769","8,457","8,760","9,144","11,678","12,146","14,528","11,996","11,999","16,963","16,384","11,390","11,223","11,008","15,187","11,861","6,635","11,582","12,237","13,561","9,991","12,106","14,466","10,867"
2021,6,90,"40,808",936,799,"1,374","1,122","1,196","1,427","1,587","1,983","1,423","1,665","2,500","2,018","1,535","1,574","1,660","2,498","1,492",862,"1,498","1,754","1,621","1,761","2,201","2,478","1,844"
2021,6,100,"2,469",52,59,91,81,71,80,77,105,48,123,120,284,112,107,69,92,52,46,64,155,106,112,132,112,119
2021,7,총,"9,558,153","145,692","122,951","225,977","288,703","342,111","337,946","389,428","433,361","302,113","319,893","515,198","475,008","306,839","370,185","450,431","577,058","398,744","230,665","377,408","387,810","488,525","418,294","530,529","658,093","465,191"
2021,7,0,"599,600","7,230","6,470","13,087","19,749","18,440","19,912","21,951","28,228","14,788","17,715","31,615","28,433","19,383","24,195","30,497","38,065","26,666","12,016","25,350","23,753","20,855","32,536","35,139","48,256","35,271"
2021,7,10,"764,952","10,622","6,642","15,077","19,311","25,210","23,134","25,836","36,578","21,241","24,717","51,323","37,693","23,006","28,041","49,862","43,876","29,524","14,235","23,880","27,263","27,800","44,898","58,289","57,819","39,075"
2021,7,20,"1,440,484","23,039","18,305","33,488","44,243","62,278","56,185","55,309","66,130","41,811","42,444","71,349","66,261","49,433","61,919","58,537","86,744","54,509","37,200","59,104","65,475","108,602","53,490","71,294","91,991","61,344"
2021,7,30,"1,449,434","19,584","19,941","38,113","47,543","55,017","49,206","56,942","59,120","37,619","39,652","63,559","67,237","44,456","63,793","56,504","98,242","61,546","35,930","69,179","61,478","85,760","61,001","78,553","107,055","72,404"
2021,7,40,"1,497,354","21,341","17,624","34,558","43,836","51,196","49,362","56,286","68,524","45,038","46,952","83,385","74,873","46,017","60,498","77,531","89,980","61,866","32,045","55,875","57,896","66,636","76,130","97,459","107,369","75,077"
2021,7,50,"1,505,745","24,890","20,191","36,430","46,498","53,799","52,264","68,060","69,040","51,628","56,084","87,041","76,832","48,625","54,568","76,101","84,557","62,236","39,507","56,096","57,829","67,075","62,960","80,360","101,179","71,895"
2021,7,60,"1,274,190","20,221","17,792","28,973","37,297","43,682","47,136","59,980","56,267","46,982","50,944","69,974","66,141","39,291","40,576","59,684","78,726","57,114","34,222","47,844","50,273","59,785","48,264","60,603","86,453","65,966"
2021,7,70,"696,452","11,774","10,333","16,299","20,204","22,043","27,478","31,174","32,722","29,455","27,481","37,282","38,723","23,519","23,649","28,890","39,061","31,822","17,906","26,877","29,627","36,641","27,121","34,287","40,817","31,267"
2021,7,80,"286,511","5,995","4,789","8,483","8,813","9,169","11,751","12,214","14,648","12,079","12,112","17,051","16,504","11,457","11,256","11,081","15,219","11,911","6,692","11,641","12,307","13,640","10,024","12,196","14,549","10,930"
2021,7,90,"40,954",943,805,"1,380","1,129","1,204","1,439","1,597","1,996","1,427","1,670","2,494","2,027","1,537","1,583","1,675","2,494","1,501",867,"1,494","1,756","1,622","1,758","2,219","2,495","1,842"
2021,7,100,"2,477",53,59,89,80,73,79,79,108,45,122,125,284,115,107,69,94,49,45,68,153,109,112,130,110,120
2021,8,총,"9,550,227","145,551","122,852","224,977","288,214","341,505","337,857","388,911","432,815","301,430","319,211","514,050","474,414","306,472","370,053","449,603","576,361","397,887","230,759","377,655","387,558","488,304","417,568","532,818","658,991","464,411"
2021,8,0,"596,448","7,155","6,419","12,951","19,613","18,280","19,830","21,784","28,048","14,585","17,579","31,284","28,284","19,285","24,017","30,291","37,746","26,485","11,954","25,248","23,581","20,551","32,470","35,302","48,652","35,054"
2021,8,10,"763,356","10,587","6,602","14,952","19,235","25,130","23,074","25,740","36,466","21,170","24,652","51,121","37,531","22,868","27,982","49,696","43,820","29,348","14,187","23,808","27,264","27,657","44,778","59,016","57,704","38,968"
2021,8,20,"1,439,293","23,034","18,344","33,358","44,172","62,215","56,421","55,124","66,073","41,696","42,271","71,052","66,090","49,429","62,040","58,322","86,518","54,380","37,213","59,179","65,474","108,940","53,378","71,527","91,838","61,205"
2021,8,30,"1,446,242","19,549","19,915","37,874","47,374","54,857","49,029","56,925","58,980","37,470","39,469","63,385","66,964","44,423","63,774","56,196","98,020","61,217","36,049","69,331","61,278","85,658","60,785","78,399","107,322","71,999"
2021,8,40,"1,493,290","21,228","17,569","34,343","43,707","50,940","49,230","56,115","68,197","44,716","46,759","82,946","74,640","45,791","60,257","77,280","89,876","61,679","31,996","55,745","57,727","66,379","75,997","97,915","107,349","74,909"
2021,8,50,"1,505,336","24,917","20,153","36,306","46,409","53,734","52,196","67,915","69,039","51,628","55,997","87,006","76,856","48,561","54,664","76,067","84,364","62,188","39,413","56,192","57,908","67,039","62,894","80,870","101,165","71,855"
2021,8,60,"1,277,991","20,258","17,851","29,023","37,442","43,829","47,271","60,159","56,540","47,091","51,019","70,189","66,424","39,454","40,713","59,928","78,972","57,227","34,357","47,970","50,360","59,890","48,304","60,855","86,724","66,141"
2021,8,70,"696,313","11,789","10,300","16,211","20,190","21,994","27,446","31,143","32,655","29,411","27,475","37,310","38,670","23,463","23,603","28,907","39,126","31,855","17,924","26,882","29,680","36,688","27,045","34,301","40,953","31,292"
2021,8,80,"288,376","6,028","4,832","8,485","8,852","9,244","11,843","12,329","14,721","12,179","12,214","17,129","16,622","11,545","11,319","11,161","15,313","11,953","6,751","11,720","12,359","13,756","10,059","12,278","14,668","11,016"
2021,8,90,"41,066",952,807,"1,379","1,138","1,207","1,434","1,598","1,988","1,436","1,654","2,499","2,045","1,537","1,577","1,685","2,513","1,506",869,"1,513","1,775","1,636","1,746","2,223","2,501","1,848"
2021,8,100,"2,516",54,60,95,82,75,83,79,108,48,122,129,288,116,107,70,93,49,46,67,152,110,112,132,115,124
2021,9,총,"9,542,256","145,512","122,858","224,145","287,820","341,112","337,846","388,554","432,628","300,887","318,718","513,053","474,062","306,249","369,903","449,010","575,875","397,506","230,644","377,536","387,117","488,029","416,285","533,359","659,385","464,163"
2021,9,0,"593,167","7,148","6,396","12,878","19,515","18,137","19,747","21,669","27,872","14,469","17,452","31,040","28,087","19,150","23,941","30,051","37,413","26,324","11,869","25,154","23,342","20,403","32,335","35,118","48,818","34,839"
2021,9,10,"761,868","10,565","6,592","14,874","19,166","25,071","22,979","25,714","36,397","21,063","24,574","50,924","37,450","22,808","27,896","49,608","43,695","29,325","14,115","23,744","27,222","27,551","44,741","59,153","57,666","38,975"
2021,9,20,"1,436,423","23,036","18,318","33,143","44,063","62,072","56,597","54,857","66,125","41,570","42,083","70,821","65,977","49,440","61,867","58,116","86,432","54,112","37,183","59,122","65,487","108,865","53,017","71,499","91,477","61,144"
2021,9,30,"1,444,106","19,517","19,943","37,774","47,234","54,791","48,994","56,905","58,861","37,401","39,409","63,273","66,957","44,304","63,757","56,059","97,941","61,057","36,090","69,313","61,102","85,613","60,534","78,233","107,301","71,743"
2021,9,40,"1,490,032","21,226","17,522","34,099","43,631","50,806","49,160","55,995","67,997","44,474","46,579","82,512","74,310","45,693","60,166","77,057","89,669","61,595","31,940","55,684","57,629","66,229","75,792","97,931","107,383","74,953"
2021,9,50,"1,506,315","24,921","20,161","36,268","46,340","53,759","52,220","67,843","69,157","51,619","56,024","87,054","77,026","48,569","54,820","76,111","84,429","62,301","39,312","56,220","57,906","67,066","62,769","81,230","101,328","71,862"
2021,9,60,"1,280,475","20,291","17,908","29,002","37,589","43,901","47,309","60,365","56,666","47,153","51,077","70,330","66,559","39,561","40,864","60,052","79,087","57,306","34,440","48,050","50,408","59,963","48,240","61,076","87,034","66,244"
2021,9,70,"696,015","11,727","10,273","16,139","20,171","21,998","27,409","31,107","32,634","29,390","27,469","37,224","38,628","23,429","23,535","28,978","39,192","31,865","17,932","26,912","29,652","36,726","26,907","34,379","40,995","31,344"
2021,9,80,"290,067","6,081","4,872","8,491","8,884","9,278","11,927","12,411","14,808","12,257","12,258","17,214","16,718","11,632","11,367","11,216","15,405","12,048","6,851","11,744","12,437","13,861","10,096","12,386","14,743","11,082"
2021,9,90,"41,236",943,812,"1,382","1,146","1,226","1,419","1,606","2,001","1,439","1,670","2,532","2,063","1,544","1,583","1,685","2,517","1,522",865,"1,526","1,776","1,644","1,738","2,221","2,522","1,854"
2021,9,100,"2,552",57,61,95,81,73,85,82,110,52,123,129,287,119,107,77,95,51,47,67,156,108,116,133,118,123
