년도,월,나이,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2021,8,100,19,11,0,0,1,1,1,0,0,1,0,0,1,0,1,2,1,2,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0,,
2021,9,총,"336,088","129,472","12,420","2,247","2,166","2,264","1,630","1,235","3,264","1,115","2,820","2,263","4,462","4,747","9,271","11,503","22,714","27,487","17,864","206,616","12,442","11,327","10,888","4,563","9,177","13,953","6,765","18,394","9,066","20,322","35,172","24,264","30,283",,
2021,9,0,"30,478","9,887",813,64,55,65,32,23,122,12,90,89,214,134,559,"1,007","2,293","2,911","1,404","20,591",580,850,720,146,471,476,428,"1,609",649,"2,729","5,257","2,039","4,637",,
2021,9,10,"35,044","13,377","1,364",123,104,120,75,47,190,45,150,124,367,345,753,"1,630","3,028","3,585","1,327","21,667","1,135","1,183",976,271,559,613,597,"2,513","1,247","2,928","4,876","2,076","2,693",,
2021,9,20,"50,305","18,398","1,576",244,205,239,138,110,499,78,276,319,606,651,"1,458","1,444","3,334","3,596","3,625","31,907","1,605","1,435","1,503",544,"1,403","3,326","1,212","3,113","1,369","2,659","4,359","5,149","4,230",,
2021,9,30,"54,632","16,807","1,263",196,152,193,110,107,340,52,302,333,454,493,"1,396","1,141","3,459","3,965","2,851","37,825","1,114","1,425","1,599",453,"1,473","3,434",995,"2,473","1,106","3,197","6,911","5,312","8,333",,
2021,9,40,"57,820","21,640","2,258",270,231,277,194,159,426,118,357,325,640,699,"1,506","2,140","4,483","5,009","2,548","36,180","1,985","2,202","2,098",607,"1,448","2,192",929,"3,036","1,434","3,962","6,999","3,852","5,436",,
2021,9,50,"53,101","21,997","2,449",428,435,459,332,248,597,241,581,413,869,920,"1,639","2,014","3,494","4,209","2,669","31,104","2,323","2,047","1,951",991,"1,731","1,979","1,142","3,172","1,679","2,882","4,690","3,426","3,091",,
2021,9,60,"34,844","16,885","1,624",517,577,514,418,291,629,293,610,421,761,830,"1,289","1,353","1,803","2,767","2,188","17,959","2,053","1,387","1,280",884,"1,313","1,344",975,"1,736","1,068","1,407","1,531","1,608","1,373",,
2021,9,70,"13,894","7,243",721,270,270,253,220,153,298,176,310,161,394,454,504,543,593,"1,027",896,"6,651","1,127",552,517,433,575,443,352,527,351,426,401,572,375,,
2021,9,80,"5,448","2,950",323,122,121,129,103,92,144,92,132,65,140,208,153,211,203,379,333,"2,498",479,230,231,200,187,135,121,192,151,121,134,212,105,,
2021,9,90,503,277,28,13,15,14,7,5,19,7,12,13,16,13,13,18,23,38,23,226,39,14,13,34,16,10,14,22,12,11,13,18,10,,
2021,9,100,19,11,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,1,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0,,
2021,10,총,"336,326","129,471","12,451","2,243","2,160","2,268","1,619","1,231","3,271","1,118","2,825","2,267","4,454","4,730","9,270","11,488","22,712","27,457","17,907","206,855","12,444","11,307","10,899","4,560","9,224","13,950","6,772","18,384","9,069","20,367","35,274","24,294","30,311",,
2021,10,0,"30,311","9,815",815,63,52,62,31,23,121,12,92,86,209,131,559,"1,002","2,267","2,886","1,404","20,496",570,839,709,145,472,476,430,"1,577",651,"2,707","5,255","2,029","4,636",,
2021,10,10,"35,054","13,357","1,363",118,102,120,73,46,186,43,150,121,364,341,761,"1,633","3,038","3,572","1,326","21,697","1,132","1,181",971,270,571,592,599,"2,514","1,232","2,958","4,903","2,073","2,701",,
2021,10,20,"50,266","18,411","1,584",247,199,244,138,110,495,79,272,327,613,643,"1,446","1,447","3,339","3,604","3,624","31,855","1,613","1,442","1,500",536,"1,391","3,325","1,205","3,100","1,375","2,667","4,361","5,133","4,207",,
2021,10,30,"54,599","16,785","1,266",196,150,192,110,108,347,52,305,329,455,486,"1,395","1,133","3,451","3,941","2,869","37,814","1,115","1,418","1,601",450,"1,490","3,428","1,003","2,477","1,111","3,178","6,878","5,360","8,305",,
2021,10,40,"57,844","21,579","2,241",266,232,276,194,155,425,118,358,330,635,697,"1,503","2,116","4,482","5,001","2,550","36,265","1,979","2,186","2,104",606,"1,451","2,202",920,"3,034","1,433","3,982","7,032","3,835","5,501",,
2021,10,50,"53,257","22,042","2,475",430,437,457,327,244,598,244,582,411,863,924,"1,644","2,016","3,499","4,217","2,674","31,215","2,333","2,059","1,951",993,"1,746","1,982","1,152","3,168","1,670","2,895","4,736","3,441","3,089",,
2021,10,60,"35,042","16,961","1,632",517,579,519,417,293,634,290,613,418,760,828,"1,288","1,365","1,815","2,789","2,204","18,081","2,053","1,384","1,294",893,"1,318","1,354",974,"1,765","1,077","1,412","1,552","1,620","1,385",,
2021,10,70,"13,957","7,268",721,267,272,255,218,155,301,180,312,166,395,456,505,546,593,"1,028",898,"6,689","1,126",552,528,434,578,446,354,529,357,434,405,570,376,,
2021,10,80,"5,467","2,959",326,126,121,129,101,92,146,92,130,66,143,209,153,209,204,376,336,"2,508",484,230,227,199,190,135,121,197,150,123,138,213,101,,
2021,10,90,511,283,27,13,15,13,9,5,18,7,11,13,16,15,15,19,23,42,22,228,39,14,14,34,16,9,14,22,13,11,12,20,10,,
2021,10,100,18,11,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,1,0,7,0,2,0,0,1,1,0,1,0,0,2,0,0,,
2021,11,총,"336,545","129,473","12,446","2,238","2,172","2,279","1,613","1,229","3,297","1,118","2,809","2,251","4,450","4,714","9,272","11,479","22,737","27,415","17,954","207,072","12,421","11,266","10,911","4,563","9,312","13,963","6,745","18,368","9,060","20,399",0,"24,341","30,424","16,665","18,634"
2021,11,0,"30,146","9,751",816,56,52,62,28,22,119,13,91,82,204,128,562,991,"2,250","2,879","1,396","20,395",562,827,697,143,481,474,423,"1,556",645,"2,686",0,"2,030","4,626","1,930","3,315"
2021,11,10,"35,076","13,349","1,348",117,99,118,72,45,186,41,147,122,367,341,756,"1,639","3,051","3,569","1,331","21,727","1,127","1,175",968,268,580,588,594,"2,495","1,229","2,967",0,"2,077","2,731","2,363","2,565"
2021,11,20,"50,195","18,343","1,591",249,202,243,137,108,498,81,273,308,610,642,"1,429","1,440","3,334","3,579","3,619","31,852","1,598","1,438","1,500",539,"1,400","3,330","1,201","3,110","1,374","2,678",0,"5,143","4,202","2,414","1,925"
2021,11,30,"54,598","16,773","1,253",196,154,189,106,108,353,56,302,334,460,488,"1,397","1,116","3,461","3,915","2,885","37,825","1,120","1,417","1,597",458,"1,511","3,420",999,"2,483","1,112","3,162",0,"5,360","8,316","3,083","3,787"
2021,11,40,"57,922","21,587","2,235",264,233,277,190,153,429,116,357,336,631,692,"1,506","2,120","4,480","5,004","2,564","36,335","1,968","2,164","2,111",598,"1,456","2,206",920,"3,024","1,434","3,998",0,"3,844","5,555","3,002","4,055"
2021,11,50,"53,368","22,068","2,482",432,436,464,329,246,605,245,576,406,856,918,"1,649","2,034","3,504","4,213","2,673","31,300","2,342","2,063","1,967",992,"1,766","1,987","1,147","3,171","1,664","2,913",0,"3,448","3,103","2,616","2,121"
2021,11,60,"35,224","17,054","1,649",518,589,529,422,293,640,284,607,422,763,828,"1,301","1,366","1,828","2,802","2,213","18,170","2,051","1,383","1,297",898,"1,331","1,362",972,"1,776","1,081","1,423",0,"1,632","1,395",926,643
2021,11,70,"13,994","7,283",722,269,269,255,218,156,300,183,315,165,398,451,507,543,602,"1,027",903,"6,711","1,125",554,535,435,579,449,350,531,360,434,0,570,383,231,175
2021,11,80,"5,484","2,970",322,124,123,128,102,93,148,92,130,65,145,211,147,208,204,382,346,"2,514",490,228,222,198,189,137,124,198,148,126,0,217,102,94,41
2021,11,90,522,286,27,13,14,13,8,5,19,7,11,11,16,15,17,20,22,44,24,236,38,15,17,34,18,9,15,23,13,12,0,20,11,5,6
2021,11,100,16,9,1,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,0,7,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1
2021,12,총,"336,612","129,399","12,465","2,243","2,173","2,277","1,606","1,232","3,282","1,118","2,800","2,218","4,449","4,716","9,238","11,462","22,750","27,393","17,977","207,213","12,420","11,267","10,926","4,562","9,366","13,987","6,759","18,368","9,060","20,373",,"24,407","30,457","16,637","18,624"
2021,12,0,"30,054","9,693",821,59,51,57,28,22,116,13,91,83,206,129,553,979,"2,239","2,852","1,394","20,361",556,816,708,142,481,479,424,"1,558",643,"2,673",,"2,036","4,625","1,924","3,296"
2021,12,10,"35,067","13,320","1,339",117,97,119,73,44,181,41,148,114,365,337,760,"1,634","3,049","3,573","1,329","21,747","1,121","1,176",968,266,586,595,597,"2,481","1,231","2,975",,"2,079","2,729","2,368","2,575"
2021,12,20,"50,082","18,306","1,578",250,197,241,134,111,491,80,280,305,608,642,"1,424","1,443","3,338","3,562","3,622","31,776","1,600","1,436","1,486",542,"1,416","3,308","1,191","3,101","1,385","2,663",,"5,122","4,206","2,393","1,927"
2021,12,30,"54,514","16,755","1,249",192,158,186,106,106,351,56,306,330,464,487,"1,389","1,121","3,458","3,900","2,896","37,759","1,110","1,415","1,600",460,"1,521","3,415","1,001","2,499","1,100","3,124",,"5,385","8,309","3,076","3,744"
2021,12,40,"58,026","21,582","2,239",267,232,280,186,154,432,115,355,333,620,695,"1,501","2,109","4,496","5,002","2,566","36,444","1,969","2,168","2,120",595,"1,462","2,216",932,"3,008","1,424","4,008",,"3,872","5,586","3,003","4,081"
2021,12,50,"53,407","22,041","2,491",426,435,466,328,246,600,246,568,402,861,914,"1,634","2,033","3,502","4,219","2,670","31,366","2,346","2,057","1,962",991,"1,775","2,008","1,147","3,180","1,667","2,925",,"3,454","3,106","2,616","2,132"
2021,12,60,"35,361","17,127","1,666",529,594,529,421,294,640,285,597,418,767,834,"1,304","1,374","1,835","2,819","2,221","18,234","2,059","1,393","1,298",902,"1,335","1,367",972,"1,780","1,086","1,430",,"1,648","1,399",927,638
2021,12,70,"14,047","7,323",733,264,272,257,221,156,306,184,316,162,395,453,509,541,604,"1,038",912,"6,724","1,131",557,541,427,578,451,357,537,362,427,,567,382,229,178
2021,12,80,"5,523","2,964",321,126,122,129,101,93,145,93,129,60,148,210,147,209,205,382,344,"2,559",491,232,226,203,195,137,123,200,148,135,,225,104,95,45
2021,12,90,520,283,27,13,14,13,8,6,20,5,10,11,15,15,16,19,23,45,23,237,37,15,17,34,17,10,15,23,14,13,,19,11,5,7
2021,12,100,11,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,2,0,0,0,1,0,1,0,0,,0,0,1,1
