년도,월,나이,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2020,10,40,"57,790","22,146","2,354",271,253,280,207,166,437,129,383,282,663,711,"1,547","2,268","4,574","5,061","2,560","35,644","2,102","2,263","2,036",657,"1,337","2,132",963,"3,168","1,509","3,956","6,859","3,661","5,001",,
2020,10,50,"52,974","22,524","2,363",442,480,478,374,270,619,258,633,377,917,986,"1,690","2,128","3,455","4,222","2,832","30,450","2,357","2,027","1,885",996,"1,701","1,896","1,202","3,182","1,681","2,819","4,444","3,274","2,986",,
2020,10,60,"31,636","15,491","1,435",501,526,475,398,266,581,272,592,372,722,773,"1,182","1,287","1,589","2,522","1,998","16,145","1,930","1,266","1,173",824,"1,175","1,231",926,"1,540",941,"1,225","1,315","1,384","1,215",,
2020,10,70,"13,509","7,064",670,258,263,253,225,149,278,179,322,171,387,450,478,576,536,999,870,"6,445","1,123",536,501,442,545,430,337,501,339,407,401,547,336,,
2020,10,80,"5,160","2,789",312,112,118,120,99,96,149,96,124,64,132,198,136,191,184,357,301,"2,371",475,212,228,194,175,119,115,181,127,111,129,205,100,,
2020,10,90,505,274,32,12,18,13,7,5,17,6,13,13,13,13,12,17,26,36,21,231,41,21,17,29,16,14,16,17,11,15,14,13,7,,
2020,10,100,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020,11,총,"336,256","130,852","12,384","2,246","2,187","2,233","1,711","1,263","3,252","1,140","2,896","1,882","4,562","4,885","9,283","12,090","23,005","28,002","17,831","205,404","12,702","11,491","10,676","4,594","8,490","13,639","6,944","18,678","9,261","20,502","35,091","23,466","29,870",,
2020,11,0,"31,870","10,541",889,81,56,67,43,26,118,15,87,46,235,145,583,"1,121","2,517","3,110","1,402","21,329",630,922,757,144,401,492,478,"1,760",720,"2,911","5,389","1,988","4,737",,
2020,11,10,"35,571","13,681","1,444",124,113,131,91,48,181,47,148,87,389,393,768,"1,680","3,102","3,590","1,345","21,890","1,210","1,225",993,310,513,686,617,"2,619","1,303","2,963","4,781","2,104","2,566",,
2020,11,20,"50,637","18,737","1,554",245,209,221,141,118,529,80,295,250,622,662,"1,483","1,599","3,375","3,761","3,593","31,900","1,614","1,434","1,456",537,"1,310","3,232","1,281","3,156","1,421","2,698","4,427","5,095","4,239",,
2020,11,30,"56,177","17,508","1,311",202,152,195,120,117,338,54,302,233,492,539,"1,391","1,273","3,621","4,289","2,879","38,669","1,221","1,562","1,608",457,"1,304","3,380","1,007","2,541","1,204","3,360","7,313","5,087","8,625",,
2020,11,40,"57,800","22,095","2,348",272,249,281,210,168,439,128,378,280,656,718,"1,539","2,248","4,563","5,044","2,574","35,705","2,080","2,264","2,053",658,"1,337","2,140",966,"3,149","1,504","3,978","6,834","3,703","5,039",,
2020,11,50,"53,027","22,482","2,368",432,473,471,370,267,618,257,626,370,912,986,"1,690","2,104","3,465","4,249","2,824","30,545","2,360","2,033","1,876",993,"1,706","1,902","1,194","3,196","1,679","2,826","4,473","3,303","3,004",,
2020,11,60,"31,879","15,621","1,449",509,536,481,402,265,583,274,594,374,723,779,"1,194","1,280","1,606","2,554","2,018","16,258","1,930","1,282","1,182",829,"1,176","1,239",931,"1,547",948,"1,228","1,334","1,409","1,223",,
2020,11,70,"13,566","7,088",680,257,264,251,227,154,280,179,327,167,384,451,479,569,544,"1,005",870,"6,478","1,134",536,507,445,550,433,337,503,340,411,395,555,332,,
2020,11,80,"5,176","2,796",308,112,117,122,99,95,148,98,122,62,134,197,140,193,185,360,304,"2,380",473,214,227,190,174,122,117,187,130,111,131,206,98,,
2020,11,90,507,280,33,12,18,13,7,5,17,7,13,13,13,13,13,19,26,37,21,227,41,19,17,29,16,13,16,17,11,15,13,13,7,,
2020,11,100,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020,12,총,"336,221","130,719","12,402","2,239","2,182","2,253","1,702","1,267","3,230","1,133","2,872","1,879","4,560","4,889","9,299","11,962","23,008","27,979","17,863","205,502","12,666","11,460","10,721","4,587","8,498","13,682","6,919","18,637","9,223","20,487","35,021","23,685","29,916",,
2020,12,0,"31,784","10,536",885,79,53,68,43,27,119,12,88,45,228,144,588,"1,122","2,516","3,105","1,414","21,248",627,909,764,143,402,489,470,"1,740",711,"2,878","5,369","2,018","4,728",,
2020,12,10,"35,432","13,601","1,426",123,113,130,89,48,178,49,149,84,381,379,765,"1,673","3,087","3,581","1,346","21,831","1,194","1,226",984,309,508,681,613,"2,605","1,305","2,957","4,773","2,100","2,576",,
2020,12,20,"50,760","18,740","1,567",245,206,228,137,118,514,77,290,250,626,667,"1,477","1,557","3,400","3,753","3,628","32,020","1,611","1,430","1,464",531,"1,305","3,264","1,282","3,160","1,404","2,718","4,433","5,153","4,265",,
2020,12,30,"56,037","17,451","1,297",200,155,203,122,115,330,55,301,235,491,544,"1,409","1,252","3,601","4,272","2,869","38,586","1,219","1,553","1,619",462,"1,298","3,397","1,003","2,537","1,190","3,347","7,210","5,152","8,599",,
2020,12,40,"57,791","22,071","2,337",273,248,279,208,169,443,127,370,283,658,720,"1,536","2,226","4,567","5,054","2,573","35,720","2,062","2,245","2,068",650,"1,338","2,123",959,"3,131","1,505","3,981","6,853","3,742","5,063",,
2020,12,50,"52,930","22,381","2,399",425,461,477,361,268,617,255,615,363,914,974,"1,687","2,075","3,458","4,232","2,800","30,549","2,352","2,045","1,874",987,"1,701","1,910","1,188","3,185","1,678","2,823","4,489","3,309","3,008",,
2020,12,60,"32,145","15,720","1,469",511,542,483,406,268,582,276,593,378,726,793,"1,198","1,276","1,610","2,573","2,036","16,425","1,948","1,281","1,199",838,"1,196","1,242",935,"1,571",956,"1,249","1,345","1,433","1,232",,
2020,12,70,"13,580","7,096",683,260,267,250,230,152,278,175,324,166,385,452,479,566,556,"1,006",867,"6,484","1,131",535,510,444,551,438,337,500,335,406,402,556,339,,
2020,12,80,"5,206","2,813",303,111,118,121,99,97,151,98,124,62,136,201,143,193,186,363,307,"2,393",472,218,226,191,180,125,117,188,126,112,134,205,99,,
2020,12,90,510,288,36,12,19,14,6,5,17,8,14,13,13,13,14,19,26,37,22,222,41,18,13,30,16,13,14,17,12,15,12,14,7,,
2020,12,100,46,22,0,0,0,0,1,0,1,1,4,0,2,2,3,3,1,3,1,24,9,0,0,2,3,0,1,3,1,1,1,3,0,,
2021,1,총,"336,108","130,546","12,450","2,239","2,178","2,254","1,681","1,258","3,213","1,137","2,850","1,879","4,561","4,865","9,275","11,858","22,988","28,007","17,853","205,562","12,652","11,435","10,764","4,560","8,464","13,750","6,930","18,606","9,229","20,424","35,037","23,782","29,929",,
2021,1,0,"31,562","10,420",874,82,52,69,42,28,118,13,90,45,223,144,579,"1,101","2,461","3,081","1,418","21,142",624,911,762,143,401,490,472,"1,717",702,"2,869","5,359","1,995","4,697",,
2021,1,10,"35,337","13,576","1,417",125,110,128,84,48,172,48,151,80,380,371,773,"1,665","3,067","3,604","1,353","21,761","1,202","1,216",986,298,501,671,599,"2,576","1,305","2,931","4,807","2,094","2,575",,
2021,1,20,"50,661","18,697","1,588",244,208,227,136,114,508,79,278,256,622,665,"1,458","1,524","3,439","3,757","3,594","31,964","1,605","1,432","1,473",535,"1,291","3,296","1,293","3,140","1,398","2,706","4,395","5,137","4,263",,
2021,1,30,"55,832","17,367","1,300",200,157,202,120,112,329,55,294,231,497,536,"1,405","1,243","3,580","4,239","2,867","38,465","1,210","1,531","1,617",456,"1,296","3,392",997,"2,540","1,182","3,323","7,158","5,207","8,556",,
2021,1,40,"57,836","22,015","2,333",271,246,277,206,167,443,126,367,283,655,716,"1,532","2,207","4,554","5,061","2,571","35,821","2,042","2,239","2,065",637,"1,331","2,142",967,"3,128","1,502","3,976","6,904","3,767","5,121",,
2021,1,50,"52,896","22,322","2,424",421,453,470,347,264,604,254,611,361,910,967,"1,669","2,047","3,491","4,243","2,786","30,574","2,347","2,034","1,904",983,"1,679","1,905","1,192","3,191","1,681","2,823","4,483","3,342","3,010",,
2021,1,60,"32,531","15,871","1,487",512,546,493,407,270,594,283,591,381,736,794,"1,211","1,289","1,625","2,604","2,048","16,660","1,962","1,298","1,206",841,"1,211","1,274",936,"1,601",974,"1,256","1,385","1,458","1,258",,
2021,1,70,"13,665","7,148",693,260,267,253,234,156,277,173,323,164,388,449,487,567,557,"1,016",884,"6,517","1,136",540,512,445,557,439,340,504,343,407,398,556,340,,
2021,1,80,"5,236","2,823",300,113,120,121,98,95,148,97,127,65,134,209,143,194,188,362,309,"2,413",475,216,226,191,178,127,119,189,129,117,136,209,101,,
2021,1,90,504,284,33,11,19,14,6,4,19,8,14,13,14,12,15,18,25,37,22,220,40,17,13,29,16,14,14,17,12,15,11,14,8,,
2021,1,100,48,23,1,0,0,0,1,0,1,1,4,0,2,2,3,3,1,3,1,25,9,1,0,2,3,0,1,3,1,1,1,3,0,,
2021,2,총,"336,095","130,449","12,488","2,241","2,184","2,255","1,676","1,261","3,212","1,135","2,846","1,866","4,569","4,847","9,282","11,801","22,932","27,946","17,908","205,646","12,629","11,442","10,785","4,565","8,450","13,801","6,898","18,557","9,191","20,407","35,099","23,873","29,949",,
2021,2,0,"31,448","10,349",864,81,51,68,37,29,121,13,90,46,226,145,573,"1,087","2,444","3,054","1,420","21,099",621,908,754,144,408,490,464,"1,710",694,"2,842","5,385","2,010","4,669",,
2021,2,10,"35,271","13,563","1,420",122,107,118,82,47,169,45,150,80,380,366,778,"1,658","3,055","3,615","1,371","21,708","1,184","1,205",995,294,493,671,595,"2,572","1,286","2,927","4,809","2,095","2,582",,
2021,2,20,"50,412","18,618","1,600",245,213,236,139,112,510,81,279,259,626,660,"1,451","1,510","3,406","3,697","3,594","31,794","1,607","1,438","1,488",532,"1,276","3,277","1,279","3,100","1,389","2,693","4,352","5,121","4,242",,
2021,2,30,"55,647","17,269","1,302",202,155,194,116,113,332,55,291,226,490,526,"1,408","1,230","3,567","4,212","2,850","38,378","1,210","1,515","1,604",454,"1,306","3,411",990,"2,535","1,174","3,287","7,121","5,221","8,550",,
2021,2,40,"58,055","22,038","2,334",269,249,281,206,166,441,124,367,273,657,714,"1,535","2,199","4,549","5,081","2,593","36,017","2,029","2,256","2,072",647,"1,338","2,164",961,"3,120","1,495","3,998","6,975","3,805","5,157",,
2021,2,50,"52,831","22,261","2,431",423,449,470,349,262,600,250,605,366,910,963,"1,664","2,034","3,482","4,226","2,777","30,570","2,347","2,021","1,905",980,"1,653","1,927","1,195","3,174","1,675","2,831","4,515","3,339","3,008",,
2021,2,60,"32,887","16,036","1,508",511,551,497,408,274,594,287,598,376,742,799,"1,222","1,302","1,654","2,632","2,081","16,851","1,970","1,316","1,212",846,"1,216","1,279",944,"1,627",988,"1,284","1,401","1,490","1,278",,
2021,2,70,"13,708","7,162",694,263,268,255,231,159,279,172,323,162,388,451,488,566,562,"1,020",881,"6,546","1,135",547,512,445,563,435,336,511,342,411,394,560,355,,
2021,2,80,"5,283","2,844",301,114,122,121,100,95,146,99,125,65,135,209,145,194,187,368,318,"2,439",477,217,230,193,178,133,119,188,135,119,135,215,100,,
2021,2,90,504,286,33,11,19,15,7,4,19,8,14,13,13,12,15,18,25,38,22,218,40,18,13,28,16,13,14,17,12,14,11,14,8,,
2021,2,100,49,23,1,0,0,0,1,0,1,1,4,0,2,2,3,3,1,3,1,26,9,1,0,2,3,1,1,3,1,1,1,3,0,,
2021,3,총,"335,763","130,221","12,475","2,252","2,181","2,245","1,677","1,256","3,218","1,134","2,857","1,953","4,525","4,811","9,269","11,722","22,892","27,857","17,897","205,542","12,596","11,426","10,799","4,565","8,426","13,809","6,876","18,486","9,167","20,390","35,058","23,930","30,014",,
2021,3,0,"31,332","10,284",850,81,51,69,37,29,118,12,89,63,230,140,568,"1,072","2,406","3,052","1,417","21,048",614,901,756,146,403,491,463,"1,698",683,"2,832","5,361","2,007","4,693",,
2021,3,10,"35,219","13,542","1,400",123,107,116,82,46,191,46,153,91,372,357,776,"1,651","3,042","3,606","1,383","21,677","1,177","1,202",988,293,488,661,584,"2,567","1,292","2,928","4,807","2,111","2,579",,
2021,3,20,"50,399","18,574","1,606",246,211,233,139,108,501,83,277,278,622,666,"1,436","1,496","3,400","3,678","3,594","31,825","1,617","1,436","1,487",540,"1,279","3,290","1,279","3,098","1,382","2,686","4,362","5,131","4,238",,
2021,3,30,"55,371","17,195","1,303",196,154,194,116,112,331,56,289,254,480,523,"1,418","1,206","3,549","4,166","2,848","38,176","1,189","1,506","1,611",456,"1,303","3,400",988,"2,508","1,152","3,268","7,062","5,222","8,511",,
2021,3,40,"57,988","21,976","2,306",276,248,279,203,169,434,123,376,284,652,714,"1,524","2,186","4,546","5,069","2,587","36,012","2,037","2,246","2,060",645,"1,335","2,158",944,"3,103","1,486","4,002","6,965","3,811","5,220",,
2021,3,50,"52,659","22,097","2,431",417,444,463,343,257,597,247,605,366,886,945,"1,658","2,015","3,481","4,202","2,740","30,562","2,340","2,015","1,913",976,"1,632","1,934","1,191","3,158","1,682","2,828","4,532","3,350","3,011",,
2021,3,60,"33,307","16,248","1,542",519,559,504,419,279,600,287,604,379,751,796,"1,246","1,319","1,680","2,658","2,106","17,059","1,977","1,341","1,232",845,"1,227","1,295",951,"1,630","1,000","1,308","1,429","1,522","1,302",,
2021,3,70,"13,699","7,163",700,265,268,250,227,158,283,174,321,163,388,448,479,563,574,"1,018",884,"6,536","1,132",541,514,446,564,433,340,520,343,409,394,551,349,,
2021,3,80,"5,275","2,845",302,117,121,122,104,92,145,97,125,65,130,210,148,195,188,367,317,"2,430",476,220,226,187,177,134,122,187,135,117,134,212,103,,
2021,3,90,492,283,34,12,18,15,6,6,18,8,14,10,13,12,15,17,25,39,21,209,35,17,12,31,16,12,14,16,12,12,11,13,8,,
2021,3,100,22,14,1,0,0,0,1,0,0,1,4,0,1,0,1,2,1,2,0,8,2,1,0,0,2,1,0,1,0,0,1,0,0,,
2021,4,총,"335,775","130,157","12,469","2,256","2,184","2,261","1,673","1,239","3,225","1,134","2,835","2,167","4,500","4,796","9,213","11,655","22,881","27,790","17,879","205,618","12,559","11,402","10,828","4,554","8,448","13,829","6,863","18,485","9,147","20,366","35,114","24,003","30,020",,
2021,4,0,"31,191","10,235",852,79,52,70,37,28,119,12,85,87,225,134,557,"1,061","2,405","3,023","1,409","20,956",612,883,748,144,399,494,457,"1,682",683,"2,811","5,336","2,021","4,686",,
2021,4,10,"35,173","13,505","1,385",121,105,115,80,48,188,45,151,112,372,353,767,"1,647","3,040","3,597","1,379","21,668","1,167","1,208",987,287,493,655,587,"2,556","1,294","2,932","4,807","2,103","2,592",,
2021,4,20,"50,310","18,506","1,606",246,209,236,138,104,502,83,275,305,612,667,"1,432","1,479","3,382","3,653","3,577","31,804","1,618","1,431","1,485",535,"1,272","3,262","1,262","3,108","1,375","2,680","4,412","5,127","4,237",,
2021,4,30,"55,327","17,213","1,312",200,154,197,116,112,331,56,289,305,477,517,"1,420","1,192","3,549","4,140","2,846","38,114","1,187","1,495","1,617",459,"1,311","3,422",997,"2,513","1,136","3,250","7,021","5,231","8,475",,
2021,4,40,"58,000","21,958","2,292",276,239,281,201,167,435,125,381,306,650,712,"1,500","2,176","4,543","5,082","2,592","36,042","2,027","2,241","2,071",636,"1,327","2,170",941,"3,095","1,476","4,010","6,970","3,840","5,238",,
2021,4,50,"52,636","22,031","2,423",422,444,460,341,251,591,249,594,406,879,948,"1,647","2,001","3,457","4,194","2,724","30,605","2,327","2,011","1,922",974,"1,636","1,939","1,191","3,153","1,676","2,825","4,576","3,360","3,015",,
2021,4,60,"33,622","16,392","1,564",514,569,515,420,278,610,288,600,403,752,797,"1,242","1,327","1,711","2,676","2,126","17,230","1,980","1,353","1,245",858,"1,241","1,313",951,"1,648","1,012","1,322","1,450","1,543","1,314",,
2021,4,70,"13,709","7,162",700,266,272,249,226,153,287,173,316,167,388,449,480,557,578,"1,017",884,"6,547","1,130",543,513,440,572,431,340,524,349,410,393,551,351,,
2021,4,80,"5,295","2,858",300,120,122,123,107,92,144,94,126,65,130,206,152,196,192,368,321,"2,437",475,220,227,191,179,130,123,189,135,115,136,213,104,,
2021,4,90,490,283,34,12,18,15,6,6,18,8,14,11,14,13,15,17,23,38,21,207,34,16,13,30,16,12,14,16,11,11,12,14,8,,
2021,4,100,22,14,1,0,0,0,1,0,0,1,4,0,1,0,1,2,1,2,0,8,2,1,0,0,2,1,0,1,0,0,1,0,0,,
2021,5,총,"335,990","130,028","12,457","2,258","2,187","2,271","1,653","1,235","3,235","1,133","2,824","2,218","4,489","4,784","9,214","11,614","22,873","27,728","17,855","205,962","12,540","11,397","10,844","4,568","8,726","13,845","6,842","18,469","9,136","20,348","35,174","24,073","30,000",,
2021,5,0,"31,070","10,160",846,78,51,71,36,25,121,12,82,88,229,137,554,"1,042","2,365","3,006","1,417","20,910",608,876,746,144,435,488,453,"1,672",677,"2,793","5,329","2,016","4,673",,
2021,5,10,"35,160","13,479","1,381",120,104,114,78,47,190,45,147,114,377,348,759,"1,649","3,051","3,590","1,365","21,681","1,162","1,190",990,290,518,650,587,"2,555","1,286","2,932","4,809","2,105","2,607",,
2021,5,20,"50,368","18,510","1,612",244,212,240,133,107,498,82,279,315,604,665,"1,446","1,473","3,396","3,647","3,557","31,858","1,616","1,439","1,494",539,"1,299","3,259","1,259","3,097","1,374","2,694","4,435","5,121","4,232",,
2021,5,30,"55,215","17,147","1,310",198,154,199,116,112,336,57,294,315,471,513,"1,404","1,180","3,526","4,101","2,861","38,068","1,171","1,485","1,607",452,"1,367","3,432",997,"2,496","1,131","3,238","7,009","5,269","8,414",,
2021,5,40,"57,847","21,837","2,281",273,236,285,203,165,427,124,373,313,642,699,"1,490","2,168","4,538","5,055","2,565","36,010","2,008","2,235","2,068",632,"1,370","2,163",938,"3,085","1,464","3,973","6,973","3,834","5,267",,
2021,5,50,"52,856","22,053","2,411",427,443,461,332,250,596,249,590,421,883,948,"1,654","2,000","3,467","4,204","2,717","30,803","2,331","2,023","1,932",977,"1,689","1,951","1,186","3,176","1,684","2,845","4,604","3,385","3,020",,
2021,5,60,"33,879","16,487","1,577",517,574,513,419,279,614,291,612,406,746,803,"1,252","1,332","1,726","2,690","2,136","17,392","2,010","1,365","1,249",868,"1,278","1,319",946,"1,656","1,020","1,337","1,473","1,555","1,316",,
2021,5,70,"13,732","7,177",699,266,274,250,224,154,290,171,308,167,388,453,486,551,587,"1,022",887,"6,555","1,121",539,517,437,567,435,343,529,351,410,391,557,358,,
2021,5,80,"5,354","2,892",307,122,121,124,105,90,145,94,128,68,134,205,153,200,193,374,329,"2,462",477,227,228,197,185,134,121,186,137,115,138,213,104,,
2021,5,90,491,275,32,13,18,13,6,6,18,7,11,11,14,13,15,17,23,37,21,216,34,17,13,32,17,13,12,16,12,11,12,18,9,,
2021,5,100,18,11,1,0,0,1,1,0,0,1,0,0,1,0,1,2,1,2,0,7,2,1,0,0,1,1,0,1,0,0,1,0,0,,
2021,6,총,"335,917","129,806","12,448","2,258","2,178","2,258","1,632","1,246","3,227","1,121","2,812","2,239","4,475","4,792","9,271","11,591","22,798","27,640","17,820","206,111","12,516","11,367","10,866","4,585","8,885","13,882","6,807","18,442","9,100","20,380","35,204","24,066","30,011",,
2021,6,0,"30,917","10,089",836,73,50,66,34,26,121,12,80,89,225,140,554,"1,038","2,345","2,982","1,418","20,828",596,870,747,143,444,488,446,"1,640",669,"2,794","5,314","2,017","4,660",,
2021,6,10,"35,100","13,426","1,378",120,107,113,76,47,189,45,146,114,374,347,766,"1,648","3,039","3,568","1,349","21,674","1,152","1,187",984,282,530,645,584,"2,560","1,272","2,930","4,834","2,089","2,625",,
2021,6,20,"50,354","18,469","1,601",246,210,241,136,113,493,79,287,320,600,666,"1,461","1,459","3,377","3,627","3,553","31,885","1,610","1,444","1,508",549,"1,332","3,279","1,250","3,105","1,372","2,688","4,421","5,112","4,215",,
2021,6,30,"54,973","17,018","1,291",196,148,197,113,112,333,55,293,321,462,510,"1,406","1,172","3,489","4,073","2,847","37,955","1,158","1,466","1,597",451,"1,404","3,430",991,"2,478","1,127","3,243","6,981","5,263","8,366",,
2021,6,40,"57,934","21,810","2,285",275,235,276,196,165,425,121,363,320,645,703,"1,509","2,165","4,524","5,044","2,559","36,124","2,013","2,223","2,086",634,"1,403","2,177",933,"3,087","1,451","3,980","6,993","3,841","5,303",,
2021,6,50,"52,823","22,019","2,417",427,444,460,334,249,594,245,591,417,883,936,"1,646","2,001","3,475","4,199","2,701","30,804","2,322","2,024","1,926",982,"1,705","1,956","1,167","3,156","1,670","2,847","4,632","3,378","3,039",,
2021,6,60,"34,174","16,593","1,591",515,572,517,412,283,617,292,609,414,744,815,"1,268","1,333","1,741","2,712","2,158","17,581","2,025","1,369","1,261",876,"1,294","1,328",959,"1,684","1,034","1,361","1,487","1,578","1,325",,
2021,6,70,"13,756","7,188",701,271,274,248,220,154,293,171,307,166,393,457,489,551,590,"1,019",884,"6,568","1,122",539,518,436,571,433,344,526,353,412,392,559,363,,
2021,6,80,"5,375","2,905",314,122,120,126,104,91,145,93,126,67,133,205,156,204,193,376,330,"2,470",481,227,227,199,184,134,121,189,140,115,136,211,106,,
2021,6,90,493,278,33,13,18,13,6,6,17,7,10,11,15,13,15,18,24,38,21,215,35,17,12,33,17,11,12,16,12,10,13,18,9,,
2021,6,100,18,11,1,0,0,1,1,0,0,1,0,0,1,0,1,2,1,2,0,7,2,1,0,0,1,1,0,1,0,0,1,0,0,,
2021,7,총,"335,996","129,756","12,432","2,257","2,173","2,272","1,637","1,245","3,244","1,122","2,823","2,255","4,480","4,785","9,276","11,562","22,752","27,593","17,848","206,240","12,498","11,346","10,872","4,571","8,965","13,882","6,783","18,442","9,080","20,351","35,165","24,161","30,124",,
2021,7,0,"30,842","10,046",823,73,51,67,34,25,119,12,85,90,224,133,552,"1,036","2,331","2,978","1,413","20,796",591,860,742,145,456,482,437,"1,634",661,"2,778","5,302","2,031","4,677",,
2021,7,10,"35,041","13,397","1,373",119,105,117,77,47,196,45,150,116,372,350,758,"1,630","3,028","3,572","1,342","21,644","1,141","1,182",987,279,542,638,589,"2,547","1,260","2,917","4,828","2,087","2,647",,
2021,7,20,"50,357","18,472","1,595",247,206,244,136,113,490,80,283,331,606,663,"1,471","1,455","3,350","3,612","3,590","31,885","1,606","1,447","1,499",544,"1,348","3,283","1,230","3,110","1,377","2,677","4,412","5,134","4,218",,
2021,7,30,"54,822","16,929","1,278",193,147,197,116,112,331,54,301,321,464,506,"1,397","1,163","3,487","4,022","2,840","37,893","1,152","1,453","1,592",448,"1,424","3,433",997,"2,481","1,110","3,219","6,936","5,283","8,365",,
2021,7,40,"57,953","21,777","2,281",277,240,275,195,163,431,119,359,325,638,705,"1,507","2,162","4,511","5,028","2,561","36,176","2,013","2,217","2,094",624,"1,417","2,179",933,"3,063","1,451","3,982","7,001","3,859","5,343",,
2021,7,50,"52,844","21,995","2,419",424,441,461,334,247,603,243,585,415,882,923,"1,647","1,999","3,473","4,205","2,694","30,849","2,314","2,029","1,930",988,"1,704","1,950","1,148","3,170","1,670","2,856","4,643","3,396","3,051",,
2021,7,60,"34,437","16,733","1,608",519,574,522,414,288,619,296,616,412,751,826,"1,273","1,343","1,759","2,743","2,170","17,704","2,031","1,375","1,275",880,"1,299","1,334",969,"1,706","1,045","1,376","1,500","1,578","1,336",,
2021,7,70,"13,795","7,196",709,271,271,246,220,152,294,173,306,166,394,459,498,545,592,"1,016",884,"6,599","1,129",543,514,431,577,436,347,523,350,415,392,567,375,,
2021,7,80,"5,394","2,925",313,121,121,129,104,92,144,92,128,67,133,208,157,209,196,377,334,"2,469",483,223,227,199,180,135,120,191,144,120,137,207,103,,
2021,7,90,491,274,32,13,16,13,6,6,17,7,10,12,15,12,15,18,24,38,20,217,36,15,12,33,17,11,13,16,12,11,13,19,9,,
2021,7,100,20,12,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,2,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0,,
2021,8,총,"335,811","129,501","12,418","2,248","2,167","2,268","1,640","1,235","3,241","1,120","2,810","2,247","4,472","4,765","9,265","11,519","22,712","27,553","17,821","206,310","12,454","11,341","10,903","4,574","9,088","13,881","6,757","18,404","9,050","20,339","35,151","24,173","30,195",,
2021,8,0,"30,664","9,980",823,68,56,67,35,25,119,12,86,87,218,133,560,"1,025","2,315","2,946","1,405","20,684",589,863,733,142,467,470,428,"1,617",654,"2,751","5,275","2,032","4,663",,
2021,8,10,"35,061","13,370","1,362",121,102,122,76,46,192,45,145,119,372,344,763,"1,624","3,020","3,581","1,336","21,691","1,135","1,182",982,277,560,626,592,"2,533","1,258","2,929","4,857","2,089","2,671",,
2021,8,20,"50,206","18,393","1,589",244,206,241,136,113,499,80,279,317,608,660,"1,443","1,446","3,336","3,601","3,595","31,813","1,599","1,434","1,515",547,"1,364","3,293","1,217","3,110","1,354","2,670","4,372","5,119","4,219",,
2021,8,30,"54,682","16,851","1,270",194,148,195,117,108,330,54,299,332,457,501,"1,398","1,150","3,472","3,992","2,834","37,831","1,127","1,441","1,601",447,"1,458","3,417",993,"2,470","1,105","3,212","6,935","5,288","8,337",,
2021,8,40,"57,824","21,662","2,266",273,233,272,196,161,427,117,354,329,635,702,"1,508","2,149","4,479","5,017","2,544","36,162","1,998","2,210","2,087",624,"1,436","2,180",927,"3,061","1,439","3,971","6,999","3,843","5,387",,
2021,8,50,"52,930","21,977","2,427",426,438,464,332,244,597,241,584,405,878,918,"1,639","2,005","3,487","4,213","2,679","30,953","2,316","2,035","1,942",990,"1,723","1,967","1,138","3,162","1,672","2,863","4,656","3,415","3,074",,
2021,8,60,"34,645","16,813","1,617",517,577,515,416,288,618,296,614,416,754,830,"1,282","1,345","1,788","2,757","2,183","17,832","2,044","1,384","1,279",881,"1,304","1,338",978,"1,715","1,056","1,390","1,513","1,594","1,356",,
2021,8,70,"13,852","7,223",715,270,269,248,222,154,297,175,309,163,395,455,498,545,591,"1,029",888,"6,629","1,124",550,521,434,574,442,349,525,355,421,396,568,370,,
2021,8,80,"5,428","2,942",318,122,120,129,102,91,144,92,130,66,138,209,159,210,200,377,335,"2,486",483,225,230,198,185,137,122,190,145,121,135,207,108,,
2021,8,90,500,279,31,13,17,14,7,5,18,7,10,13,16,13,14,18,23,38,22,221,37,15,13,34,16,10,13,20,12,11,12,18,10,,
