년도,월,나이,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021,1,50,"45,143","21,460",822,"3,063","4,579",367,936,394,186,"2,207","1,710","1,206",437,255,"2,755","2,543","23,683","3,556",242,496,264,475,222,57,118,"1,380","1,640","1,636","1,957","2,796","2,154","5,983",707
2021,1,60,"38,779","18,174",966,"2,159","3,251",489,949,489,234,"2,343","1,860","1,473",469,209,"1,970","1,313","20,605","2,931",412,549,302,623,299,96,191,"1,528","1,270","1,840","1,898","2,217","1,818","3,970",661
2021,1,70,"17,444","8,306",568,846,"1,178",257,489,394,149,"1,236","1,082",790,294,101,508,414,"9,138","1,323",233,362,213,402,188,61,109,888,462,"1,106",887,742,675,"1,202",285
2021,1,80,"5,070","2,219",229,212,362,64,166,204,61,218,242,197,73,29,77,85,"2,851",444,131,164,95,188,112,16,57,287,108,300,260,175,186,251,77
2021,1,90,394,142,16,10,19,5,13,20,2,16,9,16,2,1,6,7,252,44,4,10,8,26,11,5,8,20,12,25,27,13,15,20,4
2021,1,100,30,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,13,3,0,0,1,1,0,0,0,4,0,2,1,0,1,0,0
2021,2,총,"254,420","119,052","3,802","15,578","29,283","1,798","4,994","2,017",925,"12,871","8,844","6,266","2,549","1,668","15,507","12,950","135,368","20,312","1,437","2,362","1,215","2,395","1,054",297,632,"7,683","8,499","9,757","10,875","15,889","11,466","36,811","4,684"
2021,2,0,"20,321","8,936",73,"1,220","2,879",28,292,42,14,616,322,231,97,92,"1,867","1,163","11,385","2,020",35,56,12,40,18,3,7,275,612,400,738,"1,627",843,"4,234",465
2021,2,10,"24,476","11,151",132,"1,906","3,128",67,391,49,42,782,410,386,134,97,"2,038","1,589","13,325","1,887",54,114,44,87,32,8,28,408,993,479,"1,086","1,641","1,266","4,623",575
2021,2,20,"32,362","15,651",274,"2,106","3,879",170,547,127,62,"1,887","1,015",575,414,474,"2,071","2,050","16,711","2,303",108,183,88,178,49,14,26,864,"1,227","1,236","1,330","2,118","1,643","4,863",481
2021,2,30,"31,250","14,416",246,"1,528","4,405",152,528,111,49,"1,711",955,610,296,216,"1,818","1,791","16,834","2,606",79,142,71,155,42,14,34,986,956,"1,362","1,113","2,275","1,312","5,106",581
2021,2,40,"38,808","18,421",465,"2,508","5,540",190,672,195,123,"1,824","1,247",776,331,185,"2,403","1,962","20,387","3,170",134,279,117,216,81,22,54,"1,040","1,204","1,348","1,565","2,277","1,539","6,506",835
2021,2,50,"45,057","21,432",816,"3,058","4,588",368,942,389,186,"2,207","1,689","1,198",436,263,"2,740","2,552","23,625","3,547",242,496,258,478,220,55,117,"1,376","1,639","1,641","1,940","2,773","2,151","5,987",705
2021,2,60,"39,047","18,273",975,"2,175","3,283",494,941,487,234,"2,356","1,871","1,474",471,211,"1,973","1,328","20,774","2,961",415,551,307,629,304,96,193,"1,538","1,274","1,850","1,910","2,242","1,826","4,009",669
2021,2,70,"17,532","8,360",567,852,"1,190",259,496,394,151,"1,251","1,080",797,291,99,515,418,"9,172","1,322",234,365,213,401,186,64,110,877,469,"1,113",893,746,678,"1,213",288
2021,2,80,"5,135","2,248",234,214,366,65,171,204,62,220,243,200,75,30,75,89,"2,887",451,131,164,96,185,112,16,55,294,113,299,273,176,192,249,81
2021,2,90,402,147,16,10,22,5,13,19,2,17,10,17,2,1,6,7,255,42,5,12,8,25,10,5,8,21,12,27,26,14,15,21,4
2021,2,100,30,17,4,1,3,0,1,0,0,0,2,2,2,0,1,1,13,3,0,0,1,1,0,0,0,4,0,2,1,0,1,0,0
2021,3,총,"254,914","119,293","3,806","15,552","29,367","1,797","4,987","2,008",943,"12,908","8,844","6,266","2,564","1,675","15,620","12,956","135,621","20,431","1,435","2,348","1,226","2,415","1,062",300,634,"7,673","8,478","9,796","10,855","15,876","11,467","36,922","4,703"
2021,3,0,"20,229","8,895",70,"1,213","2,866",27,287,41,15,613,322,234,98,89,"1,862","1,158","11,334","2,024",33,55,13,38,19,3,7,275,610,393,735,"1,616",843,"4,209",461
2021,3,10,"24,481","11,173",138,"1,897","3,114",66,382,49,43,787,405,383,136,98,"2,090","1,585","13,308","1,903",49,109,45,90,31,7,28,404,988,478,"1,076","1,633","1,250","4,631",586
2021,3,20,"32,604","15,788",277,"2,097","3,969",168,550,125,66,"1,897","1,002",572,423,469,"2,135","2,038","16,816","2,357",113,181,86,177,49,13,25,867,"1,218","1,253","1,319","2,090","1,643","4,943",482
2021,3,30,"31,204","14,369",245,"1,522","4,362",152,528,110,54,"1,718",955,604,294,217,"1,812","1,796","16,835","2,600",78,144,74,153,42,13,35,978,953,"1,366","1,113","2,280","1,319","5,095",592
2021,3,40,"38,780","18,430",464,"2,495","5,544",193,667,193,126,"1,822","1,246",782,335,190,"2,412","1,961","20,350","3,180",129,272,117,220,80,24,54,"1,038","1,194","1,345","1,561","2,278","1,526","6,506",826
2021,3,50,"45,034","21,407",816,"3,048","4,607",367,940,389,187,"2,209","1,686","1,196",433,265,"2,714","2,550","23,627","3,545",244,489,259,480,216,56,117,"1,370","1,636","1,652","1,945","2,770","2,155","5,988",705
2021,3,60,"39,350","18,408",981,"2,197","3,309",494,951,487,234,"2,369","1,882","1,471",479,217,"1,990","1,347","20,942","2,988",420,557,313,641,315,97,196,"1,545","1,280","1,861","1,905","2,262","1,840","4,054",668
2021,3,70,"17,604","8,381",561,854,"1,202",259,495,389,152,"1,253","1,092",797,285,99,520,423,"9,223","1,327",232,363,215,403,188,64,111,882,473,"1,116",898,754,681,"1,217",299
2021,3,80,"5,217","2,287",236,218,372,67,173,206,63,225,244,207,77,30,78,91,"2,930",465,132,166,96,187,112,18,53,292,116,304,277,179,194,258,81
2021,3,90,396,145,16,10,22,4,13,19,3,15,9,19,2,1,6,6,251,41,5,12,8,26,10,5,8,20,10,28,25,14,15,21,3
2021,3,100,15,10,2,1,0,0,1,0,0,0,1,1,2,0,1,1,5,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
2021,4,총,"255,122","119,459","3,814","15,544","29,496","1,791","4,989","2,010",939,"12,911","8,837","6,244","2,562","1,704","15,605","13,013","135,663","20,502","1,440","2,346","1,228","2,419","1,053",303,637,"7,682","8,457","9,818","10,840","15,828","11,449","36,949","4,712"
2021,4,0,"20,124","8,855",72,"1,201","2,844",27,282,40,14,605,328,230,99,92,"1,849","1,172","11,269","2,026",33,56,13,37,19,3,7,276,600,396,735,"1,613",831,"4,169",455
2021,4,10,"24,436","11,146",138,"1,891","3,120",64,389,48,44,789,397,371,133,98,"2,093","1,571","13,290","1,915",49,106,45,86,31,8,26,408,985,477,"1,067","1,621","1,242","4,635",589
2021,4,20,"32,717","15,844",272,"2,088","4,010",166,546,127,63,"1,905","1,000",564,427,485,"2,143","2,048","16,873","2,370",113,185,84,174,45,14,26,876,"1,213","1,258","1,319","2,067","1,644","4,995",490
2021,4,30,"31,203","14,428",246,"1,529","4,399",154,527,108,54,"1,714",957,605,288,221,"1,805","1,821","16,775","2,594",77,142,73,152,38,13,36,979,959,"1,371","1,111","2,275","1,305","5,057",593
2021,4,40,"38,793","18,445",460,"2,486","5,565",189,673,188,122,"1,814","1,248",780,333,192,"2,432","1,963","20,348","3,197",133,269,119,220,79,23,53,"1,023","1,184","1,333","1,552","2,278","1,537","6,526",822
2021,4,50,"45,004","21,395",818,"3,049","4,615",366,940,396,190,"2,222","1,669","1,195",433,268,"2,678","2,556","23,609","3,558",243,490,257,483,222,58,118,"1,376","1,628","1,653","1,944","2,757","2,142","5,973",707
2021,4,60,"39,536","18,493",993,"2,211","3,336",493,946,489,233,"2,368","1,896","1,475",480,217,"1,998","1,358","21,043","3,004",423,559,315,653,312,98,194,"1,545","1,288","1,870","1,904","2,279","1,848","4,083",668
2021,4,70,"17,629","8,381",559,857,"1,206",259,499,390,153,"1,250","1,082",790,287,100,522,427,"9,248","1,319",231,362,218,402,187,64,116,886,474,"1,123",903,742,688,"1,228",305
2021,4,80,"5,273","2,318",238,220,378,69,173,205,64,229,250,214,78,30,80,90,"2,955",477,133,164,96,189,112,17,53,293,116,309,277,182,195,262,80
2021,4,90,392,144,16,11,23,4,13,19,2,15,9,19,2,1,4,6,248,41,5,13,8,23,8,5,8,18,10,28,27,14,16,21,3
2021,4,100,15,10,2,1,0,0,1,0,0,0,1,1,2,0,1,1,5,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
2021,5,총,"254,933","119,382","3,750","15,527","29,574","1,786","4,985","1,994",924,"12,885","8,816","6,219","2,568","1,736","15,606","13,012","135,551","20,526","1,432","2,363","1,226","2,410","1,050",309,639,"7,644","8,429","9,831","10,797","15,785","11,423","36,995","4,692"
2021,5,0,"20,023","8,820",67,"1,197","2,837",28,279,40,14,602,322,230,94,92,"1,843","1,175","11,203","2,020",31,52,15,37,19,4,7,279,594,392,730,"1,600",824,"4,149",450
2021,5,10,"24,374","11,114",135,"1,885","3,116",63,388,48,43,782,399,368,135,97,"2,098","1,557","13,260","1,925",49,107,43,85,32,8,25,405,976,475,"1,049","1,622","1,234","4,639",586
2021,5,20,"32,757","15,858",273,"2,077","4,036",161,544,123,58,"1,908",995,567,425,519,"2,134","2,038","16,899","2,399",111,185,85,172,43,13,26,867,"1,220","1,250","1,315","2,050","1,633","5,043",487
2021,5,30,"31,117","14,411",237,"1,520","4,400",153,527,108,52,"1,716",950,600,293,225,"1,809","1,821","16,706","2,571",72,149,71,149,36,14,35,980,953,"1,386","1,110","2,255","1,306","5,027",592
2021,5,40,"38,711","18,406",455,"2,469","5,590",190,666,189,122,"1,807","1,242",772,329,190,"2,431","1,954","20,305","3,184",133,269,119,222,78,23,51,"1,019","1,177","1,338","1,552","2,280","1,529","6,523",808
2021,5,50,"44,944","21,383",807,"3,051","4,640",363,942,393,184,"2,217","1,664","1,187",439,267,"2,669","2,560","23,561","3,550",242,497,257,476,224,61,120,"1,369","1,617","1,648","1,925","2,744","2,147","5,979",705
2021,5,60,"39,692","18,553",982,"2,224","3,346",493,948,493,233,"2,363","1,909","1,470",484,219,"2,009","1,380","21,139","3,038",429,560,313,654,309,99,196,"1,536","1,290","1,887","1,904","2,293","1,849","4,110",672
2021,5,70,"17,620","8,362",542,869,"1,209",263,504,376,151,"1,246","1,074",791,285,96,526,430,"9,258","1,320",228,362,221,401,192,65,116,880,476,"1,115",908,744,688,"1,236",306
2021,5,80,"5,300","2,326",236,224,375,69,173,205,64,232,252,213,80,30,83,90,"2,974",478,132,169,94,191,109,17,55,291,116,313,278,184,195,269,83
2021,5,90,381,139,14,10,25,3,13,19,3,12,8,20,2,1,3,6,242,40,5,13,8,23,8,5,8,17,10,27,25,13,17,20,3
2021,5,100,14,10,2,1,0,0,1,0,0,0,1,1,2,0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2021,6,총,"255,017","119,367","3,734","15,519","29,656","1,779","4,970","1,982",921,"12,848","8,830","6,214","2,579","1,734","15,586","13,015","135,650","20,558","1,433","2,363","1,226","2,409","1,057",307,642,"7,653","8,433","9,817","10,777","15,821","11,428","37,032","4,694"
2021,6,0,"19,950","8,773",63,"1,189","2,830",29,281,40,14,587,312,230,99,90,"1,845","1,164","11,177","2,015",32,52,15,37,20,4,7,273,592,400,726,"1,607",822,"4,125",450
2021,6,10,"24,320","11,092",134,"1,880","3,117",63,382,48,44,788,402,364,135,98,"2,079","1,558","13,228","1,921",49,104,43,85,31,8,26,404,977,463,"1,034","1,619","1,231","4,651",582
2021,6,20,"32,777","15,860",266,"2,066","4,082",158,536,120,56,"1,898",998,566,431,517,"2,135","2,031","16,917","2,411",112,183,87,173,44,13,27,870,"1,214","1,249","1,318","2,032","1,623","5,067",494
2021,6,30,"31,009","14,330",238,"1,511","4,377",148,523,106,51,"1,710",948,598,287,225,"1,790","1,818","16,679","2,563",72,151,72,147,38,14,35,982,955,"1,373","1,109","2,265","1,305","5,018",580
2021,6,40,"38,809","18,455",449,"2,476","5,617",191,666,188,122,"1,803","1,253",771,329,188,"2,432","1,970","20,354","3,176",131,273,118,220,78,22,52,"1,029","1,183","1,339","1,537","2,311","1,543","6,528",814
2021,6,50,"44,815","21,307",797,"3,036","4,641",358,935,387,187,"2,200","1,663","1,184",437,265,"2,664","2,553","23,508","3,567",244,494,255,470,225,61,119,"1,358","1,603","1,653","1,911","2,742","2,133","5,974",699
2021,6,60,"39,946","18,678",991,"2,248","3,375",499,957,500,229,"2,364","1,914","1,470",493,223,"2,020","1,395","21,268","3,064",430,564,310,656,311,98,197,"1,543","1,301","1,883","1,927","2,308","1,864","4,133",679
2021,6,70,"17,652","8,368",542,877,"1,215",260,497,373,151,"1,246","1,078",792,282,97,531,427,"9,284","1,326",228,361,223,405,191,62,116,878,477,"1,116",909,742,695,"1,247",308
2021,6,80,"5,341","2,350",236,225,376,69,178,201,64,240,254,218,82,30,86,91,"2,991",474,130,168,95,192,111,20,55,298,121,315,282,182,194,269,85
2021,6,90,385,145,16,10,26,4,14,19,3,12,8,20,2,1,3,7,240,40,5,13,8,24,8,5,8,17,10,25,24,13,17,20,3
2021,6,100,13,9,2,1,0,0,1,0,0,0,0,1,2,0,1,1,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021,7,총,"254,961","119,374","3,731","15,526","29,715","1,773","4,958","1,976",917,"12,818","8,835","6,191","2,593","1,760","15,573","13,008","135,587","20,560","1,428","2,354","1,224","2,409","1,057",303,644,"7,671","8,417","9,855","10,762","15,787","11,438","36,984","4,694"
2021,7,0,"19,836","8,717",65,"1,182","2,811",30,281,38,14,574,311,223,102,87,"1,836","1,163","11,119","2,005",31,50,15,36,19,3,7,274,583,401,723,"1,609",842,"4,076",445
2021,7,10,"24,274","11,069",136,"1,878","3,117",61,385,50,43,784,397,360,134,96,"2,081","1,547","13,205","1,916",49,107,42,86,32,7,26,410,969,459,"1,027","1,613","1,224","4,652",586
2021,7,20,"32,792","15,900",258,"2,063","4,090",159,531,119,58,"1,909","1,000",565,438,546,"2,126","2,038","16,892","2,415",110,182,87,175,43,14,27,876,"1,209","1,262","1,317","2,023","1,603","5,060",489
2021,7,30,"30,909","14,283",240,"1,500","4,377",148,524,107,50,"1,693",952,589,292,226,"1,786","1,799","16,626","2,544",70,144,71,147,37,12,34,979,959,"1,379","1,105","2,242","1,318","5,014",571
2021,7,40,"38,802","18,446",445,"2,480","5,635",185,658,184,119,"1,804","1,248",765,332,186,"2,437","1,968","20,356","3,178",133,270,121,218,79,21,54,"1,031","1,184","1,350","1,526","2,315","1,545","6,516",815
2021,7,50,"44,752","21,278",789,"3,037","4,665",354,933,388,184,"2,191","1,667","1,171",435,267,"2,642","2,555","23,474","3,552",241,498,250,470,226,62,122,"1,361","1,597","1,650","1,911","2,725","2,127","5,970",712
2021,7,60,"40,118","18,778","1,000","2,269","3,405",506,958,501,232,"2,362","1,912","1,478",492,224,"2,033","1,406","21,340","3,095",427,563,311,654,311,97,198,"1,549","1,304","1,888","1,929","2,315","1,871","4,149",679
2021,7,70,"17,704","8,391",545,880,"1,208",255,496,372,152,"1,249","1,083",797,284,97,540,433,"9,313","1,333",231,358,223,408,194,60,112,871,481,"1,119",914,746,695,"1,259",309
2021,7,80,"5,372","2,355",235,226,378,71,177,198,62,240,256,222,80,30,88,92,"3,017",481,131,169,97,192,108,22,56,301,121,321,286,186,195,266,85
2021,7,90,389,149,16,10,29,4,14,19,3,12,9,20,2,1,3,7,240,40,5,13,7,23,8,5,8,17,10,25,24,13,17,22,3
2021,7,100,13,8,2,1,0,0,1,0,0,0,0,1,2,0,1,0,5,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2021,8,총,"254,837","119,156","3,715","15,484","29,730","1,755","4,934","1,974",923,"12,817","8,791","6,153","2,585","1,767","15,545","12,983","135,681","20,498","1,430","2,348","1,218","2,411","1,056",301,642,"7,654","8,386","9,808","10,734","16,259","11,390","36,851","4,695"
2021,8,0,"19,754","8,638",64,"1,165","2,787",28,271,38,14,570,305,213,104,84,"1,836","1,159","11,116","1,978",32,49,15,38,18,1,7,270,581,389,714,"1,696",838,"4,043",447
2021,8,10,"24,246","11,020",135,"1,874","3,118",62,378,51,44,779,387,356,132,95,"2,082","1,527","13,226","1,907",49,110,42,85,33,7,27,409,958,467,"1,024","1,658","1,221","4,647",582
2021,8,20,"32,745","15,887",255,"2,047","4,116",156,529,119,60,"1,908",997,559,438,554,"2,119","2,030","16,858","2,409",107,182,85,173,43,12,26,876,"1,201","1,255","1,325","2,058","1,575","5,043",488
2021,8,30,"30,776","14,147",239,"1,490","4,337",141,523,106,51,"1,680",930,574,283,229,"1,760","1,804","16,629","2,523",72,142,67,147,36,13,35,967,950,"1,362","1,093","2,373","1,307","4,976",566
2021,8,40,"38,702","18,384",441,"2,453","5,629",183,647,184,123,"1,804","1,242",761,333,187,"2,443","1,954","20,318","3,153",131,271,123,217,79,19,54,"1,020","1,176","1,348","1,518","2,386","1,537","6,470",816
2021,8,50,"44,774","21,265",783,"3,035","4,671",353,935,390,185,"2,206","1,664","1,161",436,264,"2,632","2,550","23,509","3,555",239,494,243,470,223,64,120,"1,365","1,586","1,645","1,913","2,775","2,128","5,981",708
2021,8,60,"40,250","18,870","1,002","2,290","3,449",505,962,499,232,"2,363","1,908","1,479",493,225,"2,038","1,425","21,380","3,110",434,561,316,652,313,98,199,"1,552","1,319","1,873","1,913","2,348","1,873","4,132",687
2021,8,70,"17,789","8,425",542,890,"1,215",255,497,373,149,"1,249","1,091",806,282,99,544,433,"9,364","1,341",227,360,222,413,195,60,111,870,484,"1,120",922,758,696,"1,271",314
2021,8,80,"5,398","2,362",236,228,379,68,175,197,62,246,258,223,80,29,87,94,"3,036",481,134,165,98,194,108,22,57,306,121,323,288,194,195,266,84
2021,8,90,390,150,16,11,29,4,16,17,3,12,9,20,2,1,3,7,240,40,5,14,7,22,8,5,6,17,10,25,24,13,19,22,3
2021,8,100,13,8,2,1,0,0,1,0,0,0,0,1,2,0,1,0,5,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2021,9,총,"254,738","119,087","3,713","15,442","29,800","1,756","4,910","1,976",920,"12,782","8,797","6,116","2,578","1,772","15,557","12,968","135,651","20,499","1,431","2,338","1,218","2,407","1,052",302,643,"7,618","8,388","9,804","10,719","16,360","11,388","36,795","4,689"
2021,9,0,"19,658","8,576",60,"1,154","2,777",26,268,37,14,568,301,210,107,81,"1,831","1,142","11,082","1,980",34,48,15,37,18,1,6,258,576,389,710,"1,715",838,"4,009",448
2021,9,10,"24,233","11,016",139,"1,863","3,135",63,376,52,43,767,387,351,131,97,"2,089","1,523","13,217","1,900",50,106,40,84,33,7,25,403,958,463,"1,021","1,673","1,219","4,659",576
2021,9,20,"32,598","15,790",249,"2,029","4,110",156,522,122,60,"1,886",985,554,432,551,"2,117","2,017","16,808","2,405",106,181,89,170,41,12,30,859,"1,191","1,269","1,315","2,055","1,570","5,022",493
2021,9,30,"30,746","14,152",239,"1,486","4,359",138,514,106,50,"1,691",935,566,287,237,"1,745","1,799","16,594","2,517",69,139,66,146,36,14,35,965,952,"1,348","1,090","2,391","1,314","4,953",559
2021,9,40,"38,652","18,358",443,"2,445","5,629",182,646,182,124,"1,785","1,240",748,328,188,"2,465","1,953","20,294","3,157",129,263,123,213,75,19,52,"1,014","1,173","1,353","1,515","2,414","1,524","6,454",816
2021,9,50,"44,805","21,301",773,"3,041","4,689",355,927,391,182,"2,197","1,683","1,163",438,262,"2,629","2,571","23,504","3,545",235,497,245,468,228,65,121,"1,364","1,587","1,639","1,913","2,775","2,118","5,995",709
2021,9,60,"40,330","18,891","1,007","2,285","3,467",510,967,500,234,"2,374","1,899","1,464",490,225,"2,043","1,426","21,439","3,127",437,568,312,658,311,97,199,"1,551","1,330","1,868","1,917","2,358","1,878","4,143",685
2021,9,70,"17,875","8,465",546,898,"1,221",253,496,371,149,"1,252","1,099",817,280,100,548,435,"9,410","1,340",228,357,223,414,195,61,113,875,487,"1,126",924,771,710,"1,270",316
2021,9,80,"5,435","2,376",238,228,382,69,176,197,61,250,259,223,81,30,86,96,"3,059",486,138,164,98,194,106,22,56,310,124,323,291,195,199,268,85
2021,9,90,392,153,17,12,30,4,17,18,3,12,9,19,2,1,3,6,239,41,5,15,7,23,9,4,6,17,10,25,23,13,17,22,2
2021,9,100,14,9,2,1,1,0,1,0,0,0,0,1,2,0,1,0,5,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2021,10,총,"254,811","119,172","3,716","15,432","29,902","1,754","4,898","1,972",920,"12,753","8,801","6,110","2,569","1,774","15,590","12,981","135,639","20,493","1,442","2,332","1,202","2,411","1,056",300,641,"7,613","8,355","9,817","10,711","16,354","11,410","36,815","4,687"
2021,10,0,"19,544","8,542",60,"1,153","2,766",25,266,36,15,563,296,213,103,80,"1,841","1,125","11,002","1,967",34,49,15,37,18,1,6,258,575,383,697,"1,707",829,"3,988",438
2021,10,10,"24,205","10,992",138,"1,854","3,128",62,378,50,41,761,387,348,127,95,"2,104","1,519","13,213","1,900",49,107,38,84,33,7,25,404,953,465,"1,020","1,663","1,215","4,677",573
2021,10,20,"32,537","15,782",247,"2,031","4,115",155,518,120,62,"1,859",990,551,437,550,"2,116","2,031","16,755","2,391",107,177,83,171,43,11,30,860,"1,172","1,260","1,309","2,044","1,575","5,035",487
2021,10,30,"30,756","14,141",237,"1,473","4,379",139,514,103,49,"1,687",928,568,284,240,"1,739","1,801","16,615","2,515",71,139,65,149,36,14,36,958,946,"1,365","1,094","2,403","1,326","4,937",561
2021,10,40,"38,678","18,420",444,"2,430","5,686",181,649,178,122,"1,797","1,237",746,329,186,"2,482","1,953","20,258","3,151",132,263,121,211,73,19,52,"1,020","1,167","1,349","1,518","2,399","1,526","6,438",819
2021,10,50,"44,808","21,307",774,"3,048","4,713",353,923,396,182,"2,201","1,679","1,152",434,265,"2,611","2,576","23,501","3,537",237,492,242,466,230,63,122,"1,355","1,579","1,650","1,912","2,781","2,122","6,002",711
2021,10,60,"40,434","18,917","1,013","2,294","3,475",512,958,503,236,"2,361","1,906","1,465",488,224,"2,050","1,432","21,517","3,155",433,568,313,661,310,96,199,"1,551","1,335","1,862","1,925","2,370","1,877","4,172",690
2021,10,70,"17,976","8,514",542,908,"1,233",256,498,365,148,"1,256","1,107",823,281,101,554,442,"9,462","1,350",236,356,220,417,196,63,111,878,492,"1,129",923,775,719,"1,276",321
2021,10,80,"5,450","2,390",243,228,375,67,175,203,63,255,261,224,81,32,87,96,"3,060",486,138,165,97,192,106,22,53,308,126,328,289,198,203,266,83
2021,10,90,411,159,17,12,31,4,18,18,2,13,10,19,3,1,5,6,252,40,5,16,8,23,11,4,7,20,10,25,24,14,17,24,4
2021,10,100,12,8,1,1,1,0,1,0,0,0,0,1,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021,11,총,"255,032","119,349","3,714","15,441","29,996","1,760","4,894","1,969",923,"12,779","8,821","6,105","2,584","1,815","15,584","12,964","135,683","20,509","1,451","2,346","1,195","2,409","1,058",303,640,"7,596","8,344","9,826","10,712","16,358","11,398","36,845","4,693"
2021,11,0,"19,410","8,494",59,"1,144","2,755",27,255,36,15,565,293,215,104,79,"1,835","1,112","10,916","1,958",34,48,15,38,17,1,6,260,566,379,685,"1,704",821,"3,957",427
2021,11,10,"24,224","11,004",139,"1,864","3,123",65,381,50,40,758,390,347,131,93,"2,115","1,508","13,220","1,888",50,114,35,82,34,8,25,399,952,460,"1,021","1,665","1,214","4,696",577
2021,11,20,"32,637","15,850",246,"2,012","4,169",155,518,112,64,"1,855",987,545,448,592,"2,101","2,046","16,787","2,401",107,176,85,172,42,11,30,861,"1,170","1,259","1,310","2,036","1,571","5,064",492
2021,11,30,"30,761","14,141",237,"1,472","4,381",139,511,105,48,"1,696",938,560,283,246,"1,729","1,796","16,620","2,520",72,142,64,142,36,14,35,958,960,"1,390","1,076","2,394","1,322","4,933",562
2021,11,40,"38,696","18,468",443,"2,439","5,702",181,649,179,124,"1,807","1,228",751,328,180,"2,504","1,953","20,228","3,137",135,256,122,211,73,20,52,"1,017","1,155","1,346","1,526","2,403","1,527","6,428",820
2021,11,50,"44,789","21,295",769,"3,045","4,718",352,926,393,180,"2,204","1,691","1,154",432,266,"2,604","2,561","23,494","3,529",236,500,239,469,229,65,120,"1,342","1,574","1,658","1,905","2,776","2,117","6,024",711
2021,11,60,"40,525","18,945","1,015","2,307","3,494",516,958,505,239,"2,353","1,912","1,463",487,222,"2,038","1,436","21,580","3,183",438,572,314,659,318,97,197,"1,551","1,337","1,857","1,943","2,380","1,878","4,161",695
2021,11,70,"18,097","8,584",541,918,"1,238",258,503,368,149,"1,272","1,113",822,283,104,567,448,"9,513","1,360",237,356,218,421,191,60,114,878,494,"1,125",934,788,725,"1,289",323
2021,11,80,"5,468","2,405",248,228,383,64,175,203,63,255,260,229,83,32,84,98,"3,063",492,136,165,95,191,109,23,53,310,126,326,287,195,204,269,82
2021,11,90,415,157,17,11,32,3,18,18,1,14,9,18,3,1,6,6,258,40,6,17,8,24,9,4,8,19,10,25,25,17,18,24,4
2021,11,100,10,6,0,1,1,0,0,0,0,0,0,1,2,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021,12,총,"255,292","119,438","3,699","15,421","30,070","1,764","4,913","1,974",928,"12,828","8,809","6,082","2,564","1,822","15,571","12,993","135,854","20,538","1,455","2,338","1,208","2,414","1,069",304,646,"7,613","8,343","9,838","10,724","16,355","11,397","36,901","4,711"
2021,12,0,"19,334","8,458",56,"1,127","2,734",29,257,36,15,567,287,213,97,84,"1,831","1,125","10,876","1,962",32,48,17,38,17,1,7,258,563,388,675,"1,689",814,"3,938",429
2021,12,10,"24,225","10,994",136,"1,866","3,119",70,376,51,41,756,393,344,128,92,"2,122","1,500","13,231","1,889",50,110,36,86,32,8,26,400,948,455,"1,012","1,671","1,221","4,703",584
2021,12,20,"32,678","15,900",243,"2,012","4,219",154,524,111,65,"1,868",982,543,450,586,"2,091","2,052","16,778","2,398",106,173,89,171,42,11,30,852,"1,160","1,259","1,335","2,032","1,571","5,058",491
2021,12,30,"30,755","14,115",238,"1,458","4,370",140,507,107,48,"1,709",934,546,277,252,"1,720","1,809","16,640","2,523",74,140,63,145,38,14,34,955,959,"1,400","1,083","2,394","1,314","4,939",565
2021,12,40,"38,751","18,486",440,"2,428","5,706",179,659,182,126,"1,809","1,236",748,329,181,"2,515","1,948","20,265","3,137",134,256,125,209,74,20,54,"1,029","1,158","1,355","1,528","2,402","1,527","6,431",826
