년도,월,나이,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2021,9,100,32,5,4,2,1,1,4,1,2,5,1,6,0
2021,10,총,"294,852","25,649","29,078","19,371","15,813","19,117","23,179","27,924","19,986","35,036","20,889","33,248","25,562"
2021,10,0,"17,340","1,349","1,752",743,595,827,"1,435","1,671",962,"2,580","1,339","1,545","2,542"
2021,10,10,"25,653","2,236","2,605","1,188",904,"1,426","2,502","2,669","1,378","3,579","1,722","2,574","2,870"
2021,10,20,"42,481","3,533","4,114","2,874","2,388","3,210","3,721","4,115","2,843","5,176","2,879","4,872","2,756"
2021,10,30,"37,626","3,050","3,393","2,443","2,151","2,788","2,540","3,404","2,763","4,776","2,503","4,298","3,517"
2021,10,40,"44,549","3,622","4,287","2,640","1,962","2,440","3,820","4,284","2,638","5,822","3,094","4,796","5,144"
2021,10,50,"59,457","5,133","5,837","4,152","3,345","4,127","5,153","5,620","3,989","7,011","4,157","6,960","3,973"
2021,10,60,"43,000","4,220","4,526","3,348","2,887","3,008","2,742","4,037","3,393","3,892","3,143","4,812","2,992"
2021,10,70,"15,729","1,619","1,734","1,309","1,052",767,649,"1,357","1,328","1,317","1,291","2,117","1,189"
2021,10,80,"7,780",768,734,596,449,453,500,670,603,754,649,"1,109",495
2021,10,90,"1,206",114,92,76,80,70,113,96,88,124,111,158,84
2021,10,100,31,5,4,2,0,1,4,1,1,5,1,7,0
2021,11,총,"295,462","26,941","28,965","19,314","15,782","19,067","23,183","27,834","19,858","35,050","20,872","33,133","25,463"
2021,11,0,"17,343","1,527","1,720",731,580,821,"1,426","1,654",946,"2,593","1,329","1,525","2,491"
2021,11,10,"25,561","2,297","2,583","1,184",903,"1,409","2,508","2,645","1,358","3,561","1,704","2,540","2,869"
2021,11,20,"42,455","3,661","4,100","2,859","2,375","3,193","3,710","4,099","2,804","5,169","2,877","4,870","2,738"
2021,11,30,"37,936","3,406","3,387","2,437","2,147","2,777","2,538","3,407","2,768","4,777","2,508","4,286","3,498"
2021,11,40,"44,532","3,809","4,252","2,626","1,963","2,434","3,811","4,256","2,624","5,818","3,074","4,760","5,105"
2021,11,50,"59,480","5,296","5,820","4,129","3,324","4,114","5,158","5,601","3,974","6,997","4,162","6,933","3,972"
2021,11,60,"43,344","4,385","4,522","3,370","2,917","3,019","2,758","4,038","3,383","3,932","3,160","4,842","3,018"
2021,11,70,"15,764","1,653","1,750","1,306","1,047",777,645,"1,360","1,314","1,318","1,295","2,107","1,192"
2021,11,80,"7,811",787,736,595,446,451,510,674,598,758,651,"1,109",496
2021,11,90,"1,210",115,91,75,80,71,116,99,88,124,111,156,84
2021,11,100,26,5,4,2,0,1,3,1,1,3,1,5,0
2021,12,총,"295,696","27,361","28,995","19,230","15,790","19,091","23,166","27,815","19,816","34,996","20,887","33,090","25,459"
2021,12,0,"17,269","1,564","1,716",707,577,823,"1,417","1,637",941,"2,585","1,320","1,515","2,467"
2021,12,10,"25,481","2,320","2,580","1,168",906,"1,394","2,506","2,622","1,347","3,533","1,705","2,512","2,888"
2021,12,20,"42,409","3,706","4,109","2,854","2,364","3,188","3,683","4,105","2,801","5,146","2,866","4,866","2,721"
2021,12,30,"38,076","3,502","3,393","2,422","2,148","2,796","2,567","3,410","2,769","4,785","2,516","4,297","3,471"
2021,12,40,"44,577","3,894","4,239","2,607","1,962","2,433","3,808","4,252","2,638","5,796","3,067","4,762","5,119"
2021,12,50,"59,417","5,360","5,825","4,117","3,308","4,104","5,129","5,592","3,950","7,004","4,175","6,890","3,963"
2021,12,60,"43,573","4,436","4,544","3,372","2,942","3,045","2,781","4,056","3,377","3,945","3,173","4,867","3,035"
2021,12,70,"15,806","1,662","1,763","1,301","1,056",785,649,"1,364","1,301","1,323","1,293","2,101","1,208"
2021,12,80,"7,840",795,731,603,447,449,506,675,603,751,662,"1,120",498
2021,12,90,"1,221",117,91,77,80,73,117,101,88,125,109,154,89
2021,12,100,27,5,4,2,0,1,3,1,1,3,1,6,0
