년도,월,나이,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2020,8,0,"17,524",105,144,140,47,308,231,"1,367",918,277,471,"1,160",215,281,722,565,601,192,479,242,558,"1,301",636,333,252,33,"1,406","2,093","2,447"
2020,8,10,"23,045",105,245,178,62,299,376,"2,044","1,163",498,810,"1,254",386,270,830,"1,046",790,343,748,460,968,"2,578",959,590,477,89,"1,349","2,160","1,968"
2020,8,20,"33,156",438,707,474,239,484,"1,126","3,734","1,335",993,"1,122","1,640",706,407,"1,261","1,338","1,336",606,"1,253",883,"1,338","2,583","1,118","1,027","1,072",149,"1,506","2,684","1,597"
2020,8,30,"29,393",529,462,417,249,586,991,"2,500","1,116",805,832,"1,825",571,440,"1,379",871,"1,084",454,"1,037",735,926,"1,425",878,684,821,130,"1,861","3,174","2,611"
2020,8,40,"34,207",372,487,426,266,632,952,"2,770","1,440",915,924,"1,929",736,501,"1,436","1,196","1,212",556,"1,158",903,"1,202","2,565","1,068",887,851,159,"2,039","3,419","3,206"
2020,8,50,"35,365",393,502,404,343,633,"1,042","3,161","1,487","1,136","1,142","1,771",941,497,"1,526","1,450","1,207",697,"1,443","1,335","1,372","2,767","1,134","1,129","1,213",314,"1,720","2,866","1,740"
2020,8,60,"24,954",363,506,304,306,538,803,"2,071","1,213",962,881,"1,194",943,338,"1,267","1,056",897,567,"1,231","1,313",729,"1,109",757,768,"1,031",292,976,"1,719",820
2020,8,70,"13,022",205,324,203,180,407,496,"1,072",603,588,396,628,590,230,723,468,462,453,696,657,321,467,332,360,478,164,429,773,317
2020,8,80,"4,151",73,154,77,67,113,178,303,166,202,122,143,195,69,226,153,187,135,197,219,90,193,118,84,153,69,129,246,90
2020,8,90,339,6,14,4,9,9,12,25,9,9,12,18,14,4,19,13,16,14,13,18,7,24,9,7,9,8,11,20,6
2020,8,100,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020,9,총,"214,717","2,593","3,552","2,616","1,749","3,980","6,222","19,024","9,454","6,355","6,593","11,590","5,252","3,013","9,371","8,118","7,794","4,015","8,242","6,740","7,494","14,969","6,992","5,816","6,326","1,403","11,405","19,246","14,793"
2020,9,0,"17,420",101,144,142,46,301,229,"1,351",913,277,469,"1,156",214,279,717,555,587,185,473,241,547,"1,298",633,333,251,35,"1,409","2,111","2,423"
2020,9,10,"22,937",111,243,179,60,299,376,"2,049","1,164",491,795,"1,260",379,265,822,"1,032",783,336,748,453,963,"2,560",955,579,468,90,"1,345","2,152","1,980"
2020,9,20,"33,141",440,707,469,237,486,"1,126","3,754","1,344",979,"1,119","1,644",701,400,"1,260","1,335","1,349",613,"1,248",878,"1,329","2,571","1,116","1,027","1,055",147,"1,483","2,728","1,596"
2020,9,30,"29,197",523,466,416,245,571,999,"2,476","1,098",796,805,"1,824",556,435,"1,385",859,"1,086",456,"1,032",733,905,"1,419",867,676,825,130,"1,851","3,168","2,595"
2020,9,40,"34,100",372,491,423,264,626,949,"2,767","1,446",911,902,"1,931",725,502,"1,420","1,205","1,209",559,"1,161",888,"1,208","2,546","1,070",873,844,157,"2,029","3,422","3,200"
2020,9,50,"35,289",394,499,401,339,631,"1,042","3,147","1,489","1,132","1,115","1,775",933,493,"1,518","1,438","1,212",696,"1,436","1,328","1,384","2,771","1,127","1,113","1,200",312,"1,735","2,880","1,749"
2020,9,60,"25,088",366,505,306,305,538,811,"2,073","1,212",970,873,"1,205",948,338,"1,276","1,059",903,570,"1,230","1,324",736,"1,123",764,761,"1,044",290,979,"1,746",833
2020,9,70,"13,025",205,327,200,177,405,501,"1,078",611,585,388,631,588,227,723,469,464,449,701,656,322,460,331,362,475,165,433,774,318
2020,9,80,"4,172",73,154,76,66,114,177,308,165,204,118,145,193,70,231,153,184,137,201,220,93,195,120,84,155,70,130,244,92
2020,9,90,336,6,15,4,9,9,12,21,12,10,8,18,12,4,18,13,17,14,12,19,7,24,9,8,9,7,11,21,7
2020,9,100,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020,10,총,"214,238","2,588","3,515","2,618","1,750","3,972","6,222","19,021","9,438","6,312","6,517","11,593","5,258","3,011","9,353","8,081","7,777","4,008","8,221","6,706","7,479","14,939","6,993","5,772","6,278","1,401","11,415","19,233","14,767"
2020,10,0,"17,278",105,140,146,46,301,221,"1,329",915,262,471,"1,137",211,275,715,550,581,177,471,242,541,"1,298",625,336,245,34,"1,407","2,100","2,397"
2020,10,10,"22,830",109,237,175,54,292,371,"2,042","1,154",483,782,"1,263",380,266,819,"1,026",783,334,741,446,967,"2,550",965,576,464,92,"1,338","2,136","1,985"
2020,10,20,"33,046",438,689,474,237,488,"1,148","3,751","1,344",969,"1,109","1,640",705,401,"1,253","1,328","1,347",615,"1,245",865,"1,324","2,567","1,116",998,"1,034",145,"1,487","2,739","1,590"
2020,10,30,"29,028",522,463,412,250,575,987,"2,469","1,091",796,779,"1,814",561,433,"1,384",850,"1,077",458,"1,025",731,897,"1,403",861,668,822,131,"1,846","3,142","2,581"
2020,10,40,"33,992",367,487,430,266,626,941,"2,775","1,432",898,898,"1,934",722,504,"1,409","1,190","1,202",559,"1,162",871,"1,197","2,525","1,066",868,838,157,"2,038","3,425","3,205"
2020,10,50,"35,203",393,498,392,340,627,"1,039","3,161","1,480","1,128","1,096","1,777",928,490,"1,522","1,431","1,205",699,"1,436","1,320","1,375","2,769","1,129","1,111","1,181",309,"1,728","2,897","1,742"
2020,10,60,"25,248",366,498,312,302,536,819,"2,080","1,224",973,871,"1,222",950,341,"1,279","1,070",915,570,"1,225","1,334",753,"1,143",767,763,"1,051",292,991,"1,753",848
2020,10,70,"13,062",209,330,197,177,402,502,"1,081",618,588,379,638,595,227,726,470,465,447,702,654,325,463,337,358,474,164,434,781,319
2020,10,80,"4,197",72,157,76,68,116,181,310,168,205,123,148,192,71,226,154,184,135,201,224,93,195,118,86,158,70,135,238,93
2020,10,90,342,5,15,4,9,9,13,23,12,10,8,19,11,3,19,12,18,14,13,19,7,24,9,8,11,7,11,22,7
2020,10,100,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020,11,총,"214,023","2,608","3,503","2,577","1,753","3,967","6,212","19,290","9,419","6,277","6,414","11,642","5,233","2,990","9,341","8,043","7,764","3,990","8,217","6,677","7,452","14,919","6,959","5,765","6,228","1,401","11,442","19,193","14,747"
2020,11,0,"17,199",108,138,144,47,295,224,"1,350",901,259,471,"1,128",210,275,717,543,576,174,465,237,537,"1,293",623,335,237,34,"1,400","2,091","2,387"
2020,11,10,"22,762",110,238,172,55,293,368,"2,068","1,149",482,768,"1,278",374,264,814,"1,021",773,333,741,444,968,"2,539",951,568,454,97,"1,342","2,129","1,969"
2020,11,20,"33,006",433,691,459,241,491,"1,146","3,803","1,338",967,"1,092","1,639",704,392,"1,242","1,319","1,356",610,"1,240",852,"1,309","2,570","1,106","1,003","1,023",144,"1,494","2,738","1,604"
2020,11,30,"28,920",538,460,404,255,566,988,"2,533","1,081",781,768,"1,828",546,429,"1,366",840,"1,067",448,"1,026",719,895,"1,409",851,670,815,129,"1,832","3,121","2,555"
2020,11,40,"33,926",371,483,422,263,620,935,"2,808","1,428",892,886,"1,942",717,501,"1,413","1,171","1,202",563,"1,156",875,"1,187","2,517","1,063",859,830,149,"2,043","3,416","3,214"
2020,11,50,"35,168",387,493,389,335,635,"1,032","3,187","1,478","1,119","1,076","1,781",928,490,"1,528","1,441","1,197",688,"1,441","1,313","1,371","2,761","1,126","1,106","1,171",313,"1,738","2,893","1,751"
2020,11,60,"25,350",372,498,313,300,530,818,"2,117","1,239",977,849,"1,237",948,338,"1,283","1,072",921,574,"1,228","1,331",755,"1,145",772,766,"1,051",294,"1,003","1,765",854
2020,11,70,"13,132",210,328,195,178,410,507,"1,088",625,584,376,641,599,230,730,469,466,450,706,661,330,467,342,360,479,163,441,783,314
2020,11,80,"4,202",72,157,76,69,118,181,312,168,206,120,147,193,68,228,155,186,136,200,225,92,194,116,90,157,71,138,236,91
2020,11,90,347,5,16,3,9,9,13,24,12,10,7,20,11,3,18,12,20,14,14,20,8,24,9,8,11,7,11,21,8
2020,11,100,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,총,"213,611","2,610","3,487","2,569","1,744","3,941","6,192","19,284","9,383","6,232","6,329","11,736","5,234","2,990","9,341","8,024","7,746","3,987","8,167","6,667","7,440","14,895","6,941","5,744","6,230","1,396","11,408","19,206","14,688"
2020,12,0,"17,135",110,135,141,48,293,223,"1,365",893,254,465,"1,134",207,269,714,537,574,173,454,225,544,"1,296",626,333,235,34,"1,399","2,090","2,364"
2020,12,10,"22,648",112,234,171,54,294,362,"2,050","1,147",478,761,"1,283",369,265,805,"1,019",763,340,733,445,963,"2,537",947,558,464,97,"1,316","2,120","1,961"
2020,12,20,"32,936",427,694,463,246,478,"1,133","3,808","1,325",945,"1,066","1,646",708,399,"1,240","1,307","1,359",609,"1,241",854,"1,305","2,555","1,097","1,006","1,019",144,"1,509","2,735","1,618"
2020,12,30,"28,847",538,457,411,251,567,992,"2,530","1,075",780,746,"1,854",547,429,"1,367",844,"1,065",438,"1,017",711,895,"1,406",838,675,817,131,"1,824","3,120","2,522"
2020,12,40,"33,788",371,476,427,254,617,935,"2,792","1,415",884,881,"1,954",716,505,"1,416","1,161","1,188",558,"1,153",862,"1,185","2,510","1,057",852,826,147,"2,027","3,410","3,209"
2020,12,50,"35,099",388,494,378,333,634,"1,030","3,193","1,470","1,118","1,064","1,796",923,481,"1,528","1,439","1,192",694,"1,420","1,325","1,365","2,750","1,133","1,090","1,165",311,"1,736","2,906","1,743"
2020,12,60,"25,398",374,498,303,300,516,823,"2,122","1,244",969,848,"1,253",954,336,"1,290","1,074",925,577,"1,226","1,332",749,"1,152",775,773,"1,053",292,"1,008","1,777",855
2020,12,70,"13,169",210,327,198,182,413,499,"1,090",631,591,367,640,602,236,731,473,474,447,704,665,334,468,341,355,487,161,439,789,315
2020,12,80,"4,238",73,155,73,66,121,184,309,170,204,123,156,193,67,230,157,186,137,205,229,93,198,118,93,154,72,140,239,93
2020,12,90,342,5,16,4,9,8,11,25,13,9,7,19,12,3,18,13,20,14,14,19,7,23,9,9,10,7,10,20,8
2020,12,100,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,총,"213,745","2,612","3,486","2,575","1,740","3,909","6,197","19,230","9,387","6,223","6,293","11,751","5,223","2,969","9,953","7,958","7,665","3,977","8,119","6,646","7,413","14,878","6,940","5,712","6,232","1,390","11,425","19,177","14,665"
2021,1,0,"17,014",107,140,140,45,288,223,"1,343",880,253,450,"1,121",207,267,772,524,558,167,451,225,541,"1,278",620,334,232,34,"1,403","2,072","2,339"
2021,1,10,"22,568",109,227,169,54,293,350,"2,032","1,159",473,760,"1,287",366,264,860,"1,005",755,340,723,440,940,"2,521",952,554,459,93,"1,303","2,110","1,970"
2021,1,20,"32,900",427,700,475,246,463,"1,129","3,812","1,323",942,"1,056","1,623",705,398,"1,324","1,296","1,344",613,"1,244",838,"1,307","2,563","1,098",977,"1,025",143,"1,508","2,708","1,613"
2021,1,30,"28,855",535,452,416,252,557,"1,002","2,510","1,078",782,738,"1,843",548,418,"1,498",837,"1,057",426,990,710,892,"1,406",831,679,813,126,"1,816","3,134","2,509"
2021,1,40,"33,830",376,473,427,247,619,933,"2,793","1,415",882,883,"1,989",706,503,"1,515","1,142","1,178",555,"1,141",861,"1,180","2,495","1,055",850,825,147,"2,049","3,385","3,206"
2021,1,50,"35,182",391,503,371,334,635,"1,037","3,177","1,461","1,115","1,050","1,810",928,480,"1,621","1,433","1,178",690,"1,418","1,315","1,367","2,771","1,137","1,087","1,164",306,"1,736","2,912","1,755"
2021,1,60,"25,534",373,495,306,303,514,823,"2,136","1,249",967,856,"1,262",947,328,"1,352","1,076",920,585,"1,225","1,341",750,"1,153",774,774,"1,059",301,"1,015","1,801",849
2021,1,70,"13,230",212,328,193,183,406,503,"1,089",638,592,367,641,603,240,753,476,471,447,706,670,336,471,344,356,487,160,444,794,320
2021,1,80,"4,269",73,151,74,65,126,186,312,170,208,124,155,197,68,238,157,184,140,208,225,92,196,120,93,157,73,141,240,96
2021,1,90,352,7,16,4,10,8,11,26,14,9,8,19,13,3,18,12,20,14,13,21,8,24,9,8,11,7,10,21,8
2021,1,100,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,총,"213,621","2,592","3,478","2,581","1,727","3,928","6,280","19,189","9,366","6,214","6,265","11,714","5,190","2,968","10,248","7,943","7,625","3,968","8,085","6,621","7,445","14,839","6,909","5,690","6,218","1,379","11,422","19,139","14,598"
2021,2,0,"16,976",104,136,141,43,283,231,"1,343",877,251,455,"1,118",206,267,796,534,557,169,453,223,537,"1,273",606,329,236,32,"1,404","2,053","2,319"
2021,2,10,"22,479",109,228,164,53,291,350,"2,033","1,162",472,756,"1,269",363,259,898,988,745,337,712,431,952,"2,514",947,550,450,87,"1,310","2,101","1,948"
2021,2,20,"32,753",419,696,481,235,489,"1,162","3,777","1,293",934,"1,037","1,616",690,399,"1,368","1,294","1,329",604,"1,234",826,"1,306","2,561","1,082",965,"1,007",141,"1,486","2,719","1,603"
2021,2,30,"28,863",525,450,416,251,561,"1,027","2,522","1,070",779,729,"1,836",541,414,"1,563",831,"1,070",429,991,709,885,"1,384",834,691,817,129,"1,801","3,130","2,478"
2021,2,40,"33,812",376,469,430,244,620,942,"2,789","1,423",871,880,"1,979",699,510,"1,558","1,141","1,159",551,"1,124",852,"1,196","2,476","1,058",841,827,139,"2,067","3,380","3,211"
2021,2,50,"35,139",386,513,370,333,623,"1,032","3,151","1,463","1,121","1,035","1,815",920,481,"1,657","1,420","1,169",694,"1,417","1,308","1,369","2,772","1,128","1,095","1,158",303,"1,732","2,912","1,762"
2021,2,60,"25,670",378,491,306,308,522,835,"2,142","1,256",975,866,"1,258",955,330,"1,382","1,084",915,585,"1,219","1,352",758,"1,166",782,763,"1,062",308,"1,023","1,793",856
2021,2,70,"13,239",213,328,195,184,403,503,"1,085",637,588,375,641,606,237,758,478,475,443,710,668,336,468,342,354,492,159,446,794,321
2021,2,80,"4,332",73,150,74,65,127,187,322,172,214,123,161,192,68,247,162,186,143,212,232,98,201,122,95,158,74,144,237,93
2021,2,90,347,7,16,4,10,9,11,25,13,9,8,20,15,3,19,11,20,13,13,20,8,24,8,7,11,7,9,20,7
2021,2,100,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,총,"213,257","2,571","3,486","2,579","1,704","3,926","6,299","19,181","9,345","6,170","6,261","11,684","5,181","2,957","10,345","7,905","7,589","3,945","8,049","6,590","7,406","14,797","6,906","5,682","6,203","1,380","11,398","19,107","14,611"
2021,3,0,"16,935",107,136,143,45,283,231,"1,319",877,250,467,"1,115",201,266,814,532,550,170,443,226,532,"1,265",601,327,246,30,"1,403","2,042","2,314"
2021,3,10,"22,366",109,232,166,50,296,350,"2,020","1,161",465,755,"1,245",366,260,902,982,743,330,698,426,930,"2,489",956,550,446,82,"1,297","2,097","1,963"
