년도,월,나이,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2020,3,총,"215,039","2,593","3,554","2,635","1,774","4,050","6,018","19,115","9,575","6,466","7,053","11,550","5,407","3,038","9,423","8,209","7,892","4,047","8,354","6,847","7,550","15,259","7,110","5,968","6,355","1,419","25,872","17,906",
2020,3,0,"17,765",102,152,141,51,315,230,"1,394",943,306,503,"1,196",237,287,736,591,631,200,502,267,597,"1,328",669,344,269,41,"3,872","1,861",
2020,3,10,"23,601",107,259,179,68,307,370,"2,106","1,188",529,854,"1,280",404,273,843,"1,060",843,358,792,484,"1,019","2,705","1,001",611,499,83,"3,293","2,086",
2020,3,20,"32,998",450,690,458,226,506,"1,098","3,669","1,365",978,"1,181","1,622",744,387,"1,278","1,342","1,340",606,"1,271",899,"1,317","2,599","1,122","1,056","1,076",159,"3,016","2,543",
2020,3,30,"29,542",531,467,432,261,611,955,"2,526","1,177",822,905,"1,866",580,450,"1,412",894,"1,097",461,"1,052",777,943,"1,446",899,698,822,137,"4,451","2,870",
2020,3,40,"34,338",374,501,401,268,617,935,"2,826","1,433",950,972,"1,905",755,504,"1,444","1,208","1,232",584,"1,193",933,"1,219","2,646","1,102",911,849,164,"5,193","3,219",
2020,3,50,"35,448",399,512,419,332,636,"1,001","3,197","1,521","1,147","1,206","1,759",961,499,"1,552","1,470","1,212",680,"1,461","1,349","1,353","2,805","1,144","1,162","1,217",320,"3,388","2,746",
2020,3,60,"24,279",358,484,313,313,532,769,"2,013","1,193",946,909,"1,157",940,336,"1,217","1,017",875,581,"1,215","1,287",699,"1,063",724,752,"1,002",275,"1,709","1,600",
2020,3,70,"12,683",196,318,210,181,407,486,"1,052",587,580,389,603,585,228,707,461,464,436,670,623,310,443,326,339,476,166,715,725,
2020,3,80,"4,037",67,155,78,63,107,165,308,157,196,121,144,185,70,217,152,182,130,187,213,86,198,114,88,137,66,215,236,
2020,3,90,335,7,15,4,10,12,9,24,11,12,12,17,13,4,16,13,16,11,11,15,7,24,9,7,8,8,20,20,
2020,3,100,13,2,1,0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,
2020,4,총,"215,038","2,592","3,561","2,646","1,780","4,038","6,044","19,110","9,540","6,435","6,999","11,636","5,374","3,055","9,422","8,199","7,875","4,052","8,361","6,837","7,534","15,172","7,092","5,963","6,360","1,411","26,112","17,838",
2020,4,0,"17,671",104,151,144,53,313,228,"1,393",936,295,495,"1,203",231,286,733,582,620,198,502,262,592,"1,317",656,340,261,40,"3,886","1,850",
2020,4,10,"23,516",106,252,183,69,311,374,"2,092","1,187",520,846,"1,290",395,280,847,"1,059",837,352,788,482,996,"2,677",997,610,490,86,"3,331","2,059",
2020,4,20,"33,082",448,691,471,228,502,"1,107","3,696","1,344",975,"1,177","1,637",741,393,"1,277","1,355","1,331",606,"1,268",902,"1,319","2,598","1,126","1,049","1,091",156,"3,052","2,542",
2020,4,30,"29,456",530,472,430,266,602,957,"2,521","1,173",822,901,"1,870",577,449,"1,413",886,"1,092",459,"1,049",768,939,"1,422",886,692,818,133,"4,488","2,841",
2020,4,40,"34,310",375,504,408,265,617,933,"2,816","1,440",939,959,"1,924",744,506,"1,441","1,213","1,226",576,"1,190",920,"1,214","2,625","1,102",909,846,160,"5,251","3,207",
2020,4,50,"35,486",396,520,407,334,636,"1,008","3,190","1,513","1,144","1,189","1,772",962,506,"1,555","1,462","1,224",686,"1,460","1,352","1,365","2,794","1,146","1,166","1,219",320,"3,412","2,748",
2020,4,60,"24,377",360,483,312,311,533,776,"2,009","1,194",947,915,"1,168",938,335,"1,205","1,019",880,593,"1,220","1,294",702,"1,070",724,756,"1,011",274,"1,741","1,607",
2020,4,70,"12,731",197,316,211,180,404,484,"1,058",584,583,383,609,584,227,719,456,465,441,681,628,314,444,334,346,477,167,714,725,
2020,4,80,"4,063",68,156,76,63,109,168,312,158,199,121,145,185,69,215,153,183,129,190,214,86,199,113,88,139,67,217,241,
2020,4,90,333,6,15,4,10,11,9,23,11,11,12,17,14,4,16,13,17,12,13,15,7,24,8,7,8,8,20,18,
2020,4,100,13,2,1,0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,
2020,5,총,"214,894","2,589","3,569","2,634","1,784","4,031","6,058","19,167","9,505","6,412","6,936","11,660","5,345","3,041","9,422","8,181","7,840","4,059","8,350","6,812","7,517","15,147","7,064","5,943","6,362","1,409","26,199","17,858",
2020,5,0,"17,606",103,151,141,49,314,218,"1,402",930,285,485,"1,204",226,281,731,579,612,196,499,260,589,"1,328",648,337,259,38,"3,892","1,849",
2020,5,10,"23,371",102,246,184,66,306,378,"2,079","1,187",516,841,"1,282",386,277,851,"1,053",828,358,781,473,985,"2,636",984,608,487,87,"3,332","2,058",
2020,5,20,"33,093",446,699,471,239,493,"1,103","3,731","1,334",981,"1,166","1,642",735,389,"1,269","1,350","1,327",605,"1,265",902,"1,318","2,598","1,125","1,044","1,075",154,"3,082","2,550",
2020,5,30,"29,359",528,469,421,261,600,962,"2,520","1,161",816,881,"1,875",566,450,"1,398",878,"1,099",460,"1,056",748,929,"1,418",884,697,817,133,"4,499","2,833",
2020,5,40,"34,265",382,496,419,269,625,932,"2,814","1,437",930,953,"1,930",738,500,"1,445","1,206","1,216",571,"1,184",918,"1,206","2,615","1,097",903,855,159,"5,256","3,209",
2020,5,50,"35,522",393,526,401,336,634,"1,021","3,205","1,500","1,137","1,179","1,774",961,502,"1,561","1,468","1,212",688,"1,459","1,356","1,376","2,797","1,143","1,160","1,221",320,"3,433","2,759",
2020,5,60,"24,427",360,489,305,308,533,779,"2,014","1,195",948,910,"1,177",940,338,"1,214","1,025",881,591,"1,216","1,289",703,"1,081",727,752,"1,017",277,"1,747","1,611",
2020,5,70,"12,807",197,320,210,181,403,483,"1,067",589,589,387,609,588,232,719,453,464,445,685,638,318,448,334,349,480,167,721,731,
2020,5,80,"4,095",70,157,78,64,112,173,312,160,199,121,148,188,68,215,155,184,132,192,213,86,200,114,87,143,66,219,239,
2020,5,90,336,6,15,4,10,11,9,23,12,11,12,18,14,4,18,13,17,13,13,15,7,24,8,6,8,8,18,19,
2020,5,100,13,2,1,0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,
2020,6,총,"215,259","2,593","3,558","2,643","1,778","4,017","6,058","19,113","9,470","6,419","6,847","11,630","5,331","3,024","9,405","8,163","7,816","4,041","8,332","6,780","7,480","15,080","7,044","5,924","6,350","1,405","26,259","18,699",
2020,6,0,"17,650",104,147,143,50,316,222,"1,382",927,279,473,"1,182",228,281,719,573,612,195,494,258,573,"1,317",641,339,256,36,"3,889","2,014",
2020,6,10,"23,304",105,249,180,64,307,377,"2,064","1,175",510,834,"1,275",386,274,848,"1,049",810,353,774,471,972,"2,608",974,603,485,86,"3,327","2,144",
2020,6,20,"33,123",443,704,470,240,486,"1,090","3,739","1,330",992,"1,146","1,650",722,394,"1,269","1,344","1,329",601,"1,263",890,"1,319","2,593","1,127","1,043","1,070",149,"3,102","2,618",
2020,6,30,"29,453",526,466,421,259,591,959,"2,496","1,152",814,871,"1,851",567,440,"1,389",875,"1,099",460,"1,039",735,930,"1,425",876,689,821,132,"4,495","3,075",
2020,6,40,"34,333",382,485,431,267,629,939,"2,804","1,429",929,935,"1,933",743,497,"1,441","1,204","1,211",569,"1,184",916,"1,197","2,592","1,092",898,852,156,"5,263","3,355",
2020,6,50,"35,409",393,514,401,336,629,"1,010","3,190","1,499","1,140","1,159","1,769",952,497,"1,550","1,454","1,206",688,"1,454","1,337","1,368","2,781","1,137","1,155","1,211",323,"3,430","2,826",
2020,6,60,"24,649",364,502,308,305,533,788,"2,035","1,191",954,901,"1,186",944,337,"1,234","1,035",890,580,"1,228","1,296",710,"1,090",741,750,"1,021",281,"1,783","1,662",
2020,6,70,"12,882",198,317,207,182,405,491,"1,071",594,588,395,619,586,231,718,461,455,449,688,644,318,453,334,355,481,166,736,740,
2020,6,80,"4,113",70,158,78,65,111,173,310,163,202,120,146,186,69,218,154,186,133,195,218,86,196,114,86,145,68,217,246,
2020,6,90,330,6,15,4,9,10,9,22,10,11,12,18,14,4,18,13,18,13,13,15,7,23,8,6,8,8,17,19,
2020,6,100,13,2,1,0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,
2020,7,총,"215,251","2,587","3,558","2,640","1,774","4,006","6,141","19,066","9,473","6,429","6,785","11,564","5,315","3,028","9,412","8,151","7,826","4,032","8,296","6,771","7,477","15,039","7,011","5,900","6,349","1,400","11,409","19,007","14,805"
2020,7,0,"17,603",103,146,138,49,312,231,"1,374",930,280,469,"1,177",225,281,720,568,608,194,489,251,565,"1,309",633,336,249,34,"1,412","2,072","2,448"
2020,7,10,"23,188",103,249,182,62,299,384,"2,057","1,173",509,826,"1,257",384,271,839,"1,050",800,344,759,468,969,"2,591",969,599,480,86,"1,348","2,155","1,975"
2020,7,20,"33,129",449,703,477,239,485,"1,100","3,726","1,331",993,"1,130","1,634",717,402,"1,271","1,336","1,335",608,"1,258",887,"1,321","2,587","1,121","1,046","1,067",151,"1,495","2,662","1,598"
2020,7,30,"29,454",526,465,419,256,590,981,"2,506","1,132",818,860,"1,828",566,433,"1,385",870,"1,103",460,"1,040",730,928,"1,421",870,678,825,129,"1,863","3,160","2,612"
2020,7,40,"34,295",373,491,429,264,632,942,"2,777","1,436",924,929,"1,930",735,504,"1,446","1,197","1,212",559,"1,177",913,"1,196","2,581","1,082",895,851,155,"2,053","3,402","3,210"
2020,7,50,"35,370",389,508,399,343,635,"1,032","3,172","1,489","1,140","1,149","1,768",948,497,"1,543","1,447","1,208",694,"1,443","1,339","1,375","2,765","1,131","1,140","1,214",317,"1,703","2,849","1,733"
2020,7,60,"24,763",364,506,309,305,527,793,"2,054","1,206",962,896,"1,184",942,337,"1,244","1,050",898,573,"1,221","1,299",708,"1,107",749,756,"1,022",286,966,"1,684",815
2020,7,70,"12,968",200,318,206,181,404,496,"1,070",600,591,391,622,591,229,725,467,457,452,700,649,321,456,333,359,484,165,428,756,317
2020,7,80,"4,133",72,156,77,65,112,172,307,166,203,121,145,190,70,219,153,188,134,196,219,87,197,114,85,149,69,130,247,90
2020,7,90,336,6,15,4,9,10,10,23,10,9,13,18,14,4,19,13,17,14,13,16,7,23,9,6,8,8,11,20,7
2020,7,100,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020,8,총,"215,168","2,591","3,546","2,627","1,769","4,009","6,207","19,047","9,450","6,385","6,713","11,563","5,300","3,037","9,390","8,156","7,792","4,017","8,255","6,765","7,511","15,014","7,009","5,869","6,357","1,407","11,426","19,154","14,802"
