년도,월,나이,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021,9,총,"503,146","230,351","7,354","30,300","55,800","3,392","9,714","4,061","1,873","24,695","17,118","12,235","4,753","2,949","30,536","25,571","272,795","40,876","2,888","4,748","2,504","4,963","2,119",603,"1,315","15,466","16,915","19,855","21,940","33,437","23,037","72,622","9,507"
2021,9,0,"37,884","16,562",126,"2,218","5,399",57,510,64,30,"1,076",567,381,209,136,"3,594","2,195","21,322","3,733",63,94,36,78,37,3,14,540,"1,141",749,"1,349","3,240","1,600","7,778",867
2021,9,10,"46,242","20,964",239,"3,591","5,896",123,744,123,69,"1,466",759,665,258,185,"3,927","2,919","25,278","3,665",80,191,90,186,55,16,38,782,"1,795",906,"1,929","3,200","2,357","8,856","1,132"
2021,9,20,"56,566","26,518",406,"3,484","6,787",249,926,188,95,"3,265","1,639",993,647,706,"3,557","3,576","30,048","4,157",170,295,150,284,56,25,54,"1,579","2,035","2,356","2,325","3,776","2,821","9,060",905
2021,9,30,"57,866","25,999",426,"2,915","7,925",232,938,185,79,"2,872","1,548",958,479,358,"3,700","3,384","31,867","4,891",121,248,98,224,63,14,60,"1,701","1,829","2,323","2,129","4,693","2,475","9,857","1,141"
2021,9,40,"76,585","35,373",703,"5,027","10,368",293,"1,198",295,186,"3,243","2,143","1,377",527,350,"5,332","4,331","41,212","6,240",208,439,193,357,120,33,92,"1,914","2,588","2,512","3,185","5,092","3,279","13,306","1,654"
2021,9,50,"89,139","40,895","1,335","5,981","8,682",654,"1,792",685,314,"4,383","3,301","2,215",816,489,"5,220","5,028","48,244","7,125",464,894,449,887,393,116,208,"2,674","3,363","3,395","4,033","6,035","4,596","12,161","1,451"
2021,9,60,"82,344","38,229","1,991","4,512","6,780",962,"1,887","1,011",451,"5,194","4,184","3,190",986,437,"3,900","2,744","44,115","6,256",814,"1,151",627,"1,298",623,209,381,"3,322","2,709","4,278","4,215","4,825","3,847","8,090","1,470"
2021,9,70,"38,000","17,716","1,306","1,775","2,627",530,"1,119",802,383,"2,481","2,245","1,751",594,200,965,938,"20,284","2,989",502,834,487,928,418,113,256,"2,013","1,041","2,396","1,937","1,745","1,463","2,502",660
2021,9,80,"16,189","7,115",729,716,"1,185",243,520,611,231,632,663,615,208,80,281,401,"9,074","1,571",402,515,317,621,314,62,182,828,358,823,745,729,532,869,206
2021,9,90,"2,254",939,89,77,143,47,76,93,35,80,66,88,27,8,57,53,"1,315",246,63,85,57,99,39,11,27,108,53,113,91,99,65,138,21
2021,9,100,77,41,4,4,8,2,4,4,0,3,3,2,2,0,3,2,36,3,1,2,0,1,1,1,3,5,3,4,2,3,2,5,0
2021,10,총,"503,179","230,407","7,355","30,275","55,938","3,389","9,712","4,054","1,864","24,633","17,137","12,214","4,744","2,957","30,572","25,563","272,772","40,891","2,903","4,741","2,488","4,976","2,124",602,"1,311","15,458","16,847","19,896","21,921","33,437","23,086","72,603","9,488"
2021,10,0,"37,674","16,489",126,"2,203","5,384",58,509,62,30,"1,065",562,382,207,136,"3,603","2,162","21,185","3,726",64,96,37,78,37,3,15,539,"1,136",737,"1,327","3,227","1,600","7,714",849
2021,10,10,"46,185","20,929",240,"3,576","5,885",124,750,120,66,"1,454",759,660,253,183,"3,942","2,917","25,256","3,661",80,193,87,185,54,16,38,782,"1,782",916,"1,909","3,187","2,353","8,886","1,127"
2021,10,20,"56,483","26,489",398,"3,491","6,800",247,919,188,96,"3,220","1,645",992,650,705,"3,551","3,587","29,994","4,138",170,288,145,289,59,25,54,"1,575","2,010","2,354","2,328","3,767","2,825","9,066",901
2021,10,30,"57,754","25,958",424,"2,886","7,933",232,933,182,77,"2,870","1,542",961,481,362,"3,702","3,373","31,796","4,881",122,248,97,226,61,14,59,"1,696","1,808","2,339","2,130","4,701","2,488","9,790","1,136"
2021,10,40,"76,571","35,400",706,"5,003","10,435",294,"1,201",289,180,"3,250","2,136","1,372",526,344,"5,350","4,314","41,171","6,235",215,438,191,358,119,33,95,"1,923","2,572","2,510","3,180","5,074","3,274","13,301","1,653"
2021,10,50,"89,141","40,907","1,332","5,991","8,730",650,"1,791",688,314,"4,371","3,289","2,195",811,498,"5,195","5,052","48,234","7,125",462,884,440,881,396,114,209,"2,663","3,345","3,413","4,032","6,033","4,606","12,174","1,457"
2021,10,60,"82,586","38,305","1,999","4,540","6,796",966,"1,882","1,015",452,"5,182","4,198","3,187",983,438,"3,913","2,754","44,281","6,292",810,"1,153",632,"1,306",620,208,380,"3,323","2,724","4,273","4,238","4,851","3,856","8,142","1,473"
2021,10,70,"38,164","17,798","1,299","1,783","2,641",531,"1,129",797,382,"2,504","2,269","1,755",594,201,972,941,"20,366","3,001",510,830,483,932,418,114,253,"2,018","1,052","2,404","1,940","1,761","1,480","2,505",665
2021,10,80,"16,262","7,151",739,721,"1,181",238,518,615,232,634,669,622,210,83,283,406,"9,111","1,584",402,523,317,622,316,63,177,827,360,831,743,731,537,874,204
2021,10,90,"2,286",940,89,77,145,47,76,94,35,80,64,86,27,7,58,55,"1,346",246,67,86,59,98,43,11,28,110,55,115,92,102,65,146,23
2021,10,100,73,41,3,4,8,2,4,4,0,3,4,2,2,0,3,2,32,2,1,2,0,1,1,1,3,2,3,4,2,3,2,5,0
2021,11,총,"503,388","230,644","7,354","30,298","56,081","3,391","9,713","4,050","1,863","24,622","17,159","12,217","4,768","2,994","30,604","25,530","272,744","40,897","2,916","4,772","2,475","4,967","2,122",609,"1,304","15,450","16,799","19,909","21,921","33,446","23,037","72,607","9,513"
2021,11,0,"37,449","16,442",124,"2,188","5,374",60,498,62,29,"1,063",560,387,209,134,"3,605","2,149","21,007","3,707",65,95,37,78,36,4,15,541,"1,122",728,"1,300","3,213","1,589","7,642",835
2021,11,10,"46,215","20,950",241,"3,583","5,887",128,755,119,65,"1,449",757,658,257,181,"3,964","2,906","25,265","3,637",82,203,81,180,54,18,38,784,"1,772",918,"1,910","3,191","2,332","8,925","1,140"
2021,11,20,"56,565","26,560",397,"3,482","6,856",246,917,179,99,"3,208","1,635",983,667,751,"3,543","3,597","30,005","4,146",169,288,148,292,58,27,52,"1,583","2,009","2,349","2,333","3,745","2,817","9,082",907
2021,11,30,"57,613","25,888",421,"2,872","7,922",233,923,183,76,"2,871","1,554",955,481,365,"3,684","3,348","31,725","4,884",124,245,96,219,61,14,55,"1,699","1,810","2,365","2,096","4,681","2,476","9,770","1,130"
2021,11,40,"76,644","35,499",708,"5,014","10,478",295,"1,203",289,180,"3,254","2,128","1,382",527,332,"5,382","4,327","41,145","6,218",219,433,193,353,118,35,94,"1,922","2,555","2,508","3,192","5,089","3,281","13,276","1,659"
2021,11,50,"89,077","40,870","1,325","5,986","8,744",644,"1,794",683,315,"4,365","3,303","2,183",802,501,"5,187","5,038","48,207","7,121",460,897,439,884,396,115,208,"2,639","3,333","3,410","4,034","6,020","4,586","12,203","1,462"
2021,11,60,"82,790","38,363","2,003","4,568","6,822",970,"1,890","1,016",455,"5,162","4,203","3,190",985,433,"3,909","2,757","44,427","6,331",812,"1,165",631,"1,305",628,210,376,"3,330","2,727","4,276","4,258","4,889","3,863","8,149","1,477"
2021,11,70,"38,337","17,903","1,300","1,801","2,654",532,"1,129",801,377,"2,528","2,286","1,756",599,207,990,943,"20,434","3,006",516,828,480,929,407,111,254,"2,006","1,057","2,406","1,960","1,782","1,488","2,528",676
2021,11,80,"16,325","7,179",744,720,"1,189",235,527,617,230,640,667,634,211,83,276,406,"9,146","1,601",401,529,313,626,322,63,180,833,358,828,743,724,534,886,205
2021,11,90,"2,305",952,89,80,147,46,74,97,37,80,62,87,28,7,61,57,"1,353",244,67,87,57,101,41,11,29,111,55,117,93,108,70,140,22
2021,11,100,68,38,2,4,8,2,3,4,0,2,4,2,2,0,3,2,30,2,1,2,0,0,1,1,3,2,1,4,2,4,1,6,0
2021,12,총,"503,852","230,801","7,335","30,278","56,185","3,396","9,763","4,038","1,871","24,717","17,140","12,172","4,736","3,007","30,598","25,565","273,051","40,958","2,928","4,760","2,499","4,968","2,140",609,"1,310","15,484","16,808","19,951","21,936","33,437","23,048","72,666","9,549"
2021,12,0,"37,303","16,367",119,"2,152","5,335",63,503,60,31,"1,068",553,380,203,139,"3,604","2,157","20,936","3,709",65,95,42,79,36,4,17,539,"1,113",734,"1,290","3,189","1,589","7,597",838
2021,12,10,"46,200","20,936",239,"3,572","5,878",135,752,121,66,"1,453",756,651,252,179,"3,984","2,898","25,264","3,631",84,196,82,183,51,18,39,787,"1,762",920,"1,892","3,191","2,337","8,941","1,150"
2021,12,20,"56,622","26,608",396,"3,496","6,916",244,923,176,100,"3,220","1,644",977,665,753,"3,510","3,588","30,014","4,149",170,285,154,287,61,27,52,"1,573","2,015","2,351","2,351","3,748","2,810","9,072",909
2021,12,30,"57,588","25,839",409,"2,850","7,891",236,929,187,77,"2,895","1,541",935,472,369,"3,670","3,378","31,749","4,890",127,244,98,222,64,14,54,"1,698","1,810","2,385","2,103","4,667","2,472","9,769","1,132"
2021,12,40,"76,741","35,548",703,"5,000","10,505",294,"1,217",292,183,"3,268","2,139","1,376",523,333,"5,398","4,317","41,193","6,237",218,433,195,352,120,35,96,"1,932","2,533","2,514","3,187","5,086","3,286","13,296","1,673"
2021,12,50,"89,130","40,919","1,328","5,996","8,794",639,"1,799",678,316,"4,369","3,293","2,179",798,502,"5,187","5,041","48,211","7,124",464,890,439,882,406,112,208,"2,643","3,341","3,403","4,024","6,025","4,563","12,220","1,467"
2021,12,60,"82,934","38,397","2,005","4,605","6,836",973,"1,899","1,007",453,"5,164","4,178","3,176",985,434,"3,920","2,762","44,537","6,347",813,"1,170",633,"1,301",633,211,380,"3,341","2,745","4,265","4,274","4,896","3,888","8,171","1,469"
2021,12,70,"38,543","17,988","1,300","1,806","2,681",531,"1,132",800,377,"2,550","2,302","1,762",593,208,994,952,"20,555","3,025",518,828,481,934,410,112,252,"2,011","1,067","2,423","1,972","1,795","1,491","2,558",678
2021,12,80,"16,407","7,196",744,719,"1,189",230,531,614,230,644,666,646,216,82,274,411,"9,211","1,603",398,529,316,626,319,64,182,848,365,833,746,730,543,897,212
2021,12,90,"2,324",976,90,81,153,49,75,100,38,84,65,89,29,8,56,59,"1,348",239,70,88,59,102,38,10,27,110,56,119,95,106,68,140,21
2021,12,100,60,27,2,1,7,2,3,3,0,2,3,1,0,0,1,2,33,4,1,2,0,0,2,2,3,2,1,4,2,4,1,5,0
