년도,월,나이,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020,11,0,"587,954","50,392","9,533","16,896","4,829","19,134","35,345","8,037","6,872","20,436","17,759","20,127","7,931","12,196","29,630","12,016","24,902","3,286","22,748","11,973","10,775","41,926","19,683","10,623","11,620","2,609","7,902","33,549","12,164","24,444","10,620","6,843","15,384","51,671","10,860","22,092","18,719","22,704","9,782","7,251","27,839","53,644","18,107","10,200","4,469","3,824","1,396","1,672","3,749"
2020,11,10,"685,381","61,418","15,041","17,429","7,121","21,827","45,125","9,029","8,610","27,486","21,949","27,248","9,875","17,373","36,408","15,838","27,426","4,358","33,091","17,537","15,554","53,926","21,260","15,344","17,322","3,231","9,396","39,803","12,707","25,728","13,771","7,599","12,689","62,953","13,627","26,176","23,150","25,146","12,326","9,474","24,167","49,276","17,233","12,271","6,456","4,964","1,698","2,483","5,223"
2020,11,20,"950,169","98,358","24,173","28,433","15,020","30,732","67,888","18,552","16,163","33,173","32,720","40,534","18,117","22,417","60,688","20,116","39,989","6,106","56,532","30,831","25,701","77,268","32,558","22,644","22,066","4,520","13,991","44,261","16,890","37,586","20,037","12,348","18,315","71,407","18,850","29,319","23,238","30,026","17,071","12,384","26,597","56,055","23,927","14,693","10,363","6,664","3,419","3,562","5,854"
2020,11,30,"982,103","92,869","17,053","30,507","13,329","31,980","69,626","19,273","16,671","33,682","30,548","39,314","17,432","21,882","59,876","20,925","43,385","5,265","46,631","23,885","22,746","70,610","34,141","18,580","17,889","4,345","13,283","44,220","21,086","41,109","19,941","11,776","25,216","71,908","17,954","29,232","24,722","35,495","16,350","12,667","37,037","78,759","30,178","14,492","8,117","6,061","2,416","3,130","5,468"
2020,11,40,"1,168,172","102,354","22,497","31,951","14,131","33,775","77,718","19,909","17,371","40,438","37,469","43,123","18,049","25,074","65,275","25,728","49,603","7,397","55,373","29,407","25,966","88,285","39,530","24,222","24,533","4,521","16,400","65,291","22,909","48,497","22,009","12,196","26,820","98,898","22,884","41,213","34,801","41,328","17,938","16,080","45,534","87,191","35,233","20,347","11,062","8,288","2,726","4,267","8,312"
2020,11,50,"1,132,149","98,253","24,696","30,711","15,542","27,304","77,831","21,021","19,286","37,524","39,438","47,470","21,393","26,077","71,850","24,889","45,606","8,667","65,422","35,168","30,254","95,819","41,190","27,279","27,350","5,297","17,640","59,706","17,293","46,142","23,607","14,223","20,746","83,773","22,350","33,537","27,886","38,090","18,357","16,693","33,997","61,841","32,348","19,938","16,051","10,542","3,844","6,056","10,720"
2020,11,60,"756,203","59,114","15,114","19,598","10,873","13,529","55,453","16,219","15,172","24,062","27,405","34,852","16,937","17,915","54,290","17,836","27,095","6,404","37,101","19,460","17,641","60,353","28,005","16,474","15,874","3,548","12,170","40,260","9,788","24,790","16,378","10,719","16,835","50,392","15,651","19,161","15,580","24,375","13,106","12,642","23,794","35,288","23,928","14,435","13,123","9,400","3,869","6,220","11,240"
2020,11,70,"346,710","25,184","6,954","7,977","5,264","4,989","26,365","7,796","7,005","11,564","13,706","14,501","7,666","6,835","21,443","7,994","12,457","3,672","13,248","7,370","5,878","26,483","13,131","6,673","6,679","1,622","5,243","20,383","4,308","8,771","6,761","4,250","7,988","29,901","7,392","11,842","10,667","12,624","6,018","6,227","11,964","14,971","10,590","7,524","5,757","4,831","2,294","3,239","6,391"
2020,11,80,"125,663","8,674","2,683","2,572","1,754","1,665","9,177","2,285","1,987","4,905","5,171","4,824","2,473","2,351","6,622","2,471","4,925","1,613","4,742","2,731","2,011","11,858","5,419","3,131","3,308",680,"1,804","6,901","1,448","2,870","2,659","1,458","2,010","11,438","2,671","4,640","4,127","5,153","2,466","2,673","3,924","5,149","3,141","2,693","2,356","1,954","1,015","1,402","2,392"
2020,11,90,"12,399",913,314,258,178,163,"1,037",231,174,632,442,505,215,290,695,255,506,172,445,268,177,"1,213",508,351,354,83,178,594,101,269,324,159,220,"1,110",264,465,381,535,235,210,358,421,278,242,228,184,108,142,237
2020,11,100,"1,158",83,21,27,26,9,137,64,51,22,49,52,28,24,62,36,74,19,32,16,16,93,60,20,13,10,26,59,12,27,23,13,32,37,13,17,7,61,19,12,19,36,28,12,30,16,16,19,14
2020,12,총,"6,754,469","597,076","137,807","186,050","88,180","185,039","465,407","122,204","109,444","233,759","227,342","271,936","119,864","152,072","406,023","147,278","277,617","47,038","335,804","179,452","156,352","528,480","235,773","145,874","146,833","31,068","97,939","355,197","118,785","261,730","135,834","81,470","147,424","532,847","131,974","217,663","183,210","236,049","112,947","96,355","237,507","443,841","195,298","116,916","77,905","56,838","22,799","32,156","59,563"
2020,12,0,"586,787","50,095","9,471","16,762","4,807","19,055","35,249","8,005","6,815","20,429","17,819","19,998","7,883","12,115","29,381","11,938","25,032","3,262","22,718","12,013","10,705","41,892","19,688","10,656","11,548","2,700","7,852","33,359","12,105","24,606","10,547","6,817","15,438","51,507","10,834","21,958","18,715","22,654","9,729","7,219","28,161","53,416","18,074","10,178","4,439","3,813","1,394","1,663","3,732"
2020,12,10,"682,846","61,239","14,941","17,407","7,090","21,801","44,995","8,986","8,585","27,424","21,925","27,133","9,835","17,298","36,234","15,718","27,450","4,341","32,993","17,555","15,438","53,819","21,230","15,305","17,284","3,267","9,366","39,721","12,682","25,752","13,753","7,524","12,835","62,194","12,955","26,115","23,124","25,236","11,559","9,340","24,310","49,446","17,191","12,224","6,406","4,932","1,692","2,466","5,103"
2020,12,20,"951,737","98,312","24,079","28,438","15,090","30,705","67,835","18,557","16,196","33,082","32,826","40,402","18,066","22,336","60,577","20,018","40,268","6,142","56,666","31,001","25,665","77,295","32,510","22,710","22,075","4,597","13,976","44,355","16,928","37,830","19,959","12,363","18,535","71,344","18,759","29,375","23,210","30,130","17,037","12,406","26,896","56,480","23,933","14,756","10,344","6,682","3,403","3,575","5,867"
2020,12,30,"982,843","92,711","17,043","30,363","13,377","31,928","69,598","19,208","16,733","33,657","30,694","39,208","17,396","21,812","59,617","20,774","43,848","5,274","46,746","24,037","22,709","70,826","34,281","18,760","17,785","4,440","13,269","44,103","21,067","41,440","19,850","11,785","25,406","71,746","18,018","29,164","24,564","35,424","16,377","12,660","37,568","78,651","30,130","14,464","8,108","6,086","2,428","3,114","5,431"
2020,12,40,"1,168,836","102,242","22,432","31,915","14,144","33,751","77,503","19,874","17,309","40,320","37,482","42,992","17,995","24,997","65,030","25,546","49,886","7,410","55,320","29,482","25,838","88,281","39,508","24,287","24,486","4,594","16,382","65,318","22,913","48,752","21,924","12,152","26,999","98,833","22,901","41,136","34,796","41,456","17,940","16,095","46,006","87,518","35,343","20,345","11,026","8,267","2,722","4,257","8,302"
2020,12,50,"1,132,305","98,048","24,654","30,571","15,495","27,328","77,774","20,947","19,283","37,544","39,509","47,317","21,284","26,033","71,680","24,732","45,684","8,671","65,374","35,270","30,104","95,784","41,159","27,309","27,316","5,386","17,597","59,769","17,350","46,243","23,544","14,174","20,897","83,930","22,350","33,669","27,911","38,174","18,327","16,697","34,160","61,970","32,411","19,961","15,988","10,560","3,837","6,023","10,734"
2020,12,60,"761,522","59,470","15,174","19,734","10,937","13,625","55,652","16,249","15,252","24,151","27,613","34,993","17,012","17,981","54,595","17,801","27,424","6,465","37,433","19,673","17,760","60,842","28,219","16,620","16,003","3,661","12,232","40,503","9,839","25,085","16,450","10,746","16,960","50,673","15,776","19,226","15,671","24,559","13,228","12,765","24,064","35,687","24,118","14,497","13,211","9,479","3,886","6,251","11,340"
2020,12,70,"347,382","25,240","6,973","7,986","5,278","5,003","26,391","7,793","7,033","11,565","13,752","14,488","7,668","6,820","21,501","7,998","12,461","3,665","13,299","7,383","5,916","26,460","13,118","6,704","6,638","1,641","5,250","20,449","4,321","8,831","6,783","4,269","8,076","29,896","7,406","11,847","10,643","12,650","6,013","6,249","12,023","15,013","10,613","7,537","5,757","4,845","2,293","3,226","6,392"
2020,12,80,"126,549","8,721","2,704","2,588","1,760","1,669","9,229","2,288","2,016","4,925","5,222","4,847","2,484","2,363","6,639","2,462","4,989","1,613","4,775","2,753","2,022","11,961","5,484","3,147","3,330",687,"1,806","6,954","1,466","2,894","2,672","1,466","2,024","11,564","2,701","4,680","4,183","5,172","2,479","2,704","3,940","5,197","3,177","2,704","2,366","1,970","1,019","1,417","2,413"
2020,12,90,"12,505",914,315,258,176,165,"1,047",234,171,642,449,506,212,294,707,255,502,175,448,269,179,"1,227",516,355,356,85,182,607,102,271,330,161,221,"1,123",261,476,386,534,239,208,360,427,281,238,230,188,108,144,236
2020,12,100,"1,157",84,21,28,26,9,134,63,51,20,51,52,29,23,62,36,73,20,32,16,16,93,60,21,12,10,27,59,12,26,22,13,33,37,13,17,7,60,19,12,19,36,27,12,30,16,17,20,13
2021,1,총,"6,765,862","596,918","137,599","186,125","88,300","184,894","465,278","122,167","109,424","233,687","227,731","271,760","119,689","152,071","405,464","146,858","279,690","47,077","336,265","180,008","156,257","529,378","236,307","146,316","146,755","31,675","97,836","355,980","118,964","263,749","135,726","81,379","148,229","533,222","132,112","217,700","183,410","236,488","113,095","96,474","239,165","445,135","195,548","117,346","77,964","56,897","22,744","32,169","59,658"
2021,1,0,"584,069","49,709","9,357","16,649","4,761","18,942","34,941","7,929","6,757","20,255","17,730","19,829","7,798","12,031","29,054","11,814","25,144","3,234","22,604","11,996","10,608","41,795","19,657","10,678","11,460","2,784","7,774","33,225","11,972","24,872","10,495","6,749","15,437","51,142","10,776","21,743","18,623","22,510","9,653","7,182","28,281","53,093","17,955","10,158","4,398","3,788","1,380","1,658","3,709"
2021,1,10,"682,503","61,039","14,878","17,388","7,051","21,722","44,885","8,959","8,533","27,393","21,883","27,137","9,791","17,346","36,055","15,638","27,558","4,332","32,860","17,528","15,332","53,726","21,203","15,297","17,226","3,321","9,332","39,755","12,713","25,887","13,667","7,506","12,933","62,134","12,859","26,090","23,185","25,303","11,459","9,306","24,514","49,603","17,183","12,274","6,361","4,913","1,679","2,434","5,113"
2021,1,20,"952,644","98,178","23,999","28,419","15,097","30,663","67,737","18,539","16,137","33,061","32,863","40,130","17,973","22,157","60,382","19,948","40,620","6,140","56,726","31,121","25,605","77,253","32,472","22,709","22,072","4,630","13,978","44,447","16,960","37,958","19,969","12,332","18,633","71,477","18,720","29,526","23,231","30,203","17,137","12,431","27,065","56,827","23,946","14,761","10,358","6,707","3,391","3,599","5,858"
2021,1,30,"982,309","92,564","17,010","30,280","13,451","31,823","69,451","19,163","16,744","33,544","30,692","39,257","17,379","21,878","59,342","20,646","44,259","5,236","46,791","24,089","22,702","70,988","34,354","18,858","17,776","4,536","13,189","44,020","20,968","41,764","19,772","11,753","25,437","71,443","18,026","28,953","24,464","35,360","16,372","12,626","37,701","78,479","30,013","14,541","8,094","6,062","2,412","3,099","5,442"
2021,1,40,"1,169,698","102,029","22,307","31,922","14,132","33,668","77,406","19,851","17,290","40,265","37,520","42,846","17,922","24,924","64,865","25,359","50,182","7,418","55,262","29,487","25,775","88,179","39,538","24,306","24,335","4,694","16,343","65,418","23,022","49,208","21,832","12,128","27,217","98,747","22,962","41,051","34,734","41,419","17,948","16,118","46,467","87,822","35,375","20,375","11,001","8,268","2,713","4,245","8,272"
2021,1,50,"1,134,692","98,106","24,695","30,543","15,475","27,393","77,841","20,942","19,268","37,631","39,568","47,299","21,260","26,039","71,541","24,733","45,999","8,677","65,395","35,341","30,054","95,995","41,288","27,396","27,311","5,476","17,596","59,953","17,438","46,419","23,497","14,145","21,024","84,294","22,384","33,832","28,078","38,363","18,372","16,695","34,298","62,372","32,482","20,053","15,981","10,569","3,819","6,010","10,682"
2021,1,60,"769,505","60,163","15,298","19,996","11,063","13,806","56,039","16,365","15,372","24,302","27,888","35,260","17,117","18,143","55,125","17,910","27,797","6,537","37,962","19,974","17,988","61,523","28,516","16,804","16,203","3,765","12,331","40,919","9,941","25,509","16,624","10,837","17,114","51,124","15,958","19,380","15,786","24,798","13,369","12,898","24,374","36,147","24,389","14,627","13,345","9,531","3,918","6,291","11,450"
2021,1,70,"348,924","25,297","6,978","8,020","5,281","5,018","26,467","7,806","7,058","11,603","13,823","14,568","7,706","6,862","21,619","8,048","12,522","3,669","13,372","7,415","5,957","26,539","13,165","6,726","6,648","1,667","5,272","20,521","4,358","8,910","6,829","4,284","8,128","29,986","7,430","11,877","10,679","12,703","6,035","6,280","12,081","15,071","10,685","7,558","5,782","4,874","2,283","3,241","6,452"
2021,1,80,"127,700","8,830","2,735","2,625","1,786","1,684","9,323","2,315","2,037","4,971","5,261","4,860","2,489","2,371","6,706","2,467","5,032","1,636","4,804","2,766","2,038","12,043","5,526","3,168","3,349",704,"1,807","7,044","1,474","2,921","2,687","1,464","2,048","11,706","2,720","4,752","4,234","5,223","2,493","2,716","4,002","5,249","3,214","2,748","2,381","1,973","1,025","1,430","2,429"
2021,1,90,"12,643",919,321,255,177,166,"1,051",233,176,642,452,520,224,296,713,259,503,177,457,275,182,"1,240",527,353,360,88,187,617,106,274,333,168,224,"1,131",263,479,389,546,237,211,362,436,279,239,233,196,107,141,237
2021,1,100,"1,175",84,21,28,26,9,137,65,52,20,51,54,30,24,62,36,74,21,32,16,16,97,61,21,15,10,27,61,12,27,21,13,34,38,14,17,7,60,20,11,20,36,27,12,30,16,17,21,14
2021,2,총,"6,777,066","597,254","137,348","185,850","89,461","184,595","464,828","122,005","109,410","233,413","227,725","272,392","119,191","153,201","404,763","146,369","281,521","47,005","336,325","180,089","156,236","529,886","236,862","146,365","146,659","33,019","97,601","357,710","119,237","265,172","135,192","81,175","149,595","533,604","132,193","217,511","183,900","237,118","113,156","96,622","240,076","446,168","195,680","118,218","78,036","56,938","22,707","32,128","59,846"
2021,2,0,"582,577","49,401","9,244","16,511","4,931","18,715","34,774","7,876","6,718","20,180","17,611","19,900","7,675","12,225","28,812","11,672","25,188","3,187","22,436","11,897","10,539","41,700","19,646","10,644","11,410","3,020","7,706","33,395","11,903","25,031","10,323","6,717","15,546","51,035","10,730","21,592","18,713","22,454","9,629","7,122","28,279","52,783","17,853","10,287","4,331","3,765","1,373","1,647","3,697"
2021,2,10,"681,663","60,900","14,789","17,290","7,163","21,658","44,727","8,903","8,499","27,325","21,806","27,103","9,716","17,387","35,778","15,549","27,686","4,306","32,683","17,456","15,227","53,581","21,183","15,266","17,132","3,446","9,266","39,894","12,712","25,950","13,571","7,431","13,090","61,966","12,772","26,006","23,188","25,337","11,350","9,300","24,625","49,682","17,151","12,365","6,313","4,901","1,668","2,402","5,124"
2021,2,20,"952,514","98,121","23,952","28,342","15,242","30,585","67,450","18,477","16,090","32,883","32,823","40,014","17,823","22,191","60,227","19,795","40,871","6,132","56,751","31,136","25,615","77,057","32,453","22,645","21,959","4,759","13,948","44,447","17,014","38,037","19,873","12,275","18,765","71,467","18,673","29,510","23,284","30,191","17,159","12,479","27,076","57,087","23,945","14,809","10,399","6,701","3,382","3,593","5,867"
2021,2,30,"981,717","92,406","16,956","30,086","13,695","31,669","69,278","19,132","16,742","33,404","30,582","39,473","17,280","22,193","58,998","20,567","44,623","5,223","46,745","24,083","22,662","71,083","34,439","18,873","17,771","4,724","13,094","44,136","20,896","42,009","19,622","11,693","25,615","71,184","18,030","28,755","24,399","35,318","16,345","12,560","37,704","78,247","29,817","14,670","8,121","6,038","2,398","3,083","5,465"
2021,2,40,"1,171,899","102,133","22,262","31,924","14,343","33,604","77,309","19,825","17,286","40,198","37,519","42,994","17,843","25,151","64,835","25,279","50,529","7,380","55,174","29,426","25,748","88,081","39,573","24,262","24,246","4,928","16,289","65,789","23,139","49,441","21,717","12,062","27,586","98,769","22,944","41,021","34,804","41,557","17,970","16,162","46,736","88,194","35,439","20,498","10,907","8,260","2,706","4,241","8,276"
2021,2,50,"1,137,406","98,229","24,627","30,564","15,552","27,486","77,844","20,913","19,237","37,694","39,607","47,269","21,162","26,107","71,374","24,660","46,254","8,672","65,407","35,355","30,052","96,223","41,439","27,424","27,360","5,672","17,575","60,325","17,518","46,596","23,463","14,132","21,190","84,613","22,421","33,944","28,248","38,565","18,388","16,709","34,508","62,752","32,592","20,219","16,019","10,563","3,793","5,970","10,705"
2021,2,60,"776,618","60,757","15,427","20,185","11,193","13,952","56,351","16,425","15,479","24,447","28,117","35,531","17,209","18,322","55,528","18,017","28,148","6,584","38,377","20,226","18,151","62,080","28,758","16,956","16,366","3,930","12,425","41,281","10,081","25,886","16,729","10,890","17,278","51,585","16,135","19,513","15,937","25,100","13,490","13,039","24,562","36,513","24,607","14,763","13,504","9,620","3,953","6,342","11,550"
2021,2,70,"349,722","25,360","6,989","8,012","5,312","5,047","26,490","7,816","7,069","11,605","13,821","14,637","7,710","6,927","21,657","8,051","12,551","3,668","13,416","7,427","5,989","26,587","13,182","6,742","6,663","1,714","5,277","20,592","4,364","8,968","6,824","4,316","8,196","29,982","7,463","11,863","10,656","12,697","6,040","6,290","12,145","15,134","10,741","7,567","5,776","4,877","2,283","3,250","6,451"
2021,2,80,"128,993","8,932","2,758","2,649","1,823","1,702","9,407","2,340","2,057","5,010","5,330","4,885","2,511","2,374","6,766","2,486","5,081","1,657","4,840","2,785","2,055","12,139","5,588","3,176","3,375",727,"1,812","7,168","1,494","2,947","2,720","1,478","2,068","11,821","2,744","4,806","4,271","5,294","2,526","2,738","4,048","5,299","3,225","2,785","2,402","1,997","1,023","1,434","2,464"
2021,2,90,"12,768",928,322,258,180,168,"1,057",232,181,644,458,531,231,300,725,258,516,174,463,281,182,"1,260",543,355,362,88,182,621,104,278,329,168,231,"1,140",266,483,391,545,239,212,374,441,283,243,233,199,111,145,232
2021,2,100,"1,189",87,22,29,27,9,141,66,52,23,51,55,31,24,63,35,74,22,33,17,16,95,58,22,15,11,27,62,12,29,21,13,30,42,15,18,9,60,20,11,19,36,27,12,31,17,17,21,15
2021,3,총,"6,776,866","597,390","137,079","185,162","91,240","183,909","462,773","120,965","109,074","232,734","227,191","272,569","119,096","153,473","403,374","145,897","282,242","46,621","336,542","180,441","156,101","529,227","236,865","146,157","146,205","33,581","97,184","358,682","119,343","265,947","134,603","80,839","150,678","533,356","132,245","217,273","183,838","237,528","113,087","96,711","240,514","447,092","195,851","118,821","77,942","56,842","22,577","32,009","59,853"
2021,3,0,"580,656","49,202","9,147","16,322","5,226","18,507","34,573","7,806","6,717","20,050","17,530","19,915","7,677","12,238","28,647","11,571","25,170","3,163","22,352","11,851","10,501","41,612","19,681","10,595","11,336","3,064","7,600","33,388","11,827","25,009","10,222","6,692","15,658","50,761","10,697","21,492","18,572","22,408","9,583","7,094","28,198","52,598","17,755","10,322","4,297","3,754","1,349","1,651","3,691"
2021,3,10,"681,134","60,988","14,945","17,224","7,230","21,589","44,550","8,849","8,460","27,241","21,766","27,000","9,688","17,312","35,611","15,495","27,691","4,274","32,693","17,563","15,130","53,223","21,103","15,155","16,965","3,470","9,256","39,900","12,729","25,973","13,517","7,398","13,198","61,825","12,755","25,927","23,143","25,330","11,387","9,320","24,722","49,813","17,267","12,428","6,288","4,874","1,655","2,385","5,108"
2021,3,20,"954,223","98,404","24,073","28,280","15,509","30,542","67,166","18,384","16,059","32,723","32,835","40,019","17,815","22,204","60,003","19,761","41,253","6,093","57,077","31,461","25,616","76,955","32,476","22,631","21,848","4,835","13,902","44,587","17,043","38,135","19,767","12,216","18,933","71,627","18,709","29,559","23,359","30,404","17,147","12,547","27,181","57,574","23,983","14,848","10,399","6,683","3,377","3,591","5,878"
2021,3,30,"981,307","92,437","16,856","29,957","14,227","31,397","69,070","18,952","16,785","33,333","30,466","39,751","17,316","22,435","58,805","20,519","44,836","5,198","46,678","24,009","22,669","71,099","34,476","18,884","17,739","4,809","13,026","44,317","20,875","42,111","19,517","11,675","25,749","71,049","18,039","28,640","24,370","35,347","16,320","12,520","37,635","78,057","29,690","14,749","8,119","6,001","2,385","3,059","5,438"
2021,3,40,"1,169,016","101,710","22,075","31,701","14,499","33,435","76,761","19,644","17,222","39,895","37,360","42,918","17,789","25,129","64,449","25,090","50,568","7,287","54,876","29,279","25,597","87,711","39,469","24,169","24,073","4,995","16,185","65,762","23,155","49,482","21,614","11,998","27,779","98,334","22,894","40,740","34,700","41,485","17,930","16,113","46,856","88,391","35,417","20,613","10,818","8,217","2,669","4,205","8,268"
2021,3,50,"1,136,118","98,074","24,418","30,468","15,744","27,444","77,475","20,700","19,143","37,632","39,446","47,157","21,100","26,057","70,956","24,601","46,245","8,589","65,241","35,258","29,983","96,054","41,453","27,299","27,302","5,751","17,478","60,460","17,517","46,626","23,327","14,050","21,371","84,780","22,405","34,041","28,334","38,709","18,329","16,690","34,553","62,862","32,600","20,297","15,981","10,518","3,762","5,961","10,658"
2021,3,60,"783,261","61,355","15,534","20,318","11,444","14,059","56,487","16,375","15,495","24,617","28,275","35,749","17,264","18,485","55,855","18,090","28,439","6,591","38,846","20,475","18,371","62,587","28,969","17,109","16,509","4,065","12,478","41,783","10,229","26,319","16,783","10,883","17,463","52,022","16,303","19,687","16,032","25,338","13,641","13,202","24,775","36,944","24,812","14,923","13,637","9,718","3,973","6,353","11,646"
2021,3,70,"348,918","25,305","6,938","7,986","5,342","5,039","26,297","7,740","7,002","11,555","13,725","14,624","7,709","6,915","21,562","8,017","12,484","3,636","13,444","7,452","5,992","26,515","13,124","6,740","6,651","1,751","5,236","20,602","4,352","8,986","6,802","4,287","8,219","29,899","7,436","11,843","10,620","12,656","6,009","6,277","12,147","15,104","10,775","7,608","5,750","4,886","2,281","3,234","6,448"
2021,3,80,"129,226","8,969","2,767","2,642","1,835","1,725","9,327","2,284","2,025","5,018","5,322","4,903","2,512","2,391","6,736","2,500","5,062","1,630","4,855","2,796","2,059","12,181","5,579","3,206","3,396",741,"1,833","7,230","1,506","2,993","2,724","1,473","2,062","11,900","2,738","4,855","4,307","5,303","2,511","2,734","4,063","5,300","3,264","2,793","2,415","1,991","1,007","1,421","2,477"
2021,3,90,"12,419",900,313,251,172,164,"1,014",207,155,652,439,507,212,295,712,242,466,157,459,285,174,"1,241",512,353,376,91,171,623,101,284,321,164,231,"1,133",260,476,397,527,222,208,370,431,277,230,224,193,112,138,231
2021,3,100,588,46,13,13,12,8,53,24,11,18,27,26,14,12,38,11,28,3,21,12,9,49,23,16,10,9,19,30,9,29,9,3,15,26,9,13,4,21,8,6,14,18,11,10,14,7,7,11,10
2021,4,총,"6,784,466","597,136","136,718","184,768","92,024","183,626","462,086","120,625","109,100","232,361","227,112","272,626","119,297","153,329","402,851","145,859","283,450","46,610","336,479","180,526","155,953","529,062","237,074","146,147","145,841","33,846","96,900","359,354","119,513","266,410","134,427","80,714","151,429","534,238","133,193","217,098","183,947","238,389","113,538","97,025","241,239","449,184","196,185","119,207","78,102","56,882","22,552","32,080","59,981"
2021,4,0,"578,890","48,905","9,071","16,171","5,261","18,402","34,397","7,774","6,709","19,914","17,460","19,908","7,685","12,223","28,545","11,528","25,200","3,122","22,265","11,778","10,487","41,474","19,626","10,585","11,263","3,088","7,559","33,311","11,753","24,972","10,132","6,662","15,665","50,522","10,649","21,362","18,511","22,333","9,535","7,050","28,162","52,644","17,654","10,335","4,289","3,735","1,348","1,648","3,689"
2021,4,10,"681,423","60,760","14,853","17,157","7,250","21,500","44,356","8,787","8,420","27,149","21,673","26,889","9,654","17,235","35,457","15,478","27,714","4,285","32,625","17,566","15,059","53,030","21,099","15,046","16,885","3,477","9,199","39,893","12,722","25,928","13,467","7,345","13,263","62,462","13,442","25,893","23,127","25,402","11,566","9,442","24,796","50,022","17,465","12,407","6,272","4,860","1,653","2,403","5,112"
2021,4,20,"954,827","98,254","23,968","28,193","15,614","30,479","67,012","18,328","16,051","32,633","32,789","40,000","17,875","22,125","59,790","19,723","41,533","6,077","57,093","31,489","25,604","76,716","32,403","22,558","21,755","4,865","13,848","44,665","17,109","38,173","19,733","12,189","19,015","71,671","18,772","29,515","23,384","30,626","17,227","12,618","27,346","57,918","24,011","14,910","10,426","6,671","3,362","3,576","5,881"
2021,4,30,"981,229","92,457","16,850","29,841","14,437","31,329","68,933","18,913","16,777","33,243","30,458","39,806","17,371","22,435","58,682","20,504","45,079","5,186","46,566","23,969","22,597","71,068","34,519","18,886","17,663","4,855","12,915","44,347","20,831","42,109","19,470","11,642","25,794","70,935","18,038","28,530","24,367","35,434","16,365","12,503","37,617","78,384","29,526","14,766","8,159","5,995","2,357","3,044","5,442"
2021,4,40,"1,169,273","101,582","21,996","31,635","14,581","33,370","76,514","19,556","17,211","39,747","37,248","42,898","17,782","25,116","64,362","25,055","50,721","7,253","54,751","29,241","25,510","87,592","39,513","24,118","23,961","5,022","16,131","65,776","23,201","49,611","21,535","11,991","27,944","98,195","22,909","40,647","34,639","41,596","17,942","16,154","47,020","88,836","35,506","20,684","10,802","8,203","2,664","4,224","8,260"
2021,4,50,"1,136,978","98,028","24,322","30,412","15,854","27,440","77,390","20,608","19,140","37,642","39,477","47,054","21,073","25,981","70,741","24,568","46,388","8,627","65,153","35,221","29,932","96,072","41,453","27,365","27,254","5,790","17,427","60,689","17,606","46,652","23,300","13,992","21,554","84,973","22,440","34,106","28,427","38,858","18,308","16,723","34,657","63,091","32,638","20,341","15,973","10,515","3,765","5,954","10,674"
2021,4,60,"789,501","61,817","15,626","20,456","11,591","14,144","56,787","16,438","15,589","24,760","28,437","35,966","17,365","18,601","56,139","18,224","28,768","6,640","39,191","20,682","18,509","63,077","29,210","17,255","16,612","4,117","12,582","42,066","10,288","26,609","16,909","10,965","17,627","52,419","16,472","19,827","16,120","25,580","13,808","13,297","24,983","37,385","25,019","15,081","13,770","9,800","3,991","6,414","11,745"
2021,4,70,"349,150","25,359","6,931","7,990","5,398","5,040","26,239","7,705","6,994","11,540","13,737","14,647","7,736","6,911","21,602","7,995","12,469","3,620","13,467","7,451","6,016","26,504","13,115","6,741","6,648","1,777","5,204","20,653","4,369","9,018","6,813","4,280","8,238","29,889","7,450","11,831","10,608","12,669","6,021","6,279","12,180","15,099","10,782","7,640","5,757","4,885","2,277","3,222","6,459"
2021,4,80,"130,158","9,032","2,780","2,648","1,856","1,748","9,399","2,305","2,040","5,054","5,370","4,919","2,526","2,393","6,782","2,529","5,095","1,639","4,884","2,827","2,057","12,236","5,602","3,222","3,412",749,"1,849","7,300","1,526","3,027","2,737","1,480","2,087","12,002","2,749","4,892","4,361","5,339","2,536","2,746","4,095","5,345","3,296","2,801","2,411","2,016","1,015","1,440","2,476"
2021,4,90,"12,458",895,307,252,170,166,"1,013",194,158,661,436,512,216,296,712,244,458,158,463,290,173,"1,246",512,356,378,97,167,625,99,281,321,165,228,"1,143",263,482,398,532,222,207,372,443,277,231,230,195,112,141,233
2021,4,100,579,47,14,13,12,8,46,17,11,18,27,27,14,13,39,11,25,3,21,12,9,47,22,15,10,9,19,29,9,30,10,3,14,27,9,13,5,20,8,6,11,17,11,11,13,7,8,14,10
