년도,월,나이,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021,5,총,"6,789,327","596,759","136,498","184,566","92,228","183,467","461,504","120,292","109,064","232,148","227,073","272,348","119,314","153,034","402,337","145,900","284,559","46,606","336,303","180,419","155,884","529,030","237,211","146,195","145,624","33,887","96,640","360,076","119,532","266,839","134,288","80,710","151,874","534,842","133,761","217,184","183,897","238,960","113,745","97,419","241,645","450,855","196,393","119,349","78,138","56,898","22,546","32,125","60,147"
2021,5,0,"576,706","48,615","8,981","16,108","5,252","18,274","34,233","7,751","6,666","19,816","17,395","19,820","7,654","12,166","28,375","11,530","25,143","3,115","22,146","11,704","10,442","41,242","19,514","10,560","11,168","3,104","7,512","33,192","11,705","24,915","10,068","6,659","15,630","50,304","10,614","21,259","18,431","22,275","9,490","7,017","28,131","52,584","17,574","10,301","4,280","3,707","1,338","1,638","3,668"
2021,5,10,"681,245","60,534","14,756","17,091","7,218","21,469","44,231","8,763","8,391","27,077","21,613","26,790","9,622","17,168","35,373","15,481","27,760","4,264","32,501","17,484","15,017","52,882","21,076","14,983","16,823","3,478","9,141","39,994","12,741","25,893","13,447","7,304","13,317","62,746","13,761","25,874","23,111","25,396","11,598","9,532","24,853","50,181","17,446","12,426","6,245","4,859","1,646","2,400","5,173"
2021,5,20,"954,382","98,045","23,898","28,092","15,682","30,373","66,751","18,225","15,970","32,556","32,806","39,872","17,831","22,041","59,542","19,677","41,656","6,071","57,007","31,447","25,560","76,559","32,354","22,540","21,665","4,876","13,798","44,742","17,065","38,203","19,667","12,149","18,992","71,900","18,869","29,644","23,387","30,729","17,249","12,712","27,326","58,184","24,011","14,899","10,398","6,654","3,372","3,586","5,884"
2021,5,30,"980,791","92,536","16,862","29,839","14,497","31,338","68,799","18,841","16,796","33,162","30,399","39,785","17,372","22,413","58,530","20,568","45,339","5,195","46,520","23,951","22,569","71,035","34,547","18,881","17,607","4,842","12,857","44,308","20,769","42,084","19,436","11,642","25,827","70,679","17,975","28,409","24,295","35,451","16,357","12,530","37,568","78,496","29,444","14,769","8,181","5,993","2,357","3,040","5,455"
2021,5,40,"1,167,514","101,240","21,897","31,509","14,554","33,280","76,205","19,434","17,165","39,606","37,094","42,721","17,722","24,999","64,127","25,019","50,855","7,199","54,467","29,089","25,378","87,361","39,446","24,024","23,891","5,025","16,071","65,732","23,217","49,623","21,480","11,955","28,020","98,009","22,937","40,509","34,563","41,645","17,949","16,164","47,088","88,995","35,540","20,645","10,764","8,182","2,641","4,232","8,249"
2021,5,50,"1,139,132","98,039","24,317","30,377","15,870","27,475","77,433","20,566","19,131","37,736","39,552","47,007","21,093","25,914","70,694","24,586","46,569","8,629","65,227","35,247","29,980","96,275","41,591","27,409","27,275","5,809","17,366","61,004","17,631","46,786","23,256","13,991","21,650","85,253","22,460","34,268","28,525","38,982","18,319","16,755","34,770","63,582","32,737","20,374","15,956","10,526","3,770","5,924","10,680"
2021,5,60,"795,828","62,352","15,743","20,631","11,699","14,279","57,102","16,543","15,688","24,871","28,627","36,210","17,510","18,700","56,464","18,308","29,093","6,684","39,521","20,890","18,631","63,540","29,384","17,444","16,712","4,134","12,614","42,396","10,389","26,934","17,010","11,060","17,778","52,818","16,636","19,969","16,213","25,855","13,983","13,445","25,171","37,807","25,225","15,219","13,892","9,862","4,017","6,473","11,845"
2021,5,70,"349,523","25,360","6,925","7,990","5,402","5,043","26,216","7,639","7,025","11,552","13,729","14,670","7,740","6,930","21,626","7,949","12,507","3,626","13,503","7,452","6,051","26,520","13,126","6,739","6,655","1,775","5,214","20,681","4,368","9,045","6,827","4,287","8,293","29,843","7,453","11,820","10,570","12,708","6,021","6,291","12,227","15,178","10,795","7,664","5,755","4,884","2,254","3,234","6,473"
2021,5,80,"131,185","9,107","2,799","2,667","1,876","1,765","9,460","2,316","2,061","5,083","5,406","4,934","2,542","2,392","6,852","2,539","5,158","1,660","4,918","2,847","2,071","12,323","5,638","3,243","3,442",747,"1,878","7,373","1,538","3,049","2,765","1,492","2,123","12,127","2,785","4,943","4,399","5,371","2,548","2,754","4,124","5,386","3,339","2,811","2,424","2,028","1,031","1,444","2,476"
2021,5,90,"12,462",885,305,249,167,164,"1,026",196,160,670,434,513,214,299,715,235,453,160,472,296,176,"1,247",513,357,377,94,169,623,102,277,322,168,230,"1,137",262,477,398,529,224,213,375,444,271,231,231,196,112,140,234
2021,5,100,559,46,15,13,11,7,48,18,11,19,18,26,14,12,39,8,26,3,21,12,9,46,22,15,9,3,20,31,7,30,10,3,14,26,9,12,5,19,7,6,12,18,11,10,12,7,8,14,10
2021,6,총,"6,795,088","596,269","136,189","184,469","92,354","183,257","461,565","119,857","108,857","232,851","227,380","271,857","119,318","152,539","402,000","145,948","285,580","46,626","336,051","180,215","155,836","528,924","237,312","146,160","145,452","34,036","96,457","360,473","119,561","267,078","134,167","80,667","153,427","534,946","134,045","217,094","183,807","239,454","114,471","97,561","242,136","452,263","196,588","119,411","78,200","57,050","22,537","32,146","60,259"
2021,6,0,"574,897","48,341","8,896","16,035","5,252","18,158","34,228","7,706","6,611","19,911","17,372","19,742","7,628","12,114","28,239","11,504","25,143","3,094","22,039","11,632","10,407","41,015","19,441","10,513","11,061","3,130","7,480","33,021","11,653","24,837","9,987","6,615","15,830","50,041","10,564","21,151","18,326","22,225","9,460","6,986","28,090","52,484","17,479","10,292","4,255","3,691","1,324","1,639","3,661"
2021,6,10,"681,461","60,323","14,633","17,055","7,212","21,423","44,111","8,724","8,334","27,053","21,568","26,698","9,619","17,079","35,310","15,467","27,809","4,270","32,335","17,388","14,947","52,748","21,055","14,915","16,778","3,475","9,105","40,042","12,735","25,863","13,430","7,297","13,513","62,815","13,838","25,873","23,104","25,405","12,118","9,512","24,951","50,338","17,460","12,405","6,220","4,910","1,640","2,385","5,203"
2021,6,20,"953,842","97,866","23,815","28,060","15,705","30,286","66,636","18,169","15,893","32,574","32,800","39,728","17,819","21,909","59,321","19,642","41,787","6,065","56,830","31,327","25,503","76,408","32,315","22,490","21,603","4,892","13,734","44,768","17,051","38,133","19,596","12,128","19,137","71,866","18,901","29,607","23,358","30,868","17,311","12,747","27,330","58,367","24,008","14,886","10,403","6,683","3,348","3,596","5,907"
2021,6,30,"980,546","92,484","16,833","29,779","14,533","31,339","68,941","18,782","16,800","33,359","30,482","39,703","17,386","22,317","58,466","20,576","45,535","5,202","46,518","23,960","22,558","71,023","34,518","18,892","17,613","4,862","12,813","44,232","20,696","41,998","19,395","11,610","25,970","70,479","17,954","28,271","24,254","35,411","16,377","12,557","37,517","78,691","29,322","14,692","8,169","5,970","2,367","3,034","5,454"
2021,6,40,"1,168,087","101,025","21,796","31,476","14,559","33,194","76,070","19,309","17,132","39,629","37,105","42,619","17,724","24,895","64,023","25,027","51,005","7,186","54,389","29,002","25,387","87,191","39,417","23,962","23,812","5,047","16,059","65,754","23,276","49,734","21,437","11,959","28,346","97,983","22,961","40,497","34,525","41,760","17,962","16,176","47,271","89,323","35,606","20,669","10,764","8,191","2,637","4,233","8,260"
2021,6,50,"1,138,575","97,850","24,259","30,259","15,854","27,478","77,369","20,475","19,060","37,834","39,569","46,847","21,026","25,821","70,430","24,532","46,675","8,626","65,092","35,167","29,925","96,176","41,553","27,374","27,249","5,832","17,273","61,049","17,613","46,885","23,193","13,953","21,897","85,346","22,480","34,277","28,589","39,057","18,295","16,741","34,768","63,649","32,777","20,381","15,935","10,498","3,765","5,910","10,592"
2021,6,60,"802,781","62,958","15,917","20,869","11,772","14,400","57,433","16,546","15,765","25,122","28,872","36,408","17,630","18,778","56,847","18,453","29,409","6,725","39,891","21,108","18,783","64,166","29,683","17,636","16,847","4,187","12,717","42,802","10,492","27,175","17,173","11,140","17,982","53,216","16,802","20,147","16,267","26,093","14,125","13,561","25,386","38,268","25,448","15,329","14,029","9,961","4,049","6,522","11,964"
2021,6,70,"349,795","25,350","6,921","7,993","5,402","5,034","26,177","7,612","7,003","11,562","13,707","14,637","7,718","6,919","21,710","7,962","12,532","3,633","13,535","7,470","6,065","26,485","13,110","6,725","6,650","1,769","5,203","20,720","4,379","9,083","6,851","4,291","8,354","29,807","7,472","11,784","10,551","12,665","6,042","6,292","12,257","15,240","10,842","7,671","5,750","4,892","2,252","3,234","6,473"
2021,6,80,"132,036","9,142","2,799","2,679","1,887","1,777","9,524","2,319","2,089","5,116","5,451","4,937","2,539","2,398","6,909","2,546","5,201","1,661","4,938","2,862","2,076","12,409","5,681","3,278","3,450",745,"1,879","7,420","1,554","3,058","2,772","1,504","2,154","12,220","2,801","4,993","4,426","5,420","2,553","2,767","4,174","5,448","3,363","2,839","2,424","2,049","1,034","1,443","2,498"
2021,6,90,"12,513",884,305,251,167,161,"1,030",198,159,673,437,515,218,297,705,232,458,161,463,287,176,"1,257",516,360,381,94,174,633,105,282,324,167,230,"1,147",263,483,401,532,221,216,380,437,271,237,237,198,113,136,237
2021,6,100,555,46,15,13,11,7,46,17,11,18,17,23,11,12,40,7,26,3,21,12,9,46,23,15,8,3,20,32,7,30,9,3,14,26,9,11,6,18,7,6,12,18,12,10,14,7,8,14,10
2021,7,총,"6,801,008","595,883","135,998","184,424","92,352","183,109","461,613","119,613","108,571","233,429","227,975","271,356","119,435","151,921","401,645","145,781","286,588","46,675","335,750","180,042","155,708","529,135","237,593","146,087","145,455","34,151","96,227","360,803","119,588","267,186","133,999","81,009","154,574","535,521","134,410","217,479","183,632","240,306","114,913","97,699","242,493","453,495","196,660","119,411","78,351","57,076","22,518","32,114","60,513"
2021,7,0,"573,001","48,127","8,826","15,975","5,228","18,098","34,196","7,636","6,554","20,006","17,353","19,625","7,624","12,001","28,090","11,451","25,123","3,083","21,949","11,581","10,368","40,827","19,317","10,486","11,024","3,148","7,442","32,870","11,577","24,731","9,909","6,630","15,997","49,760","10,495","21,082","18,183","22,196","9,431","6,959","28,010","52,383","17,395","10,243","4,222","3,656","1,312","1,638","3,668"
2021,7,10,"681,871","60,096","14,563","17,005","7,189","21,339","44,022","8,692","8,265","27,065","21,576","26,634","9,604","17,030","35,240","15,442","27,801","4,274","32,181","17,291","14,890","52,730","21,097","14,890","16,743","3,487","9,066","40,099","12,744","25,874","13,408","7,319","13,687","63,088","14,078","25,885","23,125","25,432","12,221","9,540","25,049","50,476","17,489","12,395","6,236","4,927","1,632","2,398","5,308"
2021,7,20,"952,920","97,529","23,700","27,971","15,668","30,190","66,380","18,078","15,849","32,453","32,861","39,558","17,801","21,757","59,067","19,533","42,026","6,040","56,620","31,186","25,434","76,227","32,255","22,411","21,561","4,891","13,674","44,789","17,051","37,964","19,483","12,118","19,184","71,957","18,982","29,692","23,283","31,181","17,427","12,783","27,332","58,498","23,980","14,830","10,425","6,669","3,343","3,569","5,931"
2021,7,30,"980,593","92,497","16,818","29,794","14,571","31,314","69,040","18,693","16,803","33,544","30,624","39,636","17,432","22,204","58,365","20,576","45,699","5,197","46,542","23,986","22,556","71,037","34,569","18,874","17,594","4,868","12,772","44,146","20,679","42,026","19,425","11,685","26,028","70,321","17,908","28,230","24,183","35,527","16,425","12,554","37,384","78,704","29,176","14,637","8,176","5,964","2,368","3,036","5,479"
2021,7,40,"1,167,605","100,766","21,722","31,397","14,534","33,113","75,976","19,271","17,018","39,687","37,161","42,476","17,730","24,746","63,928","24,988","51,179","7,199","54,175","28,901","25,274","87,021","39,372","23,936","23,713","5,084","15,972","65,684","23,252","49,767","21,367","11,979","28,613","97,903","22,942","40,502","34,459","41,756","17,976","16,130","47,397","89,560","35,627","20,668","10,734","8,188","2,622","4,201","8,256"
2021,7,50,"1,139,981","97,915","24,271","30,299","15,834","27,511","77,341","20,447","18,982","37,912","39,647","46,704","20,978","25,726","70,370","24,484","46,797","8,633","65,017","35,137","29,880","96,283","41,631","27,346","27,306","5,823","17,254","61,248","17,638","46,969","23,137","14,030","22,065","85,624","22,484","34,482","28,658","39,159","18,328","16,731","34,882","63,982","32,821","20,395","15,975","10,486","3,765","5,885","10,593"
2021,7,60,"808,530","63,464","16,049","21,003","11,869","14,543","57,782","16,633","15,797","25,352","29,087","36,560","17,746","18,814","57,125","18,529","29,680","6,777","40,254","21,299","18,955","64,696","29,957","17,744","16,995","4,233","12,758","43,031","10,568","27,369","17,306","11,259","18,149","53,562","16,931","20,280","16,351","26,372","14,244","13,694","25,537","38,632","25,605","15,450","14,124","10,013","4,078","6,565","12,027"
2021,7,70,"350,473","25,356","6,906","8,018","5,383","5,049","26,195","7,608","7,021","11,566","13,734","14,671","7,740","6,931","21,790","7,976","12,583","3,624","13,558","7,486","6,072","26,521","13,155","6,724","6,642","1,773","5,213","20,790","4,396","9,086","6,849","4,299","8,416","29,844","7,509","11,798","10,537","12,700","6,055","6,305","12,286","15,314","10,878","7,673","5,753","4,900","2,231","3,225","6,479"
2021,7,80,"132,910","9,196","2,819","2,691","1,902","1,784","9,612","2,337","2,113","5,162","5,477","4,959","2,555","2,404","6,932","2,562","5,215","1,682","4,967","2,870","2,097","12,479","5,692","3,300","3,487",745,"1,882","7,472","1,570","3,082","2,783","1,518","2,190","12,282","2,806","5,036","4,440","5,428","2,576","2,775","4,224","5,490","3,402","2,875","2,452","2,065","1,049","1,446","2,523"
2021,7,90,"12,574",891,309,258,163,161,"1,022",201,158,663,441,510,214,296,698,232,459,163,465,293,172,"1,271",528,361,382,96,173,643,106,288,322,169,233,"1,156",267,482,407,538,223,222,379,438,275,235,240,200,110,137,239
2021,7,100,550,46,15,13,11,7,47,17,11,19,14,23,11,12,40,8,26,3,22,12,10,43,20,15,8,3,21,31,7,30,10,3,12,24,8,10,6,17,7,6,13,18,12,10,14,8,8,14,10
2021,8,총,"6,810,105","595,810","135,945","184,433","92,377","183,055","461,612","119,326","108,332","233,954","228,349","271,131","119,678","151,453","401,353","145,603","288,302","46,627","335,701","179,726","155,975","528,972","237,826","145,977","145,169","34,223","96,074","361,913","119,590","267,236","133,758","81,300","155,478","536,223","134,681","217,896","183,646","241,438","115,596","97,911","242,792","455,268","197,056","119,603","78,594","57,131","22,507","32,137","60,817"
2021,8,0,"571,021","47,809","8,777","15,850","5,212","17,970","34,098","7,548","6,505","20,045","17,320","19,552","7,619","11,933","27,926","11,386","25,233","3,061","21,822","11,488","10,334","40,558","19,238","10,416","10,904","3,155","7,411","32,818","11,460","24,585","9,788","6,629","16,075","49,567","10,424","21,014","18,129","22,226","9,393","6,924","27,928","52,311","17,322","10,217","4,193","3,644","1,313","1,616","3,681"
2021,8,10,"682,200","59,937","14,477","16,969","7,159","21,332","43,988","8,669","8,233","27,086","21,643","26,541","9,577","16,964","35,169","15,412","27,807","4,255","32,005","17,181","14,824","52,666","21,092","14,828","16,746","3,465","9,019","40,223","12,725","25,855","13,354","7,310","13,826","63,164","14,175","25,878","23,111","25,509","12,379","9,546","25,135","50,782","17,506","12,393","6,286","4,907","1,633","2,379","5,381"
2021,8,20,"953,039","97,497","23,688","27,942","15,693","30,174","66,227","17,966","15,823","32,438","32,820","39,400","17,791","21,609","58,888","19,439","42,367","6,024","56,563","31,108","25,455","75,986","32,238","22,379","21,369","4,907","13,602","44,887","17,030","37,889","19,387","12,132","19,226","72,150","19,089","29,797","23,264","31,374","17,645","12,850","27,208","58,693","24,016","14,867","10,474","6,650","3,320","3,566","5,955"
2021,8,30,"981,132","92,517","16,800","29,803","14,629","31,285","68,957","18,605","16,747","33,605","30,721","39,707","17,564","22,143","58,194","20,595","46,121","5,202","46,559","23,926","22,633","71,028","34,571","18,850","17,607","4,891","12,734","44,179","20,600","41,999","19,399","11,747","26,079","70,265","17,885","28,257","24,123","35,658","16,505","12,546","37,321","78,882","29,137","14,605","8,167","5,944","2,364","3,037","5,472"
2021,8,40,"1,167,569","100,536","21,664","31,367","14,447","33,058","75,837","19,182","16,941","39,714","37,089","42,381","17,734","24,647","63,764","24,891","51,447","7,153","54,007","28,777","25,230","86,777","39,387","23,818","23,572","5,073","15,968","65,846","23,314","49,754","21,291","12,016","28,776","97,813","22,888","40,506","34,419","41,928","18,018","16,129","47,506","89,867","35,680","20,658","10,741","8,185","2,622","4,211","8,291"
2021,8,50,"1,142,604","98,037","24,273","30,354","15,856","27,554","77,450","20,452","18,918","38,080","39,737","46,647","21,014","25,633","70,374","24,455","47,018","8,636","65,085","35,150","29,935","96,304","41,605","27,408","27,291","5,840","17,202","61,469","17,697","47,000","23,142","14,058","22,257","85,956","22,564","34,662","28,730","39,374","18,405","16,767","35,010","64,418","32,967","20,475","15,997","10,525","3,753","5,893","10,656"
2021,8,60,"814,254","63,881","16,179","21,126","11,912","14,664","58,076","16,714","15,835","25,527","29,292","36,686","17,825","18,861","57,442","18,615","29,962","6,821","40,572","21,422","19,150","65,255","30,242","17,862","17,151","4,265","12,831","43,374","10,664","27,593","17,408","11,383","18,316","53,875","17,022","20,410","16,443","26,655","14,383","13,796","25,688","38,964","25,769","15,559","14,252","10,071","4,101","6,612","12,093"
2021,8,70,"351,154","25,407","6,912","8,041","5,390","5,064","26,227","7,625","7,034","11,568","13,759","14,694","7,760","6,934","21,872","7,988","12,612","3,625","13,620","7,502","6,118","26,473","13,132","6,699","6,642","1,771","5,203","20,877","4,395","9,136","6,858","4,320","8,448","29,853","7,528","11,795","10,530","12,706","6,054","6,331","12,334","15,345","10,952","7,691","5,759","4,903","2,226","3,220","6,495"
2021,8,80,"133,907","9,245","2,850","2,708","1,899","1,788","9,674","2,345","2,128","5,201","5,511","4,986","2,570","2,416","6,977","2,584","5,253","1,688","4,980","2,868","2,112","12,586","5,759","3,334","3,493",757,"1,902","7,563","1,590","3,100","2,800","1,529","2,223","12,393","2,831","5,077","4,485","5,449","2,581","2,794","4,268","5,542","3,424","2,895","2,470","2,087","1,059","1,453","2,544"
2021,8,90,"12,672",898,310,260,169,159,"1,032",204,157,671,443,514,213,301,707,230,455,158,466,292,174,"1,294",541,368,385,96,181,646,108,297,321,173,240,"1,163",267,489,407,541,226,222,380,446,272,233,240,207,108,136,239
2021,8,100,553,46,15,13,11,7,46,16,11,19,14,23,11,12,40,8,27,4,22,12,10,45,21,15,9,3,21,31,7,28,10,3,12,24,8,11,5,18,7,6,14,18,11,10,15,8,8,14,10
2021,9,총,"6,816,449","596,543","137,328","184,206","92,230","182,779","461,496","119,231","108,053","234,212","228,451","270,954","119,850","151,104","401,051","145,398","290,020","46,661","335,574","179,537","156,037","528,911","237,936","145,945","145,030","34,275","95,966","362,614","119,558","267,334","133,641","81,403","156,333","535,936","134,369","218,135","183,432","242,418","115,995","97,955","243,017","456,841","197,265","119,717","78,653","57,058","22,453","32,167","60,791"
2021,9,0,"568,695","47,623","8,986","15,679","5,147","17,811","33,959","7,542","6,458","19,959","17,220","19,462","7,621","11,841","27,793","11,328","25,327","3,048","21,686","11,409","10,277","40,382","19,188","10,350","10,844","3,146","7,375","32,746","11,349","24,473","9,717","6,615","16,136","49,238","10,352","20,849","18,037","22,176","9,379","6,885","27,745","52,147","17,206","10,166","4,168","3,621","1,304","1,610","3,665"
2021,9,10,"681,172","59,899","14,535","16,936","7,106","21,322","43,935","8,636","8,191","27,108","21,600","26,506","9,547","16,959","35,065","15,387","27,791","4,250","31,848","17,096","14,752","52,558","21,093","14,764","16,701","3,465","9,010","40,223","12,731","25,828","13,310","7,276","13,936","62,797","13,837","25,900","23,060","25,581","12,251","9,441","25,205","50,982","17,501","12,396","6,243","4,859","1,623","2,369","5,306"
2021,9,20,"953,209","97,560","23,910","27,852","15,698","30,100","66,020","17,869","15,749","32,402","32,778","39,268","17,782","21,486","58,746","19,371","42,720","6,013","56,516","31,043","25,473","75,865","32,183","22,373","21,309","4,911","13,532","44,946","17,021","37,817","19,373","12,119","19,208","72,170","19,056","29,869","23,245","31,628","17,836","12,882","27,193","58,912","24,021","14,895","10,484","6,606","3,284","3,570","5,944"
2021,9,30,"981,765","92,775","17,166","29,824","14,649","31,136","68,998","18,621","16,726","33,651","30,678","39,710","17,649","22,061","58,154","20,563","46,601","5,230","46,623","23,921","22,702","70,989","34,571","18,864","17,554","4,912","12,743","44,204","20,532","41,869","19,372","11,781","26,249","70,075","17,841","28,230","24,004","35,777","16,593","12,527","37,231","79,007","29,077","14,575","8,194","5,909","2,347","3,039","5,431"
2021,9,40,"1,167,209","100,550","21,862","31,322","14,371","32,995","75,611","19,159","16,833","39,619","37,119","42,311","17,715","24,596","63,542","24,759","51,682","7,135","53,799","28,653","25,146","86,525","39,357","23,703","23,465","5,078","15,918","65,844","23,317","49,808","21,220","12,020","28,902","97,714","22,918","40,443","34,353","42,061","18,071","16,150","47,586","90,193","35,687","20,630","10,692","8,181","2,611","4,204","8,289"
2021,9,50,"1,145,469","98,212","24,426","30,321","15,838","27,627","77,605","20,448","18,896","38,261","39,826","46,635","21,038","25,597","70,392","24,491","47,340","8,651","65,169","35,172","29,997","96,390","41,583","27,475","27,332","5,847","17,173","61,720","17,735","47,064","23,125","14,077","22,434","86,236","22,603","34,808","28,825","39,574","18,480","16,799","35,137","64,801","33,118","20,550","15,995","10,534","3,770","5,905","10,684"
2021,9,60,"819,154","64,227","16,320","21,224","11,939","14,744","58,337","16,759","15,870","25,708","29,449","36,777","17,901","18,876","57,636","18,655","30,173","6,859","40,817","21,558","19,259","65,724","30,475","17,995","17,254","4,281","12,891","43,662","10,748","27,824","17,510","11,467","18,473","54,233","17,137","20,600","16,496","26,863","14,483","13,895","25,863","39,333","25,906","15,635","14,377","10,135","4,112","6,640","12,169"
2021,9,70,"351,452","25,421","6,924","8,043","5,375","5,079","26,221","7,632","7,003","11,586","13,770","14,702","7,770","6,932","21,959","8,010","12,613","3,626","13,611","7,481","6,130","26,444","13,099","6,688","6,657","1,775","5,204","20,945","4,404","9,196","6,852","4,333","8,491","29,718","7,487","11,774","10,457","12,693","6,065","6,342","12,366","15,405","11,010","7,701","5,750","4,891","2,220","3,214","6,500"
2021,9,80,"134,974","9,338","2,877","2,734","1,928","1,799","9,730","2,350","2,158","5,222","5,542","5,043","2,597","2,446","7,002","2,594","5,279","1,689","5,013","2,901","2,112","12,679","5,815","3,344","3,520",763,"1,916","7,633","1,604","3,131","2,827","1,537","2,251","12,580","2,871","5,167","4,542","5,504","2,599","2,799","4,282","5,586","3,455","2,924","2,491","2,103","1,063","1,465","2,552"
2021,9,90,"12,786",892,308,258,168,158,"1,034",199,158,677,455,517,219,298,723,231,468,156,470,291,179,"1,308",550,374,384,94,183,659,110,296,324,175,241,"1,151",259,483,409,542,230,228,395,456,271,234,244,211,111,137,240
2021,9,100,564,46,14,13,11,8,46,16,11,19,14,23,11,12,39,9,26,4,22,12,10,47,22,15,10,3,21,32,7,28,11,3,12,24,8,12,4,19,8,7,14,19,13,11,15,8,8,14,11
2021,10,총,"6,820,025","596,863","137,955","184,052","92,088","182,768","461,315","119,485","107,644","234,186","228,574","270,572","119,745","150,827","400,375","145,171","291,122","46,659","335,508","179,580","155,928","528,683","237,946","145,811","144,926","34,357","95,747","363,233","119,588","267,351","133,506","81,341","157,644","535,631","134,041","218,360","183,230","243,139","116,264","97,969","243,149","457,918","197,315","119,761","78,733","57,122","22,412","32,130","60,873"
2021,10,0,"566,395","47,446","9,043","15,542","5,128","17,733","33,768","7,578","6,360","19,830","17,177","19,341","7,586","11,755","27,556","11,258","25,310","3,021","21,603","11,349","10,254","40,135","19,078","10,293","10,764","3,149","7,322","32,604","11,280","24,348","9,644","6,582","16,461","48,963","10,313","20,742","17,908","22,123","9,359","6,858","27,605","51,928","17,118","10,137","4,168","3,593","1,297","1,604","3,637"
2021,10,10,"680,108","59,837","14,525","16,931","7,075","21,306","43,878","8,648","8,145","27,085","21,535","26,426","9,515","16,911","34,984","15,347","27,821","4,231","31,763","17,099","14,664","52,494","21,086","14,750","16,658","3,448","8,959","40,250","12,738","25,782","13,275","7,276","14,004","62,306","13,415","25,886","23,005","25,610","12,160","9,358","25,290","51,154","17,476","12,358","6,226","4,882","1,614","2,347","5,279"
2021,10,20,"951,808","97,349","23,939","27,744","15,626","30,040","65,839","17,808","15,676","32,355","32,737","39,116","17,687","21,429","58,447","19,299","42,839","5,988","56,436","31,038","25,398","75,523","32,041","22,237","21,245","4,926","13,445","44,979","17,009","37,724","19,288","12,035","19,191","72,177","18,993","29,958","23,226","31,774","17,944","12,884","27,118","59,026","23,969","14,887","10,461","6,578","3,282","3,577","5,961"
2021,10,30,"982,214","92,987","17,374","29,818","14,673","31,122","69,085","18,772","16,706","33,607","30,739","39,672","17,641","22,031","58,037","20,551","46,884","5,232","46,640","23,923","22,717","71,054","34,637","18,862","17,555","4,947","12,716","44,213","20,477","41,783","19,386","11,782","26,602","70,017","17,844","28,249","23,924","35,824","16,636","12,475","37,112","78,972","28,967","14,571","8,201","5,899","2,329","3,019","5,405"
2021,10,40,"1,166,569","100,521","21,915","31,322","14,315","32,969","75,386","19,133","16,717","39,536","37,073","42,162","17,686","24,476","63,359","24,680","51,768","7,132","53,630","28,539","25,091","86,328","39,263","23,643","23,422","5,100","15,876","65,885","23,358","49,848","21,140","11,991","29,173","97,472","22,894","40,336","34,242","42,139","18,112","16,153","47,681","90,439","35,695","20,561","10,651","8,179","2,603","4,197","8,277"
2021,10,50,"1,148,042","98,371","24,553","30,317","15,827","27,674","77,659","20,471","18,837","38,351","39,878","46,680","21,027","25,653","70,332","24,458","47,683","8,647","65,190","35,171","30,019","96,461","41,637","27,467","27,357","5,846","17,147","62,003","17,769","47,139","23,131","14,061","22,565","86,590","22,688","34,991","28,911","39,808","18,540","16,871","35,228","65,189","33,235","20,647","16,048","10,536","3,755","5,884","10,691"
2021,10,60,"823,516","64,546","16,428","21,311","11,961","14,846","58,599","16,839","15,885","25,875","29,622","36,843","17,982","18,861","57,811","18,730","30,365","6,896","41,055","21,734","19,321","66,124","30,665","18,109","17,350","4,296","12,941","43,876","10,815","28,035","17,588","11,553","18,605","54,482","17,243","20,687","16,552","27,055","14,588","13,949","26,015","39,639","26,036","15,691","14,458","10,218","4,136","6,665","12,284"
2021,10,70,"352,051","25,485","6,957","8,060","5,362","5,106","26,233","7,658","6,974","11,601","13,777","14,704","7,760","6,944","22,043","7,986","12,670","3,635","13,656","7,502","6,154","26,458","13,127","6,698","6,633","1,784","5,203","21,027","4,417","9,231","6,859","4,333","8,496","29,721","7,498","11,767","10,456","12,699","6,082","6,366","12,377","15,474","11,029","7,716","5,763","4,898","2,211","3,205","6,513"
2021,10,80,"135,901","9,375","2,894","2,733","1,940","1,808","9,782","2,365","2,177","5,240","5,565","5,088","2,626","2,462","7,030","2,616","5,294","1,715","5,039","2,917","2,122","12,747","5,840","3,365","3,542",763,"1,936","7,701","1,607","3,143","2,854","1,549","2,291","12,713","2,881","5,240","4,592","5,544","2,604","2,809","4,313","5,624","3,499","2,952","2,499","2,121","1,069","1,480","2,579"
