년도,월,나이,고양시,덕양구,주교동,원신동,흥도동,성사1동,성사2동,효자동,삼송동,창릉동,고양동,관산동,능곡동,화정1동,화정2동,행주동,행신1동,행신2동,행신3동,화전동,대덕동,일산동구,식사동,중산동,정발산동,풍산동,백석1동,백석2동,마두1동,마두2동,장항1동,장항2동,고봉동,일산서구,일산1동,일산2동,일산3동,탄현동,주엽1동,주엽2동,대화동,송포동,송산동
2020,8,50,"95,748","41,062","1,715","1,544","3,030","2,156","1,014",774,"1,501","1,300","2,670","3,554","1,632","3,744","2,845","2,197","2,052","2,936","4,548","1,559",291,"27,336","3,145","4,364","2,132","3,345","2,685","1,975","2,399","1,554",984,"2,344","2,409","27,350","2,540","2,102","3,185","4,683","2,349","2,477","3,244","1,971","4,799"
2020,8,60,"58,835","27,349","1,159","1,294","2,144","1,383",776,462,"1,262",989,"1,910","2,775","1,158","2,003","1,541","1,472","1,372","1,705","2,497","1,177",270,"16,024","1,473","2,704","1,392","2,002","1,567","1,120","1,319",782,627,"1,267","1,771","15,462","1,585","1,357","1,633","2,255","1,487","1,542","1,875","1,131","2,597"
2020,8,70,"26,296","13,029",537,598,"1,124",649,398,223,684,487,"1,081","1,402",565,"1,011",665,615,540,747,"1,058",522,123,"6,615",564,"1,156",641,834,595,481,508,346,233,498,759,"6,652",769,535,572,922,674,752,804,499,"1,125"
2020,8,80,"11,611","5,282",196,186,359,284,192,78,230,139,409,481,213,599,374,256,256,331,480,177,42,"3,075",235,529,258,385,291,203,247,237,70,326,294,"3,254",337,249,297,466,430,479,327,241,428
2020,8,90,"1,187",501,20,18,25,22,13,19,13,23,39,44,16,54,32,20,21,30,64,24,4,341,28,68,27,47,24,25,29,38,3,29,23,345,31,26,37,51,56,63,29,18,34
2020,8,100,89,56,2,1,0,1,1,9,5,1,6,13,2,4,1,1,1,1,0,5,2,20,1,5,3,0,2,0,3,1,1,2,2,13,1,0,2,0,1,4,2,1,2
2020,9,총,"526,928","234,209","7,841","11,464","22,038","10,895","5,573","5,508","10,804","10,255","15,396","18,591","8,094","18,615","16,316","10,070","10,832","16,073","22,534","11,842","1,468","145,462","16,851","22,982","11,520","18,950","14,757","10,176","11,878","7,901","5,501","12,951","11,995","147,257","13,511","9,353","17,602","25,727","13,245","13,794","17,592","10,777","25,656"
2020,9,0,"42,265","19,691",317,"1,602","2,783",689,336,767,"1,089","1,310","1,222","1,123",508,"1,074","1,384",402,774,"1,192","1,449","1,625",45,"10,780","1,704","1,794",656,"1,667","1,067",454,756,646,722,587,727,"11,794","1,013",466,"1,387","2,463",990,"1,059","1,181",830,"2,405"
2020,9,10,"54,242","21,294",686,926,"1,934","1,018",561,371,752,760,"1,676","1,490",661,"1,962","1,969",668,"1,027","1,498","2,509",747,79,"15,450","2,416","2,398","1,093","2,361","1,456",720,"1,714","1,140",485,817,850,"17,498","1,382",807,"3,057","2,931","1,674","1,616","1,635","1,203","3,193"
2020,9,20,"77,123","32,497","1,196","1,172","2,545","1,587",783,665,"1,296","1,115","1,906","2,413","1,189","3,136","2,378","1,575","1,613","2,656","3,652","1,362",258,"22,617","2,380","3,692","2,109","2,730","2,459","1,623","1,915","1,154",599,"2,308","1,648","22,009","2,092","1,488","2,473","3,873","1,914","1,948","3,041","1,688","3,492"
2020,9,30,"70,361","33,766",864,"1,888","3,689","1,289",656,"1,186","2,128","2,264","1,756","2,205",954,"2,203","2,139","1,322","1,441","2,547","2,587","2,483",165,"18,631","1,662","2,731","1,490","2,290","2,246","1,682","1,064",698,763,"2,415","1,590","17,964","1,638","1,005","1,701","3,538","1,534","1,629","2,723","1,415","2,781"
2020,9,40,"88,517","39,384","1,154","2,229","4,349","1,804",844,950,"1,828","1,847","2,706","3,078","1,183","2,825","2,948","1,535","1,723","2,428","3,645","2,128",180,"24,401","3,207","3,526","1,724","3,272","2,354","1,875","1,908","1,298","1,013","2,326","1,898","24,732","2,098","1,303","3,257","4,484","2,124","2,219","2,700","1,786","4,761"
2020,9,50,"95,747","41,089","1,711","1,538","3,049","2,151","1,008",776,"1,504","1,308","2,671","3,549","1,629","3,742","2,852","2,179","2,050","2,936","4,570","1,573",293,"27,292","3,158","4,346","2,120","3,336","2,689","1,968","2,397","1,552",977,"2,345","2,404","27,366","2,543","2,106","3,185","4,710","2,344","2,462","3,249","1,966","4,801"
2020,9,60,"59,376","27,562","1,159","1,297","2,174","1,398",782,465,"1,271",999,"1,924","2,788","1,179","2,005","1,565","1,492","1,383","1,708","2,517","1,185",271,"16,224","1,497","2,734","1,406","2,025","1,576","1,146","1,338",788,635,"1,291","1,788","15,590","1,600","1,369","1,635","2,283","1,492","1,558","1,893","1,132","2,628"
2020,9,70,"26,290","13,012",533,605,"1,120",646,392,221,688,482,"1,076","1,400",563,"1,007",665,618,536,741,"1,063",530,126,"6,607",563,"1,153",634,834,589,483,503,344,234,502,768,"6,671",772,535,570,926,685,752,808,497,"1,126"
2020,9,80,"11,728","5,354",199,186,369,292,196,79,230,147,412,489,209,603,384,258,264,336,476,180,45,"3,098",234,535,259,388,294,202,251,241,69,330,295,"3,276",342,248,299,468,432,482,331,241,433
2020,9,90,"1,188",503,20,20,26,20,14,19,13,22,41,42,17,54,31,20,20,30,66,24,4,342,29,68,26,47,25,23,29,39,3,28,25,343,30,26,36,51,54,65,29,18,34
2020,9,100,91,57,2,1,0,1,1,9,5,1,6,14,2,4,1,1,1,1,0,5,2,20,1,5,3,0,2,0,3,1,1,2,2,14,1,0,2,0,2,4,2,1,2
2020,10,총,"527,169","234,680","7,835","11,427","22,111","10,877","5,585","5,504","10,836","10,326","15,354","18,621","8,075","18,578","16,306","10,020","10,837","16,013","22,439","12,471","1,465","145,358","16,874","22,973","11,481","18,947","14,739","10,118","11,831","7,901","5,497","12,997","12,000","147,131","13,494","9,326","17,583","25,705","13,187","13,800","17,624","10,792","25,620"
2020,10,0,"42,017","19,645",317,"1,584","2,755",681,334,764,"1,088","1,329","1,193","1,115",504,"1,056","1,377",400,774,"1,174","1,428","1,726",46,"10,693","1,689","1,771",657,"1,649","1,057",447,743,646,724,585,725,"11,679","1,011",454,"1,384","2,441",976,"1,060","1,158",832,"2,363"
2020,10,10,"54,110","21,271",683,934,"1,973","1,016",559,373,757,757,"1,669","1,480",660,"1,951","1,959",656,"1,020","1,490","2,478",779,77,"15,425","2,419","2,412","1,079","2,361","1,448",718,"1,701","1,144",489,817,837,"17,414","1,353",804,"3,035","2,927","1,653","1,616","1,638","1,191","3,197"
2020,10,20,"77,161","32,502","1,195","1,165","2,538","1,575",794,664,"1,294","1,118","1,907","2,421","1,187","3,128","2,369","1,563","1,615","2,648","3,637","1,430",254,"22,602","2,392","3,676","2,111","2,725","2,464","1,601","1,923","1,152",596,"2,314","1,648","22,057","2,101","1,489","2,486","3,871","1,909","1,948","3,048","1,698","3,507"
2020,10,30,"70,390","33,914",872,"1,867","3,674","1,298",658,"1,172","2,135","2,274","1,745","2,208",952,"2,200","2,135","1,312","1,432","2,539","2,568","2,703",170,"18,573","1,665","2,730","1,496","2,286","2,214","1,673","1,056",702,751,"2,413","1,587","17,903","1,642",985,"1,696","3,537","1,533","1,616","2,721","1,410","2,763"
2020,10,40,"88,367","39,435","1,146","2,226","4,371","1,791",841,962,"1,831","1,860","2,699","3,071","1,163","2,807","2,953","1,522","1,735","2,396","3,626","2,260",175,"24,308","3,201","3,508","1,704","3,251","2,355","1,853","1,889","1,296","1,023","2,343","1,885","24,624","2,080","1,305","3,249","4,474","2,099","2,213","2,698","1,776","4,730"
2020,10,50,"95,788","41,113","1,690","1,548","3,077","2,152","1,010",767,"1,510","1,312","2,665","3,564","1,627","3,743","2,845","2,165","2,047","2,941","4,551","1,603",296,"27,280","3,156","4,354","2,097","3,359","2,690","1,961","2,386","1,549",967,"2,359","2,402","27,395","2,542","2,096","3,175","4,704","2,354","2,464","3,271","1,973","4,816"
2020,10,60,"59,849","27,770","1,179","1,284","2,194","1,401",786,470,"1,274","1,024","1,933","2,809","1,191","2,023","1,578","1,506","1,389","1,711","2,537","1,209",272,"16,359","1,525","2,751","1,415","2,042","1,593","1,154","1,339",788,640,"1,297","1,815","15,720","1,619","1,385","1,648","2,297","1,498","1,575","1,908","1,147","2,643"
2020,10,70,"26,400","13,090",531,616,"1,132",646,389,226,697,479,"1,082","1,410",555,"1,008",667,620,536,747,"1,079",548,122,"6,631",561,"1,162",634,836,593,484,506,343,232,507,773,"6,679",769,534,576,929,677,749,812,506,"1,127"
2020,10,80,"11,798","5,379",200,184,370,296,199,78,231,151,414,489,218,603,388,254,269,335,472,181,47,"3,119",237,536,258,390,296,203,254,242,69,333,301,"3,300",343,249,296,475,432,490,336,241,438
2020,10,90,"1,195",501,19,18,27,20,14,18,14,21,41,41,16,55,34,21,19,30,62,27,4,348,28,68,27,48,27,24,31,38,5,27,25,346,33,25,36,50,54,65,32,17,34
2020,10,100,94,60,3,1,0,1,1,10,5,1,6,13,2,4,1,1,1,2,1,5,2,20,1,5,3,0,2,0,3,1,1,2,2,14,1,0,2,0,2,4,2,1,2
2020,11,총,"527,834","235,485","7,814","11,411","22,130","10,898","5,585","5,513","11,012","10,438","15,352","18,632","8,053","18,554","16,272","10,009","10,818","16,016","22,427","13,111","1,440","145,341","16,919","22,924","11,461","18,936","14,727","10,117","11,796","7,892","5,497","13,058","12,014","147,008","13,478","9,309","17,548","25,633","13,161","13,780","17,634","10,810","25,655"
2020,11,0,"41,926","19,683",317,"1,557","2,736",672,327,769,"1,117","1,329","1,178","1,103",498,"1,033","1,366",394,759,"1,171","1,421","1,894",42,"10,623","1,690","1,745",656,"1,640","1,043",445,728,647,727,584,718,"11,620","1,002",456,"1,380","2,410",968,"1,060","1,146",829,"2,369"
2020,11,10,"53,926","21,260",673,940,"1,988","1,017",552,375,762,766,"1,661","1,479",655,"1,946","1,957",648,"1,013","1,489","2,464",797,78,"15,344","2,426","2,389","1,063","2,355","1,445",703,"1,686","1,133",488,822,834,"17,322","1,352",799,"3,015","2,890","1,640","1,620","1,633","1,182","3,191"
2020,11,20,"77,268","32,558","1,195","1,163","2,532","1,574",802,663,"1,294","1,146","1,919","2,423","1,185","3,145","2,360","1,561","1,614","2,630","3,640","1,470",242,"22,644","2,389","3,703","2,098","2,731","2,447","1,615","1,923","1,156",598,"2,324","1,660","22,066","2,108","1,477","2,490","3,878","1,908","1,935","3,042","1,710","3,518"
2020,11,30,"70,610","34,141",873,"1,862","3,662","1,300",661,"1,165","2,201","2,297","1,743","2,192",948,"2,192","2,125","1,308","1,433","2,537","2,583","2,895",164,"18,580","1,669","2,709","1,499","2,283","2,217","1,668","1,053",695,750,"2,444","1,593","17,889","1,645",987,"1,686","3,520","1,534","1,606","2,729","1,418","2,764"
2020,11,40,"88,285","39,530","1,142","2,214","4,372","1,798",837,975,"1,886","1,874","2,701","3,066","1,159","2,792","2,942","1,507","1,716","2,399","3,585","2,395",170,"24,222","3,205","3,499","1,691","3,241","2,355","1,841","1,882","1,293","1,015","2,319","1,881","24,533","2,065","1,290","3,232","4,444","2,085","2,222","2,706","1,767","4,722"
2020,11,50,"95,819","41,190","1,673","1,559","3,089","2,162","1,013",761,"1,515","1,327","2,665","3,576","1,623","3,717","2,852","2,174","2,049","2,940","4,556","1,641",298,"27,279","3,156","4,312","2,098","3,357","2,697","1,965","2,382","1,550",970,"2,378","2,414","27,350","2,530","2,099","3,178","4,715","2,340","2,428","3,267","1,971","4,822"
2020,11,60,"60,353","28,005","1,187","1,291","2,217","1,412",786,476,"1,286","1,040","1,948","2,828","1,188","2,051","1,577","1,521","1,406","1,729","2,562","1,230",270,"16,474","1,549","2,784","1,428","2,052","1,605","1,162","1,349",790,643,"1,308","1,804","15,874","1,632","1,399","1,654","2,322","1,519","1,599","1,927","1,156","2,666"
2020,11,70,"26,483","13,131",530,619,"1,136",638,395,227,701,485,"1,076","1,413",557,"1,011",667,622,536,748,"1,077",570,123,"6,673",567,"1,168",639,843,596,485,505,346,232,514,778,"6,679",768,531,577,927,677,752,815,513,"1,119"
2020,11,80,"11,858","5,419",202,187,365,303,196,75,231,152,416,498,222,607,391,254,272,341,475,185,47,"3,131",237,541,256,388,294,209,255,242,68,335,306,"3,308",340,248,298,473,434,488,334,246,447
2020,11,90,"1,213",508,19,18,33,21,15,17,14,21,39,41,16,56,34,19,19,30,63,29,4,351,30,69,30,46,26,24,30,39,5,28,24,354,35,23,37,54,54,66,33,17,35
2020,11,100,93,60,3,1,0,1,1,10,5,1,6,13,2,4,1,1,1,2,1,5,2,20,1,5,3,0,2,0,3,1,1,2,2,13,1,0,1,0,2,4,2,1,2
2020,12,총,"528,480","235,773","7,771","11,400","22,117","10,897","5,569","5,685","11,114","10,552","15,312","18,650","8,052","18,525","16,241","9,965","10,810","15,930","22,381","13,386","1,416","145,874","17,440","22,922","11,459","18,904","14,707","10,100","11,760","7,873","5,565","13,064","12,080","146,833","13,423","9,292","17,534","25,561","13,154","13,751","17,683","10,774","25,661"
2020,12,0,"41,892","19,688",312,"1,551","2,736",667,322,807,"1,132","1,336","1,160","1,101",492,"1,034","1,359",385,748,"1,162","1,405","1,936",43,"10,656","1,783","1,733",649,"1,633","1,038",432,719,638,729,580,722,"11,548",988,450,"1,390","2,377",968,"1,061","1,147",814,"2,353"
2020,12,10,"53,819","21,230",657,950,"1,979",997,550,389,777,778,"1,658","1,486",650,"1,932","1,953",646,"1,008","1,468","2,456",823,73,"15,305","2,461","2,382","1,042","2,343","1,422",703,"1,682","1,139",489,812,830,"17,284","1,348",796,"3,011","2,881","1,633","1,611","1,647","1,167","3,190"
2020,12,20,"77,295","32,510","1,190","1,145","2,528","1,584",799,678,"1,285","1,157","1,929","2,409","1,189","3,127","2,360","1,547","1,604","2,620","3,633","1,493",233,"22,710","2,435","3,696","2,111","2,740","2,457","1,612","1,917","1,146",609,"2,321","1,666","22,075","2,089","1,470","2,474","3,897","1,925","1,931","3,038","1,714","3,537"
2020,12,30,"70,826","34,281",871,"1,858","3,631","1,324",651,"1,193","2,248","2,332","1,721","2,208",955,"2,200","2,121","1,307","1,444","2,503","2,583","2,968",163,"18,760","1,803","2,694","1,510","2,284","2,227","1,652","1,045",688,798,"2,444","1,615","17,785","1,629",989,"1,701","3,484","1,520","1,595","2,734","1,397","2,736"
2020,12,40,"88,281","39,508","1,121","2,213","4,365","1,781",833,"1,019","1,906","1,888","2,698","3,052","1,149","2,779","2,916","1,497","1,713","2,381","3,571","2,461",165,"24,287","3,296","3,508","1,686","3,218","2,333","1,832","1,892","1,297","1,018","2,321","1,886","24,486","2,058","1,284","3,207","4,430","2,083","2,228","2,716","1,761","4,719"
2020,12,50,"95,784","41,159","1,666","1,560","3,101","2,162","1,010",770,"1,509","1,336","2,663","3,569","1,618","3,706","2,839","2,163","2,053","2,934","4,543","1,666",291,"27,309","3,219","4,299","2,081","3,336","2,700","1,977","2,364","1,541",971,"2,386","2,435","27,316","2,524","2,088","3,183","4,690","2,347","2,406","3,277","1,980","4,821"
2020,12,60,"60,842","28,219","1,194","1,295","2,231","1,419",793,495,"1,299","1,054","1,947","2,849","1,202","2,069","1,592","1,529","1,415","1,743","2,574","1,248",271,"16,620","1,600","2,817","1,443","2,062","1,621","1,168","1,347",794,644,"1,316","1,808","16,003","1,637","1,414","1,659","2,351","1,517","1,608","1,946","1,166","2,705"
2020,12,70,"26,460","13,118",532,621,"1,141",641,395,232,704,495,"1,072","1,409",556,"1,001",670,611,531,742,"1,075",567,123,"6,704",574,"1,172",637,853,593,489,508,348,235,514,781,"6,638",771,525,572,917,672,750,811,508,"1,112"
2020,12,80,"11,961","5,484",206,187,370,301,201,75,235,153,420,513,223,614,395,261,273,342,480,187,48,"3,147",238,545,265,389,288,212,251,242,66,340,311,"3,330",343,250,298,479,435,493,331,249,452
2020,12,90,"1,227",516,19,19,35,20,14,17,14,22,38,41,16,59,35,18,20,33,60,32,4,355,29,71,32,46,26,23,32,39,5,28,24,356,35,26,38,55,52,65,34,17,34
2020,12,100,93,60,3,1,0,1,1,10,5,1,6,13,2,4,1,1,1,2,1,5,2,21,2,5,3,0,2,0,3,1,1,2,2,12,1,0,1,0,2,3,2,1,2
2021,1,총,"529,378","236,307","7,758","11,378","22,064","10,893","5,565","6,255","11,164","10,659","15,278","18,656","8,051","18,472","16,217","9,977","10,772","15,883","22,361","13,482","1,422","146,316","17,818","22,909","11,457","18,850","14,696","10,098","11,764","7,887","5,641","13,103","12,093","146,755","13,372","9,284","17,522","25,526","13,160","13,739","17,686","10,801","25,665"
2021,1,0,"41,795","19,657",311,"1,532","2,700",662,312,943,"1,139","1,343","1,127","1,099",478,"1,014","1,347",388,728,"1,152","1,393","1,946",43,"10,678","1,856","1,724",649,"1,601","1,035",432,721,631,739,573,717,"11,460",986,446,"1,387","2,358",953,"1,052","1,147",811,"2,320"
2021,1,10,"53,726","21,203",645,965,"1,990",988,550,423,783,791,"1,653","1,483",648,"1,912","1,937",644,992,"1,451","2,451",825,72,"15,297","2,498","2,369","1,039","2,335","1,409",708,"1,683","1,143",483,798,832,"17,226","1,333",795,"2,998","2,867","1,626","1,616","1,633","1,164","3,194"
2021,1,20,"77,253","32,472","1,183","1,148","2,506","1,574",793,701,"1,286","1,151","1,929","2,403","1,184","3,117","2,365","1,560","1,606","2,611","3,625","1,499",231,"22,709","2,472","3,665","2,104","2,740","2,435","1,605","1,910","1,151",630,"2,323","1,674","22,072","2,070","1,467","2,467","3,881","1,926","1,931","3,060","1,719","3,551"
2021,1,30,"70,988","34,354",879,"1,836","3,606","1,324",669,"1,331","2,232","2,368","1,695","2,206",977,"2,201","2,119","1,297","1,421","2,492","2,568","2,966",167,"18,858","1,853","2,698","1,514","2,278","2,243","1,651","1,050",688,817,"2,457","1,609","17,776","1,626",991,"1,704","3,471","1,544","1,577","2,720","1,405","2,738"
2021,1,40,"88,179","39,538","1,111","2,208","4,364","1,773",822,"1,169","1,924","1,909","2,698","3,034","1,137","2,757","2,886","1,487","1,687","2,363","3,549","2,494",166,"24,306","3,390","3,503","1,676","3,170","2,315","1,824","1,888","1,292","1,034","2,329","1,885","24,335","2,030","1,269","3,183","4,419","2,065","2,211","2,714","1,757","4,687"
2021,1,50,"95,995","41,288","1,679","1,557","3,092","2,166","1,013",804,"1,529","1,358","2,677","3,568","1,604","3,687","2,859","2,173","2,066","2,922","4,562","1,680",292,"27,396","3,262","4,293","2,075","3,362","2,701","1,973","2,362","1,554",979,"2,395","2,440","27,311","2,523","2,078","3,198","4,670","2,348","2,416","3,252","1,979","4,847"
2021,1,60,"61,523","28,516","1,187","1,302","2,247","1,435",796,535,"1,310","1,060","1,962","2,871","1,220","2,105","1,606","1,541","1,443","1,767","2,588","1,267",274,"16,804","1,633","2,856","1,456","2,062","1,642","1,183","1,365",799,650,"1,344","1,814","16,203","1,651","1,434","1,677","2,394","1,532","1,623","1,977","1,187","2,728"
2021,1,70,"26,539","13,165",535,620,"1,158",644,394,246,705,501,"1,071","1,409",554,"1,002",667,607,529,743,"1,082",577,121,"6,726",582,"1,171",644,867,594,491,501,346,236,506,788,"6,648",771,525,572,926,675,751,815,510,"1,103"
2021,1,80,"12,043","5,526",208,190,367,305,201,77,237,154,418,528,229,610,394,261,276,348,481,192,50,"3,168",242,552,267,390,295,209,248,244,67,346,308,"3,349",347,251,295,485,435,496,332,250,458
2021,1,90,"1,240",527,16,19,34,21,14,16,14,23,42,42,18,63,36,18,23,32,61,31,4,353,28,73,30,45,25,22,33,38,5,30,24,360,34,28,40,55,53,63,33,17,37
2021,1,100,97,61,4,1,0,1,1,10,5,1,6,13,2,4,1,1,1,2,1,5,2,21,2,5,3,0,2,0,3,1,1,2,2,15,1,0,1,0,3,3,3,2,2
2021,2,총,"529,886","236,862","7,759","11,339","22,232","10,868","5,556","6,527","11,382","10,764","15,208","18,635","8,029","18,482","16,171","9,994","10,756","15,851","22,327","13,566","1,416","146,365","17,925","22,847","11,459","18,809","14,653","10,112","11,722","7,869","5,718","13,094","12,157","146,659","13,362","9,279","17,476","25,485","13,151","13,743","17,718","10,816","25,629"
2021,2,0,"41,700","19,646",312,"1,515","2,691",656,311,"1,010","1,173","1,350","1,104","1,088",482,"1,002","1,332",386,719,"1,136","1,374","1,960",45,"10,644","1,886","1,710",657,"1,583","1,018",433,718,627,741,550,721,"11,410",982,440,"1,381","2,345",937,"1,046","1,156",818,"2,305"
2021,2,10,"53,581","21,183",637,954,"2,018",974,545,445,801,800,"1,640","1,478",642,"1,906","1,923",643,994,"1,433","2,438",844,68,"15,266","2,505","2,352","1,040","2,317","1,393",708,"1,679","1,148",499,799,826,"17,132","1,330",795,"2,968","2,837","1,616","1,616","1,618","1,169","3,183"
2021,2,20,"77,057","32,453","1,185","1,151","2,532","1,580",801,711,"1,299","1,147","1,919","2,399","1,170","3,110","2,355","1,562","1,589","2,606","3,615","1,499",223,"22,645","2,470","3,643","2,086","2,729","2,427","1,605","1,890","1,134",640,"2,329","1,692","21,959","2,062","1,455","2,456","3,852","1,926","1,910","3,064","1,704","3,530"
2021,2,30,"71,083","34,439",876,"1,825","3,634","1,309",653,"1,398","2,253","2,394","1,678","2,193",969,"2,206","2,109","1,308","1,419","2,493","2,577","2,976",169,"18,873","1,876","2,698","1,523","2,260","2,210","1,646","1,051",691,841,"2,462","1,615","17,771","1,615",990,"1,703","3,459","1,543","1,589","2,732","1,402","2,738"
2021,2,40,"88,081","39,573","1,111","2,188","4,378","1,761",814,"1,237","1,998","1,953","2,673","3,028","1,131","2,730","2,861","1,472","1,675","2,360","3,517","2,517",169,"24,262","3,392","3,496","1,657","3,161","2,323","1,832","1,872","1,289","1,040","2,312","1,888","24,246","2,022","1,273","3,153","4,402","2,056","2,205","2,703","1,755","4,677"
2021,2,50,"96,223","41,439","1,665","1,571","3,143","2,162","1,011",824,"1,557","1,363","2,689","3,580","1,602","3,693","2,875","2,179","2,076","2,891","4,570","1,695",293,"27,424","3,277","4,274","2,079","3,379","2,701","1,975","2,350","1,540",998,"2,397","2,454","27,360","2,522","2,061","3,213","4,690","2,354","2,424","3,257","1,989","4,850"
2021,2,60,"62,080","28,758","1,207","1,305","2,262","1,452",804,547,"1,325","1,072","1,975","2,869","1,228","2,151","1,613","1,553","1,450","1,797","2,609","1,267",272,"16,956","1,654","2,879","1,473","2,074","1,659","1,190","1,377",808,647,"1,358","1,837","16,366","1,672","1,456","1,692","2,416","1,552","1,638","2,002","1,195","2,743"
2021,2,70,"26,587","13,182",532,610,"1,164",645,399,250,713,504,"1,062","1,412",547,"1,003",669,609,535,747,"1,082",578,121,"6,742",590,"1,169",642,870,598,490,502,344,238,510,789,"6,663",768,533,570,939,670,755,815,513,"1,100"
2021,2,80,"12,139","5,588",213,199,376,307,203,82,242,156,419,532,237,612,395,263,273,353,483,193,50,"3,176",244,549,270,390,297,210,247,249,68,344,308,"3,375",354,250,298,489,441,493,334,251,465
2021,2,90,"1,260",543,17,20,34,21,14,16,16,24,43,43,19,65,38,18,24,34,61,32,4,355,29,72,29,46,25,23,33,38,5,30,25,362,34,26,41,56,53,64,34,18,36
2021,2,100,95,58,4,1,0,1,1,7,5,1,6,13,2,4,1,1,2,1,1,5,2,22,2,5,3,0,2,0,3,1,1,3,2,15,1,0,1,0,3,3,3,2,2
2021,3,총,"529,227","236,865","7,708","11,341","22,511","10,869","5,520","6,496","11,521","10,825","15,139","18,591","8,002","18,457","16,115","9,976","10,726","15,809","22,240","13,600","1,419","146,157","17,930","22,752","11,402","18,784","14,661","10,081","11,661","7,848","5,779","13,110","12,149","146,205","13,270","9,241","17,383","25,423","13,139","13,692","17,702","10,791","25,564"
2021,3,0,"41,612","19,681",304,"1,511","2,710",657,308,"1,021","1,185","1,366","1,088","1,086",482,"1,003","1,330",386,723,"1,139","1,357","1,981",44,"10,595","1,875","1,701",647,"1,574","1,018",437,716,620,738,557,712,"11,336",979,436,"1,376","2,322",927,"1,034","1,164",813,"2,285"
2021,3,10,"53,223","21,103",630,965,"2,038",977,533,447,810,810,"1,637","1,467",635,"1,879","1,899",635,993,"1,412","2,409",858,69,"15,155","2,504","2,322","1,045","2,309","1,380",688,"1,658","1,127",506,790,826,"16,965","1,303",785,"2,936","2,827","1,591","1,606","1,592","1,162","3,163"
2021,3,20,"76,955","32,476","1,171","1,149","2,553","1,572",805,714,"1,331","1,156","1,913","2,389","1,170","3,119","2,345","1,553","1,579","2,588","3,620","1,498",251,"22,631","2,491","3,613","2,072","2,717","2,423","1,603","1,882","1,144",649,"2,337","1,700","21,848","2,055","1,438","2,438","3,804","1,948","1,908","3,060","1,680","3,517"
2021,3,30,"71,099","34,476",872,"1,820","3,714","1,308",648,"1,384","2,265","2,407","1,664","2,190",975,"2,202","2,116","1,301","1,417","2,498","2,558","2,971",166,"18,884","1,865","2,689","1,511","2,261","2,231","1,631","1,053",687,871,"2,459","1,626","17,739","1,600",988,"1,704","3,481","1,548","1,583","2,732","1,394","2,709"
2021,3,40,"87,711","39,469","1,095","2,190","4,416","1,747",802,"1,249","2,022","1,970","2,637","3,012","1,109","2,700","2,830","1,470","1,658","2,356","3,485","2,553",168,"24,169","3,382","3,489","1,646","3,147","2,322","1,809","1,851","1,288","1,042","2,314","1,879","24,073","2,009","1,260","3,129","4,376","2,039","2,180","2,665","1,764","4,651"
2021,3,50,"96,054","41,453","1,662","1,560","3,193","2,168","1,004",823,"1,596","1,367","2,686","3,564","1,609","3,704","2,879","2,175","2,068","2,874","4,551","1,685",285,"27,299","3,287","4,243","2,073","3,356","2,674","1,981","2,326","1,528","1,004","2,402","2,425","27,302","2,504","2,054","3,185","4,675","2,349","2,414","3,265","1,997","4,859"
2021,3,60,"62,587","28,969","1,222","1,315","2,301","1,461",804,543,"1,337","1,075","1,980","2,897","1,238","2,169","1,625","1,568","1,457","1,811","2,631","1,271",264,"17,109","1,654","2,893","1,472","2,119","1,682","1,200","1,392",822,653,"1,358","1,864","16,509","1,659","1,463","1,706","2,451","1,565","1,651","2,044","1,201","2,769"
2021,3,70,"26,515","13,124",526,611,"1,171",651,399,229,715,498,"1,071","1,406",532,"1,000",658,604,530,744,"1,088",570,121,"6,740",593,"1,169",641,856,604,496,500,344,242,514,781,"6,651",766,537,569,942,672,758,804,507,"1,096"
2021,3,80,"12,181","5,579",206,200,383,305,203,74,245,153,418,538,234,614,394,265,278,352,484,186,47,"3,206",249,559,266,397,302,212,251,251,68,341,310,"3,396",360,254,298,490,441,490,335,251,477
2021,3,90,"1,241",512,18,20,32,22,13,8,14,23,44,39,18,64,38,18,22,34,56,26,3,353,28,72,27,48,23,24,31,36,6,34,24,376,35,26,41,55,56,67,38,20,38
2021,3,100,49,23,2,0,0,1,1,4,1,0,1,3,0,3,1,1,1,1,1,1,1,16,2,2,2,0,2,0,1,1,0,4,2,10,0,0,1,0,3,1,3,2,0
2021,4,총,"529,062","237,074","7,674","11,330","22,787","10,863","5,503","6,513","11,591","10,928","15,094","18,601","7,995","18,447","16,066","9,944","10,701","15,781","22,211","13,631","1,414","146,147","17,898","22,718","11,361","18,835","14,634","10,095","11,642","7,820","5,820","13,131","12,193","145,841","13,236","9,201","17,330","25,380","13,145","13,641","17,629","10,757","25,522"
2021,4,0,"41,474","19,626",304,"1,487","2,725",658,306,"1,029","1,196","1,374","1,082","1,075",475,"1,004","1,303",378,710,"1,137","1,351","1,989",43,"10,585","1,869","1,687",651,"1,576","1,013",437,715,618,755,555,709,"11,263",975,428,"1,367","2,309",918,"1,021","1,151",807,"2,287"
2021,4,10,"53,030","21,099",623,979,"2,071",963,523,449,813,814,"1,635","1,461",641,"1,871","1,891",630,998,"1,403","2,399",867,68,"15,046","2,487","2,300","1,024","2,290","1,380",681,"1,656","1,118",496,787,827,"16,885","1,302",782,"2,912","2,805","1,599","1,600","1,590","1,157","3,138"
