년도,월,나이,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021,2,0,"27,993",612,366,917,42,45,96,27,32,39,54,"2,140",232,21,134,24,58,"1,538",450,324,589,999,"1,367",722,"3,336","2,084",652,656,"2,383","2,388","5,666"
2021,2,10,"35,142",661,454,501,109,57,183,46,49,70,139,"2,760",418,50,200,43,97,"2,457",724,666,"1,063","1,586","2,479","1,048","4,030","3,464","1,108","1,279","3,012","2,599","3,790"
2021,2,20,"44,893",780,421,"1,034",151,128,217,71,63,106,207,"2,266",434,79,337,96,141,"4,252","1,457","1,087","1,794","2,917","3,764","1,514","3,327","4,085","1,605","1,565","2,332","5,259","3,404"
2021,2,30,"41,402",918,423,"1,565",124,121,177,71,79,66,162,"2,430",377,57,221,51,101,"2,652","1,189",855,"1,303","2,070","2,541","1,348","3,694","3,002","1,126","1,090","2,470","4,136","6,983"
2021,2,40,"54,093","1,033",659,"1,134",185,145,286,98,153,143,266,"3,720",653,113,429,94,216,"3,890","1,578","1,392","1,874","2,799","3,674","1,733","5,274","4,623","1,615","1,779","4,107","4,104","6,324"
2021,2,50,"57,648","1,401",692,"1,257",383,335,504,283,217,257,598,"3,359",878,288,757,191,410,"4,521","1,802","1,934","2,623","3,611","5,003","2,089","4,056","5,160","2,083","2,341","3,247","3,991","3,377"
2021,2,60,"46,473","1,394",576,"1,032",468,485,507,424,363,309,707,"2,463",817,380,970,249,516,"4,054","1,862","2,425","2,521","3,191","3,599","1,886","1,888","2,916","1,933","1,943","2,180","2,712","1,703"
2021,2,70,"25,628",810,323,467,411,286,357,312,303,253,579,"1,186",542,321,576,157,344,"2,726","1,128","1,717","1,573","1,778","1,565",960,851,"1,372","1,032",993,971,"1,238",497
2021,2,80,"12,587",461,184,248,294,262,257,240,222,191,459,599,332,262,352,128,308,"1,213",490,713,685,659,636,336,362,739,486,384,410,496,179
2021,2,90,"1,794",85,29,49,58,42,28,32,26,39,74,79,49,33,48,22,34,169,80,89,90,73,84,41,42,115,66,59,51,72,36
2021,2,100,97,1,3,4,1,2,1,0,1,1,3,2,2,1,3,2,1,18,6,19,1,1,4,2,6,1,2,5,1,1,2
2021,3,총,"347,034","8,150","4,116","8,292","2,216","1,901","2,590","1,593","1,492","1,464","3,235","20,987","4,728","1,592","4,006","1,045","2,225","27,473","10,670","11,055","14,064","19,577","24,594","11,641","26,805","27,532","11,673","12,036","21,106","27,028","32,148"
2021,3,0,"27,847",617,353,922,43,44,98,27,29,39,53,"2,135",230,18,134,23,57,"1,523",439,322,579,984,"1,353",719,"3,305","2,063",643,659,"2,375","2,384","5,677"
2021,3,10,"34,906",649,450,503,107,54,183,44,47,69,137,"2,733",415,51,204,44,97,"2,448",726,652,"1,044","1,577","2,439","1,037","4,016","3,448","1,102","1,245","3,001","2,570","3,814"
2021,3,20,"44,827",785,425,"1,052",147,125,209,73,63,108,210,"2,258",427,78,327,95,140,"4,241","1,446","1,070","1,798","2,910","3,750","1,497","3,318","4,077","1,603","1,551","2,324","5,318","3,402"
2021,3,30,"41,277",923,423,"1,590",123,119,174,69,72,64,158,"2,425",368,56,221,49,102,"2,671","1,170",825,"1,282","2,037","2,518","1,344","3,661","3,001","1,125","1,093","2,454","4,140","7,020"
2021,3,40,"53,798","1,022",656,"1,146",178,144,273,95,151,142,265,"3,695",653,105,427,90,212,"3,864","1,555","1,353","1,865","2,784","3,643","1,714","5,262","4,622","1,589","1,762","4,075","4,094","6,362"
2021,3,50,"57,367","1,397",693,"1,271",379,338,500,281,213,253,584,"3,362",883,284,744,186,408,"4,518","1,780","1,903","2,605","3,561","4,955","2,071","4,065","5,127","2,071","2,321","3,236","3,977","3,401"
2021,3,60,"46,877","1,399",577,"1,039",475,484,511,424,364,308,710,"2,493",824,382,980,247,518,"4,092","1,864","2,415","2,538","3,214","3,634","1,917","1,919","2,967","1,944","1,961","2,203","2,730","1,744"
2021,3,70,"25,655",809,324,466,407,287,354,313,305,254,585,"1,203",544,324,564,157,345,"2,724","1,118","1,700","1,588","1,785","1,574",956,850,"1,371","1,028",994,973,"1,247",506
2021,3,80,"12,611",462,185,251,298,263,259,236,217,190,456,605,331,257,353,129,309,"1,219",484,715,676,655,639,344,361,736,499,386,413,498,185
2021,3,90,"1,789",86,28,48,58,41,27,31,30,36,73,76,52,36,49,23,36,164,82,87,87,69,85,42,42,118,67,59,51,70,36
2021,3,100,80,1,2,4,1,2,2,0,1,1,4,2,1,1,3,2,1,9,6,13,2,1,4,0,6,2,2,5,1,0,1
2021,4,총,"347,056","8,146","4,076","8,400","2,210","1,900","2,588","1,591","1,481","1,458","3,240","20,986","4,717","1,593","3,993","1,041","2,221","27,468","10,644","11,001","14,013","19,533","24,568","11,653","26,791","27,502","11,666","12,021","21,101","27,120","32,334"
2021,4,0,"27,708",609,345,932,40,45,100,28,26,37,50,"2,129",225,18,133,24,56,"1,508",430,323,569,971,"1,343",710,"3,289","2,068",640,657,"2,339","2,376","5,688"
2021,4,10,"34,859",647,451,506,105,54,185,42,49,69,139,"2,731",414,51,189,39,97,"2,450",728,644,"1,031","1,581","2,428","1,028","4,009","3,417","1,098","1,243","3,009","2,573","3,852"
2021,4,20,"44,842",792,422,"1,074",147,123,204,73,62,105,212,"2,252",418,76,331,99,139,"4,232","1,445","1,052","1,799","2,903","3,735","1,514","3,318","4,071","1,598","1,554","2,337","5,336","3,419"
2021,4,30,"41,213",905,418,"1,615",122,121,174,67,70,65,160,"2,406",369,56,222,48,104,"2,666","1,156",821,"1,263","2,017","2,519","1,355","3,637","2,999","1,124","1,084","2,430","4,180","7,040"
2021,4,40,"53,788","1,022",654,"1,161",176,140,271,93,149,138,268,"3,697",649,103,425,91,211,"3,885","1,549","1,351","1,860","2,767","3,632","1,700","5,276","4,614","1,584","1,760","4,080","4,089","6,393"
2021,4,50,"57,182","1,387",685,"1,273",379,340,499,275,210,251,575,"3,363",879,288,730,179,400,"4,482","1,774","1,876","2,580","3,547","4,926","2,075","4,051","5,112","2,071","2,311","3,235","3,987","3,442"
2021,4,60,"47,243","1,418",568,"1,060",476,487,517,428,363,313,720,"2,511",830,382,994,253,529,"4,111","1,867","2,422","2,557","3,236","3,674","1,926","1,949","2,994","1,943","1,969","2,224","2,762","1,760"
2021,4,70,"25,676",813,321,475,409,286,349,317,304,253,584,"1,208",544,324,563,157,344,"2,725","1,118","1,681","1,583","1,785","1,580",957,859,"1,374","1,031",996,978,"1,247",511
2021,4,80,"12,662",463,181,251,298,260,260,237,217,189,456,610,336,259,354,126,306,"1,233",488,728,679,659,641,345,354,731,509,386,416,501,189
2021,4,90,"1,804",89,29,49,57,42,27,31,30,37,73,77,52,35,49,23,34,168,83,90,90,66,86,43,43,120,66,56,52,69,38
2021,4,100,79,1,2,4,1,2,2,0,1,1,3,2,1,1,3,2,1,8,6,13,2,1,4,0,6,2,2,5,1,0,2
2021,5,총,"347,274","8,156","4,072","8,536","2,200","1,900","2,591","1,589","1,481","1,456","3,234","21,021","4,700","1,593","4,005","1,044","2,217","27,574","10,597","10,996","13,997","19,474","24,533","11,675","26,765","27,478","11,704","11,982","21,087","27,213","32,404"
2021,5,0,"27,617",615,337,965,37,45,99,28,26,39,50,"2,128",223,16,133,22,54,"1,514",426,324,567,950,"1,334",701,"3,263","2,051",642,642,"2,322","2,374","5,690"
2021,5,10,"34,789",641,447,517,105,51,184,41,51,71,136,"2,719",410,53,191,39,100,"2,454",726,641,"1,020","1,570","2,416","1,034","4,000","3,383","1,100","1,251","2,995","2,568","3,875"
2021,5,20,"44,943",793,430,"1,080",138,124,207,73,62,104,211,"2,267",426,75,327,100,135,"4,237","1,433","1,059","1,797","2,900","3,748","1,527","3,331","4,089","1,605","1,540","2,345","5,379","3,401"
2021,5,30,"41,159",893,415,"1,650",122,121,175,68,69,60,156,"2,401",364,59,225,47,107,"2,690","1,144",813,"1,256","1,992","2,501","1,356","3,604","3,012","1,138","1,075","2,412","4,200","7,034"
2021,5,40,"53,685","1,028",651,"1,191",177,139,269,94,147,141,260,"3,703",640,101,419,89,205,"3,895","1,538","1,343","1,847","2,748","3,602","1,694","5,250","4,591","1,584","1,756","4,070","4,091","6,422"
2021,5,50,"57,112","1,377",684,"1,274",374,344,498,266,210,249,576,"3,354",870,290,734,179,394,"4,500","1,750","1,860","2,563","3,556","4,909","2,065","4,092","5,098","2,059","2,294","3,233","3,987","3,473"
2021,5,60,"47,629","1,437",570,"1,079",482,488,513,434,363,314,729,"2,542",838,378,"1,005",260,538,"4,143","1,885","2,431","2,573","3,236","3,711","1,942","1,960","3,035","1,956","1,976","2,255","2,788","1,768"
2021,5,70,"25,721",811,323,476,408,286,354,316,300,250,584,"1,213",543,327,561,155,341,"2,724","1,121","1,691","1,605","1,784","1,575",960,860,"1,367","1,037","1,000",978,"1,256",515
2021,5,80,"12,735",472,183,254,299,259,263,236,222,189,456,616,334,259,356,127,307,"1,246",487,728,676,670,645,351,353,733,516,387,422,502,187
2021,5,90,"1,806",87,30,46,57,41,27,33,30,38,73,76,52,34,51,24,35,164,81,93,91,67,88,44,46,117,65,57,54,68,37
2021,5,100,78,2,2,4,1,2,2,0,1,1,3,2,0,1,3,2,1,7,6,13,2,1,4,1,6,2,2,4,1,0,2
2021,6,총,"347,204","8,160","4,038","8,586","2,206","1,898","2,595","1,586","1,482","1,444","3,213","21,067","4,705","1,591","4,008","1,045","2,208","27,644","10,562","10,953","13,939","19,425","24,474","11,661","26,759","27,472","11,695","11,974","21,104","27,253","32,457"
2021,6,0,"27,481",615,328,971,35,45,98,22,27,39,51,"2,121",223,17,133,23,55,"1,513",424,317,556,935,"1,310",699,"3,255","2,044",634,641,"2,322","2,371","5,657"
2021,6,10,"34,738",635,449,512,105,50,187,44,51,68,134,"2,713",408,53,189,41,99,"2,450",721,645,"1,014","1,551","2,405","1,026","3,997","3,385","1,098","1,244","2,988","2,566","3,910"
2021,6,20,"44,908",790,426,"1,085",133,122,204,70,59,104,205,"2,281",426,75,327,100,133,"4,276","1,430","1,061","1,783","2,879","3,732","1,532","3,325","4,077","1,592","1,528","2,343","5,406","3,404"
2021,6,30,"41,062",896,413,"1,667",124,120,173,65,75,60,148,"2,410",360,57,223,45,107,"2,691","1,131",806,"1,240","1,991","2,485","1,366","3,582","3,010","1,142","1,080","2,408","4,192","6,995"
2021,6,40,"53,685","1,023",646,"1,189",183,141,273,94,147,141,256,"3,709",635,102,425,90,202,"3,895","1,534","1,331","1,841","2,734","3,585","1,685","5,249","4,588","1,586","1,744","4,088","4,095","6,474"
2021,6,50,"56,970","1,382",685,"1,274",370,337,492,265,208,246,572,"3,348",868,288,727,178,390,"4,495","1,736","1,849","2,553","3,533","4,903","2,058","4,084","5,100","2,044","2,298","3,225","3,972","3,490"
2021,6,60,"47,925","1,440",568,"1,102",486,493,519,441,361,314,732,"2,574",850,378,"1,013",259,542,"4,180","1,890","2,428","2,584","3,265","3,725","1,932","1,999","3,028","1,971","1,982","2,271","2,823","1,775"
2021,6,70,"25,754",819,312,481,410,288,357,314,299,247,581,"1,214",542,324,563,154,340,"2,716","1,121","1,682","1,602","1,793","1,592",966,858,"1,373","1,046",998,980,"1,256",526
2021,6,80,"12,795",472,181,254,301,259,263,238,227,187,460,619,336,261,354,129,305,"1,254",491,728,676,673,647,351,358,746,511,396,428,502,188
2021,6,90,"1,809",86,28,47,58,41,27,33,28,37,71,75,57,35,51,24,34,167,78,93,89,70,86,45,46,119,69,59,50,70,36
2021,6,100,77,2,2,4,1,2,2,0,0,1,3,3,0,1,3,2,1,7,6,13,1,1,4,1,6,2,2,4,1,0,2
2021,7,총,"347,314","8,146","4,009","8,703","2,201","1,891","2,585","1,576","1,480","1,452","3,205","21,054","4,685","1,581","4,017","1,045","2,211","27,692","10,544","10,945","13,915","19,383","24,444","11,636","26,826","27,530","11,661","11,975","21,093","27,299","32,530"
2021,7,0,"27,394",619,323,983,35,43,97,22,27,40,50,"2,113",218,17,129,24,55,"1,518",422,313,541,924,"1,295",697,"3,259","2,024",630,637,"2,307","2,383","5,649"
2021,7,10,"34,733",634,446,514,104,46,185,44,50,69,132,"2,699",406,53,189,41,97,"2,448",715,645,"1,020","1,554","2,401","1,033","4,003","3,408","1,087","1,241","2,979","2,563","3,927"
2021,7,20,"44,879",780,423,"1,108",130,121,202,68,58,103,203,"2,313",431,72,325,99,136,"4,268","1,434","1,048","1,777","2,877","3,709","1,510","3,322","4,090","1,580","1,521","2,359","5,421","3,391"
2021,7,30,"40,998",898,400,"1,708",125,120,167,62,74,60,148,"2,383",354,55,230,45,107,"2,709","1,130",806,"1,229","1,980","2,490","1,367","3,587","2,998","1,147","1,072","2,392","4,198","6,957"
2021,7,40,"53,620","1,014",650,"1,190",183,137,270,96,146,141,251,"3,709",633,100,421,90,202,"3,890","1,519","1,324","1,826","2,732","3,553","1,679","5,276","4,579","1,572","1,741","4,071","4,098","6,527"
2021,7,50,"56,956","1,377",680,"1,287",360,340,492,262,202,245,571,"3,342",861,283,735,178,386,"4,508","1,717","1,850","2,560","3,500","4,891","2,049","4,092","5,120","2,031","2,307","3,231","3,975","3,524"
2021,7,60,"48,190","1,444",564,"1,126",492,492,522,439,370,321,734,"2,579",857,380,"1,016",257,545,"4,208","1,905","2,434","2,589","3,270","3,755","1,927","2,021","3,055","1,977","2,000","2,282","2,828","1,801"
2021,7,70,"25,767",817,308,481,405,289,358,311,296,246,582,"1,220",542,326,563,152,339,"2,710","1,120","1,682","1,598","1,800","1,603",976,862,"1,378","1,043",994,987,"1,255",524
2021,7,80,"12,870",475,185,254,306,260,263,238,229,190,462,619,328,258,355,133,305,"1,258",493,734,680,676,655,353,353,753,523,402,433,507,190
2021,7,90,"1,831",86,29,48,60,41,27,34,28,36,69,74,55,36,51,24,38,168,82,96,94,69,88,44,46,123,69,56,51,71,38
2021,7,100,76,2,1,4,1,2,2,0,0,1,3,3,0,1,3,2,1,7,7,13,1,1,4,1,5,2,2,4,1,0,2
2021,8,총,"347,407","8,142","4,018","8,747","2,203","1,889","2,581","1,574","1,481","1,447","3,202","21,022","4,677","1,582","4,007","1,041","2,205","27,700","10,522","10,907","13,917","19,395","24,382","11,626","26,845","27,511","11,649","11,959","21,084","27,437","32,655"
2021,8,0,"27,301",618,326,991,36,43,97,21,29,39,50,"2,089",218,17,125,24,52,"1,508",422,311,528,924,"1,275",695,"3,244","2,001",623,637,"2,302","2,402","5,654"
2021,8,10,"34,736",634,447,522,102,46,183,43,51,69,131,"2,714",413,49,191,41,91,"2,439",707,640,"1,032","1,556","2,387","1,027","4,002","3,400","1,080","1,230","2,983","2,566","3,960"
2021,8,20,"44,859",779,426,"1,109",135,117,206,66,54,102,199,"2,295",418,74,322,96,138,"4,300","1,433","1,035","1,787","2,866","3,693","1,502","3,315","4,083","1,575","1,517","2,337","5,490","3,390"
2021,8,30,"40,964",894,396,"1,716",121,123,166,61,78,61,148,"2,375",358,56,225,45,107,"2,691","1,123",804,"1,224","1,983","2,490","1,355","3,586","3,004","1,150","1,077","2,372","4,222","6,953"
2021,8,40,"53,493","1,003",647,"1,194",181,136,268,97,144,137,253,"3,692",625,97,414,88,199,"3,877","1,510","1,313","1,816","2,722","3,537","1,681","5,273","4,563","1,575","1,720","4,055","4,095","6,581"
2021,8,50,"56,990","1,374",684,"1,283",362,336,492,258,202,247,569,"3,341",868,283,740,177,381,"4,520","1,710","1,840","2,558","3,493","4,882","2,037","4,113","5,114","2,030","2,317","3,258","3,978","3,543"
2021,8,60,"48,381","1,446",567,"1,141",493,493,521,443,372,316,738,"2,597",851,379,"1,016",256,553,"4,216","1,912","2,443","2,587","3,299","3,759","1,938","2,031","3,081","1,980","2,003","2,291","2,847","1,812"
2021,8,70,"25,807",818,308,481,406,290,355,313,294,249,579,"1,229",545,327,563,154,337,"2,703","1,121","1,675","1,600","1,802","1,617",982,865,"1,386","1,037",991,994,"1,257",529
2021,8,80,"12,950",487,187,259,307,261,264,239,227,189,463,616,329,261,354,134,308,"1,272",493,739,686,680,649,360,362,752,528,403,439,509,193
2021,8,90,"1,850",87,29,47,59,42,27,33,30,37,69,72,52,38,54,24,38,167,84,94,97,69,89,48,49,125,69,60,52,71,38
2021,8,100,76,2,1,4,1,2,2,0,0,1,3,2,0,1,3,2,1,7,7,13,2,1,4,1,5,2,2,4,1,0,2
2021,9,총,"347,621","8,123","4,015","8,751","2,203","1,892","2,577","1,566","1,476","1,437","3,197","20,998","4,672","1,575","4,015","1,041","2,204","27,755","10,482","10,954","13,940","19,381","24,331","11,611","26,849","27,485","11,634","11,939","21,083","27,600","32,835"
2021,9,0,"27,179",610,326,986,36,43,96,21,28,39,50,"2,063",219,16,126,23,51,"1,504",411,307,529,905,"1,267",693,"3,233","1,998",616,631,"2,286","2,393","5,673"
2021,9,10,"34,766",632,447,523,103,47,182,42,47,69,129,"2,727",407,46,192,42,89,"2,443",698,636,"1,027","1,563","2,370","1,025","4,000","3,391","1,088","1,231","2,987","2,582","4,001"
2021,9,20,"44,962",771,426,"1,096",135,120,207,68,56,98,198,"2,297",411,75,324,94,142,"4,333","1,433","1,064","1,805","2,859","3,694","1,491","3,291","4,085","1,564","1,516","2,325","5,597","3,387"
2021,9,30,"40,942",887,395,"1,725",120,120,163,60,75,60,147,"2,373",360,54,221,47,102,"2,690","1,113",817,"1,232","1,972","2,455","1,363","3,617","2,984","1,141","1,075","2,368","4,242","6,964"
2021,9,40,"53,441","1,005",642,"1,200",180,138,266,94,142,137,251,"3,675",620,98,415,87,198,"3,872","1,500","1,306","1,804","2,703","3,517","1,683","5,259","4,536","1,581","1,724","4,061","4,096","6,651"
2021,9,50,"57,061","1,372",684,"1,282",359,338,489,252,201,243,562,"3,347",875,282,739,179,383,"4,538","1,702","1,849","2,561","3,513","4,896","2,027","4,123","5,130","2,017","2,302","3,257","3,992","3,567"
2021,9,60,"48,491","1,446",569,"1,151",491,492,521,443,372,314,747,"2,602",855,381,"1,016",257,556,"4,217","1,920","2,441","2,583","3,298","3,763","1,933","2,043","3,096","1,987","2,013","2,302","2,851","1,831"
2021,9,70,"25,799",819,308,475,405,291,358,310,296,248,570,"1,224",543,325,566,153,339,"2,702","1,111","1,679","1,608","1,807","1,624",988,863,"1,374","1,039",979,"1,001","1,265",529
2021,9,80,"13,035",489,188,262,314,259,265,242,229,190,469,618,330,258,354,133,305,"1,281",503,749,694,691,652,358,364,760,530,402,443,510,193
2021,9,90,"1,869",90,29,47,59,42,28,34,30,38,71,71,52,39,59,24,38,168,84,93,95,68,89,49,51,129,69,62,52,72,37
2021,9,100,76,2,1,4,1,2,2,0,0,1,3,1,0,1,3,2,1,7,7,13,2,2,4,1,5,2,2,4,1,0,2
2021,10,총,"347,569","8,110","4,023","8,763","2,198","1,884","2,564","1,570","1,478","1,441","3,191","21,010","4,676","1,578","4,009","1,038","2,190","27,720","10,414","11,039","13,897","19,377","24,267","11,575","26,859","27,469","11,622","11,933","21,063","27,657","32,954"
2021,10,0,"27,064",611,323,978,34,41,94,20,27,39,51,"2,059",213,16,125,22,50,"1,481",410,297,525,898,"1,256",684,"3,225","1,996",619,636,"2,268","2,383","5,683"
2021,10,10,"34,676",633,448,526,101,48,179,44,45,70,122,"2,722",411,45,181,43,86,"2,416",689,639,"1,025","1,560","2,356","1,017","3,995","3,370","1,072","1,224","2,997","2,579","4,033"
2021,10,20,"44,927",755,437,"1,078",138,119,206,69,56,101,197,"2,302",409,77,325,90,138,"4,324","1,411","1,097","1,781","2,858","3,689","1,478","3,293","4,093","1,575","1,505","2,309","5,624","3,393"
2021,10,30,"40,938",880,387,"1,736",121,118,155,61,76,61,151,"2,360",359,54,221,45,97,"2,707","1,118",848,"1,235","1,966","2,457","1,366","3,600","2,981","1,146","1,080","2,369","4,233","6,950"
2021,10,40,"53,337","1,015",646,"1,206",178,134,268,94,139,136,247,"3,663",617,100,403,88,198,"3,857","1,485","1,293","1,795","2,690","3,500","1,681","5,248","4,518","1,571","1,713","4,053","4,105","6,696"
2021,10,50,"57,177","1,364",680,"1,290",356,335,487,254,202,243,558,"3,373",877,280,753,178,381,"4,534","1,696","1,858","2,555","3,513","4,905","2,022","4,162","5,121","2,015","2,305","3,260","4,017","3,603"
2021,10,60,"48,600","1,449",577,"1,154",496,491,520,444,372,311,752,"2,611",860,383,"1,017",258,556,"4,238","1,901","2,456","2,581","3,311","3,744","1,929","2,047","3,121","1,986","2,015","2,308","2,872","1,840"
2021,10,70,"25,813",820,309,477,402,295,358,306,296,250,564,"1,225",545,327,563,154,337,"2,700","1,105","1,688","1,607","1,814","1,618",988,869,"1,376","1,039",989,"1,005","1,259",528
2021,10,80,"13,112",488,186,267,312,259,268,245,231,191,476,621,333,257,359,134,309,"1,296",509,759,692,699,655,361,365,763,528,403,441,517,188
2021,10,90,"1,846",93,29,48,58,43,27,33,33,38,70,73,52,38,59,24,36,160,83,90,99,66,84,48,49,128,68,59,52,68,38
2021,10,100,79,2,1,3,2,1,2,0,1,1,3,1,0,1,3,2,2,7,7,14,2,2,3,1,6,2,3,4,1,0,2
2021,11,총,"347,380","8,088","4,024","8,767","2,189","1,884","2,568","1,581","1,473","1,427","3,192","20,984","4,666","1,583","4,004","1,040","2,195","27,779","10,349","11,064","13,855","19,336","24,205","11,538","26,849","27,461","11,605","11,920","21,023","27,693","33,038"
2021,11,0,"26,914",603,320,984,35,41,94,20,27,37,53,"2,038",212,16,121,21,48,"1,469",402,306,510,889,"1,239",679,"3,208","1,989",617,630,"2,261","2,383","5,662"
2021,11,10,"34,705",638,449,522,101,47,180,44,46,69,122,"2,722",405,45,181,43,87,"2,419",684,633,"1,019","1,555","2,362","1,010","4,011","3,376","1,073","1,230","2,981","2,586","4,065"
2021,11,20,"44,776",745,437,"1,075",136,117,207,68,57,100,193,"2,280",407,79,321,88,139,"4,320","1,402","1,118","1,778","2,835","3,666","1,465","3,286","4,076","1,561","1,497","2,306","5,604","3,413"
2021,11,30,"40,835",880,381,"1,739",120,120,161,62,74,60,155,"2,358",357,55,226,44,96,"2,728","1,100",866,"1,221","1,959","2,450","1,346","3,573","2,959","1,139","1,082","2,337","4,251","6,936"
2021,11,40,"53,256","1,010",645,"1,210",176,136,260,94,138,130,245,"3,652",617,101,400,89,201,"3,848","1,475","1,293","1,779","2,670","3,477","1,678","5,248","4,508","1,572","1,715","4,047","4,102","6,740"
2021,11,50,"57,259","1,363",677,"1,290",354,333,485,254,204,236,562,"3,392",877,278,752,178,385,"4,569","1,689","1,846","2,545","3,530","4,889","2,026","4,187","5,129","2,013","2,286","3,271","4,028","3,631"
2021,11,60,"48,739","1,455",590,"1,159",499,491,525,452,370,313,754,"2,620",861,387,"1,021",259,559,"4,254","1,892","2,461","2,584","3,313","3,765","1,930","2,046","3,140","1,994","2,025","2,315","2,873","1,832"
2021,11,70,"25,825",817,309,475,397,297,357,301,292,248,558,"1,222",547,323,565,155,335,"2,700","1,109","1,686","1,615","1,810","1,621",989,875,"1,386","1,034",989,"1,004","1,278",531
2021,11,80,"13,153",483,185,263,310,259,268,248,230,195,477,626,333,259,358,138,307,"1,305",506,762,701,707,652,363,362,769,531,402,446,519,189
2021,11,90,"1,861",92,29,48,59,42,29,38,34,38,71,74,50,39,56,23,36,161,89,92,101,66,81,51,48,127,68,60,54,69,36
2021,11,100,57,2,2,2,2,1,2,0,1,1,2,0,0,1,3,2,2,6,1,1,2,2,3,1,5,2,3,4,1,0,3
2021,12,총,"347,097","8,059","4,020","8,772","2,184","1,872","2,557","1,581","1,478","1,430","3,188","20,903","4,638","1,579","3,982","1,036","2,185","27,872","10,300","11,014","13,823","19,311","24,152","11,492","26,841","27,373","11,602","11,875","21,005","27,983","32,990"
2021,12,0,"26,794",596,323,984,34,40,91,22,26,37,53,"2,031",207,20,118,22,45,"1,466",392,303,500,886,"1,217",671,"3,192","1,957",620,627,"2,264","2,411","5,639"
2021,12,10,"34,686",642,449,530,97,44,179,44,44,72,117,"2,702",406,41,179,43,87,"2,424",677,634,"1,015","1,545","2,360","1,004","4,031","3,385","1,071","1,227","2,972","2,582","4,083"
2021,12,20,"44,515",741,430,"1,059",140,117,201,67,57,97,196,"2,259",392,79,306,85,131,"4,354","1,388","1,098","1,767","2,828","3,647","1,457","3,252","4,044","1,551","1,481","2,297","5,633","3,361"
2021,12,30,"40,721",872,380,"1,736",119,119,162,65,74,61,156,"2,342",353,55,223,44,96,"2,720","1,092",857,"1,213","1,947","2,427","1,349","3,541","2,914","1,134","1,075","2,330","4,368","6,897"
2021,12,40,"53,267","1,008",640,"1,222",172,134,260,93,139,132,244,"3,622",625,95,397,88,197,"3,871","1,481","1,287","1,773","2,659","3,469","1,672","5,294","4,480","1,573","1,698","4,041","4,129","6,772"
2021,12,50,"57,288","1,354",680,"1,292",353,332,484,254,205,234,558,"3,386",865,276,746,177,384,"4,582","1,676","1,837","2,551","3,543","4,889","2,018","4,184","5,147","2,010","2,283","3,267","4,081","3,640"
2021,12,60,"48,836","1,448",591,"1,159",503,494,528,455,371,316,759,"2,632",859,392,"1,031",258,561,"4,267","1,886","2,453","2,573","3,311","3,775","1,918","2,050","3,161","1,998","2,025","2,328","2,900","1,834"
2021,12,70,"25,856",818,312,473,394,296,354,294,293,248,561,"1,227",546,323,561,156,335,"2,707","1,107","1,688","1,632","1,808","1,625",986,876,"1,380","1,036",998,"1,004","1,282",536
2021,12,80,"13,220",486,185,267,312,255,266,249,235,196,474,629,334,258,358,141,310,"1,312",510,770,696,713,659,369,367,775,534,400,445,526,189
2021,12,90,"1,860",92,29,48,58,40,31,38,33,37,68,73,50,39,60,20,37,160,90,86,102,70,82,47,49,128,71,58,56,71,37
2021,12,100,54,2,1,2,2,1,1,0,1,0,2,0,1,1,3,2,2,9,1,1,1,1,2,1,5,2,4,3,1,0,2
