년도,월,나이,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020,3,총,"347,546","8,447","4,217","7,059","2,303","1,982","2,672","1,641","1,526","1,494","3,340","21,633","4,844","1,658","4,161","1,114","2,248","28,347","11,014","11,709","14,647","20,594","25,793","12,140","27,179","28,494","12,198","12,554","21,922","25,390","25,226"
2020,3,0,"29,259",663,405,809,49,47,106,30,32,37,78,"2,348",288,19,159,27,56,"1,713",523,414,682,"1,171","1,556",838,"3,551","2,296",710,777,"2,732","2,343","4,800"
2020,3,10,"35,994",694,480,428,122,68,196,55,50,78,165,"2,913",421,66,215,53,110,"2,682",776,705,"1,163","1,755","2,769","1,147","4,077","3,759","1,203","1,357","3,023","2,704","2,760"
2020,3,20,"44,803",868,406,890,168,143,227,78,86,110,234,"2,310",448,93,380,112,148,"4,297","1,443","1,185","1,912","2,998","3,960","1,571","3,344","4,212","1,718","1,683","2,408","4,620","2,751"
2020,3,30,"42,311",983,447,"1,329",146,131,202,79,78,75,188,"2,619",424,64,268,56,110,"2,847","1,337",947,"1,416","2,306","2,814","1,491","3,924","3,120","1,261","1,177","2,855","3,818","5,799"
2020,3,40,"54,916","1,103",702,960,188,169,316,120,157,160,314,"3,991",684,134,445,108,240,"4,181","1,624","1,484","2,037","3,027","3,988","1,864","5,335","5,008","1,696","1,888","4,193","4,076","4,724"
2020,3,50,"57,895","1,473",684,"1,099",413,374,497,299,235,254,599,"3,384",882,310,809,203,423,"4,680","1,859","2,111","2,765","3,830","5,190","2,176","3,957","5,259","2,197","2,447","3,248","3,717","2,521"
2020,3,60,"43,494","1,338",560,834,456,461,485,385,341,294,655,"2,260",784,351,933,232,465,"3,913","1,825","2,393","2,404","3,058","3,365","1,786","1,785","2,658","1,902","1,816","2,048","2,425","1,282"
2020,3,70,"25,212",800,327,435,420,302,370,326,310,260,617,"1,144",548,336,572,169,383,"2,706","1,085","1,708","1,533","1,756","1,470",911,798,"1,373",992,978,976,"1,195",412
2020,3,80,"11,904",448,181,227,291,251,244,235,215,186,422,583,316,250,329,127,286,"1,151",470,658,657,627,598,309,362,706,452,361,387,429,146
2020,3,90,"1,668",74,22,44,50,34,28,34,22,39,65,79,48,34,49,25,26,161,66,89,76,65,79,44,40,103,66,65,50,61,30
2020,3,100,90,3,3,4,0,2,1,0,0,1,3,2,1,1,2,2,1,16,6,15,2,1,4,3,6,0,1,5,2,2,1
2020,4,총,"347,578","8,455","4,189","7,354","2,293","1,963","2,672","1,634","1,526","1,498","3,320","21,582","4,818","1,663","4,151","1,105","2,251","28,249","10,993","11,641","14,629","20,541","25,712","12,092","27,186","28,502","12,158","12,488","21,905","25,668","25,340"
2020,4,0,"29,152",672,400,836,46,46,106,28,34,37,70,"2,333",276,20,159,27,58,"1,696",516,403,684,"1,169","1,549",831,"3,527","2,291",695,761,"2,705","2,358","4,819"
2020,4,10,"35,905",692,469,453,122,63,197,55,52,76,163,"2,901",421,65,214,50,112,"2,665",766,700,"1,157","1,734","2,744","1,138","4,076","3,739","1,206","1,354","3,036","2,710","2,775"
2020,4,20,"44,845",855,414,934,172,138,226,75,81,112,233,"2,310",451,95,376,112,145,"4,277","1,446","1,160","1,908","3,000","3,930","1,554","3,362","4,234","1,724","1,661","2,424","4,699","2,737"
2020,4,30,"42,245",995,444,"1,386",141,130,203,76,82,71,183,"2,596",418,62,259,56,112,"2,821","1,339",937,"1,405","2,300","2,801","1,478","3,895","3,118","1,243","1,162","2,840","3,871","5,821"
2020,4,40,"54,820","1,106",689,"1,008",186,164,312,120,155,162,307,"3,976",672,134,450,101,236,"4,153","1,611","1,477","2,035","3,008","3,957","1,850","5,343","4,989","1,689","1,881","4,191","4,097","4,761"
2020,4,50,"57,842","1,464",683,"1,141",410,372,495,297,234,256,596,"3,375",889,306,801,203,420,"4,674","1,849","2,100","2,748","3,810","5,165","2,153","3,981","5,265","2,186","2,440","3,231","3,751","2,547"
2020,4,60,"43,677","1,340",554,868,455,458,491,388,337,294,662,"2,265",781,356,929,236,473,"3,916","1,837","2,381","2,419","3,069","3,378","1,815","1,784","2,672","1,896","1,808","2,069","2,461","1,285"
2020,4,70,"25,293",803,331,446,422,304,367,325,312,260,609,"1,167",544,335,582,164,378,"2,712","1,082","1,708","1,531","1,754","1,493",911,803,"1,376",997,985,967,"1,211",414
2020,4,80,"12,026",450,179,232,289,253,246,236,215,189,427,580,318,255,331,130,289,"1,158",470,672,663,631,613,314,364,711,457,370,391,443,150
2020,4,90,"1,682",75,23,46,50,33,28,34,24,40,67,77,46,34,48,25,27,161,70,88,77,65,79,45,44,107,64,61,49,65,30
2020,4,100,91,3,3,4,0,2,1,0,0,1,3,2,2,1,2,1,1,16,7,15,2,1,3,3,7,0,1,5,2,2,1
2020,5,총,"347,519","8,467","4,174","7,531","2,289","1,975","2,662","1,622","1,524","1,497","3,304","21,620","4,834","1,649","4,130","1,100","2,237","28,254","10,981","11,590","14,595","20,462","25,633","12,075","27,154","28,476","12,144","12,464","21,881","25,838","25,357"
2020,5,0,"29,055",684,393,852,44,48,105,27,35,38,66,"2,338",273,18,158,27,58,"1,687",505,399,683,"1,162","1,531",822,"3,526","2,280",693,752,"2,688","2,366","4,797"
2020,5,10,"35,793",688,469,469,122,65,199,50,52,75,162,"2,901",425,65,211,50,111,"2,652",762,699,"1,141","1,710","2,715","1,144","4,062","3,724","1,185","1,342","3,036","2,714","2,793"
2020,5,20,"44,840",848,416,962,170,138,225,75,81,107,227,"2,314",448,94,365,112,142,"4,292","1,449","1,146","1,908","2,993","3,911","1,549","3,358","4,207","1,721","1,661","2,415","4,763","2,743"
2020,5,30,"42,221",999,435,"1,421",141,135,199,71,81,74,184,"2,589",420,59,252,56,107,"2,829","1,334",918,"1,403","2,316","2,776","1,473","3,885","3,138","1,237","1,156","2,829","3,898","5,806"
2020,5,40,"54,667","1,116",690,"1,030",187,165,309,119,155,163,299,"3,963",668,132,442,103,234,"4,113","1,605","1,471","2,009","2,969","3,934","1,840","5,330","4,979","1,685","1,864","4,184","4,112","4,797"
2020,5,50,"57,852","1,462",680,"1,172",407,370,488,292,232,261,593,"3,384",897,303,805,202,421,"4,683","1,850","2,096","2,733","3,782","5,173","2,142","3,985","5,252","2,193","2,446","3,243","3,771","2,534"
2020,5,60,"43,899","1,337",552,888,455,465,493,392,342,289,672,"2,295",786,357,931,235,471,"3,947","1,841","2,369","2,430","3,074","3,396","1,831","1,780","2,705","1,899","1,814","2,077","2,485","1,291"
2020,5,70,"25,348",807,330,454,421,301,371,327,311,263,602,"1,173",546,330,584,163,374,"2,709","1,086","1,713","1,548","1,754","1,498",910,813,"1,375",995,990,969,"1,214",417
2020,5,80,"12,067",446,179,234,291,253,244,235,211,186,430,585,322,257,331,127,293,"1,162",471,676,661,638,615,319,363,713,470,372,387,449,147
2020,5,90,"1,685",78,27,45,51,33,28,34,24,40,66,76,47,33,48,24,25,164,71,86,77,63,81,43,45,103,65,62,51,64,31
2020,5,100,92,2,3,4,0,2,1,0,0,1,3,2,2,1,3,1,1,16,7,17,2,1,3,2,7,0,1,5,2,2,1
2020,6,총,"347,462","8,445","4,194","7,717","2,281","1,969","2,655","1,624","1,522","1,494","3,318","21,581","4,826","1,656","4,100","1,100","2,240","28,187","10,945","11,586","14,578","20,355","25,569","12,074","27,194","28,424","12,096","12,426","21,830","25,954","25,522"
2020,6,0,"28,958",681,393,868,43,48,106,25,35,39,66,"2,308",271,18,149,27,58,"1,692",505,395,674,"1,151","1,520",817,"3,524","2,270",686,742,"2,669","2,384","4,794"
2020,6,10,"35,693",690,472,478,119,62,198,49,53,75,166,"2,898",420,64,209,47,110,"2,624",766,706,"1,137","1,693","2,692","1,133","4,070","3,697","1,178","1,321","3,028","2,707","2,831"
2020,6,20,"44,781",837,419,988,171,140,219,77,77,103,221,"2,316",444,90,360,113,141,"4,288","1,426","1,147","1,880","2,971","3,915","1,549","3,369","4,209","1,699","1,659","2,396","4,799","2,758"
2020,6,30,"42,182",990,433,"1,472",136,132,198,71,83,75,189,"2,587",421,61,241,56,106,"2,814","1,317",916,"1,416","2,292","2,744","1,472","3,873","3,124","1,235","1,150","2,829","3,941","5,808"
2020,6,40,"54,675","1,114",697,"1,055",186,164,309,116,156,164,301,"3,949",661,131,442,103,234,"4,101","1,606","1,473","2,010","2,963","3,915","1,837","5,348","4,963","1,678","1,860","4,168","4,118","4,853"
2020,6,50,"57,794","1,457",682,"1,204",403,369,488,293,230,258,593,"3,391",899,302,802,200,428,"4,670","1,839","2,087","2,729","3,740","5,168","2,147","3,995","5,233","2,174","2,422","3,237","3,778","2,576"
2020,6,60,"44,060","1,338",556,902,460,465,495,397,340,292,675,"2,305",791,365,930,240,475,"3,938","1,850","2,359","2,435","3,085","3,408","1,830","1,776","2,730","1,913","1,838","2,083","2,493","1,296"
2020,6,70,"25,437",808,330,459,421,297,368,328,313,261,604,"1,168",547,334,585,164,368,"2,717","1,089","1,722","1,559","1,754","1,507",920,824,"1,383",999,992,978,"1,213",425
2020,6,80,"12,108",450,181,237,292,253,246,233,209,187,432,584,326,257,333,126,294,"1,167",467,679,659,640,617,324,364,711,467,377,392,455,149
2020,6,90,"1,683",78,28,50,50,37,27,35,26,39,68,74,45,33,46,23,25,160,73,85,76,65,80,43,44,104,66,60,49,64,30
2020,6,100,91,2,3,4,0,2,1,0,0,1,3,1,1,1,3,1,1,16,7,17,3,1,3,2,7,0,1,5,1,2,2
2020,7,총,"347,317","8,432","4,195","7,747","2,268","1,961","2,640","1,625","1,528","1,491","3,319","21,538","4,818","1,645","4,101","1,092","2,237","28,084","10,949","11,550","14,532","20,303","25,460","12,055","27,195","28,351","12,049","12,385","21,778","26,170","25,819"
2020,7,0,"28,888",681,392,876,43,50,102,25,35,39,67,"2,295",269,18,151,27,61,"1,666",499,386,668,"1,135","1,503",822,"3,519","2,260",681,740,"2,659","2,406","4,813"
2020,7,10,"35,581",687,473,472,119,62,191,51,56,74,160,"2,886",421,63,210,48,110,"2,607",755,710,"1,135","1,681","2,665","1,127","4,070","3,676","1,158","1,313","3,035","2,698","2,868"
2020,7,20,"44,771",834,412,989,166,137,223,77,73,103,220,"2,311",449,88,361,111,141,"4,282","1,445","1,131","1,856","2,961","3,911","1,546","3,372","4,178","1,702","1,647","2,372","4,886","2,787"
2020,7,30,"42,066",975,436,"1,490",138,131,194,73,86,72,188,"2,569",412,59,242,57,106,"2,785","1,305",908,"1,416","2,281","2,727","1,453","3,859","3,125","1,219","1,140","2,803","3,973","5,844"
2020,7,40,"54,580","1,113",690,"1,048",187,161,302,115,157,163,296,"3,942",662,127,441,103,230,"4,077","1,613","1,469","2,004","2,949","3,876","1,833","5,334","4,941","1,663","1,860","4,149","4,130","4,945"
2020,7,50,"57,796","1,457",689,"1,208",391,363,490,290,227,258,596,"3,390",897,303,798,198,425,"4,646","1,842","2,073","2,713","3,731","5,149","2,148","4,015","5,232","2,171","2,402","3,242","3,822","2,630"
2020,7,60,"44,186","1,339",559,914,463,467,495,399,346,296,680,"2,308",785,365,927,239,473,"3,942","1,847","2,353","2,440","3,088","3,405","1,832","1,783","2,745","1,917","1,842","2,096","2,512","1,329"
2020,7,70,"25,532",819,331,453,416,296,365,325,312,257,605,"1,179",553,332,587,163,372,"2,733","1,090","1,740","1,561","1,770","1,517",928,831,"1,380","1,004",999,978,"1,216",420
2020,7,80,"12,136",447,181,242,295,255,250,235,210,189,433,581,326,256,335,124,292,"1,169",471,678,660,642,623,324,361,708,468,374,394,462,151
2020,7,90,"1,687",78,29,51,49,37,27,35,26,39,71,76,43,33,46,21,26,161,75,84,76,64,81,40,44,105,65,63,49,63,30
2020,7,100,94,2,3,4,1,2,1,0,0,1,3,1,1,1,3,1,1,16,7,18,3,1,3,2,7,1,1,5,1,2,2
2020,8,총,"347,262","8,372","4,178","7,783","2,256","1,942","2,642","1,623","1,527","1,493","3,298","21,401","4,803","1,641","4,082","1,087","2,232","27,951","10,950","11,486","14,460","20,194","25,359","12,008","27,114","28,192","12,023","12,311","21,655","26,471","26,728"
2020,8,0,"28,820",665,389,875,42,50,100,28,37,41,63,"2,291",263,20,150,27,61,"1,649",499,365,655,"1,105","1,481",819,"3,498","2,226",687,728,"2,619","2,434","4,953"
2020,8,10,"35,453",686,473,474,118,60,194,51,52,75,161,"2,833",422,63,203,46,110,"2,570",751,708,"1,122","1,665","2,632","1,114","4,071","3,623","1,160","1,297","3,016","2,689","3,014"
2020,8,20,"44,764",819,409,"1,006",161,133,224,77,70,107,214,"2,294",448,84,361,110,139,"4,261","1,454","1,103","1,842","2,958","3,897","1,536","3,360","4,173","1,691","1,634","2,365","4,971","2,863"
2020,8,30,"41,986",952,431,"1,483",132,128,189,74,87,73,180,"2,552",409,57,233,56,105,"2,778","1,287",894,"1,396","2,256","2,704","1,450","3,812","3,104","1,208","1,118","2,769","4,058","6,011"
2020,8,40,"54,524","1,110",690,"1,060",188,153,304,115,157,161,292,"3,888",660,126,439,104,224,"4,034","1,608","1,465","1,988","2,922","3,844","1,816","5,327","4,895","1,667","1,841","4,116","4,152","5,178"
2020,8,50,"57,786","1,449",683,"1,209",391,360,490,284,230,259,596,"3,395",891,305,791,197,424,"4,621","1,851","2,064","2,700","3,717","5,146","2,129","4,024","5,223","2,147","2,390","3,248","3,857","2,715"
2020,8,60,"44,424","1,340",559,926,461,469,499,403,348,293,685,"2,318",786,370,937,235,482,"3,950","1,847","2,359","2,447","3,092","3,431","1,835","1,780","2,755","1,921","1,861","2,106","2,557","1,372"
2020,8,70,"25,551",818,331,453,419,293,367,321,312,255,597,"1,178",549,324,582,165,366,"2,733","1,094","1,749","1,562","1,768","1,521",942,833,"1,374","1,014","1,001",974,"1,222",434
2020,8,80,"12,169",453,181,242,291,256,248,236,209,189,434,577,332,259,334,125,294,"1,176",478,676,665,648,619,324,360,714,465,374,391,463,156
2020,8,90,"1,691",78,30,51,52,38,26,34,25,39,73,74,41,32,49,21,26,163,74,85,80,62,81,41,42,104,62,62,50,66,30
2020,8,100,94,2,2,4,1,2,1,0,0,1,3,1,2,1,3,1,1,16,7,18,3,1,3,2,7,1,1,5,1,2,2
2020,9,총,"347,598","8,314","4,161","7,830","2,258","1,936","2,646","1,614","1,523","1,487","3,281","21,235","4,781","1,635","4,059","1,090","2,231","27,853","10,910","11,432","14,391","20,034","25,166","12,002","26,941","28,000","11,965","12,276","21,545","26,669","28,333"
2020,9,0,"28,710",646,384,892,43,50,95,28,36,41,59,"2,240",248,19,147,29,62,"1,607",484,362,645,"1,083","1,460",810,"3,475","2,189",680,715,"2,576","2,431","5,174"
2020,9,10,"35,408",681,469,476,121,57,194,50,53,76,154,"2,806",426,62,199,47,111,"2,552",742,706,"1,105","1,645","2,587","1,099","4,033","3,587","1,135","1,308","3,008","2,689","3,230"
2020,9,20,"44,888",816,413,996,161,130,229,77,71,104,214,"2,285",441,83,357,106,139,"4,260","1,463","1,096","1,835","2,949","3,861","1,549","3,327","4,145","1,705","1,615","2,365","5,046","3,050"
2020,9,30,"41,970",932,430,"1,494",133,124,189,68,84,71,177,"2,511",401,57,229,57,104,"2,751","1,267",876,"1,389","2,202","2,656","1,446","3,796","3,077","1,183","1,107","2,709","4,106","6,344"
2020,9,40,"54,437","1,093",680,"1,067",189,155,303,115,154,162,287,"3,831",657,123,437,107,223,"4,010","1,604","1,456","1,962","2,871","3,793","1,794","5,274","4,838","1,653","1,832","4,104","4,152","5,511"
2020,9,50,"57,865","1,445",680,"1,208",390,360,495,284,233,255,590,"3,382",886,299,782,197,422,"4,631","1,840","2,039","2,682","3,686","5,125","2,144","4,016","5,188","2,133","2,389","3,253","3,903","2,928"
2020,9,60,"44,751","1,356",562,941,458,471,504,405,349,293,697,"2,355",795,376,938,233,482,"3,946","1,850","2,367","2,460","3,115","3,440","1,844","1,786","2,783","1,928","1,870","2,113","2,587","1,447"
2020,9,70,"25,536",813,328,454,420,293,359,319,308,255,590,"1,163",551,326,581,163,362,"2,739","1,096","1,748","1,567","1,768","1,537",945,832,"1,371","1,013","1,001",970,"1,215",449
2020,9,80,"12,234",453,183,249,288,257,249,237,210,190,437,587,327,258,337,129,299,"1,177",481,678,660,652,624,329,354,710,472,373,395,471,168
2020,9,90,"1,705",77,30,49,55,37,28,31,25,39,73,74,47,31,49,21,26,164,76,86,83,62,80,40,41,111,61,61,51,67,30
2020,9,100,94,2,2,4,0,2,1,0,0,1,3,1,2,1,3,1,1,16,7,18,3,1,3,2,7,1,2,5,1,2,2
2020,10,총,"347,759","8,277","4,148","7,845","2,247","1,927","2,638","1,611","1,517","1,482","3,276","21,148","4,748","1,630","4,047","1,076","2,236","27,746","10,868","11,367","14,337","19,971","24,976","11,920","26,932","27,884","11,874","12,247","21,409","26,718","29,657"
2020,10,0,"28,563",632,378,886,43,48,93,28,32,41,60,"2,215",245,19,139,28,62,"1,586",469,349,632,"1,062","1,428",800,"3,446","2,164",670,705,"2,536","2,420","5,347"
2020,10,10,"35,366",683,465,471,118,58,191,50,51,76,152,"2,807",420,59,204,44,109,"2,535",737,705,"1,088","1,626","2,548","1,077","4,047","3,559","1,120","1,299","2,997","2,664","3,406"
2020,10,20,"44,980",808,412,987,160,130,228,76,72,102,210,"2,274",438,84,348,103,142,"4,251","1,441","1,094","1,841","2,958","3,828","1,541","3,336","4,142","1,694","1,627","2,355","5,093","3,205"
2020,10,30,"41,848",926,426,"1,500",130,121,183,67,83,72,177,"2,475",391,58,230,57,106,"2,734","1,262",861,"1,384","2,161","2,614","1,435","3,761","3,062","1,151","1,097","2,650","4,110","6,564"
2020,10,40,"54,387","1,072",676,"1,079",189,154,299,114,153,157,281,"3,797",659,123,433,101,220,"3,964","1,589","1,434","1,933","2,868","3,769","1,768","5,279","4,779","1,647","1,818","4,088","4,150","5,794"
