년도,월,나이,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021,3,60,"36,801","1,611","2,433","2,568","2,949","2,390","1,963","1,365","1,076","1,089","1,394","2,734","3,117","1,453","2,301","1,977","2,229","1,304","1,526","1,322"
2021,3,70,"21,149","1,040","1,380","1,449","1,514","1,172","1,116",805,617,561,"1,153","2,084","1,576",732,"1,538","1,292","1,132",662,774,552
2021,3,80,"10,797",415,706,719,639,613,687,464,344,349,506,"1,079",757,355,744,598,678,346,445,353
2021,3,90,"1,881",82,131,117,120,96,86,75,55,46,90,161,163,72,104,110,159,62,94,58
2021,3,100,90,8,6,7,2,3,5,1,4,3,3,7,5,5,14,7,5,2,2,1
2021,4,총,"267,895","10,599","14,071","15,793","19,098","20,158","14,086","11,725","12,517","13,909","10,544","18,796","19,886","10,250","13,468","12,506","17,735","11,805","10,924","10,025"
2021,4,0,"15,591",562,848,"1,071","1,008","1,351",536,698,711,901,563,986,"1,120",485,665,522,"1,149","1,128",642,645
2021,4,10,"25,016",779,"1,014","1,001","1,289","2,108","1,352","1,355","2,221","2,661","1,005","1,606","1,567",885,941,998,"1,435","1,002",984,813
2021,4,20,"35,179","1,591","1,486","1,774","3,352","3,366","2,121","1,487","1,516","1,417","1,252","2,078","2,576","1,631","1,501","1,615","2,348","1,380","1,304","1,384"
2021,4,30,"32,060","1,177","1,570","2,279","2,607","2,572","1,367","1,330",974,"1,137",963,"2,161","2,429","1,104","1,372","1,239","2,544","2,382","1,369","1,484"
2021,4,40,"44,259","1,623","2,092","2,244","2,642","3,394","2,295","2,127","2,814","3,647","1,828","2,945","2,947","1,542","1,939","1,832","2,923","1,935","1,864","1,626"
2021,4,50,"44,899","1,703","2,379","2,558","2,964","3,070","2,544","2,013","2,177","2,090","1,782","2,960","3,652","1,962","2,344","2,301","3,115","1,597","1,915","1,773"
2021,4,60,"36,950","1,621","2,448","2,578","2,955","2,403","1,967","1,374","1,086","1,093","1,398","2,736","3,103","1,468","2,308","1,991","2,244","1,306","1,543","1,328"
2021,4,70,"21,115","1,038","1,387","1,445","1,510","1,174","1,119",797,610,565,"1,150","2,072","1,579",738,"1,531","1,291","1,123",661,766,559
2021,4,80,"10,867",421,707,721,646,623,693,469,351,348,509,"1,085",754,358,744,600,691,351,442,354
2021,4,90,"1,868",76,134,116,123,94,86,74,53,47,90,159,155,72,109,110,158,61,93,58
2021,4,100,91,8,6,6,2,3,6,1,4,3,4,8,4,5,14,7,5,2,2,1
2021,5,총,"267,523","10,581","14,040","15,790","19,024","20,187","14,069","11,705","12,482","13,884","10,512","18,776","19,901","10,228","13,397","12,483","17,710","11,824","10,902","10,028"
2021,5,0,"15,483",556,833,"1,069",989,"1,357",531,691,698,891,559,979,"1,112",485,663,519,"1,147","1,130",631,643
2021,5,10,"24,877",771,"1,007",998,"1,290","2,080","1,342","1,339","2,217","2,657","1,001","1,603","1,566",881,934,992,"1,420",987,981,811
2021,5,20,"35,123","1,587","1,478","1,773","3,323","3,390","2,122","1,496","1,526","1,411","1,235","2,068","2,576","1,618","1,500","1,617","2,343","1,378","1,305","1,377"
2021,5,30,"32,033","1,174","1,566","2,268","2,611","2,581","1,363","1,328",970,"1,130",965,"2,159","2,429","1,101","1,368","1,229","2,551","2,397","1,352","1,491"
2021,5,40,"44,018","1,617","2,080","2,248","2,612","3,406","2,269","2,120","2,792","3,633","1,799","2,921","2,940","1,542","1,906","1,822","2,920","1,930","1,854","1,607"
2021,5,50,"44,951","1,705","2,365","2,549","2,961","3,066","2,557","2,022","2,189","2,105","1,788","2,978","3,652","1,952","2,340","2,310","3,099","1,612","1,910","1,791"
2021,5,60,"37,023","1,623","2,458","2,587","2,958","2,413","1,974","1,370","1,079","1,090","1,414","2,738","3,123","1,465","2,300","1,980","2,254","1,309","1,560","1,328"
2021,5,70,"21,110","1,040","1,399","1,446","1,507","1,175","1,121",790,602,568,"1,141","2,071","1,586",740,"1,521","1,289","1,123",658,770,563
2021,5,80,"10,933",423,715,731,649,621,698,476,354,350,516,"1,088",750,365,744,606,688,359,444,356
2021,5,90,"1,877",76,133,115,122,95,86,72,51,46,90,163,162,74,107,111,159,62,93,60
2021,5,100,95,9,6,6,2,3,6,1,4,3,4,8,5,5,14,8,6,2,2,1
2021,6,총,"267,278","10,560","14,022","15,807","18,997","20,151","14,047","11,694","12,473","13,875","10,472","18,781","19,904","10,193","13,370","12,490","17,721","11,810","10,883","10,028"
2021,6,0,"15,386",556,825,"1,070",977,"1,340",524,695,699,888,546,963,"1,100",486,654,518,"1,144","1,134",627,640
2021,6,10,"24,780",763,"1,000",997,"1,279","2,066","1,337","1,337","2,217","2,644","1,001","1,609","1,561",874,933,985,"1,416",974,977,810
2021,6,20,"35,087","1,576","1,471","1,778","3,337","3,383","2,112","1,487","1,520","1,415","1,217","2,070","2,596","1,602","1,504","1,628","2,342","1,369","1,303","1,377"
2021,6,30,"31,956","1,171","1,574","2,266","2,592","2,577","1,360","1,324",959,"1,130",958,"2,151","2,416","1,106","1,357","1,220","2,561","2,393","1,358","1,483"
2021,6,40,"43,864","1,621","2,071","2,248","2,610","3,397","2,259","2,119","2,789","3,604","1,784","2,897","2,932","1,518","1,895","1,822","2,919","1,931","1,842","1,606"
2021,6,50,"44,864","1,695","2,355","2,550","2,942","3,070","2,550","2,001","2,188","2,124","1,798","2,986","3,639","1,953","2,335","2,302","3,089","1,616","1,895","1,776"
2021,6,60,"37,263","1,627","2,474","2,594","2,973","2,414","1,988","1,395","1,090","1,103","1,416","2,756","3,161","1,468","2,301","1,995","2,272","1,313","1,575","1,348"
2021,6,70,"21,086","1,040","1,394","1,444","1,502","1,182","1,126",789,596,563,"1,140","2,073","1,577",744,"1,519","1,287","1,127",655,762,566
2021,6,80,"11,016",424,719,743,656,623,699,472,356,354,518,"1,103",758,365,752,613,691,360,449,361
2021,6,90,"1,876",78,133,111,127,96,86,74,54,47,90,165,157,72,105,111,154,63,93,60
2021,6,100,100,9,6,6,2,3,6,1,5,3,4,8,7,5,15,9,6,2,2,1
2021,7,총,"266,948","10,536","13,993","15,770","18,945","20,122","14,009","11,687","12,450","13,891","10,454","18,771","19,877","10,200","13,314","12,473","17,696","11,827","10,873","10,060"
2021,7,0,"15,346",552,823,"1,061",966,"1,343",518,695,698,886,543,946,"1,105",490,654,524,"1,133","1,138",623,648
2021,7,10,"24,698",756,999,993,"1,267","2,054","1,324","1,337","2,208","2,665",996,"1,611","1,558",881,915,973,"1,409",975,970,807
2021,7,20,"34,924","1,568","1,472","1,762","3,320","3,367","2,091","1,480","1,515","1,407","1,219","2,063","2,576","1,593","1,502","1,622","2,321","1,366","1,300","1,380"
2021,7,30,"31,910","1,177","1,575","2,257","2,580","2,578","1,360","1,312",962,"1,124",951,"2,146","2,408","1,105","1,341","1,224","2,572","2,403","1,349","1,486"
2021,7,40,"43,705","1,610","2,064","2,244","2,602","3,381","2,259","2,106","2,773","3,604","1,778","2,884","2,921","1,507","1,885","1,795","2,901","1,936","1,845","1,610"
2021,7,50,"44,820","1,696","2,352","2,554","2,939","3,052","2,540","2,004","2,188","2,125","1,792","2,989","3,629","1,945","2,328","2,299","3,093","1,607","1,909","1,779"
2021,7,60,"37,426","1,619","2,466","2,592","2,982","2,439","1,995","1,413","1,100","1,116","1,416","2,774","3,174","1,490","2,300","2,010","2,287","1,313","1,577","1,363"
2021,7,70,"21,083","1,036","1,386","1,446","1,501","1,186","1,132",789,597,558,"1,146","2,070","1,583",743,"1,511","1,284","1,131",661,757,566
2021,7,80,"11,057",434,718,746,660,620,698,476,354,355,519,"1,112",758,368,757,624,689,365,448,356
2021,7,90,"1,875",79,132,109,124,99,86,74,51,48,90,168,157,73,106,109,153,60,93,64
2021,7,100,104,9,6,6,4,3,6,1,4,3,4,8,8,5,15,9,7,3,2,1
2021,8,총,"266,374","10,520","13,950","15,742","18,939","20,009","13,954","11,641","12,408","13,892","10,430","18,749","19,828","10,144","13,319","12,411","17,698","11,799","10,891","10,050"
2021,8,0,"15,157",547,809,"1,043",953,"1,319",500,686,692,881,534,939,"1,078",478,656,509,"1,129","1,124",636,644
2021,8,10,"24,566",754,996,977,"1,264","2,033","1,322","1,323","2,191","2,665",987,"1,593","1,572",875,914,969,"1,408",968,961,794
2021,8,20,"34,799","1,546","1,454","1,768","3,333","3,350","2,066","1,471","1,510","1,410","1,211","2,072","2,565","1,579","1,492","1,596","2,315","1,367","1,309","1,385"
2021,8,30,"31,831","1,166","1,571","2,244","2,586","2,556","1,363","1,299",949,"1,132",949,"2,145","2,388","1,102","1,343","1,217","2,576","2,407","1,352","1,486"
2021,8,40,"43,486","1,614","2,055","2,233","2,588","3,345","2,244","2,092","2,768","3,596","1,780","2,870","2,912","1,486","1,880","1,784","2,881","1,923","1,836","1,599"
2021,8,50,"44,813","1,703","2,345","2,560","2,932","3,051","2,537","2,014","2,197","2,125","1,793","2,983","3,623","1,941","2,329","2,294","3,092","1,605","1,917","1,772"
2021,8,60,"37,537","1,619","2,470","2,599","2,983","2,445","1,995","1,413","1,096","1,122","1,420","2,790","3,183","1,500","2,307","2,012","2,309","1,319","1,574","1,381"
2021,8,70,"21,085","1,041","1,382","1,444","1,511","1,187","1,131",793,595,555,"1,144","2,057","1,579",737,"1,520","1,281","1,147",654,760,567
2021,8,80,"11,108",437,729,758,665,622,700,476,354,352,513,"1,124",767,366,755,630,683,370,451,356
2021,8,90,"1,885",84,133,110,120,98,90,73,52,51,95,167,153,74,108,110,151,59,92,65
2021,8,100,107,9,6,6,4,3,6,1,4,3,4,9,8,6,15,9,7,3,3,1
2021,9,총,"265,935","10,519","13,921","15,705","18,934","19,953","13,938","11,622","12,367","13,872","10,403","18,698","19,783","10,108","13,262","12,395","17,668","11,842","10,887","10,058"
2021,9,0,"15,065",546,797,"1,039",938,"1,319",498,685,677,873,531,932,"1,073",476,658,507,"1,119","1,119",633,645
2021,9,10,"24,475",746,987,970,"1,275","2,021","1,322","1,313","2,198","2,660",984,"1,568","1,561",878,908,955,"1,405",969,963,792
2021,9,20,"34,687","1,559","1,464","1,771","3,332","3,320","2,070","1,462","1,500","1,411","1,204","2,070","2,553","1,561","1,483","1,594","2,302","1,360","1,302","1,369"
2021,9,30,"31,745","1,175","1,555","2,236","2,562","2,547","1,350","1,300",937,"1,118",946,"2,147","2,372","1,086","1,331","1,209","2,586","2,426","1,365","1,497"
2021,9,40,"43,285","1,597","2,052","2,220","2,600","3,328","2,220","2,084","2,759","3,579","1,762","2,850","2,894","1,485","1,856","1,783","2,855","1,931","1,835","1,595"
2021,9,50,"44,848","1,703","2,339","2,547","2,936","3,057","2,545","2,011","2,199","2,140","1,803","2,989","3,612","1,938","2,323","2,296","3,108","1,607","1,910","1,785"
2021,9,60,"37,608","1,621","2,475","2,611","2,988","2,453","2,003","1,422","1,100","1,125","1,411","2,775","3,203","1,502","2,307","2,013","2,305","1,338","1,579","1,377"
2021,9,70,"21,034","1,036","1,383","1,426","1,514","1,181","1,136",792,588,550,"1,145","2,059","1,574",730,"1,517","1,274","1,141",661,755,572
2021,9,80,"11,172",446,730,765,661,624,698,477,352,360,516,"1,134",781,372,754,644,687,367,446,358
2021,9,90,"1,909",81,133,114,124,99,91,75,53,53,96,165,152,75,110,111,153,61,96,67
2021,9,100,107,9,6,6,4,4,5,1,4,3,5,9,8,5,15,9,7,3,3,1
2021,10,총,"265,479","10,491","13,870","15,653","18,892","19,915","13,914","11,579","12,370","13,880","10,375","18,648","19,782","10,109","13,237","12,384","17,639","11,831","10,848","10,062"
2021,10,0,"14,963",547,789,"1,032",933,"1,313",502,669,672,870,527,913,"1,066",467,653,507,"1,119","1,117",623,644
2021,10,10,"24,399",742,974,966,"1,263","2,005","1,310","1,313","2,210","2,668",982,"1,569","1,557",885,904,942,"1,398",963,956,792
2021,10,20,"34,489","1,566","1,465","1,749","3,322","3,321","2,052","1,456","1,492","1,404","1,187","2,051","2,533","1,552","1,476","1,577","2,297","1,345","1,292","1,352"
2021,10,30,"31,747","1,161","1,550","2,231","2,551","2,557","1,352","1,290",935,"1,120",941,"2,152","2,383","1,086","1,332","1,228","2,574","2,441","1,359","1,504"
2021,10,40,"43,052","1,592","2,031","2,210","2,595","3,300","2,219","2,061","2,760","3,566","1,752","2,817","2,884","1,473","1,847","1,762","2,847","1,937","1,812","1,587"
2021,10,50,"44,867","1,696","2,335","2,530","2,922","3,052","2,538","2,026","2,202","2,162","1,809","2,996","3,622","1,944","2,329","2,301","3,103","1,593","1,921","1,786"
2021,10,60,"37,695","1,624","2,467","2,613","2,990","2,461","2,011","1,424","1,109","1,123","1,420","2,779","3,215","1,508","2,300","2,017","2,314","1,342","1,583","1,395"
2021,10,70,"21,049","1,039","1,388","1,434","1,527","1,178","1,137",782,583,553,"1,137","2,058","1,574",734,"1,515","1,273","1,143",662,758,574
2021,10,80,"11,197",441,731,764,656,625,695,483,349,358,515,"1,135",787,380,766,653,685,366,445,363
2021,10,90,"1,932",78,134,118,130,99,93,74,54,52,100,169,154,75,110,116,152,62,98,64
2021,10,100,89,5,6,6,3,4,5,1,4,4,5,9,7,5,5,8,7,3,1,1
2021,11,총,"265,093","10,480","13,825","15,650","18,859","20,028","13,866","11,537","12,341","13,861","10,348","18,598","19,741","10,105","13,190","12,371","17,637","11,794","10,818","10,044"
2021,11,0,"14,859",540,779,"1,032",930,"1,323",489,664,664,868,526,907,"1,053",464,650,503,"1,110","1,101",618,638
2021,11,10,"24,317",732,975,958,"1,250","2,024","1,304","1,307","2,206","2,658",972,"1,563","1,559",886,899,940,"1,386",952,949,797
2021,11,20,"34,401","1,577","1,453","1,756","3,314","3,320","2,030","1,430","1,494","1,403","1,185","2,049","2,513","1,554","1,460","1,580","2,315","1,332","1,286","1,350"
2021,11,30,"31,677","1,156","1,549","2,223","2,556","2,575","1,343","1,292",916,"1,112",947,"2,144","2,362","1,077","1,330","1,226","2,570","2,448","1,347","1,504"
2021,11,40,"42,889","1,582","2,007","2,203","2,578","3,328","2,201","2,053","2,758","3,546","1,738","2,800","2,872","1,466","1,842","1,763","2,840","1,913","1,808","1,591"
2021,11,50,"44,923","1,701","2,330","2,531","2,918","3,057","2,559","2,027","2,203","2,178","1,813","2,979","3,638","1,953","2,328","2,297","3,112","1,600","1,920","1,779"
2021,11,60,"37,757","1,624","2,480","2,618","2,992","2,482","2,007","1,425","1,104","1,124","1,418","2,786","3,225","1,512","2,296","2,018","2,323","1,352","1,580","1,391"
2021,11,70,"21,023","1,045","1,382","1,438","1,526","1,189","1,134",784,586,555,"1,129","2,058","1,573",726,"1,506","1,265","1,136",660,760,571
2021,11,80,"11,222",442,731,768,662,627,701,482,351,361,518,"1,131",783,389,767,654,681,370,450,354
2021,11,90,"1,944",76,134,117,130,98,94,73,55,53,99,173,156,73,109,117,157,63,99,68
2021,11,100,81,5,5,6,3,5,4,0,4,3,3,8,7,5,3,8,7,3,1,1
2021,12,총,"264,903","10,453","13,774","15,619","18,761","20,684","13,834","11,501","12,296","13,776","10,344","18,506","19,675","10,091","13,163","12,333","17,553","11,731","10,788","10,021"
2021,12,0,"14,831",533,770,"1,031",919,"1,423",491,663,663,871,520,892,"1,041",453,649,501,"1,088","1,085",609,629
2021,12,10,"24,205",726,958,960,"1,234","2,069","1,291","1,297","2,184","2,625",973,"1,540","1,553",890,893,937,"1,388",948,944,795
2021,12,20,"34,209","1,555","1,454","1,736","3,304","3,365","2,019","1,416","1,493","1,385","1,193","2,029","2,486","1,546","1,448","1,555","2,281","1,317","1,289","1,338"
2021,12,30,"31,702","1,168","1,521","2,227","2,520","2,752","1,346","1,293",921,"1,102",951,"2,131","2,346","1,070","1,329","1,228","2,542","2,414","1,335","1,506"
2021,12,40,"42,815","1,573","2,010","2,200","2,568","3,423","2,192","2,034","2,737","3,530","1,723","2,790","2,848","1,462","1,843","1,754","2,832","1,909","1,801","1,586"
2021,12,50,"44,962","1,697","2,335","2,517","2,899","3,156","2,547","2,026","2,200","2,175","1,819","2,970","3,633","1,958","2,330","2,283","3,105","1,608","1,924","1,780"
2021,12,60,"37,860","1,630","2,474","2,625","2,988","2,556","2,010","1,425","1,107","1,125","1,412","2,797","3,233","1,519","2,281","2,028","2,331","1,355","1,572","1,392"
2021,12,70,"21,048","1,047","1,383","1,436","1,534","1,207","1,136",788,583,544,"1,125","2,047","1,581",730,"1,509","1,267","1,135",663,761,572
2021,12,80,"11,252",441,726,760,664,637,701,486,349,366,525,"1,132",795,389,770,655,688,365,451,352
2021,12,90,"1,944",78,137,123,128,91,97,73,56,51,100,171,152,70,108,117,156,65,101,70
2021,12,100,75,5,6,4,3,5,4,0,3,2,3,7,7,4,3,8,7,2,1,1
