년도,월,나이,전라남도,목포시,여수시,순천시,나주시,광양시,담양군,곡성군,구례군,고흥군,보성군,화순군,장흥군,강진군,해남군,영암군,무안군,함평군,영광군,장성군,완도군,진도군,신안군
2021,1,10,"166,967","24,413","26,391","30,234","9,496","15,965","3,011","1,935","1,828","3,822","2,588","5,622","2,784","2,512","5,263","4,428","9,295","2,046","4,163","3,269","3,633","2,231","2,038"
2021,1,20,"200,139","27,029","33,792","37,640","12,375","19,965","4,843","2,324","1,945","4,148","2,959","6,789","3,082","2,883","5,536","5,084","8,902","2,496","4,995","4,221","3,758","2,618","2,755"
2021,1,30,"185,184","25,452","30,945","33,165","14,532","18,377","3,682","1,722","1,657","3,674","2,504","4,707","2,752","2,431","5,007","4,729","10,414","2,097","4,836","3,614","3,974","2,255","2,658"
2021,1,40,"259,461","37,260","41,902","43,397","16,559","23,761","5,221","3,008","2,890","6,321","4,161","8,253","4,111","3,755","8,055","7,422","13,745","3,485","6,537","5,510","6,198","3,637","4,273"
2021,1,50,"313,564","36,288","48,531","49,242","17,283","28,994","8,190","4,895","4,577","10,167","6,681","11,250","6,309","5,634","11,569","9,435","12,940","5,499","8,516","7,461","8,047","5,046","7,010"
2021,1,60,"273,902","29,062","41,052","34,656","16,267","17,079","8,335","5,038","4,743","12,794","7,649","9,525","6,638","6,238","12,448","8,105","10,943","5,934","8,484","7,301","8,643","5,327","7,641"
2021,1,70,"192,845","17,625","24,634","19,064","11,542","8,195","6,348","4,262","3,895","11,504","6,636","7,463","5,451","5,222","10,001","6,333","7,916","5,139","7,169","5,917","7,415","4,742","6,372"
2021,1,80,"110,137","7,150","10,712","10,165","6,648","4,686","3,856","3,195","2,495","7,536","4,731","4,688","3,906","3,582","6,014","4,053","4,233","3,421","4,003","3,755","4,414","2,924","3,970"
2021,1,90,"16,279",960,"1,635","1,610","1,006",748,599,516,380,"1,246",735,652,639,541,836,545,629,493,550,510,570,374,505
2021,1,100,883,82,107,73,68,24,33,15,23,52,39,37,24,31,45,34,35,27,35,38,27,17,17
2021,2,총,"1,849,795","222,809","280,213","282,336","116,348","151,016","46,545","27,952","25,505","63,814","40,305","62,478","37,528","34,487","68,589","53,652","87,570","31,899","52,944","44,432","49,757","30,709","38,907"
2021,2,0,"130,649","17,837","20,653","23,315","10,128","13,160","2,370","1,069","1,128","2,608","1,709","3,439","1,968","1,722","3,909","3,487","7,981","1,346","3,751","2,745","3,120","1,665","1,539"
2021,2,10,"166,405","24,272","26,283","30,090","9,545","15,849","3,002","1,918","1,806","3,790","2,577","5,678","2,758","2,503","5,221","4,412","9,389","2,017","4,151","3,274","3,615","2,221","2,034"
2021,2,20,"199,258","26,997","33,665","37,362","12,410","19,950","4,797","2,288","1,924","4,130","2,936","6,759","3,041","2,849","5,511","5,063","8,962","2,464","4,926","4,199","3,740","2,556","2,729"
2021,2,30,"184,466","25,198","30,760","33,111","14,550","18,315","3,706","1,720","1,650","3,635","2,458","4,681","2,706","2,388","4,967","4,699","10,530","2,079","4,805","3,650","3,937","2,232","2,689"
2021,2,40,"259,441","37,171","41,926","43,330","16,716","23,698","5,224","3,005","2,861","6,319","4,144","8,209","4,103","3,765","8,026","7,415","13,900","3,463","6,504","5,513","6,207","3,615","4,327"
2021,2,50,"313,666","36,284","48,540","49,227","17,318","29,128","8,198","4,890","4,564","10,152","6,670","11,273","6,276","5,616","11,543","9,448","12,961","5,471","8,540","7,475","8,046","5,018","7,028"
2021,2,60,"275,053","29,141","41,157","34,889","16,362","17,196","8,393","5,073","4,753","12,822","7,669","9,582","6,654","6,262","12,469","8,148","11,012","5,972","8,504","7,342","8,645","5,341","7,667"
2021,2,70,"192,615","17,639","24,662","19,060","11,551","8,230","6,309","4,237","3,891","11,489","6,620","7,431","5,442","5,215","9,993","6,325","7,893","5,108","7,146","5,911","7,401","4,706","6,356"
2021,2,80,"110,903","7,215","10,798","10,261","6,682","4,699","3,906","3,210","2,521","7,567","4,749","4,733","3,910","3,590","6,055","4,071","4,275","3,456","4,029","3,766","4,445","2,957","4,008"
2021,2,90,"16,443",973,"1,662","1,615","1,019",766,604,527,383,"1,252",732,656,645,545,849,548,632,495,553,519,575,380,513
2021,2,100,896,82,107,76,67,25,36,15,24,50,41,37,25,32,46,36,35,28,35,38,26,18,17
2021,3,총,"1,844,811","221,463","279,844","282,104","116,113","150,779","46,541","27,888","25,437","63,572","40,169","62,289","37,266","34,327","68,291","53,469","87,870","31,711","52,663","44,129","49,673","30,494","38,719"
2021,3,0,"129,808","17,614","20,533","23,222","10,101","13,109","2,341","1,055","1,117","2,577","1,693","3,412","1,951","1,695","3,876","3,425","8,046","1,320","3,723","2,711","3,099","1,648","1,540"
2021,3,10,"165,694","24,145","26,151","29,949","9,574","15,784","2,984","1,906","1,792","3,770","2,551","5,638","2,730","2,489","5,174","4,406","9,383","2,071","4,137","3,248","3,597","2,199","2,016"
2021,3,20,"198,940","26,899","33,621","37,372","12,429","19,947","4,773","2,260","1,910","4,084","2,911","6,723","3,027","2,840","5,510","5,065","9,039","2,440","4,920","4,166","3,760","2,538","2,706"
2021,3,30,"183,333","24,876","30,590","33,056","14,516","18,240","3,684","1,698","1,637","3,594","2,436","4,627","2,661","2,358","4,916","4,653","10,651","2,019","4,775","3,592","3,910","2,191","2,653"
2021,3,40,"258,097","36,915","41,810","43,190","16,637","23,558","5,246","2,994","2,835","6,246","4,125","8,162","4,022","3,707","7,974","7,382","13,938","3,411","6,447","5,469","6,163","3,578","4,288"
2021,3,50,"312,636","36,053","48,447","49,207","17,294","29,132","8,189","4,889","4,542","10,086","6,646","11,225","6,230","5,603","11,454","9,416","12,952","5,422","8,448","7,428","8,039","4,979","6,955"
2021,3,60,"275,866","29,125","41,311","35,064","16,328","17,288","8,493","5,093","4,775","12,850","7,668","9,650","6,633","6,279","12,485","8,177","11,098","5,987","8,500","7,355","8,652","5,345","7,710"
2021,3,70,"191,873","17,589","24,745","19,026","11,459","8,239","6,305","4,215","3,875","11,409","6,579","7,398","5,419","5,178","9,943","6,284","7,839","5,062","7,092","5,865","7,384","4,666","6,302"
2021,3,80,"111,394","7,252","10,848","10,331","6,725","4,697","3,901","3,224","2,546","7,639","4,780","4,769","3,930","3,586","6,078","4,076","4,283","3,459","4,050","3,759","4,468","2,961","4,032"
2021,3,90,"16,503",959,"1,686","1,614","1,018",770,599,537,389,"1,268",749,656,641,564,841,560,617,502,548,519,584,376,506
2021,3,100,667,36,102,73,32,15,26,17,19,49,31,29,22,28,40,25,24,18,23,17,17,13,11
2021,4,총,"1,844,148","221,156","279,613","282,069","116,332","150,701","46,624","27,916","25,400","63,508","40,179","62,310","37,177","34,314","68,229","53,437","88,075","31,653","52,587","44,078","49,604","30,445","38,741"
2021,4,0,"129,089","17,460","20,399","23,144","10,106","13,049","2,331","1,047","1,105","2,563","1,672","3,408","1,930","1,687","3,845","3,393","8,019","1,308","3,689","2,691","3,074","1,637","1,532"
2021,4,10,"165,294","24,092","26,086","29,839","9,579","15,800","2,981","1,894","1,786","3,761","2,551","5,598","2,686","2,471","5,143","4,407","9,400","2,078","4,135","3,234","3,571","2,189","2,013"
2021,4,20,"198,752","26,896","33,572","37,330","12,438","19,885","4,770","2,276","1,904","4,063","2,922","6,736","3,022","2,842","5,499","5,050","9,062","2,422","4,894","4,169","3,770","2,532","2,698"
2021,4,30,"182,942","24,741","30,511","33,046","14,591","18,179","3,676","1,693","1,624","3,569","2,426","4,621","2,666","2,351","4,903","4,617","10,689","2,003","4,782","3,554","3,873","2,187","2,640"
2021,4,40,"257,603","36,878","41,702","43,113","16,630","23,507","5,269","2,990","2,818","6,210","4,117","8,133","3,998","3,699","7,950","7,375","13,988","3,394","6,397","5,446","6,153","3,550","4,286"
2021,4,50,"312,389","35,939","48,396","49,213","17,343","29,108","8,212","4,893","4,528","10,071","6,649","11,240","6,212","5,593","11,440","9,421","12,967","5,357","8,465","7,426","8,015","4,953","6,948"
2021,4,60,"277,277","29,269","41,507","35,253","16,364","17,417","8,534","5,114","4,812","12,906","7,690","9,714","6,650","6,321","12,534","8,227","11,176","6,050","8,517","7,395","8,678","5,395","7,754"
2021,4,70,"191,492","17,592","24,715","19,038","11,466","8,251","6,301","4,215","3,845","11,360","6,572","7,364","5,397","5,151","9,897","6,263","7,827","5,037","7,061","5,835","7,379","4,635","6,291"
2021,4,80,"112,032","7,281","10,923","10,405","6,755","4,707","3,923","3,235","2,570","7,689","4,799","4,802","3,945","3,602","6,118","4,103","4,304","3,487","4,075","3,789","4,482","2,978","4,060"
2021,4,90,"16,622",971,"1,700","1,615","1,029",781,601,543,389,"1,271",750,664,650,569,859,560,619,504,548,523,592,376,508
2021,4,100,656,37,102,73,31,17,26,16,19,45,31,30,21,28,41,21,24,13,24,16,17,13,11
2021,5,총,"1,842,423","221,020","278,999","281,745","116,486","150,660","46,650","27,962","25,287","63,434","39,891","62,225","37,095","34,275","68,153","53,370","88,339","31,629","52,571","44,029","49,458","30,421","38,724"
2021,5,0,"128,551","17,355","20,316","23,050","10,097","13,022","2,320","1,030","1,092","2,572","1,658","3,375","1,914","1,682","3,832","3,370","8,017","1,297","3,703","2,653","3,053","1,622","1,521"
2021,5,10,"165,018","24,042","26,018","29,805","9,602","15,770","2,988","1,953","1,774","3,734","2,545","5,553","2,682","2,457","5,113","4,406","9,414","2,060","4,121","3,215","3,558","2,192","2,016"
2021,5,20,"198,363","26,868","33,519","37,251","12,424","19,830","4,747","2,294","1,898","4,061","2,886","6,708","2,998","2,818","5,508","5,028","9,136","2,419","4,867","4,135","3,761","2,518","2,689"
2021,5,30,"182,218","24,675","30,339","32,980","14,585","18,163","3,674","1,681","1,596","3,551","2,398","4,602","2,637","2,343","4,848","4,574","10,664","1,989","4,750","3,535","3,839","2,167","2,628"
2021,5,40,"256,081","36,675","41,408","42,877","16,615","23,366","5,242","2,958","2,779","6,142","4,068","8,062","3,961","3,674","7,881","7,336","14,025","3,362","6,365","5,403","6,093","3,541","4,248"
2021,5,50,"312,594","36,005","48,383","49,214","17,369","29,157","8,222","4,896","4,529","10,033","6,580","11,248","6,212","5,606","11,445","9,439","13,016","5,373","8,487","7,455","8,002","4,967","6,956"
2021,5,60,"278,221","29,426","41,531","35,382","16,453","17,575","8,601","5,140","4,807","12,902","7,653","9,770","6,666","6,338","12,584","8,254","11,230","6,070","8,533","7,435","8,679","5,408","7,784"
2021,5,70,"191,406","17,646","24,756","19,070","11,467","8,253","6,283","4,191","3,827","11,366","6,531","7,358","5,391","5,139","9,880","6,251","7,850","5,019","7,056","5,833","7,360","4,615","6,264"
2021,5,80,"112,602","7,318","10,965","10,428","6,813","4,707","3,943","3,249","2,576","7,747","4,798","4,851","3,958","3,610","6,147","4,128","4,342","3,514","4,114","3,824","4,494","2,992","4,084"
2021,5,90,"16,760",972,"1,694","1,626","1,031",800,605,554,393,"1,279",750,667,652,579,874,564,620,513,551,524,603,386,523
2021,5,100,609,38,70,62,30,17,25,16,16,47,24,31,24,29,41,20,25,13,24,17,16,13,11
2021,6,총,"1,840,921","220,794","278,481","281,816","116,513","150,591","46,522","27,916","25,255","63,374","39,838","62,153","37,028","34,248","68,055","53,290","88,660","31,526","52,487","43,915","49,404","30,368","38,687"
2021,6,0,"127,868","17,227","20,191","23,000","10,070","12,969","2,305","1,019","1,076","2,545","1,636","3,338","1,894","1,671","3,788","3,346","8,036","1,278","3,708","2,621","3,032","1,619","1,499"
2021,6,10,"164,787","24,013","25,983","29,683","9,624","15,776","3,021","1,957","1,778","3,734","2,548","5,558","2,671","2,452","5,084","4,378","9,429","2,044","4,103","3,210","3,548","2,180","2,013"
2021,6,20,"197,783","26,806","33,387","37,201","12,373","19,755","4,711","2,293","1,900","4,047","2,860","6,671","2,985","2,809","5,531","5,000","9,178","2,395","4,838","4,082","3,772","2,503","2,686"
2021,6,30,"181,555","24,543","30,192","32,987","14,541","18,099","3,652","1,654","1,583","3,538","2,386","4,587","2,604","2,329","4,804","4,560","10,738","1,950","4,727","3,508","3,808","2,159","2,606"
2021,6,40,"255,665","36,652","41,338","42,865","16,626","23,301","5,235","2,946","2,764","6,128","4,050","8,021","3,950","3,649","7,847","7,321","14,065","3,353","6,348","5,376","6,095","3,506","4,229"
2021,6,50,"311,925","35,959","48,228","49,143","17,339","29,170","8,177","4,837","4,524","10,026","6,539","11,223","6,194","5,591","11,423","9,412","13,031","5,343","8,447","7,432","7,972","4,965","6,950"
2021,6,60,"279,676","29,554","41,661","35,682","16,580","17,711","8,608","5,202","4,817","12,912","7,709","9,838","6,687","6,376","12,627","8,316","11,322","6,103","8,547","7,474","8,700","5,428","7,822"
2021,6,70,"191,213","17,653","24,757","19,096","11,457","8,272","6,228","4,182","3,818","11,343","6,515","7,345","5,380","5,133","9,882","6,244","7,849","5,008","7,039","5,826","7,344","4,588","6,254"
2021,6,80,"113,054","7,377","10,994","10,460","6,840","4,712","3,958","3,257","2,585","7,771","4,810","4,880","3,980","3,630","6,146","4,133","4,372","3,528","4,156","3,845","4,504","3,024","4,092"
2021,6,90,"16,800",971,"1,699","1,636","1,033",808,603,554,394,"1,281",762,660,659,580,882,560,615,510,549,523,613,384,524
2021,6,100,595,39,51,63,30,18,24,15,16,49,23,32,24,28,41,20,25,14,25,18,16,12,12
2021,7,총,"1,839,698","220,379","278,123","281,883","116,636","150,699","46,421","27,835","25,181","63,239","39,790","62,131","36,963","34,194","67,917","53,236","89,184","31,444","52,407","43,808","49,308","30,306","38,614"
2021,7,0,"127,179","17,045","20,080","22,920","10,047","12,934","2,280","1,014","1,048","2,519","1,618","3,329","1,897","1,646","3,758","3,304","8,093","1,264","3,690","2,587","3,007","1,608","1,491"
2021,7,10,"164,477","23,963","25,901","29,655","9,654","15,752","3,004","1,926","1,769","3,708","2,547","5,549","2,656","2,444","5,055","4,373","9,467","2,044","4,100","3,183","3,540","2,177","2,010"
2021,7,20,"197,212","26,721","33,297","37,095","12,340","19,738","4,670","2,270","1,885","4,033","2,841","6,627","2,973","2,797","5,518","4,975","9,272","2,351","4,819","4,068","3,770","2,487","2,665"
2021,7,30,"181,118","24,337","30,108","33,035","14,555","18,106","3,641","1,653","1,553","3,488","2,394","4,588","2,593","2,332","4,773","4,532","10,822","1,927","4,699","3,498","3,758","2,141","2,585"
2021,7,40,"254,908","36,529","41,155","42,792","16,671","23,258","5,194","2,941","2,752","6,096","4,023","7,985","3,917","3,620","7,772","7,286","14,135","3,343","6,327","5,355","6,076","3,477","4,204"
2021,7,50,"311,829","36,002","48,159","49,174","17,304","29,187","8,186","4,812","4,514","9,983","6,526","11,225","6,185","5,576","11,427","9,443","13,142","5,326","8,415","7,406","7,947","4,966","6,924"
2021,7,60,"280,838","29,649","41,800","35,858","16,704","17,865","8,619","5,223","4,828","12,945","7,720","9,905","6,712","6,401","12,630","8,386","11,381","6,127","8,577","7,505","8,714","5,442","7,847"
2021,7,70,"191,252","17,683","24,827","19,149","11,437","8,296","6,228","4,164","3,817","11,344","6,517","7,336","5,363","5,130","9,888","6,211","7,840","5,002","7,031","5,818","7,330","4,577","6,264"
2021,7,80,"113,467","7,436","11,042","10,494","6,859","4,733","3,976","3,267","2,604","7,795","4,819","4,889","3,976","3,644","6,173","4,147","4,396","3,530","4,178","3,849","4,532","3,035","4,093"
2021,7,90,"16,821",974,"1,699","1,648","1,034",812,599,549,395,"1,281",762,667,668,576,882,560,610,515,547,522,618,384,519
2021,7,100,597,40,55,63,31,18,24,16,16,47,23,31,23,28,41,19,26,15,24,17,16,12,12
2021,8,총,"1,838,353","219,944","277,752","281,878","116,670","150,643","46,314","27,754","25,161","63,124","39,734","62,439","36,876","34,099","67,797","53,108","89,675","31,418","52,288","43,715","49,171","30,242","38,551"
2021,8,0,"126,566","16,892","19,946","22,873","10,036","12,863","2,280","1,005","1,054","2,489","1,601","3,333","1,885","1,615","3,722","3,266","8,143","1,253","3,678","2,569","2,986","1,601","1,476"
2021,8,10,"164,135","23,873","25,846","29,569","9,655","15,764","2,980","1,908","1,781","3,701","2,543","5,557","2,644","2,435","5,026","4,342","9,530","2,038","4,084","3,180","3,518","2,172","1,989"
2021,8,20,"196,634","26,624","33,189","37,059","12,302","19,689","4,646","2,250","1,866","4,002","2,824","6,676","2,945","2,766","5,511","4,954","9,309","2,357","4,777","4,003","3,738","2,475","2,672"
2021,8,30,"180,509","24,161","29,939","33,059","14,510","18,036","3,600","1,641","1,549","3,459","2,379","4,651","2,591","2,321","4,726","4,503","10,925","1,913","4,666","3,486","3,722","2,118","2,554"
2021,8,40,"254,139","36,385","41,015","42,668","16,712","23,205","5,156","2,917","2,725","6,066","3,999","7,986","3,890","3,602","7,748","7,270","14,234","3,309","6,277","5,308","6,033","3,459","4,175"
2021,8,50,"311,930","36,020","48,151","49,197","17,290","29,237","8,193","4,811","4,519","9,966","6,511","11,292","6,164","5,559","11,419","9,417","13,198","5,333","8,411","7,410","7,935","4,956","6,941"
2021,8,60,"281,851","29,768","41,924","36,044","16,779","17,964","8,636","5,223","4,826","12,959","7,747","9,986","6,723","6,422","12,638","8,421","11,430","6,155","8,609","7,566","8,719","5,447","7,865"
2021,8,70,"191,117","17,726","24,869","19,156","11,423","8,297","6,201","4,147","3,812","11,337","6,495","7,335","5,352","5,108","9,884","6,180","7,844","4,984","7,029","5,794","7,324","4,573","6,247"
2021,8,80,"113,947","7,476","11,121","10,545","6,888","4,755","3,993","3,275","2,613","7,805","4,843","4,911","3,988","3,659","6,194","4,170","4,422","3,545","4,183","3,858","4,553","3,044","4,106"
2021,8,90,"16,911",979,"1,696","1,642","1,042",813,605,560,400,"1,292",768,681,669,583,887,566,614,516,549,524,626,385,514
2021,8,100,614,40,56,66,33,20,24,17,16,48,24,31,25,29,42,19,26,15,25,17,17,12,12
2021,9,총,"1,835,690","219,552","277,356","281,977","116,668","150,121","46,178","27,655","25,095","62,965","39,592","62,567","36,742","33,961","67,576","53,020","90,086","31,375","52,119","43,575","48,990","30,129","38,391"
2021,9,0,"125,935","16,750","19,863","22,842","10,016","12,780","2,242","1,010","1,048","2,463","1,580","3,322","1,862","1,585","3,689","3,246","8,175","1,243","3,668","2,542","2,971","1,582","1,456"
2021,9,10,"163,747","23,844","25,764","29,518","9,639","15,712","2,977","1,882","1,776","3,691","2,522","5,548","2,639","2,435","5,006","4,316","9,562","2,041","4,036","3,170","3,506","2,170","1,993"
2021,9,20,"194,942","26,532","32,972","36,969","12,235","19,400","4,539","2,196","1,830","3,932","2,787","6,644","2,887","2,717","5,419","4,904","9,349","2,334","4,707","3,924","3,655","2,432","2,578"
2021,9,30,"179,879","24,000","29,835","33,072","14,515","17,961","3,576","1,634","1,532","3,443","2,360","4,666","2,567","2,294","4,690","4,471","10,999","1,880","4,642","3,454","3,672","2,086","2,530"
2021,9,40,"253,304","36,291","40,834","42,632","16,699","23,067","5,135","2,909","2,705","6,022","3,965","7,964","3,872","3,573","7,707","7,250","14,275","3,305","6,235","5,268","6,020","3,426","4,150"
2021,9,50,"312,093","35,989","48,142","49,248","17,334","29,254","8,192","4,803","4,504","9,930","6,502","11,356","6,151","5,553","11,391","9,432","13,334","5,347","8,431","7,426","7,903","4,953","6,918"
2021,9,60,"282,701","29,844","42,104","36,182","16,828","18,021","8,688","5,222","4,856","12,982","7,740","10,062","6,725","6,422","12,649","8,455","11,480","6,154","8,620","7,596","8,724","5,462","7,885"
2021,9,70,"191,055","17,761","24,893","19,198","11,409","8,315","6,178","4,135","3,790","11,314","6,467","7,353","5,347","5,095","9,896","6,166","7,840","4,973","6,998","5,772","7,338","4,562","6,255"
2021,9,80,"114,399","7,519","11,197","10,593","6,906","4,766","4,016","3,272","2,641","7,838","4,881","4,936","3,998","3,668","6,188","4,184","4,436","3,564","4,215","3,873","4,556","3,056","4,096"
2021,9,90,"17,021",982,"1,696","1,657","1,055",824,610,575,399,"1,300",764,685,669,590,900,578,609,519,542,533,628,388,518
2021,9,100,614,40,56,66,32,21,25,17,14,50,24,31,25,29,41,18,27,15,25,17,17,12,12
2021,10,총,"1,834,653","219,150","277,008","281,787","116,711","150,154","46,198","27,616","25,121","62,930","39,564","62,598","36,701","33,860","67,425","53,000","90,488","31,379","52,113","43,553","48,861","30,110","38,326"
2021,10,0,"125,113","16,629","19,756","22,726","9,964","12,689","2,217",997,"1,036","2,446","1,560","3,282","1,855","1,564","3,643","3,213","8,181","1,228","3,660","2,515","2,942","1,569","1,441"
2021,10,10,"163,576","23,813","25,686","29,488","9,659","15,668","2,992","1,876","1,780","3,692","2,513","5,551","2,627","2,424","4,983","4,319","9,628","2,020","4,012","3,180","3,509","2,175","1,981"
2021,10,20,"194,535","26,367","32,888","36,883","12,212","19,364","4,530","2,195","1,835","3,905","2,789","6,655","2,885","2,711","5,414","4,905","9,417","2,346","4,718","3,928","3,610","2,421","2,557"
2021,10,30,"179,444","23,880","29,768","33,015","14,490","17,977","3,545","1,625","1,525","3,451","2,341","4,677","2,553","2,270","4,644","4,436","11,076","1,877","4,624","3,436","3,651","2,089","2,494"
2021,10,40,"252,631","36,169","40,695","42,500","16,722","23,040","5,121","2,900","2,695","5,995","3,928","7,949","3,852","3,560","7,659","7,242","14,315","3,285","6,231","5,243","5,987","3,412","4,131"
2021,10,50,"312,220","35,952","48,114","49,268","17,342","29,308","8,205","4,780","4,531","9,924","6,533","11,371","6,139","5,538","11,383","9,432","13,411","5,362","8,427","7,449","7,885","4,945","6,921"
2021,10,60,"283,553","29,904","42,147","36,336","16,910","18,123","8,736","5,243","4,854","13,007","7,750","10,125","6,738","6,422","12,672","8,519","11,506","6,176","8,640","7,618","8,728","5,480","7,919"
2021,10,70,"191,173","17,875","24,975","19,203","11,403","8,346","6,181","4,132","3,795","11,305","6,450","7,317","5,347","5,091","9,879","6,160","7,872","4,963","6,991","5,750","7,340","4,552","6,246"
2021,10,80,"114,784","7,545","11,249","10,636","6,910","4,785","4,038","3,279","2,655","7,863","4,898","4,954","4,011","3,676","6,206","4,180","4,443","3,584","4,245","3,886","4,566","3,065","4,110"
2021,10,90,"17,048",974,"1,686","1,665","1,064",832,606,571,401,"1,295",777,690,669,592,906,584,614,522,539,530,626,391,514
2021,10,100,576,42,44,67,35,22,27,18,14,47,25,27,25,12,36,10,25,16,26,18,17,11,12
2021,11,총,"1,833,864","218,785","276,747","281,587","116,701","150,493","46,184","27,581","25,175","62,833","39,478","62,618","36,622","33,793","67,328","52,964","90,973","31,343","52,024","43,518","48,770","30,104","38,243"
2021,11,0,"124,403","16,496","19,638","22,629","9,882","12,667","2,196",979,"1,037","2,424","1,538","3,276","1,838","1,544","3,617","3,192","8,195","1,217","3,646","2,495","2,914","1,565","1,418"
2021,11,10,"163,429","23,809","25,625","29,478","9,656","15,701","2,975","1,871","1,769","3,684","2,506","5,528","2,627","2,414","4,991","4,302","9,676","2,011","4,000","3,168","3,506","2,167","1,965"
2021,11,20,"194,193","26,264","32,737","36,823","12,209","19,367","4,534","2,186","1,864","3,885","2,774","6,652","2,876","2,721","5,380","4,901","9,497","2,349","4,697","3,936","3,586","2,421","2,534"
2021,11,30,"178,946","23,716","29,673","32,885","14,443","18,033","3,559","1,622","1,517","3,430","2,319","4,678","2,526","2,255","4,623","4,432","11,155","1,847","4,597","3,418","3,642","2,085","2,491"
2021,11,40,"252,438","36,089","40,638","42,475","16,739","23,123","5,104","2,898","2,693","5,988","3,899","7,924","3,846","3,545","7,631","7,207","14,446","3,276","6,224","5,245","5,944","3,399","4,105"
2021,11,50,"312,312","35,977","48,106","49,216","17,367","29,381","8,199","4,764","4,543","9,909","6,513","11,404","6,138","5,520","11,378","9,444","13,483","5,365","8,430","7,443","7,883","4,951","6,898"
2021,11,60,"284,327","29,925","42,271","36,471","16,951","18,210","8,746","5,271","4,885","13,011","7,770","10,173","6,726","6,440","12,704","8,560","11,538","6,195","8,648","7,635","8,737","5,509","7,951"
2021,11,70,"191,177","17,914","25,066","19,237","11,406","8,370","6,192","4,122","3,798","11,305","6,434","7,283","5,347","5,085","9,860","6,143","7,901","4,945","6,955","5,731","7,327","4,531","6,225"
2021,11,80,"115,039","7,592","11,257","10,651","6,954","4,781","4,044","3,282","2,662","7,858","4,920","4,974","4,006","3,664","6,216","4,188","4,453","3,596","4,261","3,898","4,580","3,073","4,129"
2021,11,90,"17,082",973,"1,699","1,666","1,060",839,608,571,393,"1,296",780,703,675,594,897,583,606,526,539,532,633,393,516
2021,11,100,518,30,37,56,34,21,27,15,14,43,25,23,17,11,31,12,23,16,27,17,18,10,11
2021,12,총,"1,832,803","218,589","276,762","281,436","116,726","150,531","46,180","27,535","25,235","62,762","39,375","62,624","36,547","33,753","67,166","52,937","91,107","31,274","51,985","43,365","48,631","30,066","38,217"
2021,12,0,"123,712","16,347","19,546","22,538","9,845","12,656","2,177",964,"1,024","2,413","1,517","3,251","1,834","1,531","3,598","3,175","8,171","1,210","3,631","2,438","2,887","1,547","1,412"
2021,12,10,"163,148","23,802","25,624","29,444","9,643","15,648","2,985","1,859","1,774","3,671","2,481","5,500","2,605","2,404","4,971","4,280","9,699","1,994","4,000","3,164","3,490","2,153","1,957"
2021,12,20,"193,735","26,198","32,673","36,739","12,211","19,258","4,543","2,173","1,882","3,855","2,741","6,714","2,869","2,705","5,379","4,898","9,488","2,334","4,661","3,897","3,562","2,417","2,538"
2021,12,30,"178,428","23,618","29,664","32,763","14,425","18,061","3,534","1,619","1,506","3,407","2,303","4,656","2,513","2,237","4,585","4,426","11,153","1,838","4,592","3,369","3,611","2,079","2,469"
2021,12,40,"252,254","36,047","40,592","42,487","16,746","23,102","5,118","2,886","2,707","5,974","3,894","7,888","3,825","3,546","7,606","7,185","14,514","3,264","6,218","5,239","5,916","3,398","4,102"
2021,12,50,"312,463","35,988","48,140","49,217","17,408","29,443","8,192","4,753","4,555","9,920","6,510","11,426","6,135","5,512","11,350","9,465","13,513","5,354","8,415","7,435","7,871","4,958","6,903"
2021,12,60,"284,871","29,966","42,319","36,527","17,014","18,319","8,766","5,295","4,910","13,008","7,771","10,201","6,736","6,461","12,704","8,581","11,561","6,197","8,671","7,642","8,737","5,515","7,970"
2021,12,70,"191,022","17,972","25,130","19,284","11,344","8,388","6,148","4,105","3,781","11,309","6,434","7,236","5,341","5,056","9,829","6,139","7,899","4,907","6,956","5,717","7,319","4,519","6,209"
2021,12,80,"115,490","7,648","11,312","10,716","6,980","4,789","4,077","3,288","2,685","7,851","4,917","5,010","3,998","3,692","6,232","4,191","4,481","3,628","4,279","3,922","4,589","3,074","4,131"
2021,12,90,"17,216",979,"1,724","1,670","1,080",849,613,579,398,"1,313",787,721,677,599,888,586,610,533,537,528,633,397,515
2021,12,100,464,24,38,51,30,18,27,14,13,41,20,21,14,10,24,11,18,15,25,14,16,9,11
