년도,월,나이,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2021,2,70,"65,935","16,140","1,941","1,875","1,523",0,951,946,"1,198","1,463","1,903","1,845",979,"26,386","2,402",,"1,175",762,"1,871",901,"2,197","1,460",832,"3,204","2,799","1,497","1,196","1,714",,"1,557","2,819","23,409","2,343","1,738","2,793","3,340","1,046","2,609","2,791","2,466","4,283","1,516",,,,
2021,2,80,"28,355","7,515",925,815,762,0,483,652,606,695,778,812,374,"11,352","1,083",,457,604,671,419,900,589,346,"1,357","1,198",622,550,777,,649,"1,130","9,488","1,000",926,"1,071","1,565",477,913,"1,098",961,"1,477",613,,,,
2021,2,90,"4,255","1,192",129,128,132,0,80,93,113,101,123,110,70,"1,704",138,,84,165,110,46,133,89,42,204,172,89,84,90,,94,164,"1,359",130,108,142,202,92,164,162,141,218,113,,,,
2021,2,100,215,83,0,8,10,0,5,7,11,13,10,4,8,73,11,,4,3,7,2,7,4,3,7,6,2,4,2,,6,5,59,11,5,1,8,2,9,10,3,10,7,,,,
2021,3,총,"1,075,421","258,130","33,330","26,592","20,316",,"8,208","8,410","18,921","24,769","44,677","36,152","13,050","440,164","38,625",,"30,590","17,580","41,945","13,295","33,640","21,572","26,262","39,284","32,261","32,966","27,294","23,456",,"24,921","36,473","377,127","36,647","41,467","38,045","56,661","18,432","49,575","48,529","33,811","53,960","23,705",,,,
2021,3,0,"99,274","20,967","2,305","1,947","1,551",,342,238,"1,265","1,539","4,801","3,108",667,"41,852","3,332",,"3,420","1,861","4,283",926,"2,971","1,819","3,137","3,276","2,630","3,380","2,619","2,944",,"1,934","3,320","36,455","2,717","4,629","3,472","4,907","1,474","5,688","4,749","3,311","5,508","3,204",,,,
2021,3,10,"120,661","24,645","3,624","2,396","1,784",,511,498,"1,748","2,238","4,439","4,333","1,124","50,505","3,577",,"3,535","1,245","3,340","1,255","4,345","2,177","2,509","4,785","3,069","5,689","4,665","2,960",,"2,798","4,556","45,511","3,637","5,711","5,281","7,035","1,584","5,386","6,137","4,204","6,536","1,950",,,,
2021,3,20,"138,150","34,491","4,756","3,426","2,136",,733,849,"2,345","4,416","7,179","4,927","1,839","57,075","5,102",,"3,843","2,463","6,697","1,977","4,041","2,553","5,277","4,339","4,083","3,596","3,235","2,224",,"3,436","4,209","46,584","5,408","4,959","4,072","7,885","2,788","5,546","6,298","3,873","5,755","1,885",,,,
2021,3,30,"143,848","33,928","3,937","3,087","2,370",,724,741,"2,417","3,180","7,353","4,509","1,420","58,493","6,150",,"4,601","3,221","7,732","1,858","3,862","2,763","4,545","4,131","4,041","3,332","2,340","3,073",,"2,791","4,053","51,427","6,228","6,165","4,038","6,874","3,227","7,821","6,739","4,181","6,154","4,190",,,,
2021,3,40,"199,206","43,478","5,955","4,496","3,315",,"1,068",992,"3,100","3,870","7,741","6,783","1,952","83,226","6,567",,"5,964","2,749","7,053","2,368","6,464","3,827","4,482","7,683","5,372","7,842","6,233","4,899",,"4,381","7,342","72,502","6,029","8,927","7,901","10,741","3,032","9,605","9,317","6,494","10,456","4,206",,,,
2021,3,50,"166,732","43,434","5,974","4,716","3,703",,"1,603","1,564","3,396","4,190","6,434","6,205","2,578","67,400","6,217",,"4,866","2,777","6,550","2,260","5,280","3,540","3,209","5,916","5,112","4,756","4,348","2,704",,"4,485","5,380","55,898","5,437","5,808","5,769","8,808","2,891","7,090","7,079","5,107","7,909","3,071",,,,
2021,3,60,"108,765","32,352","3,806","3,712","3,045",,"1,712","1,853","2,723","3,076","3,926","3,489","2,042","42,010","4,052",,"2,647","1,734","3,643","1,309","3,405","2,737","1,889","4,350","3,762","2,156","2,015","2,053",,"2,760","3,498","34,403","3,727","2,485","3,492","5,295","1,818","4,761","4,148","3,076","5,601","2,968",,,,
2021,3,70,"65,843","16,084","1,927","1,851","1,519",,949,940,"1,192","1,456","1,894","1,867",980,"26,396","2,399",,"1,170",759,"1,868",883,"2,213","1,459",834,"3,195","2,808","1,502","1,205","1,720",,"1,574","2,807","23,363","2,327","1,743","2,786","3,334","1,044","2,587","2,785","2,445","4,312","1,509",,,,
2021,3,80,"28,543","7,522",920,830,756,,484,644,612,696,777,814,377,"11,449","1,091",,454,604,659,416,917,604,338,"1,396","1,206",623,555,788,,661,"1,137","9,572",997,930,"1,086","1,572",483,923,"1,108",974,"1,499",612,,,,
2021,3,90,"4,249","1,185",125,129,131,,81,89,114,101,128,112,68,"1,693",130,,86,164,113,43,134,89,41,206,171,87,78,89,,96,166,"1,371",132,109,147,203,89,163,162,144,222,107,,,,
2021,3,100,150,44,1,2,6,,1,2,9,7,5,5,3,65,8,,4,3,7,0,8,4,1,7,7,3,1,2,,5,5,41,8,1,1,7,2,5,7,2,8,3,,,,
2021,4,총,"1,076,773","259,445","33,398","26,649","20,290",,"8,226","8,738","19,598","24,815","44,677","36,266","13,039","439,922","38,537",,"30,553","17,544","41,918","13,321","33,616","21,645","26,180","39,228","32,272","33,006","27,293","23,485",,"24,928","36,396","377,406","36,636","41,439","37,975","56,759","18,426","49,600","48,535","33,776","54,260","23,749",,,,
2021,4,0,"98,828","20,867","2,278","1,926","1,524",,341,239,"1,250","1,540","4,776","3,128",663,"41,611","3,321",,"3,393","1,850","4,272",925,"2,948","1,816","3,103","3,253","2,622","3,365","2,600","2,928",,"1,919","3,296","36,350","2,716","4,622","3,431","4,889","1,468","5,677","4,730","3,280","5,537","3,202",,,,
2021,4,10,"121,383","25,498","3,688","2,396","1,777",,522,756,"2,284","2,210","4,443","4,336","1,120","50,442","3,565",,"3,547","1,227","3,324","1,256","4,343","2,184","2,531","4,771","3,055","5,679","4,649","2,978",,"2,800","4,533","45,443","3,630","5,692","5,277","6,993","1,573","5,382","6,130","4,211","6,555","1,966",,,,
2021,4,20,"138,229","34,618","4,758","3,419","2,142",,724,887,"2,413","4,440","7,195","4,929","1,835","56,935","5,058",,"3,832","2,462","6,664","1,965","4,035","2,566","5,219","4,352","4,094","3,606","3,233","2,215",,"3,435","4,199","46,676","5,398","4,967","4,071","7,937","2,804","5,528","6,307","3,861","5,803","1,876",,,,
2021,4,30,"143,621","33,932","3,938","3,099","2,352",,723,744,"2,429","3,187","7,345","4,526","1,410","58,322","6,133",,"4,584","3,191","7,724","1,873","3,843","2,772","4,510","4,116","4,035","3,342","2,328","3,061",,"2,769","4,041","51,367","6,235","6,151","3,998","6,899","3,213","7,819","6,735","4,166","6,151","4,179",,,,
2021,4,40,"199,023","43,492","5,953","4,508","3,314",,"1,058",995,"3,127","3,865","7,713","6,772","1,951","83,102","6,561",,"5,949","2,731","7,047","2,367","6,475","3,859","4,491","7,646","5,360","7,805","6,215","4,916",,"4,370","7,310","72,429","6,003","8,896","7,881","10,711","3,030","9,585","9,313","6,476","10,534","4,236",,,,
2021,4,50,"167,107","43,455","5,950","4,726","3,705",,"1,597","1,567","3,419","4,191","6,450","6,224","2,553","67,537","6,178",,"4,890","2,789","6,550","2,264","5,271","3,545","3,208","5,931","5,125","4,800","4,373","2,706",,"4,510","5,397","56,115","5,438","5,825","5,788","8,863","2,888","7,131","7,084","5,120","7,978","3,073",,,,
2021,4,60,"109,529","32,668","3,842","3,755","3,067",,"1,737","1,866","2,745","3,109","3,951","3,539","2,074","42,300","4,082",,"2,654","1,758","3,681","1,325","3,425","2,741","1,900","4,348","3,795","2,190","2,045","2,061",,"2,782","3,513","34,561","3,746","2,493","3,499","5,317","1,826","4,786","4,160","3,097","5,637","2,983",,,,
2021,4,70,"65,851","16,110","1,938","1,856","1,511",,949,941,"1,191","1,462","1,899","1,864",983,"26,375","2,402",,"1,162",766,"1,864",885,"2,214","1,456",832,"3,192","2,800","1,499","1,208","1,736",,"1,572","2,787","23,366","2,319","1,747","2,795","3,344","1,040","2,589","2,783","2,430","4,319","1,516",,,,
2021,4,80,"28,764","7,570",922,830,764,,493,649,615,702,774,830,377,"11,516","1,096",,455,604,672,418,918,610,344,"1,403","1,208",626,558,790,,667,"1,147","9,678","1,009",939,"1,090","1,594",490,934,"1,120",990,"1,512",614,,,,
2021,4,90,"4,285","1,191",130,132,128,,80,92,116,102,126,114,70,"1,716",133,,83,162,113,43,137,92,41,209,171,91,82,92,,99,168,"1,378",134,106,143,204,92,163,166,143,227,101,,,,
2021,4,100,153,44,1,2,6,,2,2,9,7,5,4,3,66,8,,4,4,7,0,7,4,1,7,7,3,2,2,,5,5,43,8,1,2,8,2,6,7,2,7,3,,,,
2021,5,총,"1,077,701","260,398","33,516","26,741","20,322",,"8,227","8,787","20,112","24,897","44,689","36,326","13,063","439,953","38,517",,"30,563","17,585","41,917","13,358","33,524","21,680","26,201","39,228","32,304","33,002","27,333","23,443",,"24,915","36,383","377,350","36,593","41,403","37,911","56,751","18,432","49,638","48,535","33,752","54,335","23,718",,,,
2021,5,0,"98,357","20,809","2,285","1,910","1,520",,341,243,"1,238","1,550","4,753","3,121",664,"41,382","3,331",,"3,380","1,847","4,249",927,"2,918","1,813","3,080","3,212","2,604","3,326","2,592","2,910",,"1,915","3,278","36,166","2,687","4,596","3,393","4,835","1,475","5,683","4,707","3,260","5,530","3,184",,,,
2021,5,10,"121,826","25,977","3,727","2,417","1,777",,521,807,"2,699","2,202","4,415","4,321","1,118","50,433","3,545",,"3,563","1,235","3,325","1,254","4,330","2,178","2,540","4,770","3,062","5,675","4,657","2,987",,"2,789","4,523","45,416","3,628","5,700","5,289","6,958","1,564","5,388","6,130","4,214","6,545","1,973",,,,
2021,5,20,"138,436","34,773","4,789","3,448","2,152",,722,896,"2,474","4,444","7,191","4,938","1,841","56,978","5,046",,"3,819","2,477","6,628","1,960","4,035","2,578","5,251","4,379","4,108","3,607","3,250","2,214",,"3,425","4,201","46,685","5,394","4,947","4,080","7,972","2,794","5,543","6,306","3,841","5,808","1,878",,,,
2021,5,30,"143,175","33,874","3,936","3,101","2,352",,724,743,"2,431","3,215","7,341","4,506","1,408","58,113","6,109",,"4,569","3,186","7,671","1,892","3,802","2,769","4,496","4,094","4,031","3,331","2,336","3,015",,"2,757","4,055","51,188","6,225","6,132","3,960","6,910","3,205","7,761","6,695","4,149","6,151","4,117",,,,
2021,5,40,"198,677","43,497","5,949","4,507","3,316",,"1,065",990,"3,128","3,854","7,713","6,766","1,946","82,880","6,558",,"5,940","2,726","7,063","2,346","6,426","3,862","4,474","7,612","5,342","7,803","6,168","4,925",,"4,364","7,271","72,300","5,995","8,860","7,840","10,671","3,026","9,596","9,305","6,474","10,533","4,263",,,,
2021,5,50,"167,731","43,514","5,944","4,752","3,710",,"1,575","1,562","3,420","4,207","6,464","6,259","2,554","67,886","6,169",,"4,922","2,812","6,600","2,274","5,300","3,560","3,222","5,962","5,177","4,833","4,402","2,711",,"4,513","5,429","56,331","5,438","5,847","5,829","8,894","2,897","7,160","7,120","5,136","8,010","3,067",,,,
2021,5,60,"110,211","32,964","3,881","3,783","3,083",,"1,763","1,863","2,780","3,142","3,988","3,589","2,093","42,517","4,114",,"2,666","1,765","3,705","1,347","3,439","2,758","1,921","4,359","3,794","2,203","2,074","2,060",,"2,805","3,507","34,730","3,759","2,523","3,484","5,340","1,836","4,803","4,191","3,111","5,683","2,999",,,,
2021,5,70,"65,839","16,123","1,937","1,854","1,503",,938,938,"1,199","1,471","1,917","1,864",985,"26,383","2,405",,"1,160",761,"1,874",894,"2,208","1,453",829,"3,209","2,797","1,492","1,217","1,728",,"1,574","2,782","23,333","2,297","1,743","2,793","3,361","1,044","2,588","2,769","2,427","4,311","1,517",,,,
2021,5,80,"29,011","7,635",933,835,777,,496,657,617,702,775,843,379,"11,604","1,100",,455,612,678,421,921,613,345,"1,415","1,210",641,553,801,,671,"1,168","9,772","1,030",946,"1,096","1,592",495,951,"1,135",998,"1,529",621,,,,
2021,5,90,"4,289","1,188",134,132,126,,80,86,117,103,126,116,72,"1,715",133,,86,160,117,43,138,92,42,210,172,89,82,91,,97,163,"1,386",132,108,145,210,94,159,170,140,228,96,,,,
2021,5,100,149,44,1,2,6,,2,2,9,7,6,3,3,62,7,,3,4,7,0,7,4,1,6,7,2,2,1,,5,6,43,8,1,2,8,2,6,7,2,7,3,,,,
2021,6,총,"1,077,826","260,877","33,552","26,794","20,352",,"8,273","8,857","20,224","24,927","44,783","36,303","13,055","439,791","38,473",,"30,571","17,558","41,936","13,359","33,469","21,680","26,202","39,189","32,241","33,020","27,312","23,535",,"24,910","36,336","377,158","36,577","41,370","37,942","56,712","18,356","49,576","48,548","33,677","54,400","23,757",,,,
2021,6,0,"97,820","20,710","2,263","1,890","1,498",,339,242,"1,214","1,557","4,743","3,118",666,"41,140","3,324",,"3,357","1,839","4,221",917,"2,890","1,799","3,066","3,189","2,599","3,298","2,574","2,898",,"1,905","3,264","35,970","2,677","4,578","3,363","4,804","1,472","5,655","4,686","3,221","5,514","3,180",,,,
2021,6,10,"121,970","26,133","3,721","2,419","1,780",,562,850,"2,773","2,197","4,428","4,312","1,109","50,432","3,528",,"3,581","1,237","3,334","1,263","4,313","2,176","2,547","4,753","3,060","5,695","4,649","3,009",,"2,774","4,513","45,405","3,626","5,690","5,310","6,934","1,566","5,362","6,126","4,225","6,566","1,982",,,,
2021,6,20,"138,327","34,770","4,790","3,481","2,175",,724,909,"2,490","4,414","7,163","4,921","1,836","56,930","5,044",,"3,825","2,467","6,625","1,956","4,040","2,573","5,244","4,377","4,088","3,604","3,247","2,213",,"3,430","4,197","46,627","5,362","4,943","4,084","7,969","2,758","5,550","6,307","3,844","5,810","1,867",,,,
2021,6,30,"142,636","33,810","3,919","3,072","2,354",,719,743,"2,436","3,207","7,376","4,481","1,401","57,815","6,074",,"4,539","3,164","7,632","1,884","3,753","2,781","4,482","4,075","3,997","3,314","2,325","3,013",,"2,755","4,027","51,011","6,228","6,100","3,934","6,891","3,214","7,725","6,687","4,118","6,114","4,102",,,,
2021,6,40,"198,690","43,590","5,956","4,519","3,317",,"1,063",989,"3,123","3,865","7,748","6,762","1,946","82,847","6,551",,"5,934","2,723","7,092","2,342","6,420","3,864","4,488","7,589","5,335","7,788","6,157","4,949",,"4,357","7,258","72,253","5,985","8,845","7,853","10,647","3,011","9,591","9,323","6,446","10,552","4,302",,,,
2021,6,50,"167,877","43,506","5,966","4,761","3,715",,"1,576","1,557","3,417","4,217","6,443","6,251","2,544","67,924","6,165",,"4,931","2,807","6,603","2,282","5,301","3,538","3,221","5,953","5,156","4,870","4,413","2,743",,"4,515","5,426","56,447","5,447","5,870","5,839","8,921","2,873","7,182","7,111","5,150","8,054","3,059",,,,
2021,6,60,"111,016","33,303","3,928","3,820","3,106",,"1,782","1,886","2,814","3,172","4,039","3,624","2,109","42,857","4,152",,"2,688","1,785","3,742","1,351","3,480","2,774","1,943","4,397","3,805","2,213","2,090","2,064",,"2,834","3,539","34,856","3,771","2,530","3,512","5,365","1,827","4,803","4,209","3,122","5,717","3,023",,,,
2021,6,70,"65,830","16,155","1,940","1,863","1,500",,933,930,"1,207","1,475","1,925","1,877",989,"26,346","2,396",,"1,163",758,"1,869",893,"2,198","1,456",829,"3,213","2,797","1,492","1,217","1,739",,"1,562","2,764","23,329","2,299","1,746","2,788","3,364","1,042","2,592","2,780","2,419","4,299","1,516",,,,
2021,6,80,"29,197","7,661",936,834,771,,494,661,625,713,786,838,378,"11,705","1,098",,465,609,694,428,930,621,339,"1,424","1,218",655,558,816,,675,"1,175","9,831","1,036",959,"1,110","1,595",498,956,"1,141",996,"1,540",625,,,,
2021,6,90,"4,311","1,196",132,133,130,,79,89,117,103,126,115,74,"1,731",134,,85,165,117,43,138,94,41,213,179,89,79,90,,98,166,"1,384",137,108,147,213,92,154,172,134,227,98,,,,
2021,6,100,152,43,1,2,6,,2,1,8,7,6,4,3,64,7,,3,4,7,0,6,4,2,6,7,2,3,1,,5,7,45,9,1,2,9,3,6,6,2,7,3,,,,
2021,7,총,"1,079,049","261,482","33,521","26,876","20,463",,"8,259","9,128","20,541","24,896","44,672","36,308","13,068","440,630","38,377",,"30,559","17,577","41,937","13,361","33,433","21,716","26,188","39,103","32,182","32,888","27,305","24,962",,"24,776","36,266","376,937","36,533","41,349","37,938","56,630","18,392","49,579","48,517","33,595","54,404","23,750",,,,
2021,7,0,"97,332","20,564","2,237","1,882","1,505",,337,236,"1,218","1,547","4,663","3,111",665,"41,025","3,279",,"3,330","1,837","4,201",926,"2,861","1,795","3,042","3,152","2,581","3,251","2,552","3,112",,"1,870","3,236","35,743","2,658","4,539","3,360","4,759","1,463","5,629","4,649","3,195","5,491","3,163",,,,
2021,7,10,"122,502","26,542","3,711","2,423","1,794",,554,"1,096","2,944","2,183","4,432","4,299","1,108","50,488","3,529",,"3,590","1,232","3,331","1,256","4,313","2,177","2,572","4,739","3,056","5,669","4,632","3,137",,"2,753","4,502","45,472","3,616","5,698","5,331","6,928","1,566","5,372","6,176","4,209","6,576","1,998",,,,
2021,7,20,"138,360","34,852","4,788","3,476","2,177",,728,944,"2,580","4,405","7,151","4,923","1,839","57,028","5,027",,"3,801","2,470","6,629","1,958","4,029","2,590","5,225","4,379","4,089","3,614","3,262","2,362",,"3,403","4,190","46,480","5,303","4,934","4,059","7,932","2,804","5,551","6,271","3,834","5,792","1,841",,,,
2021,7,30,"142,310","33,706","3,896","3,090","2,349",,720,740,"2,444","3,199","7,311","4,469","1,396","57,766","6,028",,"4,533","3,171","7,596","1,886","3,711","2,760","4,438","4,033","3,966","3,272","2,306","3,336",,"2,735","3,995","50,838","6,240","6,068","3,915","6,883","3,198","7,703","6,665","4,095","6,071","4,092",,,,
2021,7,40,"198,563","43,563","5,958","4,520","3,340",,"1,054",992,"3,109","3,860","7,734","6,739","1,941","82,866","6,532",,"5,928","2,729","7,086","2,338","6,414","3,859","4,502","7,536","5,313","7,743","6,130","5,238",,"4,284","7,234","72,134","5,955","8,836","7,842","10,583","3,016","9,601","9,302","6,433","10,566","4,316",,,,
2021,7,50,"168,445","43,554","5,974","4,781","3,722",,"1,566","1,552","3,438","4,217","6,459","6,256","2,535","68,262","6,181",,"4,934","2,802","6,611","2,274","5,321","3,549","3,243","5,972","5,172","4,881","4,439","2,919",,"4,540","5,424","56,629","5,469","5,896","5,862","8,959","2,868","7,186","7,139","5,154","8,096","3,054",,,,
2021,7,60,"111,752","33,576","3,937","3,862","3,143",,"1,791","1,895","2,854","3,189","4,062","3,670","2,136","43,169","4,165",,"2,721","1,790","3,786","1,352","3,499","2,789","1,953","4,409","3,797","2,222","2,094","2,173",,"2,852","3,567","35,007","3,802","2,558","3,503","5,397","1,842","4,828","4,204","3,132","5,741","3,037",,,,
2021,7,70,"65,966","16,212","1,947","1,863","1,515",,933,929,"1,206","1,478","1,942","1,881",988,"26,423","2,396",,"1,166",761,"1,873",902,"2,205","1,469",832,"3,212","2,792","1,497","1,237","1,755",,"1,563","2,763","23,331","2,299","1,745","2,797","3,365","1,045","2,594","2,788","2,406","4,292","1,530",,,,
2021,7,80,"29,354","7,682",939,843,786,,495,657,622,709,786,838,384,"11,806","1,103",,466,616,701,426,936,631,338,"1,453","1,227",649,572,836,,673,"1,179","9,866","1,045",963,"1,116","1,603",496,954,"1,145",997,"1,547",623,,,,
2021,7,90,"4,314","1,189",133,133,126,,79,86,118,103,127,118,73,"1,736",131,,87,165,115,43,139,93,41,213,182,88,79,93,,98,169,"1,389",136,111,150,212,92,154,172,137,225,93,,,,
2021,7,100,151,42,1,3,6,,2,1,8,6,5,4,3,61,6,,3,4,8,0,5,4,2,5,7,2,2,1,,5,7,48,10,1,3,9,2,7,6,3,7,3,,,,
2021,8,총,"1,080,325","262,030","33,649","26,922","20,457",,"8,284","9,197","20,760","24,921","44,666","36,279","13,083","441,375","38,420",,"30,533","17,541","41,900","13,314","33,368","21,746","26,285","39,446","32,071","32,828","27,264","25,697",,"24,690","36,272","376,920","36,482","41,306","37,929","56,614","18,417","49,609","48,517","33,550","54,496","23,812",,,,
2021,8,0,"96,895","20,422","2,196","1,867","1,491",,330,236,"1,213","1,535","4,647","3,089",665,"40,886","3,251",,"3,306","1,837","4,182",916,"2,829","1,794","3,026","3,187","2,544","3,228","2,528","3,200",,"1,853","3,205","35,587","2,651","4,510","3,324","4,746","1,449","5,608","4,650","3,181","5,468","3,153",,,,
2021,8,10,"122,768","26,817","3,812","2,430","1,789",,583,"1,156","3,038","2,174","4,417","4,281","1,110","50,482","3,529",,"3,589","1,230","3,318","1,239","4,312","2,178","2,578","4,739","3,043","5,635","4,625","3,216",,"2,742","4,509","45,469","3,602","5,711","5,350","6,904","1,555","5,377","6,193","4,196","6,581","2,027",,,,
2021,8,20,"138,556","34,969","4,815","3,450","2,168",,739,953,"2,660","4,428","7,171","4,913","1,827","57,157","5,053",,"3,792","2,449","6,613","1,958","4,033","2,593","5,302","4,410","4,070","3,623","3,246","2,415",,"3,397","4,203","46,430","5,269","4,933","4,067","7,935","2,837","5,563","6,237","3,814","5,775","1,845",,,,
2021,8,30,"142,144","33,659","3,891","3,114","2,348",,718,734,"2,449","3,183","7,305","4,459","1,389","57,784","5,995",,"4,494","3,159","7,579","1,887","3,673","2,762","4,413","4,105","3,940","3,261","2,285","3,517",,"2,713","4,001","50,701","6,264","6,010","3,901","6,876","3,211","7,663","6,653","4,086","6,037","4,069",,,,
2021,8,40,"198,354","43,501","5,928","4,528","3,332",,"1,041",979,"3,116","3,859","7,720","6,722","1,940","82,828","6,535",,"5,918","2,733","7,086","2,317","6,377","3,854","4,514","7,568","5,301","7,702","6,105","5,378",,"4,236","7,204","72,025","5,930","8,847","7,831","10,541","3,002","9,592","9,287","6,408","10,587","4,336",,,,
2021,8,50,"169,099","43,658","6,008","4,780","3,740",,"1,557","1,565","3,441","4,219","6,455","6,280","2,544","68,636","6,215",,"4,973","2,787","6,609","2,267","5,360","3,556","3,255","6,069","5,152","4,902","4,450","3,029",,"4,559","5,453","56,805","5,462","5,893","5,898","8,993","2,872","7,218","7,151","5,164","8,154","3,069",,,,
2021,8,60,"112,427","33,783","3,967","3,901","3,146",,"1,802","1,906","2,873","3,202","4,089","3,690","2,152","43,458","4,198",,"2,730","1,809","3,813","1,362","3,487","2,804","1,968","4,461","3,807","2,227","2,119","2,238",,"2,863","3,572","35,186","3,821","2,572","3,504","5,420","1,842","4,865","4,227","3,158","5,777","3,055",,,,
2021,8,70,"66,000","16,241","1,954","1,864","1,520",,932,927,"1,213","1,491","1,939","1,879",987,"26,422","2,393",,"1,172",753,"1,867",905,"2,210","1,469",842,"3,224","2,782","1,501","1,252","1,758",,"1,551","2,743","23,337","2,291","1,739","2,776","3,367","1,052","2,609","2,788","2,392","4,323","1,535",,,,
2021,8,80,"29,570","7,734",936,851,790,,498,655,630,718,790,845,391,"11,899","1,110",,469,612,709,421,942,642,343,"1,463","1,240",659,570,851,,673,"1,195","9,937","1,041",979,"1,119","1,614",501,957,"1,151","1,009","1,566",630,,,,
2021,8,90,"4,363","1,206",140,134,127,,82,85,120,106,129,117,75,"1,760",134,,87,168,117,42,140,89,42,215,185,88,82,94,,97,180,"1,397",141,111,156,209,94,151,175,139,221,91,,,,
2021,8,100,149,40,2,3,6,,2,1,7,6,4,4,3,63,7,,3,4,7,0,5,5,2,5,7,2,2,1,,6,7,46,10,1,3,9,2,6,5,3,7,2,,,,
2021,9,총,"1,080,027","261,553","33,644","26,959","20,454",,"8,289","8,983","20,403","24,992",0,"36,253","13,086","441,960","38,390",,"30,488","17,541","41,884","13,261","33,352","21,683","26,333","39,985","32,053","32,797","27,276","26,044",,"24,638","36,235","376,514","36,335","41,222","37,836","29,283","18,419","49,646","20,462","33,508","54,603","23,838","31,952","12,700","27,247","27,953"
2021,9,0,"96,281","20,268","2,170","1,854","1,480",,332,234,"1,199","1,530",0,"3,056",666,"40,623","3,228",,"3,282","1,831","4,155",908,"2,803","1,768","2,995","3,238","2,520","3,204","2,521","3,187",,"1,808","3,175","35,390","2,619","4,479","3,293","2,368","1,448","5,605","1,976","3,180","5,471","3,135","3,546","1,066","2,321","2,630"
2021,9,10,"122,166","26,290","3,797","2,433","1,786",,580,984,"2,719","2,172",0,"4,253","1,099","50,496","3,524",,"3,569","1,219","3,305","1,237","4,292","2,172","2,581","4,779","3,031","5,623","4,614","3,291",,"2,744","4,515","45,380","3,578","5,688","5,337","3,582","1,545","5,381","2,842","4,184","6,610","2,050","3,115","1,302","3,308","3,325"
2021,9,20,"138,588","34,964","4,840","3,467","2,171",,732,930,"2,619","4,451",0,"4,907","1,824","57,265","5,032",,"3,787","2,438","6,628","1,950","4,033","2,565","5,373","4,445","4,067","3,643","3,244","2,459",,"3,391","4,210","46,359","5,238","4,922","4,074","3,832","2,860","5,537","2,249","3,792","5,760","1,839","5,338","1,846","4,093","4,002"
2021,9,30,"141,711","33,561","3,852","3,103","2,337",,715,730,"2,449","3,191",0,"4,453","1,381","57,679","6,002",,"4,453","3,166","7,560","1,884","3,651","2,737","4,382","4,202","3,921","3,242","2,275","3,551",,"2,694","3,959","50,471","6,268","5,973","3,887","3,297","3,202","7,631","2,406","4,089","5,995","4,054","5,657","1,639","3,530","4,193"
2021,9,40,"198,119","43,448","5,927","4,518","3,322",,"1,035",980,"3,114","3,850",0,"6,706","1,931","82,770","6,505",,"5,904","2,732","7,086","2,287","6,367","3,838","4,516","7,645","5,294","7,676","6,097","5,431",,"4,203","7,189","71,901","5,896","8,824","7,764","5,439","2,999","9,633","3,977","6,384","10,636","4,350","5,619","2,096","5,083","5,266"
2021,9,50,"169,833","43,807","6,033","4,797","3,748",,"1,565","1,560","3,450","4,248",0,"6,321","2,547","69,026","6,227",,"4,994","2,786","6,631","2,261","5,406","3,558","3,268","6,177","5,171","4,918","4,479","3,127",,"4,571","5,452","57,000","5,450","5,925","5,935","4,832","2,889","7,239","3,091","5,177","8,193","3,072","4,180","2,286","4,170","4,099"
2021,9,60,"112,996","33,956","3,984","3,919","3,162",,"1,817","1,904","2,892","3,234",0,"3,704","2,166","43,781","4,206",,"2,759","1,826","3,813","1,369","3,505","2,830","1,983","4,532","3,820","2,238","2,125","2,285",,"2,894","3,596","35,259","3,807","2,579","3,505","2,950","1,833","4,886","1,843","3,153","5,799","3,067","2,678","1,429","2,501","2,403"
