년도,월,나이,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021,3,60,"35,796","2,103","1,086","1,338","2,488","3,157","1,056","1,601","1,415","1,867","1,717","1,535","1,654","1,605","1,189","1,735","2,316","1,633","2,743","1,736","1,822"
2021,3,70,"18,164",820,504,664,"1,148","1,839",626,876,755,953,801,979,573,702,637,957,"1,252",813,"1,369",935,961
2021,3,80,"5,388",253,246,168,458,461,151,210,233,267,191,244,186,224,205,279,302,265,396,313,336
2021,3,90,546,24,44,17,85,34,10,20,18,23,17,18,25,27,19,20,27,12,39,26,41
2021,3,100,28,0,4,0,4,4,0,2,0,0,0,1,1,3,1,0,1,2,1,2,2
2021,4,총,"278,466","20,344","11,325","10,064","14,754","25,312","8,866","10,338","10,239","16,798","12,092","11,907","15,654","6,687","7,109","17,362","20,643","15,038","21,230","11,502","11,202"
2021,4,0,"19,675","2,093",664,659,853,"1,320",593,677,571,"1,108",621,634,874,241,350,"1,674","1,784","1,693","1,983",609,674
2021,4,10,"22,546","2,312",759,877,"1,025","1,244",698,828,713,"1,286",911,799,944,244,277,"2,332","2,657","1,019","2,119",743,759
2021,4,20,"40,065","2,610","1,996","1,581","2,034","4,300","1,308","1,462","1,513","2,765","2,031","1,876","2,809",734,859,"2,275","2,492","1,988","2,525","1,628","1,279"
2021,4,30,"49,848","3,457","2,953","1,763","2,401","5,564","1,511","1,555","1,734","3,398","2,122","2,127","4,181","1,188","1,512","1,977","2,562","2,877","3,088","1,981","1,897"
2021,4,40,"45,418","3,736","1,612","1,481","1,858","3,898","1,551","1,566","1,683","2,832","1,835","2,015","2,404",747,"1,004","3,379","3,954","2,614","3,808","1,702","1,739"
2021,4,50,"40,800","2,924","1,458","1,525","2,390","3,479","1,351","1,541","1,590","2,291","1,829","1,673","2,005",972,"1,043","2,733","3,279","2,056","3,154","1,820","1,687"
2021,4,60,"35,953","2,116","1,086","1,330","2,499","3,165","1,062","1,602","1,429","1,879","1,730","1,544","1,650","1,606","1,202","1,729","2,329","1,667","2,751","1,754","1,823"
2021,4,70,"18,163",818,504,661,"1,146","1,839",628,873,757,942,804,978,577,701,637,957,"1,253",837,"1,360",923,968
2021,4,80,"5,422",256,246,170,459,465,154,211,230,272,192,242,185,224,204,285,305,271,403,314,334
2021,4,90,548,22,43,17,85,34,10,21,19,25,17,18,24,27,20,21,27,14,38,26,40
2021,4,100,28,0,4,0,4,4,0,2,0,0,0,1,1,3,1,0,1,2,1,2,2
2021,5,총,"278,408","20,362","11,312","10,056","14,721","25,267","8,840","10,325","10,195","16,755","12,110","11,890","15,651","6,666","7,110","17,301","20,667","15,357","21,145","11,489","11,189"
2021,5,0,"19,593","2,086",652,667,859,"1,307",581,668,565,"1,090",607,630,858,237,353,"1,653","1,793","1,747","1,962",615,663
2021,5,10,"22,477","2,297",751,874,"1,017","1,230",693,826,705,"1,277",915,795,945,240,277,"2,320","2,665","1,051","2,105",734,760
2021,5,20,"40,064","2,638","2,002","1,573","2,010","4,289","1,310","1,458","1,510","2,774","2,037","1,890","2,809",741,853,"2,262","2,493","2,007","2,508","1,637","1,263"
2021,5,30,"49,788","3,448","2,954","1,774","2,399","5,560","1,497","1,568","1,716","3,377","2,129","2,124","4,178","1,179","1,509","1,968","2,542","2,925","3,074","1,980","1,887"
2021,5,40,"45,315","3,735","1,602","1,479","1,864","3,895","1,544","1,551","1,682","2,809","1,834","1,994","2,404",739,997,"3,360","3,948","2,660","3,794","1,683","1,741"
2021,5,50,"40,797","2,931","1,468","1,512","2,363","3,468","1,363","1,536","1,588","2,297","1,832","1,676","2,009",963,"1,048","2,731","3,288","2,086","3,139","1,812","1,687"
2021,5,60,"36,162","2,123","1,086","1,333","2,514","3,182","1,061","1,612","1,423","1,890","1,741","1,538","1,666","1,608","1,210","1,749","2,343","1,721","2,757","1,771","1,834"
2021,5,70,"18,160",823,500,653,"1,150","1,831",627,873,757,943,797,974,569,701,635,952,"1,259",861,"1,366",916,973
2021,5,80,"5,470",256,251,172,459,467,156,210,231,274,200,250,187,227,205,283,308,281,401,313,339
2021,5,90,553,25,42,19,82,34,8,21,18,24,18,18,25,28,22,23,27,16,38,26,39
2021,5,100,29,0,4,0,4,4,0,2,0,0,0,1,1,3,1,0,1,2,1,2,3
2021,6,총,"278,360","20,348","11,323","10,049","14,711","25,229","8,818","10,323","10,168","16,730","12,131","11,845","15,669","6,677","7,094","17,241","20,653","15,524","21,117","11,481","11,229"
2021,6,0,"19,504","2,090",645,669,868,"1,298",575,662,555,"1,085",607,619,854,235,346,"1,624","1,788","1,778","1,935",609,662
2021,6,10,"22,462","2,289",752,862,"1,014","1,231",695,824,705,"1,259",912,789,933,243,278,"2,332","2,666","1,079","2,100",728,771
2021,6,20,"39,989","2,637","2,002","1,578","1,988","4,284","1,301","1,462","1,488","2,785","2,029","1,878","2,817",732,837,"2,256","2,482","2,027","2,511","1,627","1,268"
2021,6,30,"49,749","3,436","2,962","1,787","2,393","5,536","1,490","1,565","1,719","3,373","2,145","2,120","4,214","1,171","1,515","1,951","2,537","2,921","3,051","1,979","1,884"
2021,6,40,"45,331","3,719","1,607","1,473","1,872","3,907","1,542","1,545","1,680","2,803","1,844","1,985","2,409",738,994,"3,344","3,943","2,685","3,800","1,694","1,747"
2021,6,50,"40,670","2,923","1,470","1,505","2,359","3,447","1,354","1,533","1,585","2,289","1,829","1,675","1,992",963,"1,049","2,722","3,282","2,087","3,131","1,793","1,682"
2021,6,60,"36,372","2,144","1,084","1,333","2,523","3,197","1,072","1,624","1,430","1,898","1,743","1,541","1,670","1,621","1,211","1,755","2,352","1,766","2,770","1,791","1,847"
2021,6,70,"18,196",827,504,651,"1,151","1,817",627,871,756,940,800,971,570,714,633,946,"1,264",876,"1,377",920,981
2021,6,80,"5,507",257,251,174,457,473,155,214,231,276,204,248,185,231,208,288,311,285,402,313,344
2021,6,90,551,25,42,17,82,35,7,21,19,22,18,18,24,27,22,23,27,18,39,25,40
2021,6,100,29,1,4,0,4,4,0,2,0,0,0,1,1,2,1,0,1,2,1,2,3
2021,7,총,"278,142","20,325","11,343","10,016","14,713","25,277","8,801","10,288","10,147","16,705","12,094","11,858","15,650","6,675","7,090","17,180","20,617","15,575","21,086","11,501","11,201"
2021,7,0,"19,409","2,080",649,667,872,"1,287",558,657,564,"1,067",605,620,856,228,346,"1,601","1,788","1,776","1,916",616,656
2021,7,10,"22,429","2,275",743,859,"1,019","1,239",688,818,698,"1,259",904,795,920,244,276,"2,323","2,662","1,093","2,114",729,771
2021,7,20,"39,951","2,640","2,007","1,569","1,971","4,307","1,310","1,456","1,470","2,801","2,028","1,886","2,832",718,828,"2,252","2,454","2,030","2,493","1,639","1,260"
2021,7,30,"49,626","3,421","2,972","1,771","2,387","5,529","1,488","1,561","1,707","3,366","2,150","2,121","4,206","1,167","1,525","1,938","2,531","2,901","3,041","1,977","1,867"
2021,7,40,"45,269","3,722","1,619","1,477","1,874","3,926","1,543","1,541","1,680","2,785","1,823","1,968","2,401",741,996,"3,311","3,927","2,700","3,795","1,708","1,732"
2021,7,50,"40,596","2,925","1,469","1,487","2,356","3,446","1,341","1,526","1,588","2,279","1,816","1,686","1,976",956,"1,035","2,737","3,295","2,091","3,130","1,772","1,685"
2021,7,60,"36,482","2,144","1,078","1,338","2,533","3,205","1,084","1,614","1,432","1,904","1,745","1,540","1,686","1,631","1,215","1,760","2,349","1,791","2,773","1,799","1,861"
2021,7,70,"18,264",835,503,658,"1,159","1,821",625,878,759,939,795,975,567,728,636,947,"1,269",880,"1,380",923,987
2021,7,80,"5,532",258,256,174,454,478,157,214,230,282,211,248,181,234,209,289,314,293,403,309,338
2021,7,90,556,24,43,16,84,35,7,21,19,23,17,18,24,27,23,22,27,18,40,27,41
2021,7,100,28,1,4,0,4,4,0,2,0,0,0,1,1,1,1,0,1,2,1,2,3
2021,8,총,"277,705","20,302","11,320","9,971","14,653","25,257","8,768","10,247","10,145","16,673","12,041","11,840","15,645","6,693","7,072","17,176","20,603","15,544","21,064","11,513","11,178"
2021,8,0,"19,225","2,072",634,654,863,"1,269",552,647,556,"1,043",602,618,858,229,343,"1,575","1,785","1,760","1,895",625,645
2021,8,10,"22,396","2,273",737,854,"1,011","1,241",692,824,701,"1,261",898,794,908,237,276,"2,332","2,658","1,094","2,127",717,761
2021,8,20,"39,798","2,621","2,014","1,539","1,957","4,327","1,306","1,438","1,460","2,803","2,004","1,885","2,804",723,815,"2,244","2,447","2,032","2,483","1,630","1,266"
2021,8,30,"49,508","3,411","2,969","1,765","2,379","5,505","1,470","1,539","1,715","3,342","2,141","2,123","4,226","1,169","1,520","1,934","2,518","2,885","3,031","1,997","1,869"
2021,8,40,"45,218","3,729","1,612","1,482","1,858","3,914","1,544","1,551","1,681","2,782","1,817","1,957","2,414",742,992,"3,292","3,932","2,699","3,793","1,714","1,713"
2021,8,50,"40,505","2,919","1,472","1,484","2,341","3,457","1,332","1,516","1,584","2,284","1,802","1,679","1,958",945,"1,029","2,753","3,306","2,086","3,120","1,758","1,680"
2021,8,60,"36,564","2,150","1,078","1,332","2,535","3,205","1,082","1,611","1,435","1,912","1,742","1,544","1,699","1,648","1,223","1,762","2,351","1,793","2,789","1,800","1,873"
2021,8,70,"18,318",841,499,669,"1,162","1,813",625,882,760,943,802,970,566,738,641,960,"1,258",877,"1,387",933,992
2021,8,80,"5,586",260,260,176,459,486,158,217,234,281,216,250,186,234,209,300,320,298,398,310,334
2021,8,90,561,25,42,16,84,36,7,20,19,22,17,19,25,27,23,24,27,18,40,27,43
2021,8,100,26,1,3,0,4,4,0,2,0,0,0,1,1,1,1,0,1,2,1,2,2
2021,9,총,"277,388","20,260","11,310","9,965","14,613","25,234","8,727","10,315","10,104","16,667","12,025","11,823","15,593","6,676","7,052","17,173","20,582","15,574","21,043","11,522","11,130"
2021,9,0,"19,028","2,045",627,639,855,"1,255",544,634,547,"1,021",598,616,845,230,339,"1,572","1,767","1,772","1,871",620,631
2021,9,10,"22,355","2,259",732,857,"1,001","1,231",693,839,700,"1,251",898,783,904,233,276,"2,328","2,665","1,098","2,131",714,762
2021,9,20,"39,743","2,630","1,996","1,541","1,947","4,306","1,302","1,478","1,456","2,809","2,018","1,891","2,795",719,800,"2,239","2,436","2,025","2,484","1,620","1,251"
2021,9,30,"49,396","3,394","2,966","1,751","2,360","5,496","1,465","1,560","1,703","3,360","2,125","2,108","4,209","1,162","1,515","1,938","2,501","2,890","3,019","2,016","1,858"
2021,9,40,"45,128","3,725","1,615","1,486","1,855","3,930","1,534","1,551","1,669","2,764","1,797","1,947","2,409",733,993,"3,281","3,923","2,704","3,802","1,715","1,695"
2021,9,50,"40,577","2,924","1,476","1,490","2,338","3,462","1,335","1,519","1,582","2,295","1,810","1,682","1,957",942,"1,028","2,763","3,312","2,102","3,121","1,758","1,681"
2021,9,60,"36,589","2,149","1,092","1,334","2,542","3,212","1,063","1,603","1,432","1,924","1,745","1,550","1,701","1,652","1,220","1,765","2,355","1,790","2,784","1,797","1,879"
2021,9,70,"18,362",844,496,676,"1,171","1,816",622,894,763,935,799,972,562,740,647,960,"1,273",873,"1,390",936,993
2021,9,80,"5,628",264,265,176,459,484,161,216,233,287,217,255,185,236,211,303,322,302,398,318,336
2021,9,90,556,25,41,15,81,38,8,19,19,21,18,18,25,28,22,24,27,17,42,26,42
2021,9,100,26,1,4,0,4,4,0,2,0,0,0,1,1,1,1,0,1,1,1,2,2
2021,10,총,"277,041","20,250","11,270","9,979","14,549","25,199","8,692","10,322","10,075","16,606","12,049","11,785","15,572","6,670","7,033","17,170","20,565","15,569","21,006","11,563","11,117"
2021,10,0,"18,877","2,038",621,642,849,"1,242",534,632,535,"1,011",586,607,836,232,336,"1,558","1,753","1,756","1,867",624,618
2021,10,10,"22,309","2,256",718,866,983,"1,219",687,836,696,"1,245",904,774,895,232,273,"2,337","2,678","1,101","2,137",715,757
2021,10,20,"39,565","2,605","1,984","1,533","1,920","4,290","1,281","1,484","1,452","2,786","2,023","1,887","2,783",713,790,"2,239","2,418","2,048","2,466","1,621","1,242"
2021,10,30,"49,392","3,395","2,959","1,758","2,359","5,510","1,477","1,561","1,682","3,340","2,140","2,102","4,223","1,164","1,519","1,932","2,500","2,875","3,014","2,027","1,855"
2021,10,40,"44,985","3,720","1,611","1,479","1,833","3,924","1,523","1,547","1,670","2,762","1,796","1,927","2,396",732,986,"3,263","3,909","2,699","3,797","1,717","1,694"
2021,10,50,"40,612","2,932","1,477","1,502","2,340","3,458","1,339","1,528","1,581","2,282","1,817","1,695","1,957",935,"1,020","2,771","3,317","2,097","3,112","1,771","1,681"
2021,10,60,"36,627","2,160","1,093","1,324","2,550","3,215","1,056","1,595","1,440","1,930","1,734","1,551","1,708","1,644","1,226","1,774","2,368","1,803","2,781","1,791","1,884"
2021,10,70,"18,441",851,498,684,"1,169","1,826",625,903,765,941,812,963,566,748,648,967,"1,266",872,"1,391",942,"1,004"
2021,10,80,"5,646",266,265,175,460,474,162,215,235,288,219,259,182,242,214,305,328,299,397,325,336
2021,10,90,561,26,40,16,83,37,8,19,19,21,18,19,24,27,20,24,27,18,43,28,44
2021,10,100,26,1,4,0,3,4,0,2,0,0,0,1,2,1,1,0,1,1,1,2,2
2021,11,총,"276,624","20,176","11,265","9,958","14,507","25,119","8,676","10,298","10,067","16,591","12,049","11,755","15,589","6,626","6,997","17,212","20,559","15,585","20,976","11,561","11,058"
2021,11,0,"18,730","2,038",619,646,841,"1,233",521,623,525,"1,000",580,608,828,226,328,"1,536","1,750","1,749","1,856",618,605
2021,11,10,"22,320","2,246",707,863,985,"1,205",693,825,695,"1,242",902,777,905,226,271,"2,349","2,686","1,110","2,143",730,760
2021,11,20,"39,361","2,583","1,982","1,521","1,903","4,262","1,283","1,490","1,447","2,787","2,018","1,867","2,763",707,769,"2,246","2,403","2,055","2,446","1,620","1,209"
2021,11,30,"49,338","3,360","2,972","1,748","2,358","5,530","1,466","1,559","1,683","3,336","2,147","2,096","4,264","1,157","1,521","1,923","2,487","2,864","3,002","2,009","1,856"
2021,11,40,"44,893","3,718","1,605","1,472","1,835","3,902","1,518","1,543","1,667","2,765","1,791","1,913","2,391",721,981,"3,256","3,921","2,701","3,792","1,717","1,684"
2021,11,50,"40,641","2,922","1,475","1,503","2,330","3,447","1,338","1,528","1,586","2,285","1,832","1,696","1,957",934,"1,015","2,792","3,311","2,100","3,128","1,783","1,679"
2021,11,60,"36,631","2,163","1,091","1,327","2,540","3,207","1,068","1,596","1,442","1,923","1,732","1,548","1,703","1,643","1,231","1,794","2,365","1,810","2,777","1,790","1,881"
2021,11,70,"18,449",855,500,685,"1,168","1,810",622,898,766,946,807,970,571,742,643,985,"1,278",879,"1,389",937,998
2021,11,80,"5,664",260,269,176,460,480,159,215,235,287,223,260,182,242,217,305,330,296,398,327,343
2021,11,90,572,30,41,17,84,39,8,19,21,20,17,19,23,27,20,26,27,20,43,29,42
2021,11,100,25,1,4,0,3,4,0,2,0,0,0,1,2,1,1,0,1,1,2,1,1
2021,12,총,"276,292","20,144","11,243","9,914","14,486","25,174","8,662","10,297","10,038","16,579","12,024","11,751","15,594","6,618","6,975","17,215","20,534","15,537","20,924","11,527","11,056"
2021,12,0,"18,619","2,037",606,644,838,"1,223",517,623,522,984,574,606,822,230,327,"1,532","1,732","1,740","1,849",611,602
2021,12,10,"22,276","2,239",707,858,972,"1,203",685,825,693,"1,238",890,778,906,222,266,"2,343","2,693","1,120","2,153",724,761
2021,12,20,"39,227","2,574","1,966","1,525","1,892","4,294","1,268","1,496","1,421","2,780","2,014","1,875","2,757",711,756,"2,244","2,381","2,027","2,436","1,612","1,198"
2021,12,30,"49,313","3,345","2,963","1,730","2,357","5,553","1,478","1,560","1,693","3,345","2,142","2,090","4,266","1,155","1,508","1,928","2,492","2,855","2,984","2,001","1,868"
2021,12,40,"44,826","3,706","1,619","1,462","1,837","3,901","1,504","1,540","1,649","2,755","1,792","1,912","2,387",716,994,"3,251","3,906","2,707","3,792","1,717","1,679"
2021,12,50,"40,659","2,921","1,468","1,499","2,317","3,455","1,356","1,528","1,586","2,297","1,831","1,693","1,972",926,"1,015","2,786","3,326","2,093","3,131","1,775","1,684"
2021,12,60,"36,628","2,168","1,100","1,325","2,555","3,209","1,069","1,587","1,448","1,917","1,736","1,541","1,701","1,647","1,225","1,804","2,353","1,802","2,771","1,788","1,882"
2021,12,70,"18,454",861,498,673,"1,170","1,806",613,898,767,955,809,978,579,741,649,994,"1,283",870,"1,377",935,998
2021,12,80,"5,700",261,270,181,463,488,164,220,237,288,221,259,180,242,215,308,339,303,386,333,342
2021,12,90,571,31,42,17,84,41,8,18,22,20,15,18,22,27,20,25,28,19,43,30,41
2021,12,100,19,1,4,0,1,1,0,2,0,0,0,1,2,1,0,0,1,1,2,1,1
