년도,월,나이,경상북도 영천시,경상북도 영천시 금호읍,경상북도 영천시 청통면,경상북도 영천시 신녕면,경상북도 영천시 화산면,경상북도 영천시 화북면,경상북도 영천시 화남면,경상북도 영천시 자양면,경상북도 영천시 임고면,경상북도 영천시 고경면,경상북도 영천시 북안면,경상북도 영천시 대창면,경상북도 영천시 동부동,경상북도 영천시 중앙동,경상북도 영천시 서부동,경상북도 영천시 완산동,경상북도 영천시 남부동
2021,9,50,"18,016","2,196",707,625,564,389,582,260,693,834,756,540,"5,083","1,666",861,"1,480",780
2021,9,60,"19,464","2,346","1,054",961,785,588,851,320,"1,013","1,180","1,142",857,"4,000","1,352",975,"1,259",781
2021,9,70,"12,702","1,598",716,693,619,389,602,221,867,921,851,512,"1,922",815,688,770,518
2021,9,80,"7,216",876,393,431,407,286,346,163,506,553,544,314,984,405,366,344,298
2021,9,90,866,92,49,54,51,48,53,22,57,59,67,42,108,44,41,35,44
2021,9,100,22,2,1,1,1,2,1,1,1,1,3,1,4,1,1,1,0
2021,10,총,"101,681","10,667","4,019","3,781","3,153","2,191","3,202","1,208","4,194","5,647","4,412","3,074","28,285","9,729","4,666","9,353","4,100"
2021,10,0,"5,595",362,103,99,65,53,78,15,110,245,77,83,"2,310",743,143,873,236
2021,10,10,"6,539",452,130,193,91,86,126,32,143,213,124,81,"2,719",931,255,772,191
2021,10,20,"9,685",873,267,194,162,111,174,79,253,709,250,198,"3,343","1,233",470,"1,020",349
2021,10,30,"9,108",712,256,206,153,77,162,40,205,420,213,192,"3,321","1,085",361,"1,291",414
2021,10,40,"12,298","1,143",344,321,257,159,224,58,340,499,377,250,"4,473","1,432",496,"1,452",473
2021,10,50,"18,075","2,194",701,624,568,394,582,259,702,842,760,540,"5,072","1,672",869,"1,508",788
2021,10,60,"19,532","2,364","1,059",968,785,584,853,323,"1,005","1,181","1,140",861,"4,013","1,359",972,"1,279",786
2021,10,70,"12,715","1,591",714,691,612,391,604,213,866,923,857,509,"1,940",817,691,782,514
2021,10,80,"7,234",882,395,431,407,284,347,165,511,554,544,316,980,410,364,341,303
2021,10,90,877,92,49,53,52,50,51,23,58,59,67,43,110,46,44,34,46
2021,10,100,23,2,1,1,1,2,1,1,1,2,3,1,4,1,1,1,0
2021,11,총,"101,703","10,685","4,032","3,779","3,179","2,180","3,192","1,204","4,188","5,625","4,402","3,078","28,246","9,701","4,646","9,459","4,107"
2021,11,0,"5,569",366,105,97,64,50,79,15,110,245,73,82,"2,288",746,147,869,233
2021,11,10,"6,542",451,130,192,88,86,125,32,142,215,127,80,"2,700",939,253,784,198
2021,11,20,"9,647",872,269,190,176,110,172,76,251,686,250,202,"3,326","1,211",464,"1,044",348
2021,11,30,"9,115",718,256,208,151,78,162,43,203,415,209,196,"3,330","1,070",351,"1,311",414
2021,11,40,"12,260","1,139",340,324,260,158,215,58,337,502,375,252,"4,445","1,427",503,"1,452",473
2021,11,50,"18,075","2,191",703,618,571,390,590,252,703,840,760,537,"5,079","1,669",862,"1,526",784
2021,11,60,"19,611","2,378","1,060",969,793,583,850,324,"1,008","1,183","1,139",856,"4,044","1,361",965,"1,303",795
2021,11,70,"12,729","1,584",721,691,611,393,601,214,864,922,854,515,"1,938",823,693,794,511
2021,11,80,"7,252",887,398,433,414,282,347,166,509,555,543,315,981,411,363,342,306
2021,11,90,882,97,49,56,50,48,50,24,59,60,69,42,112,44,44,33,45
2021,11,100,21,2,1,1,1,2,1,0,2,2,3,1,3,0,1,1,0
2021,12,총,"101,888","10,664","4,045","3,753","3,209","2,179","3,239","1,203","4,190","5,596","4,419","3,131","28,259","9,688","4,669","9,530","4,114"
2021,12,0,"5,527",362,105,97,63,51,79,14,112,231,74,79,"2,266",747,139,873,235
2021,12,10,"6,547",440,129,186,89,88,128,33,139,220,123,81,"2,703",935,266,790,197
2021,12,20,"9,646",860,271,184,178,111,183,71,249,672,254,199,"3,331","1,208",472,"1,056",347
2021,12,30,"9,149",720,252,207,159,82,167,47,202,410,210,205,"3,317","1,080",349,"1,329",413
2021,12,40,"12,245","1,118",345,319,263,157,223,59,332,499,375,257,"4,451","1,415",507,"1,449",476
2021,12,50,"18,106","2,192",713,613,573,388,594,250,704,833,766,557,"5,075","1,660",867,"1,541",780
2021,12,60,"19,721","2,386","1,062",963,803,582,872,327,"1,010","1,191","1,146",876,"4,068","1,359",963,"1,317",796
2021,12,70,"12,741","1,590",720,693,609,392,595,213,866,923,857,523,"1,940",818,697,787,518
2021,12,80,"7,291",896,397,432,421,278,349,164,511,557,544,311,991,419,360,353,308
2021,12,90,894,98,49,58,50,48,47,25,63,58,69,42,114,47,48,34,44
2021,12,100,21,2,2,1,1,2,2,0,2,2,1,1,3,0,1,1,0
