년도,월,나이,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020,7,0,"9,472",783,922,404,911,770,456,849,593,502,420,611,816,485,950
2020,7,10,"12,802","1,108","1,120",539,"1,318","1,002",578,855,873,705,502,"1,050","1,120",719,"1,313"
2020,7,20,"21,693","1,712","2,093",891,"1,883","1,891","1,246","1,711","1,629","1,284","1,315","1,267","1,937","1,261","1,573"
2020,7,30,"20,510","1,769","2,122",814,"1,780","1,744","1,073","1,839","1,289","1,282","1,166","1,248","1,679","1,058","1,647"
2020,7,40,"25,013","2,165","2,290","1,068","2,396","1,929","1,385","1,879","1,629","1,429","1,191","1,675","2,205","1,463","2,309"
2020,7,50,"30,164","2,278","2,727","1,320","2,614","2,421","1,933","2,368","1,938","1,823","1,536","1,918","2,708","1,936","2,644"
2020,7,60,"25,464","1,825","2,126","1,074","1,771","1,883","2,001","2,539","1,725","1,601","1,280","1,413","2,349","1,654","2,223"
2020,7,70,"14,941","1,143","1,263",764,942,940,"1,396","1,497","1,101",943,895,635,"1,302","1,063","1,057"
2020,7,80,"6,999",539,538,315,576,493,586,686,496,453,331,358,543,450,635
2020,7,90,"1,171",76,69,47,89,94,75,122,83,84,51,77,111,78,115
2020,7,100,128,6,2,7,9,8,15,21,10,10,7,4,10,13,6
2020,8,총,"167,925","13,354","15,230","7,212","14,242","13,162","10,722","14,314","11,360","10,103","8,692","10,221","14,749","10,138","14,426"
2020,8,0,"9,385",783,909,396,904,762,446,846,593,506,414,598,806,476,946
2020,8,10,"12,715","1,091","1,115",538,"1,306",998,580,847,862,691,499,"1,051","1,115",716,"1,306"
2020,8,20,"21,626","1,698","2,081",883,"1,878","1,909","1,246","1,696","1,636","1,278","1,302","1,267","1,934","1,248","1,570"
2020,8,30,"20,389","1,764","2,100",806,"1,768","1,726","1,060","1,827","1,286","1,289","1,166","1,236","1,668","1,041","1,652"
2020,8,40,"24,888","2,146","2,284","1,062","2,391","1,906","1,377","1,877","1,627","1,423","1,198","1,661","2,190","1,455","2,291"
2020,8,50,"30,080","2,274","2,716","1,327","2,600","2,436","1,920","2,350","1,932","1,819","1,531","1,919","2,706","1,934","2,616"
2020,8,60,"25,577","1,831","2,144","1,077","1,779","1,892","2,012","2,549","1,730","1,613","1,285","1,411","2,362","1,661","2,231"
2020,8,70,"14,940","1,139","1,270",759,945,940,"1,400","1,488","1,106",940,899,638,"1,302","1,066","1,048"
2020,8,80,"7,020",547,536,311,577,493,590,689,495,448,339,360,546,446,643
2020,8,90,"1,178",75,73,46,88,92,76,123,83,86,52,75,110,82,117
2020,8,100,127,6,2,7,6,8,15,22,10,10,7,5,10,13,6
2020,9,총,"167,525","13,306","15,200","7,207","14,178","13,140","10,746","14,286","11,362","10,058","8,668","10,178","14,690","10,088","14,418"
2020,9,0,"9,314",779,902,397,891,759,456,832,593,498,404,588,807,471,937
2020,9,10,"12,635","1,088","1,108",530,"1,300",986,577,842,857,683,502,"1,035","1,109",710,"1,308"
2020,9,20,"21,528","1,688","2,062",889,"1,851","1,914","1,240","1,683","1,641","1,261","1,293","1,272","1,919","1,244","1,571"
2020,9,30,"20,255","1,729","2,096",797,"1,769","1,723","1,073","1,808","1,280","1,278","1,156","1,227","1,651","1,023","1,645"
2020,9,40,"24,801","2,138","2,288","1,060","2,378","1,903","1,366","1,885","1,616","1,421","1,185","1,643","2,180","1,456","2,282"
2020,9,50,"29,997","2,271","2,703","1,325","2,601","2,422","1,921","2,342","1,931","1,820","1,530","1,914","2,695","1,915","2,607"
2020,9,60,"25,699","1,846","2,156","1,086","1,782","1,894","2,023","2,565","1,745","1,612","1,291","1,420","2,361","1,665","2,253"
2020,9,70,"14,942","1,130","1,270",762,944,947,"1,412","1,488","1,103",941,906,632,"1,300","1,061","1,046"
2020,9,80,"7,025",552,539,310,567,491,589,690,500,448,337,366,548,447,641
2020,9,90,"1,197",79,73,44,89,92,74,129,86,85,56,75,110,83,122
2020,9,100,132,6,3,7,6,9,15,22,10,11,8,6,10,13,6
2020,10,총,"167,261","13,304","15,197","7,192","14,142","13,147","10,727","14,282","11,333","10,042","8,655","10,166","14,621","10,064","14,389"
2020,10,0,"9,230",786,895,390,872,763,445,828,587,493,400,586,792,465,928
2020,10,10,"12,577","1,089","1,102",519,"1,304",967,574,846,854,675,495,"1,035","1,109",700,"1,308"
2020,10,20,"21,404","1,674","2,071",886,"1,837","1,919","1,228","1,669","1,631","1,249","1,287","1,262","1,893","1,244","1,554"
2020,10,30,"20,201","1,738","2,078",797,"1,762","1,735","1,075","1,807","1,276","1,284","1,153","1,223","1,640","1,010","1,623"
2020,10,40,"24,690","2,133","2,284","1,052","2,369","1,903","1,337","1,892","1,602","1,414","1,183","1,643","2,163","1,437","2,278"
2020,10,50,"29,966","2,259","2,702","1,324","2,590","2,412","1,926","2,338","1,935","1,819","1,525","1,908","2,692","1,933","2,603"
2020,10,60,"25,819","1,861","2,177","1,099","1,797","1,904","2,038","2,574","1,749","1,603","1,296","1,425","2,356","1,662","2,278"
2020,10,70,"14,959","1,123","1,268",763,944,950,"1,419","1,483","1,102",949,916,637,"1,302","1,068","1,035"
2020,10,80,"7,090",556,544,311,571,492,595,696,503,460,338,366,553,450,655
2020,10,90,"1,194",79,73,44,91,93,75,127,84,85,54,75,111,82,121
2020,10,100,131,6,3,7,5,9,15,22,10,11,8,6,10,13,6
2020,11,총,"167,006","13,275","15,166","7,186","14,156","13,117","10,690","14,244","11,340","10,011","8,656","10,175","14,605","10,051","14,334"
2020,11,0,"9,150",778,883,375,875,760,439,811,594,488,403,577,786,466,915
2020,11,10,"12,506","1,085","1,096",522,"1,291",955,562,847,838,667,493,"1,034","1,113",701,"1,302"
2020,11,20,"21,355","1,673","2,081",876,"1,836","1,917","1,218","1,662","1,638","1,245","1,275","1,269","1,885","1,238","1,542"
2020,11,30,"20,125","1,725","2,056",799,"1,775","1,733","1,067","1,806","1,278","1,289","1,157","1,215","1,625","1,000","1,600"
2020,11,40,"24,603","2,134","2,264","1,055","2,361","1,887","1,342","1,891","1,593","1,406","1,184","1,644","2,155","1,425","2,262"
2020,11,50,"29,954","2,258","2,708","1,330","2,599","2,411","1,911","2,331","1,933","1,821","1,526","1,899","2,695","1,927","2,605"
2020,11,60,"25,915","1,860","2,186","1,102","1,806","1,904","2,052","2,581","1,753","1,605","1,297","1,442","2,364","1,674","2,289"
2020,11,70,"14,943","1,119","1,269",759,941,956,"1,416","1,467","1,108",938,920,637,"1,300","1,075","1,038"
2020,11,80,"7,130",558,541,318,577,491,592,696,512,457,340,376,561,453,658
2020,11,90,"1,194",79,79,43,90,94,76,130,83,84,53,76,111,79,117
2020,11,100,131,6,3,7,5,9,15,22,10,11,8,6,10,13,6
2020,12,총,"166,637","13,209","15,165","7,181","14,121","13,080","10,704","14,194","11,293","9,983","8,630","10,172","14,559","10,033","14,313"
2020,12,0,"9,055",772,867,371,865,756,441,803,583,488,394,568,780,458,909
2020,12,10,"12,418","1,078","1,090",521,"1,280",947,559,836,832,660,486,"1,031","1,091",709,"1,298"
2020,12,20,"21,302","1,661","2,078",876,"1,842","1,902","1,225","1,653","1,627","1,246","1,275","1,276","1,877","1,236","1,528"
2020,12,30,"20,020","1,703","2,059",798,"1,763","1,732","1,078","1,792","1,263","1,267","1,146","1,206","1,617",996,"1,600"
2020,12,40,"24,497","2,122","2,261","1,052","2,346","1,882","1,339","1,876","1,594","1,388","1,175","1,640","2,139","1,424","2,259"
2020,12,50,"29,859","2,238","2,716","1,323","2,595","2,403","1,908","2,313","1,921","1,833","1,529","1,889","2,696","1,904","2,591"
2020,12,60,"26,013","1,861","2,205","1,108","1,814","1,899","2,046","2,604","1,759","1,605","1,304","1,464","2,360","1,688","2,296"
2020,12,70,"14,985","1,124","1,272",762,944,961,"1,423","1,469","1,110",944,919,639,"1,310","1,071","1,037"
2020,12,80,"7,149",566,535,317,575,493,591,694,511,461,337,380,562,457,670
2020,12,90,"1,212",79,79,46,92,96,80,132,83,81,58,73,117,77,119
2020,12,100,127,5,3,7,5,9,14,22,10,10,7,6,10,13,6
2021,1,총,"166,178","13,170","15,102","7,161","14,060","13,035","10,685","14,182","11,265","9,945","8,616","10,140","14,544","10,010","14,263"
2021,1,0,"8,920",768,852,364,839,750,436,788,579,484,391,559,776,450,884
2021,1,10,"12,351","1,067","1,086",520,"1,278",944,552,833,830,650,478,"1,020","1,093",706,"1,294"
2021,1,20,"21,207","1,655","2,071",869,"1,826","1,893","1,218","1,648","1,621","1,245","1,273","1,277","1,861","1,228","1,522"
2021,1,30,"19,897","1,689","2,028",795,"1,760","1,718","1,051","1,795","1,259","1,262","1,139","1,211","1,621",994,"1,575"
2021,1,40,"24,338","2,110","2,250","1,050","2,336","1,873","1,342","1,870","1,584","1,366","1,171","1,628","2,120","1,393","2,245"
2021,1,50,"29,760","2,235","2,702","1,308","2,588","2,387","1,923","2,307","1,904","1,824","1,526","1,866","2,698","1,911","2,581"
2021,1,60,"26,164","1,864","2,224","1,127","1,820","1,898","2,047","2,623","1,770","1,620","1,314","1,478","2,365","1,692","2,322"
2021,1,70,"15,017","1,134","1,266",756,947,975,"1,422","1,467","1,110",947,921,638,"1,314","1,084","1,036"
2021,1,80,"7,183",560,544,320,570,492,595,696,520,457,337,387,566,461,678
2021,1,90,"1,212",83,76,44,91,96,85,133,78,80,59,70,119,78,120
2021,1,100,129,5,3,8,5,9,14,22,10,10,7,6,11,13,6
2021,2,총,"165,828","13,159","15,063","7,135","14,036","13,028","10,680","14,142","11,247","9,888","8,629","10,101","14,503","9,972","14,245"
2021,2,0,"8,828",757,837,356,831,754,435,771,569,474,388,552,779,443,882
2021,2,10,"12,281","1,057","1,083",517,"1,286",944,546,829,831,645,482,"1,004","1,074",709,"1,274"
2021,2,20,"21,104","1,664","2,047",864,"1,819","1,867","1,211","1,642","1,590","1,232","1,269","1,272","1,865","1,227","1,535"
2021,2,30,"19,778","1,671","2,023",779,"1,744","1,737","1,046","1,790","1,267","1,242","1,137","1,206","1,594",978,"1,564"
2021,2,40,"24,233","2,099","2,243","1,050","2,317","1,865","1,351","1,872","1,577","1,354","1,173","1,611","2,106","1,379","2,236"
2021,2,50,"29,736","2,248","2,689","1,298","2,594","2,387","1,915","2,304","1,909","1,821","1,530","1,862","2,695","1,905","2,579"
2021,2,60,"26,297","1,871","2,246","1,138","1,832","1,913","2,055","2,609","1,782","1,628","1,329","1,493","2,363","1,700","2,338"
2021,2,70,"14,991","1,136","1,262",762,939,970,"1,419","1,473","1,110",938,915,635,"1,321","1,075","1,036"
2021,2,80,"7,235",567,556,318,577,491,604,695,523,463,339,388,573,465,676
2021,2,90,"1,217",84,74,45,92,91,84,135,79,80,60,72,122,79,120
2021,2,100,128,5,3,8,5,9,14,22,10,11,7,6,11,12,5
2021,3,총,"164,907","13,116","15,045","7,065","14,006","12,975","10,537","14,031","11,238","9,805","8,623","9,997","14,433","9,860","14,176"
2021,3,0,"8,737",742,836,357,828,740,430,774,563,475,380,539,769,438,866
2021,3,10,"12,232","1,056","1,083",514,"1,286",942,539,820,833,644,483,999,"1,072",704,"1,257"
2021,3,20,"21,058","1,648","2,048",859,"1,827","1,855","1,206","1,652","1,595","1,232","1,285","1,262","1,840","1,220","1,529"
2021,3,30,"19,611","1,666","2,017",775,"1,738","1,735","1,033","1,760","1,268","1,221","1,121","1,176","1,585",961,"1,555"
2021,3,40,"24,032","2,082","2,231","1,040","2,290","1,861","1,320","1,848","1,564","1,346","1,156","1,602","2,102","1,368","2,222"
2021,3,50,"29,526","2,257","2,675","1,283","2,582","2,358","1,890","2,291","1,910","1,792","1,539","1,841","2,673","1,874","2,561"
2021,3,60,"26,336","1,873","2,259","1,138","1,839","1,944","2,040","2,586","1,780","1,628","1,335","1,487","2,378","1,692","2,357"
2021,3,70,"14,849","1,130","1,262",745,940,949,"1,403","1,452","1,103",915,915,631,"1,318","1,055","1,031"
2021,3,80,"7,251",575,560,308,576,501,599,693,529,466,344,387,571,469,673
2021,3,90,"1,191",82,71,41,95,88,76,136,83,75,60,70,120,74,120
2021,3,100,84,5,3,5,5,2,1,19,10,11,5,3,5,5,5
2021,4,총,"164,657","13,106","15,043","7,040","13,986","12,945","10,508","14,004","11,229","9,785","8,577","9,989","14,431","9,857","14,157"
2021,4,0,"8,686",735,830,351,826,732,432,768,561,478,371,546,764,433,859
2021,4,10,"12,164","1,057","1,081",509,"1,279",936,533,813,829,633,487,984,"1,071",703,"1,249"
2021,4,20,"20,990","1,641","2,051",852,"1,815","1,846","1,199","1,640","1,597","1,225","1,278","1,260","1,847","1,208","1,531"
2021,4,30,"19,533","1,674","2,004",777,"1,724","1,723","1,021","1,749","1,256","1,221","1,107","1,179","1,576",962,"1,560"
2021,4,40,"23,941","2,074","2,242","1,030","2,282","1,846","1,317","1,849","1,568","1,342","1,137","1,582","2,102","1,350","2,220"
2021,4,50,"29,477","2,252","2,668","1,273","2,578","2,351","1,893","2,280","1,904","1,778","1,551","1,841","2,668","1,886","2,554"
2021,4,60,"26,441","1,872","2,265","1,146","1,854","1,966","2,029","2,595","1,791","1,636","1,332","1,504","2,394","1,704","2,353"
2021,4,70,"14,820","1,130","1,260",747,939,948,"1,405","1,449","1,099",914,906,624,"1,313","1,051","1,035"
2021,4,80,"7,313",582,568,309,589,506,602,701,531,470,342,393,572,481,667
2021,4,90,"1,207",84,71,41,95,89,76,141,83,77,61,73,119,74,123
2021,4,100,85,5,3,5,5,2,1,19,10,11,5,3,5,5,6
2021,5,총,"164,405","13,124","15,028","7,042","13,959","12,960","10,485","13,938","11,178","9,765","8,514","9,988","14,435","9,843","14,146"
2021,5,0,"8,627",738,819,349,829,728,424,761,550,469,378,541,761,425,855
2021,5,10,"12,131","1,047","1,080",511,"1,265",940,534,807,823,628,488,986,"1,065",705,"1,252"
2021,5,20,"20,914","1,653","2,052",853,"1,802","1,864","1,196","1,625","1,556","1,222","1,270","1,252","1,847","1,203","1,519"
2021,5,30,"19,483","1,681","2,000",788,"1,718","1,721","1,022","1,726","1,254","1,211","1,090","1,165","1,582",971,"1,554"
2021,5,40,"23,832","2,066","2,219","1,015","2,276","1,854","1,300","1,828","1,568","1,325","1,133","1,583","2,095","1,341","2,229"
2021,5,50,"29,420","2,254","2,664","1,267","2,566","2,338","1,890","2,275","1,892","1,792","1,535","1,853","2,667","1,889","2,538"
2021,5,60,"26,530","1,885","2,278","1,155","1,877","1,970","2,024","2,597","1,803","1,636","1,319","1,512","2,402","1,701","2,371"
2021,5,70,"14,833","1,124","1,265",745,941,951,"1,414","1,454","1,101",917,898,620,"1,325","1,042","1,036"
2021,5,80,"7,332",586,571,314,585,503,603,700,536,475,340,400,569,489,661
2021,5,90,"1,217",85,77,40,95,89,77,146,85,78,58,73,117,72,125
2021,5,100,86,5,3,5,5,2,1,19,10,12,5,3,5,5,6
2021,6,총,"164,285","13,114","15,021","7,012","13,951","12,938","10,497","13,908","11,191","9,790","8,519","9,959","14,446","9,828","14,111"
2021,6,0,"8,587",745,820,346,819,724,422,753,546,472,373,541,758,418,850
2021,6,10,"12,069","1,033","1,074",503,"1,267",938,529,799,829,629,485,976,"1,060",705,"1,242"
2021,6,20,"20,888","1,653","2,048",844,"1,802","1,858","1,192","1,614","1,555","1,231","1,275","1,250","1,858","1,192","1,516"
2021,6,30,"19,455","1,686","1,998",789,"1,712","1,723","1,022","1,717","1,244","1,216","1,079","1,168","1,585",961,"1,555"
2021,6,40,"23,777","2,049","2,215","1,009","2,278","1,842","1,303","1,827","1,569","1,328","1,140","1,574","2,093","1,345","2,205"
2021,6,50,"29,320","2,251","2,660","1,260","2,557","2,325","1,889","2,270","1,898","1,784","1,524","1,842","2,645","1,880","2,535"
2021,6,60,"26,705","1,899","2,287","1,156","1,892","1,987","2,040","2,604","1,820","1,648","1,329","1,518","2,421","1,718","2,386"
2021,6,70,"14,838","1,119","1,262",750,937,954,"1,416","1,454","1,100",916,900,619,"1,333","1,044","1,034"
2021,6,80,"7,352",590,575,311,584,499,608,704,533,475,351,397,575,489,661
2021,6,90,"1,207",84,77,39,98,86,75,147,87,79,58,71,113,71,122
2021,6,100,87,5,5,5,5,2,1,19,10,12,5,3,5,5,5
2021,7,총,"164,024","13,117","15,031","6,988","13,941","12,915","10,485","13,853","11,147","9,789","8,502","9,926","14,436","9,807","14,087"
2021,7,0,"8,531",743,813,340,812,721,421,744,538,467,369,541,749,421,852
2021,7,10,"12,005","1,020","1,066",498,"1,262",936,529,790,834,632,487,966,"1,054",700,"1,231"
2021,7,20,"20,857","1,663","2,071",836,"1,806","1,852","1,197","1,613","1,519","1,228","1,274","1,244","1,866","1,177","1,511"
2021,7,30,"19,376","1,687","1,986",782,"1,712","1,725","1,014","1,719","1,239","1,215","1,065","1,156","1,576",960,"1,540"
2021,7,40,"23,626","2,037","2,199","1,003","2,264","1,826","1,292","1,801","1,562","1,317","1,141","1,568","2,085","1,336","2,195"
2021,7,50,"29,316","2,249","2,672","1,259","2,566","2,317","1,889","2,265","1,896","1,786","1,519","1,836","2,638","1,891","2,533"
2021,7,60,"26,773","1,910","2,300","1,163","1,896","1,998","2,034","2,592","1,829","1,658","1,329","1,524","2,425","1,719","2,396"
2021,7,70,"14,835","1,125","1,269",749,925,950,"1,418","1,455","1,101",917,899,618,"1,344","1,038","1,027"
2021,7,80,"7,408",592,573,314,589,502,616,706,534,477,358,399,582,493,673
2021,7,90,"1,210",86,78,39,104,86,74,147,85,80,56,71,113,67,124
2021,7,100,87,5,4,5,5,2,1,21,10,12,5,3,4,5,5
2021,8,총,"163,688","13,073","15,005","6,967","13,899","12,886","10,475","13,807","11,098","9,785","8,491","9,911","14,465","9,775","14,051"
2021,8,0,"8,447",728,808,342,800,707,416,743,529,462,374,543,745,407,843
2021,8,10,"11,975","1,020","1,051",494,"1,268",938,527,788,826,632,487,966,"1,048",705,"1,225"
2021,8,20,"20,784","1,660","2,066",834,"1,788","1,850","1,191","1,598","1,512","1,238","1,255","1,233","1,889","1,164","1,506"
2021,8,30,"19,283","1,676","1,967",767,"1,720","1,718","1,020","1,698","1,218","1,205","1,079","1,152","1,580",950,"1,533"
2021,8,40,"23,533","2,027","2,195","1,012","2,241","1,801","1,287","1,808","1,547","1,314","1,146","1,568","2,090","1,321","2,176"
2021,8,50,"29,257","2,248","2,680","1,244","2,562","2,322","1,884","2,252","1,896","1,781","1,510","1,834","2,633","1,886","2,525"
2021,8,60,"26,817","1,905","2,305","1,163","1,899","2,014","2,037","2,581","1,831","1,664","1,330","1,524","2,431","1,729","2,404"
2021,8,70,"14,842","1,116","1,266",751,924,953,"1,417","1,461","1,109",922,890,617,"1,346","1,043","1,027"
2021,8,80,"7,459",602,583,318,587,497,622,708,535,476,360,405,588,497,681
2021,8,90,"1,205",86,80,37,105,84,73,149,85,79,55,67,111,68,126
2021,8,100,86,5,4,5,5,2,1,21,10,12,5,2,4,5,5
2021,9,총,"163,506","13,078","14,985","6,956","13,881","12,863","10,447","13,804","11,103","9,775","8,506","9,871","14,496","9,744","13,997"
2021,9,0,"8,369",716,794,334,794,702,415,745,529,465,376,531,739,403,826
2021,9,10,"11,955","1,024","1,052",494,"1,264",925,526,783,825,635,484,967,"1,056",698,"1,222"
2021,9,20,"20,702","1,661","2,057",839,"1,771","1,845","1,173","1,597","1,512","1,221","1,242","1,232","1,895","1,166","1,491"
2021,9,30,"19,272","1,673","1,969",757,"1,719","1,712","1,018","1,698","1,219","1,197","1,093","1,141","1,604",940,"1,532"
2021,9,40,"23,450","2,013","2,191","1,010","2,255","1,798","1,283","1,800","1,528","1,311","1,149","1,560","2,086","1,310","2,156"
2021,9,50,"29,259","2,252","2,683","1,243","2,554","2,318","1,874","2,260","1,907","1,788","1,509","1,840","2,632","1,878","2,521"
2021,9,60,"26,872","1,930","2,289","1,165","1,907","2,021","2,045","2,571","1,833","1,662","1,331","1,516","2,443","1,738","2,421"
2021,9,70,"14,851","1,117","1,280",747,918,949,"1,414","1,468","1,116",920,897,612,"1,350","1,043","1,020"
2021,9,80,"7,471",598,581,325,591,504,624,712,539,485,364,401,574,494,679
2021,9,90,"1,219",89,85,37,103,87,74,149,84,79,56,69,113,69,125
2021,9,100,86,5,4,5,5,2,1,21,11,12,5,2,4,5,4
2021,10,총,"163,329","13,041","14,945","6,953","13,823","12,878","10,440","13,801","11,091","9,773","8,519","9,852","14,495","9,738","13,980"
2021,10,0,"8,290",702,789,325,780,692,409,743,515,465,383,532,739,400,816
2021,10,10,"11,899","1,027","1,045",490,"1,251",924,523,780,824,625,487,967,"1,052",688,"1,216"
2021,10,20,"20,610","1,657","2,054",835,"1,741","1,836","1,166","1,598","1,507","1,217","1,227","1,222","1,903","1,154","1,493"
2021,10,30,"19,263","1,669","1,961",758,"1,724","1,720","1,028","1,688","1,227","1,188","1,093","1,139","1,605",942,"1,521"
2021,10,40,"23,348","2,009","2,183","1,008","2,231","1,783","1,264","1,800","1,514","1,323","1,153","1,549","2,076","1,303","2,152"
2021,10,50,"29,269","2,243","2,679","1,247","2,565","2,329","1,878","2,257","1,918","1,784","1,508","1,836","2,632","1,873","2,520"
