년도,월,나이,경상북도 상주시,경상북도 상주시 함창읍,경상북도 상주시 중동면,경상북도 상주시 사벌면,경상북도 상주시 사벌국면,경상북도 상주시 낙동면,경상북도 상주시 낙동면동부출장소,경상북도 상주시 청리면,경상북도 상주시 공성면,경상북도 상주시 외남면,경상북도 상주시 내서면,경상북도 상주시 모동면,경상북도 상주시 모서면,경상북도 상주시 모서면서부출장소,경상북도 상주시 화동면,경상북도 상주시 화서면,경상북도 상주시 화북면,경상북도 상주시 화북면서부출장소,경상북도 상주시 외서면,경상북도 상주시 은척면,경상북도 상주시 은척면북부출장소,경상북도 상주시 공검면,경상북도 상주시 이안면,경상북도 상주시 화남면,경상북도 상주시 남원동,경상북도 상주시 북문동,경상북도 상주시 계림동,경상북도 상주시 동문동,경상북도 상주시 동성동,경상북도 상주시 신흥동
2021,2,60,"9,101",668,149,,464,351,115,321,490,194,280,331,226,109,232,314,141,57,291,148,40,264,221,103,842,704,572,592,275,607
2021,2,70,"5,449",402,123,,277,245,69,186,329,132,154,167,113,48,159,176,86,24,193,104,35,189,182,67,486,307,312,368,215,301
2021,2,80,"2,667",215,54,,152,132,53,117,176,73,81,85,63,27,72,110,56,13,100,56,30,90,100,30,162,134,135,145,88,118
2021,2,90,245,19,4,,11,16,4,11,17,8,5,7,9,0,6,12,4,0,11,3,3,10,21,4,13,6,11,13,4,13
2021,2,100,13,3,0,,0,2,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2021,3,총,"47,455","3,137",689,,"1,896","1,469",491,"1,291","1,954",831,999,"1,291",881,364,998,"1,347",616,172,"1,289",526,200,"1,004",984,396,"5,922","4,517","3,845","4,037","1,752","4,557"
2021,3,0,"2,663",154,27,,56,44,16,46,44,26,23,51,26,13,33,79,18,2,39,9,3,14,36,13,449,346,302,306,94,394
2021,3,10,"3,927",245,27,,100,80,13,66,129,41,50,77,33,20,54,67,29,5,77,25,13,44,40,16,721,457,404,384,186,524
2021,3,20,"4,582",227,41,,131,95,35,95,119,45,60,98,67,15,52,82,32,10,72,21,9,66,53,18,718,535,408,475,175,828
2021,3,30,"3,938",250,42,,122,78,21,85,114,42,60,64,55,21,62,94,42,5,80,16,6,62,41,12,660,537,440,375,131,421
2021,3,40,"6,009",387,76,,217,150,45,128,196,90,73,149,94,36,105,141,60,15,157,50,14,103,109,39,838,678,594,544,266,655
2021,3,50,"8,800",566,143,,360,276,118,234,337,175,206,259,189,73,218,266,147,42,265,93,47,159,179,95,"1,022",812,676,833,318,692
2021,3,60,"9,159",667,152,,473,355,119,322,489,198,287,334,229,111,237,320,142,56,293,149,40,268,220,102,853,704,566,590,275,608
2021,3,70,"5,428",401,124,,273,242,69,186,333,129,152,165,116,46,159,176,84,23,194,100,34,183,186,67,484,310,309,368,211,304
2021,3,80,"2,699",218,54,,153,133,50,119,176,77,84,87,62,29,72,111,58,14,101,60,31,95,100,30,164,132,136,146,92,115
2021,3,90,245,20,3,,11,16,5,10,17,8,3,7,10,0,6,11,4,0,11,3,3,10,20,4,13,6,10,15,4,15
2021,3,100,5,2,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,4,총,"47,438","3,129",692,,"1,892","1,465",493,"1,290","1,967",827,993,"1,294",886,366,994,"1,353",616,171,"1,279",524,199,"1,012",986,401,"5,924","4,501","3,876","4,008","1,746","4,554"
2021,4,0,"2,634",152,27,,52,45,15,47,44,25,21,51,27,13,31,81,17,2,36,8,2,13,36,15,449,348,295,302,93,387
2021,4,10,"3,935",242,28,,102,80,14,65,134,41,48,76,34,21,54,68,29,5,77,26,13,44,39,16,722,454,426,372,181,524
2021,4,20,"4,571",220,40,,126,94,34,96,120,45,60,99,68,15,51,83,30,10,69,21,7,65,54,18,713,537,417,473,178,828
2021,4,30,"3,914",251,44,,123,77,21,83,114,40,59,64,55,21,62,93,43,5,78,16,6,63,41,13,656,522,440,376,133,415
2021,4,40,"6,002",385,75,,218,148,44,129,197,91,72,149,89,38,104,142,62,15,156,49,13,107,108,39,846,680,598,531,261,656
2021,4,50,"8,784",565,145,,358,270,121,234,338,173,207,260,191,72,215,264,146,41,264,91,49,159,180,96,"1,019",804,679,830,317,696
2021,4,60,"9,214",676,153,,476,361,120,320,491,198,287,335,233,110,242,322,143,56,292,151,40,273,220,103,859,710,564,593,276,610
2021,4,70,"5,424",398,121,,272,241,70,187,337,128,152,165,116,47,156,176,83,23,196,100,35,181,183,67,484,307,310,372,211,306
2021,4,80,"2,705",217,56,,153,132,49,118,174,78,83,88,63,29,73,114,59,14,100,60,31,97,105,30,163,133,138,142,92,114
2021,4,90,251,22,3,,12,17,5,11,18,8,3,7,10,0,6,10,4,0,11,2,3,10,20,4,13,6,9,16,4,17
2021,4,100,4,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,5,총,"47,254","3,107",688,,"1,884","1,452",491,"1,281","1,952",826,979,"1,293",885,366,987,"1,352",613,171,"1,277",524,199,"1,009",981,394,"5,870","4,506","3,872","3,997","1,741","4,557"
2021,5,0,"2,624",151,27,,53,44,15,47,45,27,21,52,27,15,28,80,15,2,37,8,2,13,35,15,440,356,291,300,95,383
2021,5,10,"3,911",240,27,,100,78,14,63,135,42,45,75,33,21,55,68,28,5,77,26,13,44,39,16,719,446,418,366,181,537
2021,5,20,"4,566",220,40,,120,97,34,92,120,45,56,101,69,16,53,77,30,9,68,18,7,63,54,18,705,544,422,478,177,833
2021,5,30,"3,879",249,42,,123,76,21,82,109,37,58,65,55,21,59,94,40,5,75,18,6,64,41,12,647,519,440,376,131,414
2021,5,40,"5,944",372,74,,215,141,46,127,195,93,70,148,89,37,103,138,64,15,156,49,13,106,107,40,840,670,598,526,260,652
2021,5,50,"8,726",566,143,,358,268,119,234,335,169,199,258,187,70,211,269,146,42,263,91,48,158,178,93,"1,009",804,681,817,317,693
2021,5,60,"9,242",680,156,,477,357,119,317,485,200,292,333,236,110,243,324,143,56,297,154,41,274,221,102,854,718,560,601,279,613
2021,5,70,"5,397",390,121,,270,240,71,190,333,127,151,163,115,47,155,175,83,23,196,99,34,180,179,65,481,314,315,374,204,302
2021,5,80,"2,714",218,55,,155,136,47,118,177,78,83,91,64,29,73,116,59,14,100,58,32,97,106,29,163,129,138,142,94,113
2021,5,90,248,20,3,,13,15,5,11,18,8,4,7,10,0,7,11,5,0,8,3,3,10,21,4,12,6,9,16,3,16
2021,5,100,3,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,6,총,"47,235","3,121",684,,"1,872","1,449",489,"1,276","1,946",822,974,"1,294",886,365,982,"1,346",613,173,"1,271",525,200,"1,006",980,396,"5,912","4,509","3,874","3,992","1,735","4,543"
2021,6,0,"2,610",153,27,,55,43,15,46,48,27,20,52,27,15,27,77,16,1,37,8,1,13,37,15,444,355,290,299,94,368
2021,6,10,"3,938",245,27,,100,73,13,62,133,41,44,78,34,20,55,68,28,6,75,26,14,44,38,16,753,444,411,363,180,547
2021,6,20,"4,560",220,39,,119,99,34,93,115,45,55,98,70,17,50,76,30,9,67,17,7,63,55,18,708,547,427,482,178,822
2021,6,30,"3,852",244,41,,118,76,21,84,113,37,57,66,56,20,58,92,41,5,75,18,6,62,40,12,640,513,440,374,131,412
2021,6,40,"5,944",373,75,,214,139,45,123,192,92,70,148,89,37,100,139,63,15,157,48,12,107,108,40,840,677,600,530,258,653
2021,6,50,"8,666",569,140,,354,267,119,226,337,167,197,257,184,69,211,266,146,42,257,92,49,157,175,95,"1,005",798,680,808,311,688
2021,6,60,"9,318",687,157,,475,358,120,322,484,202,293,336,239,111,248,326,142,58,299,157,42,274,222,102,866,723,565,607,284,619
2021,6,70,"5,383",390,119,,268,241,67,189,333,126,149,163,113,48,153,175,84,23,196,99,34,180,177,65,483,317,314,371,203,303
2021,6,80,"2,711",218,56,,156,137,50,120,175,77,85,90,64,28,73,115,58,14,100,57,32,96,107,29,161,127,138,141,93,114
2021,6,90,250,21,3,,13,16,5,11,16,8,4,6,10,0,7,12,5,0,8,3,3,10,21,4,12,8,9,16,3,16
2021,6,100,3,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,7,총,"47,186","3,117",680,,"1,878","1,448",484,"1,276","1,952",818,977,"1,294",889,367,975,"1,353",610,172,"1,272",523,198,"1,004",980,391,"5,909","4,515","3,874","3,964","1,744","4,522"
2021,7,0,"2,604",150,27,,56,43,13,45,48,27,20,52,27,15,26,82,16,1,36,9,0,13,36,15,439,356,293,296,97,366
2021,7,10,"3,942",246,27,,106,73,14,61,135,41,45,76,35,20,54,67,28,6,76,26,14,44,39,16,751,447,413,358,178,546
2021,7,20,"4,530",223,39,,119,97,32,93,115,41,54,101,69,17,49,75,29,9,67,16,7,62,56,18,713,540,426,474,179,810
2021,7,30,"3,848",244,41,,117,76,21,83,110,39,56,65,57,21,56,94,42,5,75,17,6,61,40,12,636,518,440,374,131,411
2021,7,40,"5,904",364,74,,212,138,43,122,192,92,73,148,88,37,97,140,64,15,157,48,12,106,106,38,830,678,597,524,259,650
2021,7,50,"8,643",565,137,,351,267,120,227,339,165,197,255,185,68,212,263,145,41,254,91,48,157,175,93,"1,009",802,674,806,314,683
2021,7,60,"9,349",693,156,,477,357,118,323,488,204,296,339,242,112,249,329,137,58,300,157,41,274,223,101,873,721,569,605,287,620
2021,7,70,"5,397",393,120,,269,240,69,190,332,126,146,161,113,48,153,174,86,23,198,98,35,179,179,66,485,319,316,372,203,304
2021,7,80,"2,720",219,56,,157,141,49,121,177,75,86,91,63,29,72,117,58,14,101,58,32,98,106,29,162,127,136,138,93,115
2021,7,90,246,19,3,,14,16,5,11,16,8,4,6,10,0,7,12,5,0,8,3,3,10,20,3,11,7,10,16,3,16
2021,7,100,3,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,8,총,"47,126","3,111",680,,"1,871","1,447",483,"1,269","1,954",816,977,"1,295",880,362,980,"1,359",610,174,"1,270",527,195,"1,008",977,390,"5,897","4,508","3,885","3,956","1,739","4,506"
2021,8,0,"2,593",148,28,,53,42,14,45,48,26,19,51,26,15,28,83,15,1,37,9,0,16,36,17,427,357,297,296,101,358
2021,8,10,"3,931",248,27,,106,74,13,61,136,39,40,76,33,20,53,69,29,6,74,27,14,43,37,15,756,447,411,354,177,546
2021,8,20,"4,497",221,38,,117,95,32,90,114,43,51,99,68,17,54,75,29,10,68,16,7,64,56,16,703,534,427,473,177,803
2021,8,30,"3,832",244,40,,119,78,22,80,109,39,60,69,54,21,55,95,42,5,72,16,7,59,40,12,635,522,437,367,124,409
2021,8,40,"5,878",364,74,,208,136,44,120,192,90,75,147,87,33,94,137,63,16,154,49,12,106,104,37,832,680,601,526,259,638
2021,8,50,"8,623",561,134,,349,263,118,231,338,165,194,256,185,69,213,265,146,40,254,93,46,159,172,93,998,793,676,801,317,694
2021,8,60,"9,385",695,160,,478,359,117,322,488,203,301,335,240,112,252,332,137,59,302,159,41,271,227,102,882,722,571,612,285,621
2021,8,70,"5,421",389,119,,273,242,70,189,334,129,146,165,113,48,153,177,87,22,201,97,33,181,180,66,489,319,319,368,205,307
2021,8,80,"2,709",222,57,,154,142,48,119,178,73,88,91,63,27,71,114,56,15,100,58,32,99,105,29,164,127,135,141,89,112
2021,8,90,253,18,3,,14,16,5,12,17,9,3,5,11,0,7,12,6,0,8,3,3,10,20,3,11,7,11,17,5,17
2021,8,100,4,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,9,총,"46,986","3,102",675,,"1,877","1,450",480,"1,260","1,952",815,972,"1,280",881,359,978,"1,358",606,172,"1,274",527,194,"1,009",962,388,"5,882","4,501","3,893","3,923","1,726","4,490"
2021,9,0,"2,574",144,25,,57,43,13,44,48,26,17,51,26,14,27,78,15,1,37,9,0,16,34,17,427,358,305,288,98,356
2021,9,10,"3,911",251,27,,108,75,13,59,139,40,40,74,31,21,54,71,29,6,73,26,14,42,36,15,755,452,414,347,171,528
2021,9,20,"4,461",216,34,,118,97,31,88,111,39,50,92,68,16,53,75,24,9,68,18,7,65,53,16,699,525,430,471,182,806
2021,9,30,"3,795",241,40,,119,78,22,77,107,42,57,66,53,19,51,95,41,5,75,16,8,61,40,11,633,525,432,352,123,406
2021,9,40,"5,837",358,75,,210,134,45,120,196,89,74,144,86,32,95,138,63,16,153,49,12,104,100,36,820,678,599,524,252,635
2021,9,50,"8,618",566,132,,343,262,116,231,339,165,194,256,187,70,212,263,149,40,252,91,45,160,171,91,"1,003",788,676,798,320,698
2021,9,60,"9,393",694,164,,478,363,119,323,484,202,301,332,244,114,256,336,137,59,307,159,41,268,224,103,876,721,571,613,282,622
2021,9,70,"5,424",390,118,,275,242,68,187,336,130,148,169,111,47,151,176,86,22,200,96,32,184,178,66,492,318,319,370,206,307
2021,9,80,"2,711",223,57,,155,140,48,119,174,73,87,90,63,25,72,115,56,14,100,59,32,99,106,30,167,129,136,142,87,113
2021,9,90,258,18,3,,14,16,5,12,18,9,4,5,12,1,7,11,6,0,9,4,3,10,20,3,10,7,11,17,5,18
2021,9,100,4,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,10,총,"46,928","3,093",672,,"1,867","1,456",481,"1,265","1,945",816,973,"1,280",884,359,978,"1,359",606,171,"1,270",528,193,"1,007",964,384,"5,852","4,510","3,902","3,929","1,725","4,459"
2021,10,0,"2,561",145,25,,55,41,13,41,45,25,17,52,26,14,27,77,15,1,36,9,0,16,35,17,425,360,306,288,97,353
2021,10,10,"3,912",254,26,,105,74,15,61,141,41,39,74,32,21,54,74,29,6,73,26,13,43,37,15,750,454,413,349,169,524
2021,10,20,"4,436",211,34,,120,98,30,90,110,39,52,89,67,17,51,76,24,9,67,19,8,63,53,16,694,524,422,472,186,795
2021,10,30,"3,777",240,40,,116,78,21,76,105,41,57,67,53,19,51,94,42,5,79,17,7,61,41,11,621,526,437,353,121,398
2021,10,40,"5,797",351,75,,208,133,44,121,199,89,77,141,87,32,96,133,63,15,149,49,12,104,99,36,816,676,595,520,250,627
2021,10,50,"8,613",564,130,,340,264,115,235,335,164,193,256,188,69,212,264,146,40,251,89,44,155,173,87,994,795,688,799,323,700
2021,10,60,"9,417",689,165,,473,369,123,324,482,202,300,335,245,112,257,337,139,59,308,160,42,272,223,103,885,722,573,613,282,623
2021,10,70,"5,431",395,116,,280,242,66,188,337,133,147,170,112,47,151,176,85,22,196,96,32,184,178,66,491,314,320,373,208,306
2021,10,80,"2,719",225,58,,157,141,49,117,172,73,87,91,63,27,73,117,57,14,101,59,32,98,104,30,164,132,136,144,85,113
2021,10,90,261,18,3,,13,16,5,12,19,9,4,4,11,1,6,11,6,0,10,4,3,11,21,3,12,7,12,17,4,19
2021,10,100,4,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,11,총,"46,949","3,087",672,,"1,864","1,450",478,"1,256","1,933",809,971,"1,279",883,359,975,"1,356",604,167,"1,271",530,195,"1,005",968,386,"5,790","4,626","4,062","3,860","1,718","4,395"
2021,11,0,"2,556",144,25,,52,39,12,38,45,25,17,50,27,14,27,77,15,1,37,9,0,16,36,19,409,382,331,279,96,334
2021,11,10,"3,893",251,26,,105,72,15,62,137,41,40,72,33,21,53,76,29,5,73,26,13,41,39,14,731,468,436,338,164,512
2021,11,20,"4,440",208,34,,120,99,29,86,105,36,47,85,68,17,51,74,25,8,68,19,9,63,51,16,696,546,442,468,181,789
2021,11,30,"3,789",245,40,,112,74,20,74,104,40,60,70,52,19,48,91,44,5,79,18,7,62,41,12,606,534,473,344,123,392
2021,11,40,"5,790",343,75,,210,136,44,120,196,89,76,142,87,29,96,133,61,14,150,47,12,104,100,36,804,691,619,509,247,620
2021,11,50,"8,611",560,131,,341,261,113,236,336,162,192,257,187,71,212,261,143,40,247,91,43,154,172,87,982,822,717,780,320,693
2021,11,60,"9,429",695,166,,473,369,124,323,480,200,300,335,242,112,257,341,139,59,310,160,44,271,224,103,895,719,577,607,286,618
2021,11,70,"5,458",397,114,,280,246,67,187,338,133,147,172,112,48,152,174,84,22,196,97,32,183,180,65,492,323,321,375,212,309
2021,11,80,"2,717",225,57,,158,139,49,118,173,74,88,91,64,27,73,118,58,13,101,58,32,100,104,31,163,133,133,143,85,109
2021,11,90,264,18,4,,13,15,5,12,19,9,4,4,11,1,6,11,6,0,10,5,3,11,21,3,12,8,13,17,4,19
2021,11,100,2,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"46,869","3,064",674,,"1,859","1,446",476,"1,247","1,928",802,968,"1,281",872,359,974,"1,361",603,168,"1,262",527,196,"1,005",970,381,"5,714","4,694","4,181","3,826","1,699","4,332"
2021,12,0,"2,552",141,26,,54,41,13,35,45,25,16,50,26,14,26,79,16,1,36,9,3,16,35,15,402,390,359,262,94,323
2021,12,10,"3,847",246,25,,100,69,14,63,133,39,46,71,31,21,53,76,30,5,70,24,13,40,39,15,707,474,446,336,160,501
2021,12,20,"4,411",205,34,,118,96,28,82,103,37,44,86,68,17,49,72,24,9,66,20,9,65,50,14,685,556,457,466,177,774
2021,12,30,"3,771",232,42,,115,76,19,75,103,37,57,70,49,17,49,92,42,5,78,19,6,59,41,12,597,535,497,344,122,381
2021,12,40,"5,794",350,75,,205,132,42,119,194,89,76,140,84,30,99,135,62,15,147,48,12,101,96,35,797,708,639,501,242,621
2021,12,50,"8,591",558,124,,341,266,112,233,339,162,189,255,186,71,210,260,140,39,243,91,44,154,175,89,966,836,736,776,316,680
2021,12,60,"9,472",693,170,,474,368,126,326,477,198,300,339,242,112,260,343,143,60,316,158,44,274,228,106,896,729,582,606,287,615
2021,12,70,"5,449",396,116,,280,241,68,187,341,134,148,174,110,49,150,174,83,22,195,97,32,183,180,64,488,326,318,377,210,306
2021,12,80,"2,720",224,58,,159,142,49,116,174,73,86,91,66,27,73,119,59,12,101,56,30,102,105,29,163,132,133,142,87,112
2021,12,90,260,18,4,,13,15,5,11,19,8,6,4,10,1,5,11,4,0,10,5,3,11,21,2,13,8,14,16,4,19
2021,12,100,2,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
