년도,월,나이,화성시,봉담읍,우정읍,향남읍,남양읍,매송면,비봉면,마도면,송산면,서신면,팔탄면,장안면,양감면,정남면,새솔동,진안동,병점1동,병점2동,반월동,기배동,화산동,동탄1동,동탄2동,동탄3동,동탄4동,동탄5동,동탄6동,동탄7동,동탄8동
2020,12,20,"56,480","5,444","1,074","5,649","3,327",459,350,466,573,361,657,622,266,843,"1,235","4,060","2,731","1,503","2,190",925,"1,786","4,227","1,909","3,431","2,114","2,372","2,195","4,297","1,414"
2020,12,30,"78,651","5,853",961,"8,874","4,207",382,315,494,525,304,690,580,249,760,"2,407","5,045","2,393","1,493","2,909",817,"1,660","4,918","1,927","4,325","4,078","5,002","3,967","9,619","3,897"
2020,12,40,"87,518","8,213","1,644","9,624","3,832",544,442,683,823,508,999,857,346,"1,050","2,124","4,368","2,592","2,644","3,122","1,350","2,189","5,213","4,283","4,376","6,849","4,144","3,125","8,893","2,681"
2020,12,50,"61,970","6,616","2,024","6,030","3,567",861,716,867,"1,256",932,"1,498","1,364",590,"1,482","1,284","3,119","2,026","1,707","2,198","1,185","2,179","3,493","2,513","2,201","2,926","2,065","1,760","4,268","1,243"
2020,12,60,"35,687","3,985","1,425","3,235","2,413",682,677,700,"1,121",927,"1,118","1,134",526,"1,105",608,"1,734","1,179",745,"1,268",673,"1,509","1,201",944,912,"1,004","1,126",804,"2,180",752
2020,12,70,"15,013","1,747",772,"1,313","1,028",327,317,369,587,422,430,519,216,500,127,687,505,398,377,327,624,443,434,508,333,482,263,727,231
2020,12,80,"5,197",525,303,485,344,134,158,130,289,215,184,261,96,200,33,236,179,148,90,89,190,139,150,162,80,118,73,124,62
2020,12,90,427,50,26,33,27,13,16,12,35,17,23,19,8,13,2,20,11,5,11,6,8,9,5,17,6,9,9,14,3
2020,12,100,36,4,3,5,0,2,2,0,0,3,0,6,0,2,0,1,0,0,2,0,2,0,1,0,0,0,1,2,0
2021,1,총,"445,135","41,598","9,461","46,158","22,819","3,805","3,310","4,096","5,879","3,932","6,027","5,947","2,437","6,610","10,874","23,639","14,703","11,935","16,432","6,996","12,253","26,509","17,665","21,742","26,580","20,977","16,125","42,415","14,211"
2021,1,0,"53,093","4,117",474,"5,515","2,133",142,127,144,232,82,162,222,55,217,"1,982","2,279","1,361","1,265","2,201",677,930,"3,222","2,204","2,996","4,704","3,180","2,318","7,536","2,616"
2021,1,10,"49,603","4,940",737,"5,152","1,818",262,183,218,432,173,256,340,88,414,"1,045","2,006","1,598","2,002","2,080",932,"1,192","3,571","3,318","2,782","4,498","2,153","1,546","4,646","1,221"
2021,1,20,"56,827","5,461","1,069","5,651","3,329",461,349,474,575,355,659,638,266,850,"1,229","4,089","2,817","1,513","2,172",931,"1,778","4,292","1,901","3,462","2,122","2,437","2,209","4,317","1,421"
2021,1,30,"78,479","5,826",960,"8,930","4,228",380,312,494,524,301,692,576,246,758,"2,387","5,056","2,401","1,482","2,883",798,"1,638","4,906","1,903","4,290","3,998","5,122","3,953","9,551","3,884"
2021,1,40,"87,822","8,204","1,633","9,695","3,865",539,446,683,826,504,982,856,347,"1,051","2,149","4,371","2,595","2,630","3,116","1,370","2,185","5,184","4,265","4,372","6,859","4,219","3,166","8,958","2,752"
2021,1,50,"62,372","6,659","2,038","6,090","3,592",854,716,865,"1,247",928,"1,503","1,374",580,"1,480","1,301","3,133","2,040","1,721","2,213","1,185","2,176","3,523","2,521","2,227","2,960","2,107","1,770","4,322","1,247"
2021,1,60,"36,147","4,051","1,451","3,280","2,446",686,683,705,"1,125",931,"1,129","1,137",536,"1,122",615,"1,759","1,192",761,"1,282",678,"1,521","1,215",965,921,"1,013","1,144",819,"2,205",775
2021,1,70,"15,071","1,754",764,"1,315","1,032",334,316,372,590,424,435,517,217,501,127,686,509,403,381,328,632,447,431,509,339,485,257,735,231
2021,1,80,"5,249",533,303,492,347,133,159,130,293,211,186,262,94,202,36,238,179,152,92,91,191,140,151,165,81,121,77,129,61
2021,1,90,436,49,29,33,29,12,17,11,35,20,23,19,8,13,3,21,11,6,10,6,8,9,5,18,6,9,9,14,3
2021,1,100,36,4,3,5,0,2,2,0,0,3,0,6,0,2,0,1,0,0,2,0,2,0,1,0,0,0,1,2,0
2021,2,총,"446,168","41,609","9,470","46,404","22,864","3,786","3,304","4,116","5,917","3,942","6,021","5,946","2,446","6,603","10,933","23,687","14,788","11,922","16,384","6,986","12,262","26,517","17,605","21,772","26,448","21,487","16,240","42,389","14,320"
2021,2,0,"52,783","4,110",472,"5,512","2,128",142,120,143,231,82,160,216,54,211,"1,986","2,254","1,353","1,250","2,174",657,921,"3,182","2,183","2,973","4,641","3,250","2,298","7,454","2,626"
2021,2,10,"49,682","4,908",736,"5,178","1,806",258,189,213,440,171,249,338,85,402,"1,064","2,002","1,606","1,983","2,070",936,"1,201","3,573","3,288","2,789","4,493","2,179","1,571","4,717","1,237"
2021,2,20,"57,087","5,458","1,080","5,702","3,336",460,346,490,575,346,651,639,266,839,"1,231","4,112","2,868","1,526","2,154",925,"1,776","4,332","1,898","3,481","2,107","2,512","2,241","4,300","1,436"
2021,2,30,"78,247","5,806",951,"8,924","4,202",372,308,501,527,307,696,570,251,766,"2,370","5,055","2,406","1,470","2,872",795,"1,622","4,890","1,877","4,281","3,913","5,300","3,928","9,426","3,861"
2021,2,40,"88,194","8,209","1,632","9,734","3,916",533,446,683,827,506,979,853,346,"1,043","2,178","4,393","2,601","2,613","3,124","1,372","2,189","5,166","4,248","4,384","6,843","4,303","3,235","9,033","2,805"
2021,2,50,"62,752","6,679","2,041","6,169","3,586",845,709,866,"1,259",927,"1,506","1,380",591,"1,482","1,309","3,152","2,057","1,734","2,210","1,192","2,185","3,551","2,545","2,243","3,005","2,146","1,788","4,330","1,265"
2021,2,60,"36,513","4,087","1,456","3,320","2,471",693,691,705,"1,137",943,"1,135","1,145",535,"1,139",628,"1,770","1,195",780,"1,293",684,"1,525","1,223",978,930,"1,014","1,180",831,"2,239",786
2021,2,70,"15,134","1,758",765,"1,331","1,039",332,317,374,594,425,435,517,218,497,126,684,511,411,380,326,641,451,430,506,346,483,259,741,237
2021,2,80,"5,299",540,304,496,349,137,158,131,292,213,187,263,92,208,38,245,180,148,96,94,188,140,152,167,80,125,80,133,63
2021,2,90,441,50,30,33,31,12,18,10,35,19,23,19,8,14,3,19,11,7,9,5,12,9,5,18,6,9,8,14,4
2021,2,100,36,4,3,5,0,2,2,0,0,3,0,6,0,2,0,1,0,0,2,0,2,0,1,0,0,0,1,2,0
2021,3,총,"447,092","41,610","9,465","46,552","22,932","3,759","3,299","4,153","5,883","3,921","6,017","5,915","2,433","6,617","10,945","23,705","14,913","11,897","16,368","6,970","12,301","26,495","17,568","21,766","26,419","21,733","16,689","42,454","14,313"
2021,3,0,"52,598","4,078",473,"5,492","2,113",138,122,143,229,83,169,210,54,207,"1,981","2,231","1,367","1,232","2,165",650,919,"3,156","2,154","2,958","4,593","3,251","2,386","7,433","2,611"
2021,3,10,"49,813","4,901",737,"5,216","1,833",257,180,215,429,159,249,338,89,402,"1,069","2,008","1,607","1,987","2,072",931,"1,205","3,547","3,292","2,774","4,520","2,199","1,612","4,743","1,242"
2021,3,20,"57,574","5,510","1,076","5,748","3,375",453,351,500,574,343,655,638,271,846,"1,216","4,146","2,911","1,531","2,150",923,"1,791","4,384","1,905","3,513","2,109","2,567","2,323","4,341","1,424"
2021,3,30,"78,057","5,775",954,"8,921","4,176",369,309,516,536,312,693,566,251,784,"2,347","5,023","2,445","1,447","2,836",787,"1,621","4,868","1,853","4,283","3,860","5,367","3,991","9,344","3,823"
2021,3,40,"88,391","8,214","1,621","9,753","3,923",525,442,692,823,498,975,848,334,"1,023","2,203","4,421","2,611","2,595","3,143","1,365","2,186","5,133","4,257","4,369","6,826","4,352","3,351","9,068","2,840"
2021,3,50,"62,862","6,674","2,029","6,183","3,573",837,707,871,"1,232",927,"1,510","1,357",592,"1,481","1,314","3,154","2,063","1,744","2,209","1,198","2,187","3,564","2,543","2,242","3,050","2,171","1,813","4,367","1,270"
2021,3,60,"36,944","4,120","1,480","3,370","2,516",705,699,705,"1,151",948,"1,132","1,162",531,"1,157",642,"1,782","1,206",797,"1,312",685,"1,547","1,241",974,935,"1,028","1,196",861,"2,265",797
2021,3,70,"15,104","1,744",763,"1,333","1,041",324,317,374,589,419,429,512,214,496,129,682,513,407,376,331,640,452,433,508,346,491,264,738,239
2021,3,80,"5,300",545,303,498,350,140,154,127,286,213,185,266,90,203,41,239,180,149,96,95,191,139,152,166,82,128,80,139,63
2021,3,90,431,47,29,34,32,11,16,10,34,19,20,17,7,16,3,18,10,8,8,5,12,11,4,18,5,11,8,14,4
2021,3,100,18,2,0,4,0,0,2,0,0,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0,0,0,0,2,0
2021,4,총,"449,184","41,662","9,473","46,720","23,070","3,767","3,292","4,143","5,898","3,918","6,007","5,917","2,452","6,604","10,968","23,616","16,923","11,753","16,280","6,953","12,189","26,479","17,535","21,730","26,363","21,813","16,892","42,492","14,275"
2021,4,0,"52,644","4,054",473,"5,486","2,118",137,120,139,227,83,167,211,56,210,"1,973","2,195","1,769","1,190","2,135",642,886,"3,141","2,125","2,924","4,526","3,234","2,418","7,396","2,609"
2021,4,10,"50,022","4,897",735,"5,238","1,839",256,177,215,431,155,241,331,87,400,"1,077","2,001","1,786","1,955","2,072",920,"1,186","3,538","3,293","2,754","4,561","2,180","1,644","4,799","1,254"
2021,4,20,"57,918","5,514","1,080","5,788","3,410",458,354,491,579,351,651,633,272,842,"1,215","4,134","3,123","1,543","2,121",936,"1,781","4,392","1,912","3,524","2,107","2,587","2,363","4,355","1,402"
2021,4,30,"78,384","5,774",944,"8,898","4,196",366,313,512,546,308,692,575,257,779,"2,341","4,987","3,011","1,415","2,824",789,"1,600","4,854","1,821","4,296","3,816","5,415","3,994","9,276","3,785"
2021,4,40,"88,836","8,222","1,629","9,791","3,943",528,438,692,816,494,969,846,337,"1,024","2,225","4,427","2,954","2,559","3,126","1,349","2,181","5,130","4,260","4,343","6,815","4,348","3,400","9,125","2,865"
2021,4,50,"63,091","6,676","2,025","6,229","3,571",837,702,879,"1,222",919,"1,514","1,345",593,"1,465","1,313","3,134","2,253","1,730","2,204","1,198","2,162","3,577","2,551","2,254","3,067","2,212","1,837","4,358","1,264"
2021,4,60,"37,385","4,169","1,494","3,419","2,563",708,699,703,"1,171",956,"1,141","1,184",537,"1,173",650,"1,799","1,295",803,"1,325",692,"1,550","1,233",975,941,"1,038","1,198",879,"2,297",793
2021,4,70,"15,099","1,759",760,"1,325","1,043",327,320,367,584,420,423,510,215,489,129,679,537,404,370,326,638,455,437,506,341,498,270,730,237
2021,4,80,"5,345",547,304,504,353,138,153,135,287,213,188,264,91,205,41,241,185,146,95,96,191,147,156,169,86,130,78,140,62
2021,4,90,443,47,29,38,34,12,15,10,35,19,21,17,7,15,4,18,10,8,8,5,12,12,4,19,6,11,9,14,4
2021,4,100,17,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0
2021,5,총,"450,855","41,685","9,509","46,831","23,164","3,763","3,299","4,169","5,906","3,924","6,024","5,951","2,480","6,651","11,014","23,648","17,788","11,746","16,297","6,945","12,158","26,456","17,553","21,735","26,365","21,894","16,996","42,587","14,317"
2021,5,0,"52,584","4,039",479,"5,457","2,109",131,121,144,227,85,160,210,58,205,"1,988","2,169","1,929","1,173","2,119",632,864,"3,112","2,111","2,905","4,491","3,238","2,421","7,369","2,638"
2021,5,10,"50,181","4,894",738,"5,253","1,845",254,176,213,425,157,243,330,93,406,"1,070","2,003","1,843","1,961","2,081",915,"1,173","3,542","3,303","2,752","4,580","2,189","1,658","4,824","1,260"
2021,5,20,"58,184","5,495","1,080","5,801","3,434",459,355,496,582,350,664,646,279,840,"1,222","4,166","3,214","1,545","2,125",943,"1,792","4,404","1,930","3,524","2,114","2,582","2,380","4,375","1,387"
2021,5,30,"78,496","5,775",957,"8,884","4,216",366,318,524,549,305,687,578,264,791,"2,326","4,979","3,237","1,411","2,823",785,"1,604","4,867","1,805","4,301","3,756","5,404","4,000","9,223","3,761"
2021,5,40,"88,995","8,208","1,620","9,832","3,949",525,436,687,808,492,967,840,335,"1,019","2,237","4,410","3,104","2,522","3,127","1,341","2,151","5,083","4,250","4,336","6,838","4,387","3,423","9,188","2,880"
2021,5,50,"63,582","6,708","2,031","6,249","3,604",834,699,883,"1,216",928,"1,508","1,357",595,"1,479","1,325","3,161","2,369","1,757","2,201","1,209","2,156","3,602","2,565","2,280","3,098","2,249","1,859","4,383","1,277"
2021,5,60,"37,807","4,197","1,509","3,478","2,573",717,706,712,"1,189",947,"1,160","1,202",544,"1,195",669,"1,812","1,339",807,"1,345",688,"1,572","1,235",990,943,"1,056","1,208",885,"2,326",803
2021,5,70,"15,178","1,768",760,"1,334","1,039",327,320,367,585,426,426,506,212,485,133,684,553,413,374,330,641,452,435,504,342,497,281,740,244
2021,5,80,"5,386",552,305,500,360,139,152,133,291,215,188,262,93,213,40,245,189,149,95,97,191,148,160,172,84,128,80,142,63
2021,5,90,444,46,30,39,35,11,15,10,34,19,21,19,7,16,4,18,10,8,7,5,12,11,3,18,6,12,9,15,4
2021,5,100,18,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0
2021,6,총,"452,263","42,356","9,550","46,907","23,234","3,748","3,304","4,212","5,907","3,928","6,052","5,962","2,486","6,673","11,015","23,626","18,142","11,729","16,267","6,947","12,155","26,458","17,515","21,747","26,361","21,926","17,080","42,636","14,340"
2021,6,0,"52,484","4,124",473,"5,426","2,098",131,121,142,224,86,158,206,57,202,"1,977","2,148","1,972","1,170","2,105",627,852,"3,087","2,086","2,889","4,459","3,225","2,428","7,367","2,644"
2021,6,10,"50,338","4,951",741,"5,274","1,870",253,172,214,419,154,242,331,89,403,"1,072","1,994","1,855","1,950","2,079",916,"1,158","3,548","3,288","2,771","4,607","2,197","1,667","4,856","1,267"
2021,6,20,"58,367","5,568","1,076","5,830","3,439",454,360,503,587,344,671,640,288,841,"1,216","4,183","3,286","1,550","2,111",943,"1,793","4,395","1,950","3,519","2,127","2,561","2,390","4,370","1,372"
2021,6,30,"78,691","5,994",977,"8,835","4,228",363,319,534,556,312,688,584,268,803,"2,318","4,959","3,315","1,409","2,821",784,"1,604","4,867","1,780","4,312","3,713","5,415","3,999","9,188","3,746"
2021,6,40,"89,323","8,307","1,634","9,882","3,968",523,431,693,808,491,958,845,339,"1,020","2,244","4,405","3,157","2,510","3,129","1,339","2,153","5,079","4,257","4,344","6,842","4,404","3,454","9,214","2,893"
2021,6,50,"63,649","6,762","2,009","6,258","3,603",822,698,892,"1,206",917,"1,508","1,351",585,"1,487","1,332","3,156","2,410","1,750","2,191","1,206","2,159","3,608","2,556","2,274","3,105","2,252","1,862","4,397","1,293"
2021,6,60,"38,268","4,255","1,540","3,522","2,590",722,712,724,"1,198",960,"1,188","1,214",546,"1,193",679,"1,833","1,374",816,"1,363",700,"1,584","1,259","1,001",951,"1,070","1,229",900,"2,340",805
2021,6,70,"15,240","1,786",765,"1,333","1,040",329,321,367,586,429,428,507,212,488,134,684,563,416,367,328,643,451,431,500,347,499,292,743,251
2021,6,80,"5,448",559,305,506,364,140,154,134,292,217,189,264,95,218,39,246,199,150,94,99,196,153,162,169,85,129,80,145,65
2021,6,90,437,47,30,37,34,11,15,9,31,18,22,19,7,16,4,17,10,8,7,5,11,11,3,18,6,15,8,14,4
2021,6,100,18,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0
2021,7,총,"453,495","42,710","9,550","46,962","23,323","3,735","3,320","4,209","5,922","3,949","6,072","5,976","2,500","6,685","11,042","23,697","18,324","11,743","16,247","6,915","12,175","26,429","17,457","21,732","26,281","21,932","17,480","42,777","14,351"
2021,7,0,"52,383","4,147",473,"5,393","2,102",132,121,144,227,85,157,203,59,203,"1,980","2,143","1,983","1,161","2,100",614,853,"3,058","2,061","2,890","4,394","3,221","2,468","7,361","2,650"
2021,7,10,"50,476","4,992",735,"5,279","1,865",250,172,215,407,155,239,327,91,399,"1,084","1,996","1,866","1,964","2,085",912,"1,151","3,536","3,283","2,761","4,629","2,199","1,712","4,884","1,288"
2021,7,20,"58,498","5,595","1,074","5,857","3,451",453,360,497,586,340,679,642,292,838,"1,206","4,224","3,315","1,547","2,090",940,"1,806","4,417","1,936","3,498","2,122","2,536","2,447","4,404","1,346"
2021,7,30,"78,704","6,079",981,"8,783","4,256",357,321,537,555,314,690,593,269,807,"2,300","4,958","3,364","1,406","2,817",773,"1,594","4,846","1,759","4,331","3,662","5,388","4,091","9,147","3,726"
2021,7,40,"89,560","8,357","1,627","9,937","3,976",526,430,686,816,500,961,847,342,"1,009","2,261","4,404","3,184","2,512","3,117","1,331","2,153","5,063","4,233","4,323","6,828","4,431","3,526","9,271","2,909"
2021,7,50,"63,982","6,825","2,011","6,285","3,618",815,701,892,"1,208",914,"1,509","1,347",588,"1,495","1,344","3,170","2,438","1,754","2,186","1,211","2,155","3,627","2,568","2,278","3,134","2,271","1,929","4,423","1,286"
2021,7,60,"38,632","4,300","1,552","3,530","2,615",723,719,731,"1,214",974,"1,199","1,212",547,"1,208",687,"1,848","1,398",818,"1,378",698,"1,605","1,267","1,019",958,"1,081","1,246",917,"2,371",817
2021,7,70,"15,314","1,801",763,"1,343","1,042",325,328,359,586,433,427,523,210,489,135,692,567,421,367,327,647,453,428,504,336,496,303,753,256
2021,7,80,"5,490",565,303,515,364,142,153,138,292,215,190,261,95,219,41,243,199,152,100,104,198,152,166,171,88,129,78,148,69
2021,7,90,438,46,31,36,34,12,14,10,31,19,21,20,7,16,4,18,9,8,7,5,11,10,3,18,7,15,9,13,4
2021,7,100,18,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0
2021,8,총,"455,268","42,819","9,550","47,049","23,444","3,724","3,328","4,209","5,927","3,955","6,088","5,975","2,495","6,688","11,535","23,682","18,481","11,729","16,205","6,922","12,192","26,395","17,417","21,663","26,244","22,050","18,178","42,880","14,444"
2021,8,0,"52,311","4,133",465,"5,368","2,103",130,123,142,227,83,160,197,60,201,"2,055","2,127","2,011","1,140","2,084",613,856,"3,034","2,052","2,852","4,333","3,209","2,577","7,316","2,660"
2021,8,10,"50,782","5,021",740,"5,289","1,888",245,173,216,411,156,235,322,87,396,"1,148","1,994","1,872","1,954","2,089",915,"1,144","3,512","3,284","2,759","4,647","2,217","1,812","4,934","1,322"
2021,8,20,"58,693","5,593","1,071","5,891","3,490",456,353,488,592,347,673,646,293,829,"1,236","4,228","3,345","1,558","2,079",937,"1,797","4,388","1,919","3,489","2,139","2,569","2,555","4,399","1,333"
2021,8,30,"78,882","6,094",974,"8,744","4,248",359,322,543,553,316,699,594,266,803,"2,388","4,926","3,395","1,418","2,795",772,"1,612","4,851","1,749","4,319","3,641","5,431","4,187","9,164","3,719"
2021,8,40,"89,867","8,360","1,619","9,984","3,986",521,433,679,819,497,976,847,332,"1,007","2,384","4,391","3,208","2,504","3,113","1,329","2,172","5,055","4,199","4,306","6,796","4,434","3,662","9,304","2,950"
2021,8,50,"64,418","6,868","2,013","6,320","3,648",807,702,900,"1,204",907,"1,499","1,337",595,"1,495","1,410","3,198","2,460","1,752","2,188","1,217","2,143","3,645","2,591","2,287","3,161","2,291","2,042","4,442","1,296"
2021,8,60,"38,964","4,320","1,565","3,549","2,645",727,727,734,"1,211",982,"1,205","1,226",547,"1,221",729,"1,865","1,410",825,"1,383",698,"1,606","1,286","1,028",957,"1,100","1,258",945,"2,388",827
2021,8,70,"15,345","1,812",765,"1,351","1,038",326,326,354,583,431,429,529,212,495,137,684,563,417,365,329,651,459,427,499,330,494,311,765,263
2021,8,80,"5,542",568,306,511,364,140,153,144,297,215,191,256,96,223,44,250,206,153,102,107,198,155,163,178,90,133,79,151,69
2021,8,90,446,47,32,38,34,13,15,9,30,21,21,20,7,16,4,18,10,8,7,5,11,10,4,17,7,14,8,15,5
2021,8,100,18,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0
2021,9,총,"456,841","42,884","9,571","47,130","23,545","3,693","3,304","4,236","5,946","3,989","6,092","5,976","2,487","6,715","11,938","23,714","18,556","11,705","16,203","6,927","12,200","26,356","17,426","21,679","26,254","22,116","18,597","43,033","14,569"
2021,9,0,"52,147","4,106",466,"5,330","2,110",130,125,136,221,84,158,195,60,197,"2,113","2,095","2,004","1,124","2,063",614,861,"2,995","2,041","2,824","4,304","3,189","2,627","7,299","2,676"
2021,9,10,"50,982","5,022",744,"5,302","1,901",242,166,218,414,155,236,315,83,398,"1,189","1,986","1,880","1,950","2,094",911,"1,138","3,505","3,288","2,779","4,655","2,236","1,853","4,978","1,344"
2021,9,20,"58,912","5,622","1,060","5,909","3,463",452,341,504,593,354,675,654,291,838,"1,260","4,287","3,357","1,559","2,096",943,"1,789","4,390","1,903","3,506","2,142","2,588","2,616","4,391","1,329"
2021,9,30,"79,007","6,086",974,"8,701","4,281",353,313,547,555,321,705,590,269,814,"2,496","4,903","3,404","1,407","2,783",760,"1,626","4,856","1,761","4,308","3,628","5,432","4,260","9,151","3,723"
2021,9,40,"90,193","8,352","1,618","10,047","3,999",505,437,675,812,502,974,847,331,"1,004","2,460","4,394","3,223","2,488","3,131","1,328","2,159","5,033","4,192","4,302","6,804","4,455","3,746","9,369","3,006"
2021,9,50,"64,801","6,891","2,016","6,349","3,673",803,691,909,"1,199",905,"1,491","1,336",585,"1,502","1,458","3,213","2,476","1,767","2,165","1,223","2,150","3,654","2,609","2,309","3,183","2,307","2,128","4,494","1,315"
2021,9,60,"39,333","4,350","1,586","3,577","2,673",733,736,739,"1,236",994,"1,208","1,234",553,"1,227",773,"1,873","1,434",831,"1,391",707,"1,609","1,298","1,037",960,"1,113","1,258",958,"2,404",841
2021,9,70,"15,405","1,829",767,"1,361","1,046",320,322,352,586,440,435,524,213,497,140,693,558,414,367,330,651,459,423,495,328,502,317,775,261
2021,9,80,"5,586",575,307,510,365,142,157,146,297,212,192,260,95,220,45,251,209,157,106,106,203,156,167,178,89,134,84,154,69
2021,9,90,456,48,33,40,34,13,15,10,33,22,18,20,7,16,4,18,10,8,7,5,12,10,4,18,7,15,8,16,5
2021,9,100,19,3,0,4,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,1,0,1,0,0,2,0
2021,10,총,"457,918","42,945","9,567","47,246","23,591","3,691","3,330","4,233","5,974","4,004","6,113","5,979","2,484","6,700","12,171","23,756","18,579","11,694","16,167","6,910","12,191","26,327","17,418","21,688","26,267","22,152","18,817","43,043","14,881"
2021,10,0,"51,928","4,077",459,"5,313","2,104",126,125,135,220,83,155,191,60,197,"2,140","2,072","1,994","1,107","2,030",606,859,"2,967","2,022","2,800","4,272","3,183","2,634","7,274","2,723"
2021,10,10,"51,154","5,040",742,"5,316","1,898",244,170,217,419,156,243,315,79,391,"1,217","1,980","1,874","1,966","2,101",908,"1,120","3,498","3,294","2,787","4,661","2,252","1,886","5,000","1,380"
2021,10,20,"59,026","5,627","1,059","5,903","3,457",447,353,506,591,353,684,652,289,822,"1,278","4,319","3,371","1,556","2,102",943,"1,795","4,402","1,914","3,501","2,151","2,581","2,649","4,356","1,365"
2021,10,30,"78,972","6,093",972,"8,694","4,287",354,309,544,559,317,694,589,271,822,"2,546","4,896","3,398","1,396","2,747",760,"1,624","4,831","1,756","4,292","3,608","5,426","4,304","9,106","3,777"
2021,10,40,"90,439","8,363","1,611","10,067","4,022",495,434,675,820,505,976,853,334,"1,003","2,505","4,394","3,233","2,484","3,137","1,316","2,145","5,013","4,156","4,320","6,813","4,474","3,773","9,432","3,086"
2021,10,50,"65,189","6,898","2,016","6,408","3,682",808,694,908,"1,206",906,"1,509","1,333",585,"1,501","1,494","3,245","2,475","1,777","2,163","1,222","2,161","3,672","2,632","2,325","3,230","2,306","2,187","4,492","1,354"
2021,10,60,"39,639","4,379","1,601","3,614","2,689",737,748,744,"1,241","1,009","1,211","1,235",552,"1,229",793,"1,884","1,444",826,"1,402",709,"1,618","1,310","1,042",971,"1,118","1,279",968,"2,427",859
2021,10,70,"15,474","1,845",764,"1,368","1,052",325,324,347,590,440,433,528,214,495,147,694,565,414,371,335,645,466,430,493,321,497,325,783,263
2021,10,80,"5,624",572,310,521,368,142,157,147,296,211,189,262,93,221,47,254,214,160,107,106,210,158,167,182,86,139,83,154,68
2021,10,90,454,49,33,39,32,13,15,10,32,24,18,20,7,17,4,17,9,8,7,5,12,10,4,17,6,15,8,17,6
2021,10,100,19,2,0,3,0,0,1,0,0,0,1,1,0,2,0,1,2,0,0,0,2,0,1,0,1,0,0,2,0
2021,11,총,"459,514","42,992","9,560","47,242","23,602","3,685","3,614","4,219","5,991","4,022","6,106","5,973","2,486","6,657","12,297","23,745","18,604","11,687","16,138","6,911","12,173","26,305","17,349","21,642","26,230","22,316","19,234","43,084","15,650"
2021,11,0,"51,813","4,058",448,"5,281","2,086",122,133,130,214,87,155,192,55,189,"2,145","2,048","1,994","1,097","2,017",603,858,"2,957","1,993","2,762","4,235","3,180","2,657","7,249","2,868"
2021,11,10,"51,364","5,046",747,"5,319","1,896",246,176,214,414,158,246,311,79,389,"1,234","1,982","1,883","1,959","2,102",905,"1,117","3,485","3,291","2,794","4,664","2,261","1,966","5,037","1,443"
2021,11,20,"59,216","5,628","1,061","5,906","3,448",452,413,498,600,356,675,646,287,810,"1,284","4,296","3,371","1,563","2,096",940,"1,788","4,387","1,908","3,512","2,166","2,627","2,722","4,350","1,426"
2021,11,30,"79,162","6,085",970,"8,628","4,302",350,367,546,566,321,702,582,281,819,"2,566","4,902","3,397","1,396","2,727",766,"1,614","4,831","1,749","4,246","3,570","5,425","4,375","9,023","4,056"
2021,11,40,"90,798","8,382","1,613","10,086","4,034",497,469,670,810,508,960,849,331,987,"2,548","4,410","3,238","2,466","3,134","1,310","2,144","5,001","4,116","4,333","6,811","4,526","3,846","9,480","3,239"
2021,11,50,"65,602","6,906","2,022","6,461","3,671",801,728,909,"1,213",912,"1,512","1,338",585,"1,505","1,512","3,241","2,487","1,791","2,173","1,223","2,173","3,681","2,641","2,320","3,259","2,331","2,265","4,553","1,389"
2021,11,60,"39,920","4,399","1,595","3,620","2,712",742,797,747,"1,247","1,003","1,216","1,248",556,"1,236",805,"1,897","1,439",836,"1,400",717,"1,620","1,325","1,049",985,"1,114","1,297",992,"2,441",885
2021,11,70,"15,515","1,858",760,"1,380","1,048",321,352,346,596,441,433,526,210,485,151,692,569,412,375,334,636,468,431,492,322,511,323,776,267
2021,11,80,"5,653",578,312,520,372,142,162,149,298,212,188,261,95,220,48,256,215,160,107,108,210,160,166,181,83,143,80,156,71
2021,11,90,457,49,32,38,33,12,17,10,33,24,18,20,7,17,4,20,9,7,7,5,13,10,4,17,5,15,8,17,6
2021,11,100,14,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2,0
2021,12,총,"460,788","43,006","9,594","47,273","23,594","3,682","3,684","4,197","6,006","4,017","6,088","5,984","2,490","6,629","12,395","23,713","18,611","11,657","16,089","6,916","12,137","26,254","17,315","21,594","26,166","22,653","19,747","43,164","16,133"
2021,12,0,"51,673","4,049",436,"5,267","2,080",119,135,120,213,87,152,197,56,187,"2,142","2,041","1,989","1,086","2,002",599,843,"2,934","1,968","2,720","4,186","3,170","2,704","7,199","2,992"
