년도,월,나이,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2021,9,40,"25,770",947,"1,208","1,014","1,503","1,078","1,960",791,"4,070","1,651","1,993","2,340","1,127","1,549","2,181","2,358"
2021,9,50,"27,456",958,"1,378","1,223","1,837","1,455","2,771",780,"2,764","1,809","2,158","2,433","1,429","1,602","2,343","2,516"
2021,9,60,"23,007",909,"1,272","1,164","1,582","1,251","2,406",697,"1,597","1,551","1,943","1,857","1,581","1,353","1,965","1,879"
2021,9,70,"11,925",542,717,605,770,695,"1,213",404,772,879,886,883,863,763,"1,027",906
2021,9,80,"5,597",246,337,241,299,317,495,179,502,375,385,544,389,357,464,467
2021,9,90,895,38,51,41,60,50,74,20,102,51,65,89,55,52,77,70
2021,9,100,54,3,3,0,0,5,9,2,3,1,4,3,1,13,4,3
2021,10,총,"176,389","12,062","9,960","8,003","11,402","8,175","14,632","6,125","17,977","11,509","12,756","14,675","8,922","11,335","13,766","15,090"
2021,10,0,"8,778",183,394,341,535,315,623,247,"1,422",444,749,"1,097",337,377,824,890
2021,10,10,"12,331",391,469,350,663,434,861,259,"2,685",694,826,"1,329",449,553,"1,128","1,240"
2021,10,20,"32,939","5,715","2,358","1,582","2,131","1,333","2,183","1,339","2,024","2,230","1,879","1,908","1,433","2,568","1,865","2,391"
2021,10,30,"27,608","2,150","1,773","1,459","2,005","1,250","2,057","1,397","2,022","1,816","1,885","2,174","1,239","2,146","1,890","2,345"
2021,10,40,"25,653",925,"1,199",996,"1,510","1,069","1,956",785,"4,055","1,644","1,965","2,345","1,131","1,554","2,169","2,350"
2021,10,50,"27,497",961,"1,383","1,214","1,839","1,455","2,751",788,"2,782","1,817","2,174","2,439","1,434","1,589","2,340","2,531"
2021,10,60,"23,083",907,"1,280","1,172","1,584","1,248","2,405",703,"1,607","1,557","1,940","1,869","1,584","1,364","1,973","1,890"
2021,10,70,"11,923",536,713,610,769,694,"1,217",402,773,874,885,878,875,757,"1,034",906
2021,10,80,"5,634",253,339,239,304,322,501,181,501,382,384,545,385,362,465,471
2021,10,90,895,38,50,40,62,50,74,22,103,50,65,88,54,52,74,73
2021,10,100,48,3,2,0,0,5,4,2,3,1,4,3,1,13,4,3
2021,11,총,"176,127","12,042","9,917","7,996","11,347","8,155","14,591","6,100","17,946","11,494","12,724","14,670","8,990","11,319","13,744","15,092"
2021,11,0,"8,682",179,390,338,523,314,614,236,"1,419",439,740,"1,086",334,376,809,885
2021,11,10,"12,285",382,466,342,662,434,855,260,"2,669",699,825,"1,326",445,556,"1,123","1,241"
2021,11,20,"32,829","5,730","2,329","1,588","2,112","1,317","2,170","1,330","2,019","2,214","1,869","1,898","1,467","2,543","1,855","2,388"
2021,11,30,"27,583","2,146","1,772","1,470","1,983","1,261","2,051","1,381","2,015","1,818","1,895","2,168","1,266","2,134","1,885","2,338"
2021,11,40,"25,626",923,"1,194",992,"1,506","1,073","1,940",785,"4,036","1,650","1,952","2,352","1,134","1,558","2,172","2,359"
2021,11,50,"27,452",950,"1,384","1,205","1,839","1,433","2,751",793,"2,786","1,810","2,164","2,447","1,436","1,594","2,342","2,518"
2021,11,60,"23,143",906,"1,276","1,172","1,580","1,253","2,404",709,"1,622","1,563","1,939","1,874","1,597","1,369","1,978","1,901"
2021,11,70,"11,913",535,713,607,775,694,"1,220",398,770,863,888,879,866,761,"1,033",911
2021,11,80,"5,661",248,342,242,305,321,507,184,504,385,383,548,388,362,468,474
2021,11,90,908,40,49,40,62,52,75,22,103,52,66,90,56,52,75,74
2021,11,100,45,3,2,0,0,3,4,2,3,1,3,2,1,14,4,3
2021,12,총,"175,938","12,101","9,902","7,986","11,323","8,140","14,586","6,090","17,878","11,463","12,695","14,655","9,015","11,288","13,725","15,091"
2021,12,0,"8,628",174,389,336,519,309,615,238,"1,421",436,737,"1,090",328,368,798,870
2021,12,10,"12,206",375,456,344,661,428,842,258,"2,646",697,827,"1,312",446,555,"1,118","1,241"
2021,12,20,"32,772","5,760","2,342","1,586","2,078","1,309","2,156","1,316","1,997","2,198","1,865","1,885","1,477","2,550","1,843","2,410"
2021,12,30,"27,558","2,177","1,765","1,470","1,989","1,272","2,051","1,385","1,998","1,807","1,883","2,165","1,273","2,115","1,878","2,330"
2021,12,40,"25,610",931,"1,196",990,"1,502","1,071","1,933",787,"4,033","1,649","1,947","2,347","1,147","1,545","2,172","2,360"
2021,12,50,"27,438",953,"1,370","1,207","1,839","1,432","2,763",787,"2,781","1,803","2,160","2,454","1,426","1,598","2,352","2,513"
2021,12,60,"23,160",904,"1,283","1,170","1,582","1,253","2,419",713,"1,617","1,562","1,933","1,875","1,601","1,370","1,979","1,899"
2021,12,70,"11,904",536,703,600,775,692,"1,212",395,772,871,890,882,870,764,"1,032",910
2021,12,80,"5,715",247,345,245,316,321,515,187,511,386,384,549,388,369,472,480
2021,12,90,909,41,51,37,62,51,75,22,98,54,66,94,58,48,77,75
2021,12,100,38,3,2,1,0,2,5,2,4,0,3,2,1,6,4,3
