년도,월,나이,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021,3,0,"13,400",273,164,456,23,19,50,8,15,20,21,"1,013",111,10,66,13,24,701,203,152,249,491,637,369,"1,526","1,023",307,310,"1,174","1,107","2,865"
2021,3,10,"16,503",306,218,239,47,28,82,16,16,39,61,"1,274",206,21,100,23,48,"1,113",343,293,489,769,"1,125",524,"1,748","1,667",522,530,"1,561","1,260","1,835"
2021,3,20,"20,170",348,205,469,56,54,78,24,26,36,70,965,176,32,145,39,62,"1,927",674,459,853,"1,296","1,637",665,"1,489","1,897",758,652,"1,083","2,294","1,701"
2021,3,30,"20,113",438,220,746,54,50,91,21,28,23,67,"1,194",182,26,98,24,53,"1,229",535,348,588,940,"1,136",622,"1,958","1,512",551,532,"1,332","1,921","3,594"
2021,3,40,"26,998",470,335,517,64,52,116,35,46,50,94,"1,921",304,31,193,35,69,"1,946",722,595,838,"1,364","1,907",793,"2,785","2,577",827,939,"2,148","2,101","3,124"
2021,3,50,"29,082",664,326,672,178,151,225,113,83,105,241,"1,705",402,117,354,83,172,"2,341",910,944,"1,295","1,850","2,606","1,019","2,004","2,704","1,119","1,215","1,656","2,078","1,750"
2021,3,60,"24,482",652,271,487,226,240,249,201,182,150,357,"1,261",384,172,477,110,247,"2,264","1,007","1,366","1,378","1,744","1,904",979,938,"1,540","1,098","1,053","1,153","1,477",915
2021,3,70,"14,465",458,164,243,254,160,208,183,166,129,317,658,319,185,315,94,206,"1,555",621,986,892,970,845,522,487,827,571,527,593,745,265
2021,3,80,"8,705",338,133,182,214,184,200,174,162,141,333,403,232,193,241,101,231,794,307,504,452,396,452,206,257,499,310,275,292,358,141
2021,3,90,"1,479",74,24,43,53,31,21,24,24,31,59,67,41,28,42,20,29,129,67,71,73,55,74,35,31,97,55,48,42,61,30
2021,3,100,64,1,2,4,1,2,0,0,1,1,3,1,1,1,2,2,1,7,5,10,2,1,2,0,4,2,2,4,1,0,1
2021,4,총,"175,472","4,010","2,035","4,109","1,167",968,"1,316",798,744,722,"1,627","10,463","2,353",814,"2,031",544,"1,143","14,009","5,391","5,706","7,079","9,851","12,302","5,733","13,221","14,332","6,116","6,090","11,041","13,428","16,329"
2021,4,0,"13,354",272,158,462,20,19,51,8,13,19,21,"1,011",109,10,65,14,24,697,198,152,246,487,629,367,"1,515","1,022",307,314,"1,159","1,103","2,882"
2021,4,10,"16,479",301,216,241,47,28,82,15,18,39,61,"1,273",206,21,93,21,48,"1,114",348,291,480,767,"1,118",521,"1,746","1,648",522,533,"1,563","1,256","1,862"
2021,4,20,"20,173",347,204,479,56,52,77,25,25,35,72,962,170,29,150,42,62,"1,923",679,451,856,"1,291","1,635",677,"1,485","1,895",750,654,"1,094","2,299","1,697"
2021,4,30,"20,072",432,216,751,53,51,89,21,27,24,67,"1,185",182,27,101,22,53,"1,231",532,350,580,930,"1,132",616,"1,950","1,511",551,528,"1,321","1,942","3,597"
2021,4,40,"26,970",467,330,531,65,49,115,34,44,46,94,"1,916",305,30,191,37,69,"1,954",718,597,833,"1,352","1,901",782,"2,794","2,579",826,937,"2,146","2,089","3,139"
2021,4,50,"28,990",655,326,667,178,152,225,110,81,106,244,"1,702",400,120,353,79,167,"2,329",900,921,"1,275","1,844","2,578","1,021","1,997","2,700","1,118","1,216","1,660","2,090","1,776"
2021,4,60,"24,686",665,264,500,227,242,250,202,183,151,359,"1,280",386,172,482,115,257,"2,263","1,011","1,373","1,387","1,759","1,932",982,950,"1,554","1,101","1,057","1,164","1,489",929
2021,4,70,"14,463",458,164,247,254,160,206,183,167,128,315,657,319,183,314,94,204,"1,558",623,973,892,970,851,522,493,825,568,526,597,741,271
2021,4,80,"8,734",336,130,183,214,181,200,176,161,141,333,408,234,194,239,98,230,804,310,514,454,398,449,209,254,497,317,275,294,359,142
2021,4,90,"1,488",76,25,44,52,32,21,24,24,32,59,68,41,27,41,20,28,130,67,74,74,52,75,36,33,99,54,46,42,60,32
2021,4,100,63,1,2,4,1,2,0,0,1,1,2,1,1,1,2,2,1,6,5,10,2,1,2,0,4,2,2,4,1,0,2
2021,5,총,"175,577","4,012","2,032","4,180","1,162",965,"1,318",795,745,725,"1,623","10,484","2,344",814,"2,035",543,"1,142","14,060","5,369","5,709","7,068","9,820","12,291","5,740","13,203","14,317","6,143","6,076","11,038","13,465","16,359"
2021,5,0,"13,327",273,155,481,17,19,49,8,13,20,21,"1,011",108,10,65,12,23,702,199,154,246,472,625,364,"1,506","1,021",307,308,"1,156","1,106","2,876"
2021,5,10,"16,452",298,213,250,47,26,82,14,19,41,60,"1,270",204,21,93,21,50,"1,114",347,290,473,770,"1,115",521,"1,744","1,628",524,539,"1,554","1,242","1,882"
2021,5,20,"20,222",347,204,476,55,53,81,26,25,35,70,970,175,29,149,43,61,"1,924",678,456,848,"1,287","1,636",684,"1,480","1,907",761,648,"1,098","2,325","1,691"
2021,5,30,"20,025",430,216,770,53,51,87,21,28,23,67,"1,183",177,29,100,21,55,"1,241",520,347,580,912,"1,130",616,"1,929","1,512",552,522,"1,309","1,946","3,598"
2021,5,40,"26,907",465,328,550,64,47,112,34,43,49,90,"1,913",304,29,187,36,65,"1,959",711,594,827,"1,342","1,881",777,"2,782","2,559",828,937,"2,145","2,102","3,147"
2021,5,50,"28,965",651,323,667,175,154,228,105,80,105,244,"1,701",394,121,355,79,164,"2,340",890,912,"1,270","1,850","2,574","1,011","2,019","2,704","1,110","1,208","1,664","2,079","1,788"
2021,5,60,"24,867",673,270,510,229,242,247,206,183,150,363,"1,296",388,170,490,118,262,"2,280","1,019","1,379","1,391","1,756","1,952",994,956,"1,571","1,107","1,060","1,176","1,501",928
2021,5,70,"14,484",459,165,244,253,159,208,182,164,127,314,662,320,183,311,93,203,"1,558",625,976,904,972,850,522,494,820,575,528,594,745,274
2021,5,80,"8,777",340,131,187,215,181,203,173,165,141,333,411,233,194,240,97,229,810,310,515,452,405,450,213,253,498,324,276,297,360,141
2021,5,90,"1,489",74,25,41,53,31,21,26,24,33,59,66,41,27,43,21,29,127,65,76,75,53,76,37,36,95,53,47,44,59,32
2021,5,100,62,2,2,4,1,2,0,0,1,1,2,1,0,1,2,2,1,5,5,10,2,1,2,1,4,2,2,3,1,0,2
2021,6,총,"175,551","4,020","2,018","4,195","1,162",961,"1,321",794,747,718,"1,610","10,501","2,349",812,"2,042",540,"1,138","14,110","5,362","5,687","7,038","9,800","12,252","5,735","13,200","14,330","6,129","6,072","11,047","13,483","16,378"
2021,6,0,"13,255",276,149,483,16,19,48,6,14,20,22,"1,008",107,10,66,12,24,709,199,152,242,465,614,359,"1,499","1,019",303,308,"1,153","1,104","2,849"
2021,6,10,"16,444",296,216,247,49,25,86,15,19,39,59,"1,265",203,20,92,22,50,"1,108",343,294,472,758,"1,105",520,"1,745","1,632",521,536,"1,559","1,239","1,909"
2021,6,20,"20,206",349,200,476,51,53,82,24,23,35,69,974,175,29,153,42,60,"1,950",680,454,842,"1,289","1,635",684,"1,464","1,902",753,642,"1,092","2,336","1,688"
2021,6,30,"19,953",429,215,776,53,49,85,20,29,23,63,"1,186",176,28,98,19,55,"1,243",515,349,570,901,"1,119",618,"1,926","1,512",548,524,"1,306","1,941","3,577"
2021,6,40,"26,938",465,323,546,65,49,115,34,44,49,88,"1,919",301,29,191,36,64,"1,956",713,588,822,"1,341","1,862",778,"2,785","2,557",832,934,"2,159","2,110","3,183"
2021,6,50,"28,851",653,328,665,172,149,224,104,80,104,242,"1,694",393,122,352,78,164,"2,335",882,900,"1,261","1,840","2,565","1,008","2,015","2,708","1,102","1,204","1,649","2,069","1,789"
2021,6,60,"25,047",675,271,523,232,243,249,211,183,150,361,"1,312",396,169,495,118,262,"2,305","1,023","1,374","1,399","1,768","1,969",989,979,"1,571","1,115","1,067","1,190","1,519",929
2021,6,70,"14,495",462,160,247,254,160,208,179,164,125,311,663,319,181,312,93,203,"1,550",628,976,904,976,855,526,492,822,577,527,594,747,280
2021,6,80,"8,815",340,131,186,215,181,203,175,169,140,336,412,235,195,239,97,227,820,312,514,452,406,452,215,255,509,320,279,302,357,141
2021,6,90,"1,486",73,23,42,54,31,21,26,22,32,57,66,44,28,42,21,28,129,62,76,73,55,74,37,36,96,56,48,42,61,31
2021,6,100,61,2,2,4,1,2,0,0,0,1,2,2,0,1,2,2,1,5,5,10,1,1,2,1,4,2,2,3,1,0,2
2021,7,총,"175,650","4,021","1,999","4,259","1,162",953,"1,320",787,746,722,"1,603","10,490","2,335",805,"2,050",541,"1,139","14,129","5,353","5,688","7,024","9,762","12,245","5,725","13,245","14,355","6,132","6,072","11,050","13,509","16,429"
2021,7,0,"13,212",279,144,490,16,19,46,6,14,21,21,"1,009",103,10,64,12,23,709,200,148,239,454,599,360,"1,500","1,008",298,308,"1,145","1,115","2,852"
2021,7,10,"16,441",297,215,248,49,24,86,15,19,40,56,"1,261",200,20,96,22,49,"1,108",340,293,475,757,"1,102",525,"1,747","1,644",521,531,"1,553","1,231","1,917"
2021,7,20,"20,231",346,195,484,49,49,84,22,23,36,69,987,178,26,150,41,59,"1,945",684,456,839,"1,282","1,629",678,"1,471","1,905",752,649,"1,107","2,357","1,679"
2021,7,30,"19,937",430,212,802,55,50,82,19,29,23,63,"1,170",174,28,101,20,56,"1,258",509,349,558,888,"1,125",624,"1,937","1,511",553,519,"1,293","1,934","3,565"
2021,7,40,"26,921",463,323,543,66,47,116,33,44,49,86,"1,914",303,29,190,36,65,"1,946",710,585,818,"1,340","1,851",771,"2,798","2,552",825,926,"2,157","2,123","3,212"
2021,7,50,"28,810",652,326,673,166,148,224,103,77,102,241,"1,693",388,118,353,78,164,"2,342",868,897,"1,257","1,826","2,560","1,003","2,018","2,716","1,098","1,210","1,645","2,058","1,806"
2021,7,60,"25,203",679,268,539,236,241,250,210,186,153,363,"1,312",399,170,498,119,263,"2,322","1,031","1,378","1,407","1,775","1,982",981,995,"1,580","1,125","1,076","1,205","1,521",939
2021,7,70,"14,475",456,160,247,249,160,208,177,162,125,308,665,319,181,311,90,200,"1,545",629,977,902,974,864,531,488,824,576,519,595,750,283
2021,7,80,"8,857",344,131,187,219,182,203,175,170,141,338,412,229,193,243,100,228,820,311,517,452,410,455,215,251,514,326,286,306,358,141
2021,7,90,"1,503",73,24,42,56,31,21,27,22,31,56,65,42,29,42,21,31,129,65,78,76,55,76,36,37,99,56,45,43,62,33
2021,7,100,60,2,1,4,1,2,0,0,0,1,2,2,0,1,2,2,1,5,6,10,1,1,2,1,3,2,2,3,1,0,2
2021,8,총,"175,716","4,012","2,000","4,284","1,158",953,"1,319",786,749,719,"1,601","10,478","2,339",807,"2,050",540,"1,136","14,132","5,341","5,660","7,032","9,771","12,228","5,725","13,251","14,338","6,126","6,059","11,043","13,563","16,516"
2021,8,0,"13,186",281,147,493,17,19,46,5,16,21,22,996,105,10,62,12,22,705,201,146,232,458,593,360,"1,504",994,294,306,"1,138","1,117","2,864"
2021,8,10,"16,432",293,213,254,48,24,86,15,19,39,56,"1,264",203,16,98,22,44,"1,097",337,285,480,754,"1,095",525,"1,738","1,645",522,527,"1,556","1,240","1,937"
2021,8,20,"20,233",345,196,484,48,46,85,21,21,34,71,985,175,28,149,39,60,"1,964",683,454,845,"1,281","1,633",668,"1,469","1,892",750,648,"1,100","2,376","1,683"
2021,8,30,"19,900",426,211,804,54,51,81,18,31,23,61,"1,169",176,28,100,20,56,"1,247",504,347,555,885,"1,124",622,"1,924","1,507",551,516,"1,291","1,941","3,577"
2021,8,40,"26,858",460,320,547,65,48,115,34,43,49,87,"1,905",298,30,184,36,64,"1,941",706,582,813,"1,329","1,845",771,"2,800","2,546",823,919,"2,140","2,123","3,235"
2021,8,50,"28,808",646,330,670,167,147,225,100,78,102,237,"1,693",395,118,360,77,160,"2,345",861,883,"1,257","1,827","2,543","1,001","2,025","2,719","1,099","1,215","1,654","2,063","1,811"
2021,8,60,"25,316",682,267,550,234,242,250,213,186,151,366,"1,321",400,169,498,119,268,"2,324","1,036","1,384","1,409","1,790","1,989",986,"1,002","1,591","1,124","1,074","1,214","1,530",947
2021,8,70,"14,510",451,159,247,250,160,208,178,161,128,304,670,316,181,311,90,199,"1,550",629,970,906,978,877,535,492,830,578,519,594,754,285
2021,8,80,"8,899",352,132,190,220,182,202,176,170,140,338,408,232,196,241,102,230,826,312,523,455,414,450,218,254,514,328,283,312,357,142
2021,8,90,"1,513",74,24,41,54,32,21,26,24,31,57,65,39,30,45,21,32,128,66,76,78,54,77,38,40,98,55,49,43,62,33
2021,8,100,61,2,1,4,1,2,0,0,0,1,2,2,0,1,2,2,1,5,6,10,2,1,2,1,3,2,2,3,1,0,2
2021,9,총,"175,839","3,998","1,994","4,292","1,159",955,"1,318",782,749,717,"1,601","10,468","2,335",803,"2,050",541,"1,134","14,157","5,311","5,670","7,056","9,784","12,185","5,719","13,283","14,334","6,133","6,048","11,045","13,634","16,584"
2021,9,0,"13,121",276,145,498,18,19,45,5,16,21,20,988,106,9,59,11,22,699,195,144,237,451,587,357,"1,503",993,296,299,"1,125","1,108","2,869"
2021,9,10,"16,436",293,210,255,48,24,86,15,20,39,57,"1,267",201,17,99,23,42,"1,096",335,279,479,755,"1,082",523,"1,732","1,643",526,531,"1,557","1,248","1,954"
2021,9,20,"20,323",343,198,480,47,50,86,21,21,33,68,985,173,28,149,38,62,"1,984",682,471,861,"1,287","1,629",661,"1,480","1,895",748,647,"1,086","2,426","1,684"
2021,9,30,"19,879",417,209,806,53,50,79,18,30,24,58,"1,169",175,28,98,21,54,"1,246",498,349,557,888,"1,116",628,"1,947","1,492",548,513,"1,294","1,952","3,562"
2021,9,40,"26,835",460,320,547,64,49,116,33,41,49,89,"1,900",295,29,185,35,66,"1,942",692,575,805,"1,320","1,828",773,"2,792","2,545",825,916,"2,149","2,113","3,282"
2021,9,50,"28,850",644,329,670,167,147,225,96,76,103,235,"1,699",398,116,359,79,157,"2,353",853,887,"1,260","1,832","2,543","1,000","2,034","2,726","1,096","1,217","1,655","2,073","1,821"
2021,9,60,"25,366",681,267,557,235,243,248,214,188,148,370,"1,320",400,171,495,120,271,"2,322","1,044","1,376","1,410","1,791","1,990",985,"1,008","1,598","1,130","1,075","1,223","1,535",951
2021,9,70,"14,496",452,160,240,247,159,209,174,161,127,303,668,314,180,316,89,199,"1,549",622,975,910,983,878,536,488,824,580,515,597,757,284
2021,9,80,"8,939",353,131,194,225,180,202,179,172,140,339,407,234,193,239,102,228,832,318,529,459,422,453,216,254,514,327,281,314,359,143
2021,9,90,"1,533",77,24,41,54,32,22,27,24,32,60,64,39,31,49,21,32,129,66,75,76,53,77,39,42,102,55,51,44,63,32
2021,9,100,61,2,1,4,1,2,0,0,0,1,2,1,0,1,2,2,1,5,6,10,2,2,2,1,3,2,2,3,1,0,2
2021,10,총,"175,820","4,001","2,004","4,308","1,154",952,"1,311",783,753,719,"1,594","10,474","2,341",803,"2,045",540,"1,124","14,133","5,263","5,722","7,036","9,806","12,144","5,691","13,273","14,331","6,126","6,059","11,039","13,648","16,643"
2021,10,0,"13,061",276,144,498,17,17,45,5,15,21,20,987,103,9,58,11,20,691,198,138,234,455,577,350,"1,499",986,298,300,"1,121","1,109","2,859"
2021,10,10,"16,402",291,210,255,47,25,84,15,20,40,53,"1,264",204,16,92,23,40,"1,082",325,280,481,748,"1,079",523,"1,729","1,631",522,526,"1,564","1,249","1,984"
2021,10,20,"20,305",339,209,473,49,49,85,23,21,36,69,996,175,29,150,37,61,"1,975",671,495,844,"1,304","1,628",650,"1,462","1,898",752,648,"1,071","2,430","1,676"
2021,10,30,"19,860",419,204,815,54,50,75,18,31,24,58,"1,153",173,28,99,19,51,"1,244",500,360,563,882,"1,115",623,"1,939","1,498",547,522,"1,291","1,943","3,562"
2021,10,40,"26,786",465,323,549,62,48,117,33,41,49,86,"1,901",294,29,178,36,65,"1,938",685,572,796,"1,313","1,806",774,"2,787","2,536",821,905,"2,149","2,117","3,311"
2021,10,50,"28,918",640,328,673,164,146,225,97,77,101,233,"1,710",398,116,368,79,157,"2,352",842,888,"1,254","1,834","2,551",996,"2,057","2,729","1,096","1,224","1,665","2,078","1,840"
2021,10,60,"25,439",680,272,563,237,243,247,214,189,148,370,"1,321",401,173,494,121,270,"2,336","1,029","1,389","1,416","1,802","1,982",984,"1,009","1,613","1,131","1,081","1,223","1,546",955
2021,10,70,"14,492",457,159,239,246,160,209,172,158,127,301,672,315,179,314,88,198,"1,546",619,978,910,990,878,534,492,820,581,519,597,752,282
2021,10,80,"8,980",353,131,198,225,180,203,180,173,141,343,404,240,193,242,103,230,842,322,538,455,424,455,217,254,516,321,282,313,363,139
2021,10,90,"1,514",79,23,42,51,33,21,26,27,31,59,65,38,30,48,21,30,122,66,73,81,52,72,39,42,102,54,49,44,61,33
2021,10,100,63,2,1,3,2,1,0,0,1,1,2,1,0,1,2,2,2,5,6,11,2,2,1,1,3,2,3,3,1,0,2
2021,11,총,"175,670","3,988","2,007","4,303","1,145",954,"1,313",787,751,715,"1,598","10,451","2,333",804,"2,038",540,"1,122","14,158","5,243","5,727","7,014","9,776","12,104","5,684","13,257","14,339","6,118","6,053","11,013","13,650","16,685"
2021,11,0,"12,970",273,141,499,18,17,46,5,14,21,22,973,102,9,57,10,19,682,193,140,228,455,569,344,"1,483",988,295,295,"1,116","1,109","2,847"
2021,11,10,"16,420",291,213,257,47,24,84,15,21,40,53,"1,264",203,16,93,24,40,"1,082",320,278,477,744,"1,077",523,"1,737","1,641",519,531,"1,552","1,248","2,006"
2021,11,20,"20,217",334,206,467,49,49,83,23,22,35,70,978,171,32,149,35,61,"1,977",673,507,844,"1,292","1,610",646,"1,450","1,887",749,645,"1,072","2,421","1,680"
2021,11,30,"19,795",421,202,812,52,52,78,18,30,24,58,"1,156",172,28,99,18,50,"1,251",491,367,556,877,"1,115",613,"1,925","1,484",550,521,"1,268","1,944","3,563"
2021,11,40,"26,739",455,324,549,60,49,114,33,41,45,84,"1,900",293,29,176,37,67,"1,939",679,567,789,"1,295","1,789",774,"2,792","2,537",821,909,"2,156","2,104","3,332"
2021,11,50,"28,960",643,327,678,159,144,226,96,77,98,236,"1,715",401,113,366,80,158,"2,362",846,877,"1,250","1,840","2,552","1,000","2,072","2,733","1,093","1,210","1,666","2,092","1,850"
2021,11,60,"25,505",685,281,564,241,243,249,219,188,149,373,"1,324",400,174,499,120,271,"2,344","1,025","1,399","1,410","1,805","1,992",987,"1,008","1,618","1,137","1,083","1,227","1,539",951
2021,11,70,"14,508",455,158,241,242,163,208,166,157,128,297,667,314,178,314,90,195,"1,550",622,977,915,986,878,535,494,828,580,525,594,767,284
2021,11,80,"8,992",353,130,192,223,180,202,182,172,143,343,409,240,193,238,105,229,845,325,539,460,428,451,221,252,519,317,282,317,364,138
2021,11,90,"1,517",76,23,42,52,32,23,30,28,31,60,65,37,31,45,19,30,122,68,75,83,52,70,40,41,102,54,49,44,62,31
2021,11,100,47,2,2,2,2,1,0,0,1,1,2,0,0,1,2,2,2,4,1,1,2,2,1,1,3,2,3,3,1,0,3
2021,12,총,"175,496","3,976","2,001","4,292","1,145",948,"1,308",786,753,716,"1,594","10,424","2,324",800,"2,024",539,"1,119","14,182","5,213","5,691","7,001","9,754","12,073","5,657","13,269","14,287","6,119","6,024","11,006","13,795","16,676"
2021,12,0,"12,922",270,141,498,18,17,45,6,13,21,23,964,101,11,56,11,17,681,188,136,225,450,555,344,"1,475",972,294,298,"1,127","1,127","2,838"
2021,12,10,"16,435",293,215,257,46,23,82,15,20,41,52,"1,260",204,14,91,24,40,"1,081",317,281,478,741,"1,090",520,"1,753","1,646",516,528,"1,542","1,248","2,017"
2021,12,20,"20,058",334,200,458,52,50,82,24,23,34,69,976,165,31,144,33,55,"1,976",667,495,839,"1,288","1,596",640,"1,433","1,854",749,630,"1,067","2,432","1,662"
2021,12,30,"19,713",414,197,805,52,51,76,19,31,24,58,"1,148",173,27,97,18,50,"1,250",484,364,554,866,"1,110",601,"1,918","1,460",547,518,"1,262","1,995","3,544"
2021,12,40,"26,765",458,325,555,61,48,115,32,41,46,82,"1,888",291,27,173,38,66,"1,957",681,562,784,"1,291","1,775",777,"2,813","2,531",824,905,"2,153","2,114","3,352"
2021,12,50,"28,972",642,327,682,159,144,224,96,79,98,235,"1,717",398,110,366,79,157,"2,361",842,869,"1,253","1,840","2,549",997,"2,070","2,739","1,093","1,203","1,664","2,125","1,854"
2021,12,60,"25,528",678,282,560,238,243,251,221,189,150,378,"1,327",403,180,500,121,276,"2,346","1,013","1,392","1,407","1,804","1,989",982,"1,013","1,631","1,134","1,079","1,236","1,551",954
2021,12,70,"14,508",453,159,241,239,163,206,159,154,127,299,670,311,177,311,89,193,"1,555",626,977,922,984,881,533,494,827,582,531,592,771,282
2021,12,80,"9,036",355,131,193,228,179,202,185,175,144,339,410,240,190,236,108,231,848,325,545,457,433,456,226,254,523,320,282,315,368,138
2021,12,90,"1,512",77,23,41,50,29,25,29,27,31,57,64,37,32,48,16,32,120,69,69,81,56,71,36,43,102,56,47,47,64,33
2021,12,100,47,2,1,2,2,1,0,0,1,0,2,0,1,1,2,2,2,7,1,1,1,1,1,1,3,2,4,3,1,0,2
