년도,월,나이,창원시,의창구,동읍,북면,대산면,의창동,팔룡동,명곡동,봉림동,용지동,성산구,반송동,중앙동,상남동,사파동,가음정동,성주동,웅남동,마산합포구,구산면,진동면,진북면,진전면,현동,가포동,월영동,문화동,반월중앙동,완월동,자산동,교방동,노산동,오동동,합포동,산호동,마산회원구,내서읍,회원1동,회원2동,석전동,회성동,양덕1동,양덕2동,합성1동,합성2동,구암1동,구암2동,봉암동,진해구,중앙동,태평동,충무동,여좌동,태백동,경화동,병암동,석동,이동,자은동,덕산동,풍호동,웅천동,웅동1동,웅동2동,용지동
2021,9,100,88,22,2,5,2,3,2,5,3,,10,3,1,3,1,1,0,0,22,1,1,1,2,0,0,3,0,5,1,1,3,,1,2,1,21,2,7,0,1,4,0,0,3,1,0,1,2,13,,,3,1,1,0,1,2,1,1,1,1,1,0,0,1
2021,10,총,"1,033,729","218,234","19,756","43,363","7,124","50,479","25,923","41,487","30,102",,"252,396","41,134","34,603","27,809","44,770","40,444","26,308","7,776","181,146","4,211","12,181","3,402","3,872","14,110","1,203","42,290","11,091","14,457","9,003","10,353","16,047",,"19,394","7,280","12,252","187,533","63,643","10,224","10,040","16,925","6,078","11,008","31,297","9,319","7,476","8,883","9,399","3,241","194,420",,,"16,934","8,439","4,468","11,169","7,448","17,527","8,596","21,296","10,149","25,771","13,001","6,669","42,953","29,552"
2021,10,0,"79,744","17,234","1,040","6,240",237,"4,141","1,966","2,209","1,401",,"18,548","3,074","2,174","1,984","3,220","3,507","2,126",421,"13,259",105,"1,048",57,44,"2,067",60,"4,543",475,803,368,418,"1,204",,972,399,696,"12,329","4,646",358,649,"1,099",154,536,"3,015",630,238,382,489,133,"18,374",,,"1,364",295,164,958,517,"1,399",340,"2,267","1,015","3,294","1,790",475,"4,496","2,042"
2021,10,10,"98,185","19,336","1,788","3,978",365,"4,571","2,659","3,842","2,133",,"25,760","5,141","2,490","3,267","4,612","3,906","2,982",736,"14,233",151,"1,023",131,137,"1,271",54,"4,055",664,"1,340",700,845,"1,327",,"1,161",430,944,"17,693","7,872",604,777,"1,207",313,824,"3,469",561,448,648,760,210,"21,163",,,"1,792",623,262,993,753,"2,422",523,"2,259","1,205","3,302","1,005",696,"5,328","2,626"
2021,10,20,"126,519","28,184","2,192","3,641",622,"6,765","3,867","6,228","4,869",,"37,250","5,327","6,221","4,029","6,316","5,886","3,960",989,"19,020",278,"1,064",248,212,"1,127",170,"5,042","1,730","1,492","1,058","1,123","1,524",,"1,946",674,"1,332","21,284","7,996",900,"1,086","1,770",531,"1,277","3,243","1,110",918,904,"1,245",304,"20,781",,,"2,168",801,430,"1,144",774,"2,204","1,075","2,222","1,183","2,198","1,250",658,"4,674","4,522"
2021,10,30,"130,667","28,420","1,749","7,522",643,"6,866","3,704","4,236","3,700",,"34,516","4,487","6,068","3,416","6,159","6,117","3,338",898,"21,388",263,"1,340",194,169,"2,281",147,"6,345","1,050","1,433",791,881,"1,998",,"2,209",876,"1,411","20,501","6,237",870,"1,318","2,261",525,"1,242","3,872","1,227",714,842,"1,030",363,"25,842",,,"2,092",672,335,"1,412",766,"2,070",984,"3,042","1,239","3,629","2,389",731,"6,481","4,033"
2021,10,40,"166,365","33,919","3,032","7,568",757,"7,955","4,325","6,180","4,102",,"40,659","7,145","5,228","4,625","7,415","6,315","4,165","1,221","26,680",388,"1,982",291,270,"2,563",151,"6,674","1,362","2,183","1,189","1,384","2,427",,"2,948","1,064","1,804","29,368","11,154","1,332","1,368","2,338",694,"1,550","5,557","1,312","1,033","1,171","1,351",508,"35,739",,,"2,861","1,122",548,"1,723","1,202","3,405","1,267","3,798","1,707","5,142","2,173","1,130","9,661","4,545"
2021,10,50,"184,697","41,109","3,884","6,119","1,288","9,652","5,109","9,093","5,964",,"51,161","8,260","6,589","5,918","9,016","8,101","5,848","1,402","29,531",717,"1,958",665,696,"1,897",180,"6,627","1,848","2,435","1,659","1,875","2,509",,"3,209","1,190","2,066","33,720","12,461","1,705","1,598","2,822","1,111","1,878","5,182","1,605","1,365","1,718","1,658",617,"29,176",,,"2,232","1,366",756,"1,796","1,177","2,806","1,497","3,416","1,416","3,478","1,806","1,133","6,297","6,027"
2021,10,60,"150,532","31,819","3,389","5,308","1,685","6,903","2,972","6,374","5,188",,"31,254","5,268","4,107","3,380","5,636","4,775","2,953","1,290","31,552","1,179","2,114",897,"1,005","1,772",256,"5,579","2,115","2,490","1,823","2,135","2,770",,"3,727","1,417","2,273","31,040","8,114","2,326","1,818","3,077","1,478","2,223","4,435","1,670","1,588","1,935","1,739",637,"24,867",,,"2,166","1,568",950,"1,821","1,203","2,089","1,698","2,729","1,339","3,032","1,525","1,033","3,714","3,845"
2021,10,70,"65,504","12,203","1,689","1,915",927,"2,540",925,"2,338","1,869",,"8,979","1,717","1,183",773,"1,591","1,232",638,541,"16,957",710,"1,071",540,724,782,131,"2,437","1,225","1,498",902,"1,175","1,596",,"2,141",791,"1,234","15,185","3,490","1,436","1,008","1,704",853,"1,080","1,804",859,874,918,825,334,"12,180",,,"1,423","1,240",654,897,674,776,845,"1,044",685,"1,149",657,496,"1,640","1,304"
2021,10,80,"27,741","5,254",883,926,518,950,352,872,753,,"3,693",622,464,349,710,525,257,239,"7,439",347,496,307,519,312,48,861,543,700,462,471,603,,952,388,430,"5,768","1,524",618,363,591,379,358,632,308,274,328,274,119,"5,587",,,727,674,328,388,343,305,322,462,328,491,367,273,579,527
2021,10,90,"3,684",733,108,141,80,132,42,110,120,,565,89,78,65,94,79,41,39,"1,064",72,84,71,94,37,6,124,79,78,50,45,87,,128,48,61,623,147,68,55,56,36,40,88,32,23,37,27,14,699,,,106,77,40,37,38,50,44,56,31,55,38,44,83,80
2021,10,100,91,23,2,5,2,4,2,5,3,,11,4,1,3,1,1,0,0,23,1,1,1,2,1,0,3,0,5,1,1,2,,1,3,1,22,2,7,0,0,4,0,0,5,1,0,1,2,12,,,3,1,1,0,1,1,1,1,1,1,1,0,0,1
2021,11,총,"1,033,281","218,131","19,802","43,392","7,108","50,410","25,914","41,439","30,066",,"251,982","41,073","34,546","27,776","44,689","40,373","26,259","7,768","181,226","4,200","12,151","3,373","3,864","14,114","1,312","42,361","11,026","14,489","8,997","10,332","16,073",,"19,367","7,304","12,263","187,245","63,586","10,189","10,032","16,889","6,052","10,990","31,252","9,319","7,475","8,854","9,378","3,229","194,697",,,"16,995","8,475","4,262","11,132","7,438","17,519","8,594","21,258","10,169","25,718","12,979","6,826","43,332","29,498"
2021,11,0,"79,371","17,179","1,051","6,220",232,"4,131","1,960","2,199","1,386",,"18,407","3,058","2,157","1,974","3,183","3,478","2,105",413,"13,226",104,"1,049",54,44,"2,062",62,"4,545",463,801,363,416,"1,213",,963,398,689,"12,260","4,608",351,646,"1,104",151,536,"2,998",635,235,379,484,133,"18,299",,,"1,365",287,162,943,516,"1,390",336,"2,251","1,010","3,261","1,780",479,"4,519","2,039"
2021,11,10,"98,128","19,353","1,790","4,020",374,"4,564","2,653","3,835","2,117",,"25,726","5,137","2,489","3,265","4,600","3,914","2,965",733,"14,262",149,"1,019",130,138,"1,274",58,"4,077",655,"1,341",698,841,"1,332",,"1,168",430,952,"17,602","7,849",605,761,"1,196",309,815,"3,455",553,447,643,760,209,"21,185",,,"1,785",627,253,993,754,"2,406",519,"2,265","1,199","3,315","1,003",700,"5,366","2,623"
2021,11,20,"126,044","28,038","2,197","3,607",614,"6,718","3,854","6,173","4,875",,"37,004","5,311","6,204","3,997","6,268","5,809","3,947",991,"18,931",278,"1,053",246,210,"1,114",188,"5,006","1,708","1,496","1,056","1,118","1,521",,"1,939",675,"1,323","21,223","7,996",905,"1,081","1,748",532,"1,266","3,237","1,107",908,902,"1,233",308,"20,848",,,"2,182",815,405,"1,131",778,"2,223","1,073","2,193","1,194","2,190","1,243",676,"4,745","4,477"
2021,11,30,"130,293","28,353","1,755","7,503",631,"6,838","3,703","4,252","3,671",,"34,452","4,460","6,037","3,409","6,161","6,118","3,330",891,"21,317",258,"1,323",189,165,"2,273",169,"6,324","1,046","1,427",788,863,"2,021",,"2,177",887,"1,407","20,406","6,211",866,"1,320","2,250",516,"1,231","3,848","1,229",717,830,"1,033",355,"25,765",,,"2,123",669,316,"1,398",746,"2,050",985,"3,015","1,240","3,571","2,384",741,"6,527","4,046"
2021,11,40,"166,246","33,876","3,031","7,601",764,"7,940","4,308","6,147","4,085",,"40,522","7,113","5,214","4,625","7,393","6,281","4,145","1,221","26,778",387,"1,987",288,265,"2,583",163,"6,709","1,354","2,198","1,198","1,380","2,421",,"2,954","1,070","1,821","29,319","11,129","1,327","1,369","2,343",692,"1,546","5,547","1,308","1,037","1,172","1,341",508,"35,751",,,"2,858","1,114",525,"1,715","1,197","3,397","1,260","3,803","1,697","5,143","2,169","1,161","9,712","4,530"
2021,11,50,"184,804","41,135","3,911","6,107","1,282","9,628","5,126","9,121","5,960",,"51,125","8,256","6,576","5,919","8,976","8,135","5,841","1,400","29,478",708,"1,938",655,693,"1,892",193,"6,645","1,837","2,439","1,647","1,887","2,502",,"3,192","1,188","2,062","33,734","12,486","1,700","1,591","2,814","1,107","1,891","5,184","1,615","1,365","1,715","1,650",616,"29,332",,,"2,250","1,378",717,"1,795","1,189","2,811","1,486","3,421","1,436","3,480","1,799","1,171","6,399","6,022"
2021,11,60,"151,057","31,926","3,382","5,345","1,682","6,940","2,989","6,381","5,207",,"31,447","5,285","4,138","3,385","5,694","4,804","2,990","1,291","31,665","1,191","2,116",897,"1,011","1,775",284,"5,605","2,103","2,500","1,835","2,129","2,770",,"3,740","1,426","2,283","31,045","8,135","2,310","1,834","3,074","1,477","2,215","4,446","1,660","1,589","1,926","1,746",633,"24,974",,,"2,178","1,586",909,"1,824","1,199","2,103","1,714","2,740","1,347","3,045","1,526","1,060","3,743","3,860"
2021,11,70,"65,670","12,232","1,698","1,916",926,"2,556",923,"2,334","1,879",,"9,019","1,739","1,194",783,"1,594","1,231",638,547,"17,003",707,"1,080",533,721,785,139,"2,454","1,235","1,512",892,"1,176","1,597",,"2,148",790,"1,234","15,223","3,499","1,432","1,014","1,706",858,"1,082","1,816",866,877,914,827,332,"12,193",,,"1,411","1,237",620,905,671,782,851,"1,045",686,"1,155",667,511,"1,652","1,293"
2021,11,80,"27,904","5,288",881,926,523,959,354,880,765,,"3,699",621,457,353,722,522,258,242,"7,486",347,500,310,520,314,50,869,547,693,469,475,610,,963,388,431,"5,796","1,524",624,361,595,375,366,631,312,277,334,278,119,"5,635",,,734,681,313,388,349,310,325,468,327,506,368,281,585,524
2021,11,90,"3,694",730,104,141,79,133,42,113,118,,570,89,79,63,97,80,40,39,"1,064",71,85,70,95,41,6,125,78,82,50,46,84,,122,49,60,626,147,68,55,59,34,42,90,30,22,39,26,14,704,,,106,80,41,40,39,46,44,56,32,51,39,46,84,83
2021,11,100,70,21,2,6,1,3,2,4,3,,11,4,1,3,1,1,0,0,16,0,1,1,2,1,0,2,0,0,1,1,2,,1,3,1,11,2,1,0,0,1,0,0,4,1,0,0,2,11,,,3,1,1,0,0,1,1,1,1,1,1,0,0,1
2021,12,총,"1,032,741","218,027","19,769","43,422","7,118","50,348","25,927","41,362","30,081",,"251,562","41,027","34,507","27,699","44,616","40,288","26,219","7,753","181,322","4,202","12,129","3,378","3,848","14,124","1,543","42,370","10,983","14,460","9,001","10,286","16,106",,"19,334","7,328","12,230","186,881","63,446","10,164","10,064","16,791","6,037","10,970","31,215","9,297","7,489","8,860","9,329","3,219","194,949",,,"16,962","8,469","4,130","11,097","7,431","17,555","8,583","21,235","10,154","25,699","12,985","6,975","43,674","29,453"
2021,12,0,"78,953","17,098","1,039","6,206",232,"4,126","1,949","2,174","1,372",,"18,293","3,030","2,143","1,964","3,162","3,463","2,097",407,"13,189",107,"1,034",55,43,"2,053",70,"4,530",468,799,361,408,"1,217",,967,398,679,"12,175","4,580",350,659,"1,084",153,526,"2,984",628,234,375,476,126,"18,198",,,"1,365",283,160,920,507,"1,377",330,"2,214","1,002","3,237","1,771",486,"4,546","2,027"
2021,12,10,"98,134","19,331","1,784","4,036",375,"4,542","2,655","3,828","2,111",,"25,685","5,140","2,478","3,255","4,605","3,891","2,959",737,"14,271",148,"1,026",129,135,"1,285",79,"4,085",632,"1,333",703,845,"1,331",,"1,159",435,946,"17,589","7,819",603,766,"1,198",308,814,"3,471",555,448,642,759,206,"21,258",,,"1,780",623,244,999,755,"2,415",516,"2,275","1,206","3,329","1,017",709,"5,390","2,620"
2021,12,20,"125,367","27,854","2,196","3,586",612,"6,668","3,829","6,114","4,849",,"36,742","5,270","6,162","3,955","6,218","5,786","3,916",980,"18,856",276,"1,041",239,203,"1,099",229,"4,976","1,700","1,498","1,046","1,107","1,527",,"1,940",673,"1,302","21,079","7,931",906,"1,074","1,710",537,"1,258","3,219","1,102",905,913,"1,221",303,"20,836",,,"2,171",822,401,"1,108",769,"2,227","1,074","2,192","1,181","2,191","1,223",689,"4,788","4,455"
2021,12,30,"129,935","28,250","1,733","7,461",626,"6,805","3,694","4,248","3,683",,"34,408","4,450","6,044","3,409","6,155","6,086","3,332",890,"21,324",259,"1,303",191,166,"2,263",213,"6,329","1,039","1,410",797,851,"2,039",,"2,172",902,"1,390","20,252","6,179",859,"1,319","2,218",505,"1,227","3,817","1,221",715,819,"1,019",354,"25,701",,,"2,128",657,311,"1,386",743,"2,052",984,"2,972","1,229","3,529","2,396",764,"6,550","4,042"
2021,12,40,"166,304","33,887","3,027","7,663",769,"7,933","4,327","6,108","4,060",,"40,443","7,103","5,244","4,607","7,382","6,243","4,142","1,211","26,814",379,"1,983",286,258,"2,599",203,"6,725","1,351","2,196","1,194","1,371","2,427",,"2,940","1,076","1,826","29,306","11,092","1,334","1,376","2,334",695,"1,551","5,562","1,306","1,043","1,173","1,331",509,"35,854",,,"2,836","1,118",505,"1,710","1,197","3,395","1,258","3,830","1,708","5,137","2,170","1,193","9,797","4,511"
2021,12,50,"184,802","41,180","3,919","6,108","1,285","9,613","5,148","9,118","5,989",,"51,029","8,268","6,553","5,899","8,930","8,146","5,830","1,392","29,467",708,"1,943",650,688,"1,894",232,"6,644","1,840","2,431","1,641","1,877","2,497",,"3,180","1,177","2,065","33,657","12,477","1,680","1,599","2,814","1,096","1,884","5,166","1,609","1,366","1,709","1,644",613,"29,469",,,"2,248","1,373",693,"1,806","1,204","2,828","1,476","3,425","1,432","3,493","1,796","1,213","6,482","6,011"
2021,12,60,"151,447","32,055","3,384","5,365","1,679","6,986","3,001","6,408","5,232",,"31,621","5,296","4,147","3,414","5,737","4,836","2,996","1,304","31,732","1,187","2,122",914,"1,012","1,782",312,"5,611","2,097","2,495","1,846","2,130","2,771",,"3,732","1,434","2,287","31,035","8,161","2,302","1,837","3,060","1,470","2,209","4,438","1,651","1,591","1,937","1,739",640,"25,004",,,"2,182","1,575",876,"1,820","1,191","2,107","1,721","2,747","1,341","3,054","1,543","1,069","3,778","3,891"
2021,12,70,"65,921","12,278","1,700","1,915",932,"2,568",925,"2,353","1,885",,"9,049","1,757","1,198",778,"1,605","1,235",650,547,"17,049",707,"1,089",533,723,794,148,"2,469","1,231","1,509",892,"1,177","1,582",,"2,169",790,"1,236","15,312","3,518","1,426","1,014","1,721",868,"1,092","1,831",876,886,914,832,334,"12,233",,,"1,411","1,246",598,918,671,790,851,"1,049",692,"1,162",663,522,"1,660","1,279"
2021,12,80,"28,070","5,335",881,936,524,969,354,893,778,,"3,700",617,458,351,724,519,256,246,"7,542",361,502,312,518,316,52,871,548,709,466,475,628,,956,392,436,"5,834","1,537",634,363,593,371,366,638,316,275,341,283,117,"5,659",,,726,687,303,387,354,319,328,471,330,514,365,281,594,529
2021,12,90,"3,743",741,105,141,83,135,43,115,119,,584,93,80,64,98,82,41,39,"1,062",70,85,67,100,39,5,128,77,80,53,44,85,,119,48,62,631,150,69,57,59,33,43,89,29,25,37,25,15,725,,,111,84,38,43,40,44,45,58,32,52,40,49,89,87
2021,12,100,65,18,1,5,1,3,2,3,3,,8,3,0,3,0,1,0,0,16,0,1,2,2,0,0,2,0,0,2,1,2,,0,3,1,11,2,1,0,0,1,0,0,4,1,0,0,2,12,,,4,1,1,0,0,1,0,2,1,1,1,0,0,1
