년도,월,나이,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동,세종특별자치시  해밀동,세종특별자치시  반곡동
2021,3,총,"360,462","43,304","2,758","3,156","6,251","8,912","6,877","7,452","5,614","3,484","2,412","19,184","30,970","40,847","23,620","29,455","34,401","33,348","19,357","11,210","27,850",,
2021,3,0,"47,300","3,187",93,88,324,322,225,331,183,69,97,"2,550","4,495","5,814","3,483","4,627","5,941","5,855","3,138","1,645","4,833",,
2021,3,10,"43,522","4,188",108,128,367,409,310,415,382,118,180,"3,353","4,148","5,457","4,329","4,175","4,812","3,609","2,532","1,075","3,427",,
2021,3,20,"37,866","6,471",388,300,732,910,"1,030",875,562,278,271,"1,722","3,762","4,605","1,838","2,579","2,568","3,130","1,871","1,368","2,606",,
2021,3,30,"61,515","5,503",358,293,745,912,919,743,497,246,182,"2,519","6,212","7,549","3,393","5,400","6,468","7,711","3,571","2,252","6,042",,
2021,3,40,"70,075","6,881",333,336,829,"1,018",942,883,672,335,334,"4,494","6,463","8,740","5,934","6,297","7,571","6,458","3,941","1,944","5,670",,
2021,3,50,"45,953","6,671",523,530,"1,099","1,599","1,283","1,227","1,030",693,442,"2,601","3,380","4,693","2,761","3,234","3,495","3,783","2,353","1,667","2,889",,
2021,3,60,"31,270","5,517",520,684,"1,078","1,811","1,149","1,428","1,039",868,415,"1,220","1,717","2,391","1,222","1,987","2,422","1,937","1,328",878,"1,659",,
2021,3,70,"14,451","3,102",254,424,625,"1,140",588,900,666,508,272,484,547,"1,038",463,781,841,605,437,245,531,,
2021,3,80,"7,245","1,536",152,309,401,666,384,576,496,315,195,201,196,459,163,335,235,206,155,108,157,,
2021,3,90,"1,228",240,28,60,50,121,46,71,82,52,24,38,50,101,33,39,48,50,31,28,36,,
2021,3,100,37,8,1,4,1,4,1,3,5,2,0,2,0,0,1,1,0,4,0,0,0,,
2021,4,총,"361,396","43,290","2,781","3,153","6,211","8,941","6,895","7,422","5,578","3,486","2,413","19,181","31,539","40,907","23,618","29,422","34,419","33,596","19,351","11,259","27,934",,
2021,4,0,"47,239","3,164",97,88,320,326,232,336,183,72,98,"2,540","4,578","5,782","3,459","4,590","5,910","5,853","3,126","1,647","4,838",,
2021,4,10,"43,710","4,175",106,129,364,406,312,406,375,116,176,"3,341","4,214","5,496","4,328","4,209","4,829","3,629","2,556","1,077","3,466",,
2021,4,20,"38,010","6,470",392,296,715,924,"1,038",866,560,280,275,"1,724","3,820","4,615","1,850","2,564","2,566","3,220","1,872","1,373","2,590",,
2021,4,30,"61,490","5,510",362,293,745,911,920,737,490,242,181,"2,499","6,304","7,547","3,381","5,372","6,423","7,755","3,533","2,254","6,031",,
2021,4,40,"70,245","6,878",335,339,818,"1,026",944,880,659,338,334,"4,481","6,572","8,729","5,913","6,292","7,595","6,494","3,948","1,964","5,706",,
2021,4,50,"46,140","6,647",528,524,"1,090","1,604","1,282","1,221","1,021",692,443,"2,638","3,483","4,713","2,775","3,252","3,520","3,783","2,351","1,678","2,895",,
2021,4,60,"31,569","5,551",526,685,"1,088","1,818","1,154","1,430","1,046",872,416,"1,226","1,763","2,428","1,250","1,995","2,438","1,981","1,341",883,"1,678",,
2021,4,70,"14,422","3,082",254,426,619,"1,128",580,892,664,507,273,488,551,"1,033",463,782,843,614,440,249,534,,
2021,4,80,"7,284","1,562",149,308,399,672,384,581,494,314,192,203,199,459,164,326,248,211,154,106,159,,
2021,4,90,"1,251",243,31,61,52,122,48,71,81,51,25,39,55,105,34,39,47,52,30,28,37,,
2021,4,100,36,8,1,4,1,4,1,2,5,2,0,2,0,0,1,1,0,4,0,0,0,,
2021,5,총,"362,036","43,265","2,764","3,161","6,189","8,935","6,894","7,407","5,574","3,471","2,395","19,166","31,657","41,037","23,609","29,398","34,429","33,846","19,357","11,280","28,202",,
2021,5,0,"47,074","3,141",95,90,314,323,229,336,183,70,95,"2,522","4,554","5,769","3,441","4,547","5,878","5,845","3,120","1,655","4,867",,
2021,5,10,"43,846","4,151",99,128,366,403,312,405,371,117,175,"3,320","4,258","5,507","4,328","4,224","4,852","3,674","2,576","1,082","3,498",,
2021,5,20,"38,094","6,492",391,290,710,923,"1,045",852,560,279,273,"1,742","3,799","4,632","1,857","2,544","2,547","3,325","1,859","1,359","2,615",,
2021,5,30,"61,318","5,505",360,289,734,900,906,725,491,238,177,"2,487","6,302","7,571","3,361","5,346","6,391","7,731","3,513","2,254","6,037",,
2021,5,40,"70,319","6,842",331,338,821,"1,035",939,877,654,333,325,"4,458","6,617","8,735","5,879","6,298","7,610","6,534","3,949","1,972","5,772",,
2021,5,50,"46,469","6,648",513,535,"1,082","1,603","1,297","1,223","1,017",690,444,"2,662","3,536","4,765","2,804","3,278","3,539","3,834","2,360","1,686","2,953",,
2021,5,60,"31,833","5,579",538,685,"1,088","1,824","1,149","1,437","1,048",873,416,"1,239","1,779","2,453","1,275","2,010","2,469","2,010","1,354",890,"1,717",,
2021,5,70,"14,457","3,082",257,426,615,"1,123",585,895,665,502,269,494,556,"1,041",464,781,847,623,443,248,541,,
2021,5,80,"7,321","1,570",148,312,405,673,382,579,500,312,197,201,202,457,166,333,247,216,151,106,164,,
2021,5,90,"1,268",247,31,64,53,123,49,76,80,55,24,39,54,107,32,36,49,51,32,28,38,,
2021,5,100,37,8,1,4,1,5,1,2,5,2,0,2,0,0,2,1,0,3,0,0,0,,
2021,6,총,"362,995","43,272","2,770","3,155","6,226","8,944","6,939","7,415","5,575","3,461","2,390","19,086","32,196","41,054","23,622","29,394","34,413","34,033","19,373","11,297","28,380",,
2021,6,0,"46,977","3,127",96,90,318,325,234,336,184,74,96,"2,476","4,602","5,754","3,406","4,527","5,864","5,839","3,099","1,657","4,873",,
2021,6,10,"44,072","4,148",101,129,364,399,309,410,374,116,175,"3,328","4,358","5,523","4,339","4,250","4,856","3,682","2,587","1,093","3,531",,
2021,6,20,"38,205","6,534",384,283,724,926,"1,042",854,548,274,272,"1,733","3,796","4,596","1,876","2,538","2,536","3,455","1,854","1,348","2,632",,
2021,6,30,"61,194","5,462",365,291,748,894,924,722,495,238,180,"2,451","6,381","7,523","3,357","5,282","6,351","7,751","3,514","2,247","6,018",,
2021,6,40,"70,646","6,855",331,339,818,"1,042",951,881,646,335,322,"4,435","6,753","8,776","5,869","6,335","7,628","6,560","3,956","1,994","5,820",,
2021,6,50,"46,583","6,601",514,531,"1,084","1,588","1,309","1,220","1,013",682,438,"2,685","3,660","4,767","2,814","3,283","3,539","3,824","2,360","1,683","2,988",,
2021,6,60,"32,165","5,631",542,686,"1,093","1,838","1,161","1,438","1,064",875,419,"1,245","1,809","2,489","1,289","2,028","2,499","2,034","1,370",894,"1,761",,
2021,6,70,"14,506","3,078",257,428,619,"1,125",578,898,662,501,270,492,574,"1,056",474,780,845,619,448,249,553,,
2021,6,80,"7,331","1,578",147,310,404,679,379,579,503,311,194,200,206,458,166,332,246,214,153,106,166,,
2021,6,90,"1,278",250,32,64,53,122,51,75,80,54,24,39,57,112,30,38,49,52,32,26,38,,
2021,6,100,38,8,1,4,1,6,1,2,6,1,0,2,0,0,2,1,0,3,0,0,0,,
2021,7,총,"364,364","43,355","2,773","3,149","6,219","8,956","6,971","7,448","5,552","3,430","2,372","19,025","33,108","41,058","23,613","29,460","34,453","34,239","19,425","11,307","28,451",,
2021,7,0,"46,995","3,111",96,96,311,332,247,339,183,70,92,"2,458","4,764","5,729","3,377","4,506","5,873","5,831","3,069","1,659","4,852",,
2021,7,10,"44,340","4,163",99,122,366,384,319,409,369,114,175,"3,296","4,536","5,517","4,354","4,259","4,877","3,712","2,617","1,092","3,560",,
2021,7,20,"38,265","6,530",371,285,714,938,"1,018",855,551,274,263,"1,742","3,822","4,577","1,876","2,554","2,520","3,549","1,866","1,344","2,616",,
2021,7,30,"61,176","5,448",371,290,745,904,930,727,485,235,186,"2,444","6,494","7,501","3,336","5,278","6,304","7,741","3,523","2,246","5,988",,
2021,7,40,"71,019","6,876",328,332,814,"1,025",966,882,644,328,312,"4,396","7,005","8,828","5,868","6,334","7,662","6,586","3,973","2,002","5,858",,
2021,7,50,"46,878","6,643",516,532,"1,083","1,600","1,310","1,217","1,007",674,438,"2,697","3,781","4,770","2,824","3,319","3,567","3,836","2,363","1,672","3,029",,
2021,7,60,"32,468","5,664",553,689,"1,109","1,844","1,163","1,455","1,071",868,420,"1,254","1,852","2,516","1,306","2,052","2,506","2,079","1,373",908,"1,786",,
2021,7,70,"14,554","3,072",255,427,618,"1,122",586,905,653,497,270,496,582,"1,067",472,785,851,636,452,252,556,,
2021,7,80,"7,365","1,594",151,311,403,680,379,581,505,315,194,202,212,444,169,335,244,215,156,107,168,,
2021,7,90,"1,268",246,32,61,55,121,52,76,78,54,22,39,60,109,29,37,49,52,33,25,38,,
2021,7,100,36,8,1,4,1,6,1,2,6,1,0,1,0,0,2,1,0,2,0,0,0,,
2021,8,총,"365,309","43,348","2,768","3,153","6,253","8,974","6,994","7,437","5,559","3,408","2,355","18,960","33,966","41,059","23,617","29,530","34,517","34,201","19,397","11,320","28,493",,
2021,8,0,"46,951","3,084",98,94,321,335,248,344,182,67,90,"2,435","4,896","5,706","3,355","4,497","5,851","5,810","3,037","1,657","4,844",,
2021,8,10,"44,563","4,165",97,126,363,378,314,406,364,113,176,"3,300","4,701","5,520","4,361","4,257","4,904","3,724","2,614","1,091","3,589",,
2021,8,20,"38,185","6,527",378,280,718,940,"1,014",843,558,270,261,"1,741","3,870","4,563","1,867","2,561","2,508","3,487","1,873","1,338","2,588",,
2021,8,30,"61,164","5,451",366,295,756,911,935,735,474,229,183,"2,429","6,601","7,491","3,324","5,302","6,260","7,709","3,507","2,232","5,974",,
2021,8,40,"71,243","6,850",321,335,816,"1,018",967,870,653,320,304,"4,364","7,246","8,822","5,853","6,316","7,693","6,610","3,970","2,023","5,892",,
2021,8,50,"47,168","6,651",518,530,"1,085","1,607","1,309","1,207","1,009",674,437,"2,704","3,885","4,813","2,853","3,365","3,601","3,848","2,369","1,661","3,042",,
2021,8,60,"32,723","5,690",552,698,"1,109","1,854","1,174","1,460","1,077",872,425,"1,243","1,900","2,522","1,323","2,065","2,542","2,102","1,387",926,"1,802",,
2021,8,70,"14,593","3,063",253,424,626,"1,115",595,909,649,498,267,498,584,"1,062",480,800,866,639,452,256,557,,
2021,8,80,"7,423","1,616",154,306,402,689,385,583,512,311,188,207,217,452,172,332,245,219,157,111,165,,
2021,8,90,"1,259",243,30,61,56,121,52,77,75,53,24,38,66,108,27,34,47,51,31,25,40,,
2021,8,100,37,8,1,4,1,6,1,3,6,1,0,1,0,0,2,1,0,2,0,0,0,,
2021,9,총,"366,560","43,359","2,782","3,137","6,242","8,982","7,015","7,429","5,535","3,389","2,339","18,908","35,299","32,620","23,601","29,542","34,417","34,255","19,332","11,363","28,523","8,491",
2021,9,0,"46,960","3,067",97,97,325,335,250,333,180,65,90,"2,421","5,086","3,999","3,325","4,469","5,814","5,819","3,010","1,667","4,839","1,672",
2021,9,10,"44,826","4,166",95,120,359,376,318,408,361,110,172,"3,292","4,920","4,531","4,369","4,262","4,913","3,744","2,610","1,092","3,609",999,
2021,9,20,"38,131","6,522",381,279,713,939,"1,031",841,545,268,259,"1,723","3,969","3,933","1,852","2,558","2,490","3,461","1,859","1,344","2,556",608,
2021,9,30,"61,187","5,438",362,294,764,921,944,732,469,225,181,"2,413","6,815","5,623","3,316","5,286","6,178","7,718","3,481","2,218","5,951","1,858",
2021,9,40,"71,533","6,835",329,329,808,"1,017",955,865,645,317,304,"4,329","7,583","6,950","5,858","6,304","7,688","6,636","3,958","2,047","5,921","1,855",
2021,9,50,"47,566","6,674",525,525,"1,086","1,600","1,305","1,200","1,012",665,430,"2,739","4,066","4,038","2,869","3,402","3,627","3,849","2,382","1,670","3,061",841,
2021,9,60,"32,942","5,719",553,698,"1,104","1,854","1,167","1,472","1,082",882,426,"1,251","1,965","2,152","1,325","2,088","2,540","2,117","1,386",934,"1,820",407,
2021,9,70,"14,652","3,066",253,425,624,"1,123",607,909,648,490,266,494,604,909,481,803,873,640,454,252,559,172,
2021,9,80,"7,442","1,616",158,308,400,688,383,585,511,315,187,206,222,386,175,331,248,213,160,113,167,70,
2021,9,90,"1,283",248,28,58,58,123,54,80,76,51,24,39,69,99,29,38,46,56,32,26,40,9,
2021,9,100,38,8,1,4,1,6,1,4,6,1,0,1,0,0,2,1,0,2,0,0,0,0,
2021,10,총,"368,276","43,406","2,792","3,133","6,211","9,030","7,021","7,418","5,519","3,388","2,311","18,851","37,028","32,903","23,542","29,460","34,365","20,641","19,257","11,371","28,519","8,515","13,595"
2021,10,0,"46,988","3,042",100,98,319,346,243,328,180,66,88,"2,389","5,383","4,010","3,273","4,428","5,766","3,550","2,979","1,657","4,823","1,674","2,246"
2021,10,10,"45,193","4,171",93,116,359,370,316,406,355,108,170,"3,294","5,172","4,557","4,389","4,278","4,939","2,480","2,610","1,100","3,621","1,017","1,272"
2021,10,20,"38,180","6,519",387,274,700,940,"1,021",847,543,269,251,"1,732","4,110","3,989","1,845","2,527","2,479","1,735","1,838","1,339","2,552",594,"1,689"
2021,10,30,"61,258","5,462",362,302,759,941,959,724,464,229,182,"2,404","7,092","5,618","3,293","5,264","6,109","4,371","3,445","2,206","5,913","1,846","3,313"
2021,10,40,"71,910","6,806",329,328,808,"1,030",949,853,643,313,299,"4,303","7,976","6,992","5,826","6,290","7,703","4,231","3,964","2,059","5,932","1,874","2,402"
2021,10,50,"48,087","6,695",530,519,"1,076","1,606","1,309","1,208","1,012",664,428,"2,749","4,286","4,139","2,908","3,425","3,649","2,318","2,383","1,689","3,083",851,"1,560"
2021,10,60,"33,152","5,747",554,700,"1,104","1,858","1,177","1,473","1,077",879,426,"1,242","2,053","2,192","1,326","2,077","2,549","1,378","1,396",932,"1,831",410,771
2021,10,70,"14,694","3,080",253,424,625,"1,126",604,906,647,491,256,493,638,917,475,799,881,431,455,249,557,171,216
2021,10,80,"7,488","1,629",154,310,401,685,387,591,513,317,187,204,242,397,175,331,244,116,156,116,167,69,97
2021,10,90,"1,287",247,29,58,59,122,55,79,77,51,24,40,76,92,30,40,46,30,31,24,40,9,28
2021,10,100,39,8,1,4,1,6,1,3,8,1,0,1,0,0,2,1,0,1,0,0,0,0,1
2021,11,총,"369,465","43,413","2,814","3,132","6,178","9,028","7,018","7,400","5,516","3,383","2,297","18,775","37,906","33,327","23,539","29,331","34,379","20,633","19,153","11,355","28,458","8,545","13,885"
2021,11,0,"46,913","3,037",100,95,314,342,245,321,181,68,86,"2,365","5,506","4,054","3,242","4,370","5,751","3,522","2,937","1,645","4,788","1,672","2,272"
2021,11,10,"45,439","4,169",93,116,358,369,309,405,351,106,169,"3,284","5,314","4,613","4,399","4,276","4,971","2,502","2,600","1,097","3,628","1,022","1,288"
2021,11,20,"38,251","6,518",398,275,687,930,"1,022",848,537,275,244,"1,714","4,188","4,013","1,835","2,515","2,473","1,728","1,827","1,338","2,518",597,"1,771"
2021,11,30,"61,298","5,448",379,300,750,952,964,723,465,226,183,"2,390","7,223","5,679","3,279","5,202","6,076","4,335","3,409","2,189","5,859","1,845","3,422"
2021,11,40,"72,186","6,797",323,323,806,"1,025",955,843,642,307,295,"4,281","8,175","7,068","5,835","6,271","7,711","4,249","3,944","2,063","5,952","1,881","2,440"
2021,11,50,"48,474","6,735",528,517,"1,070","1,603","1,304","1,216","1,009",666,432,"2,764","4,405","4,227","2,927","3,447","3,648","2,336","2,403","1,690","3,103",868,"1,576"
2021,11,60,"33,344","5,757",551,707,"1,107","1,868","1,182","1,466","1,079",881,425,"1,238","2,107","2,244","1,335","2,077","2,574","1,388","1,392",934,"1,842",412,778
2021,11,70,"14,704","3,079",256,422,622,"1,120",603,903,650,487,256,492,652,928,477,795,883,432,453,258,555,169,212
2021,11,80,"7,533","1,618",156,314,401,694,381,593,517,314,183,207,261,411,177,339,245,110,155,118,173,70,96
2021,11,90,"1,285",246,29,59,62,119,52,79,77,53,24,39,75,90,31,39,47,30,33,23,40,9,29
2021,11,100,38,9,1,4,1,6,1,3,8,0,0,1,0,0,2,0,0,1,0,0,0,0,1
2021,12,총,"371,895","43,262","2,812","3,112","6,152","8,975","6,994","7,380","5,523","3,368","2,270","18,615","38,186","33,331","23,349","29,139","34,171","20,406","19,022","11,315","28,358","8,569","17,586"
2021,12,0,"47,063","2,983",98,93,307,331,248,312,181,68,84,"2,323","5,513","4,041","3,188","4,288","5,652","3,450","2,895","1,631","4,741","1,674","2,962"
2021,12,10,"45,794","4,151",92,116,345,369,310,405,350,106,169,"3,276","5,409","4,643","4,392","4,283","4,984","2,510","2,596","1,114","3,655","1,032","1,487"
2021,12,20,"38,510","6,489",402,280,708,925,997,842,544,272,242,"1,686","4,217","4,002","1,828","2,482","2,458","1,707","1,810","1,326","2,479",592,"2,222"
2021,12,30,"61,719","5,400",377,296,733,933,952,711,465,226,183,"2,341","7,145","5,578","3,204","5,085","5,944","4,231","3,324","2,161","5,786","1,833","4,811"
2021,12,40,"72,764","6,792",318,315,796,"1,013",954,858,641,302,289,"4,264","8,293","7,074","5,791","6,271","7,721","4,203","3,948","2,072","5,962","1,909","2,978"
2021,12,50,"48,876","6,739",529,511,"1,063","1,598","1,310","1,208","1,008",663,428,"2,761","4,512","4,284","2,917","3,447","3,645","2,334","2,424","1,698","3,118",862,"1,817"
2021,12,60,"33,522","5,733",551,709,"1,114","1,866","1,187","1,470","1,088",878,425,"1,229","2,107","2,271","1,344","2,091","2,579","1,394","1,392",916,"1,850",416,912
2021,12,70,"14,775","3,104",254,416,618,"1,118",605,901,652,484,249,496,654,927,482,800,895,430,446,257,559,172,256
2021,12,80,"7,557","1,619",160,316,405,697,376,589,514,314,176,202,267,423,169,350,241,117,155,118,170,70,109
2021,12,90,"1,288",243,30,60,62,120,54,82,77,55,25,36,69,88,32,42,52,29,32,22,38,9,31
2021,12,100,27,9,1,0,1,5,1,2,3,0,0,1,0,0,2,0,0,1,0,0,0,0,1
