년도,월,나이,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2021,3,0,"29,580","1,341","1,114","1,939","1,708","1,787",519,"1,358","1,254","1,087",841,"2,083",534,725,"1,009",970,889,978,"1,081",350,"1,303","2,228","2,020","2,462"
2021,3,10,"50,675","2,087","1,812","2,017","4,444","2,475","1,118","3,912","2,208","1,720","1,423","4,105",858,723,"1,335",987,"1,158","1,846","1,820",659,"1,917","4,676","3,180","4,195"
2021,3,20,"54,732","2,013","2,293","2,101","1,896","2,931","1,871","2,479","2,172","1,263","2,099","2,693","1,764","1,433","2,098","1,243","2,176","3,308","2,514","1,328","2,106","4,342","3,839","4,770"
2021,3,30,"42,446","1,598","2,043","2,086","1,386","2,333","1,185","1,374","1,598","1,125","1,461","1,973","1,331","1,513","2,020","1,509","1,865","2,245","1,906",945,"1,812","2,816","2,913","3,409"
2021,3,40,"72,293","2,849","2,712","3,253","4,985","3,682","1,672","4,496","3,180","2,419","2,161","4,799","1,760","1,793","2,491","1,929","2,331","3,113","2,821","1,276","2,885","5,623","4,475","5,588"
2021,3,50,"75,004","2,813","2,671","2,602","2,877","4,080","2,109","3,400","3,210","1,851","2,937","4,188","1,916","1,946","2,892","2,051","2,757","4,197","3,583","2,183","3,133","5,816","5,040","6,752"
2021,3,60,"52,867","1,726","1,826","1,309","1,381","3,043","1,540","1,683","2,302","1,429","2,162","2,449","1,514","1,645","2,719","2,165","1,822","3,533","2,965","2,412","2,580","3,424","3,492","3,746"
2021,3,70,"28,930","1,079",977,734,844,"1,766",835,"1,002","1,679",872,"1,236","1,183",966,939,"1,512","1,332",831,"2,092","1,456","1,535","1,067","1,532","1,657","1,804"
2021,3,80,"14,238",544,436,329,377,885,446,436,864,367,667,592,397,437,712,562,355,974,823,800,457,836,868,"1,074"
2021,3,90,"1,911",60,46,52,50,112,45,57,109,44,85,94,48,64,117,93,56,145,89,106,70,112,129,128
2021,3,100,83,6,2,3,3,2,2,2,3,2,5,5,0,3,5,9,3,3,2,2,5,5,6,5
2021,4,총,"421,840","16,311","15,836","16,441","19,988","23,040","11,269","20,147","18,498","12,140","15,022","24,111","11,056","11,208","16,806","12,857","14,247","22,376","19,022","11,580","17,303","31,269","27,482","33,831"
2021,4,0,"29,429","1,435","1,096","1,931","1,693","1,783",496,"1,343","1,234","1,073",829,"2,057",532,728,996,976,884,974,"1,067",347,"1,302","2,212","2,000","2,441"
2021,4,10,"50,395","2,120","1,796","2,018","4,451","2,454","1,114","3,886","2,185","1,710","1,417","4,091",847,716,"1,321",983,"1,156","1,821","1,812",650,"1,902","4,642","3,147","4,156"
2021,4,20,"54,594","1,990","2,274","2,112","1,912","2,931","1,858","2,484","2,177","1,257","2,087","2,681","1,767","1,441","2,062","1,234","2,179","3,294","2,512","1,329","2,108","4,301","3,835","4,769"
2021,4,30,"42,300","1,681","2,015","2,060","1,378","2,336","1,172","1,356","1,589","1,123","1,455","1,957","1,325","1,494","1,999","1,501","1,871","2,253","1,897",941,"1,805","2,812","2,882","3,398"
2021,4,40,"72,001","2,909","2,699","3,280","4,990","3,652","1,666","4,482","3,135","2,388","2,134","4,810","1,752","1,789","2,478","1,931","2,320","3,088","2,804","1,283","2,872","5,568","4,434","5,537"
2021,4,50,"74,874","2,793","2,670","2,602","2,889","4,073","2,093","3,414","3,209","1,874","2,945","4,165","1,906","1,934","2,880","2,066","2,762","4,195","3,583","2,164","3,117","5,801","5,012","6,727"
2021,4,60,"53,051","1,714","1,822","1,317","1,403","3,049","1,540","1,683","2,317","1,422","2,166","2,473","1,511","1,664","2,727","2,170","1,825","3,534","2,975","2,423","2,588","3,445","3,505","3,778"
2021,4,70,"28,889","1,068",979,734,835,"1,768",840,"1,000","1,665",870,"1,231","1,182",968,937,"1,506","1,330",833,"2,087","1,450","1,525","1,075","1,540","1,660","1,806"
2021,4,80,"14,297",535,437,334,382,881,442,439,878,375,667,598,399,437,711,564,358,978,826,807,460,838,871,"1,080"
2021,4,90,"1,928",60,46,51,52,111,46,58,106,46,86,92,49,65,121,93,56,149,94,108,70,105,130,134
2021,4,100,82,6,2,2,3,2,2,2,3,2,5,5,0,3,5,9,3,3,2,3,4,5,6,5
2021,5,총,"420,820","16,488","15,789","16,390","20,029","23,019","11,208","20,095","18,407","12,111","14,977","24,054","11,038","11,146","16,729","12,771","14,266","22,303","18,992","11,546","17,298","31,126","27,362","33,676"
2021,5,0,"29,312","1,491","1,082","1,936","1,684","1,770",487,"1,334","1,222","1,055",824,"2,050",537,713,984,974,882,964,"1,055",344,"1,304","2,216","1,978","2,426"
2021,5,10,"50,122","2,127","1,790","2,010","4,468","2,438","1,100","3,863","2,179","1,706","1,409","4,056",850,718,"1,302",985,"1,155","1,802","1,806",644,"1,887","4,578","3,133","4,116"
2021,5,20,"54,420","2,006","2,256","2,097","1,922","2,940","1,847","2,500","2,161","1,269","2,083","2,687","1,771","1,413","2,061","1,216","2,181","3,281","2,500","1,307","2,107","4,288","3,801","4,726"
2021,5,30,"42,162","1,737","2,008","2,061","1,373","2,321","1,164","1,348","1,565","1,104","1,454","1,933","1,312","1,476","1,986","1,499","1,877","2,232","1,885",950,"1,809","2,820","2,854","3,394"
2021,5,40,"71,545","2,950","2,684","3,262","4,999","3,631","1,654","4,438","3,123","2,374","2,124","4,763","1,744","1,786","2,454","1,898","2,311","3,069","2,784","1,281","2,860","5,486","4,400","5,470"
2021,5,50,"74,856","2,798","2,671","2,601","2,904","4,097","2,086","3,415","3,196","1,881","2,948","4,190","1,901","1,937","2,878","2,056","2,762","4,181","3,574","2,148","3,125","5,800","5,010","6,697"
2021,5,60,"53,179","1,711","1,824","1,313","1,404","3,039","1,541","1,699","2,320","1,422","2,156","2,492","1,510","1,667","2,725","2,162","1,841","3,555","2,996","2,424","2,596","3,448","3,522","3,812"
2021,5,70,"28,916","1,067",984,734,837,"1,779",837,"1,000","1,657",872,"1,231","1,187",964,936,"1,510","1,329",832,"2,082","1,468","1,526","1,077","1,537","1,651","1,819"
2021,5,80,"14,305",535,438,327,383,885,444,441,873,381,662,598,404,436,705,560,366,983,826,811,462,839,873,"1,073"
2021,5,90,"1,927",60,50,47,52,115,46,55,108,45,85,93,45,61,124,88,55,150,96,107,66,109,132,138
2021,5,100,76,6,2,2,3,4,2,2,3,2,1,5,0,3,0,4,4,4,2,4,5,5,8,5
2021,6,총,"419,979","16,979","15,698","16,369","20,033","22,977","11,113","20,027","18,234","12,059","14,934","24,037","11,008","11,060","16,573","12,743","14,148","22,247","18,938","11,486","17,276","30,999","27,445","33,596"
2021,6,0,"29,294","1,613","1,071","1,918","1,670","1,782",479,"1,324","1,215","1,046",823,"2,032",532,707,979,963,866,953,"1,054",345,"1,295","2,186","2,022","2,419"
2021,6,10,"49,884","2,160","1,772","2,012","4,474","2,422","1,095","3,849","2,167","1,701","1,394","4,041",847,724,"1,292",983,"1,143","1,788","1,793",630,"1,866","4,527","3,121","4,083"
2021,6,20,"54,234","2,010","2,250","2,088","1,921","2,939","1,826","2,480","2,155","1,264","2,071","2,692","1,753","1,412","2,041","1,215","2,165","3,249","2,501","1,303","2,106","4,292","3,802","4,699"
2021,6,30,"42,182","1,880","1,989","2,045","1,346","2,310","1,148","1,338","1,568","1,084","1,458","1,931","1,318","1,455","1,945","1,486","1,877","2,248","1,876",934,"1,808","2,797","2,926","3,415"
2021,6,40,"71,326","3,073","2,681","3,254","5,016","3,621","1,636","4,425","3,067","2,362","2,111","4,742","1,743","1,775","2,438","1,884","2,260","3,044","2,769","1,266","2,861","5,438","4,418","5,442"
2021,6,50,"74,596","2,838","2,652","2,620","2,923","4,089","2,066","3,404","3,168","1,873","2,934","4,205","1,892","1,912","2,856","2,046","2,749","4,174","3,564","2,134","3,106","5,776","4,963","6,652"
2021,6,60,"53,303","1,730","1,813","1,316","1,414","3,054","1,545","1,714","2,292","1,431","2,164","2,507","1,516","1,648","2,704","2,180","1,829","3,569","2,991","2,412","2,611","3,497","3,518","3,848"
2021,6,70,"28,843","1,064",984,739,837,"1,757",836,990,"1,632",868,"1,229","1,184",961,930,"1,495","1,335",838,"2,077","1,470","1,533","1,088","1,526","1,648","1,822"
2021,6,80,"14,348",545,436,329,379,888,438,448,862,385,666,605,401,439,699,559,364,994,825,817,463,847,884,"1,075"
2021,6,90,"1,904",59,48,46,51,111,43,54,106,44,83,93,45,57,124,87,54,147,95,108,67,109,135,138
2021,6,100,65,7,2,2,2,4,1,1,2,1,1,5,0,1,0,5,3,4,0,4,5,4,8,3
2021,7,총,"420,048","17,123","15,679","16,349","20,023","22,961","11,065","19,970","18,171","12,052","14,934","23,997","11,008","11,036","16,440","12,712","14,118","22,153","18,935","11,461","17,268","30,906","28,221","33,466"
2021,7,0,"29,273","1,651","1,054","1,901","1,657","1,762",477,"1,308","1,193","1,034",820,"2,023",532,701,969,966,860,944,"1,046",345,"1,288","2,156","2,219","2,367"
2021,7,10,"49,824","2,167","1,787","2,012","4,476","2,426","1,084","3,832","2,161","1,702","1,399","4,040",837,713,"1,281",984,"1,135","1,786","1,786",625,"1,863","4,513","3,152","4,063"
2021,7,20,"54,058","2,017","2,236","2,079","1,935","2,930","1,804","2,481","2,149","1,263","2,064","2,681","1,743","1,406","2,013","1,191","2,157","3,203","2,516","1,293","2,100","4,273","3,861","4,663"
2021,7,30,"42,282","1,907","1,989","2,032","1,320","2,300","1,156","1,330","1,550","1,076","1,457","1,902","1,339","1,447","1,936","1,488","1,878","2,245","1,851",924,"1,802","2,790","3,178","3,385"
2021,7,40,"71,232","3,119","2,685","3,251","5,015","3,615","1,605","4,401","3,039","2,356","2,113","4,727","1,742","1,776","2,426","1,882","2,228","3,006","2,775","1,270","2,861","5,400","4,539","5,401"
2021,7,50,"74,569","2,838","2,656","2,631","2,928","4,096","2,065","3,416","3,179","1,876","2,920","4,214","1,885","1,909","2,821","2,038","2,751","4,158","3,570","2,118","3,101","5,763","5,007","6,629"
2021,7,60,"53,590","1,749","1,811","1,332","1,422","3,065","1,559","1,704","2,305","1,442","2,175","2,527","1,519","1,661","2,693","2,178","1,845","3,575","2,993","2,427","2,630","3,521","3,553","3,904"
2021,7,70,"28,851","1,066",978,735,832,"1,752",832,996,"1,620",869,"1,232","1,179",961,926,"1,484","1,331",837,"2,078","1,469","1,537","1,092","1,532","1,678","1,835"
2021,7,80,"14,388",541,432,329,382,904,439,446,863,391,671,605,405,438,695,562,368,"1,006",834,810,459,844,889,"1,075"
2021,7,90,"1,915",61,49,45,54,107,43,55,110,42,82,94,45,58,122,87,56,148,95,108,67,110,136,141
2021,7,100,66,7,2,2,2,4,1,1,2,1,1,5,0,1,0,5,3,4,0,4,5,4,9,3
2021,8,총,"419,837","17,163","15,622","16,328","20,034","22,927","11,063","19,909","18,134","11,998","14,901","23,993","10,994","11,038","16,372","12,681","14,128","22,100","18,870","11,443","17,238","30,816","28,608","33,477"
2021,8,0,"29,209","1,666","1,037","1,904","1,646","1,762",478,"1,297","1,186","1,013",811,"2,024",531,706,948,957,858,920,"1,040",345,"1,274","2,151","2,297","2,358"
2021,8,10,"49,708","2,170","1,781","2,027","4,489","2,396","1,087","3,821","2,159","1,706","1,395","4,032",824,709,"1,278",977,"1,130","1,768","1,767",616,"1,861","4,493","3,181","4,041"
2021,8,20,"53,830","1,993","2,243","2,049","1,946","2,906","1,783","2,469","2,121","1,246","2,055","2,669","1,751","1,396","2,000","1,196","2,151","3,206","2,490","1,284","2,096","4,245","3,878","4,657"
2021,8,30,"42,305","1,930","1,973","2,033","1,317","2,309","1,167","1,314","1,551","1,058","1,452","1,887","1,335","1,453","1,923","1,468","1,886","2,226","1,856",923,"1,785","2,774","3,296","3,389"
2021,8,40,"70,958","3,134","2,661","3,246","4,992","3,586","1,587","4,365","3,010","2,352","2,101","4,719","1,729","1,768","2,429","1,879","2,242","2,991","2,744","1,265","2,843","5,361","4,596","5,358"
2021,8,50,"74,720","2,844","2,666","2,630","2,956","4,098","2,080","3,427","3,186","1,874","2,918","4,241","1,893","1,908","2,794","2,045","2,752","4,159","3,566","2,114","3,111","5,758","5,045","6,655"
2021,8,60,"53,746","1,743","1,797","1,333","1,420","3,094","1,559","1,709","2,312","1,445","2,180","2,527","1,521","1,673","2,696","2,174","1,846","3,591","3,000","2,424","2,635","3,541","3,583","3,943"
2021,8,70,"28,936","1,076",983,739,828,"1,750",840,999,"1,620",864,"1,231","1,193",961,927,"1,485","1,334",833,"2,070","1,474","1,546","1,100","1,535","1,698","1,850"
2021,8,80,"14,430",540,429,321,382,912,436,452,877,394,669,604,404,440,699,561,372,"1,018",833,814,461,846,886,"1,080"
2021,8,90,"1,931",60,50,44,56,110,45,55,110,45,88,92,45,57,120,86,55,147,100,108,68,108,139,143
2021,8,100,64,7,2,2,2,4,1,1,2,1,1,5,0,1,0,4,3,4,0,4,4,4,9,3
2021,9,총,"419,536","17,150","15,634","16,332","20,005","22,926","11,056","19,896","18,091","11,965","14,850","23,926","10,994","11,048","16,355","12,625","14,133","22,074","18,859","11,411","17,230","30,814","28,747","33,415"
2021,9,0,"29,054","1,659","1,032","1,893","1,640","1,744",486,"1,275","1,175","1,002",808,"2,011",525,709,943,952,851,918,"1,026",347,"1,268","2,127","2,300","2,363"
2021,9,10,"49,635","2,186","1,775","2,040","4,483","2,402","1,076","3,834","2,155","1,690","1,395","4,003",822,707,"1,273",970,"1,126","1,766","1,764",607,"1,857","4,498","3,187","4,019"
2021,9,20,"53,657","1,982","2,235","2,043","1,943","2,896","1,787","2,481","2,103","1,256","2,026","2,681","1,738","1,402","1,993","1,180","2,143","3,178","2,478","1,275","2,089","4,231","3,886","4,631"
2021,9,30,"42,288","1,935","1,981","2,028","1,308","2,315","1,163","1,299","1,544","1,053","1,436","1,868","1,361","1,443","1,921","1,448","1,901","2,232","1,864",910,"1,800","2,778","3,318","3,382"
2021,9,40,"70,717","3,140","2,641","3,247","4,964","3,576","1,580","4,343","3,000","2,331","2,096","4,687","1,720","1,770","2,426","1,866","2,244","2,984","2,733","1,255","2,819","5,360","4,599","5,336"
2021,9,50,"74,773","2,830","2,684","2,634","2,992","4,098","2,085","3,450","3,175","1,879","2,911","4,253","1,886","1,899","2,794","2,060","2,754","4,152","3,570","2,107","3,106","5,749","5,066","6,639"
2021,9,60,"53,867","1,740","1,808","1,335","1,415","3,105","1,548","1,707","2,330","1,445","2,186","2,526","1,523","1,674","2,695","2,164","1,844","3,593","3,010","2,432","2,644","3,561","3,629","3,953"
2021,9,70,"29,015","1,075",986,739,820,"1,755",842,"1,000","1,619",862,"1,228","1,193",965,944,"1,490","1,331",835,"2,074","1,483","1,538","1,109","1,551","1,717","1,859"
2021,9,80,"14,513",535,437,326,382,918,442,447,875,401,672,606,409,441,700,565,375,"1,026",830,827,470,848,893,"1,088"
2021,9,90,"1,951",61,53,45,56,113,46,59,113,45,90,92,45,58,120,84,57,147,101,109,64,107,143,143
2021,9,100,66,7,2,2,2,4,1,1,2,1,2,6,0,1,0,5,3,4,0,4,4,4,9,2
2021,10,총,"418,833","17,044","15,614","16,273","20,051","22,885","11,027","19,858","18,060","11,936","14,795","23,912","10,952","11,019","16,316","12,635","14,109","22,000","18,840","11,375","17,209","30,831","28,698","33,394"
2021,10,0,"28,831","1,648","1,016","1,869","1,633","1,734",489,"1,255","1,165",989,796,"2,004",517,702,944,954,850,913,"1,017",342,"1,251","2,122","2,287","2,334"
2021,10,10,"49,571","2,196","1,784","2,037","4,508","2,386","1,064","3,831","2,150","1,697","1,386","4,006",818,707,"1,258",964,"1,114","1,748","1,761",597,"1,863","4,510","3,182","4,004"
2021,10,20,"53,359","1,941","2,213","2,038","1,939","2,884","1,786","2,462","2,093","1,249","2,013","2,672","1,722","1,395","1,981","1,180","2,136","3,162","2,456","1,265","2,081","4,205","3,866","4,620"
2021,10,30,"42,108","1,908","1,977","2,001","1,299","2,318","1,163","1,293","1,538","1,043","1,418","1,850","1,355","1,427","1,902","1,460","1,913","2,219","1,855",905,"1,800","2,781","3,317","3,366"
2021,10,40,"70,477","3,132","2,642","3,223","4,975","3,562","1,562","4,316","3,000","2,312","2,071","4,686","1,713","1,767","2,423","1,860","2,230","2,968","2,737","1,242","2,797","5,356","4,570","5,333"
2021,10,50,"74,814","2,819","2,682","2,651","3,024","4,097","2,069","3,483","3,188","1,895","2,906","4,262","1,887","1,895","2,789","2,055","2,734","4,131","3,567","2,084","3,124","5,769","5,054","6,649"
2021,10,60,"54,025","1,727","1,815","1,338","1,407","3,112","1,563","1,715","2,316","1,442","2,201","2,534","1,515","1,675","2,696","2,184","1,854","3,602","3,029","2,448","2,641","3,585","3,648","3,978"
2021,10,70,"29,064","1,068",988,741,824,"1,754",840,993,"1,614",866,"1,232","1,200",973,950,"1,502","1,325",838,"2,068","1,484","1,544","1,111","1,555","1,726","1,868"
2021,10,80,"14,561",537,442,328,385,921,441,449,879,398,681,601,405,443,698,565,385,"1,040",828,831,471,841,897,"1,095"
2021,10,90,"1,957",61,53,45,55,113,49,60,114,44,90,91,47,57,123,83,52,145,106,113,66,103,142,145
2021,10,100,66,7,2,2,2,4,1,1,3,1,1,6,0,1,0,5,3,4,0,4,4,4,9,2
2021,11,총,"418,014","16,900","15,568","16,222","20,008","22,858","10,987","19,811","18,030","11,927","14,718","23,905","10,915","10,995","16,281","12,604","14,069","21,969","18,813","11,366","17,189","30,788","28,741","33,350"
2021,11,0,"28,607","1,633","1,004","1,866","1,619","1,726",483,"1,238","1,150",980,788,"1,975",519,699,938,949,840,909,"1,014",340,"1,247","2,113","2,272","2,305"
2021,11,10,"49,470","2,203","1,779","2,035","4,506","2,367","1,062","3,816","2,147","1,700","1,376","4,017",814,703,"1,242",962,"1,109","1,738","1,759",599,"1,859","4,502","3,192","3,983"
2021,11,20,"53,173","1,899","2,220","2,027","1,937","2,895","1,761","2,469","2,082","1,253","1,992","2,681","1,703","1,394","1,979","1,161","2,142","3,156","2,445","1,250","2,073","4,178","3,861","4,615"
2021,11,30,"41,887","1,895","1,958","1,990","1,282","2,300","1,166","1,272","1,537","1,036","1,410","1,833","1,345","1,422","1,894","1,452","1,899","2,204","1,828",910,"1,787","2,779","3,318","3,370"
2021,11,40,"70,232","3,116","2,617","3,204","4,956","3,548","1,560","4,287","2,976","2,323","2,074","4,681","1,701","1,769","2,415","1,862","2,213","2,971","2,726","1,230","2,792","5,325","4,587","5,299"
2021,11,50,"74,840","2,811","2,693","2,649","3,031","4,080","2,060","3,513","3,200","1,887","2,889","4,265","1,887","1,888","2,788","2,044","2,738","4,143","3,561","2,080","3,120","5,782","5,071","6,660"
2021,11,60,"54,154","1,696","1,812","1,334","1,412","3,142","1,567","1,712","2,318","1,444","2,208","2,542","1,519","1,671","2,707","2,196","1,854","3,588","3,053","2,448","2,659","3,599","3,667","4,006"
2021,11,70,"29,040","1,059",982,746,823,"1,760",832,985,"1,619",860,"1,212","1,214",974,947,"1,498","1,320",835,"2,076","1,482","1,556","1,112","1,551","1,723","1,874"
2021,11,80,"14,589",525,448,326,385,916,447,459,879,399,677,597,407,445,698,566,386,"1,037",842,839,468,847,902,"1,094"
2021,11,90,"1,964",62,53,44,56,120,47,59,119,44,91,94,46,56,122,86,51,143,103,110,68,107,141,142
2021,11,100,58,1,2,1,1,4,2,1,3,1,1,6,0,1,0,6,2,4,0,4,4,5,7,2
2021,12,총,"417,097","16,731","15,579","16,171","19,961","22,788","10,944","19,735","18,024","11,899","14,625","23,873","10,815","11,020","16,318","12,574","14,144","21,893","18,714","11,318","17,173","30,751","28,776","33,271"
2021,12,0,"28,406","1,612","1,005","1,847","1,606","1,708",475,"1,234","1,154",968,781,"1,977",504,703,934,947,831,894,989,336,"1,240","2,109","2,268","2,284"
2021,12,10,"49,315","2,189","1,792","2,026","4,517","2,350","1,042","3,787","2,136","1,693","1,361","4,015",819,704,"1,258",962,"1,100","1,732","1,750",593,"1,869","4,495","3,179","3,946"
2021,12,20,"52,915","1,878","2,232","2,010","1,928","2,879","1,770","2,451","2,075","1,251","1,976","2,654","1,665","1,392","1,989","1,150","2,193","3,115","2,422","1,234","2,056","4,136","3,860","4,599"
2021,12,30,"41,672","1,868","1,949","1,959","1,267","2,289","1,157","1,253","1,547","1,027","1,400","1,828","1,336","1,427","1,865","1,446","1,926","2,201","1,804",909,"1,771","2,775","3,331","3,337"
2021,12,40,"69,974","3,099","2,605","3,215","4,916","3,526","1,550","4,278","2,962","2,319","2,060","4,673","1,695","1,779","2,429","1,854","2,200","2,923","2,698","1,217","2,789","5,327","4,583","5,277"
2021,12,50,"74,743","2,779","2,691","2,654","3,055","4,076","2,052","3,508","3,194","1,893","2,873","4,266","1,856","1,884","2,793","2,037","2,744","4,159","3,549","2,060","3,110","5,764","5,075","6,671"
2021,12,60,"54,283","1,668","1,821","1,338","1,413","3,148","1,564","1,718","2,321","1,437","2,195","2,545","1,515","1,677","2,717","2,188","1,876","3,595","3,063","2,448","2,680","3,629","3,702","4,025"
2021,12,70,"29,098","1,055",978,739,819,"1,773",829,989,"1,617",866,"1,211","1,218",979,943,"1,505","1,331",836,"2,081","1,485","1,569","1,117","1,560","1,717","1,881"
2021,12,80,"14,636",519,446,339,383,917,457,454,891,399,676,598,397,450,705,569,381,"1,040",850,842,466,842,909,"1,106"
2021,12,90,"1,998",62,59,43,56,119,45,62,122,45,91,93,49,61,123,85,55,149,104,106,71,110,145,143
2021,12,100,57,2,1,1,1,3,3,1,5,1,1,6,0,0,0,5,2,4,0,4,4,4,7,2
