년도,월,나이,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2021,7,40,"28,812","2,037",632,"3,284","2,267","1,761","2,114","2,321","1,460","2,044","1,843",960,"1,130","3,354","2,042","1,563"
2021,7,50,"29,990","2,376",960,"3,344","2,216","2,030","2,284","2,684","1,590","2,204","1,848","1,119","1,150","2,954","1,838","1,393"
2021,7,60,"27,047","2,314","1,028","2,908","1,826","1,798","2,101","2,199","1,692","2,181","1,822","1,119",981,"2,328","1,579","1,171"
2021,7,70,"16,425","1,390",625,"1,696","1,048","1,153","1,292","1,422",958,"1,313","1,105",683,556,"1,460",910,814
2021,7,80,"7,326",740,289,834,522,496,595,745,289,536,370,259,249,677,410,315
2021,7,90,"1,306",115,59,155,106,77,86,129,58,90,65,53,55,123,78,57
2021,7,100,113,18,7,21,10,5,4,6,2,6,2,7,3,14,6,2
2021,8,총,"200,048","15,927","5,872","22,905","14,944","12,880","14,758","16,248","12,022","14,329","12,627","7,442","7,503","20,051","12,130","10,410"
2021,8,0,"11,516",908,138,"1,314","1,206",571,749,"1,121",366,914,"1,026",323,481,"1,027",708,664
2021,8,10,"13,274",925,239,"1,539",981,779,857,"1,047",414,763,740,351,489,"2,081","1,264",805
2021,8,20,"33,905","2,617","1,146","4,778","2,266","2,224","2,382","2,338","2,981","1,914","1,718","1,373","1,112","3,356","1,765","1,935"
2021,8,30,"30,283","2,464",829,"3,007","2,545","1,965","2,283","2,228","2,219","2,246","2,090","1,191","1,303","2,673","1,544","1,696"
2021,8,40,"28,722","2,036",622,"3,292","2,248","1,757","2,097","2,311","1,450","2,084","1,830",955,"1,119","3,337","2,037","1,547"
2021,8,50,"30,018","2,375",934,"3,345","2,209","2,038","2,297","2,689","1,581","2,222","1,860","1,114","1,158","2,959","1,833","1,404"
2021,8,60,"27,089","2,324","1,001","2,908","1,810","1,805","2,119","2,201","1,699","2,211","1,826","1,129",976,"2,333","1,574","1,173"
2021,8,70,"16,462","1,395",614,"1,702","1,047","1,159","1,289","1,428",960,"1,346","1,101",681,555,"1,466",910,809
2021,8,80,"7,353",748,285,845,517,502,593,744,291,534,372,265,252,678,408,319
2021,8,90,"1,314",117,57,155,105,75,87,135,59,91,62,53,55,126,81,56
2021,8,100,112,18,7,20,10,5,5,6,2,4,2,7,3,15,6,2
2021,9,총,"199,831","15,958","5,733","22,879","14,850","12,878","14,759","16,220","12,058","14,390","12,624","7,424","7,500","20,067","12,082","10,409"
2021,9,0,"11,411",904,130,"1,299","1,201",567,739,"1,109",365,910,"1,015",320,479,"1,022",694,657
2021,9,10,"13,249",930,238,"1,539",968,767,857,"1,048",418,757,742,339,489,"2,085","1,258",814
2021,9,20,"33,898","2,629","1,135","4,768","2,255","2,226","2,380","2,337","3,003","1,919","1,720","1,377","1,112","3,365","1,751","1,921"
2021,9,30,"30,195","2,477",812,"3,012","2,514","1,963","2,286","2,202","2,210","2,249","2,091","1,186","1,289","2,673","1,529","1,702"
2021,9,40,"28,664","2,026",606,"3,281","2,245","1,765","2,085","2,313","1,455","2,091","1,817",952,"1,116","3,334","2,029","1,549"
2021,9,50,"30,036","2,384",886,"3,333","2,206","2,034","2,310","2,699","1,581","2,251","1,867","1,116","1,162","2,972","1,832","1,403"
2021,9,60,"27,095","2,323",988,"2,924","1,786","1,801","2,121","2,202","1,701","2,220","1,827","1,127",990,"2,340","1,573","1,172"
2021,9,70,"16,455","1,387",598,"1,702","1,038","1,165","1,293","1,418",968,"1,357","1,106",684,555,"1,456",919,809
2021,9,80,"7,398",761,278,844,520,509,597,751,294,536,378,266,251,679,411,323
2021,9,90,"1,314",119,55,157,107,76,86,134,61,95,59,50,54,125,79,57
2021,9,100,116,18,7,20,10,5,5,7,2,5,2,7,3,16,7,2
2021,10,총,"199,383","15,920","5,505","22,825","14,795","12,872","14,744","16,211","11,987","14,450","12,607","7,406","7,517","20,056","12,092","10,396"
2021,10,0,"11,331",902,124,"1,291","1,204",555,732,"1,106",357,909,"1,016",320,475,"1,018",684,638
2021,10,10,"13,177",922,227,"1,534",959,766,859,"1,039",407,753,735,338,489,"2,076","1,261",812
2021,10,20,"33,731","2,616","1,098","4,743","2,249","2,228","2,358","2,351","2,975","1,921","1,692","1,369","1,113","3,351","1,742","1,925"
2021,10,30,"30,171","2,470",799,"3,004","2,512","1,968","2,284","2,195","2,196","2,268","2,081","1,186","1,300","2,670","1,547","1,691"
2021,10,40,"28,534","1,996",573,"3,260","2,228","1,761","2,079","2,295","1,451","2,092","1,830",954,"1,110","3,333","2,012","1,560"
2021,10,50,"30,034","2,394",848,"3,347","2,197","2,032","2,308","2,708","1,572","2,261","1,874","1,098","1,166","2,973","1,851","1,405"
2021,10,60,"27,119","2,334",922,"2,924","1,791","1,808","2,131","2,205","1,705","2,241","1,828","1,130",995,"2,355","1,579","1,171"
2021,10,70,"16,459","1,396",583,"1,705","1,031","1,160","1,305","1,422",966,"1,364","1,110",686,558,"1,451",916,806
2021,10,80,"7,413",766,267,842,511,513,599,748,294,537,378,267,255,692,414,330
2021,10,90,"1,313",120,57,154,103,76,86,135,61,99,61,51,53,121,79,57
2021,10,100,101,4,7,21,10,5,3,7,3,5,2,7,3,16,7,1
2021,11,총,"199,341","15,926","5,346","22,773","14,675","12,858","14,722","16,190","11,994","14,484","12,593","7,379","7,510","19,992","12,069","10,830"
2021,11,0,"11,294",899,120,"1,284","1,201",542,722,"1,105",358,907,"1,005",316,473,999,680,683
2021,11,10,"13,165",917,220,"1,532",957,760,859,"1,040",409,772,736,337,484,"2,055","1,251",836
2021,11,20,"33,715","2,606","1,065","4,739","2,221","2,241","2,357","2,340","2,972","1,914","1,689","1,351","1,115","3,373","1,743","1,989"
2021,11,30,"30,142","2,463",775,"2,985","2,508","1,955","2,268","2,206","2,215","2,272","2,060","1,170","1,293","2,650","1,542","1,780"
2021,11,40,"28,530","1,995",566,"3,248","2,216","1,775","2,067","2,282","1,444","2,090","1,848",951,"1,115","3,288","2,005","1,640"
2021,11,50,"30,057","2,408",814,"3,337","2,161","2,025","2,319","2,707","1,575","2,276","1,862","1,100","1,164","2,976","1,847","1,486"
2021,11,60,"27,160","2,347",900,"2,934","1,785","1,805","2,135","2,206","1,697","2,238","1,835","1,136","1,000","2,362","1,581","1,199"
2021,11,70,"16,454","1,399",565,"1,701","1,018","1,167","1,301","1,415",963,"1,371","1,112",687,562,"1,455",920,818
2021,11,80,"7,438",769,259,841,507,511,605,745,299,542,384,274,251,696,414,341
2021,11,90,"1,290",118,55,150,96,72,86,137,59,99,61,49,50,122,79,57
2021,11,100,96,5,7,22,5,5,3,7,3,3,1,8,3,16,7,1
2021,12,총,"199,057","15,906","5,250","22,715","14,563","12,827","14,713","16,136","11,966","14,476","12,542","7,375","7,508","19,973","12,049","11,058"
2021,12,0,"11,238",894,120,"1,275","1,187",535,714,"1,091",356,897,"1,000",309,478,986,674,722
2021,12,10,"13,146",917,216,"1,513",946,757,856,"1,041",400,776,734,347,481,"2,065","1,249",848
2021,12,20,"33,574","2,601","1,043","4,731","2,203","2,215","2,349","2,329","2,971","1,884","1,661","1,350","1,115","3,371","1,749","2,002"
2021,12,30,"30,083","2,455",778,"2,974","2,480","1,962","2,281","2,185","2,206","2,274","2,042","1,166","1,295","2,639","1,519","1,827"
2021,12,40,"28,521","1,995",556,"3,240","2,213","1,774","2,065","2,277","1,435","2,092","1,852",949,"1,110","3,283","2,002","1,678"
2021,12,50,"30,014","2,398",796,"3,327","2,144","2,017","2,311","2,706","1,586","2,281","1,853","1,096","1,159","2,994","1,839","1,507"
2021,12,60,"27,180","2,348",887,"2,934","1,784","1,812","2,133","2,199","1,691","2,241","1,832","1,141",995,"2,350","1,598","1,235"
2021,12,70,"16,476","1,403",548,"1,707","1,006","1,163","1,300","1,425",960,"1,386","1,120",686,570,"1,456",918,828
2021,12,80,"7,462",768,253,841,503,518,611,740,298,540,387,279,251,704,419,350
2021,12,90,"1,299",122,52,151,93,70,90,135,60,102,61,49,51,121,82,60
2021,12,100,64,5,1,22,4,4,3,8,3,3,0,3,3,4,0,1
