년도,월,나이,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021,1,50,"36,703",302,469,309,237,603,871,"3,518","1,650","1,059","1,296","2,074",904,437,"1,766","1,610","1,435",709,"1,506","1,343","1,291","2,842","1,341","1,066","1,321",239,"1,623","2,971","1,911"
2021,1,60,"28,072",322,507,331,276,650,843,"2,367","1,415","1,127","1,003","1,540","1,130",419,"1,569","1,102","1,167",718,"1,428","1,435",738,"1,189",771,762,"1,090",265,979,"1,903","1,026"
2021,1,70,"16,297",245,415,268,205,466,601,"1,290",635,652,463,716,784,277,942,573,724,483,794,976,386,712,419,439,635,211,555,990,441
2021,1,80,"7,838",106,181,109,97,157,263,539,241,292,243,317,370,131,479,278,330,203,332,570,176,421,233,185,398,135,363,494,195
2021,1,90,"1,388",15,26,11,30,35,46,85,51,40,48,56,71,29,80,47,54,40,69,87,37,62,43,34,67,29,66,93,37
2021,1,100,111,4,2,6,4,6,8,3,4,3,2,2,10,2,10,1,1,3,4,8,0,2,3,6,2,4,6,4,1
2021,2,총,"216,588","2,410","3,348","2,336","1,523","4,004","5,742","19,226","10,067","6,109","6,788","12,005","5,482","2,982","10,584","8,332","8,375","3,943","8,230","7,186","6,909","15,469","7,145","5,556","6,497","1,260","11,152","18,982","14,946"
2021,2,0,"16,237",115,129,124,37,251,233,"1,305",855,303,450,"1,062",192,270,818,571,543,127,446,232,455,"1,139",571,334,269,38,"1,294","1,894","2,180"
2021,2,10,"20,195",86,234,138,63,270,335,"1,750","1,117",458,657,"1,082",310,267,772,903,701,305,654,405,747,"2,131",786,485,361,47,"1,238","2,049","1,844"
2021,2,20,"29,321",536,645,447,263,485,"1,126","3,364","1,204",817,871,"1,458",650,321,"1,207","1,135","1,263",513,"1,089",778,"1,005","2,166",897,841,908,106,"1,265","2,471","1,490"
2021,2,30,"26,634",442,331,293,163,553,746,"2,188","1,188",576,748,"1,774",452,397,"1,416",786,930,353,823,591,807,"1,560",854,597,671,89,"1,763","2,843","2,700"
2021,2,40,"33,639",241,415,303,149,529,656,"2,816","1,694",785,"1,005","1,909",596,438,"1,437","1,321","1,221",491,"1,080",766,"1,256","3,244","1,239",799,777,95,"2,007","3,271","3,099"
2021,2,50,"36,639",303,462,305,234,599,879,"3,501","1,647","1,055","1,287","2,070",906,440,"1,812","1,609","1,424",710,"1,494","1,332","1,286","2,841","1,323","1,066","1,303",238,"1,613","2,972","1,928"
2021,2,60,"28,193",318,510,333,273,653,846,"2,376","1,427","1,116","1,010","1,553","1,127",417,"1,596","1,105","1,178",715,"1,434","1,429",748,"1,189",782,769,"1,107",267,980,"1,906","1,029"
2021,2,70,"16,300",245,412,267,205,465,599,"1,286",636,658,464,717,795,270,952,576,720,481,800,974,386,711,417,438,631,210,555,989,441
2021,2,80,"7,911",105,182,109,100,157,268,553,242,298,242,321,371,132,485,279,337,205,335,585,181,422,228,185,400,136,364,490,199
2021,2,90,"1,405",15,26,11,32,35,45,83,53,40,53,57,73,28,79,46,57,40,71,86,38,64,45,36,68,30,67,93,34
2021,2,100,114,4,2,6,4,7,9,4,4,3,1,2,10,2,10,1,1,3,4,8,0,2,3,6,2,4,6,4,2
2021,3,총,"216,343","2,405","3,334","2,321","1,524","4,019","5,749","19,262","10,055","6,076","6,779","12,003","5,458","2,966","10,691","8,330","8,362","3,939","8,194","7,147","6,896","15,443","7,153","5,540","6,473","1,248","11,159","18,904","14,913"
2021,3,0,"16,154",115,129,123,37,250,226,"1,302",852,298,447,"1,059",197,266,830,580,539,118,439,229,452,"1,145",565,323,274,36,"1,285","1,869","2,169"
2021,3,10,"20,068",81,230,140,62,268,332,"1,761","1,115",449,661,"1,079",300,269,773,901,691,300,637,399,732,"2,106",788,490,356,46,"1,239","2,036","1,827"
2021,3,20,"29,296",536,642,441,269,492,"1,135","3,388","1,203",813,855,"1,454",641,314,"1,229","1,126","1,264",521,"1,103",773,"1,000","2,164",888,835,904,100,"1,262","2,443","1,501"
2021,3,30,"26,585",452,321,294,163,557,744,"2,192","1,182",577,749,"1,774",445,395,"1,441",785,940,349,803,585,803,"1,557",863,589,665,86,"1,767","2,818","2,689"
2021,3,40,"33,538",241,419,304,150,532,661,"2,803","1,691",779,"1,004","1,907",598,436,"1,438","1,323","1,196",482,"1,080",761,"1,257","3,206","1,236",795,764,99,"2,008","3,272","3,096"
2021,3,50,"36,568",295,463,298,233,601,871,"3,497","1,646","1,041","1,288","2,066",903,438,"1,824","1,592","1,430",711,"1,479","1,320","1,283","2,867","1,327","1,059","1,298",233,"1,612","2,976","1,917"
2021,3,60,"28,346",318,504,331,271,656,855,"2,394","1,429","1,123","1,012","1,557","1,128",417,"1,617","1,113","1,184",719,"1,441","1,425",756,"1,201",795,786,"1,106",268,997,"1,910","1,033"
2021,3,70,"16,298",245,418,266,203,461,602,"1,277",637,657,463,726,783,267,952,580,715,487,806,975,389,707,414,432,634,210,548,997,447
2021,3,80,"7,978",107,181,108,100,163,272,561,248,295,242,321,386,134,495,284,345,207,332,588,184,423,227,187,404,137,369,482,196
2021,3,90,"1,417",14,25,12,32,36,44,85,49,41,57,58,69,28,80,45,57,42,71,84,40,64,48,39,68,29,67,97,36
2021,3,100,95,1,2,4,4,3,7,2,3,3,1,2,8,2,12,1,1,3,3,8,0,3,2,5,0,4,5,4,2
2021,4,총,"216,127","2,405","3,327","2,317","1,512","4,003","5,731","19,269","10,079","6,052","6,757","11,979","5,442","2,949","10,694","8,324","8,339","3,941","8,175","7,110","6,864","15,438","7,158","5,513","6,475","1,249","11,186","18,835","15,004"
2021,4,0,"16,044",117,129,122,35,248,226,"1,307",843,293,445,"1,053",193,262,835,575,523,118,431,223,443,"1,141",562,320,273,37,"1,285","1,852","2,153"
2021,4,10,"20,010",82,228,140,63,260,334,"1,760","1,128",432,656,"1,071",302,264,771,904,692,296,640,392,730,"2,095",788,485,355,46,"1,237","2,028","1,831"
2021,4,20,"29,302",541,642,443,258,493,"1,122","3,384","1,208",817,854,"1,456",633,315,"1,230","1,118","1,257",532,"1,095",769,991,"2,163",896,824,906,101,"1,274","2,431","1,549"
2021,4,30,"26,487",450,322,291,173,553,748,"2,198","1,181",566,740,"1,754",445,396,"1,441",775,934,343,793,583,791,"1,564",861,589,670,89,"1,749","2,791","2,697"
2021,4,40,"33,451",241,405,305,146,531,655,"2,794","1,692",783,"1,001","1,910",585,430,"1,437","1,325","1,190",483,"1,082",747,"1,247","3,192","1,228",786,754,97,"2,023","3,259","3,123"
2021,4,50,"36,464",291,463,293,231,594,869,"3,485","1,644","1,027","1,280","2,065",907,431,"1,827","1,593","1,429",702,"1,470","1,310","1,282","2,864","1,328","1,055","1,289",230,"1,607","2,958","1,940"
2021,4,60,"28,525",316,502,334,268,658,860,"2,408","1,436","1,137","1,013","1,558","1,134",415,"1,617","1,120","1,192",725,"1,449","1,440",756,"1,221",806,795,"1,114",266,"1,017","1,940","1,028"
2021,4,70,"16,296",242,423,262,202,462,597,"1,283",640,659,466,731,785,268,942,581,717,489,805,965,398,701,412,425,635,211,551,995,449
2021,4,80,"8,022",110,186,111,101,164,273,558,254,295,243,320,381,137,501,288,347,208,338,584,183,428,225,190,410,139,369,481,198
2021,4,90,"1,429",14,25,12,31,37,40,90,50,40,58,59,69,29,82,44,56,42,69,89,43,64,50,39,69,29,68,96,35
2021,4,100,97,1,2,4,4,3,7,2,3,3,1,2,8,2,11,1,2,3,3,8,0,5,2,5,0,4,6,4,1
2021,5,총,"215,625","2,380","3,342","2,298","1,495","4,002","5,681","19,286","10,064","6,008","6,735","11,987","5,386","2,924","10,678","8,287","8,313","3,924","8,152","7,074","6,858","15,385","7,146","5,488","6,454","1,230","11,142","18,811","15,095"
2021,5,0,"15,984",117,131,123,38,248,224,"1,302",839,290,444,"1,065",190,264,841,574,513,118,431,218,447,"1,129",554,310,266,38,"1,282","1,842","2,146"
2021,5,10,"19,911",79,231,138,61,263,332,"1,759","1,110",432,652,"1,065",303,260,758,895,690,294,634,392,721,"2,080",787,490,349,47,"1,235","2,014","1,840"
2021,5,20,"29,281",531,650,448,252,497,"1,093","3,399","1,220",808,848,"1,451",625,318,"1,239","1,111","1,256",538,"1,086",756,987,"2,158",902,822,913,97,"1,269","2,433","1,574"
2021,5,30,"26,363",446,313,287,175,548,753,"2,196","1,178",550,728,"1,748",438,392,"1,433",773,922,340,790,581,802,"1,545",857,583,663,86,"1,740","2,777","2,719"
2021,5,40,"33,179",241,410,302,143,531,644,"2,766","1,680",782,"1,001","1,901",577,421,"1,431","1,304","1,181",470,"1,074",732,"1,236","3,156","1,215",772,741,93,"2,003","3,237","3,135"
2021,5,50,"36,409",280,462,291,227,589,865,"3,506","1,641","1,019","1,267","2,071",891,428,"1,808","1,584","1,417",702,"1,476","1,303","1,284","2,888","1,328","1,057","1,280",229,"1,601","2,955","1,960"
2021,5,60,"28,635",316,505,327,265,661,860,"2,418","1,447","1,125","1,027","1,569","1,132",407,"1,640","1,127","1,207",722,"1,439","1,440",756,"1,226",808,796,"1,130",265,"1,028","1,960","1,032"
2021,5,70,"16,317",246,425,257,195,466,593,"1,285",641,659,466,736,779,263,940,582,719,490,816,968,401,703,414,424,635,208,548,"1,003",455
2021,5,80,"8,054",110,190,110,103,161,277,565,256,298,243,319,379,141,498,293,347,209,332,589,184,431,229,193,407,140,365,488,197
2021,5,90,"1,428",13,24,13,32,37,36,89,49,42,58,59,70,28,83,43,59,40,73,89,40,64,50,39,70,25,69,98,36
2021,5,100,64,1,1,2,4,1,4,1,3,3,1,3,2,2,7,1,2,1,1,6,0,5,2,2,0,2,2,4,1
2021,6,총,"215,425","2,364","3,351","2,288","1,477","4,052","5,678","19,305","10,026","6,008","6,696","11,946","5,371","2,917","10,692","8,284","8,290","3,917","8,150","7,063","6,843","15,346","7,152","5,458","6,427","1,227","11,113","18,834","15,150"
2021,6,0,"15,933",120,132,119,37,256,226,"1,303",830,291,449,"1,048",187,263,848,574,508,119,434,213,442,"1,129",548,305,265,35,"1,283","1,835","2,134"
2021,6,10,"19,870",80,232,135,62,265,329,"1,760","1,105",433,646,"1,063",302,258,749,894,687,290,630,390,720,"2,075",796,479,339,48,"1,236","2,017","1,850"
2021,6,20,"29,268",524,659,449,247,498,"1,093","3,395","1,220",810,831,"1,456",631,318,"1,243","1,101","1,253",538,"1,088",748,980,"2,146",904,837,918,97,"1,256","2,435","1,593"
2021,6,30,"26,244",436,314,285,165,567,751,"2,202","1,161",557,730,"1,736",434,386,"1,438",769,907,343,786,586,804,"1,528",847,571,653,83,"1,727","2,760","2,718"
2021,6,40,"33,126",242,407,304,141,535,639,"2,759","1,674",781,995,"1,896",572,423,"1,428","1,304","1,182",465,"1,073",736,"1,226","3,135","1,223",762,735,94,"1,998","3,237","3,160"
2021,6,50,"36,275",276,459,287,227,594,865,"3,511","1,634","1,010","1,248","2,046",881,423,"1,800","1,590","1,408",697,"1,469","1,294","1,287","2,880","1,326","1,052","1,266",226,"1,596","2,970","1,953"
2021,6,60,"28,797",315,507,324,266,667,863,"2,426","1,457","1,118","1,027","1,583","1,130",410,"1,647","1,125","1,219",725,"1,448","1,445",760,"1,253",815,797,"1,140",269,"1,032","1,976","1,053"
2021,6,70,"16,379",248,426,258,195,466,598,"1,291",644,667,469,736,782,266,958,585,719,490,818,970,397,704,414,421,641,208,548,"1,002",458
2021,6,80,"8,054",110,190,112,101,165,276,566,254,297,247,321,379,141,493,299,344,211,331,588,188,426,227,192,400,140,363,499,194
2021,6,90,"1,418",12,24,13,32,37,34,90,46,41,54,58,71,27,82,42,61,38,72,88,39,65,50,40,70,25,72,99,36
2021,6,100,61,1,1,2,4,2,4,2,1,3,0,3,2,2,6,1,2,1,1,5,0,5,2,2,0,2,2,4,1
2021,7,총,"215,503","2,367","3,337","2,284","1,459","4,370","5,659","19,322","10,014","5,985","6,670","11,923","5,368","2,912","10,672","8,267","8,283","3,899","8,155","7,024","6,866","15,289","7,132","5,443","6,432","1,218","11,127","18,860","15,166"
2021,7,0,"15,935",125,128,116,35,299,225,"1,308",828,286,444,"1,045",186,260,847,576,500,117,428,213,445,"1,117",549,299,271,34,"1,292","1,837","2,125"
2021,7,10,"19,821",79,229,132,61,277,327,"1,755","1,104",430,644,"1,055",304,258,745,890,688,289,630,374,730,"2,055",792,479,339,49,"1,231","2,017","1,858"
2021,7,20,"29,244",520,663,449,243,556,"1,087","3,392","1,215",801,828,"1,443",637,324,"1,234","1,079","1,251",536,"1,086",748,978,"2,127",895,834,920,96,"1,272","2,431","1,599"
2021,7,30,"26,253",442,315,284,162,633,750,"2,199","1,163",552,726,"1,729",430,383,"1,435",775,910,339,788,582,807,"1,511",844,559,646,82,"1,720","2,767","2,720"
2021,7,40,"33,082",244,398,305,141,586,638,"2,765","1,669",771,983,"1,909",568,421,"1,425","1,301","1,179",455,"1,076",731,"1,227","3,129","1,207",760,733,93,"1,995","3,230","3,143"
2021,7,50,"36,287",274,464,287,224,632,858,"3,510","1,629","1,009","1,248","2,021",886,418,"1,798","1,580","1,400",692,"1,460","1,290","1,290","2,879","1,329","1,055","1,269",225,"1,600","2,985","1,975"
2021,7,60,"28,916",313,502,323,266,701,865,"2,440","1,464","1,114","1,022","1,598","1,127",412,"1,644","1,138","1,223",734,"1,465","1,438",766,"1,270",818,803,"1,134",266,"1,037","1,979","1,054"
2021,7,70,"16,419",247,427,260,191,475,595,"1,290",644,677,473,738,777,269,962,587,725,489,816,971,394,703,419,421,644,205,545,"1,016",459
2021,7,80,"8,086",110,187,113,101,167,277,573,252,301,249,326,382,140,495,297,341,210,335,587,192,432,229,191,406,142,362,494,195
2021,7,90,"1,401",12,23,13,31,42,33,88,45,41,53,56,70,25,81,42,64,37,70,85,37,62,49,40,70,24,71,100,37
2021,7,100,59,1,1,2,4,2,4,2,1,3,0,3,1,2,6,2,2,1,1,5,0,4,1,2,0,2,2,4,1
2021,8,총,"215,363","2,351","3,350","2,264","1,446","4,482","5,640","19,301","10,013","5,976","6,655","11,913","5,365","2,901","10,647","8,264","8,246","3,917","8,141","7,034","6,869","15,263","7,116","5,419","6,425","1,210","11,126","18,876","15,153"
2021,8,0,"15,875",121,125,117,35,316,223,"1,297",827,276,447,"1,043",191,261,840,574,496,115,419,213,448,"1,117",542,293,276,34,"1,293","1,826","2,110"
2021,8,10,"19,783",76,231,131,60,283,328,"1,752","1,105",431,639,"1,050",302,262,740,888,680,291,632,367,732,"2,043",788,476,338,48,"1,233","2,014","1,863"
2021,8,20,"29,158",510,678,440,244,566,"1,073","3,381","1,194",808,821,"1,444",639,321,"1,212","1,068","1,235",548,"1,083",763,974,"2,113",897,827,914,96,"1,256","2,446","1,607"
2021,8,30,"26,271",450,314,282,157,661,749,"2,188","1,172",549,732,"1,731",432,378,"1,457",782,911,348,782,580,803,"1,508",841,552,647,84,"1,733","2,764","2,684"
2021,8,40,"32,965",242,397,297,140,593,630,"2,763","1,674",774,973,"1,890",566,426,"1,406","1,294","1,178",453,"1,067",725,"1,225","3,110","1,200",762,725,90,"1,993","3,221","3,151"
2021,8,50,"36,251",275,465,285,222,653,855,"3,504","1,624",997,"1,248","2,033",871,410,"1,793","1,582","1,392",692,"1,456","1,289","1,290","2,887","1,328","1,051","1,263",224,"1,597","2,986","1,979"
2021,8,60,"28,995",311,502,320,262,716,870,"2,449","1,469","1,115","1,020","1,589","1,126",407,"1,650","1,143","1,218",727,"1,475","1,446",770,"1,286",818,802,"1,138",264,"1,042","2,000","1,060"
2021,8,70,"16,472",243,430,262,192,477,597,"1,300",648,676,476,746,778,268,967,588,730,497,817,971,396,701,420,419,647,203,544,"1,015",464
2021,8,80,"8,120",111,180,115,99,171,282,576,253,304,248,329,389,141,493,299,341,209,338,586,193,432,231,196,406,141,362,499,196
2021,8,90,"1,413",11,27,13,31,44,30,88,46,43,51,54,70,25,83,44,63,36,71,89,38,62,50,39,71,25,71,100,38
2021,8,100,60,1,1,2,4,2,3,3,1,3,0,4,1,2,6,2,2,1,1,5,0,4,1,2,0,1,2,5,1
2021,9,총,"215,556","2,343","3,359","2,276","1,452","4,568","5,792","19,389","10,010","5,974","6,641","11,901","5,344","2,893","10,651","8,255","8,261","3,925","8,111","7,024","6,860","15,237","7,114","5,397","6,434","1,210","11,084","18,878","15,173"
2021,9,0,"15,795",120,124,114,33,324,235,"1,297",821,272,442,"1,035",188,264,833,565,489,116,412,210,444,"1,113",539,292,276,34,"1,281","1,827","2,095"
2021,9,10,"19,749",75,230,136,62,282,327,"1,748","1,094",439,640,"1,045",299,257,747,893,693,292,628,367,729,"2,024",783,461,338,51,"1,224","2,016","1,869"
2021,9,20,"29,279",505,688,439,245,604,"1,110","3,447","1,208",802,813,"1,438",635,323,"1,217","1,059","1,239",548,"1,073",762,966,"2,104",905,818,923,97,"1,260","2,457","1,594"
2021,9,30,"26,292",452,315,283,162,679,807,"2,202","1,164",551,723,"1,732",427,370,"1,456",770,913,344,778,585,800,"1,509",835,559,652,84,"1,706","2,753","2,681"
2021,9,40,"32,926",241,399,304,141,591,649,"2,757","1,673",777,979,"1,880",567,425,"1,401","1,302","1,172",453,"1,059",721,"1,216","3,095","1,197",757,718,89,"1,986","3,213","3,164"
2021,9,50,"36,264",271,467,282,221,667,870,"3,506","1,628",986,"1,247","2,041",860,412,"1,789","1,563","1,392",691,"1,458","1,276","1,298","2,893","1,326","1,047","1,261",222,"1,608","2,984","1,998"
2021,9,60,"29,087",312,495,327,265,727,880,"2,455","1,476","1,123","1,017","1,584","1,122",406,"1,647","1,160","1,221",736,"1,476","1,453",778,"1,291",827,805,"1,138",264,"1,037","2,004","1,061"
2021,9,70,"16,499",243,432,262,189,477,596,"1,309",650,670,476,751,780,267,975,594,727,496,815,972,392,706,414,417,651,206,542,"1,019",471
2021,9,80,"8,182",111,182,114,98,172,286,576,249,307,248,333,397,141,497,302,351,211,340,584,199,437,236,200,404,139,368,502,198
2021,9,90,"1,424",12,26,13,32,43,29,90,46,44,56,58,68,26,83,45,62,36,71,89,38,61,51,39,73,23,70,99,41
2021,9,100,59,1,1,2,4,2,3,2,1,3,0,4,1,2,6,2,2,2,1,5,0,4,1,2,0,1,2,4,1
2021,10,총,"215,314","2,332","3,356","2,259","1,444","4,604","5,835","19,360","10,013","5,954","6,618","11,882","5,319","2,889","10,630","8,260","8,258","3,911","8,110","6,999","6,864","15,232","7,093","5,397","6,417","1,209","11,050","18,869","15,150"
2021,10,0,"15,710",121,126,112,30,326,238,"1,297",816,269,443,"1,026",187,264,827,565,484,119,409,207,444,"1,095",530,294,273,35,"1,268","1,818","2,087"
2021,10,10,"19,681",73,228,137,58,284,330,"1,739","1,092",437,629,"1,040",293,258,741,897,687,288,622,364,727,"2,041",769,460,333,52,"1,213","2,014","1,875"
2021,10,20,"29,193",491,681,431,249,620,"1,117","3,416","1,214",796,809,"1,425",631,329,"1,215","1,058","1,235",553,"1,072",761,964,"2,090",906,806,925,96,"1,254","2,469","1,580"
2021,10,30,"26,197",452,324,280,163,681,819,"2,220","1,150",554,714,"1,722",421,363,"1,451",769,924,337,785,582,794,"1,510",834,567,643,81,"1,685","2,711","2,661"
2021,10,40,"32,791",239,400,301,139,597,652,"2,732","1,679",772,974,"1,874",560,430,"1,392","1,297","1,160",448,"1,046",709,"1,217","3,076","1,184",739,705,92,"1,986","3,227","3,164"
2021,10,50,"36,314",272,465,277,217,672,884,"3,500","1,629",985,"1,242","2,043",862,410,"1,793","1,568","1,393",691,"1,463","1,267","1,303","2,904","1,333","1,053","1,260",217,"1,618","2,990","2,003"
2021,10,60,"29,199",314,494,328,267,723,883,"2,475","1,480","1,113","1,022","1,604","1,115",403,"1,647","1,166","1,218",734,"1,480","1,460",783,"1,307",829,809,"1,149",269,"1,047","2,015","1,065"
2021,10,70,"16,502",244,430,263,187,482,593,"1,306",659,677,475,751,780,265,969,590,730,493,821,972,396,706,413,420,645,205,538,"1,020",472
2021,10,80,"8,234",114,182,114,100,176,285,585,249,302,251,333,398,141,504,302,361,211,340,584,197,439,239,206,411,138,368,502,202
2021,10,90,"1,429",11,25,14,29,41,31,87,44,45,59,59,71,24,85,46,64,35,71,88,39,61,54,40,73,23,71,99,40
2021,10,100,64,1,1,2,5,2,3,3,1,4,0,5,1,2,6,2,2,2,1,5,0,3,2,3,0,1,2,4,1
2021,11,총,"215,283","2,309","3,362","2,263","1,440","4,629","5,868","19,335","10,000","5,970","6,606","11,884","5,318","2,869","10,630","8,253","8,264","3,902","8,102","6,987","6,850","15,281","7,069","5,382","6,423","1,214","11,063","18,863","15,147"
2021,11,0,"15,681",120,126,114,28,330,240,"1,294",818,269,434,"1,019",183,265,832,567,481,119,404,209,447,"1,099",533,293,269,34,"1,272","1,806","2,076"
2021,11,10,"19,655",70,231,137,58,285,323,"1,718","1,091",438,633,"1,039",294,254,738,895,688,277,618,364,715,"2,064",756,457,336,53,"1,218","2,027","1,878"
2021,11,20,"29,096",479,685,431,250,621,"1,138","3,406","1,197",793,806,"1,424",632,326,"1,203","1,049","1,229",562,"1,070",757,957,"2,086",904,793,924,97,"1,249","2,458","1,570"
2021,11,30,"26,177",449,324,281,162,680,832,"2,223","1,141",561,708,"1,709",428,362,"1,456",773,923,341,788,585,793,"1,514",826,571,651,83,"1,673","2,689","2,651"
2021,11,40,"32,728",237,402,306,140,602,647,"2,724","1,675",767,976,"1,876",549,424,"1,394","1,291","1,161",441,"1,039",694,"1,205","3,066","1,178",738,701,92,"1,985","3,241","3,177"
2021,11,50,"36,356",275,463,275,214,674,888,"3,510","1,626",987,"1,236","2,050",865,409,"1,794","1,570","1,398",682,"1,460","1,278","1,299","2,916","1,328","1,043","1,254",216,"1,632","2,997","2,017"
2021,11,60,"29,286",312,493,325,265,731,887,"2,477","1,484","1,121","1,025","1,618","1,112",400,"1,644","1,174","1,222",732,"1,482","1,455",793,"1,320",835,814,"1,157",269,"1,054","2,022","1,063"
2021,11,70,"16,544",240,430,267,188,483,587,"1,312",669,681,481,749,785,265,974,577,734,499,821,974,399,714,414,424,646,207,540,"1,012",472
2021,11,80,"8,274",115,183,113,101,180,293,585,253,303,247,338,396,140,504,309,361,213,349,580,201,439,241,206,410,139,367,507,201
2021,11,90,"1,428",11,25,12,29,41,31,83,45,46,60,57,73,22,86,46,65,34,70,88,41,60,52,40,75,23,71,101,41
2021,11,100,58,1,0,2,5,2,2,3,1,4,0,5,1,2,5,2,2,2,1,3,0,3,2,3,0,1,2,3,1
2021,12,총,"215,115","2,306","3,361","2,274","1,424","4,638","5,864","19,335","9,992","5,970","6,602","11,873","5,300","2,870","10,625","8,227","8,234","3,901","8,111","6,966","6,846","15,278","7,067","5,391","6,402","1,210","11,071","18,878","15,099"
2021,12,0,"15,619",118,124,120,27,333,243,"1,287",814,268,435,"1,002",176,267,833,564,474,119,402,209,437,"1,090",530,297,263,35,"1,267","1,815","2,070"
2021,12,10,"19,589",67,235,137,55,287,316,"1,718","1,084",440,634,"1,045",297,252,737,884,686,273,618,359,718,"2,056",754,452,332,51,"1,220","2,012","1,870"
2021,12,20,"28,985",480,694,440,253,611,"1,141","3,388","1,193",794,799,"1,414",630,331,"1,195","1,046","1,220",554,"1,063",751,950,"2,094",897,797,917,96,"1,242","2,445","1,550"
2021,12,30,"26,107",452,318,277,158,682,829,"2,229","1,142",559,721,"1,702",429,360,"1,462",758,908,337,794,584,786,"1,503",825,567,650,87,"1,670","2,691","2,627"
2021,12,40,"32,650",236,401,306,140,599,645,"2,716","1,675",767,966,"1,883",547,424,"1,393","1,288","1,158",442,"1,037",676,"1,197","3,049","1,171",736,701,89,"1,992","3,248","3,168"
2021,12,50,"36,389",275,456,276,210,687,890,"3,523","1,627",987,"1,229","2,047",855,410,"1,778","1,559","1,394",689,"1,454","1,270","1,315","2,939","1,337","1,050","1,247",216,"1,635","3,009","2,025"
2021,12,60,"29,421",313,496,325,266,735,882,"2,490","1,486","1,117","1,031","1,623","1,115",397,"1,662","1,190","1,233",733,"1,493","1,466",800,"1,332",838,813,"1,163",267,"1,056","2,026","1,073"
2021,12,70,"16,562",238,426,268,185,483,592,"1,308",672,685,479,755,778,264,976,576,726,502,828,975,401,713,414,425,644,202,550,"1,025",472
2021,12,80,"8,300",114,186,112,99,180,291,591,255,303,245,339,398,141,496,314,367,216,347,585,202,438,247,211,408,144,367,502,202
2021,12,90,"1,442",12,25,12,28,40,33,82,43,48,63,59,74,23,90,46,66,33,74,88,40,61,52,40,77,22,70,100,41
2021,12,100,51,1,0,1,3,1,2,3,1,2,0,4,1,1,3,2,2,3,1,3,0,3,2,3,0,1,2,5,1
