년도,월,나이,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2021,8,50,"12,365","1,036",827,189,916,"1,761",673,800,379,405,385,555,"1,209",443,849,658,573,707
2021,8,60,"10,163",765,634,225,696,"1,414",554,648,310,494,319,489,856,448,685,516,489,621
2021,8,70,"6,560",563,427,133,417,726,337,436,239,349,266,328,700,263,436,281,293,366
2021,8,80,"3,585",304,259,94,224,462,191,195,114,208,120,200,406,152,190,150,146,170
2021,8,90,659,51,53,16,54,122,29,31,27,45,22,26,67,21,24,21,23,27
2021,8,100,37,6,2,5,4,5,2,2,1,2,0,1,3,0,3,0,0,1
2021,9,총,"74,846","6,451","5,171","1,309","5,042","9,687","4,432","5,422","2,237","2,933","2,383","3,862","8,535","2,300","3,873","3,387","3,037","4,785"
2021,9,0,"3,533",369,279,57,256,548,365,413,86,92,49,115,322,73,91,165,121,132
2021,9,10,"5,314",540,376,76,401,793,542,419,154,111,121,200,674,100,215,241,190,161
2021,9,20,"11,919",791,673,161,592,"1,208",479,656,266,475,572,866,"2,213",284,543,438,392,"1,310"
2021,9,30,"9,800",851,820,171,624,"1,167",499,885,287,394,306,622,958,231,371,468,395,751
2021,9,40,"10,907","1,171",817,181,862,"1,468",753,940,373,366,231,458,"1,117",287,475,449,416,543
2021,9,50,"12,381","1,043",827,192,918,"1,768",675,804,381,404,381,557,"1,217",442,843,655,574,700
2021,9,60,"10,169",767,638,224,692,"1,412",558,646,309,494,322,492,859,444,683,521,486,622
2021,9,70,"6,518",559,422,133,410,721,337,434,239,341,262,327,695,264,437,280,289,368
2021,9,80,"3,610",303,262,94,229,474,194,193,114,208,118,198,408,153,191,149,151,171
2021,9,90,656,51,56,15,54,123,28,30,27,46,20,25,68,22,21,21,23,26
2021,9,100,39,6,1,5,4,5,2,2,1,2,1,2,4,0,3,0,0,1
2021,10,총,"74,794","6,458","5,161","1,300","5,032","9,692","4,444","5,435","2,237","2,936","2,383","3,843","8,527","2,294","3,875","3,370","3,037","4,770"
2021,10,0,"3,506",368,277,56,252,550,358,417,84,92,49,112,318,71,91,166,118,127
2021,10,10,"5,300",539,380,76,393,795,544,419,157,110,120,197,671,99,213,239,188,160
2021,10,20,"11,883",793,661,159,594,"1,193",485,652,263,485,575,869,"2,207",284,544,430,388,"1,301"
2021,10,30,"9,779",853,813,166,624,"1,164",494,875,288,395,306,619,955,231,376,474,398,748
2021,10,40,"10,912","1,167",823,183,859,"1,480",756,957,374,361,228,450,"1,118",285,467,445,411,548
2021,10,50,"12,399","1,045",829,188,919,"1,777",686,808,382,405,377,548,"1,223",441,850,649,580,692
2021,10,60,"10,181",773,635,224,694,"1,406",560,643,307,490,326,497,861,446,680,518,491,630
2021,10,70,"6,505",559,419,135,409,724,335,435,238,343,261,323,693,264,436,281,286,364
2021,10,80,"3,635",307,267,94,229,475,196,197,116,206,120,199,408,152,194,149,152,174
2021,10,90,658,50,56,14,56,124,28,30,27,47,20,26,69,21,21,19,25,25
2021,10,100,36,4,1,5,3,4,2,2,1,2,1,3,4,0,3,0,0,1
2021,11,총,"74,680","6,464","5,157","1,290","5,032","9,697","4,435","5,434","2,227","2,929","2,384","3,837","8,501","2,265","3,852","3,359","3,033","4,784"
2021,11,0,"3,468",363,277,55,249,549,355,416,87,86,48,111,308,68,91,166,114,125
2021,11,10,"5,270",539,375,74,396,802,543,418,157,111,117,192,658,100,210,237,183,158
2021,11,20,"11,858",798,654,160,592,"1,185",478,652,260,477,582,866,"2,211",281,533,426,390,"1,313"
2021,11,30,"9,778",849,817,164,627,"1,169",496,870,284,402,305,617,952,221,382,468,399,756
2021,11,40,"10,873","1,169",826,179,854,"1,478",748,955,372,357,234,448,"1,103",285,465,450,408,542
2021,11,50,"12,410","1,047",837,189,917,"1,775",693,816,381,404,372,554,"1,230",431,840,645,586,693
2021,11,60,"10,204",773,635,220,704,"1,415",558,642,307,494,324,501,860,444,683,518,489,637
2021,11,70,"6,468",564,411,133,403,718,337,434,235,341,259,319,694,261,435,279,283,362
2021,11,80,"3,660",309,272,97,231,479,198,199,116,208,121,200,409,152,191,151,155,172
2021,11,90,662,51,53,14,56,123,27,28,27,48,21,26,73,22,22,19,26,26
2021,11,100,29,2,0,5,3,4,2,4,1,1,1,3,3,0,0,0,0,0
2021,12,총,"74,500","6,452","5,172","1,288","5,009","9,695","4,418","5,412","2,204","2,946","2,369","3,812","8,479","2,265","3,829","3,333","3,026","4,791"
2021,12,0,"3,444",359,280,56,250,545,350,414,80,91,47,111,307,69,89,162,111,123
2021,12,10,"5,224",537,375,73,388,807,535,411,158,110,116,189,645,100,207,233,181,159
2021,12,20,"11,829",797,662,159,588,"1,176",485,648,258,480,585,851,"2,207",282,525,425,387,"1,314"
2021,12,30,"9,763",844,821,163,620,"1,179",491,865,279,405,301,618,943,221,382,465,397,769
2021,12,40,"10,833","1,162",830,181,849,"1,481",736,944,368,358,233,439,"1,106",287,463,446,410,540
2021,12,50,"12,383","1,051",833,187,911,"1,769",695,821,378,409,365,549,"1,224",432,836,641,586,696
2021,12,60,"10,213",774,639,222,709,"1,420",559,642,299,488,323,501,871,437,687,516,490,636
2021,12,70,"6,461",562,408,134,399,717,337,437,239,349,258,321,690,262,426,276,286,360
2021,12,80,"3,667",311,273,97,235,475,201,200,119,207,120,202,411,152,191,151,153,169
2021,12,90,660,53,51,15,57,122,27,27,26,48,20,28,72,23,23,18,25,25
2021,12,100,23,2,0,1,3,4,2,3,0,1,1,3,3,0,0,0,0,0
