년도,월,나이,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021,4,30,"98,566","7,361","6,073","3,469","4,647","10,450","2,878","3,097","3,300","6,374","4,191","4,075","8,426","2,351","3,050","4,202","5,383","5,583","6,292","3,692","3,672"
2021,4,40,"90,391","7,617","3,240","3,031","3,868","7,472","3,046","3,250","3,247","5,503","3,610","3,961","4,590","1,476","1,908","7,133","8,465","4,849","7,519","3,204","3,402"
2021,4,50,"85,053","5,955","3,042","3,324","5,226","7,363","2,837","3,252","3,341","4,867","3,895","3,679","4,170","2,098","2,226","5,675","6,546","4,019","6,422","3,608","3,508"
2021,4,60,"77,586","4,291","2,290","2,856","5,356","7,050","2,469","3,462","3,219","4,315","3,666","3,594","3,275","3,243","2,728","3,892","5,024","3,447","5,785","3,708","3,916"
2021,4,70,"38,784","1,737","1,125","1,338","2,546","3,762","1,330","1,767","1,665","2,084","1,631","2,067","1,177","1,543","1,562","2,120","2,566","1,742","2,802","2,065","2,155"
2021,4,80,"15,043",696,664,458,"1,460","1,201",385,596,600,696,564,613,503,768,668,771,759,682,"1,092",888,979
2021,4,90,"2,457",92,130,85,298,159,60,94,86,124,89,80,85,133,117,130,123,101,163,124,184
2021,4,100,90,3,7,0,11,10,0,7,1,1,2,3,4,5,2,6,5,5,5,4,9
2021,5,총,"577,484","42,032","24,195","20,574","31,008","51,973","18,122","21,446","20,824","34,487","24,839","24,705","34,065","14,160","15,271","36,506","43,263","30,362","43,387","23,226","23,039"
2021,5,0,"38,393","4,033","1,268","1,273","1,665","2,589","1,144","1,237","1,115","2,124","1,192","1,253","1,632",479,691,"3,208","3,621","3,400","3,988","1,183","1,298"
2021,5,10,"44,084","4,521","1,295","1,563","1,958","2,419","1,398","1,635","1,348","2,384","1,631","1,574","1,886",459,549,"4,844","5,471","2,087","4,184","1,413","1,465"
2021,5,20,"86,760","5,688","5,038","3,175","3,994","9,520","2,592","3,076","2,963","6,031","4,338","3,874","8,290","1,653","1,766","4,569","5,262","3,971","5,175","3,342","2,443"
2021,5,30,"98,552","7,360","6,097","3,493","4,642","10,445","2,855","3,107","3,276","6,357","4,207","4,049","8,411","2,339","3,042","4,173","5,349","5,708","6,280","3,707","3,655"
2021,5,40,"90,215","7,626","3,228","3,025","3,880","7,438","3,034","3,227","3,241","5,465","3,604","3,935","4,598","1,453","1,898","7,084","8,449","4,949","7,494","3,188","3,399"
2021,5,50,"84,959","5,945","3,043","3,310","5,182","7,335","2,848","3,238","3,334","4,863","3,899","3,666","4,169","2,079","2,224","5,685","6,569","4,081","6,395","3,594","3,500"
2021,5,60,"78,023","4,315","2,300","2,866","5,372","7,094","2,469","3,458","3,207","4,337","3,682","3,591","3,312","3,249","2,744","3,919","5,080","3,563","5,802","3,729","3,934"
2021,5,70,"38,818","1,749","1,118","1,324","2,550","3,765","1,332","1,768","1,659","2,098","1,618","2,058","1,171","1,546","1,564","2,119","2,565","1,782","2,813","2,056","2,163"
2021,5,80,"15,119",696,672,459,"1,462","1,201",393,597,596,705,576,620,509,762,674,764,766,706,"1,090",885,986
2021,5,90,"2,469",96,130,86,292,157,57,95,84,120,90,82,84,135,117,135,126,111,161,125,186
2021,5,100,92,3,6,0,11,10,0,8,1,3,2,3,3,6,2,6,5,4,5,4,10
2021,6,총,"577,519","42,006","24,243","20,537","31,002","51,977","18,106","21,443","20,783","34,466","24,897","24,640","34,099","14,192","15,242","36,352","43,228","30,716","43,300","23,221","23,069"
2021,6,0,"38,228","4,034","1,257","1,272","1,679","2,569","1,131","1,234","1,097","2,110","1,189","1,243","1,624",477,693,"3,155","3,612","3,450","3,937","1,180","1,285"
2021,6,10,"44,017","4,507","1,299","1,540","1,959","2,418","1,403","1,625","1,342","2,369","1,625","1,560","1,859",461,552,"4,857","5,459","2,132","4,181","1,396","1,473"
2021,6,20,"86,728","5,682","5,037","3,177","3,966","9,543","2,595","3,072","2,938","6,027","4,363","3,867","8,337","1,639","1,743","4,542","5,255","4,009","5,164","3,319","2,453"
2021,6,30,"98,479","7,341","6,122","3,508","4,640","10,402","2,852","3,115","3,276","6,377","4,232","4,037","8,462","2,332","3,038","4,132","5,334","5,720","6,218","3,714","3,627"
2021,6,40,"90,187","7,611","3,244","3,016","3,897","7,452","3,028","3,214","3,236","5,468","3,607","3,918","4,585","1,453","1,890","7,039","8,418","4,999","7,502","3,204","3,406"
2021,6,50,"84,710","5,930","3,042","3,282","5,145","7,308","2,836","3,219","3,320","4,830","3,891","3,664","4,151","2,073","2,224","5,663","6,578","4,119","6,391","3,563","3,481"
2021,6,60,"78,490","4,344","2,309","2,877","5,405","7,132","2,480","3,482","3,227","4,353","3,701","3,587","3,316","3,270","2,753","3,937","5,097","3,648","5,832","3,772","3,968"
2021,6,70,"38,903","1,762","1,122","1,315","2,545","3,762","1,331","1,778","1,661","2,102","1,618","2,057","1,172","1,572","1,557","2,116","2,577","1,805","2,819","2,053","2,179"
2021,6,80,"15,187",695,672,461,"1,459","1,221",391,604,598,711,576,621,506,776,674,765,767,713,"1,090",890,997
2021,6,90,"2,498",96,133,89,296,161,59,92,87,115,93,83,84,134,116,140,126,117,161,126,190
2021,6,100,92,4,6,0,11,9,0,8,1,4,2,3,3,5,2,6,5,4,5,4,10
2021,7,총,"577,058","41,940","24,275","20,491","30,977","52,026","18,074","21,384","20,735","34,451","24,853","24,603","34,086","14,168","15,239","36,257","43,154","30,844","43,248","23,246","23,007"
2021,7,0,"38,065","4,019","1,260","1,262","1,684","2,548","1,116","1,223","1,102","2,082","1,187","1,238","1,624",472,689,"3,132","3,605","3,455","3,899","1,191","1,277"
2021,7,10,"43,876","4,469","1,286","1,535","1,962","2,420","1,387","1,615","1,328","2,368","1,608","1,557","1,842",455,550,"4,829","5,455","2,151","4,194","1,394","1,471"
2021,7,20,"86,744","5,691","5,063","3,169","3,934","9,582","2,612","3,069","2,914","6,057","4,367","3,868","8,348","1,632","1,733","4,552","5,228","4,019","5,136","3,329","2,441"
2021,7,30,"98,242","7,304","6,134","3,481","4,624","10,407","2,838","3,101","3,252","6,392","4,237","4,013","8,477","2,313","3,051","4,120","5,298","5,693","6,209","3,720","3,578"
2021,7,40,"89,980","7,603","3,244","3,019","3,894","7,448","3,030","3,201","3,229","5,437","3,590","3,901","4,580","1,435","1,886","6,969","8,390","5,039","7,491","3,204","3,390"
2021,7,50,"84,557","5,937","3,043","3,261","5,128","7,288","2,806","3,212","3,325","4,815","3,860","3,664","4,112","2,064","2,197","5,690","6,604","4,126","6,387","3,558","3,480"
2021,7,60,"78,726","4,346","2,302","2,891","5,424","7,162","2,503","3,470","3,229","4,357","3,716","3,590","3,355","3,276","2,768","3,936","5,084","3,699","5,854","3,785","3,979"
2021,7,70,"39,061","1,779","1,118","1,320","2,562","3,772","1,325","1,794","1,673","2,111","1,605","2,065","1,163","1,597","1,567","2,120","2,588","1,822","2,828","2,053","2,199"
2021,7,80,"15,219",694,684,466,"1,459","1,228",398,603,597,712,584,621,498,785,679,764,768,722,"1,082",882,993
2021,7,90,"2,494",94,135,87,294,161,59,88,85,116,97,82,84,135,117,139,129,114,163,126,189
2021,7,100,94,4,6,0,12,10,0,8,1,4,2,4,3,4,2,6,5,4,5,4,10
2021,8,총,"576,361","41,885","24,292","20,415","30,870","52,016","18,010","21,281","20,719","34,390","24,794","24,537","34,140","14,186","15,196","36,257","43,106","30,809","43,173","23,304","22,981"
2021,8,0,"37,746","4,003","1,250","1,233","1,672","2,522","1,100","1,204","1,086","2,049","1,178","1,233","1,618",472,692,"3,089","3,580","3,436","3,859","1,206","1,264"
2021,8,10,"43,820","4,464","1,289","1,527","1,945","2,428","1,389","1,614","1,331","2,367","1,601","1,551","1,825",448,542,"4,840","5,453","2,153","4,206","1,396","1,451"
2021,8,20,"86,518","5,664","5,079","3,129","3,911","9,611","2,593","3,036","2,907","6,046","4,355","3,846","8,359","1,629","1,707","4,536","5,206","4,025","5,107","3,331","2,441"
2021,8,30,"98,020","7,280","6,136","3,463","4,597","10,388","2,821","3,073","3,244","6,353","4,227","4,013","8,516","2,316","3,050","4,106","5,259","5,665","6,164","3,769","3,580"
2021,8,40,"89,876","7,602","3,228","3,017","3,876","7,438","3,031","3,195","3,227","5,435","3,568","3,875","4,592","1,434","1,873","6,949","8,409","5,045","7,494","3,217","3,371"
2021,8,50,"84,364","5,918","3,056","3,253","5,103","7,268","2,795","3,198","3,319","4,824","3,840","3,655","4,083","2,041","2,188","5,711","6,635","4,113","6,382","3,516","3,466"
2021,8,60,"78,972","4,367","2,316","2,893","5,439","7,181","2,497","3,464","3,243","4,365","3,721","3,590","3,391","3,308","2,778","3,959","5,076","3,702","5,875","3,799","4,008"
2021,8,70,"39,126","1,790","1,111","1,342","2,555","3,768","1,328","1,796","1,674","2,114","1,621","2,062","1,163","1,609","1,569","2,138","2,574","1,824","2,830","2,054","2,204"
2021,8,80,"15,313",695,685,469,"1,465","1,240",396,606,601,719,583,627,503,790,677,781,780,730,"1,085",887,994
2021,8,90,"2,513",98,137,89,295,162,60,86,86,114,98,81,87,136,117,142,129,112,166,125,193
2021,8,100,93,4,5,0,12,10,0,9,1,4,2,4,3,3,3,6,5,4,5,4,9
2021,9,총,"575,875","41,820","24,264","20,390","30,782","51,977","17,949","21,498","20,649","34,324","24,782","24,528","34,034","14,127","15,167","36,276","43,047","30,879","43,167","23,309","22,906"
2021,9,0,"37,413","3,979","1,241","1,210","1,651","2,493","1,097","1,180","1,068","2,011","1,170","1,219","1,602",467,685,"3,068","3,547","3,448","3,822","1,203","1,252"
2021,9,10,"43,695","4,436","1,283","1,533","1,926","2,411","1,383","1,637","1,328","2,347","1,599","1,532","1,810",441,538,"4,840","5,461","2,149","4,217","1,381","1,443"
2021,9,20,"86,432","5,663","5,048","3,121","3,863","9,581","2,585","3,193","2,892","6,038","4,369","3,856","8,319","1,603","1,697","4,534","5,190","4,020","5,106","3,328","2,426"
2021,9,30,"97,941","7,228","6,129","3,457","4,588","10,400","2,811","3,120","3,223","6,354","4,220","4,019","8,529","2,309","3,054","4,104","5,219","5,673","6,160","3,784","3,560"
2021,9,40,"89,669","7,605","3,221","3,002","3,871","7,437","3,023","3,198","3,223","5,411","3,532","3,845","4,551","1,420","1,859","6,945","8,387","5,059","7,515","3,224","3,341"
2021,9,50,"84,429","5,943","3,068","3,262","5,091","7,269","2,793","3,199","3,307","4,824","3,855","3,669","4,094","2,020","2,183","5,730","6,645","4,132","6,379","3,506","3,460"
2021,9,60,"79,087","4,366","2,327","2,894","5,452","7,193","2,474","3,461","3,246","4,391","3,731","3,596","3,389","3,322","2,775","3,972","5,085","3,717","5,872","3,808","4,016"
2021,9,70,"39,192","1,802","1,107","1,354","2,560","3,774","1,323","1,807","1,672","2,102","1,616","2,075","1,149","1,614","1,575","2,151","2,593","1,821","2,839","2,050","2,208"
2021,9,80,"15,405",698,694,470,"1,476","1,244",398,608,603,727,589,632,501,795,681,785,788,742,"1,078",897,999
2021,9,90,"2,517",96,140,87,291,165,62,86,86,115,99,81,87,133,117,141,127,115,173,124,192
2021,9,100,95,4,6,0,13,10,0,9,1,4,2,4,3,3,3,6,5,3,6,4,9
2021,10,총,"575,370","41,773","24,234","20,385","30,680","51,876","17,890","21,539","20,570","34,266","24,887","24,467","34,013","14,118","15,145","36,271","43,015","30,856","43,099","23,383","22,903"
2021,10,0,"37,142","3,972","1,233","1,208","1,647","2,461","1,084","1,176","1,045","1,986","1,153","1,191","1,588",467,685,"3,049","3,527","3,421","3,804","1,206","1,239"
2021,10,10,"43,617","4,433","1,266","1,543","1,897","2,391","1,362","1,636","1,316","2,335","1,606","1,524","1,796",437,531,"4,857","5,479","2,149","4,239","1,389","1,431"
2021,10,20,"86,103","5,620","5,030","3,096","3,823","9,553","2,571","3,226","2,866","6,019","4,419","3,869","8,241","1,588","1,664","4,518","5,165","4,016","5,077","3,329","2,413"
2021,10,30,"97,968","7,223","6,125","3,458","4,581","10,393","2,820","3,118","3,197","6,357","4,257","3,998","8,571","2,313","3,072","4,092","5,210","5,650","6,169","3,803","3,561"
2021,10,40,"89,476","7,582","3,222","2,985","3,833","7,434","3,010","3,203","3,220","5,403","3,526","3,822","4,560","1,425","1,850","6,916","8,358","5,052","7,494","3,233","3,348"
2021,10,50,"84,460","5,954","3,078","3,286","5,082","7,254","2,798","3,206","3,293","4,800","3,879","3,680","4,103","1,995","2,171","5,747","6,664","4,149","6,343","3,514","3,464"
2021,10,60,"79,216","4,387","2,323","2,888","5,472","7,200","2,464","3,452","3,265","4,408","3,723","3,584","3,408","3,321","2,788","3,986","5,100","3,730","5,881","3,807","4,029"
2021,10,70,"39,328","1,807","1,115","1,367","2,550","3,788","1,322","1,824","1,676","2,104","1,638","2,076","1,158","1,632","1,571","2,172","2,587","1,827","2,841","2,058","2,215"
2021,10,80,"15,451",693,699,464,"1,486","1,230",400,603,605,736,588,636,499,804,694,790,796,742,"1,075",912,999
2021,10,90,"2,514",98,137,90,297,162,59,87,86,114,96,83,84,134,116,139,124,116,169,128,195
2021,10,100,95,4,6,0,12,10,0,8,1,4,2,4,5,2,3,5,5,4,7,4,9
2021,11,총,"574,789","41,685","24,226","20,379","30,594","51,760","17,856","21,518","20,557","34,198","24,895","24,411","34,088","14,043","15,076","36,384","42,981","30,897","43,038","23,395","22,808"
2021,11,0,"36,876","3,952","1,224","1,217","1,634","2,441","1,068","1,160","1,032","1,959","1,138","1,185","1,584",459,677,"3,020","3,512","3,407","3,800","1,186","1,221"
2021,11,10,"43,598","4,426","1,243","1,540","1,897","2,371","1,365","1,629","1,311","2,339","1,598","1,520","1,790",423,527,"4,870","5,499","2,159","4,255","1,406","1,430"
2021,11,20,"85,856","5,601","5,038","3,083","3,798","9,525","2,571","3,233","2,851","5,999","4,428","3,849","8,234","1,580","1,634","4,541","5,137","4,022","5,042","3,329","2,361"
2021,11,30,"97,858","7,188","6,136","3,444","4,572","10,418","2,812","3,118","3,192","6,337","4,273","3,984","8,621","2,299","3,064","4,071","5,194","5,639","6,144","3,791","3,561"
2021,11,40,"89,281","7,574","3,218","2,981","3,811","7,394","2,989","3,193","3,218","5,397","3,520","3,802","4,566","1,409","1,835","6,909","8,351","5,058","7,496","3,236","3,324"
2021,11,50,"84,467","5,945","3,075","3,279","5,068","7,233","2,807","3,211","3,305","4,806","3,886","3,678","4,113","1,989","2,157","5,798","6,641","4,165","6,338","3,510","3,463"
2021,11,60,"79,383","4,392","2,324","2,904","5,468","7,191","2,471","3,451","3,265","4,393","3,735","3,591","3,423","3,321","2,797","4,040","5,121","3,752","5,881","3,830","4,033"
2021,11,70,"39,339","1,812","1,116","1,371","2,553","3,767","1,319","1,826","1,686","2,110","1,629","2,083","1,168","1,620","1,563","2,195","2,607","1,829","2,824","2,056","2,205"
2021,11,80,"15,517",693,706,467,"1,487","1,242",394,602,612,742,590,634,498,809,700,795,792,743,"1,079",917,"1,015"
2021,11,90,"2,522",100,140,93,294,168,60,87,84,112,96,81,85,132,119,140,122,119,171,130,189
2021,11,100,92,2,6,0,12,10,0,8,1,4,2,4,6,2,3,5,5,4,8,4,6
2021,12,총,"574,315","41,637","24,239","20,303","30,544","51,801","17,840","21,525","20,532","34,202","24,869","24,383","34,115","14,026","15,040","36,416","42,923","30,842","42,932","23,355","22,791"
2021,12,0,"36,646","3,933","1,209","1,210","1,629","2,413","1,059","1,150","1,025","1,934","1,130","1,180","1,574",461,681,"3,003","3,491","3,394","3,782","1,174","1,214"
2021,12,10,"43,517","4,420","1,245","1,529","1,888","2,363","1,354","1,631","1,310","2,335","1,574","1,520","1,789",423,521,"4,855","5,497","2,171","4,262","1,402","1,428"
2021,12,20,"85,652","5,583","5,041","3,080","3,763","9,571","2,550","3,251","2,813","5,992","4,443","3,856","8,200","1,565","1,612","4,556","5,102","3,998","5,002","3,334","2,340"
2021,12,30,"97,831","7,178","6,124","3,425","4,575","10,453","2,832","3,124","3,208","6,350","4,254","3,975","8,653","2,306","3,044","4,065","5,189","5,610","6,125","3,774","3,567"
2021,12,40,"89,266","7,550","3,240","2,959","3,811","7,403","2,976","3,201","3,195","5,388","3,527","3,796","4,580","1,401","1,848","6,902","8,338","5,084","7,511","3,235","3,321"
2021,12,50,"84,408","5,944","3,071","3,272","5,048","7,221","2,829","3,198","3,310","4,822","3,884","3,660","4,125","1,971","2,151","5,809","6,652","4,158","6,315","3,501","3,467"
2021,12,60,"79,382","4,403","2,337","2,901","5,475","7,178","2,465","3,435","3,280","4,393","3,736","3,587","3,439","3,333","2,788","4,070","5,106","3,728","5,878","3,818","4,032"
2021,12,70,"39,405","1,828","1,113","1,353","2,556","3,769","1,310","1,832","1,688","2,128","1,631","2,096","1,174","1,625","1,571","2,210","2,621","1,823","2,809","2,056","2,212"
2021,12,80,"15,603",695,713,478,"1,495","1,254",405,607,615,746,591,633,493,807,703,800,804,754,"1,071",924,"1,015"
2021,12,90,"2,523",100,140,96,296,171,60,88,87,110,97,77,83,132,118,141,117,118,170,133,189
2021,12,100,82,3,6,0,8,5,0,8,1,4,2,3,5,2,3,5,6,4,7,4,6
