년도,월,나이,서울특별시,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2020,11,50,"776,496","12,699","10,191","18,725","23,705","28,034","26,511","35,336","35,231","26,886","29,954","45,282","40,107","25,472","27,604","38,581","45,125","32,099","20,145","27,971","30,437","34,133","32,085","40,183","52,957","37,043"
2020,11,60,"654,448","10,032","8,822","15,049","18,666","22,197","23,961","29,844","29,085","24,427","25,915","36,115","34,634","20,324","21,189","29,809","40,852","29,469","16,747","24,081","26,482","31,610","25,692","32,179","44,310","32,957"
2020,11,70,"383,110","6,975","5,896","9,808","11,436","12,135","15,416","17,036","18,935","17,073","14,943","21,306","21,822","13,965","14,074","15,071","20,743","16,648","9,635","14,749","16,406","20,128","14,540","17,997","20,613","15,760"
2020,11,80,"168,956","3,556","3,016","5,335","5,280","5,361","6,942","7,131","8,708","6,890","7,130","10,644","9,426","6,893","6,795","6,926","9,385","6,841","3,884","6,735","7,105","7,647","5,510","6,785","8,563","6,468"
2020,11,90,"31,371",718,620,"1,125",859,910,"1,115","1,237","1,529","1,086","1,194","1,859","1,508","1,184","1,196","1,276","1,950","1,128",644,"1,152","1,326","1,314","1,312","1,721","1,928","1,480"
2020,11,100,"4,958",178,137,263,177,166,216,159,284,186,131,199,342,214,262,140,162,136,118,208,220,252,168,235,219,186
2020,12,총,"4,966,742","76,749","64,018","119,318","150,169","179,372","173,068","199,537","226,343","157,912","166,637","270,654","249,556","162,813","196,740","231,427","300,151","204,735","114,507","191,833","202,068","246,721","221,767","281,232","345,661","233,754"
2020,12,0,"303,470","3,724","3,331","6,526","9,980","9,595","10,126","11,143","14,099","7,552","9,055","16,136","14,494","9,908","12,256","15,317","19,338","13,793","6,126","12,671","12,036","10,873","16,361","17,715","24,542","16,773"
2020,12,10,"380,581","5,518","3,365","7,677","9,924","12,712","11,681","13,116","18,227","10,708","12,418","25,611","18,920","11,752","14,006","24,340","21,847","14,595","7,290","11,620","13,513","13,959","22,209","28,275","28,823","18,475"
2020,12,20,"752,742","11,911","9,735","17,560","22,772","33,419","28,353","28,319","34,753","21,900","21,302","35,632","34,774","26,283","33,997","29,348","46,681","28,194","18,412","31,316","34,421","55,967","28,652","38,571","49,335","31,135"
2020,12,30,"737,205","10,033","10,080","19,037","24,873","28,287","24,258","28,168","30,070","18,400","20,020","32,498","34,595","22,726","33,983","29,351","48,788","30,932","15,817","33,672","30,674","38,844","34,084","44,337","57,532","36,146"
2020,12,40,"771,232","11,397","8,789","18,169","22,445","26,599","24,506","27,932","35,415","22,782","24,497","45,204","38,782","24,031","31,346","41,161","45,346","30,793","15,634","27,408","29,401","31,926","40,991","53,121","56,660","36,897"
2020,12,50,"774,974","12,675","10,194","18,726","23,666","27,941","26,408","35,261","35,174","26,849","29,859","45,229","40,070","25,388","27,602","38,474","44,932","32,003","20,079","28,017","30,363","33,984","32,097","40,161","52,778","37,044"
2020,12,60,"656,660","10,045","8,837","15,080","18,725","22,241","23,993","29,968","29,150","24,461","26,013","36,250","34,709","20,458","21,221","29,967","40,931","29,589","16,851","24,196","26,538","31,700","25,756","32,231","44,495","33,255"
2020,12,70,"383,660","6,982","5,894","9,802","11,416","12,114","15,458","17,061","18,906","17,082","14,985","21,310","21,857","13,946","14,066","15,119","20,728","16,702","9,624","14,814","16,423","20,193","14,584","18,044","20,716","15,834"
2020,12,80,"169,755","3,563","3,036","5,353","5,335","5,384","6,947","7,176","8,719","6,905","7,149","10,708","9,497","6,917","6,807","6,944","9,446","6,858","3,906","6,757","7,139","7,682","5,546","6,819","8,631","6,531"
2020,12,90,"31,462",722,617,"1,124",854,916,"1,119","1,236","1,542","1,086","1,212","1,873","1,515","1,187","1,192","1,268","1,950","1,137",649,"1,150","1,338","1,338","1,317","1,719","1,928","1,473"
2020,12,100,"5,001",179,140,264,179,164,219,157,288,187,127,203,343,217,264,138,164,139,119,212,222,255,170,239,221,191
2021,1,총,"4,961,970","76,597","63,916","119,345","149,952","179,103","172,697","199,542","226,561","157,665","166,178","270,089","249,396","162,509","196,534","230,965","299,718","204,275","114,493","192,209","201,690","246,322","221,610","280,889","345,274","234,441"
2021,1,0,"300,934","3,682","3,273","6,483","9,909","9,470","10,002","11,048","14,108","7,478","8,920","15,975","14,364","9,853","12,135","15,171","19,090","13,630","6,057","12,631","11,928","10,759","16,230","17,597","24,389","16,752"
2021,1,10,"379,156","5,494","3,366","7,652","9,864","12,658","11,620","13,073","18,200","10,652","12,351","25,443","18,832","11,675","13,977","24,225","21,794","14,491","7,234","11,610","13,452","13,889","22,201","28,243","28,695","18,465"
2021,1,20,"750,182","11,838","9,708","17,514","22,638","33,343","28,265","28,298","34,576","21,794","21,207","35,483","34,706","26,078","33,855","29,192","46,512","28,109","18,426","31,405","34,223","55,747","28,549","38,357","49,225","31,134"
2021,1,30,"735,793","10,034","10,041","19,101","24,818","28,249","24,167","28,084","30,154","18,309","19,897","32,383","34,532","22,714","33,922","29,246","48,652","30,803","15,837","33,769","30,663","38,835","33,998","44,086","57,228","36,271"
2021,1,40,"769,360","11,332","8,777","18,075","22,406","26,515","24,402","27,919","35,403","22,679","24,338","44,970","38,673","23,953","31,270","40,987","45,252","30,687","15,586","27,394","29,256","31,785","40,919","53,109","56,615","37,058"
2021,1,50,"774,385","12,645","10,188","18,768","23,664","27,890","26,355","35,199","35,276","26,809","29,760","45,163","40,040","25,346","27,638","38,423","44,831","31,919","20,033","28,050","30,307","33,925","32,205","40,192","52,758","37,001"
2021,1,60,"659,895","10,090","8,875","15,140","18,787","22,370","24,091","30,158","29,288","24,557","26,164","36,495","34,871","20,578","21,333","30,158","41,154","29,700","16,978","24,340","26,608","31,800","25,760","32,338","44,689","33,573"
2021,1,70,"384,751","6,990","5,886","9,823","11,437","12,100","15,451","17,129","18,952","17,148","15,017","21,335","21,926","13,931","14,072","15,179","20,784","16,740","9,642","14,853","16,531","20,250","14,678","18,131","20,843","15,923"
2021,1,80,"170,791","3,582","3,048","5,402","5,393","5,420","6,988","7,220","8,754","6,955","7,183","10,747","9,580","6,970","6,863","6,957","9,529","6,904","3,928","6,796","7,163","7,715","5,574","6,858","8,674","6,588"
2021,1,90,"31,697",731,613,"1,123",855,927,"1,134","1,259","1,556","1,095","1,212","1,892","1,529","1,193","1,206","1,286","1,954","1,153",652,"1,148","1,336","1,362","1,322","1,736","1,939","1,484"
2021,1,100,"5,026",179,141,264,181,161,222,155,294,189,129,203,343,218,263,141,166,139,120,213,223,255,174,242,219,192
2021,2,총,"4,958,324","76,512","63,818","119,467","149,633","178,713","172,617","199,268","226,678","157,212","165,828","269,437","249,018","162,224","196,459","231,481","299,813","203,955","114,340","192,414","201,326","245,902","221,137","280,648","344,472","235,952"
2021,2,0,"299,136","3,667","3,222","6,478","9,822","9,339","9,895","10,938","14,188","7,396","8,828","15,825","14,175","9,762","12,051","15,285","18,996","13,450","5,960","12,548","11,786","10,597","16,171","17,606","24,208","16,943"
2021,2,10,"378,055","5,455","3,376","7,617","9,810","12,609","11,635","12,999","18,223","10,551","12,281","25,259","18,703","11,702","14,005","24,212","21,711","14,438","7,206","11,602","13,408","13,806","22,148","28,149","28,577","18,573"
2021,2,20,"748,023","11,822","9,710","17,568","22,494","33,207","28,249","28,231","34,352","21,663","21,104","35,302","34,652","25,969","33,848","29,103","46,560","28,098","18,399","31,477","34,040","55,643","28,300","38,061","48,899","31,272"
2021,2,30,"733,415","10,011","9,986","19,130","24,671","28,113","24,113","27,984","30,098","18,218","19,778","32,184","34,336","22,604","33,774","29,251","48,615","30,575","15,860","33,831","30,544","38,673","33,787","43,937","56,881","36,461"
2021,2,40,"768,597","11,316","8,742","18,080","22,357","26,452","24,362","27,834","35,455","22,566","24,233","44,757","38,557","23,863","31,286","41,126","45,257","30,638","15,470","27,365","29,202","31,721","40,923","53,111","56,525","37,399"
2021,2,50,"774,113","12,625","10,174","18,763","23,706","27,820","26,325","35,110","35,293","26,698","29,736","45,183","40,078","25,319","27,699","38,473","44,765","31,887","19,969","28,055","30,290","33,878","32,215","40,241","52,702","37,109"
2021,2,60,"663,053","10,139","8,908","15,223","18,869","22,495","24,172","30,345","29,423","24,697","26,297","36,707","35,023","20,679","21,376","30,390","41,341","29,821","17,104","24,445","26,700","31,901","25,813","32,458","44,865","33,862"
2021,2,70,"384,981","6,958","5,877","9,778","11,434","12,118","15,445","17,130","18,974","17,085","14,991","21,295","21,940","13,889","14,045","15,214","20,830","16,786","9,626","14,871","16,563","20,268","14,692","18,223","20,944","16,005"
2021,2,80,"171,955","3,603","3,067","5,451","5,417","5,466","7,057","7,257","8,807","7,050","7,235","10,806","9,674","7,006","6,891","6,977","9,595","6,963","3,962","6,860","7,211","7,790","5,592","6,873","8,710","6,635"
2021,2,90,"31,954",734,614,"1,119",872,930,"1,137","1,286","1,572","1,101","1,217","1,915","1,534","1,211","1,225","1,307","1,973","1,158",663,"1,145","1,357","1,371","1,319","1,744","1,948","1,502"
2021,2,100,"5,042",182,142,260,181,164,227,154,293,187,128,204,346,220,259,143,170,141,121,215,225,254,177,245,213,191
2021,3,총,"4,930,960","75,652","63,701","118,832","149,400","177,645","170,980","198,289","224,924","155,772","164,907","268,336","247,591","160,827","194,894","230,667","298,876","203,040","113,522","190,898","200,685","244,255","219,696","278,916","342,364","236,291"
2021,3,0,"297,407","3,642","3,193","6,514","9,774","9,259","9,836","10,828","14,080","7,317","8,737","15,697","14,033","9,723","11,939","15,244","18,957","13,381","5,906","12,481","11,783","10,473","16,034","17,505","23,986","17,085"
2021,3,10,"377,264","5,509","3,388","7,580","9,849","12,576","11,640","12,943","18,263","10,510","12,232","25,171","18,634","11,713","13,979","24,082","21,649","14,385","7,195","11,579","13,409","13,800","22,108","27,994","28,484","18,592"
2021,3,20,"748,733","11,859","9,741","17,783","22,610","33,237","28,373","28,263","34,435","21,568","21,058","35,299","34,635","26,002","33,792","29,065","46,742","28,130","18,464","31,581","34,035","55,884","28,174","37,822","48,756","31,425"
2021,3,30,"730,521","9,976","9,933","19,255","24,528","27,969","23,997","27,816","29,852","18,065","19,611","32,114","34,268","22,542","33,620","29,092","48,578","30,407","15,845","33,782","30,529","38,460","33,567","43,638","56,466","36,611"
2021,3,40,"762,577","11,172","8,690","17,953","22,250","26,235","24,076","27,633","35,087","22,317","24,032","44,363","38,145","23,613","31,031","40,909","45,028","30,466","15,230","27,136","29,049","31,388","40,633","52,770","56,005","37,366"
2021,3,50,"769,013","12,464","10,129","18,639","23,643","27,646","25,994","34,818","35,055","26,518","29,526","44,974","39,827","25,080","27,569","38,344","44,383","31,669","19,788","27,793","30,123","33,547","32,065","40,023","52,401","36,995"
2021,3,60,"662,208","10,058","8,945","15,119","18,974","22,501","23,931","30,430","29,273","24,617","26,336","36,801","35,010","20,474","21,248","30,539","41,407","29,821","17,048","24,161","26,680","31,700","25,681","32,422","44,918","34,114"
2021,3,70,"379,880","6,732","5,856","9,536","11,458","11,893","15,082","16,970","18,606","16,753","14,849","21,149","21,690","13,589","13,730","15,104","20,610","16,689","9,456","14,499","16,450","19,914","14,512","18,077","20,720","15,956"
2021,3,80,"170,977","3,539","3,088","5,375","5,413","5,424","6,970","7,249","8,724","7,040","7,251","10,797","9,650","6,896","6,795","6,984","9,570","6,933","3,927","6,760","7,184","7,743","5,548","6,853","8,660","6,604"
2021,3,90,"30,353",656,615,"1,001",834,853,"1,026","1,258","1,474","1,034","1,191","1,881","1,460","1,118","1,120","1,253","1,891","1,114",631,"1,074","1,316","1,262","1,273","1,684","1,878","1,456"
2021,3,100,"2,027",45,123,77,67,52,55,81,75,33,84,90,239,77,71,51,61,45,32,52,127,84,101,128,90,87
2021,4,총,"4,927,000","75,546","63,690","118,717","149,257","177,451","170,837","198,058","224,716","155,589","164,657","267,895","247,397","160,561","195,527","230,404","299,114","202,746","113,428","191,044","200,640","243,798","219,243","278,336","341,786","236,563"
2021,4,0,"295,969","3,651","3,189","6,467","9,770","9,195","9,796","10,769","14,009","7,273","8,686","15,591","13,972","9,649","11,943","15,110","18,900","13,267","5,854","12,482","11,789","10,339","15,952","17,378","23,809","17,129"
2021,4,10,"375,976","5,458","3,365","7,536","9,810","12,527","11,586","12,884","18,170","10,490","12,164","25,016","18,551","11,667","14,005","24,050","21,650","14,398","7,155","11,522","13,350","13,775","22,022","27,907","28,414","18,504"
2021,4,20,"748,089","11,865","9,724","17,786","22,577","33,241","28,391","28,198","34,490","21,526","20,990","35,179","34,587","25,955","33,905","29,025","46,774","28,061","18,474","31,658","33,943","55,815","28,109","37,738","48,617","31,461"
2021,4,30,"729,462","9,943","9,967","19,236","24,493","27,916","23,961","27,779","29,771","18,002","19,533","32,060","34,187","22,566","33,753","28,976","48,718","30,307","15,833","33,834","30,534","38,370","33,456","43,322","56,279","36,666"
2021,4,40,"761,115","11,112","8,692","17,922","22,175","26,181","24,031","27,527","35,028","22,228","23,941","44,259","38,037","23,530","31,111","40,821","44,973","30,422","15,200","27,136","29,023","31,319","40,502","52,638","55,908","37,399"
2021,4,50,"767,373","12,440","10,095","18,620","23,583","27,553","25,918","34,737","34,998","26,434","29,477","44,899","39,776","24,988","27,658","38,280","44,253","31,614","19,691","27,700","30,078","33,421","31,990","40,054","52,241","36,875"
2021,4,60,"664,871","10,117","8,965","15,155","19,043","22,548","24,011","30,553","29,388","24,717","26,441","36,950","35,153","20,541","21,392","30,687","41,633","29,820","17,153","24,288","26,800","31,721","25,754","32,567","45,108","34,366"
2021,4,70,"379,652","6,688","5,846","9,508","11,444","11,925","15,053","16,968","18,533","16,750","14,820","21,115","21,720","13,548","13,728","15,135","20,621","16,682","9,439","14,491","16,455","19,896","14,510","18,028","20,746","16,003"
2021,4,80,"171,978","3,573","3,094","5,399","5,461","5,453","7,010","7,297","8,783","7,097","7,313","10,867","9,701","6,919","6,829","7,011","9,621","7,022","3,958","6,808","7,229","7,802","5,559","6,875","8,686","6,611"
2021,4,90,"30,482",656,629,"1,009",833,858,"1,024","1,267","1,470","1,038","1,207","1,868","1,473","1,120","1,132","1,255","1,909","1,112",637,"1,074","1,313","1,257","1,285","1,704","1,890","1,462"
2021,4,100,"2,033",43,124,79,68,54,56,79,76,34,85,91,240,78,71,54,62,41,34,51,126,83,104,125,88,87
2021,5,총,"4,920,635","75,173","63,027","118,021","148,298","177,351","170,770","197,553","224,581","155,330","164,405","267,523","247,647","160,350","195,776","230,110","299,076","202,552","113,531","191,013","200,454","243,608","218,636","277,738","341,465","236,647"
2021,5,0,"294,548","3,627","3,160","6,430","9,743","9,136","9,755","10,705","13,961","7,241","8,627","15,483","13,940","9,598","11,956","15,012","18,800","13,210","5,805","12,463","11,715","10,305","15,845","17,258","23,680","17,093"
2021,5,10,"374,740","5,437","3,341","7,509","9,764","12,503","11,521","12,819","18,071","10,425","12,131","24,877","18,497","11,620","13,947","23,986","21,607","14,395","7,126","11,449","13,276","13,714","22,006","27,882","28,339","18,498"
2021,5,20,"747,179","11,876","9,753","17,774","22,553","33,198","28,453","28,118","34,438","21,410","20,914","35,123","34,664","25,907","33,951","28,938","46,696","27,967","18,556","31,731","33,920","55,860","27,963","37,624","48,441","31,351"
2021,5,30,"728,009","9,877","9,994","19,207","24,339","27,870","23,865","27,723","29,743","17,994","19,483","32,033","34,189","22,536","33,799","28,834","48,764","30,258","15,867","33,753","30,487","38,329","33,248","43,010","56,204","36,603"
2021,5,40,"758,411","11,024","8,632","17,772","21,968","26,097","23,988","27,376","34,925","22,084","23,832","44,018","37,934","23,415","31,086","40,685","44,900","30,322","15,171","27,083","28,914","31,129","40,386","52,496","55,764","37,410"
2021,5,50,"766,513","12,400","10,003","18,536","23,447","27,536","25,861","34,600","35,001","26,357","29,420","44,951","39,820","24,945","27,700","38,314","44,162","31,552","19,656","27,691","30,075","33,372","31,976","40,049","52,229","36,860"
2021,5,60,"667,019","10,098","8,845","15,053","18,924","22,654","24,106","30,671","29,528","24,847","26,530","37,023","35,369","20,626","21,564","30,804","41,861","29,936","17,226","24,374","26,890","31,796","25,803","32,630","45,345","34,516"
2021,5,70,"379,240","6,580","5,685","9,354","11,236","11,949","15,055","16,907","18,504","16,739","14,833","21,110","21,753","13,550","13,705","15,197","20,658","16,708","9,464","14,486","16,455","19,900","14,490","18,052","20,767","16,103"
2021,5,80,"172,621","3,559","2,997","5,333","5,442","5,491","7,067","7,344","8,845","7,155","7,332","10,933","9,766","6,951","6,871","7,023","9,649","7,042","3,981","6,851","7,278","7,867","5,548","6,920","8,718","6,658"
2021,5,90,"30,470",654,573,982,833,864,"1,041","1,234","1,486","1,043","1,217","1,877","1,475","1,125","1,128","1,262","1,916","1,122",645,"1,081","1,317","1,253","1,283","1,701","1,891","1,467"
2021,5,100,"1,885",41,44,71,49,53,58,56,79,35,86,95,240,77,69,55,63,40,34,51,127,83,88,116,87,88
2021,6,총,"4,916,548","75,044","62,997","117,430","148,120","177,248","170,705","197,284","224,448","155,103","164,285","267,278","247,787","160,226","195,932","229,852","299,159","202,232","113,677","190,939","200,230","243,396","218,244","277,236","341,139","236,557"
2021,6,0,"293,257","3,624","3,142","6,392","9,722","9,089","9,720","10,637","13,885","7,204","8,587","15,386","13,942","9,561","11,909","14,934","18,724","13,133","5,808","12,412","11,664","10,250","15,804","17,141","23,542","17,045"
2021,6,10,"373,886","5,373","3,343","7,484","9,724","12,503","11,491","12,781","18,037","10,398","12,069","24,780","18,442","11,554","13,958","23,923","21,555","14,362","7,094","11,423","13,285","13,658","22,000","27,900","28,284","18,465"
2021,6,20,"746,278","11,892","9,748","17,764","22,511","33,156","28,477","28,035","34,424","21,307","20,888","35,087","34,640","25,912","34,041","28,875","46,739","27,897","18,598","31,672","33,879","55,845","27,815","37,466","48,327","31,283"
2021,6,30,"726,614","9,852","9,947","19,185","24,308","27,813","23,834","27,690","29,673","17,969","19,455","31,956","34,215","22,545","33,691","28,731","48,730","30,130","15,944","33,777","30,455","38,283","33,025","42,784","56,089","36,533"
2021,6,40,"757,309","10,983","8,673","17,645","21,931","26,020","23,982","27,290","34,852","22,012","23,777","43,864","37,901","23,362","31,159","40,609","44,856","30,300","15,149","27,103","28,868","31,074","40,367","52,465","55,639","37,428"
2021,6,50,"764,557","12,360","9,960","18,447","23,363","27,476","25,765","34,469","34,978","26,246","29,320","44,864","39,796","24,898","27,731","38,263","44,040","31,416","19,610","27,577","29,976","33,280","31,897","40,003","52,119","36,703"
2021,6,60,"670,059","10,137","8,883","14,980","18,988","22,802","24,222","30,803","29,680","24,969","26,705","37,263","35,562","20,702","21,661","30,952","42,118","30,039","17,323","24,479","26,942","31,907","25,895","32,720","45,589","34,738"
2021,6,70,"378,902","6,567","5,668","9,205","11,209","11,954","15,031","16,897","18,466","16,713","14,838","21,086","21,763","13,499","13,680","15,209","20,707","16,717","9,467","14,477","16,434","19,859","14,490","18,022","20,841","16,103"
2021,6,80,"173,350","3,572","3,013","5,294","5,475","5,518","7,084","7,389","8,877","7,207","7,352","11,016","9,817","6,994","6,896","7,038","9,680","7,079","3,997","6,886","7,305","7,907","5,583","6,940","8,735","6,696"
2021,6,90,"30,486",648,577,970,837,864,"1,039","1,236","1,498","1,044","1,207","1,876","1,467","1,122","1,135","1,263","1,947","1,121",654,"1,086","1,308","1,248","1,286","1,692","1,887","1,474"
2021,6,100,"1,850",36,43,64,52,53,60,57,78,34,87,100,242,77,71,55,63,38,33,47,114,85,82,103,87,89
2021,7,총,"4,912,976","74,882","63,006","117,268","147,892","177,072","170,694","197,073","224,357","154,876","164,024","266,948","247,669","160,115","195,894","229,616","298,916","202,031","113,966","190,976","200,196","243,155","218,187","276,730","340,884","236,549"
2021,7,0,"291,852","3,587","3,118","6,361","9,666","9,008","9,690","10,619","13,814","7,146","8,531","15,346","13,841","9,547","11,860","14,837","18,656","13,084","5,811","12,392","11,595","10,158","15,789","17,028","23,410","16,958"
2021,7,10,"373,003","5,343","3,346","7,453","9,682","12,457","11,402","12,720","18,010","10,362","12,005","24,698","18,413","11,512","13,934","23,879","21,447","14,333","7,047","11,452","13,282","13,622","22,017","27,893","28,246","18,448"
2021,7,20,"745,166","11,860","9,764","17,713","22,405","33,134","28,546","27,950","34,406","21,239","20,857","34,924","34,543","25,839","34,073","28,777","46,793","27,782","18,658","31,647","33,905","55,760","27,763","37,300","48,256","31,272"
2021,7,30,"725,231","9,845","9,973","19,195","24,234","27,724","23,808","27,648","29,610","17,951","19,376","31,910","34,211","22,523","33,639","28,610","48,616","30,084","16,047","33,760","30,395","38,244","32,954","42,517","55,909","36,448"
2021,7,40,"755,470","10,948","8,629","17,546","21,866","25,983","23,939","27,196","34,741","21,910","23,626","43,705","37,847","23,291","31,150","40,466","44,711","30,181","15,139","27,098","28,812","30,970","40,412","52,296","55,562","37,446"
2021,7,50,"764,060","12,314","9,965","18,441","23,352","27,461","25,742","34,395","34,991","26,173","29,316","44,820","39,807","24,888","27,740","38,280","43,961","31,413","19,631","27,494","29,990","33,222","31,884","40,045","52,075","36,660"
2021,7,60,"672,356","10,164","8,892","15,037","19,080","22,891","24,297","30,875","29,810","25,062","26,773","37,426","35,668","20,796","21,682","31,107","42,244","30,125","17,436","24,573","27,047","31,983","25,962","32,815","45,760","34,851"
2021,7,70,"379,281","6,562","5,668","9,177","11,204","11,948","15,036","16,958","18,440","16,708","14,835","21,083","21,753","13,479","13,700","15,257","20,797","16,750","9,482","14,507","16,425","19,918","14,452","18,045","20,912","16,185"
2021,7,80,"174,101","3,571","3,024","5,317","5,505","5,535","7,127","7,406","8,946","7,253","7,408","11,057","9,868","7,036","6,902","7,074","9,687","7,112","4,026","6,913","7,326","7,945","5,592","6,985","8,768","6,718"
2021,7,90,"30,595",651,584,966,847,877,"1,048","1,247","1,508","1,041","1,210","1,875","1,476","1,124","1,142","1,275","1,938","1,131",657,"1,088","1,306","1,245","1,280","1,705","1,901","1,473"
2021,7,100,"1,861",37,43,62,51,54,59,59,81,31,87,104,242,80,72,54,66,36,32,52,113,88,82,101,85,90
2021,8,총,"4,909,487","74,836","62,984","116,757","147,697","176,757","170,717","196,851","224,104","154,511","163,688","266,374","247,450","159,919","195,849","229,182","298,656","201,638","114,045","191,129","200,048","242,996","217,846","277,882","341,356","236,215"
2021,8,0,"290,249","3,538","3,095","6,290","9,604","8,908","9,646","10,541","13,735","7,063","8,447","15,157","13,759","9,504","11,753","14,723","18,521","12,982","5,791","12,345","11,516","9,996","15,766","17,093","23,629","16,847"
2021,8,10,"372,275","5,331","3,330","7,395","9,654","12,404","11,394","12,676","17,961","10,326","11,975","24,566","18,321","11,443","13,902","23,806","21,424","14,267","7,011","11,413","13,274","13,573","21,991","28,251","28,194","18,393"
2021,8,20,"744,950","11,894","9,790","17,657","22,378","33,098","28,708","27,891","34,390","21,156","20,784","34,799","34,498","25,842","34,196","28,650","46,720","27,723","18,673","31,731","33,905","55,878","27,708","37,441","48,194","31,246"
2021,8,30,"723,650","9,801","9,970","19,083","24,142","27,640","23,728","27,632","29,498","17,884","19,283","31,831","34,112","22,490","33,616","28,464","48,512","29,938","16,118","33,853","30,283","38,215","32,837","42,421","56,028","36,271"
2021,8,40,"753,348","10,903","8,596","17,433","21,779","25,857","23,863","27,100","34,606","21,761","23,533","43,486","37,722","23,193","31,030","40,328","44,658","30,088","15,106","27,014","28,722","30,845","40,340","52,559","55,468","37,358"
2021,8,50,"763,863","12,365","9,949","18,379","23,371","27,445","25,713","34,322","35,002","26,122","29,257","44,813","39,811","24,869","27,800","38,252","43,859","31,395","19,587","27,537","30,018","33,163","31,852","40,264","52,109","36,609"
2021,8,60,"674,189","10,163","8,931","15,051","19,138","22,961","24,347","30,969","29,922","25,112","26,817","37,537","35,817","20,835","21,730","31,236","42,408","30,165","17,498","24,631","27,089","32,016","26,000","32,931","45,915","34,970"
2021,8,70,"379,325","6,560","5,646","9,117","11,211","11,927","15,022","16,952","18,413","16,707","14,842","21,085","21,745","13,448","13,662","15,275","20,808","16,775","9,509","14,511","16,462","19,967","14,393","18,093","21,001","16,194"
2021,8,80,"175,062","3,585","3,045","5,320","5,518","5,581","7,186","7,457","8,998","7,296","7,459","11,108","9,930","7,089","6,945","7,110","9,727","7,129","4,058","6,945","7,353","8,008","5,608","7,016","8,828","6,763"
2021,8,90,"30,683",659,588,964,849,880,"1,048","1,253","1,497","1,051","1,205","1,885","1,490","1,125","1,142","1,284","1,952","1,140",661,"1,099","1,314","1,247","1,269","1,710","1,899","1,472"
2021,8,100,"1,893",37,44,68,53,56,62,58,82,33,86,107,245,81,73,54,67,36,33,50,112,88,82,103,91,92
2021,9,총,"4,906,187","74,846","63,005","116,344","147,530","176,559","170,763","196,722","224,036","154,274","163,506","265,935","247,229","159,861","195,784","228,935","298,487","201,479","114,056","191,122","199,831","242,809","217,217","278,095","341,601","236,161"
2021,9,0,"288,631","3,533","3,076","6,229","9,554","8,823","9,595","10,508","13,640","6,989","8,369","15,065","13,660","9,418","11,701","14,597","18,385","12,882","5,764","12,284","11,411","9,929","15,713","17,025","23,746","16,735"
2021,9,10,"371,514","5,314","3,337","7,369","9,617","12,376","11,359","12,655","17,922","10,261","11,955","24,475","18,281","11,427","13,854","23,780","21,340","14,270","6,971","11,397","13,249","13,491","21,966","28,300","28,158","18,390"
2021,9,20,"744,140","11,919","9,799","17,519","22,326","33,037","28,864","27,804","34,452","21,139","20,702","34,687","34,456","25,887","34,123","28,588","46,689","27,634","18,710","31,704","33,898","55,895","27,568","37,438","48,036","31,266"
2021,9,30,"722,575","9,800","9,988","19,050","24,057","27,619","23,707","27,622","29,454","17,864","19,272","31,745","34,064","22,450","33,619","28,377","48,545","29,860","16,131","33,904","30,195","38,111","32,692","42,270","56,026","36,153"
2021,9,40,"751,686","10,907","8,563","17,332","21,760","25,770","23,824","27,024","34,493","21,606","23,450","43,285","37,558","23,124","30,985","40,212","44,541","30,029","15,084","26,965","28,664","30,802","40,253","52,607","55,455","37,393"
2021,9,50,"764,294","12,381","9,942","18,352","23,371","27,456","25,723","34,257","35,075","26,144","29,259","44,848","39,894","24,895","27,886","38,261","43,852","31,454","19,551","27,545","30,036","33,153","31,745","40,426","52,201","36,587"
2021,9,60,"675,606","10,169","8,967","15,051","19,212","23,007","24,364","31,096","29,970","25,130","26,872","37,608","35,881","20,889","21,804","31,336","42,498","30,206","17,537","24,683","27,095","32,045","25,984","33,039","46,101","35,062"
2021,9,70,"379,054","6,518","5,624","9,080","11,195","11,925","14,989","16,932","18,413","16,704","14,851","21,034","21,722","13,405","13,620","15,303","20,830","16,786","9,505","14,523","16,455","19,990","14,317","18,124","21,001","16,208"
2021,9,80,"175,944","3,610","3,072","5,330","5,528","5,597","7,235","7,506","9,033","7,341","7,471","11,172","9,963","7,148","6,973","7,138","9,777","7,170","4,115","6,959","7,398","8,053","5,631","7,058","8,864","6,802"
2021,9,90,"30,821",656,593,965,858,895,"1,039","1,257","1,500","1,059","1,219","1,909","1,507","1,134","1,146","1,283","1,961","1,151",654,"1,108","1,314","1,253","1,262","1,704","1,919","1,475"
2021,9,100,"1,922",39,44,67,52,54,64,61,84,37,86,107,243,84,73,60,69,37,34,50,116,87,86,104,94,90
2021,10,총,"4,901,798","74,794","62,979","116,106","147,216","176,389","170,696","196,617","223,773","154,038","163,329","265,479","246,855","159,632","195,710","228,772","298,329","201,421","114,152","191,134","199,383","242,513","216,613","278,405","341,466","235,997"
2021,10,0,"287,052","3,506","3,060","6,188","9,499","8,778","9,576","10,454","13,543","6,951","8,290","14,963","13,567","9,356","11,667","14,523","18,265","12,798","5,727","12,239","11,331","9,855","15,645","16,938","23,704","16,629"
