년도,월,나이,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2021,4,70,"44,357","24,100",979,697,"1,559",702,826,"1,103","1,192",890,"2,182","1,634","3,004",931,"1,159","1,446","1,236","1,008","1,194","1,430",928,"20,257","1,945","1,563","1,376","1,768","1,326",647,"1,266",925,793,982,"1,356","1,885","1,667",989,"1,407",362,0
2021,4,80,"19,959","10,794",470,318,759,345,406,464,551,404,"1,021",745,"1,327",409,432,743,503,355,547,573,422,"9,165","1,026",605,580,785,576,311,518,364,351,490,677,821,731,550,626,154,0
2021,4,90,"2,838","1,626",68,56,108,48,63,55,69,68,122,116,185,64,59,141,69,54,97,126,58,"1,212",118,74,57,103,80,40,49,45,53,69,92,137,102,76,84,33,0
2021,4,100,91,56,9,0,5,0,2,4,3,3,2,3,6,3,1,1,2,1,3,2,6,35,3,3,3,3,3,0,2,1,1,2,3,3,3,0,4,1,0
2021,5,총,"656,934","337,822","7,527","4,084","12,260","4,822","6,365","8,634","14,596","19,610","41,351","12,894","46,204","11,627","13,433","22,092","10,953","10,178","14,780","39,682","36,730","319,112","14,217","18,482","11,305","32,142","20,557","7,688","9,911","7,618","10,211","14,555","20,317","62,292","26,467","12,565","30,727","20,058",0
2021,5,0,"52,871","24,057",320,93,612,170,292,311,924,"1,386","3,318",561,"3,904",681,660,"1,502",607,501,956,"4,348","2,911","28,814",615,"1,446",541,"2,537","2,013",200,416,288,669,836,"1,447","8,051","2,021",850,"3,783","3,101",0
2021,5,10,"70,738","35,409",459,167,794,342,432,633,"1,299","2,603","4,914",822,"5,339","1,070","1,210","2,416",936,889,"1,505","5,023","4,556","35,329","1,074","2,339",715,"4,053","1,596",335,638,488,816,"1,222","2,481","8,795","3,090",992,"3,063","3,632",0
2021,5,20,"92,972","49,166",880,391,"1,412",505,672,"1,002","2,289","3,223","6,394","1,376","5,880","1,665","1,987","3,085","1,378","1,474","2,060","6,183","7,310","43,806","1,708","2,336","1,553","4,731","3,417","2,315","1,536",868,"1,403","2,057","2,732","7,934","3,947","1,552","3,811","1,906",0
2021,5,30,"81,442","39,513",763,347,"1,280",421,570,739,"1,677","2,316","5,255","1,297","5,177","1,193","1,307","2,135","1,077","1,049","1,628","5,284","5,998","41,929","1,299","1,880","1,305","3,975","3,501",929,"1,014",744,"1,372","1,942","1,974","9,337","2,942","1,750","5,216","2,749",0
2021,5,40,"106,019","52,499",899,492,"1,654",633,783,"1,151","1,900","3,445","6,949","1,710","7,459","1,619","1,702","3,373","1,506","1,385","2,089","6,958","6,792","53,520","1,775","3,107","1,444","6,052","3,058",836,"1,224","1,089","1,508","2,421","3,101","12,051","4,074","1,840","5,195","4,745",0
2021,5,50,"106,500","57,116","1,253",656,"1,941",796,"1,040","1,504","2,490","3,258","7,097","2,281","7,769","2,201","2,586","4,330","1,808","1,788","2,515","6,150","5,653","49,384","2,278","2,848","1,842","5,180","2,771","1,077","1,585","1,411","1,720","2,607","3,571","8,696","4,671","2,182","4,573","2,372",0
2021,5,60,"78,933","43,397","1,421",874,"2,141",852,"1,276","1,670","2,202","2,006","4,081","2,348","6,142","1,792","2,312","2,904","1,825","1,670","2,182","3,604","2,095","35,536","2,368","2,277","1,878","2,937","2,205",998,"1,647","1,394","1,512","1,925","2,873","4,569","3,206","1,783","2,955","1,009",0
2021,5,70,"44,465","24,153",984,691,"1,550",704,826,"1,095","1,189",899,"2,196","1,629","3,015",934,"1,167","1,464","1,238","1,016","1,198","1,426",932,"20,312","1,946","1,562","1,376","1,778","1,339",645,"1,273",925,800,980,"1,360","1,893","1,678",990,"1,409",358,0
2021,5,80,"20,036","10,818",470,317,764,348,408,471,551,402,"1,021",751,"1,330",406,438,736,506,351,549,577,422,"9,218","1,034",606,591,791,571,312,527,365,354,493,681,824,732,551,632,154,0
2021,5,90,"2,866","1,638",69,56,107,51,64,54,72,69,124,116,183,63,63,146,70,54,95,127,55,"1,228",117,78,57,105,83,41,49,45,56,70,94,140,103,75,85,30,0
2021,5,100,92,56,9,0,5,0,2,4,3,3,2,3,6,3,1,1,2,1,3,2,6,36,3,3,3,3,3,0,2,1,1,2,3,2,3,0,5,2,0
2021,6,총,"657,428","337,968","7,494","4,067","12,239","5,080","6,357","8,627","14,523","19,617","41,392","12,919","46,160","11,642","13,443","22,092","10,901","10,183","14,775","39,621","36,836","319,460","14,234","18,501","11,303","32,173","20,595","7,689","9,906","7,600","10,273","14,544","20,292","62,317","26,498","12,583","30,847","20,105",0
2021,6,0,"52,657","23,940",319,92,597,210,288,301,902,"1,380","3,301",564,"3,877",683,660,"1,493",588,501,952,"4,325","2,907","28,717",607,"1,455",537,"2,511","2,005",202,410,285,677,831,"1,426","8,007","2,016",851,"3,816","3,081",0
2021,6,10,"70,652","35,328",452,160,797,362,428,633,"1,294","2,592","4,921",825,"5,323","1,061","1,203","2,402",933,884,"1,502","5,005","4,551","35,324","1,062","2,334",717,"4,056","1,605",334,629,482,817,"1,217","2,476","8,806","3,081",991,"3,062","3,655",0
2021,6,20,"93,163","49,255",872,393,"1,396",528,686,"1,006","2,282","3,230","6,386","1,377","5,872","1,667","1,994","3,095","1,382","1,475","2,057","6,191","7,366","43,908","1,711","2,342","1,551","4,740","3,452","2,319","1,522",871,"1,421","2,051","2,727","7,932","3,969","1,546","3,828","1,926",0
2021,6,30,"81,444","39,519",765,336,"1,277",489,555,729,"1,661","2,342","5,290","1,285","5,146","1,198","1,309","2,124","1,066","1,055","1,616","5,277","5,999","41,925","1,301","1,880","1,306","3,975","3,505",936,"1,027",741,"1,380","1,922","1,958","9,347","2,935","1,756","5,215","2,741",0
2021,6,40,"105,864","52,403",897,497,"1,656",668,778,"1,146","1,890","3,420","6,934","1,720","7,441","1,617","1,690","3,359","1,498","1,361","2,091","6,942","6,798","53,461","1,788","3,099","1,438","6,041","3,064",835,"1,212","1,081","1,508","2,421","3,090","12,012","4,077","1,829","5,220","4,746",0
2021,6,50,"106,504","57,056","1,242",646,"1,924",817,"1,041","1,499","2,465","3,272","7,090","2,258","7,755","2,199","2,591","4,331","1,799","1,802","2,504","6,138","5,683","49,448","2,277","2,845","1,843","5,195","2,770","1,053","1,594","1,408","1,730","2,609","3,565","8,720","4,668","2,196","4,580","2,395",0
2021,6,60,"79,452","43,681","1,412",880,"2,149",885,"1,278","1,675","2,211","2,007","4,114","2,371","6,199","1,801","2,323","2,942","1,820","1,685","2,193","3,617","2,119","35,771","2,379","2,284","1,885","2,966","2,198","1,009","1,655","1,394","1,517","1,946","2,896","4,613","3,222","1,797","2,991","1,019",0
2021,6,70,"44,523","24,180",983,689,"1,558",713,828,"1,100","1,185",894,"2,195","1,638","3,022",942,"1,170","1,459","1,232","1,018","1,215","1,415",924,"20,343","1,943","1,567","1,366","1,781","1,344",645,"1,271",922,810,979,"1,367","1,909","1,686",989,"1,410",354,0
2021,6,80,"20,190","10,893",475,315,772,354,409,478,556,409,"1,033",762,"1,333",407,439,743,513,345,546,578,426,"9,297","1,045",617,597,800,567,313,535,369,357,497,691,829,736,555,632,157,0
2021,6,90,"2,886","1,656",68,59,108,54,64,56,74,68,127,116,186,64,63,142,68,56,96,130,57,"1,230",118,75,60,105,82,43,49,46,55,69,93,140,105,73,87,30,0
2021,6,100,93,57,9,0,5,0,2,4,3,3,1,3,6,3,1,2,2,1,3,3,6,36,3,3,3,3,3,0,2,1,1,2,3,2,3,0,6,1,0
2021,7,총,"657,664","337,946","7,483","4,059","12,223","5,294","6,346","8,621","14,473","19,590","41,319","12,906","46,199","11,620","13,474","22,056","10,880","10,177","14,792","39,558","36,876","319,718","14,231","18,510","11,291","32,239","20,647","7,724","9,921","7,596","10,314","14,551","20,274","62,327","26,487","12,610","30,788","20,208",0
2021,7,0,"52,470","23,830",313,96,594,244,285,295,884,"1,358","3,279",556,"3,865",672,656,"1,484",582,505,955,"4,315","2,892","28,640",602,"1,437",540,"2,493","1,999",205,405,289,681,831,"1,415","7,984","2,023",860,"3,794","3,082",0
2021,7,10,"70,526","35,204",455,150,796,381,428,622,"1,292","2,592","4,887",812,"5,315","1,054","1,195","2,385",930,879,"1,492","4,983","4,556","35,322","1,063","2,336",710,"4,037","1,616",329,624,471,820,"1,221","2,463","8,823","3,071",993,"3,070","3,675",0
2021,7,20,"93,200","49,247",862,396,"1,394",557,675,"1,012","2,266","3,232","6,377","1,389","5,867","1,668","2,005","3,093","1,380","1,461","2,054","6,164","7,395","43,953","1,712","2,347","1,565","4,780","3,475","2,339","1,523",875,"1,422","2,058","2,739","7,894","3,943","1,545","3,786","1,950",0
2021,7,30,"81,480","39,563",767,342,"1,286",528,556,734,"1,645","2,335","5,280","1,283","5,130","1,196","1,329","2,113","1,062","1,076","1,628","5,266","6,007","41,917","1,289","1,868","1,306","3,970","3,505",950,"1,036",743,"1,394","1,908","1,955","9,342","2,942","1,750","5,190","2,769",0
2021,7,40,"105,660","52,228",894,499,"1,644",705,773,"1,129","1,900","3,390","6,877","1,726","7,435","1,612","1,708","3,323","1,488","1,362","2,085","6,906","6,772","53,432","1,791","3,096","1,424","6,037","3,063",830,"1,207","1,075","1,508","2,420","3,086","12,018","4,063","1,832","5,223","4,759",0
2021,7,50,"106,698","57,143","1,235",637,"1,922",852,"1,039","1,500","2,445","3,299","7,113","2,244","7,786","2,192","2,574","4,349","1,802","1,785","2,487","6,160","5,722","49,555","2,277","2,849","1,823","5,215","2,778","1,065","1,598","1,409","1,741","2,631","3,557","8,758","4,664","2,192","4,585","2,413",0
2021,7,60,"79,733","43,819","1,417",873,"2,145",904,"1,284","1,686","2,221","1,999","4,138","2,378","6,225","1,820","2,321","2,957","1,810","1,689","2,211","3,631","2,110","35,914","2,378","2,302","1,899","2,995","2,205","1,007","1,667","1,392","1,526","1,937","2,904","4,636","3,240","1,818","2,990","1,018",0
2021,7,70,"44,612","24,221",980,688,"1,561",711,824,"1,101","1,182",906,"2,191","1,638","3,040",934,"1,175","1,460","1,232","1,015","1,229","1,423",931,"20,391","1,951","1,570","1,362","1,792","1,347",639,"1,268",928,809,981,"1,372","1,907","1,699",988,"1,423",355,0
2021,7,80,"20,281","10,963",480,319,770,357,415,480,561,407,"1,045",762,"1,341",405,444,746,526,348,550,579,428,"9,318","1,044",628,597,812,573,320,541,367,356,490,684,828,729,559,635,155,0
2021,7,90,"2,910","1,669",71,59,106,55,65,58,74,69,131,115,189,63,66,144,66,56,98,128,56,"1,241",121,75,62,105,83,40,49,46,56,72,96,136,110,73,86,31,0
2021,7,100,94,59,9,0,5,0,2,4,3,3,1,3,6,4,1,2,2,1,3,3,7,35,3,2,3,3,3,0,3,1,1,2,3,1,3,0,6,1,0
2021,8,총,"657,577","337,747","7,481","4,045","12,216","5,368","6,335","8,615","14,497","19,586","41,269","12,891","46,137","11,579","13,486","22,084","10,856","10,158","14,745","39,558","36,841","319,830","14,199","18,480","11,285","32,229","20,694","7,744","9,912","7,585","10,375","14,511","20,275","62,398","26,492","12,607","30,802","20,242",0
2021,8,0,"52,240","23,719",314,99,590,257,282,295,883,"1,334","3,268",558,"3,836",672,665,"1,484",578,509,941,"4,286","2,868","28,521",599,"1,423",544,"2,484","1,988",202,403,286,681,826,"1,408","7,964","2,013",861,"3,778","3,061",0
2021,8,10,"70,378","35,084",457,145,793,383,427,612,"1,288","2,581","4,875",812,"5,292","1,045","1,192","2,371",927,874,"1,488","4,997","4,525","35,294","1,048","2,325",699,"4,024","1,627",328,622,469,825,"1,211","2,471","8,813","3,074",989,"3,088","3,681",0
2021,8,20,"93,119","49,129",846,398,"1,401",562,670,"1,019","2,274","3,239","6,355","1,387","5,848","1,658","1,986","3,092","1,380","1,444","2,033","6,147","7,390","43,990","1,702","2,332","1,568","4,748","3,473","2,368","1,526",874,"1,439","2,060","2,722","7,925","3,956","1,548","3,767","1,982",0
2021,8,30,"81,366","39,545",773,339,"1,269",545,550,732,"1,640","2,347","5,283","1,276","5,084","1,193","1,341","2,122","1,053","1,089","1,609","5,277","6,023","41,821","1,295","1,853","1,307","3,963","3,523",950,"1,035",745,"1,407","1,889","1,946","9,307","2,934","1,754","5,171","2,742",0
2021,8,40,"105,488","52,040",891,491,"1,631",712,777,"1,122","1,908","3,348","6,866","1,717","7,440","1,605","1,704","3,300","1,479","1,349","2,061","6,901","6,738","53,448","1,793","3,098","1,423","6,046","3,073",839,"1,208","1,067","1,513","2,406","3,104","12,030","4,032","1,820","5,232","4,764",0
2021,8,50,"106,805","57,204","1,228",633,"1,937",858,"1,035","1,487","2,445","3,334","7,098","2,233","7,790","2,185","2,580","4,364","1,805","1,775","2,500","6,177","5,740","49,601","2,273","2,850","1,814","5,228","2,781","1,059","1,583","1,403","1,744","2,628","3,554","8,792","4,670","2,183","4,593","2,446",0
2021,8,60,"80,097","44,013","1,422",875,"2,145",917,"1,292","1,700","2,226","2,010","4,153","2,394","6,254","1,813","2,330","2,984","1,805","1,691","2,224","3,641","2,137","36,084","2,379","2,322","1,906","3,005","2,218","1,002","1,667","1,393","1,535","1,936","2,921","4,678","3,260","1,822","3,018","1,022",0
2021,8,70,"44,690","24,263",985,686,"1,563",719,817,"1,102","1,188",914,"2,192","1,628","3,047",943,"1,176","1,463","1,229","1,018","1,232","1,429",932,"20,427","1,940","1,566","1,366","1,801","1,348",633,"1,265",928,816,989,"1,374","1,920","1,705",999,"1,423",354,0
2021,8,80,"20,353","11,003",486,322,772,361,414,485,566,404,"1,047",769,"1,351",399,442,756,528,350,557,574,420,"9,350","1,042",630,591,817,576,323,550,373,359,492,678,828,736,555,640,160,0
2021,8,90,"2,947","1,687",70,57,110,54,68,56,76,72,131,115,189,62,69,146,70,58,97,126,61,"1,260",126,79,64,110,84,40,50,46,55,72,94,140,109,76,86,29,0
2021,8,100,94,60,9,0,5,0,3,5,3,3,1,2,6,4,1,2,2,1,3,3,7,34,2,2,3,3,3,0,3,1,1,2,3,1,3,0,6,1,0
2021,9,총,"658,235","337,671","7,464","4,044","12,160","5,392","6,326","8,609","14,482","19,643","41,228","12,882","46,098","11,578","13,490","22,051","10,817","10,115","14,754","39,580","36,958","320,564","14,206","18,411","11,233","32,156","20,813","7,855","9,885","7,588","11,350","14,516","20,049","62,393","26,454","12,621","30,787","20,247",0
2021,9,0,"52,059","23,583",313,98,580,267,277,286,870,"1,322","3,256",556,"3,817",661,660,"1,482",568,504,936,"4,269","2,861","28,476",593,"1,415",538,"2,459","1,988",201,403,286,785,814,"1,374","7,952","2,000",858,"3,762","3,048",0
2021,9,10,"70,337","34,965",461,149,789,377,427,608,"1,282","2,584","4,851",814,"5,273","1,047","1,198","2,349",902,865,"1,484","5,000","4,505","35,372","1,043","2,296",695,"4,000","1,644",333,621,461,912,"1,210","2,462","8,833","3,077",987,"3,095","3,703",0
2021,9,20,"93,358","49,220",837,393,"1,389",578,669,"1,012","2,291","3,255","6,358","1,388","5,845","1,671","1,979","3,088","1,389","1,442","2,021","6,151","7,464","44,138","1,701","2,342","1,544","4,749","3,538","2,470","1,530",879,"1,569","2,058","2,663","7,867","3,936","1,564","3,761","1,967",0
2021,9,30,"81,427","39,520",776,343,"1,262",545,540,725,"1,616","2,378","5,270","1,267","5,067","1,187","1,337","2,126","1,064","1,082","1,615","5,256","6,064","41,907","1,301","1,846","1,300","3,960","3,537",959,"1,028",739,"1,602","1,886","1,922","9,310","2,908","1,732","5,134","2,743",0
2021,9,40,"105,344","51,903",884,488,"1,642",711,770,"1,128","1,903","3,328","6,846","1,704","7,412","1,596","1,703","3,283","1,450","1,347","2,063","6,919","6,726","53,441","1,796","3,065","1,419","5,994","3,073",836,"1,204","1,059","1,641","2,406","3,078","12,021","4,032","1,813","5,237","4,767",0
2021,9,50,"106,986","57,229","1,209",641,"1,922",859,"1,034","1,493","2,437","3,352","7,093","2,219","7,799","2,190","2,577","4,365","1,805","1,766","2,498","6,191","5,779","49,757","2,269","2,850","1,799","5,246","2,795","1,064","1,568","1,403","1,907","2,646","3,503","8,799","4,673","2,197","4,590","2,448",0
2021,9,60,"80,404","44,161","1,435",866,"2,135",917,"1,294","1,702","2,238","2,024","4,175","2,403","6,288","1,821","2,336","2,987","1,810","1,686","2,238","3,665","2,141","36,243","2,382","2,309","1,909","3,016","2,211",997,"1,653","1,399","1,657","1,944","2,900","4,704","3,265","1,837","3,037","1,023",0
2021,9,70,"44,795","24,289",983,687,"1,556",718,823,"1,106","1,199",916,"2,191","1,636","3,047",942,"1,188","1,462","1,225","1,014","1,239","1,433",924,"20,506","1,942","1,568","1,369","1,799","1,350",632,"1,271",936,849,987,"1,373","1,934","1,711",997,"1,429",359,0
2021,9,80,"20,451","11,049",486,323,768,366,422,490,567,410,"1,057",778,"1,347",397,446,758,533,352,559,570,420,"9,402","1,048",640,591,819,587,319,552,380,372,492,674,829,738,557,647,157,0
2021,9,90,"2,980","1,692",71,56,112,54,67,54,76,71,130,115,196,62,66,149,69,56,98,123,67,"1,288",129,78,66,111,87,44,52,45,55,71,97,143,111,79,89,31,0
2021,9,100,94,60,9,0,5,0,3,5,3,3,1,2,7,4,0,2,2,1,3,3,7,34,2,2,3,3,3,0,3,1,1,2,3,1,3,0,6,1,0
2021,10,총,"658,216","337,186","7,445","4,040","12,112","5,428","6,325","8,635","14,426","19,638","41,145","12,885","46,018","11,580","13,483","22,020","10,805","10,081","14,729","39,521","36,870","321,030","14,144","18,353","11,182","32,053","20,839","7,865","9,843","7,579","12,065","14,526","19,938","62,644","26,385","12,620","30,724","20,270",0
2021,10,0,"51,815","23,361",313,98,567,277,272,285,859,"1,306","3,242",541,"3,782",657,663,"1,463",563,499,932,"4,227","2,815","28,454",582,"1,392",534,"2,438","1,990",209,396,284,889,810,"1,364","7,954","1,969",865,"3,736","3,042",0
2021,10,10,"70,266","34,854",460,147,787,369,429,607,"1,282","2,587","4,822",817,"5,249","1,052","1,189","2,352",894,855,"1,473","5,010","4,473","35,412","1,035","2,300",694,"3,982","1,631",329,626,460,968,"1,208","2,447","8,868","3,081",972,"3,093","3,718",0
2021,10,20,"93,201","49,100",841,388,"1,378",596,664,"1,031","2,257","3,256","6,318","1,388","5,831","1,667","1,970","3,070","1,377","1,447","2,010","6,139","7,472","44,101","1,700","2,325","1,540","4,720","3,574","2,480","1,506",880,"1,645","2,045","2,637","7,884","3,898","1,563","3,748","1,956",0
2021,10,30,"81,357","39,372",772,347,"1,256",544,541,725,"1,606","2,388","5,250","1,258","5,047","1,198","1,340","2,122","1,047","1,075","1,616","5,204","6,036","41,985","1,279","1,828","1,292","3,913","3,554",956,"1,023",744,"1,765","1,905","1,906","9,359","2,893","1,736","5,104","2,728",0
2021,10,40,"105,088","51,685",874,490,"1,629",703,763,"1,130","1,900","3,322","6,823","1,694","7,395","1,591","1,697","3,257","1,451","1,327","2,058","6,909","6,672","53,403","1,783","3,044","1,409","5,974","3,058",829,"1,202","1,058","1,758","2,394","3,027","12,063","4,021","1,786","5,216","4,781",0
2021,10,50,"107,266","57,332","1,210",642,"1,929",870,"1,044","1,499","2,430","3,354","7,118","2,237","7,780","2,192","2,571","4,384","1,799","1,760","2,492","6,205","5,816","49,934","2,267","2,860","1,800","5,246","2,788","1,072","1,565","1,391","1,990","2,656","3,507","8,880","4,662","2,210","4,583","2,457",0
2021,10,60,"80,631","44,274","1,440",868,"2,128",918,"1,295","1,696","2,237","2,019","4,194","2,404","6,307","1,823","2,349","2,995","1,830","1,696","2,240","3,677","2,158","36,357","2,387","2,297","1,887","3,034","2,206",999,"1,647","1,396","1,736","1,945","2,893","4,713","3,280","1,844","3,066","1,027",0
2021,10,70,"44,960","24,357",970,683,"1,557",727,822,"1,111","1,199",918,"2,191","1,646","3,056",946,"1,185","1,462","1,236","1,011","1,251","1,454",932,"20,603","1,935","1,584","1,364","1,806","1,356",629,"1,271",929,870,996,"1,386","1,949","1,721","1,004","1,436",367,0
2021,10,80,"20,535","11,078",484,322,760,370,423,490,572,412,"1,057",779,"1,363",388,451,765,536,355,557,571,423,"9,457","1,048",644,594,830,592,318,550,390,385,495,672,826,744,563,644,162,0
2021,10,90,"3,004","1,712",72,55,117,54,69,56,81,72,129,119,201,62,68,148,70,55,96,122,66,"1,292",125,78,66,107,88,44,54,46,58,70,96,147,113,77,92,31,0
2021,10,100,93,61,9,0,4,0,3,5,3,4,1,2,7,4,0,2,2,1,4,3,7,32,3,1,2,3,2,0,3,1,1,2,3,1,3,0,6,1,0
2021,11,총,"657,930","336,540","7,414","4,027","12,042","5,433","6,293","8,642","14,362","19,624","41,058","12,861","45,952","11,523","13,470","21,988","10,787","10,049","14,707","39,505","36,803","321,390","14,079","18,259","11,118","31,970","20,844","7,842","9,810","7,545","12,299","14,503","19,925","63,488","26,195","12,580","30,679","20,254",0
2021,11,0,"51,584","23,162",315,99,561,280,260,287,848,"1,289","3,209",531,"3,757",645,660,"1,440",556,492,931,"4,219","2,783","28,422",572,"1,379",517,"2,408","1,970",205,389,280,919,811,"1,361","8,075","1,938",860,"3,720","3,018",0
2021,11,10,"70,173","34,759",454,144,765,355,429,611,"1,274","2,585","4,818",816,"5,227","1,049","1,186","2,378",886,857,"1,459","5,017","4,449","35,414","1,027","2,276",691,"3,976","1,635",317,625,459,973,"1,198","2,439","8,950","3,056",953,"3,098","3,741",0
2021,11,20,"92,980","48,922",834,372,"1,367",601,667,"1,025","2,224","3,269","6,293","1,383","5,810","1,650","1,959","3,034","1,374","1,433","2,004","6,139","7,484","44,058","1,696","2,293","1,538","4,693","3,585","2,497","1,496",879,"1,677","2,031","2,622","7,985","3,849","1,563","3,708","1,946",0
2021,11,30,"81,222","39,223",772,354,"1,242",543,533,725,"1,589","2,368","5,219","1,259","5,032","1,191","1,342","2,120","1,050","1,066","1,609","5,186","6,023","41,999","1,276","1,823","1,268","3,906","3,548",949,"1,017",728,"1,819","1,899","1,896","9,544","2,869","1,701","5,067","2,689",0
2021,11,40,"104,973","51,530",876,487,"1,624",705,760,"1,126","1,904","3,319","6,781","1,687","7,391","1,570","1,698","3,249","1,443","1,327","2,041","6,898","6,644","53,443","1,750","3,020","1,407","5,940","3,072",812,"1,202","1,055","1,802","2,393","3,029","12,172","3,989","1,789","5,212","4,799",0
2021,11,50,"107,359","57,284","1,209",652,"1,905",864,"1,043","1,511","2,419","3,357","7,131","2,217","7,773","2,186","2,555","4,370","1,805","1,757","2,492","6,210","5,828","50,075","2,261","2,844","1,795","5,254","2,787","1,077","1,562","1,385","2,007","2,663","3,512","9,016","4,629","2,210","4,614","2,459",0
2021,11,60,"80,861","44,372","1,430",865,"2,136",924,"1,282","1,693","2,252","2,026","4,217","2,406","6,313","1,834","2,361","3,007","1,835","1,695","2,252","3,686","2,158","36,489","2,383","2,307","1,887","3,033","2,217",990,"1,635","1,400","1,754","1,952","2,895","4,780","3,280","1,863","3,080","1,033",0
2021,11,70,"44,976","24,366",968,677,"1,548",730,825,"1,113","1,196",917,"2,198","1,641","3,074",943,"1,190","1,471","1,232","1,007","1,246","1,453",937,"20,610","1,921","1,579","1,349","1,807","1,338",630,"1,280",926,896,985,"1,398","1,974","1,718","1,004","1,434",371,0
2021,11,80,"20,704","11,165",483,324,771,378,425,491,575,418,"1,064",798,"1,363",394,448,770,533,357,572,577,424,"9,539","1,061",658,597,841,602,322,545,386,395,500,671,839,748,560,648,166,0
2021,11,90,"3,023","1,712",72,53,119,53,68,55,80,73,127,121,204,59,71,146,71,57,97,118,68,"1,311",129,78,68,109,89,43,56,46,57,68,100,152,116,77,92,31,0
2021,11,100,75,45,1,0,4,0,1,5,1,3,1,2,8,2,0,3,2,1,4,2,5,30,3,2,1,3,1,0,3,1,0,3,2,1,3,0,6,1,0
2021,12,총,"657,269","335,804","7,398","4,023","11,917","5,414","6,269","8,619","14,335","19,688","40,880","12,874","45,827","11,502","13,436","21,952","10,731","10,040","14,686","39,426","36,787","321,465","14,084","18,232","11,097","31,930","20,831","7,809","9,782","7,519","12,462","14,481","19,907","63,781","26,102","12,573","30,638","20,237",0
2021,12,0,"51,443","23,057",317,100,554,279,257,282,850,"1,304","3,185",528,"3,732",647,659,"1,429",541,498,927,"4,199","2,769","28,386",581,"1,363",512,"2,407","1,975",203,391,272,942,806,"1,360","8,103","1,916",850,"3,702","3,003",0
2021,12,10,"70,071","34,610",454,145,749,358,421,603,"1,275","2,583","4,776",818,"5,214","1,042","1,179","2,372",881,850,"1,454","5,003","4,433","35,461","1,020","2,276",683,"3,972","1,647",309,625,464,"1,009","1,188","2,421","9,006","3,040",951,"3,096","3,754",0
2021,12,20,"92,498","48,640",816,378,"1,341",587,656,"1,021","2,206","3,274","6,242","1,379","5,768","1,642","1,945","3,007","1,362","1,424","1,990","6,115","7,487","43,858","1,697","2,279","1,535","4,660","3,560","2,487","1,483",875,"1,687","2,025","2,605","7,963","3,827","1,544","3,692","1,939",0
2021,12,30,"80,960","39,088",771,355,"1,238",542,525,721,"1,586","2,387","5,195","1,269","5,008","1,189","1,331","2,092","1,050","1,068","1,599","5,136","6,026","41,872","1,283","1,824","1,271","3,893","3,533",948,"1,016",718,"1,834","1,877","1,902","9,551","2,837","1,694","5,032","2,659",0
2021,12,40,"104,928","51,369",868,472,"1,610",708,762,"1,127","1,913","3,329","6,726","1,669","7,378","1,559","1,688","3,260","1,419","1,326","2,027","6,902","6,626","53,559","1,755","3,009","1,401","5,909","3,089",814,"1,189","1,046","1,833","2,408","3,031","12,276","3,982","1,792","5,211","4,814",0
2021,12,50,"107,276","57,172","1,206",646,"1,883",863,"1,043","1,505","2,405","3,353","7,122","2,220","7,744","2,176","2,548","4,362","1,804","1,754","2,491","6,203","5,844","50,104","2,244","2,843","1,784","5,254","2,791","1,076","1,557","1,379","2,044","2,654","3,495","9,066","4,616","2,211","4,628","2,462",0
2021,12,60,"81,129","44,491","1,440",864,"2,113",919,"1,285","1,699","2,249","2,035","4,244","2,415","6,323","1,850","2,374","3,036","1,833","1,697","2,256","3,701","2,158","36,638","2,387","2,321","1,884","3,059","2,221",975,"1,634","1,403","1,751","1,960","2,923","4,831","3,291","1,876","3,088","1,034",0
2021,12,70,"44,980","24,351",964,678,"1,534",724,816,"1,119","1,190",924,"2,185","1,642","3,078",936,"1,188","1,473","1,231","1,007","1,253","1,466",943,"20,629","1,921","1,567","1,357","1,808","1,323",636,"1,280",924,899,986,"1,398","1,991","1,719","1,014","1,432",374,0
