년도,월,나이,안산시,상록구,일동,이동,사동,사이동,해양동,본오1동,본오2동,본오3동,부곡동,월피동,성포동,반월동,안산동,단원구,와동,고잔동,중앙동,호수동,원곡동,백운동,신길동,초지동,선부1동,선부2동,선부3동,대부동
2020,11,90,"2,094","1,215",96,82,193,89,60,102,86,70,58,113,121,91,54,879,113,58,81,109,30,34,70,133,51,45,73,82
2020,11,100,133,70,4,7,15,5,0,0,6,0,4,9,9,5,6,63,5,2,6,4,6,11,4,8,2,3,5,7
2020,12,총,"654,915","351,888","25,009","23,979","33,015","32,968","37,248","38,101","26,840","20,156","21,944","38,604","26,833","18,085","9,106","303,027","38,957","21,940","25,138","44,212","6,272","18,463","22,665","47,015","17,747","16,498","35,320","8,800"
2020,12,0,"44,632","23,696","1,737","1,086","1,820","2,524","4,267","2,679","1,560",962,"1,477","2,271","1,711","1,119",483,"20,936","2,660","1,168","1,624","3,430",287,"1,321","1,647","3,817","1,312",920,"2,441",309
2020,12,10,"64,045","34,292","2,485","1,618","2,909","3,613","4,396","4,019","2,879","1,763","2,124","3,821","2,598","1,305",762,"29,753","3,952","1,921","2,167","5,244",319,"1,785","2,505","4,816","1,427","1,604","3,623",390
2020,12,20,"106,487","58,151","3,831","4,372","6,010","5,360","6,004","6,004","4,369","3,565","3,502","6,994","4,764","2,221","1,155","48,336","6,054","4,175","5,067","7,582",493,"2,812","3,085","7,433","2,682","2,461","5,774",718
2020,12,30,"85,743","44,312","3,069","3,748","4,562","4,198","5,485","4,658","2,976","2,427","2,449","4,394","3,183","2,226",937,"41,431","5,149","3,172","3,890","5,526",633,"2,463","2,949","7,231","2,925","1,865","4,965",663
2020,12,40,"108,359","58,079","4,513","3,988","5,626","5,509","6,541","6,897","4,478","3,123","3,635","6,089","3,677","2,645","1,358","50,280","7,147","3,278","3,750","7,294","1,012","2,824","4,062","8,240","2,758","2,826","6,138",951
2020,12,50,"127,771","69,060","4,648","4,520","6,292","6,379","6,406","7,349","5,434","4,272","4,646","8,186","5,718","3,339","1,871","58,711","7,521","4,109","4,535","8,925","1,628","3,714","4,308","8,163","3,316","3,674","6,868","1,950"
2020,12,60,"71,471","37,944","2,578","2,665","2,950","3,391","2,958","3,723","2,903","2,270","2,382","4,256","3,372","2,976","1,520","33,527","3,876","2,453","2,778","4,233","1,016","2,337","2,619","4,434","2,132","1,946","3,559","2,144"
2020,12,70,"29,780","16,804","1,434","1,312","1,535","1,270",804,"1,814","1,449","1,127","1,092","1,609","1,103","1,586",669,"12,976","1,689","1,089",855,"1,214",587,864,974,"1,846",763,791,"1,243","1,061"
2020,12,80,"14,393","8,258",612,583,"1,105",631,323,859,697,575,574,861,577,569,292,"6,135",791,519,385,648,262,298,441,887,382,364,632,526
2020,12,90,"2,102","1,223",98,80,192,88,64,99,90,72,59,114,120,94,53,879,112,54,81,112,29,34,71,141,48,44,72,81
2020,12,100,132,69,4,7,14,5,0,0,5,0,4,9,10,5,6,63,6,2,6,4,6,11,4,7,2,3,5,7
2021,1,총,"655,733","352,897","24,958","23,913","32,971","32,974","38,699","38,037","26,811","20,106","21,917","38,689","26,715","18,004","9,103","302,836","38,999","21,903","25,087","44,074","6,273","18,434","22,709","46,969","17,860","16,455","35,208","8,865"
2021,1,0,"44,374","23,625","1,704","1,064","1,798","2,506","4,403","2,659","1,542",945,"1,460","2,262","1,694","1,110",478,"20,749","2,647","1,159","1,604","3,412",292,"1,305","1,623","3,768","1,306",906,"2,412",315
2021,1,10,"63,857","34,257","2,467","1,587","2,883","3,613","4,612","3,992","2,845","1,742","2,109","3,787","2,559","1,294",767,"29,600","3,926","1,912","2,156","5,207",319,"1,783","2,514","4,787","1,437","1,588","3,584",387
2021,1,20,"106,590","58,356","3,824","4,367","6,015","5,363","6,208","5,983","4,376","3,563","3,508","7,081","4,728","2,206","1,134","48,234","6,089","4,156","5,069","7,535",484,"2,786","3,109","7,396","2,688","2,455","5,745",722
2021,1,30,"85,788","44,397","3,042","3,736","4,559","4,203","5,674","4,630","2,983","2,425","2,427","4,388","3,196","2,191",943,"41,391","5,115","3,178","3,885","5,546",636,"2,452","2,933","7,215","2,961","1,854","4,943",673
2021,1,40,"108,102","58,022","4,485","3,959","5,582","5,475","6,850","6,878","4,429","3,097","3,613","6,050","3,626","2,632","1,346","50,080","7,117","3,251","3,712","7,218","1,012","2,818","4,042","8,228","2,777","2,823","6,124",958
2021,1,50,"127,904","69,241","4,666","4,506","6,311","6,380","6,618","7,340","5,455","4,254","4,650","8,194","5,666","3,322","1,879","58,663","7,555","4,107","4,518","8,887","1,610","3,715","4,324","8,169","3,335","3,667","6,833","1,943"
2021,1,60,"72,450","38,506","2,604","2,703","2,975","3,418","3,105","3,785","2,941","2,303","2,410","4,324","3,430","2,988","1,520","33,944","3,942","2,470","2,808","4,279","1,031","2,354","2,656","4,500","2,147","1,960","3,612","2,185"
2021,1,70,"29,918","16,870","1,443","1,317","1,530","1,287",822,"1,807","1,448","1,126","1,094","1,614","1,103","1,595",684,"13,048","1,696","1,095",858,"1,229",586,874,981,"1,859",777,787,"1,241","1,065"
2021,1,80,"14,504","8,318",620,583,"1,110",637,341,861,696,579,585,862,582,567,295,"6,186",793,518,391,645,269,302,452,899,383,368,634,532
2021,1,90,"2,114","1,236",99,84,194,87,66,102,90,72,57,118,122,94,51,878,112,55,80,111,28,34,71,141,48,44,75,79
2021,1,100,132,69,4,7,14,5,0,0,6,0,4,9,9,5,6,63,7,2,6,5,6,11,4,7,1,3,5,6
2021,2,총,"655,700","352,962","24,915","23,965","32,883","32,929","39,264","37,945","26,756","20,056","21,901","38,590","26,717","17,958","9,083","302,738","38,924","21,839","25,169","44,041","6,261","18,436","22,706","47,011","17,897","16,428","35,174","8,852"
2021,2,0,"44,039","23,441","1,683","1,060","1,770","2,474","4,437","2,634","1,522",938,"1,448","2,215","1,697","1,093",470,"20,598","2,613","1,136","1,587","3,416",293,"1,294","1,607","3,761","1,297",887,"2,392",315
2021,2,10,"63,492","34,081","2,447","1,574","2,839","3,615","4,702","3,968","2,800","1,722","2,089","3,740","2,532","1,289",764,"29,411","3,904","1,898","2,149","5,166",322,"1,773","2,502","4,749","1,439","1,571","3,562",376
2021,2,20,"106,565","58,358","3,825","4,389","6,013","5,322","6,277","5,972","4,392","3,540","3,495","7,088","4,719","2,206","1,120","48,207","6,070","4,138","5,160","7,500",467,"2,784","3,101","7,374","2,694","2,454","5,743",722
2021,2,30,"85,640","44,342","3,029","3,743","4,546","4,199","5,725","4,579","2,970","2,423","2,421","4,385","3,212","2,171",939,"41,298","5,085","3,168","3,869","5,531",628,"2,455","2,915","7,272","2,963","1,846","4,900",666
2021,2,40,"107,852","57,885","4,457","3,947","5,562","5,473","6,987","6,827","4,411","3,089","3,583","5,988","3,592","2,629","1,340","49,967","7,081","3,238","3,711","7,186","1,014","2,811","4,042","8,193","2,769","2,827","6,133",962
2021,2,50,"127,981","69,309","4,673","4,510","6,298","6,372","6,714","7,361","5,442","4,237","4,669","8,198","5,668","3,295","1,872","58,672","7,561","4,094","4,523","8,912","1,600","3,713","4,345","8,185","3,334","3,641","6,834","1,930"
2021,2,60,"73,297","38,968","2,631","2,738","2,992","3,451","3,179","3,827","2,979","2,332","2,460","4,365","3,474","2,999","1,541","34,329","3,995","2,496","2,831","4,331","1,047","2,377","2,674","4,556","2,180","1,989","3,651","2,202"
2021,2,70,"29,911","16,861","1,441","1,317","1,540","1,283",829,"1,803","1,436","1,123","1,087","1,617","1,107","1,595",683,"13,050","1,696","1,090",863,"1,232",585,876,978,"1,862",782,790,"1,238","1,058"
2021,2,80,"14,651","8,393",627,593,"1,110",646,345,870,708,581,587,868,583,579,296,"6,258",802,524,390,650,271,307,465,909,388,374,643,535
2021,2,90,"2,137","1,252",97,85,199,89,69,104,90,71,58,117,124,97,52,885,110,55,80,113,27,35,73,143,50,46,73,80
2021,2,100,135,72,5,9,14,5,0,0,6,0,4,9,9,5,6,63,7,2,6,4,7,11,4,7,1,3,5,6
2021,3,총,"655,859","353,508","24,908","23,951","32,806","32,920","40,594","37,850","26,647","19,983","21,804","38,498","26,609","17,888","9,050","302,351","38,837","21,769","25,198","44,100","6,196","18,358","22,672","46,976","17,935","16,314","35,107","8,889"
2021,3,0,"43,822","23,338","1,691","1,067","1,737","2,457","4,475","2,626","1,516",933,"1,434","2,180","1,672","1,084",466,"20,484","2,568","1,122","1,573","3,424",285,"1,287","1,604","3,749","1,307",876,"2,378",311
2021,3,10,"63,489","34,278","2,434","1,550","2,830","3,598","5,116","3,928","2,767","1,706","2,076","3,715","2,513","1,280",765,"29,211","3,883","1,878","2,131","5,153",316,"1,771","2,479","4,714","1,435","1,538","3,542",371
2021,3,20,"107,137","58,908","3,815","4,396","6,015","5,307","6,924","5,986","4,398","3,526","3,457","7,109","4,669","2,193","1,113","48,229","6,042","4,125","5,241","7,513",468,"2,772","3,101","7,372","2,706","2,444","5,717",728
2021,3,30,"85,490","44,240","3,028","3,737","4,531","4,194","5,761","4,541","2,951","2,423","2,388","4,396","3,205","2,157",928,"41,250","5,053","3,153","3,869","5,561",626,"2,455","2,895","7,287","2,971","1,828","4,885",667
2021,3,40,"107,179","57,544","4,440","3,933","5,507","5,451","7,058","6,782","4,348","3,055","3,559","5,905","3,560","2,614","1,332","49,635","7,079","3,212","3,673","7,141",987,"2,793","4,021","8,135","2,753","2,787","6,088",966
2021,3,50,"127,722","69,157","4,674","4,508","6,294","6,363","6,740","7,353","5,419","4,223","4,660","8,191","5,621","3,260","1,851","58,565","7,534","4,101","4,508","8,896","1,597","3,682","4,340","8,210","3,331","3,622","6,817","1,927"
2021,3,60,"74,188","39,438","2,665","2,755","3,022","3,519","3,261","3,851","3,012","2,343","2,493","4,399","3,540","3,015","1,563","34,750","4,063","2,508","2,876","4,406","1,047","2,397","2,701","4,593","2,205","2,010","3,713","2,231"
2021,3,70,"29,898","16,859","1,432","1,322","1,538","1,287",839,"1,806","1,425","1,118","1,089","1,619","1,109","1,596",679,"13,039","1,687","1,090",860,"1,237",582,859,987,"1,851",782,791,"1,243","1,070"
2021,3,80,"14,705","8,439",630,592,"1,122",646,352,872,712,590,590,858,581,592,302,"6,266",810,524,386,651,265,303,467,917,395,370,646,532
2021,3,90,"2,136","1,254",95,86,198,93,68,105,94,66,55,120,130,94,50,882,112,56,75,116,23,31,73,143,50,46,76,81
2021,3,100,93,53,4,5,12,5,0,0,5,0,3,6,9,3,1,40,6,0,6,2,0,8,4,5,0,2,2,5
2021,4,총,"655,816","353,702","24,847","23,955","32,807","32,923","41,108","37,760","26,593","19,961","21,805","38,438","26,642","17,822","9,041","302,114","38,773","21,723","25,173","44,130","6,146","18,349","22,628","47,046","17,971","16,265","34,990","8,920"
2021,4,0,"43,627","23,198","1,674","1,048","1,741","2,445","4,471","2,580","1,510",922,"1,434","2,178","1,671","1,063",461,"20,429","2,571","1,123","1,568","3,423",282,"1,279","1,589","3,749","1,312",866,"2,354",313
2021,4,10,"63,337","34,279","2,421","1,573","2,800","3,567","5,283","3,916","2,751","1,688","2,077","3,679","2,497","1,271",756,"29,058","3,842","1,858","2,113","5,158",307,"1,765","2,471","4,693","1,441","1,529","3,509",372
2021,4,20,"107,254","59,062","3,771","4,377","6,021","5,344","7,161","5,986","4,380","3,541","3,444","7,095","4,657","2,172","1,113","48,192","6,052","4,132","5,264","7,495",460,"2,756","3,091","7,388","2,693","2,444","5,689",728
2021,4,30,"85,313","44,134","3,018","3,727","4,552","4,168","5,755","4,490","2,950","2,410","2,374","4,387","3,234","2,137",932,"41,179","5,016","3,127","3,886","5,567",618,"2,468","2,886","7,286","2,985","1,830","4,845",665
2021,4,40,"106,839","57,359","4,430","3,923","5,450","5,451","7,085","6,764","4,308","3,041","3,551","5,885","3,530","2,617","1,324","49,480","7,042","3,185","3,658","7,151",974,"2,777","4,013","8,111","2,747","2,758","6,084",980
2021,4,50,"127,664","69,160","4,665","4,523","6,327","6,365","6,779","7,350","5,425","4,216","4,666","8,137","5,640","3,227","1,840","58,504","7,545","4,107","4,484","8,867","1,586","3,678","4,335","8,226","3,337","3,618","6,786","1,935"
2021,4,60,"74,862","39,823","2,704","2,764","3,039","3,547","3,305","3,882","3,036","2,372","2,514","4,470","3,575","3,036","1,579","35,039","4,085","2,529","2,883","4,466","1,050","2,424","2,716","4,655","2,218","2,013","3,762","2,238"
2021,4,70,"29,897","16,870","1,433","1,328","1,550","1,290",841,"1,807","1,414","1,106","1,090","1,620","1,113","1,599",679,"13,027","1,699","1,084",856,"1,235",579,859,984,"1,856",788,785,"1,235","1,067"
2021,4,80,"14,772","8,498",632,599,"1,119",644,359,874,719,598,598,861,588,601,306,"6,274",804,522,380,647,267,300,467,934,397,373,648,535
2021,4,90,"2,160","1,269",95,89,196,99,69,111,95,67,54,120,128,96,50,891,111,56,75,119,23,35,72,142,53,47,76,82
2021,4,100,91,50,4,4,12,3,0,0,5,0,3,6,9,3,1,41,6,0,6,2,0,8,4,6,0,2,2,5
2021,5,총,"655,555","353,575","24,840","23,935","32,881","32,969","41,261","37,639","26,520","19,906","21,804","38,411","26,597","17,798","9,014","301,980","38,719","21,736","25,223","44,149","6,165","18,308","22,598","47,043","17,922","16,232","34,931","8,954"
2021,5,0,"43,386","23,031","1,651","1,036","1,745","2,444","4,462","2,546","1,497",917,"1,414","2,167","1,652","1,048",452,"20,355","2,554","1,124","1,571","3,405",281,"1,284","1,583","3,737","1,303",864,"2,340",309
2021,5,10,"63,053","34,105","2,411","1,570","2,782","3,533","5,277","3,903","2,727","1,679","2,083","3,630","2,496","1,264",750,"28,948","3,818","1,838","2,102","5,166",304,"1,756","2,464","4,681","1,428","1,520","3,501",370
2021,5,20,"107,079","59,020","3,762","4,374","6,049","5,363","7,237","5,943","4,355","3,520","3,426","7,113","4,618","2,157","1,103","48,059","6,030","4,140","5,290","7,477",463,"2,722","3,086","7,366","2,688","2,422","5,649",726
2021,5,30,"85,284","44,156","3,014","3,720","4,547","4,195","5,741","4,472","2,938","2,406","2,382","4,418","3,259","2,132",932,"41,128","4,993","3,127","3,907","5,557",633,"2,475","2,869","7,263","2,975","1,820","4,845",664
2021,5,40,"106,273","57,048","4,413","3,901","5,436","5,433","7,113","6,724","4,268","3,020","3,523","5,804","3,506","2,603","1,304","49,225","6,995","3,170","3,656","7,111",961,"2,767","3,996","8,073","2,718","2,756","6,048",974
2021,5,50,"127,835","69,231","4,685","4,513","6,358","6,370","6,805","7,357","5,449","4,200","4,696","8,137","5,606","3,212","1,843","58,604","7,590","4,124","4,478","8,896","1,596","3,653","4,331","8,242","3,333","3,601","6,807","1,953"
2021,5,60,"75,527","40,203","2,737","2,792","3,080","3,577","3,338","3,903","3,044","2,398","2,545","4,516","3,612","3,068","1,593","35,324","4,111","2,544","2,899","4,521","1,054","2,441","2,739","4,715","2,234","2,033","3,773","2,260"
2021,5,70,"29,932","16,860","1,428","1,332","1,550","1,291",850,"1,804","1,414","1,101","1,079","1,615","1,123","1,596",677,"13,072","1,702","1,086",850,"1,238",581,866,989,"1,871",789,793,"1,235","1,072"
2021,5,80,"14,904","8,582",636,602,"1,124",662,365,877,724,599,596,882,584,618,313,"6,322",807,526,389,655,268,302,465,946,397,373,656,538
2021,5,90,"2,191","1,289",99,91,198,98,73,110,99,66,57,123,132,97,46,902,113,57,75,121,24,34,72,144,56,48,75,83
2021,5,100,91,50,4,4,12,3,0,0,5,0,3,6,9,3,1,41,6,0,6,2,0,8,4,5,1,2,2,5
2021,6,총,"655,115","353,174","24,800","23,907","32,852","32,917","41,185","37,580","26,530","19,889","21,794","38,366","26,569","17,770","9,015","301,941","38,695","21,713","25,223","44,139","6,144","18,284","22,652","47,126","17,934","16,156","34,890","8,985"
2021,6,0,"43,181","22,883","1,644","1,031","1,728","2,434","4,438","2,507","1,494",916,"1,406","2,149","1,640","1,049",447,"20,298","2,530","1,124","1,553","3,402",277,"1,273","1,568","3,750","1,306",868,"2,334",313
2021,6,10,"62,759","33,918","2,406","1,563","2,759","3,499","5,226","3,921","2,706","1,668","2,081","3,593","2,489","1,255",752,"28,841","3,812","1,831","2,104","5,150",304,"1,746","2,466","4,646","1,421","1,499","3,496",366
2021,6,20,"106,798","58,808","3,757","4,362","6,038","5,347","7,163","5,930","4,355","3,505","3,401","7,106","4,591","2,157","1,096","47,990","6,022","4,150","5,257","7,451",457,"2,710","3,101","7,371","2,693","2,409","5,645",724
2021,6,30,"85,228","44,152","3,010","3,716","4,565","4,196","5,744","4,455","2,937","2,414","2,385","4,422","3,266","2,110",932,"41,076","4,973","3,118","3,926","5,533",628,"2,457","2,864","7,285","2,991","1,812","4,826",663
2021,6,40,"106,061","56,857","4,401","3,885","5,401","5,415","7,131","6,712","4,233","2,995","3,511","5,784","3,486","2,598","1,305","49,204","6,990","3,176","3,664","7,117",954,"2,772","4,012","8,063","2,723","2,739","6,019",975
2021,6,50,"127,652","69,141","4,677","4,490","6,353","6,350","6,798","7,345","5,478","4,189","4,704","8,125","5,589","3,202","1,841","58,511","7,578","4,093","4,469","8,890","1,586","3,651","4,332","8,259","3,315","3,584","6,794","1,960"
2021,6,60,"76,184","40,575","2,731","2,826","3,107","3,608","3,394","3,921","3,079","2,420","2,579","4,566","3,658","3,085","1,601","35,609","4,149","2,559","2,924","4,567","1,062","2,464","2,769","4,755","2,247","2,035","3,801","2,277"
2021,6,70,"29,973","16,895","1,437","1,337","1,551","1,298",857,"1,797","1,416","1,110","1,072","1,614","1,125","1,597",684,"13,078","1,699","1,079",849,"1,245",585,864,990,"1,886",788,786,"1,238","1,069"
2021,6,80,"14,990","8,612",635,601,"1,140",668,364,882,730,605,594,879,584,618,312,"6,378",823,525,397,659,267,305,472,955,394,375,658,548
2021,6,90,"2,197","1,283",98,92,198,99,70,110,97,67,58,122,132,96,44,914,113,58,74,123,24,33,74,151,55,47,77,85
2021,6,100,92,50,4,4,12,3,0,0,5,0,3,6,9,3,1,42,6,0,6,2,0,9,4,5,1,2,2,5
2021,7,총,"654,678","352,898","24,815","23,953","32,823","32,869","41,105","37,513","26,487","19,867","21,779","38,354","26,541","17,722","9,070","301,780","38,669","21,724","25,159","44,083","6,156","18,303","22,642","47,169","17,912","16,120","34,840","9,003"
2021,7,0,"42,976","22,765","1,639","1,039","1,709","2,410","4,423","2,481","1,489",904,"1,404","2,144","1,634","1,045",444,"20,211","2,513","1,124","1,534","3,379",282,"1,278","1,557","3,739","1,309",864,"2,320",312
2021,7,10,"62,523","33,765","2,403","1,556","2,751","3,498","5,171","3,912","2,685","1,658","2,067","3,585","2,477","1,251",751,"28,758","3,803","1,832","2,087","5,136",315,"1,742","2,457","4,622","1,421","1,492","3,488",363
2021,7,20,"106,442","58,579","3,767","4,364","6,010","5,345","7,102","5,894","4,356","3,486","3,383","7,073","4,557","2,139","1,103","47,863","6,004","4,142","5,230","7,427",453,"2,704","3,087","7,387","2,674","2,410","5,622",723
2021,7,30,"85,231","44,160","3,004","3,740","4,581","4,190","5,718","4,438","2,938","2,416","2,388","4,437","3,280","2,091",939,"41,071","4,966","3,128","3,933","5,524",628,"2,461","2,847","7,290","3,005","1,798","4,823",668
2021,7,40,"105,664","56,667","4,381","3,871","5,379","5,392","7,148","6,696","4,188","2,975","3,506","5,771","3,464","2,588","1,308","48,997","6,957","3,175","3,631","7,096",954,"2,767","3,985","8,020","2,709","2,731","5,993",979
2021,7,50,"127,599","69,120","4,697","4,492","6,362","6,337","6,815","7,369","5,480","4,190","4,702","8,073","5,569","3,185","1,849","58,479","7,590","4,092","4,460","8,883","1,582","3,651","4,342","8,288","3,300","3,566","6,778","1,947"
2021,7,60,"76,874","40,933","2,748","2,851","3,122","3,623","3,432","3,947","3,099","2,445","2,599","4,629","3,701","3,111","1,626","35,941","4,194","2,569","2,957","4,620","1,066","2,491","2,809","4,800","2,258","2,046","3,831","2,300"
2021,7,70,"30,015","16,911","1,432","1,335","1,553","1,300",861,"1,785","1,420","1,114","1,074","1,619","1,133","1,597",688,"13,104","1,703","1,080",851,"1,247",587,859,"1,002","1,894",784,788,"1,239","1,070"
2021,7,80,"15,061","8,663",643,606,"1,148",671,368,882,730,615,590,894,585,616,315,"6,398",820,525,397,651,265,308,475,965,395,376,668,553
2021,7,90,"2,200","1,284",97,94,196,100,67,109,97,64,63,123,132,96,46,916,113,56,74,118,24,33,77,159,56,47,76,83
2021,7,100,93,51,4,5,12,3,0,0,5,0,3,6,9,3,1,42,6,1,5,2,0,9,4,5,1,2,2,5
2021,8,총,"654,477","352,166","24,756","23,984","32,737","32,755","41,057","37,473","26,411","19,823","21,734","38,242","26,432","17,695","9,067","302,311","38,530","21,658","25,037","43,999","6,154","19,815","22,536","46,985","17,772","16,019","34,768","9,038"
2021,8,0,"42,718","22,534","1,604","1,034","1,691","2,376","4,418","2,453","1,466",881,"1,398","2,114","1,616","1,043",440,"20,184","2,493","1,109","1,503","3,353",279,"1,427","1,540","3,720","1,286",859,"2,303",312
2021,8,10,"62,144","33,539","2,402","1,546","2,743","3,471","5,129","3,890","2,656","1,644","2,058","3,552","2,461","1,240",747,"28,605","3,784","1,817","2,063","5,114",321,"1,829","2,412","4,564","1,394","1,468","3,475",364
2021,8,20,"106,321","58,405","3,762","4,391","6,003","5,310","7,075","5,881","4,361","3,467","3,352","7,037","4,541","2,126","1,099","47,916","5,965","4,111","5,241","7,390",459,"2,944","3,088","7,350","2,660","2,389","5,600",719
2021,8,30,"85,208","44,022","3,000","3,732","4,518","4,185","5,706","4,438","2,904","2,414","2,400","4,436","3,264","2,091",934,"41,186","4,933","3,116","3,902","5,493",629,"2,814","2,822","7,255","2,965","1,785","4,798",674
2021,8,40,"105,259","56,389","4,352","3,857","5,352","5,343","7,151","6,661","4,167","2,961","3,487","5,736","3,444","2,576","1,302","48,870","6,924","3,156","3,594","7,054",947,"2,954","3,951","7,957","2,689","2,700","5,964",980
2021,8,50,"127,762","69,125","4,710","4,504","6,371","6,333","6,836","7,374","5,479","4,191","4,714","8,047","5,542","3,178","1,846","58,637","7,566","4,095","4,446","8,891","1,573","3,886","4,349","8,279","3,286","3,542","6,784","1,940"
2021,8,60,"77,543","41,192","2,751","2,864","3,141","3,659","3,448","3,984","3,128","2,467","2,609","4,671","3,701","3,119","1,650","36,351","4,207","2,588","2,973","4,681","1,069","2,665","2,820","4,823","2,266","2,065","3,863","2,331"
2021,8,70,"30,103","16,935","1,436","1,336","1,563","1,298",867,"1,796","1,421","1,110","1,059","1,618","1,139","1,604",688,"13,168","1,704","1,075",847,"1,250",585,923,"1,001","1,911",775,789,"1,235","1,073"
2021,8,80,"15,110","8,683",637,620,"1,145",678,362,887,727,621,589,900,584,618,315,"6,427",833,530,392,652,268,327,472,966,394,371,667,555
2021,8,90,"2,213","1,289",98,94,199,98,65,109,97,67,65,124,131,97,45,924,115,60,71,119,24,37,78,155,55,48,77,85
2021,8,100,96,53,4,6,11,4,0,0,5,0,3,7,9,3,1,43,6,1,5,2,0,9,3,5,2,3,2,5
2021,9,총,"654,270","351,800","24,751","23,944","32,757","32,674","41,064","37,389","26,325","19,745","21,737","38,235","26,432","17,666","9,081","302,470","38,392","21,566","24,898","43,879","6,093","20,780","22,544","46,890","17,747","15,935","34,739","9,007"
2021,9,0,"42,428","22,351","1,597","1,016","1,679","2,350","4,405","2,431","1,441",875,"1,385","2,095","1,614","1,033",430,"20,077","2,467","1,095","1,484","3,333",269,"1,510","1,531","3,685","1,271",848,"2,277",307
2021,9,10,"61,889","33,401","2,391","1,544","2,724","3,464","5,118","3,865","2,653","1,620","2,066","3,521","2,457","1,228",750,"28,488","3,752","1,809","2,046","5,090",316,"1,881","2,405","4,522","1,393","1,456","3,459",359
2021,9,20,"106,258","58,289","3,751","4,393","6,023","5,298","7,066","5,875","4,324","3,448","3,340","7,045","4,517","2,112","1,097","47,969","5,909","4,114","5,239","7,361",454,"3,101","3,082","7,355","2,646","2,376","5,604",728
2021,9,30,"85,244","43,980","2,999","3,709","4,543","4,160","5,712","4,436","2,897","2,398","2,392","4,436","3,275","2,093",930,"41,264","4,937","3,092","3,883","5,445",627,"3,031","2,813","7,236","2,964","1,784","4,787",665
2021,9,40,"104,840","56,112","4,323","3,831","5,319","5,313","7,132","6,608","4,127","2,965","3,478","5,713","3,444","2,560","1,299","48,728","6,866","3,147","3,575","7,041",932,"3,047","3,949","7,898","2,692","2,663","5,942",976
2021,9,50,"127,944","69,199","4,723","4,518","6,396","6,328","6,862","7,393","5,485","4,173","4,718","8,050","5,527","3,172","1,854","58,745","7,570","4,069","4,402","8,880","1,567","4,056","4,356","8,305","3,278","3,532","6,794","1,936"
2021,9,60,"78,010","41,454","2,779","2,879","3,146","3,682","3,469","3,994","3,142","2,470","2,627","4,716","3,733","3,150","1,667","36,556","4,227","2,588","2,963","4,705","1,057","2,801","2,834","4,841","2,269","2,064","3,885","2,322"
2021,9,70,"30,136","16,918","1,442","1,323","1,567","1,295",869,"1,791","1,425","1,106","1,065","1,614","1,138","1,594",689,"13,218","1,711","1,061",842,"1,245",577,960,"1,012","1,917",788,788,"1,245","1,072"
2021,9,80,"15,189","8,746",644,631,"1,151",682,362,888,726,623,597,914,585,625,318,"6,443",829,528,388,657,270,346,481,970,388,373,660,553
2021,9,90,"2,236","1,297",98,94,198,98,69,108,100,67,66,124,133,96,46,939,118,62,71,120,24,38,78,156,56,48,84,84
2021,9,100,96,53,4,6,11,4,0,0,5,0,3,7,9,3,1,43,6,1,5,2,0,9,3,5,2,3,2,5
2021,10,총,"654,117","351,747","24,747","23,905","32,710","32,679","41,440","37,335","26,246","19,728","21,685","38,178","26,385","17,609","9,100","302,370","38,305","21,590","24,704","43,859","6,068","21,048","22,559","46,894","17,725","15,933","34,665","9,020"
2021,10,0,"42,232","22,197","1,595","1,002","1,663","2,328","4,394","2,399","1,418",881,"1,387","2,075","1,598","1,026",431,"20,035","2,450","1,098","1,473","3,320",266,"1,541","1,525","3,693","1,272",839,"2,251",307
2021,10,10,"61,726","33,383","2,391","1,539","2,700","3,460","5,237","3,857","2,647","1,611","2,053","3,485","2,432","1,216",755,"28,343","3,708","1,805","2,004","5,098",313,"1,890","2,402","4,498","1,381","1,461","3,420",363
2021,10,20,"106,151","58,276","3,716","4,371","6,018","5,297","7,284","5,847","4,291","3,425","3,319","7,028","4,485","2,091","1,104","47,875","5,883","4,082","5,216","7,310",455,"3,141","3,085","7,351","2,645","2,378","5,615",714
2021,10,30,"85,324","43,989","3,012","3,695","4,553","4,135","5,703","4,444","2,892","2,391","2,379","4,459","3,299","2,094",933,"41,335","4,937","3,112","3,878","5,453",622,"3,109","2,817","7,256","2,941","1,783","4,762",665
2021,10,40,"104,470","55,851","4,315","3,821","5,287","5,334","7,114","6,576","4,113","2,958","3,445","5,660","3,409","2,526","1,293","48,619","6,828","3,142","3,550","7,029",919,"3,075","3,933","7,876","2,712","2,672","5,906",977
2021,10,50,"127,944","69,202","4,735","4,518","6,403","6,313","6,887","7,377","5,476","4,166","4,713","8,074","5,509","3,179","1,852","58,742","7,559","4,101","4,346","8,874","1,560","4,101","4,364","8,296","3,259","3,522","6,812","1,948"
2021,10,60,"78,484","41,768","2,792","2,889","3,165","3,715","3,517","4,048","3,157","2,484","2,663","4,733","3,773","3,160","1,672","36,716","4,272","2,585","2,950","4,733","1,066","2,836","2,842","4,851","2,281","2,065","3,908","2,327"
2021,10,70,"30,171","16,934","1,442","1,321","1,558","1,304",870,"1,785","1,418","1,108","1,070","1,622","1,149","1,591",696,"13,237","1,720","1,069",830,"1,258",572,957,"1,023","1,926",789,780,"1,237","1,076"
2021,10,80,"15,256","8,773",649,639,"1,153",688,365,893,727,636,587,908,586,626,316,"6,483",825,531,380,661,272,352,488,987,387,380,667,553
