년도,월,나이,안산시,상록구,일동,이동,사동,사이동,해양동,본오1동,본오2동,본오3동,부곡동,월피동,성포동,반월동,안산동,단원구,와동,고잔동,중앙동,호수동,원곡동,백운동,신길동,초지동,선부1동,선부2동,선부3동,대부동
2020,12,60,"37,433","19,673","1,308","1,394","1,556","1,732","1,621","1,969","1,512","1,155","1,257","2,252","1,726","1,425",766,"17,760","2,038","1,220","1,432","2,383",580,"1,218","1,378","2,284","1,099","1,060","1,946","1,122"
2020,12,70,"13,299","7,383",604,600,627,552,411,781,609,471,453,696,499,762,318,"5,916",702,460,409,593,286,423,475,809,316,383,514,546
2020,12,80,"4,775","2,753",207,217,331,208,101,294,238,217,200,249,180,219,92,"2,022",233,156,114,217,105,109,158,286,111,119,206,208
2020,12,90,448,269,18,13,55,20,11,17,20,20,11,20,35,20,9,179,22,7,12,26,10,6,17,27,8,14,11,19
2020,12,100,32,16,0,1,4,0,0,0,1,0,1,1,5,2,1,16,0,0,2,1,1,2,1,2,1,1,1,4
2021,1,총,"336,265","180,008","12,725","12,788","17,276","16,690","19,523","19,678","13,304","10,020","11,313","19,781","13,092","9,062","4,756","156,257","20,572","10,936","12,476","22,151","3,608","9,358","12,187","24,111","9,166","8,947","18,085","4,660"
2021,1,0,"22,604","11,996",853,531,930,"1,292","2,147","1,372",792,487,751,"1,165",890,547,239,"10,608","1,351",579,824,"1,717",146,663,840,"1,933",683,454,"1,239",179
2021,1,10,"32,860","17,528","1,217",824,"1,498","1,841","2,351","2,079","1,401",884,"1,040","1,995","1,329",668,401,"15,332","2,075",982,"1,093","2,714",169,918,"1,283","2,443",747,847,"1,854",207
2021,1,20,"56,726","31,121","1,968","2,292","3,295","2,855","3,384","3,180","2,260","1,832","1,874","3,861","2,478","1,200",642,"25,605","3,362","2,068","2,522","3,847",294,"1,463","1,766","3,968","1,462","1,350","3,087",416
2021,1,30,"46,791","24,089","1,666","2,212","2,647","2,227","2,771","2,532","1,602","1,315","1,359","2,394","1,651","1,186",527,"22,702","2,865","1,777","2,071","2,823",386,"1,303","1,693","3,997","1,671","1,061","2,662",393
2021,1,40,"55,262","29,487","2,397","2,229","2,983","2,744","3,301","3,554","2,141","1,525","1,881","2,977","1,628","1,400",727,"25,775","3,819","1,605","1,793","3,391",611,"1,407","2,244","4,230","1,455","1,573","3,108",539
2021,1,50,"65,395","35,341","2,462","2,450","3,348","3,197","3,334","3,868","2,710","2,089","2,464","4,133","2,640","1,622","1,024","30,054","4,064","2,063","2,186","4,404","1,009","1,837","2,307","4,091","1,598","2,074","3,426",995
2021,1,60,"37,962","19,974","1,323","1,415","1,562","1,752","1,697","2,000","1,529","1,178","1,274","2,289","1,752","1,434",769,"17,988","2,074","1,235","1,449","2,406",589,"1,223","1,398","2,310","1,109","1,073","1,976","1,146"
2021,1,70,"13,372","7,415",608,602,625,552,420,778,612,472,454,697,503,768,324,"5,957",707,461,412,605,287,425,478,819,321,381,511,550
2021,1,80,"4,804","2,766",213,218,328,211,106,296,236,216,205,248,181,214,94,"2,038",232,159,112,216,107,110,160,290,111,119,210,212
2021,1,90,457,275,18,14,56,19,12,19,20,22,10,21,35,21,8,182,23,7,12,27,9,7,17,28,8,14,11,19
2021,1,100,32,16,0,1,4,0,0,0,1,0,1,1,5,2,1,16,0,0,2,1,1,2,1,2,1,1,1,4
2021,2,총,"336,325","180,089","12,704","12,816","17,250","16,666","19,790","19,627","13,300","10,005","11,314","19,730","13,094","9,040","4,753","156,236","20,519","10,899","12,537","22,148","3,593","9,359","12,199","24,115","9,205","8,920","18,078","4,664"
2021,2,0,"22,436","11,897",844,525,918,"1,268","2,167","1,366",778,484,744,"1,138",892,539,234,"10,539","1,335",569,818,"1,719",146,655,827,"1,935",681,444,"1,225",185
2021,2,10,"32,683","17,456","1,211",816,"1,477","1,847","2,395","2,064","1,381",875,"1,033","1,974","1,318",667,398,"15,227","2,057",985,"1,084","2,678",171,914,"1,282","2,417",752,840,"1,849",198
2021,2,20,"56,751","31,136","1,969","2,319","3,303","2,830","3,408","3,170","2,270","1,822","1,876","3,858","2,470","1,202",639,"25,615","3,345","2,045","2,578","3,857",281,"1,462","1,774","3,949","1,470","1,345","3,084",425
2021,2,30,"46,745","24,083","1,657","2,209","2,644","2,237","2,797","2,508","1,610","1,313","1,359","2,386","1,664","1,174",525,"22,662","2,845","1,771","2,075","2,817",380,"1,309","1,679","4,026","1,679","1,054","2,643",384
2021,2,40,"55,174","29,426","2,387","2,223","2,974","2,730","3,368","3,518","2,139","1,532","1,861","2,957","1,613","1,396",728,"25,748","3,808","1,602","1,795","3,381",613,"1,409","2,248","4,209","1,456","1,569","3,116",542
2021,2,50,"65,407","35,355","2,466","2,443","3,349","3,192","3,373","3,883","2,704","2,079","2,470","4,122","2,634","1,618","1,022","30,052","4,062","2,054","2,193","4,410","1,002","1,833","2,318","4,091","1,592","2,063","3,434","1,000"
2021,2,60,"38,377","20,226","1,336","1,441","1,565","1,772","1,742","2,023","1,551","1,188","1,301","2,318","1,775","1,434",780,"18,151","2,093","1,248","1,450","2,430",596,"1,226","1,409","2,346","1,130","1,086","1,991","1,146"
2021,2,70,"13,416","7,427",606,605,631,558,420,776,603,474,451,704,508,768,323,"5,989",715,457,418,610,287,429,480,821,323,385,514,550
2021,2,80,"4,840","2,785",211,220,330,213,105,300,243,216,205,251,178,219,94,"2,055",236,161,112,219,107,113,164,292,113,118,211,209
2021,2,90,463,281,17,13,55,19,15,19,20,22,13,21,37,21,9,182,23,7,12,26,9,7,17,27,8,15,10,21
2021,2,100,33,17,0,2,4,0,0,0,1,0,1,1,5,2,1,16,0,0,2,1,1,2,1,2,1,1,1,4
2021,3,총,"336,542","180,441","12,696","12,839","17,210","16,648","20,491","19,555","13,230","9,984","11,280","19,697","13,056","9,005","4,750","156,101","20,489","10,888","12,542","22,186","3,560","9,314","12,182","24,126","9,211","8,848","18,066","4,689"
2021,3,0,"22,352","11,851",847,525,900,"1,257","2,187","1,362",771,488,745,"1,121",872,539,237,"10,501","1,314",559,817,"1,734",142,651,831,"1,931",685,435,"1,221",181
2021,3,10,"32,693","17,563","1,200",808,"1,477","1,846","2,596","2,053","1,357",865,"1,028","1,965","1,304",665,399,"15,130","2,052",977,"1,078","2,674",167,913,"1,265","2,408",750,820,"1,834",192
2021,3,20,"57,077","31,461","1,957","2,334","3,315","2,816","3,768","3,162","2,269","1,819","1,849","3,873","2,463","1,197",639,"25,616","3,332","2,048","2,601","3,858",282,"1,453","1,778","3,940","1,472","1,334","3,087",431
2021,3,30,"46,678","24,009","1,662","2,216","2,627","2,220","2,821","2,471","1,604","1,320","1,346","2,385","1,663","1,160",514,"22,669","2,830","1,764","2,081","2,838",379,"1,315","1,662","4,050","1,679","1,049","2,638",384
2021,3,40,"54,876","29,279","2,369","2,225","2,942","2,717","3,407","3,495","2,111","1,512","1,860","2,920","1,604","1,389",728,"25,597","3,815","1,596","1,777","3,353",595,"1,402","2,240","4,182","1,443","1,547","3,101",546
2021,3,50,"65,241","35,258","2,477","2,441","3,349","3,181","3,380","3,880","2,681","2,070","2,457","4,121","2,608","1,601","1,012","29,983","4,052","2,065","2,164","4,392","1,000","1,818","2,317","4,101","1,595","2,048","3,421","1,010"
2021,3,60,"38,846","20,475","1,351","1,446","1,579","1,816","1,783","2,035","1,568","1,197","1,319","2,340","1,811","1,438",792,"18,371","2,120","1,253","1,484","2,474",596,"1,228","1,427","2,375","1,138","1,097","2,024","1,155"
2021,3,70,"13,444","7,452",604,612,634,562,428,775,603,471,457,702,510,771,323,"5,992",713,456,417,616,286,421,483,819,322,384,519,556
2021,3,80,"4,855","2,796",212,216,328,213,108,301,243,222,206,249,177,224,97,"2,059",240,163,109,221,106,106,164,294,118,118,210,210
2021,3,90,459,285,17,14,55,20,13,21,23,20,13,21,39,20,9,174,21,7,12,26,7,6,14,25,9,15,11,21
2021,3,100,21,12,0,2,4,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021,4,총,"336,479","180,526","12,672","12,830","17,230","16,663","20,726","19,515","13,190","9,966","11,270","19,668","13,063","8,975","4,758","155,953","20,484","10,861","12,540","22,184","3,533","9,305","12,172","24,144","9,215","8,814","17,983","4,718"
2021,4,0,"22,265","11,778",839,515,905,"1,259","2,183","1,340",762,479,743,"1,120",872,527,234,"10,487","1,322",559,816,"1,738",142,647,828,"1,927",688,428,"1,210",182
2021,4,10,"32,625","17,566","1,192",812,"1,457","1,820","2,691","2,048","1,345",855,"1,025","1,954","1,300",666,401,"15,059","2,031",972,"1,068","2,677",160,910,"1,263","2,406",756,813,"1,809",194
2021,4,20,"57,093","31,489","1,932","2,320","3,326","2,830","3,862","3,165","2,265","1,833","1,840","3,850","2,454","1,176",636,"25,604","3,353","2,046","2,623","3,831",281,"1,444","1,779","3,961","1,459","1,332","3,062",433
2021,4,30,"46,566","23,969","1,658","2,208","2,644","2,224","2,812","2,436","1,600","1,313","1,339","2,389","1,674","1,150",522,"22,597","2,818","1,748","2,094","2,837",369,"1,324","1,651","4,033","1,682","1,047","2,612",382
2021,4,40,"54,751","29,241","2,365","2,228","2,930","2,719","3,426","3,490","2,094","1,506","1,846","2,919","1,593","1,403",722,"25,510","3,791","1,586","1,767","3,353",593,"1,394","2,235","4,164","1,432","1,538","3,102",555
2021,4,50,"65,153","35,221","2,467","2,443","3,345","3,198","3,392","3,884","2,677","2,060","2,463","4,084","2,613","1,584","1,011","29,932","4,057","2,062","2,150","4,372",993,"1,809","2,324","4,101","1,597","2,039","3,408","1,020"
2021,4,60,"39,191","20,682","1,381","1,453","1,600","1,815","1,806","2,053","1,579","1,209","1,335","2,380","1,825","1,445",801,"18,509","2,130","1,268","1,483","2,508",598,"1,246","1,426","2,403","1,145","1,100","2,042","1,160"
2021,4,70,"13,467","7,451",602,614,637,561,432,772,595,471,459,700,512,772,324,"6,016",723,452,419,623,281,421,487,824,326,384,519,557
2021,4,80,"4,884","2,827",219,221,326,216,108,304,250,220,207,251,176,231,98,"2,057",237,161,108,218,109,103,164,299,121,118,209,210
2021,4,90,463,290,17,15,55,21,14,23,23,20,13,21,39,20,9,173,22,7,10,27,7,6,14,25,9,14,10,22
2021,4,100,21,12,0,1,5,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021,5,총,"336,303","180,419","12,683","12,804","17,265","16,664","20,815","19,450","13,149","9,955","11,265","19,623","13,031","8,975","4,740","155,884","20,468","10,876","12,559","22,197","3,540","9,280","12,135","24,146","9,192","8,807","17,951","4,733"
2021,5,0,"22,146","11,704",828,508,911,"1,263","2,184","1,312",753,483,733,"1,111",861,523,234,"10,442","1,312",559,820,"1,727",141,649,817,"1,927",684,427,"1,198",181
2021,5,10,"32,501","17,484","1,187",813,"1,449","1,804","2,690","2,045","1,332",849,"1,029","1,923","1,303",665,395,"15,017","2,022",962,"1,070","2,688",158,903,"1,263","2,393",750,809,"1,805",194
2021,5,20,"57,007","31,447","1,935","2,327","3,336","2,824","3,896","3,145","2,247","1,829","1,830","3,841","2,432","1,171",634,"25,560","3,354","2,058","2,632","3,816",284,"1,436","1,771","3,945","1,460","1,327","3,047",430
2021,5,30,"46,520","23,951","1,649","2,195","2,645","2,234","2,810","2,423","1,593","1,306","1,342","2,406","1,675","1,152",521,"22,569","2,803","1,758","2,107","2,833",379,"1,322","1,633","4,034","1,672","1,041","2,610",377
2021,5,40,"54,467","29,089","2,362","2,206","2,913","2,708","3,447","3,480","2,084","1,501","1,824","2,879","1,587","1,393",705,"25,378","3,764","1,574","1,763","3,340",583,"1,386","2,221","4,145","1,423","1,542","3,087",550
2021,5,50,"65,227","35,247","2,490","2,438","3,358","3,192","3,403","3,882","2,686","2,054","2,484","4,073","2,592","1,581","1,014","29,980","4,087","2,068","2,141","4,386",996,"1,792","2,326","4,114","1,593","2,025","3,418","1,034"
2021,5,60,"39,521","20,890","1,395","1,467","1,625","1,835","1,821","2,067","1,580","1,227","1,348","2,413","1,845","1,460",807,"18,631","2,143","1,273","1,484","2,532",599,"1,253","1,435","2,427","1,149","1,118","2,047","1,171"
2021,5,70,"13,503","7,452",601,614,642,564,438,769,599,466,454,698,516,770,321,"6,051",722,458,419,625,283,429,492,830,330,384,519,560
2021,5,80,"4,918","2,847",219,218,324,219,112,304,251,221,206,258,176,239,100,"2,071",238,159,111,223,110,103,162,304,121,118,211,211
2021,5,90,472,296,17,17,57,21,14,23,24,19,15,21,39,20,9,176,23,7,10,27,7,6,14,26,10,15,9,22
2021,5,100,21,12,0,1,5,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021,6,총,"336,051","180,215","12,668","12,763","17,263","16,649","20,772","19,432","13,150","9,952","11,248","19,607","13,025","8,958","4,728","155,836","20,462","10,851","12,573","22,174","3,529","9,259","12,178","24,197","9,197","8,754","17,918","4,744"
2021,6,0,"22,039","11,632",825,503,906,"1,265","2,176","1,292",746,482,723,"1,107",855,524,228,"10,407","1,305",559,810,"1,717",139,642,810,"1,930",690,430,"1,191",184
2021,6,10,"32,335","17,388","1,181",808,"1,446","1,788","2,662","2,045","1,327",842,"1,030","1,906","1,297",662,394,"14,947","2,013",956,"1,064","2,684",157,895,"1,270","2,373",743,797,"1,801",194
2021,6,20,"56,830","31,327","1,937","2,308","3,326","2,826","3,846","3,153","2,246","1,822","1,817","3,829","2,423","1,170",624,"25,503","3,345","2,059","2,625","3,802",284,"1,416","1,781","3,958","1,458","1,310","3,044",421
2021,6,30,"46,518","23,960","1,654","2,186","2,661","2,228","2,817","2,415","1,591","1,310","1,343","2,410","1,686","1,139",520,"22,558","2,799","1,749","2,115","2,822",372,"1,315","1,629","4,059","1,682","1,039","2,603",374
2021,6,40,"54,389","29,002","2,350","2,197","2,907","2,693","3,452","3,479","2,056","1,494","1,822","2,876","1,577","1,391",708,"25,387","3,772","1,580","1,775","3,339",581,"1,393","2,237","4,134","1,425","1,528","3,067",556
2021,6,50,"65,092","35,167","2,492","2,420","3,347","3,186","3,394","3,868","2,715","2,051","2,476","4,053","2,582","1,571","1,012","29,925","4,075","2,042","2,145","4,376",986,"1,788","2,327","4,129","1,590","2,020","3,412","1,035"
2021,6,60,"39,891","21,108","1,384","1,490","1,640","1,846","1,857","2,091","1,593","1,235","1,370","2,452","1,868","1,471",811,"18,783","2,168","1,284","1,494","2,556",609,"1,264","1,455","2,446","1,152","1,115","2,059","1,181"
2021,6,70,"13,535","7,470",606,616,642,575,441,760,599,474,451,696,516,769,325,"6,065",723,456,418,627,284,433,490,839,329,382,523,561
2021,6,80,"4,938","2,862",221,216,328,221,114,308,255,223,203,258,178,240,97,"2,076",239,159,115,224,110,106,163,304,118,117,209,212
2021,6,90,463,287,18,18,55,21,13,21,22,19,13,20,38,20,9,176,23,7,10,27,7,6,15,24,10,15,9,23
2021,6,100,21,12,0,1,5,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021,7,총,"335,750","180,042","12,662","12,800","17,262","16,614","20,719","19,404","13,123","9,936","11,221","19,604","13,010","8,930","4,757","155,708","20,444","10,866","12,538","22,154","3,533","9,253","12,164","24,208","9,189","8,728","17,884","4,747"
2021,7,0,"21,949","11,581",828,512,895,"1,252","2,168","1,281",747,473,721,"1,108",851,519,226,"10,368","1,295",559,799,"1,713",142,648,808,"1,921",692,429,"1,175",187
2021,7,10,"32,181","17,291","1,172",808,"1,450","1,792","2,629","2,043","1,316",831,"1,020","1,893","1,290",657,390,"14,890","2,013",956,"1,048","2,673",163,885,"1,260","2,355",743,797,"1,803",194
2021,7,20,"56,620","31,186","1,938","2,317","3,309","2,826","3,811","3,128","2,249","1,813","1,798","3,804","2,401","1,163",629,"25,434","3,337","2,065","2,601","3,798",278,"1,407","1,774","3,972","1,440","1,306","3,040",416
2021,7,30,"46,542","23,986","1,649","2,201","2,680","2,214","2,799","2,416","1,589","1,318","1,343","2,424","1,695","1,130",528,"22,556","2,797","1,754","2,132","2,802",373,"1,317","1,624","4,063","1,692","1,024","2,599",379
2021,7,40,"54,175","28,901","2,337","2,180","2,899","2,677","3,450","3,472","2,029","1,492","1,827","2,868","1,569","1,391",710,"25,274","3,749","1,579","1,762","3,327",582,"1,390","2,218","4,111","1,418","1,524","3,053",561
2021,7,50,"65,017","35,137","2,496","2,419","3,349","3,179","3,414","3,883","2,706","2,045","2,462","4,044","2,568","1,558","1,014","29,880","4,083","2,036","2,141","4,376",982,"1,777","2,328","4,137","1,590","2,013","3,396","1,021"
2021,7,60,"40,254","21,299","1,392","1,511","1,648","1,855","1,876","2,096","1,611","1,246","1,387","2,482","1,890","1,481",824,"18,955","2,184","1,293","1,509","2,591",611,"1,285","1,477","2,466","1,155","1,120","2,075","1,189"
2021,7,70,"13,558","7,486",611,616,645,575,444,755,599,473,449,700,522,770,327,"6,072",725,457,419,628,287,425,492,843,329,381,525,561
2021,7,80,"4,967","2,870",219,217,328,222,115,309,254,227,199,261,181,239,99,"2,097",239,160,115,220,108,112,167,312,120,118,211,215
2021,7,90,465,293,20,18,54,22,13,21,23,18,15,20,38,21,10,172,22,6,10,26,7,6,15,27,10,15,7,21
2021,7,100,22,12,0,1,5,0,0,0,0,0,0,0,5,1,0,10,0,1,2,0,0,1,1,1,0,1,0,3
2021,8,총,"335,701","179,726","12,646","12,799","17,204","16,580","20,686","19,403","13,087","9,927","11,197","19,566","12,972","8,917","4,742","155,975","20,348","10,832","12,467","22,128","3,534","9,996","12,118","24,138","9,121","8,678","17,849","4,766"
2021,8,0,"21,822","11,488",808,509,883,"1,244","2,167","1,274",739,463,720,"1,097",844,515,225,"10,334","1,276",553,776,"1,691",141,725,799,"1,914",676,427,"1,170",186
2021,8,10,"32,005","17,181","1,174",797,"1,440","1,778","2,610","2,028","1,296",833,"1,015","1,892","1,282",648,388,"14,824","2,002",949,"1,033","2,672",166,921,"1,240","2,325",730,791,"1,801",194
2021,8,20,"56,563","31,108","1,947","2,333","3,303","2,811","3,789","3,127","2,257","1,805","1,781","3,777","2,390","1,161",627,"25,455","3,297","2,047","2,615","3,792",283,"1,523","1,778","3,956","1,426","1,292","3,028",418
2021,8,30,"46,559","23,926","1,648","2,192","2,645","2,215","2,794","2,427","1,564","1,324","1,340","2,427","1,695","1,129",526,"22,633","2,789","1,742","2,103","2,792",376,"1,511","1,613","4,043","1,670","1,022","2,587",385
2021,8,40,"54,007","28,777","2,322","2,175","2,881","2,661","3,452","3,454","2,023","1,488","1,817","2,848","1,565","1,390",701,"25,230","3,725","1,581","1,747","3,321",571,"1,481","2,198","4,092","1,415","1,504","3,032",563
2021,8,50,"65,085","35,150","2,502","2,421","3,361","3,175","3,424","3,894","2,703","2,036","2,474","4,035","2,563","1,551","1,011","29,935","4,084","2,031","2,134","4,361",980,"1,876","2,338","4,132","1,585","2,001","3,400","1,013"
2021,8,60,"40,572","21,422","1,397","1,518","1,658","1,873","1,885","2,106","1,627","1,262","1,397","2,499","1,884","1,486",830,"19,150","2,178","1,302","1,515","2,624",613,"1,372","1,481","2,481","1,160","1,128","2,093","1,203"
2021,8,70,"13,620","7,502",612,617,651,574,443,758,602,470,438,709,525,776,327,"6,118",729,456,418,629,288,460,489,854,329,379,523,564
2021,8,80,"4,980","2,868",217,219,323,227,111,314,252,226,199,262,179,240,99,"2,112",246,163,114,220,109,120,166,315,119,118,207,215
2021,8,90,466,292,19,17,55,22,11,21,24,20,16,19,40,20,8,174,22,7,10,26,7,6,15,25,11,15,8,22
2021,8,100,22,12,0,1,4,0,0,0,0,0,0,1,5,1,0,10,0,1,2,0,0,1,1,1,0,1,0,3
2021,9,총,"335,574","179,537","12,643","12,791","17,209","16,549","20,684","19,372","13,045","9,881","11,199","19,540","12,962","8,909","4,753","156,037","20,276","10,789","12,408","22,048","3,493","10,485","12,110","24,100","9,120","8,635","17,827","4,746"
2021,9,0,"21,686","11,409",808,500,882,"1,234","2,168","1,271",725,457,710,"1,082",847,509,216,"10,277","1,258",545,767,"1,680",136,772,793,"1,893",670,421,"1,159",183
2021,9,10,"31,848","17,096","1,164",790,"1,424","1,776","2,597","2,016","1,299",823,"1,024","1,878","1,272",642,391,"14,752","1,985",939,"1,028","2,657",161,946,"1,235","2,306",730,787,"1,789",189
2021,9,20,"56,516","31,043","1,942","2,334","3,306","2,809","3,788","3,129","2,242","1,789","1,775","3,773","2,374","1,156",626,"25,473","3,266","2,043","2,616","3,778",277,"1,598","1,779","3,956","1,430","1,281","3,025",424
2021,9,30,"46,623","23,921","1,645","2,185","2,666","2,201","2,794","2,422","1,559","1,317","1,336","2,428","1,701","1,137",530,"22,702","2,799","1,738","2,087","2,755",374,"1,637","1,606","4,047","1,671","1,021","2,585",382
2021,9,40,"53,799","28,653","2,309","2,161","2,867","2,655","3,440","3,434","2,007","1,491","1,817","2,828","1,567","1,377",700,"25,146","3,702","1,582","1,745","3,309",562,"1,531","2,201","4,042","1,409","1,486","3,018",559
2021,9,50,"65,169","35,172","2,502","2,443","3,366","3,159","3,435","3,897","2,709","2,028","2,475","4,040","2,550","1,551","1,017","29,997","4,078","2,017","2,116","4,363",979,"1,948","2,335","4,156","1,584","2,001","3,404","1,016"
2021,9,60,"40,817","21,558","1,419","1,524","1,664","1,895","1,898","2,110","1,623","1,264","1,401","2,519","1,898","1,503",840,"19,259","2,191","1,304","1,510","2,630",604,"1,440","1,483","2,498","1,162","1,128","2,113","1,196"
2021,9,70,"13,611","7,481",613,614,653,569,441,756,606,465,441,703,526,768,326,"6,130",731,452,414,626,285,480,495,861,336,374,519,557
2021,9,80,"5,013","2,901",221,222,322,229,112,316,250,228,203,269,183,245,101,"2,112",245,159,112,224,107,126,167,316,117,120,205,214
2021,9,90,470,291,20,17,55,22,11,21,25,19,17,19,39,20,6,179,21,9,11,26,8,6,15,24,11,15,10,23
2021,9,100,22,12,0,1,4,0,0,0,0,0,0,1,5,1,0,10,0,1,2,0,0,1,1,1,0,1,0,3
2021,10,총,"335,508","179,580","12,649","12,791","17,196","16,556","20,888","19,355","13,014","9,859","11,166","19,528","12,925","8,887","4,766","155,928","20,211","10,799","12,317","22,029","3,484","10,586","12,117","24,079","9,119","8,638","17,807","4,742"
2021,10,0,"21,603","11,349",809,502,872,"1,216","2,165","1,260",715,462,711,"1,071",843,507,216,"10,254","1,240",550,765,"1,678",134,784,788,"1,898",674,413,"1,148",182
2021,10,10,"31,763","17,099","1,160",793,"1,408","1,779","2,658","2,011","1,297",818,"1,015","1,867","1,258",638,397,"14,664","1,958",934,"1,009","2,651",159,942,"1,237","2,292",728,793,"1,771",190
2021,10,20,"56,436","31,038","1,921","2,316","3,311","2,807","3,907","3,122","2,228","1,776","1,760","3,774","2,349","1,139",628,"25,398","3,253","2,023","2,593","3,758",280,"1,609","1,773","3,950","1,430","1,283","3,033",413
2021,10,30,"46,640","23,923","1,653","2,187","2,671","2,190","2,794","2,427","1,553","1,308","1,333","2,433","1,702","1,141",531,"22,717","2,797","1,754","2,090","2,751",371,"1,666","1,617","4,044","1,655","1,019","2,576",377
2021,10,40,"53,630","28,539","2,310","2,165","2,861","2,670","3,417","3,419","2,002","1,482","1,793","2,803","1,558","1,364",695,"25,091","3,683","1,575","1,732","3,305",552,"1,545","2,191","4,028","1,423","1,489","3,007",561
2021,10,50,"65,190","35,171","2,510","2,440","3,368","3,149","3,454","3,883","2,715","2,027","2,474","4,050","2,530","1,554","1,017","30,019","4,067","2,039","2,096","4,364",978,"1,970","2,342","4,156","1,572","1,996","3,415","1,024"
2021,10,60,"41,055","21,734","1,425","1,525","1,673","1,920","1,923","2,144","1,622","1,265","1,419","2,530","1,931","1,512",845,"19,321","2,217","1,296","1,501","2,636",610,"1,451","1,479","2,503","1,172","1,135","2,126","1,195"
2021,10,70,"13,656","7,502",618,614,651,573,445,749,606,467,446,712,528,762,331,"6,154",732,455,413,636,284,485,503,863,338,369,515,561
2021,10,80,"5,039","2,917",223,228,323,231,115,317,249,235,198,268,180,248,102,"2,122",244,163,104,225,108,127,171,320,116,125,206,213
2021,10,90,474,296,20,20,55,21,10,22,27,19,17,19,41,21,4,178,20,9,12,25,8,6,15,24,11,15,10,23
2021,10,100,22,12,0,1,3,0,0,1,0,0,0,1,5,1,0,10,0,1,2,0,0,1,1,1,0,1,0,3
2021,11,총,"335,229","179,326","12,620","12,788","17,168","16,554","20,890","19,327","13,012","9,787","11,150","19,459","12,896","8,878","4,797","155,903","20,211","10,803","12,250","22,031","3,481","10,676","12,075","24,111","9,089","8,603","17,821","4,752"
2021,11,0,"21,494","11,258",794,492,866,"1,206","2,165","1,244",718,451,694,"1,059",842,504,223,"10,236","1,238",549,758,"1,682",135,796,782,"1,895",663,404,"1,153",181
2021,11,10,"31,670","17,051","1,154",792,"1,406","1,770","2,663","2,008","1,287",808,"1,031","1,852","1,251",636,393,"14,619","1,968",930,"1,000","2,623",157,944,"1,228","2,291",721,791,"1,775",191
2021,11,20,"56,282","30,934","1,933","2,312","3,293","2,801","3,908","3,123","2,224","1,764","1,750","3,743","2,332","1,122",629,"25,348","3,243","2,021","2,560","3,761",280,"1,617","1,765","3,965","1,419","1,292","3,015",410
2021,11,30,"46,561","23,874","1,651","2,180","2,681","2,190","2,780","2,419","1,551","1,291","1,318","2,432","1,699","1,149",533,"22,687","2,787","1,759","2,087","2,746",369,"1,693","1,585","4,054","1,651","1,007","2,569",380
2021,11,40,"53,499","28,443","2,299","2,158","2,848","2,668","3,423","3,419","1,980","1,461","1,784","2,798","1,548","1,361",696,"25,056","3,678","1,561","1,728","3,310",555,"1,560","2,190","4,018","1,413","1,482","3,001",560
2021,11,50,"65,245","35,202","2,503","2,456","3,368","3,156","3,451","3,880","2,731","2,013","2,488","4,031","2,539","1,560","1,026","30,043","4,065","2,053","2,084","4,351",973,"1,974","2,348","4,176","1,573","1,987","3,435","1,024"
2021,11,60,"41,233","21,818","1,432","1,530","1,675","1,936","1,933","2,148","1,632","1,276","1,421","2,539","1,930","1,512",854,"19,415","2,231","1,302","1,498","2,663",617,"1,465","1,481","2,499","1,180","1,131","2,146","1,202"
2021,11,70,"13,680","7,512",607,618,651,577,446,744,611,469,451,714,531,759,334,"6,168",736,451,416,637,283,492,506,866,340,369,513,559
2021,11,80,"5,068","2,927",227,230,322,230,111,319,251,234,196,269,181,252,105,"2,141",246,166,105,232,105,129,173,322,117,124,204,218
2021,11,90,474,295,20,19,55,20,10,22,27,20,17,21,38,22,4,179,19,10,12,26,7,5,16,24,12,14,10,24
2021,11,100,23,12,0,1,3,0,0,1,0,0,0,1,5,1,0,11,0,1,2,0,0,1,1,1,0,2,0,3
2021,12,총,"334,646","178,943","12,606","12,812","17,137","16,491","20,790","19,342","12,989","9,743","11,108","19,447","12,847","8,837","4,794","155,703","20,194","10,787","12,227","21,946","3,471","10,723","12,061","24,090","9,070","8,620","17,758","4,756"
2021,12,0,"21,370","11,174",793,484,859,"1,197","2,162","1,243",708,435,681,"1,059",832,501,220,"10,196","1,236",544,747,"1,676",134,813,776,"1,887",661,404,"1,144",174
2021,12,10,"31,490","16,928","1,142",791,"1,396","1,763","2,607","1,999","1,285",798,"1,026","1,847","1,254",633,387,"14,562","1,951",923,"1,001","2,610",157,949,"1,230","2,285",715,790,"1,761",190
2021,12,20,"55,970","30,744","1,927","2,311","3,282","2,771","3,841","3,122","2,214","1,756","1,746","3,718","2,304","1,120",632,"25,226","3,229","2,030","2,543","3,721",278,"1,606","1,760","3,950","1,404","1,303","2,998",404
2021,12,30,"46,519","23,853","1,645","2,184","2,670","2,188","2,771","2,434","1,546","1,291","1,317","2,439","1,699","1,139",530,"22,666","2,772","1,762","2,078","2,735",359,"1,725","1,579","4,051","1,652","1,018","2,550",385
