년도,월,나이,고양시,덕양구,주교동,원신동,흥도동,성사1동,성사2동,효자동,삼송동,창릉동,고양동,관산동,능곡동,화정1동,화정2동,행주동,행신1동,행신2동,행신3동,화전동,대덕동,일산동구,식사동,중산동,정발산동,풍산동,백석1동,백석2동,마두1동,마두2동,장항1동,장항2동,고봉동,일산서구,일산1동,일산2동,일산3동,탄현동,주엽1동,주엽2동,대화동,송포동,송산동
2020,8,40,"94,789","39,219","1,090","2,053","4,038","1,761",957,872,"1,761","1,709","2,648","2,673","1,146","3,248","3,413","1,296","1,906","2,663","4,049","1,808",128,"27,266","3,723","3,973","1,990","3,710","2,803","1,922","2,358","1,702",940,"2,545","1,600","28,304","2,390","1,342","4,061","4,905","2,690","2,685","3,012","2,031","5,188"
2020,8,50,"98,250","41,304","1,494","1,758","3,318","2,088","1,093",759,"1,738","1,281","2,377","3,396","1,563","3,880","2,914","1,912","2,211","3,093","4,716","1,529",184,"28,384","3,017","4,933","2,430","3,616","3,036","1,872","2,463","1,597",882,"2,398","2,140","28,562","2,734","2,123","3,356","4,833","2,651","2,810","3,528","1,992","4,535"
2020,8,60,"58,364","27,742","1,152","1,452","2,383","1,460",794,472,"1,361",998,"2,079","2,856","1,071","1,989","1,473","1,398","1,313","1,595","2,506","1,211",179,"15,624","1,340","2,748","1,503","2,079","1,658","1,105","1,181",748,514,"1,122","1,626","14,998","1,564","1,273","1,443","2,160","1,487","1,564","1,857","1,092","2,558"
2020,8,70,"35,363","17,181",707,694,"1,303",929,551,262,831,537,"1,366","1,702",643,"1,563","1,046",821,836,"1,099","1,569",582,140,"8,869",796,"1,576",802,"1,157",884,669,689,504,213,738,841,"9,313","1,058",712,786,"1,403","1,074","1,233","1,058",599,"1,390"
2020,8,80,"20,632","9,287",415,357,641,486,338,136,392,237,648,835,351,866,625,466,455,658,"1,006",309,66,"5,526",401,"1,021",463,670,479,458,465,441,91,473,564,"5,819",558,425,542,867,780,948,622,331,746
2020,8,90,"3,435","1,513",59,51,104,83,49,24,52,48,97,162,69,122,89,89,74,100,164,67,10,985,72,191,73,113,69,67,85,71,31,75,138,937,83,66,104,148,117,132,95,58,134
2020,8,100,241,152,4,4,5,11,2,10,10,11,7,28,11,12,3,5,3,6,4,12,4,42,3,12,3,4,4,6,5,0,2,1,2,47,11,5,4,3,6,6,5,1,6
2020,9,총,"548,913","239,385","7,351","12,366","23,269","10,991","5,949","5,748","11,512","10,284","15,193","18,038","7,674","19,688","17,301","9,243","11,422","16,621","23,776","11,884","1,075","153,439","17,760","24,568","12,290","20,361","16,198","10,814","12,751","8,801","5,191","13,748","10,957","156,089","14,336","9,456","18,665","26,724","14,981","15,667","18,814","11,053","26,393"
2020,9,0,"40,579","18,921",268,"1,599","2,754",656,332,758,"1,126","1,222","1,116","1,068",425,"1,028","1,357",346,685,"1,159","1,394","1,588",40,"10,278","1,655","1,710",596,"1,626","1,040",476,710,599,644,541,681,"11,380","1,044",493,"1,297","2,302",969,979,"1,130",834,"2,332"
2020,9,10,"51,479","20,307",565,991,"1,945",879,526,420,686,721,"1,522","1,378",590,"1,789","1,880",607,"1,080","1,409","2,466",790,63,"14,407","2,262","2,153","1,079","2,219","1,371",648,"1,620","1,090",453,781,731,"16,765","1,346",722,"2,855","2,771","1,656","1,620","1,454","1,138","3,203"
2020,9,20,"73,572","30,226",953,"1,156","2,571","1,418",665,817,"1,406","1,209","1,674","1,953",942,"3,126","2,256","1,320","1,535","2,419","3,331","1,314",161,"22,362","2,364","3,346","1,950","2,684","2,561","1,836","1,957","1,146",538,"2,701","1,279","20,984","1,933","1,321","2,378","3,679","1,794","1,934","3,356","1,433","3,156"
2020,9,30,"71,754","33,295",657,"2,232","4,135","1,221",642,"1,204","2,115","2,289","1,654","1,973",859,"2,108","2,215",990,"1,327","2,409","2,574","2,592",99,"19,591","2,097","2,892","1,422","2,466","2,305","1,724","1,222",907,882,"2,360","1,314","18,868","1,617",965,"1,821","3,643","1,749","1,775","2,660","1,536","3,102"
2020,9,40,"94,477","39,111","1,074","2,065","4,063","1,748",956,872,"1,769","1,714","2,635","2,669","1,141","3,205","3,401","1,289","1,879","2,662","4,012","1,831",126,"27,181","3,725","3,959","1,972","3,696","2,775","1,935","2,346","1,708",937,"2,524","1,604","28,185","2,365","1,325","4,063","4,887","2,661","2,670","3,001","2,030","5,183"
2020,9,50,"98,342","41,360","1,504","1,750","3,314","2,084","1,087",767,"1,737","1,275","2,383","3,393","1,569","3,871","2,934","1,901","2,219","3,092","4,737","1,558",185,"28,391","3,040","4,923","2,419","3,611","3,036","1,888","2,454","1,579",883,"2,410","2,148","28,591","2,728","2,135","3,353","4,820","2,667","2,791","3,553","1,986","4,558"
2020,9,60,"58,881","27,950","1,144","1,464","2,411","1,479",800,474,"1,384","1,015","2,090","2,869","1,075","1,993","1,486","1,404","1,328","1,604","2,523","1,228",179,"15,749","1,348","2,770","1,507","2,105","1,671","1,100","1,194",760,521,"1,135","1,638","15,182","1,597","1,278","1,458","2,192","1,508","1,582","1,881","1,106","2,580"
2020,9,70,"35,359","17,193",707,696,"1,325",923,549,264,828,542,"1,365","1,702",639,"1,564","1,044",824,832,"1,098","1,563",588,140,"8,879",786,"1,577",803,"1,161",890,671,690,503,211,737,850,"9,287","1,052",708,788,"1,403","1,067","1,222","1,053",603,"1,391"
2020,9,80,"20,732","9,343",416,354,642,488,341,138,397,237,653,844,351,870,633,471,461,662,"1,007",311,67,"5,545",405,"1,034",465,675,470,462,465,437,90,479,563,"5,844",558,432,541,870,787,956,623,328,749
2020,9,90,"3,498","1,526",59,55,104,85,48,24,54,49,94,160,73,122,92,86,73,100,165,72,11,"1,014",75,193,74,114,75,68,87,72,30,79,147,958,86,72,107,154,117,132,98,58,134
2020,9,100,240,153,4,4,5,10,3,10,10,11,7,29,10,12,3,5,3,7,4,12,4,42,3,11,3,4,4,6,6,0,2,1,2,45,10,5,4,3,6,6,5,1,5
2020,10,총,"549,395","239,978","7,334","12,346","23,322","10,982","5,963","5,760","11,586","10,400","15,180","18,028","7,651","19,663","17,270","9,193","11,410","16,550","23,706","12,558","1,076","153,368","17,784","24,558","12,258","20,350","16,172","10,784","12,714","8,818","5,207","13,754","10,969","156,049","14,322","9,455","18,655","26,706","14,977","15,651","18,838","11,092","26,353"
2020,10,0,"40,434","18,942",267,"1,587","2,738",652,333,761,"1,142","1,225","1,113","1,065",424,"1,018","1,334",346,686,"1,141","1,374","1,698",38,"10,190","1,650","1,713",590,"1,600","1,018",465,700,597,646,537,674,"11,302","1,031",490,"1,288","2,284",950,973,"1,130",837,"2,319"
2020,10,10,"51,354","20,264",557,"1,003","1,953",875,524,421,686,730,"1,509","1,366",586,"1,777","1,863",597,"1,075","1,402","2,460",820,60,"14,371","2,253","2,138","1,070","2,230","1,362",640,"1,609","1,099",460,785,725,"16,719","1,341",718,"2,862","2,752","1,651","1,620","1,444","1,132","3,199"
2020,10,20,"73,579","30,295",957,"1,151","2,565","1,413",670,812,"1,425","1,213","1,674","1,955",943,"3,123","2,272","1,321","1,527","2,390","3,321","1,400",163,"22,317","2,375","3,345","1,933","2,677","2,549","1,826","1,956","1,148",537,"2,688","1,283","20,967","1,933","1,320","2,368","3,669","1,798","1,925","3,350","1,440","3,164"
2020,10,30,"71,726","33,360",652,"2,203","4,105","1,222",637,"1,208","2,121","2,315","1,634","1,943",854,"2,106","2,212",980,"1,323","2,384","2,545","2,814",102,"19,552","2,090","2,874","1,429","2,458","2,288","1,715","1,221",903,889,"2,370","1,315","18,814","1,615",960,"1,824","3,639","1,762","1,751","2,649","1,542","3,072"
2020,10,40,"94,224","39,108","1,062","2,068","4,059","1,735",949,877,"1,786","1,740","2,622","2,691","1,124","3,170","3,367","1,273","1,877","2,654","3,987","1,939",128,"27,068","3,730","3,935","1,963","3,673","2,754","1,916","2,332","1,709",928,"2,524","1,604","28,048","2,334","1,315","4,055","4,870","2,629","2,672","3,008","2,014","5,151"
2020,10,50,"98,535","41,470","1,506","1,760","3,352","2,090","1,092",762,"1,749","1,299","2,388","3,382","1,566","3,892","2,937","1,882","2,214","3,097","4,726","1,596",180,"28,425","3,055","4,926","2,410","3,636","3,041","1,886","2,447","1,577",893,"2,412","2,142","28,640","2,730","2,142","3,341","4,839","2,676","2,788","3,545","2,004","4,575"
2020,10,60,"59,486","28,233","1,146","1,461","2,451","1,478",811,481,"1,389","1,028","2,108","2,893","1,083","2,015","1,498","1,419","1,338","1,610","2,558","1,284",182,"15,886","1,360","2,805","1,511","2,102","1,703","1,122","1,201",762,519,"1,145","1,656","15,367","1,625","1,292","1,479","2,203","1,526","1,601","1,911","1,135","2,595"
2020,10,70,"35,432","17,234",709,702,"1,336",932,552,263,826,550,"1,368","1,696",636,"1,558","1,055",812,840,"1,098","1,555",605,141,"8,896",782,"1,576",808,"1,176",899,667,686,505,214,738,845,"9,302","1,050",708,787,"1,416","1,070","1,224","1,070",588,"1,389"
2020,10,80,"20,847","9,376",413,352,659,490,342,141,396,239,663,843,348,873,635,473,456,662,"1,007",317,67,"5,598",412,"1,043",468,681,476,469,469,443,89,477,571,"5,873",564,433,536,877,792,956,625,342,748
2020,10,90,"3,540","1,545",61,55,99,86,50,24,56,50,94,165,77,119,94,85,71,105,170,73,11,"1,023",74,193,73,113,78,72,87,75,30,77,151,972,89,72,111,153,118,135,101,57,136
2020,10,100,238,151,4,4,5,9,3,10,10,11,7,29,10,12,3,5,3,7,3,12,4,42,3,10,3,4,4,6,6,0,2,1,3,45,10,5,4,4,5,6,5,1,5
2020,11,총,"550,213","240,856","7,311","12,361","23,342","10,994","5,958","5,791","11,778","10,501","15,204","18,043","7,654","19,608","17,247","9,165","11,360","16,561","23,709","13,205","1,064","153,384","17,833","24,531","12,260","20,353","16,136","10,830","12,695","8,785","5,203","13,772","10,986","155,973","14,311","9,439","18,598","26,690","14,962","15,654","18,856","11,102","26,361"
2020,11,0,"40,319","18,954",266,"1,585","2,719",646,327,759,"1,157","1,233","1,112","1,062",424,994,"1,310",333,668,"1,131","1,362","1,828",38,"10,151","1,628","1,710",594,"1,599","1,008",465,693,592,652,532,678,"11,214","1,021",489,"1,272","2,262",944,973,"1,126",840,"2,287"
2020,11,10,"51,310","20,288",553,"1,015","1,971",868,522,423,701,736,"1,505","1,358",587,"1,789","1,861",595,"1,074","1,389","2,443",841,57,"14,325","2,267","2,116","1,068","2,212","1,356",641,"1,606","1,101",453,786,719,"16,697","1,338",717,"2,850","2,755","1,636","1,624","1,446","1,129","3,202"
2020,11,20,"73,610","30,336",948,"1,139","2,568","1,425",670,819,"1,430","1,224","1,683","1,953",938,"3,105","2,275","1,312","1,511","2,391","3,342","1,445",158,"22,299","2,391","3,338","1,926","2,676","2,532","1,836","1,950","1,142",530,"2,691","1,287","20,975","1,937","1,311","2,356","3,674","1,808","1,921","3,348","1,437","3,183"
2020,11,30,"71,858","33,574",654,"2,188","4,089","1,218",631,"1,206","2,184","2,348","1,631","1,930",857,"2,083","2,201",984,"1,316","2,380","2,543","3,033",98,"19,539","2,102","2,870","1,414","2,448","2,292","1,731","1,220",894,881,"2,365","1,322","18,745","1,619",953,"1,814","3,623","1,755","1,746","2,645","1,542","3,048"
2020,11,40,"94,177","39,223","1,060","2,077","4,069","1,733",938,880,"1,831","1,750","2,620","2,694","1,126","3,158","3,361","1,265","1,862","2,653","3,968","2,049",129,"26,998","3,717","3,913","1,976","3,665","2,750","1,915","2,309","1,701",929,"2,522","1,601","27,956","2,318","1,307","4,044","4,839","2,618","2,672","2,999","2,013","5,146"
2020,11,50,"98,661","41,543","1,502","1,765","3,350","2,077","1,107",771,"1,756","1,320","2,399","3,376","1,565","3,886","2,937","1,870","2,199","3,109","4,721","1,655",178,"28,416","3,076","4,915","2,401","3,645","3,030","1,894","2,449","1,569",896,"2,409","2,132","28,702","2,729","2,133","3,340","4,857","2,678","2,802","3,565","2,007","4,591"
2020,11,60,"60,004","28,488","1,148","1,480","2,465","1,501",816,490,"1,416","1,029","2,107","2,917","1,090","2,023","1,502","1,426","1,356","1,625","2,595","1,319",183,"16,048","1,380","2,839","1,523","2,116","1,713","1,131","1,221",766,522,"1,166","1,671","15,468","1,636","1,308","1,482","2,215","1,537","1,605","1,935","1,135","2,615"
2020,11,70,"35,490","17,294",710,702,"1,342",938,550,262,837,560,"1,373","1,711",635,"1,555","1,061",813,839,"1,103","1,546",620,137,"8,909",781,"1,581",808,"1,184",898,667,682,502,217,739,850,"9,287","1,048",708,790,"1,417","1,066","1,211","1,065",596,"1,386"
2020,11,80,"20,980","9,462",406,353,663,491,345,146,401,241,672,850,345,887,643,476,462,668,"1,014",328,71,"5,618",412,"1,046",467,685,477,470,471,441,91,484,574,"5,900",564,439,536,889,797,956,617,344,758
2020,11,90,"3,567","1,543",60,53,101,88,49,25,56,49,94,163,77,116,93,86,70,105,172,75,11,"1,040",76,193,80,119,77,74,88,77,30,77,149,984,91,69,110,155,118,138,105,58,140
2020,11,100,237,151,4,4,5,9,3,10,9,11,8,29,10,12,3,5,3,7,3,12,4,41,3,10,3,4,3,6,6,0,2,1,3,45,10,5,4,4,5,6,5,1,5
2020,12,총,"550,736","241,189","7,282","12,320","23,358","10,987","5,953","5,949","11,918","10,602","15,162","18,061","7,618","19,572","17,216","9,149","11,333","16,474","23,660","13,517","1,058","153,842","18,383","24,515","12,240","20,276","16,162","10,820","12,672","8,748","5,283","13,762","10,981","155,705","14,295","9,421","18,558","26,612","14,973","15,593","18,859","11,074","26,320"
2020,12,0,"40,230","18,894",260,"1,571","2,693",636,320,786,"1,182","1,243","1,094","1,047",413,988,"1,289",336,654,"1,106","1,358","1,881",37,"10,204","1,723","1,704",589,"1,590","1,001",452,689,598,653,526,679,"11,132","1,017",478,"1,260","2,243",937,968,"1,124",832,"2,273"
2020,12,10,"51,189","20,283",550,"1,018","1,978",864,523,440,709,742,"1,496","1,363",581,"1,784","1,856",587,"1,071","1,385","2,418",864,54,"14,320","2,307","2,111","1,064","2,199","1,351",633,"1,608","1,092",458,784,713,"16,586","1,334",698,"2,847","2,726","1,634","1,605","1,435","1,121","3,186"
2020,12,20,"73,630","30,369",931,"1,124","2,584","1,421",673,822,"1,453","1,224","1,686","1,945",936,"3,115","2,282","1,309","1,516","2,370","3,340","1,481",157,"22,316","2,424","3,326","1,916","2,664","2,557","1,849","1,926","1,135",548,"2,691","1,280","20,945","1,921","1,325","2,347","3,660","1,816","1,911","3,358","1,430","3,177"
2020,12,30,"71,955","33,619",651,"2,173","4,058","1,218",623,"1,247","2,218","2,373","1,613","1,926",852,"2,067","2,195",987,"1,314","2,366","2,528","3,112",98,"19,671","2,239","2,848","1,401","2,458","2,300","1,710","1,235",881,907,"2,372","1,320","18,665","1,617",948,"1,822","3,601","1,752","1,725","2,632","1,525","3,043"
2020,12,40,"94,119","39,246","1,047","2,077","4,079","1,714",930,913,"1,860","1,770","2,622","2,708","1,121","3,144","3,342","1,265","1,843","2,636","3,924","2,122",129,"27,000","3,790","3,917","1,970","3,638","2,718","1,924","2,307","1,694",942,"2,498","1,602","27,873","2,305","1,310","4,026","4,829","2,616","2,651","3,006","2,003","5,127"
2020,12,50,"98,720","41,590","1,502","1,760","3,367","2,079","1,116",790,"1,761","1,328","2,410","3,371","1,558","3,869","2,944","1,848","2,201","3,087","4,741","1,682",176,"28,466","3,156","4,904","2,395","3,624","3,038","1,892","2,447","1,565",914,"2,402","2,129","28,664","2,729","2,117","3,338","4,857","2,677","2,798","3,555","2,009","4,584"
2020,12,60,"60,482","28,667","1,159","1,482","2,470","1,519",820,503,"1,424","1,052","2,095","2,944","1,097","2,029","1,502","1,435","1,359","1,641","2,614","1,337",185,"16,205","1,438","2,864","1,539","2,116","1,724","1,147","1,222",767,521,"1,184","1,683","15,610","1,655","1,315","1,488","2,235","1,552","1,622","1,950","1,152","2,641"
2020,12,70,"35,475","17,299",712,709,"1,350",938,550,263,834,564,"1,382","1,701",632,"1,553","1,066",812,835,"1,102","1,545",614,137,"8,923",799,"1,575",805,"1,194",900,668,674,501,214,740,853,"9,253","1,049",713,779,"1,408","1,053","1,201","1,066",599,"1,385"
2020,12,80,"21,091","9,507",405,344,671,501,348,149,412,246,662,862,341,890,640,480,465,672,"1,016",333,70,"5,645",421,"1,056",478,673,490,465,470,441,96,487,568,"5,939",564,441,539,896,815,964,623,345,752
2020,12,90,"3,605","1,561",61,58,102,88,47,26,56,48,94,165,77,121,97,85,71,102,173,79,11,"1,051",83,200,80,116,80,75,88,73,28,77,151,993,95,71,108,153,116,142,105,57,146
2020,12,100,240,154,4,4,6,9,3,10,9,12,8,29,10,12,3,5,4,7,3,12,4,41,3,10,3,4,3,5,6,1,2,1,3,45,9,5,4,4,5,6,5,1,6
2021,1,총,"551,797","241,840","7,290","12,300","23,320","10,993","5,943","6,574","11,956","10,697","15,118","18,082","7,608","19,520","17,174","9,142","11,310","16,448","23,661","13,641","1,063","154,349","18,741","24,505","12,260","20,224","16,152","10,848","12,672","8,750","5,362","13,854","10,981","155,608","14,293","9,395","18,526","26,533","14,992","15,593","18,881","11,077","26,318"
2021,1,0,"40,094","18,860",259,"1,557","2,663",632,314,941,"1,182","1,248","1,075","1,039",412,957,"1,270",332,634,"1,091","1,327","1,890",37,"10,190","1,770","1,688",587,"1,562",996,454,686,593,650,531,673,"11,044","1,004",472,"1,249","2,215",924,959,"1,131",833,"2,257"
2021,1,10,"51,088","20,265",539,"1,022","1,986",859,520,494,707,754,"1,478","1,361",570,"1,770","1,828",584,"1,065","1,379","2,416",874,59,"14,321","2,356","2,108","1,056","2,183","1,341",627,"1,612","1,088",462,788,700,"16,502","1,337",683,"2,836","2,703","1,627","1,608","1,424","1,109","3,175"
2021,1,20,"73,563","30,315",939,"1,108","2,556","1,430",677,843,"1,443","1,220","1,685","1,945",936,"3,105","2,281","1,292","1,504","2,367","3,335","1,496",153,"22,343","2,455","3,291","1,933","2,665","2,541","1,851","1,921","1,136",562,"2,714","1,274","20,905","1,927","1,325","2,331","3,636","1,825","1,910","3,354","1,425","3,172"
2021,1,30,"72,274","33,831",653,"2,155","4,040","1,228",621,"1,431","2,228","2,419","1,595","1,917",851,"2,059","2,200",992,"1,305","2,363","2,543","3,130",101,"19,800","2,287","2,858","1,397","2,440","2,319","1,726","1,245",882,924,"2,397","1,325","18,643","1,610",948,"1,827","3,585","1,760","1,718","2,629","1,527","3,039"
2021,1,40,"93,996","39,274","1,042","2,080","4,078","1,712",922,"1,022","1,875","1,791","2,601","2,712","1,111","3,114","3,318","1,254","1,825","2,623","3,901","2,160",133,"26,989","3,880","3,901","1,953","3,595","2,706","1,916","2,306","1,686",963,"2,492","1,591","27,733","2,285","1,292","3,983","4,791","2,613","2,657","3,003","1,994","5,115"
2021,1,50,"98,906","41,620","1,502","1,753","3,364","2,058","1,113",835,"1,772","1,334","2,414","3,372","1,558","3,869","2,938","1,852","2,212","3,063","4,746","1,690",175,"28,589","3,195","4,910","2,412","3,641","3,032","1,901","2,446","1,569",922,"2,417","2,144","28,697","2,737","2,111","3,368","4,864","2,665","2,778","3,557","2,024","4,593"
2021,1,60,"61,198","29,005","1,165","1,502","2,493","1,541",820,545,"1,434","1,062","2,107","2,968","1,106","2,064","1,523","1,442","1,376","1,676","2,647","1,350",184,"16,391","1,471","2,894","1,548","2,150","1,750","1,155","1,225",780,536,"1,195","1,687","15,802","1,678","1,332","1,495","2,264","1,580","1,650","1,982","1,155","2,666"
2021,1,70,"35,537","17,347",718,713,"1,359",929,557,273,839,557,"1,395","1,702",636,"1,543","1,068",816,844,"1,096","1,546",620,136,"8,944",809,"1,581",807,"1,194",896,665,661,500,217,746,868,"9,246","1,047",710,782,"1,399","1,051","1,201","1,062",606,"1,388"
2021,1,80,"21,242","9,593",407,349,673,505,348,154,411,250,665,871,341,906,650,484,469,679,"1,023",338,70,"5,666",431,"1,055",482,673,486,470,476,445,95,495,558,"5,983",562,444,545,911,824,961,630,346,760
2021,1,90,"3,654","1,573",62,58,102,90,48,25,56,50,94,166,77,121,94,89,71,104,174,81,11,"1,073",83,209,83,117,82,78,88,69,29,77,158,"1,008",97,73,106,161,118,145,104,57,147
2021,1,100,245,157,4,3,6,9,3,11,9,12,9,29,10,12,4,5,5,7,3,12,4,43,4,10,2,4,3,5,6,2,2,2,3,45,9,5,4,4,5,6,5,1,6
2021,2,총,"552,534","242,533","7,279","12,241","23,489","10,977","5,926","6,870","12,208","10,790","15,100","18,087","7,624","19,511","17,145","9,123","11,295","16,441","23,620","13,741","1,066","154,485","18,859","24,451","12,262","20,226","16,135","10,881","12,630","8,743","5,427","13,858","11,013","155,516","14,255","9,399","18,494","26,483","14,984","15,620","18,867","11,097","26,317"
2021,2,0,"40,029","18,860",254,"1,536","2,679",619,313,"1,012","1,206","1,245","1,068","1,029",410,953,"1,255",326,614,"1,095","1,308","1,900",38,"10,192","1,785","1,686",586,"1,563",983,458,690,594,648,530,669,"10,977",989,469,"1,239","2,197",906,960,"1,130",838,"2,249"
2021,2,10,"50,981","20,216",536,"1,014","2,003",847,513,521,720,759,"1,472","1,352",567,"1,753","1,811",579,"1,054","1,359","2,407",889,60,"14,262","2,350","2,103","1,054","2,161","1,336",633,"1,597","1,081",462,789,696,"16,503","1,329",691,"2,836","2,702","1,617","1,613","1,436","1,109","3,170"
2021,2,20,"73,427","30,321",934,"1,100","2,569","1,439",665,845,"1,474","1,228","1,685","1,956",940,"3,093","2,277","1,290","1,506","2,353","3,314","1,500",153,"22,303","2,475","3,257","1,930","2,669","2,527","1,857","1,900","1,129",567,"2,719","1,273","20,803","1,930","1,301","2,329","3,595","1,827","1,906","3,310","1,433","3,172"
2021,2,30,"72,276","33,934",656,"2,134","4,034","1,221",623,"1,504","2,280","2,447","1,587","1,908",851,"2,072","2,184",990,"1,297","2,371","2,544","3,131",100,"19,799","2,296","2,830","1,399","2,442","2,305","1,729","1,245",893,944,"2,384","1,332","18,543","1,585",948,"1,802","3,570","1,760","1,712","2,635","1,517","3,014"
2021,2,40,"93,931","39,369","1,026","2,077","4,130","1,703",916,"1,092","1,945","1,812","2,591","2,712","1,109","3,085","3,300","1,234","1,831","2,606","3,880","2,186",134,"26,931","3,896","3,871","1,943","3,566","2,715","1,914","2,304","1,659",986,"2,477","1,600","27,631","2,266","1,299","3,966","4,778","2,597","2,649","2,978","1,991","5,107"
2021,2,50,"99,206","41,743","1,518","1,749","3,401","2,057","1,104",860,"1,795","1,348","2,411","3,378","1,559","3,865","2,957","1,851","2,202","3,059","4,749","1,707",173,"28,690","3,220","4,928","2,424","3,661","3,024","1,906","2,421","1,591",937,"2,427","2,151","28,773","2,735","2,109","3,373","4,869","2,680","2,791","3,577","2,033","4,606"
2021,2,60,"61,806","29,300","1,167","1,507","2,514","1,556",832,561,"1,442","1,075","2,123","2,981","1,121","2,093","1,543","1,455","1,395","1,707","2,666","1,376",186,"16,563","1,506","2,925","1,556","2,173","1,771","1,163","1,244",777,537,"1,214","1,697","15,943","1,699","1,347","1,500","2,287","1,596","1,668","2,003","1,158","2,685"
2021,2,70,"35,539","17,366",710,717,"1,371",926,554,280,863,562,"1,394","1,705",633,"1,542","1,059",817,845,"1,094","1,539",619,136,"8,915",804,"1,577",802,"1,189",889,666,666,499,215,743,865,"9,258","1,045",711,792,"1,398","1,053","1,201","1,054",609,"1,395"
2021,2,80,"21,414","9,682",410,348,677,506,356,157,416,252,665,873,347,926,659,483,474,689,"1,035",339,70,"5,710",440,"1,051",486,681,501,472,467,451,98,499,564,"6,022",569,447,545,920,827,968,634,350,762
2021,2,90,"3,678","1,583",63,57,105,94,47,27,58,50,94,163,77,117,96,93,72,101,175,82,12,"1,077",83,212,80,118,81,78,90,67,31,74,163,"1,018",99,72,108,163,116,146,105,58,151
2021,2,100,247,159,5,2,6,9,3,11,9,12,10,30,10,12,4,5,5,7,3,12,4,43,4,11,2,3,3,5,6,2,2,2,3,45,9,5,4,4,5,6,5,1,6
2021,3,총,"551,618","242,458","7,227","12,239","23,780","10,975","5,897","6,847","12,329","10,894","15,023","18,056","7,582","19,440","17,108","9,102","11,248","16,368","23,563","13,742","1,038","154,193","18,892","24,328","12,186","20,203","16,113","10,829","12,565","8,701","5,483","13,856","11,037","154,967","14,176","9,362","18,407","26,456","14,947","15,543","18,780","11,076","26,220"
2021,3,0,"39,843","18,842",251,"1,534","2,698",620,309,"1,016","1,218","1,260","1,060","1,017",412,940,"1,248",325,603,"1,081","1,291","1,918",41,"10,117","1,769","1,662",583,"1,551",984,449,691,596,638,521,673,"10,884",969,465,"1,225","2,196",895,945,"1,117",850,"2,222"
2021,3,10,"50,752","20,204",523,"1,036","2,017",843,499,532,738,773,"1,463","1,352",560,"1,737","1,800",576,"1,050","1,359","2,396",892,58,"14,174","2,354","2,104","1,030","2,152","1,318",629,"1,588","1,068",463,772,696,"16,374","1,336",685,"2,805","2,690","1,603","1,601","1,420","1,101","3,133"
2021,3,20,"73,212","30,279",931,"1,081","2,604","1,426",670,838,"1,467","1,248","1,666","1,946",947,"3,068","2,290","1,292","1,500","2,325","3,323","1,501",156,"22,274","2,494","3,234","1,925","2,657","2,512","1,861","1,870","1,118",592,"2,740","1,271","20,659","1,905","1,295","2,303","3,580","1,836","1,884","3,285","1,414","3,157"
2021,3,30,"72,191","33,952",659,"2,127","4,101","1,223",612,"1,517","2,322","2,455","1,567","1,900",852,"2,078","2,165",985,"1,275","2,376","2,517","3,123",98,"19,770","2,290","2,796","1,401","2,438","2,312","1,720","1,238",890,959,"2,369","1,357","18,469","1,580",942,"1,811","3,568","1,745","1,709","2,596","1,512","3,006"
2021,3,40,"93,444","39,293","1,011","2,093","4,178","1,684",906,"1,089","1,977","1,849","2,572","2,698","1,095","3,057","3,283","1,225","1,825","2,563","3,848","2,216",124,"26,779","3,882","3,838","1,920","3,565","2,686","1,887","2,290","1,644","1,004","2,458","1,605","27,372","2,242","1,268","3,933","4,757","2,580","2,612","2,951","1,974","5,055"
2021,3,50,"99,112","41,707","1,501","1,739","3,450","2,072","1,106",845,"1,825","1,351","2,411","3,384","1,541","3,849","2,941","1,835","2,197","3,053","4,741","1,693",173,"28,650","3,245","4,909","2,407","3,653","3,037","1,895","2,399","1,582",936,"2,445","2,142","28,755","2,716","2,113","3,364","4,854","2,681","2,799","3,576","2,031","4,621"
2021,3,60,"62,399","29,593","1,176","1,504","2,570","1,563",839,569,"1,462","1,096","2,136","3,004","1,132","2,124","1,561","1,467","1,400","1,724","2,705","1,382",179,"16,719","1,522","2,948","1,559","2,202","1,787","1,176","1,264",793,542,"1,221","1,705","16,087","1,712","1,356","1,510","2,327","1,614","1,662","2,039","1,175","2,692"
2021,3,70,"35,346","17,226",699,721,"1,377",934,543,262,853,552,"1,378","1,703",623,"1,530","1,051",817,835,"1,083","1,527",606,132,"8,881",809,"1,568",796,"1,181",889,660,657,494,216,749,862,"9,239","1,044",711,796,"1,392","1,036","1,207","1,039",609,"1,405"
2021,3,80,"21,506","9,725",410,348,679,507,361,153,411,258,669,884,346,931,672,482,482,699,"1,036",334,63,"5,720",443,"1,055",482,679,508,471,470,446,102,502,562,"6,061",575,446,543,927,836,968,645,350,771
2021,3,90,"3,676","1,566",64,56,102,94,49,22,54,49,96,162,73,117,95,96,77,99,178,72,11,"1,080",81,209,82,123,77,76,94,69,30,77,162,"1,030",91,77,113,163,116,151,107,59,153
2021,3,100,137,71,2,0,4,9,3,4,2,3,5,6,1,9,2,2,4,6,1,5,3,29,3,5,1,2,3,5,4,1,1,2,2,37,6,4,4,2,5,5,5,1,5
