년도,월,나이,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021,2,10,"118,357","24,476","11,151","13,325","10,906","6,706","7,131","23,242","4,605","3,620","3,903","2,969","11,784",515,"1,179",639,468,"1,071","1,163","1,071","1,250","6,078","2,359",992,"2,001",229
2021,2,20,"159,730","32,362","15,651","16,711","14,984","8,172","9,042","31,247","5,623","6,053","4,626","3,470","19,824",905,"1,780","1,013",667,"1,392","1,657","1,451","2,044","6,773","2,337","1,160","2,643",505
2021,2,30,"153,836","31,250","14,416","16,834","13,478","7,932","7,990","34,702","4,492","5,096","3,958","2,966","17,721",735,"1,770",983,551,"1,219","1,454","1,210","1,774","7,947","2,747","1,034","2,307",520
2021,2,40,"199,533","38,808","18,421","20,387","19,093","10,196","11,505","36,925","7,157","6,918","6,063","4,668","21,279","1,252","2,729","1,362","1,000","2,130","2,479","2,123","2,822","11,129","3,864","1,851","3,395",785
2021,2,50,"237,223","45,057","21,432","23,625","24,214","12,437","13,544","35,647","9,106","9,720","8,804","6,171","22,591","2,394","4,665","2,486","1,618","3,273","3,858","3,315","4,598","10,700","4,221","3,106","4,624","1,074"
2021,2,60,"205,870","39,047","18,273","20,774","20,532","11,009","12,549","20,697","8,898","9,471","9,101","6,549","17,325","2,847","5,985","2,787","1,752","3,574","4,850","3,332","4,943","7,263","4,736","3,560","4,122",941
2021,2,70,"108,068","17,532","8,360","9,172","10,986","5,828","7,403","7,094","5,349","5,645","5,449","3,981","8,735","1,849","3,862","1,764","1,148","2,391","3,054","1,819","2,723","3,369","3,035","2,113","2,456",483
2021,2,80,"44,927","5,135","2,248","2,887","4,162","2,709","3,402","2,537","2,430","2,290","2,667","1,794","3,200",891,"2,025",880,568,"1,189","1,366",882,"1,132","1,455","1,687","1,140","1,187",199
2021,2,90,"3,944",402,147,255,348,266,319,218,230,196,245,168,248,71,179,58,61,97,123,78,117,149,120,124,105,22
2021,2,100,217,30,17,13,23,11,16,6,11,14,13,15,12,1,9,6,8,7,1,5,6,8,3,5,2,5
2021,3,총,"1,327,990","254,914","119,293","135,621","126,619","70,659","78,271","213,131","50,945","52,119","47,455","35,294","132,924","11,810","25,142","12,444","8,204","17,086","20,705","15,993","22,329","59,593","27,391","15,740","24,278","4,944"
2021,3,0,"96,026","20,229","8,895","11,334","8,183","5,320","5,472","20,893","3,094","2,876","2,663","2,071","10,258",354,983,502,380,803,760,719,953,"4,821","2,340",687,"1,463",202
2021,3,10,"118,190","24,481","11,173","13,308","10,828","6,792","7,089","23,147","4,579","3,650","3,927","3,083","11,746",518,"1,162",632,472,"1,050","1,151","1,072","1,239","6,044","2,336",981,"1,981",230
2021,3,20,"159,753","32,604","15,788","16,816","14,915","8,145","9,044","31,185","5,626","6,096","4,582","3,586","19,839",899,"1,769","1,000",665,"1,376","1,629","1,442","2,028","6,732","2,324","1,148","2,626",493
2021,3,30,"153,340","31,204","14,369","16,835","13,392","7,899","7,960","34,622","4,475","5,092","3,938","2,996","17,659",723,"1,768",974,552,"1,219","1,445","1,206","1,760","7,876","2,738","1,028","2,290",524
2021,3,40,"198,786","38,780","18,430","20,350","19,005","10,174","11,444","36,807","7,106","6,915","6,009","4,703","21,187","1,234","2,709","1,349",982,"2,105","2,449","2,108","2,789","11,100","3,851","1,844","3,371",765
2021,3,50,"236,757","45,034","21,407","23,627","24,140","12,374","13,436","35,637","9,075","9,734","8,800","6,234","22,548","2,392","4,635","2,489","1,606","3,269","3,832","3,297","4,582","10,678","4,185","3,071","4,637","1,072"
2021,3,60,"207,695","39,350","18,408","20,942","20,639","11,137","12,659","20,964","8,970","9,585","9,159","6,647","17,453","2,871","6,024","2,804","1,768","3,597","4,880","3,357","5,004","7,361","4,780","3,586","4,160",940
2021,3,70,"108,170","17,604","8,381","9,223","11,002","5,827","7,408","7,094","5,348","5,676","5,428","3,973","8,766","1,856","3,866","1,753","1,152","2,368","3,051","1,827","2,732","3,368","3,023","2,108","2,449",491
2021,3,80,"45,250","5,217","2,287","2,930","4,166","2,721","3,423","2,563","2,443","2,297","2,699","1,818","3,218",894,"2,042",880,561,"1,200","1,383",886,"1,131","1,466","1,692","1,157","1,193",200
2021,3,90,"3,903",396,145,251,336,268,324,216,220,194,245,168,244,68,180,58,62,96,124,76,110,145,120,126,105,22
2021,3,100,120,15,10,5,13,2,12,3,9,4,5,15,6,1,4,3,4,3,1,3,1,2,2,4,3,5
2021,4,총,"1,328,240","255,122","119,459","135,663","126,589","70,614","78,279","213,007","50,952","52,216","47,438","35,256","133,303","11,789","25,127","12,433","8,183","17,031","20,707","15,978","22,314","59,540","27,393","15,746","24,262","4,961"
2021,4,0,"95,529","20,124","8,855","11,269","8,167","5,270","5,455","20,772","3,081","2,890","2,634","2,065","10,229",349,984,497,375,783,760,715,952,"4,773","2,311",679,"1,463",201
2021,4,10,"117,953","24,436","11,146","13,290","10,753","6,764","7,076","23,137","4,617","3,648","3,935","3,060","11,749",515,"1,152",620,474,"1,047","1,149","1,055","1,221","6,020","2,349",979,"1,970",227
2021,4,20,"159,722","32,717","15,844","16,873","14,877","8,155","9,050","31,086","5,621","6,095","4,571","3,591","19,877",884,"1,764","1,011",654,"1,354","1,620","1,432","2,030","6,733","2,314","1,151","2,629",506
2021,4,30,"153,072","31,203","14,428","16,775","13,374","7,834","7,976","34,569","4,486","5,091","3,914","2,971","17,697",717,"1,747",964,551,"1,221","1,453","1,199","1,749","7,801","2,723","1,027","2,284",521
2021,4,40,"198,630","38,793","18,445","20,348","18,982","10,178","11,410","36,748","7,077","6,913","6,002","4,678","21,258","1,229","2,701","1,343",970,"2,088","2,420","2,102","2,777","11,124","3,876","1,841","3,352",768
2021,4,50,"236,526","45,004","21,395","23,609","24,125","12,362","13,388","35,641","9,021","9,725","8,784","6,219","22,621","2,375","4,619","2,494","1,600","3,262","3,820","3,301","4,547","10,665","4,178","3,064","4,643","1,068"
2021,4,60,"208,998","39,536","18,493","21,043","20,770","11,197","12,739","21,142","9,011","9,662","9,214","6,686","17,589","2,902","6,044","2,801","1,788","3,614","4,914","3,367","5,057","7,438","4,796","3,612","4,174",945
2021,4,70,"108,186","17,629","8,381","9,248","11,004","5,845","7,394","7,105","5,341","5,675","5,424","3,972","8,780","1,850","3,876","1,754","1,141","2,357","3,057","1,837","2,732","3,360","3,012","2,115","2,432",494
2021,4,80,"45,560","5,273","2,318","2,955","4,188","2,735","3,455","2,582","2,466","2,322","2,705","1,831","3,245",899,"2,052",888,563,"1,208","1,384",890,"1,139","1,473","1,708","1,148","1,202",204
2021,4,90,"3,943",392,144,248,334,272,324,222,222,190,251,168,252,68,184,58,64,94,129,77,109,151,124,126,110,22
2021,4,100,121,15,10,5,15,2,12,3,9,5,4,15,6,1,4,3,3,3,1,3,1,2,2,4,3,5
2021,5,총,"1,327,307","254,933","119,382","135,551","126,552","70,590","78,167","212,907","50,878","52,047","47,254","35,175","133,807","11,737","25,048","12,380","8,187","17,021","20,642","15,939","22,260","59,450","27,416","15,702","24,252","4,963"
2021,5,0,"95,037","20,023","8,820","11,203","8,126","5,261","5,430","20,627","3,072","2,877","2,624","2,045","10,199",342,984,491,374,780,752,714,941,"4,743","2,307",671,"1,455",199
2021,5,10,"117,709","24,374","11,114","13,260","10,711","6,743","7,054","23,143","4,569","3,637","3,911","3,046","11,788",507,"1,152",624,470,"1,043","1,155","1,052","1,213","6,005","2,345",976,"1,962",229
2021,5,20,"159,701","32,757","15,858","16,899","14,859","8,146","9,077","31,115","5,637","6,049","4,566","3,571","19,905",878,"1,764",995,655,"1,365","1,606","1,416","2,027","6,733","2,313","1,147","2,618",502
2021,5,30,"152,564","31,117","14,411","16,706","13,329","7,782","7,955","34,421","4,458","5,044","3,879","2,954","17,778",717,"1,745",950,550,"1,212","1,422","1,200","1,728","7,782","2,719","1,020","2,280",522
2021,5,40,"197,873","38,711","18,406","20,305","18,909","10,149","11,336","36,668","7,020","6,863","5,944","4,636","21,285","1,219","2,666","1,322",974,"2,071","2,387","2,076","2,747","11,072","3,880","1,827","3,344",767
2021,5,50,"236,333","44,944","21,383","23,561","24,162","12,363","13,342","35,667","9,015","9,703","8,726","6,208","22,722","2,340","4,567","2,474","1,597","3,264","3,810","3,294","4,532","10,673","4,184","3,041","4,640","1,065"
2021,5,60,"210,066","39,692","18,553","21,139","20,840","11,271","12,808","21,290","9,056","9,698","9,242","6,716","17,776","2,908","6,050","2,819","1,791","3,621","4,943","3,390","5,073","7,473","4,814","3,629","4,213",953
2021,5,70,"108,264","17,620","8,362","9,258","11,053","5,859","7,393","7,154","5,329","5,665","5,397","3,973","8,809","1,853","3,889","1,754","1,143","2,347","3,057","1,834","2,739","3,344","3,017","2,114","2,427",494
2021,5,80,"45,692","5,300","2,326","2,974","4,205","2,739","3,448","2,591","2,486","2,315","2,714","1,839","3,283",902,"2,042",889,566,"1,218","1,382",884,"1,152","1,474","1,706","1,153","1,199",205
2021,5,90,"3,956",381,139,242,343,275,314,228,227,191,248,171,256,70,186,59,64,97,127,76,108,149,129,123,112,22
2021,5,100,112,14,10,4,15,2,10,3,9,5,3,16,6,1,3,3,3,3,1,3,0,2,2,1,2,5
2021,6,총,"1,326,844","255,017","119,367","135,650","126,429","70,444","78,116","212,841","50,850","51,967","47,235","35,098","134,238","11,730","25,016","12,359","8,179","16,972","20,580","15,879","22,238","59,430","27,398","15,680","24,213","4,935"
2021,6,0,"94,589","19,950","8,773","11,177","8,061","5,244","5,397","20,538","3,061","2,873","2,610","2,024","10,175",341,983,484,374,779,747,709,928,"4,692","2,299",669,"1,450",201
2021,6,10,"117,595","24,320","11,092","13,228","10,668","6,730","7,051","23,141","4,555","3,600","3,938","3,019","11,848",507,"1,150",626,469,"1,047","1,145","1,047","1,210","6,012","2,349",973,"1,959",231
2021,6,20,"159,442","32,777","15,860","16,917","14,809","8,107","9,071","31,103","5,623","6,010","4,560","3,551","19,917",868,"1,755",997,655,"1,358","1,590","1,396","2,011","6,724","2,296","1,141","2,624",499
2021,6,30,"152,096","31,009","14,330","16,679","13,327","7,734","7,932","34,273","4,444","5,032","3,852","2,949","17,820",723,"1,733",934,548,"1,200","1,413","1,185","1,732","7,755","2,718","1,006","2,260",517
2021,6,40,"197,774","38,809","18,455","20,354","18,868","10,125","11,325","36,704","7,005","6,836","5,944","4,620","21,326","1,200","2,651","1,321",960,"2,057","2,369","2,059","2,737","11,044","3,878","1,830","3,335",771
2021,6,50,"235,663","44,815","21,307","23,508","24,109","12,326","13,264","35,600","8,993","9,661","8,666","6,172","22,784","2,341","4,540","2,450","1,600","3,232","3,795","3,276","4,501","10,674","4,167","3,015","4,619","1,063"
2021,6,60,"211,530","39,946","18,678","21,268","20,960","11,319","12,885","21,500","9,125","9,759","9,318","6,777","17,934","2,915","6,093","2,834","1,805","3,636","4,954","3,411","5,114","7,550","4,847","3,662","4,247",939
2021,6,70,"108,283","17,652","8,368","9,284","11,045","5,849","7,413","7,161","5,317","5,664","5,383","3,963","8,859","1,860","3,875","1,757","1,137","2,346","3,051","1,831","2,737","3,354","3,012","2,105","2,421",491
2021,6,80,"45,830","5,341","2,350","2,991","4,220","2,740","3,455","2,590","2,489","2,336","2,711","1,849","3,313",902,"2,049",894,569,"1,219","1,388",887,"1,159","1,473","1,704","1,158","1,183",201
2021,6,90,"3,948",385,145,240,348,268,313,228,229,191,250,165,256,72,184,59,60,95,127,75,109,150,127,120,115,22
2021,6,100,94,13,9,4,14,2,10,3,9,5,3,9,6,1,3,3,2,3,1,3,0,2,1,1,0,0
2021,7,총,"1,326,218","254,961","119,374","135,587","126,344","70,335","78,027","212,803","50,799","51,819","47,186","34,994","134,544","11,709","24,964","12,346","8,175","16,933","20,551","15,851","22,248","59,388","27,430","15,662","24,193","4,956"
2021,7,0,"94,146","19,836","8,717","11,119","8,024","5,242","5,377","20,446","3,039","2,870","2,604","2,010","10,152",332,976,486,371,769,731,710,935,"4,645","2,293",656,"1,443",199
2021,7,10,"117,376","24,274","11,069","13,205","10,654","6,697","7,022","23,132","4,544","3,573","3,942","2,985","11,863",503,"1,149",628,471,"1,050","1,139","1,041","1,216","5,999","2,349",969,"1,943",233
2021,7,20,"158,989","32,792","15,900","16,892","14,727","8,053","9,020","31,046","5,606","5,929","4,530","3,530","19,919",863,"1,738",984,650,"1,341","1,584","1,391","1,983","6,720","2,305","1,137","2,625",516
2021,7,30,"151,590","30,909","14,283","16,626","13,311","7,687","7,939","34,146","4,414","5,002","3,848","2,924","17,846",717,"1,719",932,547,"1,193","1,406","1,158","1,735","7,683","2,710",995,"2,260",509
2021,7,40,"197,549","38,802","18,446","20,356","18,823","10,128","11,265","36,741","6,985","6,815","5,904","4,610","21,369","1,199","2,639","1,318",960,"2,045","2,361","2,047","2,721","11,034","3,887","1,806","3,314",776
2021,7,50,"235,352","44,752","21,278","23,474","24,098","12,262","13,252","35,553","8,996","9,621","8,643","6,140","22,817","2,332","4,525","2,439","1,594","3,226","3,790","3,277","4,488","10,701","4,164","3,024","4,597","1,061"
2021,7,60,"212,645","40,118","18,778","21,340","21,035","11,393","12,939","21,711","9,171","9,780","9,349","6,801","18,076","2,929","6,113","2,826","1,810","3,627","4,979","3,434","5,142","7,609","4,872","3,687","4,296",948
2021,7,70,"108,557","17,704","8,391","9,313","11,073","5,861","7,434","7,204","5,308","5,688","5,397","3,967","8,899","1,855","3,873","1,778","1,133","2,359","3,041","1,830","2,748","3,370","3,021","2,106","2,416",492
2021,7,80,"45,955","5,372","2,355","3,017","4,237","2,741","3,458","2,594","2,495","2,346","2,720","1,851","3,334",907,"2,050",892,577,"1,224","1,391",883,"1,170","1,470","1,700","1,159","1,183",201
2021,7,90,"3,963",389,149,240,349,268,311,227,232,190,246,167,263,71,179,60,60,96,128,76,110,155,127,122,116,21
2021,7,100,96,13,8,5,13,3,10,3,9,5,3,9,6,1,3,3,2,3,1,4,0,2,2,1,0,0
2021,8,총,"1,325,354","254,837","119,156","135,681","126,304","70,304","77,935","212,607","50,715","51,795","47,126","34,883","134,763","11,698","24,913","12,340","8,155","16,902","20,518","15,830","22,197","59,390","27,439","15,627","24,146","4,930"
2021,8,0,"93,745","19,754","8,638","11,116","7,995","5,207","5,357","20,329","3,030","2,855","2,593","1,991","10,137",331,974,485,364,762,740,696,931,"4,627","2,288",654,"1,449",196
2021,8,10,"117,142","24,246","11,020","13,226","10,618","6,694","6,984","23,107","4,522","3,566","3,931","2,976","11,886",504,"1,145",624,466,"1,045","1,128","1,032","1,213","5,981","2,347",968,"1,929",230
2021,8,20,"158,381","32,745","15,887","16,858","14,716","8,012","8,977","30,933","5,570","5,864","4,497","3,496","19,907",848,"1,706",983,638,"1,332","1,563","1,391","1,954","6,717","2,312","1,122","2,584",514
2021,8,30,"151,084","30,776","14,147","16,629","13,270","7,688","7,952","34,027","4,406","5,008","3,832","2,905","17,853",712,"1,712",922,541,"1,173","1,403","1,146","1,719","7,611","2,697",988,"2,251",492
2021,8,40,"197,136","38,702","18,384","20,318","18,770","10,115","11,225","36,757","6,967","6,788","5,878","4,575","21,372","1,191","2,623","1,314",963,"2,040","2,355","2,041","2,695","11,021","3,868","1,787","3,318",771
2021,8,50,"235,361","44,774","21,265","23,509","24,085","12,256","13,236","35,556","8,963","9,643","8,623","6,129","22,867","2,337","4,520","2,433","1,592","3,228","3,777","3,268","4,494","10,738","4,176","3,021","4,576","1,069"
2021,8,60,"213,440","40,250","18,870","21,380","21,139","11,440","12,983","21,813","9,202","9,805","9,385","6,802","18,163","2,936","6,116","2,842","1,813","3,639","4,993","3,454","5,150","7,662","4,888","3,695","4,328",942
2021,8,70,"108,946","17,789","8,425","9,364","11,118","5,879","7,451","7,245","5,318","5,717","5,421","3,977","8,942","1,858","3,874","1,783","1,129","2,362","3,038","1,838","2,754","3,393","3,036","2,108","2,421",495
2021,8,80,"46,041","5,398","2,362","3,036","4,232","2,741","3,454","2,609","2,494","2,351","2,709","1,855","3,362",910,"2,061",888,588,"1,223","1,393",883,"1,178","1,479","1,698","1,162","1,173",200
2021,8,90,"3,983",390,150,240,348,269,307,228,234,193,253,169,268,70,179,63,59,95,127,77,109,159,127,121,117,21
2021,8,100,95,13,8,5,13,3,9,3,9,5,4,8,6,1,3,3,2,3,1,4,0,2,2,1,0,0
2021,9,총,"1,324,322","254,738","119,087","135,651","126,328","70,263","77,859","212,547","50,617","51,648","46,986","34,911","134,945","11,695","24,859","12,306","8,125","16,854","20,484","15,762","22,155","59,311","27,415","15,577","24,058","4,879"
2021,9,0,"93,288","19,658","8,576","11,082","7,956","5,198","5,322","20,207","3,011","2,837","2,574","1,986","10,100",330,969,485,360,756,730,697,930,"4,592","2,290",658,"1,445",197
2021,9,10,"116,928","24,233","11,016","13,217","10,567","6,674","6,977","23,074","4,499","3,545","3,911","2,963","11,920",501,"1,149",622,464,"1,045","1,125","1,024","1,204","5,967","2,355",967,"1,916",226
2021,9,20,"157,481","32,598","15,790","16,808","14,721","7,959","8,935","30,876","5,553","5,711","4,461","3,446","19,952",836,"1,672",955,626,"1,327","1,518","1,360","1,915","6,641","2,286","1,092","2,533",508
2021,9,30,"150,738","30,746","14,152","16,594","13,263","7,658","7,942","34,027","4,378","4,961","3,795","2,897","17,860",708,"1,689",918,540,"1,151","1,406","1,128","1,707","7,589","2,685",974,"2,239",477
2021,9,40,"196,772","38,652","18,358","20,294","18,713","10,115","11,192","36,690","6,948","6,793","5,837","4,583","21,355","1,184","2,612","1,311",954,"2,022","2,351","2,023","2,698","11,044","3,857","1,776","3,302",760
2021,9,50,"235,494","44,805","21,301","23,504","24,107","12,261","13,259","35,605","8,953","9,659","8,618","6,152","22,904","2,355","4,516","2,428","1,586","3,229","3,774","3,250","4,472","10,740","4,181","3,009","4,574","1,057"
2021,9,60,"214,051","40,330","18,891","21,439","21,234","11,477","12,987","21,945","9,209","9,827","9,393","6,843","18,215","2,935","6,117","2,844","1,819","3,638","5,007","3,465","5,173","7,705","4,899","3,706","4,343",940
2021,9,70,"109,251","17,875","8,465","9,410","11,147","5,892","7,463","7,275","5,327","5,757","5,424","3,997","8,982","1,859","3,882","1,779","1,135","2,361","3,035","1,845","2,768","3,385","3,027","2,109","2,430",497
2021,9,80,"46,206","5,435","2,376","3,059","4,257","2,752","3,466","2,613","2,494","2,358","2,711","1,870","3,380",914,"2,066",895,579,"1,227","1,411",885,"1,176","1,487","1,706","1,163","1,164",197
2021,9,90,"4,015",392,153,239,350,274,307,232,236,195,258,165,271,72,184,66,59,95,126,81,112,159,127,122,112,20
2021,9,100,98,14,9,5,13,3,9,3,9,5,4,9,6,1,3,3,3,3,1,4,0,2,2,1,0,0
2021,10,총,"1,324,128","254,811","119,172","135,639","126,297","70,298","77,812","212,427","50,550","51,675","46,928","34,983","135,001","11,723","24,813","12,253","8,137","16,847","20,495","15,769","22,174","59,251","27,405","15,560","24,052","4,867"
2021,10,0,"92,810","19,544","8,542","11,002","7,918","5,184","5,279","20,099","3,013","2,836","2,561","1,974","10,081",329,962,482,358,748,720,689,922,"4,559","2,278",646,"1,434",194
2021,10,10,"116,727","24,205","10,992","13,213","10,554","6,664","6,991","23,012","4,482","3,510","3,912","2,957","11,917",500,"1,140",617,466,"1,041","1,118","1,024","1,206","5,949","2,362",968,"1,903",229
2021,10,20,"157,167","32,537","15,782","16,755","14,676","7,937","8,930","30,819","5,548","5,713","4,436","3,461","19,879",839,"1,666",953,624,"1,329","1,516","1,349","1,924","6,633","2,266","1,092","2,539",501
2021,10,30,"150,415","30,756","14,141","16,615","13,209","7,665","7,927","33,937","4,353","4,929","3,777","2,908","17,841",710,"1,672",899,536,"1,143","1,412","1,134","1,702","7,530","2,672",977,"2,246",480
2021,10,40,"196,429","38,678","18,420","20,258","18,660","10,112","11,150","36,637","6,907","6,772","5,797","4,585","21,335","1,187","2,593","1,303",956,"2,020","2,346","2,014","2,693","11,026","3,868","1,758","3,284",748
2021,10,50,"235,682","44,808","21,307","23,501","24,122","12,263","13,250","35,684","8,941","9,699","8,613","6,170","22,982","2,353","4,487","2,418","1,586","3,230","3,778","3,265","4,475","10,764","4,171","2,998","4,564","1,061"
2021,10,60,"214,830","40,434","18,917","21,517","21,358","11,520","13,018","22,077","9,240","9,872","9,417","6,857","18,270","2,956","6,139","2,842","1,835","3,645","5,017","3,470","5,187","7,733","4,913","3,722","4,366",942
2021,10,70,"109,584","17,976","8,514","9,462","11,161","5,911","7,488","7,303","5,323","5,773","5,431","4,014","9,023","1,863","3,896","1,782","1,128","2,373","3,053","1,847","2,767","3,397","3,027","2,116","2,439",493
2021,10,80,"46,331","5,450","2,390","3,060","4,281","2,767","3,460","2,620","2,501","2,366","2,719","1,881","3,394",912,"2,073",888,585,"1,214","1,409",893,"1,187","1,494","1,714","1,162","1,162",199
2021,10,90,"4,063",411,159,252,350,272,310,236,233,199,261,167,273,73,182,68,61,101,125,80,110,164,132,120,115,20
2021,10,100,90,12,8,4,8,3,9,3,9,6,4,9,6,1,3,1,2,3,1,4,1,2,2,1,0,0
2021,11,총,"1,324,021","255,032","119,349","135,683","126,155","70,260","77,742","212,262","50,546","51,660","46,949","34,928","135,017","11,730","24,806","12,269","8,138","16,834","20,549","15,762","22,166","59,313","27,414","15,571","24,056","4,862"
2021,11,0,"92,373","19,410","8,494","10,916","7,888","5,163","5,232","19,991","3,006","2,835","2,556","1,961","10,054",328,957,476,354,741,723,693,919,"4,540","2,276",650,"1,425",195
2021,11,10,"116,629","24,224","11,004","13,220","10,546","6,642","6,988","23,002","4,487","3,493","3,893","2,965","11,893",500,"1,136",619,463,"1,052","1,118","1,019","1,204","5,936","2,363",964,"1,895",227
2021,11,20,"156,877","32,637","15,850","16,787","14,569","7,932","8,918","30,712","5,521","5,690","4,440","3,449","19,812",838,"1,652",953,620,"1,313","1,507","1,342","1,914","6,648","2,273","1,098","2,538",501
2021,11,30,"150,083","30,761","14,141","16,620","13,182","7,608","7,904","33,825","4,349","4,921","3,789","2,863","17,847",710,"1,654",908,543,"1,139","1,410","1,122","1,687","7,502","2,663",968,"2,253",475
2021,11,40,"196,373","38,696","18,468","20,228","18,630","10,109","11,120","36,703","6,889","6,742","5,790","4,598","21,337","1,174","2,597","1,291",955,"2,007","2,364","2,011","2,666","11,044","3,871","1,754","3,282",743
2021,11,50,"235,707","44,789","21,295","23,494","24,075","12,277","13,258","35,687","8,959","9,697","8,611","6,147","22,987","2,361","4,484","2,408","1,588","3,237","3,782","3,255","4,492","10,811","4,168","3,008","4,569","1,057"
2021,11,60,"215,472","40,525","18,945","21,580","21,429","11,556","13,052","22,154","9,246","9,902","9,429","6,875","18,355","2,968","6,160","2,856","1,838","3,651","5,045","3,486","5,205","7,763","4,917","3,727","4,388",945
2021,11,70,"109,852","18,097","8,584","9,513","11,186","5,918","7,479","7,318","5,328","5,800","5,458","4,012","9,031","1,861","3,897","1,793","1,127","2,372","3,062","1,851","2,779","3,402","3,026","2,126","2,429",500
2021,11,80,"46,459","5,468","2,405","3,063","4,283","2,774","3,474","2,630","2,515","2,372","2,717","1,882","3,418",918,"2,083",892,585,"1,216","1,411",902,"1,185","1,502","1,718","1,156","1,159",199
2021,11,90,"4,116",415,157,258,362,277,307,237,237,202,264,167,279,71,183,72,63,103,126,79,114,164,137,119,118,20
2021,11,100,80,10,6,4,5,4,10,3,9,6,2,9,4,1,3,1,2,3,1,2,1,1,2,1,0,0
2021,12,총,"1,323,661","255,292","119,438","135,854","126,024","70,305","77,590","212,021","50,591","51,737","46,869","34,919","134,940","11,761","24,796","12,261","8,144","16,777","20,598","15,741","22,216","59,260","27,391","15,551","24,026","4,851"
2021,12,0,"91,921","19,334","8,458","10,876","7,861","5,145","5,192","19,886","2,996","2,811","2,552","1,954","10,037",330,951,478,350,727,722,688,918,"4,490","2,262",634,"1,406",197
2021,12,10,"116,463","24,225","10,994","13,231","10,505","6,630","6,983","22,962","4,493","3,490","3,847","2,945","11,884",499,"1,152",607,462,"1,052","1,137","1,018","1,194","5,935","2,354",963,"1,897",229
2021,12,20,"156,417","32,678","15,900","16,778","14,500","7,900","8,833","30,590","5,514","5,668","4,411","3,456","19,729",827,"1,636",958,609,"1,311","1,505","1,343","1,920","6,644","2,266","1,096","2,525",498
2021,12,30,"149,655","30,755","14,115","16,640","13,120","7,608","7,860","33,673","4,369","4,955","3,771","2,856","17,767",709,"1,636",905,547,"1,130","1,395","1,116","1,708","7,435","2,652",975,"2,255",458
2021,12,40,"196,384","38,751","18,486","20,265","18,599","10,107","11,129","36,717","6,889","6,730","5,794","4,574","21,368","1,168","2,594","1,282",949,"1,985","2,376","1,999","2,670","11,057","3,874","1,753","3,271",748
2021,12,50,"235,784","44,834","21,331","23,503","24,106","12,303","13,264","35,701","8,966","9,695","8,591","6,153","22,986","2,373","4,463","2,396","1,606","3,234","3,766","3,247","4,486","10,834","4,155","3,002","4,570","1,053"
2021,12,60,"215,957","40,569","18,951","21,618","21,458","11,576","13,040","22,246","9,254","9,974","9,472","6,883","18,414","2,986","6,175","2,875","1,837","3,635","5,080","3,496","5,231","7,773","4,924","3,716","4,390",953
2021,12,70,"110,147","18,193","8,608","9,585","11,190","5,969","7,496","7,360","5,331","5,805","5,449","4,033","9,043","1,865","3,904","1,785","1,127","2,381","3,071","1,849","2,788","3,425","3,024","2,134","2,429",496
2021,12,80,"46,691","5,526","2,431","3,095","4,317","2,782","3,470","2,647","2,528","2,396","2,720","1,887","3,425",930,"2,094",901,592,"1,217","1,412",900,"1,189","1,505","1,736","1,157","1,161",199
2021,12,90,"4,181",421,163,258,364,283,313,237,244,208,260,173,282,73,190,73,63,104,134,84,110,161,143,120,121,20
2021,12,100,61,6,1,5,4,2,10,2,7,5,2,5,5,1,1,1,2,1,0,1,2,1,1,1,1,0
