년도,월,나이,충청남도 서산시,충청남도 서산시 대산읍,충청남도 서산시 인지면,충청남도 서산시 부석면,충청남도 서산시 팔봉면,충청남도 서산시 지곡면,충청남도 서산시 성연면,충청남도 서산시 음암면,충청남도 서산시 운산면,충청남도 서산시 해미면,충청남도 서산시 고북면,충청남도 서산시 부춘동,충청남도 서산시 동문1동,충청남도 서산시 동문2동,충청남도 서산시 수석동,충청남도 서산시 석남동
2021,10,60,"11,757",930,581,667,449,616,510,802,609,728,555,"1,113","1,119",714,950,"1,414"
2021,10,70,"7,417",520,417,522,335,415,269,546,465,597,444,578,615,430,544,720
2021,10,80,"5,455",409,359,439,261,312,208,460,384,426,407,375,378,220,349,468
2021,10,90,"1,025",73,57,78,42,69,44,84,71,80,58,83,81,44,62,99
2021,10,100,39,4,6,2,1,1,1,2,1,1,6,3,4,2,2,3
2021,11,총,"84,522","5,645","3,569","2,590","1,648","3,767","7,350","4,486","2,478","3,511","2,934","9,118","8,888","4,346","7,801","16,391"
2021,11,0,"7,272",322,228,57,24,288,"1,393",216,58,108,173,731,727,259,655,"2,033"
2021,11,10,"8,026",461,310,95,53,366,611,340,117,206,201,932,924,392,986,"2,032"
2021,11,20,"7,645",532,243,95,58,245,676,316,112,249,182,"1,101",810,479,861,"1,686"
2021,11,30,"9,591",466,255,89,62,339,"1,762",348,104,189,216,"1,140",946,368,807,"2,500"
2021,11,40,"12,923",717,520,168,110,497,"1,098",569,203,320,331,"1,546","1,656",689,"1,371","3,128"
2021,11,50,"13,308","1,208",594,376,255,612,774,801,355,603,366,"1,501","1,613",748,"1,210","2,292"
2021,11,60,"11,805",931,582,668,449,617,516,803,610,732,551,"1,120","1,130",715,954,"1,427"
2021,11,70,"7,423",523,413,522,336,419,265,547,467,593,443,587,615,429,543,721
2021,11,80,"5,459",407,363,440,259,316,209,459,379,427,403,371,380,223,351,472
2021,11,90,"1,033",74,56,77,41,67,45,85,72,83,62,86,84,43,61,97
2021,11,100,37,4,5,3,1,1,1,2,1,1,6,3,3,1,2,3
2021,12,총,"84,523","5,629","3,576","2,587","1,637","3,780","7,348","4,484","2,470","3,525","2,915","9,123","8,893","4,341","7,777","16,438"
2021,12,0,"7,250",317,229,57,24,289,"1,388",210,55,111,170,732,724,257,649,"2,038"
2021,12,10,"8,031",458,310,92,51,372,614,347,116,204,194,926,935,391,980,"2,041"
2021,12,20,"7,588",532,240,94,55,241,661,310,112,250,181,"1,101",793,476,857,"1,685"
2021,12,30,"9,542",454,254,90,61,334,"1,773",347,103,189,215,"1,126",936,367,809,"2,484"
2021,12,40,"12,973",716,523,168,109,503,"1,104",570,202,324,326,"1,554","1,669",681,"1,376","3,148"
2021,12,50,"13,312","1,201",596,377,255,613,769,802,358,607,367,"1,507","1,612",747,"1,198","2,303"
2021,12,60,"11,868",936,586,665,448,628,520,809,609,736,554,"1,128","1,139",720,955,"1,435"
2021,12,70,"7,369",529,408,520,330,414,263,542,459,585,440,583,610,427,536,723
2021,12,80,"5,503",407,365,441,260,315,210,461,382,434,400,378,386,230,353,481
2021,12,90,"1,052",75,60,80,43,70,46,84,73,84,62,85,87,44,62,97
2021,12,100,35,4,5,3,1,1,0,2,1,1,6,3,2,1,2,3
