년도,월,나이,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2020,12,70,"16,035","1,447","1,626",303,287,393,674,398,463,"1,146",292,432,"1,187",241,"1,241",658,673,249,177,167,123,81,218,746,399,"1,319",311,784,,,
2020,12,80,"8,019",936,946,253,251,276,482,276,306,381,92,177,553,108,506,272,233,75,92,65,44,18,77,340,182,574,122,382,,,
2020,12,90,"1,155",150,149,42,38,39,60,39,36,42,23,20,65,14,74,26,31,11,10,10,5,6,11,58,25,88,25,58,,,
2020,12,100,52,6,7,0,1,2,5,2,2,4,3,1,1,1,1,0,3,0,3,0,0,1,0,2,1,2,2,2,,,
2021,1,총,"415,949","14,924","36,510","1,872","1,733","2,233","4,102",0,"3,195","24,443","3,766","3,192","29,895","2,225","39,526","14,638","16,964","3,325","3,269","13,315",0,0,"4,383","31,048","18,958","48,581","16,302","46,454","26,630","4,466",
2021,1,0,"41,017",888,"3,284",43,15,46,66,0,73,"1,807",66,82,"2,382",76,"3,852","1,083",847,149,289,"1,692",0,0,331,"2,833","2,190","4,826",933,"6,912","5,630",622,
2021,1,10,"44,863","1,148","3,871",63,58,117,149,0,210,"2,487",94,140,"3,487",121,"5,086","1,631","1,945",171,224,"1,119",0,0,347,"3,780","2,541","5,994","1,079","6,539","2,243",219,
2021,1,20,"56,508","1,450","4,638",105,103,157,289,0,252,"3,453",480,329,"3,955",222,"5,211","1,985","2,752",603,433,"1,876",0,0,639,"4,709","2,404","7,188","4,252","5,787","2,552",684,
2021,1,30,"65,378","1,306","4,354",88,79,104,213,0,184,"3,395",527,267,"3,543",157,"5,073","1,677","1,617",501,547,"2,853",0,0,705,"4,381","3,007","8,657","4,261","8,736","8,035","1,111",
2021,1,40,"73,053","1,950","5,692",134,143,192,424,0,391,"3,906",698,350,"5,029",280,"7,489","2,422","2,738",457,444,"2,168",0,0,760,"6,107","3,864","9,503","2,722","10,112","4,362",716,
2021,1,50,"69,826","2,958","7,738",360,335,399,826,0,630,"4,480",845,638,"6,019",492,"7,177","3,013","3,884",632,634,"2,225",0,0,806,"5,964","3,127","6,955","1,729","5,242","2,073",645,
2021,1,60,"39,919","2,691","4,194",481,426,509,916,0,637,"3,323",646,754,"3,657",512,"3,802","1,861","2,234",476,410,967,0,0,482,"2,127","1,215","3,463",860,"1,901","1,013",362,
2021,1,70,"16,090","1,441","1,630",303,282,384,669,0,471,"1,153",290,431,"1,202",239,"1,255",666,674,245,182,291,0,0,224,750,401,"1,325",319,778,402,83,
2021,1,80,"8,076",936,946,254,251,283,485,0,307,393,94,181,557,110,508,273,238,81,94,108,0,0,78,337,182,584,117,384,278,17,
2021,1,90,"1,167",150,156,41,40,40,61,0,38,42,23,19,63,15,72,27,32,10,9,16,0,0,11,58,26,84,28,60,40,6,
2021,1,100,52,6,7,0,1,2,4,0,2,4,3,1,1,1,1,0,3,0,3,0,0,0,0,2,1,2,2,3,2,1,
2021,2,총,"415,409","14,882","37,044","1,867","1,715","2,229","4,096",,"3,167","24,344","3,769","3,159","29,715","2,221","39,287","14,603","16,914","3,338","3,271","13,293",,,"4,348","31,074","18,874","48,377","16,309","46,463","26,626","4,424",
2021,2,0,"40,774",882,"3,441",41,15,46,67,,70,"1,775",67,81,"2,331",73,"3,801","1,073",837,149,294,"1,695",,,323,"2,825","2,177","4,729",927,"6,839","5,617",599,
2021,2,10,"44,689","1,128","3,911",59,55,116,149,,209,"2,461",93,141,"3,448",125,"5,035","1,630","1,935",171,224,"1,116",,,344,"3,767","2,501","5,963","1,077","6,553","2,263",215,
2021,2,20,"56,213","1,432","4,622",106,101,150,287,,244,"3,420",487,320,"3,921",218,"5,173","1,972","2,740",606,427,"1,851",,,641,"4,706","2,387","7,163","4,230","5,821","2,516",672,
2021,2,30,"65,024","1,274","4,493",84,80,102,214,,181,"3,378",515,260,"3,493",156,"5,015","1,653","1,606",506,550,"2,844",,,687,"4,366","2,968","8,533","4,269","8,658","8,032","1,107",
2021,2,40,"73,049","1,955","5,775",132,143,192,420,,395,"3,877",704,347,"4,967",281,"7,415","2,415","2,713",454,439,"2,180",,,754,"6,103","3,857","9,514","2,742","10,169","4,393",713,
2021,2,50,"69,861","2,939","7,774",365,329,402,820,,619,"4,467",848,627,"6,009",487,"7,174","3,008","3,870",637,636,"2,215",,,802,"6,008","3,134","6,994","1,723","5,264","2,071",639,
2021,2,60,"40,336","2,724","4,278",483,427,512,925,,638,"3,357",646,752,"3,700",519,"3,834","1,879","2,258",479,415,976,,,485,"2,147","1,233","3,471",871,"1,939","1,018",370,
2021,2,70,"16,073","1,444","1,624",300,278,379,658,,466,"1,165",290,431,"1,215",236,"1,246",668,681,241,180,291,,,224,751,404,"1,331",322,767,397,84,
2021,2,80,"8,172",946,960,256,250,289,490,,305,400,96,180,565,110,519,277,239,83,94,110,,,78,343,187,591,118,390,278,18,
2021,2,90,"1,166",153,159,41,36,39,62,,38,40,20,19,65,15,73,28,32,12,9,15,,,10,56,25,86,28,60,39,6,
2021,2,100,52,5,7,0,1,2,4,,2,4,3,1,1,1,2,0,3,0,3,0,,,0,2,1,2,2,3,2,1,
2021,3,총,"414,953","14,856","37,916","1,867","1,707","2,209","4,084",,"3,155","24,217","3,775","3,091","29,517","2,216","39,040","14,514","16,840","3,309","3,243","13,271",,,"4,376","30,957","18,815","48,279","16,324","46,408","26,564","4,403",
2021,3,0,"40,551",872,"3,615",40,13,46,67,,70,"1,753",68,77,"2,295",74,"3,781","1,062",823,136,287,"1,683",,,330,"2,792","2,157","4,678",917,"6,758","5,565",592,
2021,3,10,"44,435","1,116","3,910",59,55,113,152,,204,"2,444",98,134,"3,407",125,"4,973","1,602","1,913",171,223,"1,111",,,341,"3,733","2,491","5,946","1,062","6,541","2,290",221,
2021,3,20,"56,050","1,420","4,724",106,99,146,282,,242,"3,378",483,309,"3,873",216,"5,140","1,937","2,708",614,421,"1,855",,,636,"4,670","2,369","7,165","4,227","5,856","2,499",675,
2021,3,30,"64,870","1,259","4,800",84,81,101,213,,179,"3,333",515,260,"3,425",156,"4,980","1,651","1,604",495,544,"2,827",,,693,"4,342","2,952","8,476","4,271","8,597","7,950","1,082",
2021,3,40,"72,866","1,946","5,845",129,143,189,415,,385,"3,866",706,329,"4,932",280,"7,334","2,393","2,688",450,430,"2,183",,,760,"6,074","3,843","9,475","2,766","10,158","4,431",716,
2021,3,50,"69,842","2,937","7,877",364,329,391,820,,620,"4,439",844,618,"5,968",478,"7,139","2,996","3,859",624,640,"2,207",,,812,"6,011","3,134","6,997","1,736","5,303","2,061",638,
2021,3,60,"40,848","2,754","4,397",486,426,514,925,,648,"3,376",651,747,"3,758",526,"3,857","1,893","2,297",482,411,993,,,491,"2,181","1,247","3,531",874,"1,968","1,044",371,
2021,3,70,"16,055","1,446","1,609",302,272,370,657,,461,"1,181",294,420,"1,220",235,"1,240",677,676,242,181,288,,,223,748,405,"1,333",325,769,398,83,
2021,3,80,"8,221",946,972,254,251,298,489,,307,405,94,177,576,110,521,276,237,84,94,110,,,78,349,189,589,116,397,284,18,
2021,3,90,"1,175",155,162,43,37,41,61,,37,40,21,19,63,15,73,27,33,11,9,14,,,11,56,27,88,28,58,40,6,
2021,3,100,40,5,5,0,1,0,3,,2,2,1,1,0,1,2,0,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021,4,총,"414,730","14,834","38,224","1,858","1,702","2,205","4,067",,"3,134","24,239","3,767","3,005","29,452","2,202","38,935","14,429","16,774","3,314","3,216","13,239",,,"4,383","30,967","18,822","48,161","16,368","46,423","26,608","4,402",
2021,4,0,"40,337",861,"3,649",43,12,43,64,,68,"1,756",71,73,"2,272",71,"3,742","1,048",819,138,280,"1,675",,,328,"2,776","2,146","4,614",921,"6,698","5,583",586,
2021,4,10,"44,394","1,124","3,915",58,54,112,151,,196,"2,423",97,128,"3,413",124,"4,969","1,582","1,881",170,219,"1,098",,,346,"3,728","2,495","5,944","1,059","6,586","2,304",218,
2021,4,20,"55,856","1,403","4,736",102,100,147,280,,240,"3,379",467,300,"3,830",214,"5,092","1,933","2,688",613,417,"1,877",,,626,"4,673","2,374","7,116","4,217","5,862","2,487",683,
2021,4,30,"64,745","1,256","4,887",83,78,98,212,,179,"3,354",523,252,"3,419",152,"4,973","1,632","1,603",492,533,"2,809",,,694,"4,348","2,941","8,409","4,299","8,540","7,910","1,069",
2021,4,40,"72,787","1,940","5,882",129,139,188,410,,375,"3,844",707,324,"4,911",274,"7,302","2,380","2,671",452,433,"2,153",,,761,"6,065","3,841","9,467","2,776","10,175","4,469",719,
2021,4,50,"69,882","2,919","7,926",359,328,391,814,,616,"4,459",838,592,"5,948",471,"7,134","2,980","3,849",624,630,"2,198",,,818,"6,006","3,144","7,022","1,744","5,345","2,081",646,
2021,4,60,"41,166","2,773","4,455",485,429,519,926,,654,"3,384",649,728,"3,796",533,"3,887","1,898","2,306",483,414,"1,011",,,492,"2,220","1,264","3,577",877,"1,982","1,053",371,
2021,4,70,"16,079","1,452","1,626",301,273,370,654,,462,"1,193",297,413,"1,217",236,"1,240",675,675,241,183,291,,,228,745,404,"1,325",325,778,390,85,
2021,4,80,"8,250",943,980,256,252,296,491,,306,404,95,174,579,111,518,273,247,89,94,112,,,78,349,183,599,119,396,288,18,
2021,4,90,"1,194",158,164,42,36,41,62,,36,41,22,20,67,15,76,27,33,12,10,15,,,11,56,29,87,29,58,41,6,
2021,4,100,40,5,4,0,1,0,3,,2,2,1,1,0,1,2,1,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021,5,총,"414,525","14,782","38,278","1,849","1,692","2,201","4,067",,"3,135","24,232","3,748","2,852","29,418","2,194","38,930","14,388","16,704","3,313","3,225","13,227",,,"4,377","31,008","18,826","48,151","16,399","46,502","26,637","4,390",
2021,5,0,"40,140",851,"3,643",43,12,40,64,,70,"1,749",69,73,"2,263",72,"3,718","1,039",806,141,279,"1,681",,,324,"2,772","2,116","4,594",917,"6,638","5,582",584,
2021,5,10,"44,353","1,132","3,896",57,52,114,150,,194,"2,415",95,119,"3,399",121,"4,964","1,575","1,865",169,223,"1,096",,,345,"3,727","2,503","5,918","1,066","6,616","2,323",219,
2021,5,20,"55,827","1,388","4,742",101,100,143,276,,237,"3,367",476,284,"3,796",210,"5,107","1,915","2,674",607,407,"1,852",,,626,"4,688","2,397","7,132","4,232","5,890","2,493",687,
2021,5,30,"64,505","1,234","4,902",81,73,99,213,,179,"3,365",505,238,"3,383",152,"4,962","1,628","1,597",496,540,"2,795",,,686,"4,353","2,905","8,353","4,308","8,523","7,871","1,064",
2021,5,40,"72,671","1,920","5,856",126,138,191,403,,370,"3,827",704,310,"4,897",271,"7,269","2,365","2,635",456,438,"2,175",,,760,"6,056","3,853","9,496","2,751","10,181","4,501",722,
2021,5,50,"69,903","2,928","7,945",357,319,392,810,,616,"4,453",831,552,"5,955",468,"7,131","2,975","3,840",611,632,"2,192",,,820,"6,016","3,157","7,033","1,763","5,387","2,085",635,
2021,5,60,"41,496","2,766","4,521",487,436,515,933,,655,"3,405",653,696,"3,842",532,"3,936","1,904","2,324",489,415,"1,017",,,496,"2,242","1,276","3,617",890,"2,022","1,059",368,
2021,5,70,"16,119","1,454","1,627",295,271,373,659,,466,"1,196",297,394,"1,233",238,"1,237",686,684,243,185,293,,,228,749,403,"1,317",325,790,392,84,
2021,5,80,"8,267",942,981,259,253,295,494,,309,410,96,163,581,114,524,273,245,89,93,111,,,80,347,186,604,118,395,285,20,
2021,5,90,"1,205",162,162,43,37,39,62,,37,43,21,22,69,15,80,27,32,12,10,15,,,11,57,29,86,27,57,44,6,
2021,5,100,39,5,3,0,1,0,3,,2,2,1,1,0,1,2,1,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021,6,총,"414,284","14,763","38,272","1,852","1,692","2,179","4,040",,"3,097","24,267","3,716","2,757","29,370","2,185","39,013","14,345","16,655","3,279","3,192","13,234",,,"4,369","31,013","18,821","48,115","16,412","46,540","26,709","4,397",
2021,6,0,"39,962",841,"3,634",43,12,39,61,,69,"1,738",64,73,"2,256",68,"3,711","1,027",798,143,280,"1,677",,,324,"2,760","2,091","4,563",906,"6,598","5,601",585,
2021,6,10,"44,341","1,126","3,877",57,52,108,148,,192,"2,411",92,114,"3,386",121,"4,982","1,561","1,863",165,222,"1,097",,,354,"3,721","2,500","5,919","1,065","6,637","2,352",219,
2021,6,20,"55,777","1,389","4,745",101,103,140,274,,239,"3,379",472,267,"3,765",206,"5,111","1,913","2,662",594,398,"1,834",,,622,"4,700","2,411","7,145","4,238","5,904","2,478",687,
2021,6,30,"64,246","1,228","4,903",79,72,98,211,,174,"3,360",504,233,"3,353",148,"4,923","1,615","1,587",506,537,"2,805",,,677,"4,354","2,883","8,294","4,310","8,496","7,834","1,062",
2021,6,40,"72,664","1,916","5,847",124,139,183,397,,343,"3,822",692,304,"4,888",271,"7,308","2,361","2,624",444,431,"2,165",,,764,"6,036","3,873","9,482","2,761","10,208","4,554",727,
2021,6,50,"69,758","2,905","7,923",361,313,391,806,,606,"4,446",831,528,"5,955",466,"7,128","2,944","3,799",608,623,"2,197",,,817,"6,017","3,159","7,037","1,763","5,413","2,092",630,
2021,6,60,"41,870","2,782","4,582",485,437,510,924,,656,"3,445",652,673,"3,870",537,"4,006","1,925","2,356",479,414,"1,038",,,489,"2,275","1,282","3,660",898,"2,040","1,081",374,
2021,6,70,"16,127","1,456","1,617",300,273,375,660,,467,"1,205",290,385,"1,241",239,"1,235",698,685,243,180,293,,,230,743,402,"1,323",327,786,388,86,
2021,6,80,"8,294",953,974,259,254,297,493,,312,417,97,155,589,113,530,272,248,86,94,111,,,81,348,189,604,116,398,284,20,
2021,6,90,"1,205",162,166,43,36,38,63,,37,42,21,24,67,15,77,28,31,11,10,17,,,10,58,30,87,26,57,43,6,
2021,6,100,40,5,4,0,1,0,3,,2,2,1,1,0,1,2,1,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021,7,총,"414,207","14,752","38,273","1,841","1,685","2,188","4,037",,"3,091","24,277",0,0,"29,336","2,191","38,986","14,349","16,665","3,257","3,181","13,198",,,"4,370","31,010","18,838","48,118","16,456","46,550","26,752","4,386","6,420"
2021,7,0,"39,810",839,"3,635",44,12,39,58,,68,"1,750",0,0,"2,241",68,"3,671","1,022",795,140,279,"1,669",,,322,"2,751","2,074","4,535",903,"6,574","5,606",578,137
2021,7,10,"44,311","1,128","3,871",55,51,107,147,,190,"2,412",0,0,"3,370",121,"4,974","1,553","1,857",161,223,"1,092",,,353,"3,705","2,509","5,913","1,067","6,641","2,388",221,202
2021,7,20,"55,617","1,371","4,718",101,100,142,273,,236,"3,361",0,0,"3,737",209,"5,119","1,905","2,647",589,392,"1,820",,,626,"4,699","2,392","7,134","4,256","5,928","2,446",685,731
2021,7,30,"64,049","1,220","4,884",76,70,96,212,,175,"3,357",0,0,"3,349",148,"4,892","1,611","1,600",506,532,"2,794",,,675,"4,347","2,899","8,308","4,298","8,425","7,800","1,049",726
2021,7,40,"72,724","1,911","5,826",123,138,183,402,,339,"3,829",0,0,"4,883",271,"7,317","2,353","2,628",440,434,"2,168",,,761,"6,034","3,873","9,482","2,769","10,245","4,603",732,980
2021,7,50,"69,709","2,904","7,923",355,311,390,795,,597,"4,421",0,0,"5,943",459,"7,124","2,956","3,787",603,618,"2,187",,,820,"6,025","3,173","7,045","1,777","5,425","2,099",628,"1,344"
2021,7,60,"42,236","2,796","4,637",489,436,519,928,,663,"3,476",0,0,"3,899",543,"4,045","1,949","2,373",484,415,"1,051",,,489,"2,303","1,286","3,688",905,"2,065","1,092",379,"1,326"
2021,7,70,"16,200","1,464","1,625",299,274,374,664,,467,"1,207",0,0,"1,255",243,"1,236",700,694,241,180,292,,,232,743,407,"1,324",334,790,391,87,677
2021,7,80,"8,308",950,986,255,256,298,492,,317,422,0,0,592,113,531,272,250,81,95,109,,,81,344,193,602,119,397,284,20,249
2021,7,90,"1,204",163,164,44,36,40,63,,37,41,0,0,67,15,76,27,32,12,10,16,,,10,58,31,85,26,57,42,6,46
2021,7,100,39,6,4,0,1,0,3,,2,1,0,0,0,1,1,1,2,0,3,0,,,1,1,1,2,2,3,1,1,2
2021,8,총,"413,813","14,715","38,228","1,841","1,685","2,184","4,036",,"3,075","24,246",,,"29,331","2,191","39,052","14,274","16,661","3,242","3,166","13,171",,,"4,337","31,021","18,796","48,112","16,436","46,533","26,697","4,395","6,388"
2021,8,0,"39,594",828,"3,630",44,11,38,57,,67,"1,750",,,"2,239",68,"3,667","1,010",789,135,278,"1,658",,,303,"2,745","2,066","4,511",888,"6,516","5,586",582,128
2021,8,10,"44,246","1,124","3,870",55,52,105,144,,188,"2,405",,,"3,365",120,"4,980","1,538","1,842",162,223,"1,093",,,354,"3,695","2,484","5,898","1,063","6,656","2,404",224,202
2021,8,20,"55,381","1,351","4,656",98,100,140,272,,230,"3,350",,,"3,716",208,"5,122","1,877","2,647",582,389,"1,799",,,618,"4,701","2,398","7,153","4,236","5,915","2,410",685,728
2021,8,30,"63,768","1,214","4,878",76,67,97,210,,172,"3,344",,,"3,345",144,"4,883","1,599","1,606",503,530,"2,787",,,662,"4,349","2,867","8,270","4,301","8,359","7,742","1,037",726
2021,8,40,"72,709","1,904","5,817",120,140,178,394,,335,"3,844",,,"4,853",275,"7,330","2,324","2,606",442,431,"2,168",,,757,"6,021","3,867","9,491","2,759","10,292","4,640",746,975
2021,8,50,"69,749","2,896","7,915",358,312,393,795,,590,"4,393",,,"5,964",462,"7,113","2,950","3,798",599,610,"2,190",,,821,"6,037","3,191","7,071","1,782","5,464","2,094",624,"1,327"
2021,8,60,"42,507","2,801","4,667",487,438,519,938,,668,"3,488",,,"3,919",541,"4,109","1,958","2,387",483,413,"1,056",,,496,"2,335","1,288","3,706",922,"2,078","1,098",382,"1,330"
2021,8,70,"16,262","1,471","1,638",305,274,374,666,,468,"1,208",,,"1,265",242,"1,235",717,699,242,184,293,,,234,735,410,"1,323",335,796,392,86,670
2021,8,80,"8,330",950,983,255,253,299,492,,316,425,,,596,115,537,271,252,82,94,109,,,81,346,191,603,123,397,285,22,253
2021,8,90,"1,229",170,171,43,37,41,65,,39,38,,,69,15,75,29,33,12,11,18,,,10,55,33,84,25,58,45,6,47
2021,8,100,38,6,3,0,1,0,3,,2,1,,,0,1,1,1,2,0,3,0,,,1,2,1,2,2,2,1,1,2
2021,9,총,"413,594","14,676","38,162","1,832","1,678","2,172","4,021",,"3,057","24,178",,,"29,226","2,176","39,020","14,221","16,664","3,243","3,165","13,134",,,"4,314","30,996","18,800","48,222","16,543","46,568","26,737","4,427","6,362"
2021,9,0,"39,354",833,"3,608",42,10,36,55,,66,"1,739",,,"2,231",69,"3,634",985,791,136,279,"1,650",,,302,"2,740","2,044","4,492",871,"6,462","5,564",591,124
2021,9,10,"44,221","1,117","3,872",56,52,100,142,,185,"2,386",,,"3,346",116,"4,975","1,537","1,845",160,221,"1,099",,,348,"3,674","2,491","5,898","1,059","6,667","2,451",227,197
2021,9,20,"55,182","1,325","4,596",92,96,134,268,,224,"3,316",,,"3,652",209,"5,082","1,873","2,626",584,384,"1,772",,,609,"4,695","2,397","7,202","4,309","5,945","2,385",684,723
2021,9,30,"63,683","1,211","4,858",75,65,97,206,,169,"3,327",,,"3,321",144,"4,877","1,575","1,608",504,536,"2,774",,,663,"4,348","2,866","8,278","4,351","8,329","7,713","1,054",734
2021,9,40,"72,601","1,891","5,810",121,135,178,388,,333,"3,836",,,"4,833",267,"7,339","2,308","2,610",443,429,"2,159",,,748,"5,989","3,854","9,493","2,758","10,272","4,693",748,966
2021,9,50,"69,856","2,886","7,908",353,312,386,794,,587,"4,386",,,"5,950",460,"7,129","2,949","3,797",594,612,"2,195",,,824,"6,053","3,209","7,103","1,795","5,528","2,109",618,"1,319"
2021,9,60,"42,750","2,813","4,706",490,441,526,939,,671,"3,496",,,"3,959",542,"4,127","1,966","2,402",487,411,"1,061",,,495,"2,351","1,303","3,726",919,"2,103","1,102",387,"1,327"
2021,9,70,"16,318","1,477","1,649",309,273,371,665,,463,"1,215",,,"1,268",241,"1,238",730,697,245,185,296,,,232,737,407,"1,335",333,805,391,89,667
2021,9,80,"8,350",945,984,249,253,299,496,,316,437,,,598,112,543,270,254,79,94,110,,,81,348,194,606,121,399,282,22,258
2021,9,90,"1,241",172,168,45,40,45,65,,41,39,,,68,15,75,27,32,11,11,18,,,11,58,34,88,25,56,46,6,45
2021,9,100,38,6,3,0,1,0,3,,2,1,,,0,1,1,1,2,0,3,0,,,1,3,1,1,2,2,1,1,2
2021,10,총,"413,366","14,685","38,138","1,831","1,681","2,179","4,016",,"3,050","24,126",,,"29,226","2,173","39,001","14,210","16,628","3,253","3,152","13,126",,,"4,300","31,025","18,781","48,138","16,593","46,488","26,784","4,444","6,338"
2021,10,0,"39,134",830,"3,574",43,10,34,52,,66,"1,737",,,"2,233",68,"3,603",970,792,135,277,"1,642",,,297,"2,727","2,037","4,438",861,"6,407","5,586",594,121
2021,10,10,"44,180","1,114","3,878",56,52,100,143,,188,"2,384",,,"3,320",113,"4,978","1,538","1,830",166,218,"1,090",,,347,"3,672","2,481","5,885","1,054","6,675","2,478",225,195
2021,10,20,"54,997","1,336","4,571",93,97,132,272,,225,"3,260",,,"3,655",208,"5,098","1,868","2,617",581,380,"1,767",,,607,"4,692","2,388","7,165","4,326","5,915","2,342",693,709
2021,10,30,"63,468","1,204","4,824",71,64,95,204,,163,"3,312",,,"3,319",144,"4,857","1,569","1,616",507,545,"2,767",,,660,"4,340","2,855","8,240","4,359","8,276","7,700","1,050",727
2021,10,40,"72,583","1,895","5,813",121,135,183,383,,333,"3,834",,,"4,817",269,"7,337","2,288","2,588",444,417,"2,153",,,746,"5,999","3,856","9,491","2,768","10,275","4,736",745,957
2021,10,50,"69,979","2,880","7,929",351,314,387,793,,583,"4,392",,,"5,959",453,"7,121","2,960","3,780",596,610,"2,211",,,826,"6,070","3,203","7,132","1,810","5,550","2,119",626,"1,324"
2021,10,60,"42,982","2,819","4,739",497,441,531,937,,672,"3,505",,,"3,972",547,"4,147","1,982","2,413",488,414,"1,070",,,493,"2,379","1,317","3,741",931,"2,118","1,104",391,"1,334"
2021,10,70,"16,383","1,485","1,654",306,271,365,667,,461,"1,212",,,"1,284",242,"1,240",738,706,247,185,297,,,230,739,415,"1,351",334,813,390,90,661
2021,10,80,"8,384",944,983,247,256,307,495,,317,451,,,598,112,543,269,255,78,93,112,,,82,347,193,607,123,403,282,23,264
2021,10,90,"1,238",172,169,46,40,45,67,,40,39,,,69,16,76,27,29,11,10,17,,,11,57,35,87,25,54,46,6,44
2021,10,100,38,6,4,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,3,1,1,2,2,1,1,2
2021,11,총,"413,164","14,657","38,176","1,835","1,682","2,174","4,004",,"3,045","24,136",,,"29,193","2,161","38,998","14,180","16,609","3,263","3,112","13,141",,,"4,269","30,994","18,802","48,098","16,617","46,451","26,836","4,422","6,309"
2021,11,0,"38,906",824,"3,555",42,10,33,53,,61,"1,726",,,"2,217",68,"3,588",959,792,134,270,"1,638",,,284,"2,704","2,025","4,409",856,"6,371","5,580",586,121
2021,11,10,"44,214","1,114","3,899",56,50,101,139,,186,"2,390",,,"3,319",107,"4,988","1,534","1,831",167,211,"1,098",,,351,"3,659","2,487","5,877","1,051","6,669","2,506",228,196
2021,11,20,"54,775","1,331","4,527",89,96,128,276,,224,"3,249",,,"3,636",212,"5,091","1,856","2,597",579,377,"1,761",,,611,"4,706","2,369","7,125","4,299","5,901","2,338",688,709
2021,11,30,"63,286","1,202","4,834",70,64,97,207,,158,"3,312",,,"3,301",143,"4,835","1,545","1,631",517,530,"2,759",,,641,"4,319","2,868","8,218","4,396","8,233","7,645","1,046",715
2021,11,40,"72,688","1,881","5,834",123,129,178,379,,331,"3,851",,,"4,807",266,"7,318","2,289","2,560",441,419,"2,174",,,742,"5,984","3,868","9,518","2,775","10,314","4,812",744,951
2021,11,50,"70,037","2,876","7,934",352,320,391,788,,583,"4,394",,,"5,963",450,"7,138","2,963","3,788",595,605,"2,199",,,812,"6,085","3,215","7,128","1,823","5,569","2,120",623,"1,323"
2021,11,60,"43,162","2,829","4,775",499,443,523,928,,677,"3,508",,,"3,988",545,"4,178","1,988","2,416",495,414,"1,086",,,508,"2,387","1,324","3,766",939,"2,117","1,109",389,"1,331"
2021,11,70,"16,406","1,476","1,658",306,273,366,666,,464,"1,222",,,"1,289",240,"1,236",741,711,247,181,294,,,226,742,419,"1,361",327,821,394,89,657
2021,11,80,"8,411",943,992,250,256,312,494,,318,446,,,600,114,549,277,250,77,93,115,,,83,350,192,608,125,401,282,23,261
2021,11,90,"1,244",175,164,48,40,45,71,,41,38,,,73,14,76,27,31,11,9,17,,,10,56,34,87,25,53,49,6,44
2021,11,100,35,6,4,0,1,0,3,,2,0,,,0,2,1,1,2,0,3,0,,,1,2,1,1,1,2,1,0,1
2021,12,총,"412,581","14,623","38,162","1,829","1,687","2,167","3,997",,"3,037","24,087",,,"29,123","2,151","38,893","14,174","16,583","3,254","3,104","13,141",,,"4,279","30,997","18,772","48,057","16,609","46,262","26,902","4,415","6,276"
2021,12,0,"38,692",814,"3,546",42,11,32,57,,66,"1,722",,,"2,197",68,"3,557",957,785,144,269,"1,630",,,277,"2,694","2,015","4,390",836,"6,294","5,585",586,118
2021,12,10,"44,170","1,102","3,886",55,50,101,139,,188,"2,384",,,"3,318",107,"4,962","1,538","1,825",162,211,"1,099",,,356,"3,657","2,486","5,886","1,043","6,664","2,529",225,197
2021,12,20,"54,463","1,344","4,501",90,96,127,275,,221,"3,204",,,"3,621",214,"5,081","1,835","2,585",574,375,"1,753",,,615,"4,680","2,353","7,084","4,274","5,853","2,315",686,707
2021,12,30,"62,965","1,189","4,818",70,67,99,201,,155,"3,297",,,"3,259",140,"4,799","1,560","1,623",516,530,"2,739",,,643,"4,317","2,840","8,174","4,405","8,146","7,626","1,047",705
2021,12,40,"72,728","1,868","5,836",121,130,173,376,,331,"3,857",,,"4,817",262,"7,301","2,282","2,552",435,419,"2,196",,,744,"5,962","3,871","9,539","2,796","10,312","4,875",739,934
2021,12,50,"70,065","2,880","7,920",348,320,386,783,,582,"4,393",,,"5,945",444,"7,125","2,976","3,777",593,602,"2,203",,,812,"6,114","3,223","7,144","1,842","5,585","2,124",625,"1,319"
2021,12,60,"43,315","2,828","4,816",498,443,524,935,,680,"3,501",,,"3,989",547,"4,205","1,981","2,437",495,412,"1,089",,,508,"2,408","1,337","3,767",941,"2,132","1,119",389,"1,334"
2021,12,70,"16,494","1,473","1,675",306,276,365,661,,459,"1,243",,,"1,302",238,"1,238",740,720,246,181,301,,,230,756,418,"1,375",327,823,396,90,655
2021,12,80,"8,411",949,994,250,256,316,494,,311,447,,,605,114,545,277,248,78,94,114,,,83,351,195,607,120,396,282,23,262
