년도,월,나이,전라남도,목포시,여수시,순천시,나주시,광양시,담양군,곡성군,구례군,고흥군,보성군,화순군,장흥군,강진군,해남군,영암군,무안군,함평군,영광군,장성군,완도군,진도군,신안군
2021,1,40,"138,677","19,207","22,127","21,329","9,216","12,202","3,032","1,681","1,575","3,660","2,381","4,286","2,270","2,084","4,523","4,397","7,254","2,067","3,680","3,134","3,608","2,101","2,863"
2021,1,50,"168,176","18,234","25,437","24,901","9,431","15,860","4,501","2,699","2,543","5,660","3,723","6,155","3,421","3,035","6,393","5,378","7,088","3,209","4,704","4,268","4,481","2,796","4,259"
2021,1,60,"137,960","13,843","20,357","17,381","8,255","8,980","4,303","2,633","2,339","6,354","3,855","4,989","3,319","3,111","6,198","4,165","5,485","3,090","4,264","3,837","4,309","2,685","4,208"
2021,1,70,"84,561","7,821","11,228","8,532","5,028","3,660","2,833","1,810","1,622","4,962","2,842","3,107","2,298","2,242","4,341","2,659","3,549","2,152","3,086","2,611","3,281","2,022","2,875"
2021,1,80,"34,718","2,412","3,589","3,305","1,998","1,481","1,256",997,812,"2,333","1,489","1,448","1,211","1,092","1,864","1,265","1,278","1,020","1,232","1,195","1,401",863,"1,177"
2021,1,90,"3,238",198,291,319,213,126,139,95,84,271,157,149,127,103,156,100,98,114,107,124,106,68,93
2021,1,100,122,16,17,8,11,5,3,3,3,7,6,3,4,4,1,8,6,2,3,4,3,0,5
2021,2,총,"929,889","110,972","142,979","140,880","58,542","78,778","23,627","13,675","12,397","31,004","19,650","30,888","18,270","16,667","33,876","27,599","43,952","16,006","26,399","22,774","25,033","15,181","20,740"
2021,2,0,"66,530","9,202","10,462","11,943","5,158","6,674","1,190",547,558,"1,292",900,"1,751","1,000",858,"1,962","1,753","4,106",703,"1,909","1,392","1,598",799,773
2021,2,10,"86,371","12,442","13,668","15,703","4,924","8,203","1,569","1,024",946,"2,031","1,315","2,944","1,455","1,289","2,690","2,347","4,774","1,075","2,165","1,725","1,879","1,148","1,055"
2021,2,20,"111,414","14,575","19,118","20,347","6,585","11,633","2,847","1,249","1,039","2,431","1,670","3,673","1,726","1,605","3,114","2,943","4,832","1,470","2,758","2,482","2,186","1,484","1,647"
2021,2,30,"97,106","13,004","16,513","16,988","7,583","9,820","1,919",919,880,"1,984","1,321","2,365","1,433","1,223","2,614","2,548","5,361","1,113","2,478","1,957","2,155","1,223","1,705"
2021,2,40,"138,583","19,151","22,151","21,321","9,270","12,187","3,020","1,670","1,557","3,648","2,362","4,252","2,263","2,088","4,504","4,384","7,316","2,050","3,652","3,136","3,617","2,091","2,893"
2021,2,50,"168,307","18,241","25,489","24,865","9,448","15,917","4,498","2,698","2,537","5,666","3,723","6,167","3,417","3,023","6,388","5,389","7,099","3,192","4,729","4,266","4,493","2,783","4,279"
2021,2,60,"138,566","13,888","20,376","17,480","8,298","9,052","4,344","2,656","2,344","6,361","3,873","5,032","3,326","3,127","6,211","4,187","5,520","3,115","4,272","3,870","4,307","2,703","4,224"
2021,2,70,"84,582","7,805","11,262","8,551","5,040","3,666","2,821","1,810","1,630","4,965","2,829","3,100","2,303","2,244","4,354","2,671","3,549","2,140","3,083","2,612","3,272","2,010","2,865"
2021,2,80,"35,010","2,436","3,625","3,354","2,008","1,488","1,277","1,001",822,"2,349","1,494","1,452","1,213","1,101","1,877","1,265","1,290","1,031","1,240","1,206","1,413",870,"1,198"
2021,2,90,"3,297",212,298,320,217,133,139,98,81,271,156,149,130,104,161,104,99,115,110,124,110,70,96
2021,2,100,123,16,17,8,11,5,3,3,3,6,7,3,4,5,1,8,6,2,3,4,3,0,5
2021,3,총,"927,884","110,341","142,785","140,755","58,516","78,670","23,599","13,648","12,376","30,898","19,585","30,820","18,134","16,605","33,755","27,581","44,133","15,939","26,333","22,652","24,995","15,100","20,664"
2021,3,0,"66,099","9,082","10,383","11,889","5,148","6,652","1,170",536,552,"1,281",889,"1,739",980,843,"1,950","1,729","4,150",693,"1,901","1,369","1,588",796,779
2021,3,10,"86,006","12,391","13,627","15,615","4,954","8,177","1,556","1,013",933,"2,021","1,303","2,918","1,448","1,280","2,663","2,335","4,764","1,102","2,160","1,721","1,868","1,116","1,041"
2021,3,20,"111,245","14,552","19,076","20,349","6,585","11,620","2,830","1,241","1,037","2,389","1,662","3,674","1,715","1,595","3,106","2,958","4,841","1,456","2,775","2,463","2,202","1,493","1,626"
2021,3,30,"96,542","12,863","16,412","16,946","7,577","9,789","1,902",902,881,"1,958","1,308","2,338","1,408","1,215","2,591","2,529","5,421","1,080","2,470","1,919","2,142","1,191","1,700"
2021,3,40,"137,910","19,002","22,106","21,272","9,237","12,113","3,021","1,659","1,537","3,613","2,355","4,227","2,225","2,066","4,475","4,377","7,337","2,022","3,628","3,109","3,580","2,077","2,872"
2021,3,50,"167,901","18,140","25,434","24,847","9,445","15,918","4,489","2,705","2,527","5,642","3,709","6,131","3,395","3,019","6,351","5,387","7,115","3,177","4,692","4,254","4,505","2,781","4,238"
2021,3,60,"139,161","13,867","20,449","17,565","8,301","9,104","4,397","2,674","2,363","6,384","3,873","5,075","3,315","3,140","6,244","4,221","5,584","3,131","4,298","3,894","4,311","2,711","4,260"
2021,3,70,"84,444","7,789","11,325","8,568","5,018","3,674","2,821","1,809","1,628","4,943","2,813","3,098","2,304","2,235","4,334","2,671","3,522","2,131","3,055","2,593","3,266","1,998","2,849"
2021,3,80,"35,212","2,441","3,657","3,381","2,032","1,488","1,277","1,004",836,"2,383","1,509","1,466","1,216","1,105","1,888","1,265","1,299","1,029","1,244","1,203","1,419",868,"1,202"
2021,3,90,"3,282",208,299,316,214,133,136,101,80,278,158,151,125,102,153,105,97,116,110,126,112,69,93
2021,3,100,82,6,17,7,5,2,0,4,2,6,6,3,3,5,0,4,3,2,0,1,2,0,4
2021,4,총,"927,667","110,217","142,638","140,756","58,605","78,627","23,627","13,674","12,360","30,867","19,592","30,841","18,088","16,602","33,735","27,586","44,252","15,934","26,299","22,627","24,960","15,101","20,679"
2021,4,0,"65,770","9,022","10,324","11,839","5,163","6,626","1,164",535,543,"1,274",878,"1,737",966,842,"1,942","1,710","4,139",687,"1,873","1,362","1,573",795,776
2021,4,10,"85,729","12,350","13,560","15,564","4,944","8,173","1,556","1,007",932,"2,019","1,301","2,903","1,424","1,268","2,651","2,334","4,754","1,103","2,169","1,710","1,856","1,116","1,035"
2021,4,20,"111,168","14,556","19,048","20,359","6,567","11,583","2,825","1,254","1,035","2,366","1,668","3,678","1,709","1,603","3,098","2,952","4,869","1,448","2,766","2,461","2,209","1,487","1,627"
2021,4,30,"96,318","12,791","16,370","16,938","7,608","9,765","1,892",901,873,"1,935","1,304","2,337","1,411","1,213","2,597","2,507","5,437","1,077","2,478","1,902","2,115","1,185","1,682"
2021,4,40,"137,655","19,008","22,042","21,265","9,230","12,091","3,021","1,656","1,528","3,597","2,348","4,203","2,203","2,053","4,451","4,383","7,353","2,020","3,590","3,090","3,579","2,069","2,875"
2021,4,50,"167,869","18,100","25,463","24,820","9,477","15,905","4,492","2,705","2,522","5,637","3,709","6,139","3,397","3,015","6,340","5,398","7,138","3,142","4,702","4,251","4,498","2,780","4,239"
2021,4,60,"139,935","13,935","20,504","17,653","8,334","9,168","4,435","2,686","2,387","6,422","3,891","5,124","3,321","3,166","6,281","4,255","5,627","3,174","4,316","3,920","4,326","2,739","4,271"
2021,4,70,"84,394","7,783","11,334","8,575","5,027","3,689","2,824","1,811","1,615","4,935","2,814","3,097","2,303","2,220","4,319","2,666","3,522","2,124","3,040","2,589","3,271","1,986","2,850"
2021,4,80,"35,458","2,453","3,672","3,421","2,038","1,491","1,285","1,011",839,"2,402","1,518","1,464","1,225","1,115","1,901","1,273","1,310","1,045","1,255","1,217","1,420",878,"1,225"
2021,4,90,"3,292",213,304,315,212,134,133,104,84,274,155,156,126,102,155,105,100,114,110,124,111,66,95
2021,4,100,79,6,17,7,5,2,0,4,2,6,6,3,3,5,0,3,3,0,0,1,2,0,4
2021,5,총,"927,074","110,120","142,379","140,637","58,714","78,631","23,648","13,720","12,311","30,819","19,498","30,786","18,032","16,582","33,705","27,608","44,409","15,927","26,288","22,601","24,899","15,089","20,671"
2021,5,0,"65,508","8,963","10,290","11,794","5,165","6,616","1,162",526,530,"1,278",874,"1,723",956,833,"1,937","1,696","4,135",679,"1,886","1,347","1,555",789,774
2021,5,10,"85,570","12,306","13,493","15,545","4,946","8,166","1,562","1,051",927,"2,007","1,299","2,877","1,423","1,268","2,643","2,337","4,773","1,098","2,160","1,695","1,850","1,110","1,034"
2021,5,20,"110,985","14,540","19,054","20,316","6,559","11,544","2,796","1,261","1,035","2,366","1,650","3,662","1,696","1,594","3,101","2,949","4,902","1,438","2,750","2,459","2,207","1,483","1,623"
2021,5,30,"95,917","12,754","16,287","16,906","7,623","9,753","1,897",892,852,"1,922","1,287","2,327","1,387","1,201","2,574","2,486","5,430","1,070","2,447","1,892","2,098","1,167","1,665"
2021,5,40,"136,838","18,920","21,871","21,143","9,218","12,053","3,004","1,636","1,517","3,553","2,325","4,155","2,184","2,032","4,406","4,355","7,380","1,996","3,581","3,060","3,552","2,064","2,833"
2021,5,50,"168,207","18,146","25,499","24,839","9,513","15,902","4,512","2,718","2,526","5,636","3,686","6,158","3,396","3,030","6,350","5,442","7,158","3,159","4,716","4,273","4,496","2,792","4,260"
2021,5,60,"140,481","13,997","20,521","17,726","8,371","9,267","4,479","2,710","2,391","6,417","3,889","5,148","3,327","3,180","6,307","4,277","5,656","3,194","4,332","3,936","4,329","2,742","4,285"
2021,5,70,"84,518","7,804","11,358","8,604","5,049","3,703","2,812","1,802","1,613","4,949","2,814","3,100","2,301","2,217","4,319","2,677","3,547","2,117","3,031","2,591","3,263","1,991","2,856"
2021,5,80,"35,674","2,473","3,698","3,439","2,055","1,488","1,291","1,016",835,"2,413","1,515","1,477","1,233","1,121","1,907","1,278","1,325","1,059","1,275","1,226","1,430",879,"1,241"
2021,5,90,"3,308",212,298,319,210,137,133,104,83,272,155,156,126,100,161,109,100,117,110,121,117,72,96
2021,5,100,68,5,10,6,5,2,0,4,2,6,4,3,3,6,0,2,3,0,0,1,2,0,4
2021,6,총,"926,398","109,995","142,137","140,664","58,762","78,601","23,607","13,697","12,304","30,813","19,462","30,733","18,009","16,581","33,683","27,555","44,566","15,889","26,217","22,524","24,895","15,052","20,652"
2021,6,0,"65,169","8,897","10,226","11,759","5,162","6,590","1,147",519,527,"1,262",863,"1,704",949,833,"1,914","1,685","4,136",663,"1,887","1,334","1,556",792,764
2021,6,10,"85,428","12,285","13,467","15,474","4,950","8,181","1,567","1,050",936,"2,007","1,304","2,877","1,412","1,264","2,639","2,320","4,780","1,096","2,150","1,690","1,843","1,105","1,031"
2021,6,20,"110,693","14,511","18,993","20,278","6,540","11,513","2,785","1,268","1,038","2,361","1,634","3,643","1,693","1,592","3,117","2,932","4,922","1,428","2,725","2,420","2,214","1,466","1,620"
2021,6,30,"95,564","12,686","16,194","16,929","7,615","9,702","1,886",874,836,"1,924","1,283","2,316","1,371","1,193","2,560","2,475","5,470","1,047","2,441","1,886","2,075","1,157","1,644"
2021,6,40,"136,627","18,898","21,860","21,152","9,219","12,016","3,005","1,629","1,511","3,546","2,308","4,135","2,175","2,015","4,386","4,351","7,388","1,998","3,572","3,033","3,568","2,045","2,817"
2021,6,50,"167,868","18,143","25,418","24,800","9,522","15,911","4,501","2,694","2,521","5,629","3,661","6,126","3,397","3,029","6,331","5,416","7,160","3,137","4,679","4,263","4,479","2,797","4,254"
2021,6,60,"141,267","14,053","20,586","17,877","8,428","9,330","4,493","2,740","2,398","6,423","3,912","5,195","3,339","3,201","6,339","4,314","5,722","3,222","4,334","3,960","4,342","2,745","4,314"
2021,6,70,"84,573","7,811","11,378","8,614","5,042","3,727","2,793","1,803","1,605","4,958","2,819","3,100","2,296","2,220","4,330","2,676","3,559","2,118","3,033","2,579","3,266","1,982","2,864"
2021,6,80,"35,828","2,494","3,706","3,449","2,071","1,487","1,295","1,013",847,"2,428","1,518","1,479","1,248","1,127","1,908","1,275","1,326","1,064","1,287","1,239","1,432",893,"1,242"
2021,6,90,"3,319",212,302,326,208,142,135,104,83,270,157,155,126,101,159,109,100,116,109,119,118,70,98
2021,6,100,62,5,7,6,5,2,0,3,2,5,3,3,3,6,0,2,3,0,0,1,2,0,4
2021,7,총,"925,751","109,762","141,900","140,682","58,823","78,693","23,553","13,660","12,260","30,749","19,430","30,722","17,978","16,570","33,608","27,567","44,817","15,835","26,195","22,457","24,836","15,021","20,633"
2021,7,0,"64,847","8,808","10,181","11,714","5,165","6,586","1,127",519,511,"1,254",852,"1,695",952,814,"1,900","1,671","4,162",653,"1,869","1,313","1,548",787,766
2021,7,10,"85,212","12,242","13,400","15,460","4,965","8,165","1,559","1,040",931,"1,986","1,304","2,882","1,400","1,263","2,623","2,316","4,796","1,098","2,148","1,671","1,834","1,097","1,032"
2021,7,20,"110,375","14,480","18,928","20,191","6,522","11,484","2,767","1,255","1,038","2,359","1,634","3,612","1,683","1,591","3,111","2,921","4,972","1,394","2,721","2,418","2,219","1,463","1,612"
2021,7,30,"95,322","12,557","16,156","16,990","7,614","9,729","1,867",870,820,"1,895","1,282","2,334","1,375","1,199","2,539","2,455","5,501","1,033","2,429","1,872","2,035","1,143","1,627"
2021,7,40,"136,216","18,858","21,755","21,114","9,225","12,007","2,984","1,634","1,497","3,527","2,289","4,119","2,157","1,995","4,332","4,347","7,429","1,990","3,550","3,023","3,554","2,024","2,806"
2021,7,50,"167,880","18,191","25,377","24,790","9,505","15,930","4,521","2,678","2,515","5,614","3,648","6,116","3,393","3,036","6,343","5,439","7,219","3,137","4,672","4,246","4,473","2,797","4,240"
2021,7,60,"141,824","14,070","20,633","17,970","8,493","9,397","4,486","2,748","2,404","6,450","3,925","5,231","3,351","3,216","6,333","4,363","5,745","3,232","4,367","3,982","4,346","2,757","4,325"
2021,7,70,"84,667","7,832","11,431","8,650","5,033","3,752","2,804","1,794","1,611","4,946","2,811","3,093","2,291","2,221","4,344","2,662","3,553","2,115","3,030","2,570","3,265","1,980","2,879"
2021,7,80,"36,027","2,510","3,725","3,466","2,086","1,500","1,303","1,019",849,"2,440","1,529","1,482","1,246","1,123","1,928","1,283","1,340","1,067","1,300","1,244","1,441",903,"1,243"
2021,7,90,"3,316",208,307,331,209,141,135,100,81,273,153,155,127,106,155,108,97,116,109,117,119,70,99
2021,7,100,65,6,7,6,6,2,0,3,3,5,3,3,3,6,0,2,3,0,0,1,2,0,4
2021,8,총,"924,912","109,535","141,667","140,664","58,844","78,647","23,497","13,619","12,241","30,683","19,387","30,870","17,931","16,514","33,556","27,504","45,064","15,815","26,129","22,394","24,757","14,992","20,602"
2021,8,0,"64,481","8,729","10,102","11,692","5,172","6,541","1,125",519,513,"1,236",844,"1,695",939,797,"1,881","1,656","4,170",646,"1,858","1,296","1,530",786,754
2021,8,10,"85,027","12,191","13,354","15,404","4,961","8,171","1,551","1,030",936,"1,983","1,299","2,889","1,403","1,252","2,599","2,298","4,845","1,096","2,138","1,675","1,831","1,098","1,023"
2021,8,20,"110,045","14,423","18,903","20,160","6,499","11,433","2,751","1,241","1,036","2,337","1,625","3,631","1,663","1,571","3,116","2,913","5,003","1,398","2,707","2,369","2,195","1,458","1,613"
2021,8,30,"94,956","12,465","16,054","17,025","7,578","9,709","1,846",862,811,"1,888","1,254","2,369","1,372","1,191","2,512","2,434","5,536","1,023","2,402","1,869","2,011","1,130","1,615"
2021,8,40,"135,745","18,788","21,664","21,052","9,249","11,981","2,957","1,614","1,477","3,507","2,285","4,109","2,143","1,979","4,317","4,350","7,479","1,973","3,518","2,990","3,533","2,006","2,774"
2021,8,50,"167,965","18,203","25,367","24,790","9,501","15,948","4,531","2,688","2,519","5,611","3,642","6,146","3,389","3,041","6,353","5,411","7,249","3,131","4,672","4,251","4,470","2,798","4,254"
2021,8,60,"142,359","14,138","20,686","18,056","8,535","9,447","4,498","2,744","2,405","6,451","3,946","5,280","3,345","3,233","6,343","4,384","5,767","3,246","4,390","4,019","4,348","2,767","4,331"
2021,8,70,"84,719","7,844","11,462","8,669","5,033","3,763","2,795","1,793","1,607","4,943","2,806","3,096","2,293","2,210","4,339","2,660","3,566","2,116","3,039","2,555","3,270","1,973","2,887"
2021,8,80,"36,205","2,539","3,765","3,481","2,096","1,512","1,306","1,024",853,"2,448","1,528","1,493","1,254","1,127","1,935","1,287","1,345","1,071","1,293","1,253","1,444",902,"1,249"
2021,8,90,"3,341",209,303,329,214,140,136,101,81,274,155,159,125,106,161,109,101,115,112,116,123,74,98
2021,8,100,69,6,7,6,6,2,1,3,3,5,3,3,5,7,0,2,3,0,0,1,2,0,4
2021,9,총,"923,651","109,300","141,439","140,731","58,833","78,399","23,432","13,578","12,223","30,600","19,329","30,932","17,856","16,460","33,463","27,484","45,280","15,801","26,032","22,326","24,677","14,931","20,545"
2021,9,0,"64,175","8,647","10,073","11,674","5,158","6,497","1,099",521,506,"1,221",835,"1,696",926,783,"1,868","1,648","4,194",644,"1,848","1,280","1,531",778,748
2021,9,10,"84,813","12,178","13,298","15,360","4,953","8,152","1,546","1,017",936,"1,976","1,293","2,891","1,400","1,261","2,584","2,278","4,866","1,100","2,114","1,670","1,827","1,092","1,021"
2021,9,20,"109,209","14,378","18,783","20,139","6,465","11,287","2,697","1,217","1,031","2,303","1,614","3,604","1,629","1,543","3,068","2,904","5,025","1,387","2,667","2,321","2,149","1,430","1,568"
2021,9,30,"94,650","12,382","16,025","17,046","7,564","9,658","1,831",857,794,"1,871","1,247","2,385","1,358","1,186","2,506","2,419","5,587",999,"2,387","1,858","1,986","1,110","1,594"
2021,9,40,"135,195","18,719","21,549","21,023","9,249","11,935","2,933","1,618","1,473","3,475","2,259","4,083","2,134","1,966","4,284","4,346","7,480","1,975","3,480","2,962","3,515","1,985","2,752"
2021,9,50,"168,116","18,207","25,362","24,828","9,515","15,948","4,546","2,679","2,513","5,610","3,644","6,177","3,393","3,035","6,347","5,400","7,311","3,133","4,696","4,270","4,447","2,797","4,258"
2021,9,60,"142,820","14,159","20,743","18,116","8,561","9,481","4,535","2,743","2,426","6,465","3,946","5,312","3,337","3,234","6,358","4,420","5,797","3,250","4,400","4,038","4,365","2,784","4,350"
2021,9,70,"84,828","7,862","11,499","8,700","5,036","3,786","2,786","1,790","1,600","4,940","2,790","3,125","2,293","2,207","4,348","2,654","3,567","2,115","3,027","2,550","3,281","1,971","2,901"
2021,9,80,"36,416","2,557","3,800","3,509","2,111","1,516","1,317","1,027",860,"2,460","1,544","1,500","1,254","1,130","1,938","1,300","1,344","1,081","1,303","1,260","1,449",910,"1,246"
2021,9,90,"3,358",205,300,330,215,137,140,106,81,274,153,156,127,108,162,113,106,117,110,116,125,74,103
2021,9,100,71,6,7,6,6,2,2,3,3,5,4,3,5,7,0,2,3,0,0,1,2,0,4
2021,10,총,"923,037","109,103","141,225","140,625","58,861","78,423","23,427","13,565","12,237","30,606","19,314","30,920","17,854","16,418","33,386","27,495","45,431","15,785","26,039","22,282","24,606","14,920","20,515"
2021,10,0,"63,759","8,570","10,010","11,627","5,131","6,457","1,079",518,502,"1,216",823,"1,667",924,777,"1,841","1,642","4,208",635,"1,843","1,264","1,515",769,741
2021,10,10,"84,670","12,177","13,258","15,327","4,957","8,121","1,549","1,011",933,"1,984","1,284","2,893","1,393","1,250","2,565","2,274","4,883","1,090","2,099","1,671","1,832","1,103","1,016"
2021,10,20,"108,946","14,279","18,721","20,096","6,462","11,276","2,692","1,209","1,037","2,288","1,609","3,599","1,630","1,536","3,076","2,899","5,041","1,390","2,681","2,321","2,121","1,419","1,564"
2021,10,30,"94,367","12,313","15,969","17,002","7,540","9,673","1,810",858,789,"1,877","1,241","2,411","1,354","1,177","2,469","2,398","5,618",997,"2,378","1,845","1,973","1,110","1,565"
2021,10,40,"134,765","18,672","21,482","20,949","9,249","11,938","2,920","1,616","1,457","3,459","2,232","4,060","2,121","1,962","4,258","4,337","7,485","1,956","3,471","2,929","3,497","1,976","2,739"
2021,10,50,"168,244","18,204","25,345","24,849","9,525","15,962","4,559","2,667","2,531","5,617","3,665","6,174","3,392","3,026","6,350","5,405","7,364","3,142","4,690","4,276","4,435","2,800","4,266"
2021,10,60,"143,325","14,192","20,766","18,204","8,616","9,519","4,565","2,759","2,429","6,485","3,966","5,343","3,354","3,232","6,380","4,470","5,798","3,255","4,416","4,048","4,369","2,792","4,367"
2021,10,70,"84,976","7,918","11,541","8,717","5,035","3,816","2,794","1,792","1,607","4,940","2,788","3,111","2,299","2,208","4,336","2,655","3,577","2,113","3,033","2,548","3,287","1,964","2,897"
2021,10,80,"36,562","2,571","3,830","3,513","2,121","1,524","1,319","1,027",868,"2,462","1,544","1,503","1,255","1,139","1,948","1,300","1,351","1,089","1,315","1,264","1,451",913,"1,255"
2021,10,90,"3,360",201,299,336,219,136,138,105,81,273,158,156,127,106,163,114,104,118,113,114,124,74,101
2021,10,100,63,6,4,5,6,1,2,3,3,5,4,3,5,5,0,1,2,0,0,2,2,0,4
2021,11,총,"922,677","108,916","141,051","140,550","58,889","78,624","23,432","13,557","12,253","30,566","19,264","30,908","17,821","16,370","33,346","27,488","45,682","15,776","25,979","22,272","24,537","14,925","20,471"
2021,11,0,"63,393","8,508","9,940","11,583","5,093","6,442","1,074",512,499,"1,203",810,"1,661",909,766,"1,832","1,632","4,219",632,"1,830","1,251","1,504",765,728
2021,11,10,"84,587","12,182","13,237","15,321","4,962","8,140","1,534","1,007",927,"1,986","1,279","2,880","1,397","1,238","2,559","2,271","4,909","1,087","2,083","1,658","1,826","1,098","1,006"
2021,11,20,"108,753","14,233","18,618","20,047","6,459","11,295","2,692","1,207","1,050","2,280","1,605","3,596","1,627","1,544","3,058","2,883","5,094","1,386","2,676","2,334","2,100","1,420","1,549"
2021,11,30,"94,103","12,206","15,909","16,959","7,535","9,700","1,827",856,779,"1,856","1,234","2,408","1,339","1,165","2,469","2,405","5,644",987,"2,359","1,829","1,966","1,110","1,561"
2021,11,40,"134,570","18,607","21,425","20,924","9,247","12,003","2,908","1,612","1,451","3,457","2,208","4,043","2,124","1,947","4,239","4,311","7,557","1,941","3,460","2,939","3,471","1,974","2,722"
2021,11,50,"168,310","18,245","25,346","24,848","9,545","15,973","4,560","2,656","2,532","5,606","3,656","6,186","3,388","3,016","6,350","5,416","7,389","3,148","4,700","4,265","4,434","2,801","4,250"
2021,11,60,"143,731","14,193","20,820","18,251","8,630","9,582","4,567","2,780","2,449","6,493","3,973","5,364","3,341","3,247","6,396","4,492","5,813","3,274","4,423","4,064","4,371","2,810","4,398"
2021,11,70,"85,106","7,939","11,609","8,759","5,045","3,828","2,802","1,789","1,619","4,947","2,781","3,098","2,316","2,207","4,329","2,653","3,604","2,103","3,014","2,546","3,276","1,957","2,885"
2021,11,80,"36,693","2,599","3,841","3,520","2,150","1,522","1,323","1,030",865,"2,461","1,553","1,509","1,248","1,127","1,954","1,308","1,352","1,099","1,319","1,270","1,462",917,"1,264"
2021,11,90,"3,377",200,303,336,217,138,143,105,79,273,161,160,129,108,160,116,100,119,115,114,125,73,103
2021,11,100,54,4,3,2,6,1,2,3,3,4,4,3,3,5,0,1,1,0,0,2,2,0,5
2021,12,총,"922,221","108,808","141,074","140,466","58,906","78,626","23,428","13,540","12,285","30,569","19,221","30,910","17,785","16,359","33,273","27,485","45,753","15,730","25,959","22,206","24,475","14,908","20,455"
2021,12,0,"63,098","8,434","9,905","11,554","5,080","6,437","1,062",503,493,"1,205",793,"1,647",912,756,"1,821","1,622","4,221",626,"1,825","1,222","1,497",758,725
2021,12,10,"84,416","12,170","13,234","15,290","4,958","8,125","1,543",996,928,"1,982","1,267","2,865","1,381","1,237","2,551","2,258","4,914","1,077","2,084","1,654","1,815","1,087","1,000"
2021,12,20,"108,408","14,176","18,576","19,978","6,440","11,207","2,688","1,200","1,066","2,262","1,589","3,625","1,624","1,533","3,057","2,885","5,091","1,366","2,647","2,329","2,096","1,419","1,554"
2021,12,30,"93,924","12,174","15,948","16,902","7,549","9,717","1,822",857,771,"1,843","1,226","2,398","1,338","1,152","2,447","2,394","5,626",987,"2,359","1,810","1,947","1,108","1,549"
2021,12,40,"134,387","18,572","21,406","20,940","9,220","11,993","2,912","1,603","1,456","3,442","2,203","4,017","2,104","1,948","4,219","4,304","7,590","1,934","3,459","2,920","3,451","1,975","2,719"
2021,12,50,"168,369","18,260","25,326","24,842","9,576","15,977","4,548","2,653","2,528","5,635","3,659","6,212","3,388","3,015","6,349","5,438","7,408","3,133","4,682","4,256","4,432","2,802","4,250"
2021,12,60,"144,081","14,220","20,833","18,292","8,655","9,646","4,590","2,796","2,473","6,487","3,976","5,387","3,349","3,268","6,391","4,502","5,824","3,285","4,435","4,082","4,365","2,815","4,410"
2021,12,70,"85,149","7,962","11,663","8,779","5,032","3,852","2,777","1,793","1,615","4,966","2,786","3,069","2,312","2,199","4,324","2,655","3,609","2,089","3,024","2,536","3,276","1,954","2,877"
2021,12,80,"36,917","2,633","3,872","3,550","2,162","1,532","1,339","1,031",871,"2,464","1,553","1,522","1,243","1,136","1,957","1,311","1,369","1,113","1,328","1,279","1,470",918,"1,264"
2021,12,90,"3,422",204,307,337,229,140,145,105,82,279,165,166,131,110,157,115,100,120,116,116,124,72,102
2021,12,100,50,3,4,2,5,0,2,3,2,4,4,2,3,5,0,1,1,0,0,2,2,0,5
