년도,월,나이,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2021,3,90,292,9,11,28,22,23,9,19,10,17,10,22,6,6,8,23,9,7,20,12,21
2021,3,100,12,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6
2021,4,총,"172,498","7,852","4,914","9,871","10,776","9,557","5,864","10,712","9,850","11,217","8,709","11,199","4,944","5,625","9,702","8,277","8,112","5,484","14,129","5,705","9,999"
2021,4,0,"10,627",324,334,702,678,571,282,718,494,"1,038",575,561,382,346,419,505,620,279,933,234,632
2021,4,10,"12,467",290,221,932,853,759,269,636,588,946,956,977,344,435,611,706,473,431,"1,235",249,556
2021,4,20,"25,650","1,566",911,"1,102","1,220","1,416","1,183","2,108","1,586","1,303","1,095","1,564",631,690,"1,713","1,134","1,421",840,"1,899","1,065","1,203"
2021,4,30,"24,379","1,334",921,"1,183","1,246","1,216","1,078","2,218","1,470","1,503",854,"1,204",829,666,"1,191",924,"1,376",633,"1,687","1,175","1,671"
2021,4,40,"25,887","1,006",792,"1,594","1,574","1,437",886,"1,592","1,430","1,919","1,378","1,635",752,872,"1,431","1,190","1,254",781,"2,083",792,"1,489"
2021,4,50,"27,962","1,340",743,"1,534","1,747","1,704",817,"1,365","1,465","1,816","1,638","2,057",701,"1,074","1,627","1,336","1,233",929,"2,441",857,"1,538"
2021,4,60,"26,511","1,211",652,"1,566","1,830","1,445",742,"1,173","1,514","1,575","1,324","1,951",738,932,"1,569","1,384",981,911,"2,480",792,"1,741"
2021,4,70,"13,956",585,253,909,"1,192",710,427,634,941,857,684,910,408,457,870,812,559,498,"1,013",377,860
2021,4,80,"4,750",186,76,319,413,275,170,249,352,243,196,318,153,146,262,264,185,174,337,150,282
2021,4,90,297,9,11,29,22,23,10,19,10,16,9,22,6,7,9,22,10,8,21,13,21
2021,4,100,12,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021,5,총,"172,228","7,867","4,898","9,855","10,773","9,564","5,808","10,688","9,860","11,217","8,705","11,154","4,943","5,609","9,696","8,255","8,090","5,454","14,131","5,686","9,975"
2021,5,0,"10,558",320,336,698,671,575,277,715,488,"1,033",572,552,380,343,414,502,623,278,931,227,623
2021,5,10,"12,394",288,221,930,849,750,265,641,585,949,948,972,346,433,601,698,472,429,"1,223",243,551
2021,5,20,"25,605","1,572",908,"1,093","1,214","1,417","1,186","2,090","1,592","1,301","1,101","1,554",635,683,"1,710","1,129","1,424",829,"1,900","1,069","1,198"
2021,5,30,"24,279","1,336",908,"1,170","1,243","1,202","1,059","2,226","1,473","1,502",849,"1,200",824,668,"1,198",923,"1,357",626,"1,692","1,168","1,655"
2021,5,40,"25,817","1,003",794,"1,599","1,580","1,444",874,"1,594","1,434","1,904","1,368","1,626",751,868,"1,413","1,193","1,252",773,"2,072",786,"1,489"
2021,5,50,"27,902","1,344",739,"1,533","1,766","1,703",808,"1,362","1,454","1,822","1,634","2,035",702,"1,065","1,625","1,335","1,232",930,"2,432",850,"1,531"
2021,5,60,"26,601","1,217",653,"1,571","1,816","1,457",734,"1,167","1,530","1,584","1,339","1,959",736,943,"1,587","1,373",984,908,"2,492",799,"1,752"
2021,5,70,"13,970",585,254,910,"1,193",714,424,627,938,861,684,915,410,455,874,814,549,496,"1,029",379,859
2021,5,80,"4,794",193,76,321,417,275,170,248,356,244,201,320,153,145,265,266,188,177,339,150,290
2021,5,90,296,8,9,29,23,26,11,18,10,16,9,21,6,6,9,22,9,8,21,14,21
2021,5,100,12,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021,6,총,"171,921","7,909","4,905","9,833","10,724","9,546","5,727","10,632","9,881","11,216","8,687","11,148","4,942","5,598","9,685","8,244","8,072","5,452","14,076","5,697","9,947"
2021,6,0,"10,503",313,328,694,668,577,273,721,479,"1,025",566,553,379,343,410,505,619,277,922,228,623
2021,6,10,"12,374",288,226,930,853,746,261,637,582,949,947,966,351,431,598,700,467,433,"1,223",237,549
2021,6,20,"25,500","1,580",910,"1,091","1,180","1,411","1,183","2,070","1,610","1,304","1,094","1,559",639,680,"1,700","1,120","1,409",826,"1,875","1,075","1,184"
2021,6,30,"24,197","1,350",912,"1,158","1,239","1,185","1,038","2,222","1,484","1,494",840,"1,194",826,663,"1,192",926,"1,353",619,"1,676","1,181","1,645"
2021,6,40,"25,779","1,005",802,"1,591","1,576","1,446",856,"1,596","1,435","1,910","1,362","1,632",743,867,"1,414","1,187","1,251",760,"2,070",783,"1,493"
2021,6,50,"27,768","1,347",733,"1,536","1,758","1,698",804,"1,334","1,454","1,816","1,629","2,014",694,"1,058","1,618","1,327","1,227",933,"2,422",845,"1,521"
2021,6,60,"26,681","1,221",652,"1,561","1,811","1,462",723,"1,167","1,536","1,592","1,353","1,972",739,947,"1,599","1,377",998,918,"2,496",799,"1,758"
2021,6,70,"13,982",592,259,916,"1,197",717,410,620,932,862,684,915,409,458,877,814,548,500,"1,035",382,855
2021,6,80,"4,829",203,73,328,417,277,169,247,359,247,203,322,156,144,268,267,191,178,336,152,292
2021,6,90,295,9,10,27,24,26,9,18,10,16,9,21,6,7,9,21,9,8,21,14,21
2021,6,100,13,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021,7,총,"171,638","7,971","4,911","9,823","10,693","9,551","5,638","10,574","9,873","11,219","8,689","11,113","4,925","5,585","9,672","8,211","8,076","5,443","14,032","5,704","9,935"
2021,7,0,"10,441",310,325,695,660,578,270,717,479,"1,024",569,546,365,333,408,497,612,279,918,227,629
2021,7,10,"12,354",301,224,925,856,746,253,643,577,952,941,962,353,433,601,697,462,430,"1,219",236,543
2021,7,20,"25,324","1,574",924,"1,087","1,164","1,409","1,169","2,057","1,602","1,300","1,090","1,537",626,676,"1,680","1,112","1,399",816,"1,865","1,075","1,162"
2021,7,30,"24,163","1,384",905,"1,162","1,218","1,187","1,026","2,208","1,490","1,495",836,"1,197",820,656,"1,182",923,"1,365",617,"1,663","1,183","1,646"
2021,7,40,"25,715","1,005",804,"1,575","1,578","1,439",849,"1,589","1,425","1,900","1,358","1,617",744,857,"1,432","1,173","1,249",755,"2,071",792,"1,503"
2021,7,50,"27,711","1,358",734,"1,536","1,753","1,685",786,"1,326","1,460","1,825","1,630","2,013",692,"1,066","1,608","1,327","1,233",934,"2,400",840,"1,505"
2021,7,60,"26,756","1,227",654,"1,566","1,818","1,480",707,"1,159","1,539","1,591","1,360","1,981",746,954,"1,604","1,373",996,923,"2,508",799,"1,771"
2021,7,70,"13,993",597,257,918,"1,197",716,398,616,930,867,692,912,412,457,880,816,556,501,"1,031",382,858
2021,7,80,"4,870",205,74,331,422,283,169,243,361,247,205,326,161,146,268,272,195,180,335,155,292
2021,7,90,298,9,10,27,26,27,10,16,10,17,8,22,6,7,9,21,9,8,22,14,20
2021,7,100,13,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021,8,총,"171,257","7,994","4,904","9,776","10,698","9,528","5,575","10,537","9,821","11,235","8,679","11,100","4,927","5,564","9,650","8,188","8,068","5,437","13,976","5,679","9,921"
2021,8,0,"10,371",309,334,682,658,574,267,712,472,"1,022",571,549,360,327,401,488,606,277,902,233,627
2021,8,10,"12,298",303,226,918,859,738,258,644,578,949,932,949,349,431,596,695,465,426,"1,207",228,547
2021,8,20,"25,175","1,585",920,"1,083","1,154","1,393","1,153","2,033","1,584","1,312","1,081","1,532",628,668,"1,671","1,103","1,400",813,"1,855","1,058","1,149"
2021,8,30,"24,163","1,382",894,"1,153","1,225","1,194","1,030","2,205","1,487","1,501",840,"1,198",822,652,"1,185",929,"1,351",616,"1,657","1,192","1,650"
2021,8,40,"25,611","1,008",803,"1,565","1,571","1,435",839,"1,596","1,405","1,887","1,354","1,608",741,857,"1,432","1,161","1,251",750,"2,068",783,"1,497"
2021,8,50,"27,650","1,352",734,"1,528","1,753","1,679",775,"1,327","1,458","1,827","1,622","2,010",699,"1,064","1,598","1,330","1,240",938,"2,384",831,"1,501"
2021,8,60,"26,787","1,239",649,"1,567","1,826","1,487",696,"1,145","1,538","1,598","1,371","1,990",744,954,"1,609","1,367",995,924,"2,510",805,"1,773"
2021,8,70,"13,991",597,259,920,"1,202",718,385,615,923,873,690,913,416,452,879,822,554,505,"1,033",378,857
2021,8,80,"4,897",210,75,333,423,281,162,242,366,249,210,328,162,152,271,270,197,180,337,155,294
2021,8,90,302,9,10,26,26,28,9,18,10,16,8,23,6,7,8,23,9,8,23,15,20
2021,8,100,12,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021,9,총,"171,079","7,981","4,921","9,756","10,702","9,514","5,538","10,483","9,838","11,244","8,651","11,069","4,917","5,566","9,647","8,201","8,070","5,413","13,962","5,688","9,918"
2021,9,0,"10,331",309,334,688,656,569,261,708,468,"1,009",564,544,359,330,399,481,603,276,906,241,626
2021,9,10,"12,288",312,231,908,869,734,252,646,575,950,934,954,349,429,599,691,464,419,"1,203",226,543
2021,9,20,"25,081","1,569",927,"1,074","1,148","1,391","1,154","2,010","1,601","1,316","1,071","1,516",622,672,"1,665","1,104","1,385",807,"1,850","1,056","1,143"
2021,9,30,"24,144","1,384",898,"1,145","1,219","1,197","1,024","2,206","1,471","1,491",833,"1,200",820,651,"1,187",938,"1,370",615,"1,651","1,200","1,644"
2021,9,40,"25,517",998,805,"1,567","1,564","1,425",833,"1,584","1,406","1,889","1,347","1,592",734,855,"1,430","1,156","1,250",743,"2,055",782,"1,502"
2021,9,50,"27,650","1,359",736,"1,519","1,763","1,666",771,"1,321","1,470","1,838","1,611","2,018",696,"1,053","1,594","1,337","1,241",936,"2,381",835,"1,505"
2021,9,60,"26,788","1,231",647,"1,570","1,822","1,497",688,"1,135","1,547","1,601","1,377","1,979",752,960,"1,606","1,376",998,918,"2,504",806,"1,774"
2021,9,70,"14,030",598,259,921,"1,211",723,380,613,924,882,692,916,419,451,882,823,553,510,"1,047",370,856
2021,9,80,"4,928",211,73,337,423,282,165,243,365,250,214,326,160,158,277,270,195,181,342,157,299
2021,9,90,310,10,11,26,26,29,9,17,11,17,8,24,6,7,8,25,11,8,23,14,20
2021,9,100,12,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021,10,총,"170,785","7,978","4,917","9,752","10,700","9,485","5,511","10,487","9,833","11,230","8,619","11,054","4,897","5,555","9,640","8,196","8,049","5,378","13,953","5,678","9,873"
2021,10,0,"10,270",302,331,688,655,560,260,712,465,"1,002",553,535,359,333,399,477,589,279,904,243,624
2021,10,10,"12,251",311,230,908,866,730,245,644,574,947,934,955,348,427,596,693,472,400,"1,208",224,539
2021,10,20,"24,952","1,573",930,"1,068","1,150","1,375","1,166","2,011","1,586","1,311","1,059","1,505",611,665,"1,658","1,107","1,367",807,"1,834","1,039","1,130"
2021,10,30,"24,105","1,387",898,"1,144","1,212","1,201","1,021","2,217","1,471","1,487",830,"1,210",808,641,"1,191",929,"1,370",605,"1,648","1,209","1,626"
2021,10,40,"25,449",997,799,"1,570","1,568","1,408",828,"1,580","1,401","1,889","1,342","1,569",739,854,"1,426","1,160","1,257",738,"2,034",784,"1,506"
2021,10,50,"27,629","1,353",741,"1,513","1,769","1,670",769,"1,322","1,485","1,837","1,597","2,024",693,"1,052","1,589","1,339","1,228",932,"2,390",834,"1,492"
2021,10,60,"26,794","1,231",647,"1,573","1,812","1,502",664,"1,131","1,544","1,602","1,387","1,987",755,968,"1,609","1,369","1,005",915,"2,519",807,"1,767"
2021,10,70,"14,063",600,258,921,"1,218",728,382,606,931,886,694,920,416,449,888,826,554,510,"1,049",368,859
2021,10,80,"4,947",214,72,339,423,281,166,247,365,251,214,325,161,159,277,270,196,185,343,155,304
2021,10,90,313,10,11,27,26,29,9,17,11,17,9,24,7,7,7,26,11,7,24,14,20
2021,10,100,12,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2021,11,총,"170,491","7,960","4,948","9,738","10,681","9,444","5,480","10,454","9,812","11,235","8,606","11,037","4,901","5,539","9,634","8,201","8,036","5,366","13,950","5,632","9,837"
2021,11,0,"10,243",300,337,689,653,561,254,715,460,"1,005",548,528,358,333,395,478,592,277,910,235,615
2021,11,10,"12,230",306,231,912,876,728,244,636,570,951,927,960,353,420,598,689,465,404,"1,205",219,536
2021,11,20,"24,756","1,562",918,"1,055","1,130","1,358","1,154","1,988","1,588","1,301","1,052","1,490",611,668,"1,651","1,098","1,367",801,"1,828","1,011","1,125"
2021,11,30,"24,057","1,381",917,"1,142","1,206","1,194","1,011","2,227","1,466","1,484",817,"1,209",801,644,"1,177",935,"1,367",608,"1,642","1,207","1,622"
2021,11,40,"25,434","1,002",806,"1,564","1,570","1,404",836,"1,568","1,383","1,900","1,344","1,570",746,850,"1,431","1,157","1,249",734,"2,033",784,"1,503"
2021,11,50,"27,567","1,340",743,"1,507","1,761","1,652",761,"1,330","1,487","1,841","1,596","2,017",697,"1,039","1,596","1,335","1,231",928,"2,389",830,"1,487"
2021,11,60,"26,806","1,242",652,"1,583","1,812","1,504",658,"1,114","1,546","1,591","1,398","1,984",755,969,"1,617","1,374","1,005",911,"2,523",807,"1,761"
2021,11,70,"14,118",602,261,923,"1,220",733,385,611,935,891,698,929,416,450,883,836,547,511,"1,052",372,863
2021,11,80,"4,952",214,72,337,425,281,167,246,366,251,217,326,157,158,279,272,200,184,342,153,305
2021,11,90,325,11,11,26,27,29,9,19,11,19,9,24,7,8,7,27,13,8,26,14,20
2021,11,100,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"170,181","7,948","4,953","9,736","10,680","9,427","5,483","10,418","9,761","11,228","8,571","11,013","4,898","5,535","9,624","8,179","8,024","5,343","13,899","5,630","9,831"
2021,12,0,"10,192",304,329,694,655,554,248,717,447,988,543,524,354,338,398,479,592,276,904,238,610
2021,12,10,"12,174",293,230,900,870,727,248,639,579,960,924,950,351,416,598,681,463,396,"1,195",219,535
2021,12,20,"24,653","1,571",936,"1,056","1,129","1,358","1,155","1,968","1,562","1,301","1,046","1,485",606,663,"1,635","1,093","1,351",799,"1,824",997,"1,118"
2021,12,30,"24,003","1,388",906,"1,143","1,202","1,187","1,016","2,208","1,472","1,473",809,"1,204",799,646,"1,165",930,"1,363",607,"1,636","1,225","1,624"
2021,12,40,"25,405",999,809,"1,557","1,576","1,403",829,"1,574","1,368","1,908","1,341","1,562",746,843,"1,440","1,154","1,253",732,"2,018",785,"1,508"
2021,12,50,"27,521","1,333",745,"1,516","1,769","1,658",761,"1,322","1,479","1,837","1,588","2,018",700,"1,034","1,596","1,328","1,228",920,"2,365",833,"1,491"
2021,12,60,"26,771","1,242",654,"1,574","1,803","1,496",667,"1,115","1,531","1,591","1,401","1,986",761,973,"1,617","1,369","1,005",912,"2,536",791,"1,747"
2021,12,70,"14,130",592,262,933,"1,216",728,381,605,940,895,689,928,416,458,888,843,554,509,"1,054",370,869
2021,12,80,"4,986",214,71,339,431,286,166,250,370,253,221,332,156,155,280,276,199,183,341,156,307
2021,12,90,343,12,11,24,28,30,11,20,13,21,9,24,9,9,7,26,16,9,26,16,22
2021,12,100,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
