년도,월,나이,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2021,6,총,"377,421","21,192","28,647","33,378","20,475","37,241","17,896","32,870","17,974","22,275","17,203","16,706","12,284","10,813","19,112","19,966","14,678","12,183","22,528"
2021,6,0,"25,422","1,376","1,197","2,817","1,084","2,775",939,"3,324","1,304","1,587",547,"1,157",850,813,"1,161","2,071",882,418,"1,120"
2021,6,10,"23,873","1,216",867,"2,894",965,"2,251",930,"2,935","1,015","1,512",844,"1,124",820,724,"1,221","1,701",847,579,"1,428"
2021,6,20,"59,111","2,863","7,179","3,752","3,523","7,217","2,721","3,733","2,869","3,787","3,377","2,177","1,550","1,323","3,234","2,696","2,110","1,903","3,097"
2021,6,30,"69,267","3,229","7,243","5,028","4,233","8,170","3,185","6,105","4,559","5,233","3,001","2,504","1,846","1,556","3,094","3,368","1,995","1,654","3,264"
2021,6,40,"55,865","3,050","3,554","5,387","2,815","5,247","2,667","5,972","2,873","3,259","2,392","2,399","1,904","1,617","2,673","3,317","2,064","1,629","3,046"
2021,6,50,"56,182","3,581","3,501","5,113","3,017","4,787","2,914","4,201","2,066","3,041","2,488","2,869","2,004","1,840","3,022","3,022","2,494","2,140","4,082"
2021,6,60,"47,717","3,268","2,996","4,160","2,671","3,799","2,387","3,599","1,726","2,223","2,309","2,470","1,866","1,685","2,649","2,198","2,193","1,877","3,641"
2021,6,70,"26,840","1,805","1,453","2,564","1,424","1,975","1,413","2,017","1,048","1,086","1,495","1,400",973,879,"1,396","1,085","1,468","1,381","1,978"
2021,6,80,"11,582",704,572,"1,460",658,880,652,856,450,476,673,532,418,331,592,449,551,543,785
2021,6,90,"1,498",93,84,197,81,133,84,120,61,69,74,70,50,43,69,57,70,57,86
2021,6,100,64,7,1,6,4,7,4,8,3,2,3,4,3,2,1,2,4,2,1
2021,7,총,"377,408","21,168","28,810","33,324","20,408","37,234","17,876","32,848","18,067","22,320","17,208","16,693","12,306","10,798","19,123","19,975","14,658","12,135","22,457"
2021,7,0,"25,350","1,360","1,206","2,798","1,086","2,773",940,"3,318","1,301","1,579",545,"1,146",860,813,"1,154","2,073",877,409,"1,112"
2021,7,10,"23,880","1,218",864,"2,895",956,"2,252",930,"2,939","1,013","1,518",841,"1,121",818,727,"1,234","1,719",849,571,"1,415"
2021,7,20,"59,104","2,857","7,268","3,748","3,490","7,198","2,695","3,723","2,887","3,812","3,363","2,180","1,552","1,315","3,227","2,690","2,113","1,888","3,098"
2021,7,30,"69,179","3,206","7,290","4,970","4,229","8,173","3,175","6,081","4,584","5,248","3,016","2,500","1,858","1,546","3,086","3,351","1,976","1,648","3,242"
2021,7,40,"55,875","3,051","3,559","5,395","2,802","5,250","2,655","5,983","2,911","3,275","2,381","2,393","1,884","1,623","2,675","3,344","2,043","1,620","3,031"
2021,7,50,"56,096","3,580","3,511","5,128","2,991","4,763","2,919","4,209","2,066","3,021","2,492","2,868","2,012","1,830","3,025","2,991","2,509","2,130","4,051"
2021,7,60,"47,844","3,272","3,006","4,157","2,690","3,824","2,403","3,583","1,730","2,239","2,324","2,478","1,876","1,689","2,651","2,200","2,195","1,881","3,646"
2021,7,70,"26,877","1,817","1,445","2,558","1,419","1,975","1,414","2,023","1,062","1,077","1,493","1,399",973,881,"1,409","1,093","1,470","1,381","1,988"
2021,7,80,"11,641",706,576,"1,473",658,884,659,861,448,480,677,535,420,327,593,455,551,551,787
2021,7,90,"1,494",94,84,196,83,135,82,118,61,69,73,68,50,45,68,57,71,54,86
2021,7,100,68,7,1,6,4,7,4,10,4,2,3,5,3,2,1,2,4,2,1
2021,8,총,"377,655","21,139","29,096","33,274","20,373","37,403","17,873","32,788","18,108","22,335","17,269","16,644","12,311","10,744","19,140","19,976","14,609","12,107","22,466"
2021,8,0,"25,248","1,358","1,209","2,770","1,088","2,764",936,"3,301","1,299","1,576",549,"1,129",856,803,"1,153","2,069",869,409,"1,110"
2021,8,10,"23,808","1,203",870,"2,892",946,"2,251",925,"2,946","1,003","1,504",831,"1,104",820,730,"1,238","1,723",859,568,"1,395"
2021,8,20,"59,179","2,854","7,393","3,726","3,461","7,302","2,693","3,688","2,900","3,799","3,397","2,172","1,551","1,299","3,213","2,666","2,088","1,866","3,111"
2021,8,30,"69,331","3,195","7,412","4,970","4,252","8,229","3,178","6,061","4,589","5,274","3,025","2,482","1,851","1,538","3,089","3,327","1,968","1,653","3,238"
2021,8,40,"55,745","3,023","3,565","5,375","2,782","5,227","2,638","5,980","2,940","3,277","2,373","2,393","1,881","1,611","2,679","3,344","2,019","1,611","3,027"
2021,8,50,"56,192","3,610","3,531","5,128","2,987","4,788","2,923","4,219","2,068","3,027","2,501","2,860","2,016","1,812","3,033","3,000","2,515","2,120","4,054"
2021,8,60,"47,970","3,280","3,015","4,162","2,701","3,835","2,410","3,579","1,731","2,250","2,334","2,481","1,880","1,686","2,667","2,225","2,196","1,882","3,656"
2021,8,70,"26,882","1,800","1,438","2,565","1,413","1,985","1,420","2,020","1,059","1,078","1,485","1,407",984,892,"1,397","1,098","1,467","1,380","1,994"
2021,8,80,"11,720",715,575,"1,483",654,883,661,868,454,477,694,541,420,327,599,465,551,560,793
2021,8,90,"1,513",94,88,198,85,133,85,116,60,71,76,70,49,44,71,57,73,56,87
2021,8,100,67,7,0,5,4,6,4,10,5,2,4,5,3,2,1,2,4,2,1
2021,9,총,"377,536","21,153","29,226","33,186","20,333","37,468","17,810","32,800","18,098","22,371","17,265","16,617","12,309","10,704","19,162","19,956","14,594","12,047","22,437"
2021,9,0,"25,154","1,363","1,198","2,745","1,075","2,763",909,"3,292","1,292","1,578",543,"1,123",854,793,"1,162","2,077",878,400,"1,109"
2021,9,10,"23,744","1,203",872,"2,891",940,"2,247",925,"2,965",997,"1,490",827,"1,092",808,726,"1,241","1,704",873,561,"1,382"
2021,9,20,"59,122","2,844","7,474","3,699","3,435","7,309","2,670","3,653","2,897","3,815","3,402","2,167","1,555","1,297","3,199","2,648","2,083","1,874","3,101"
2021,9,30,"69,313","3,200","7,442","4,917","4,256","8,243","3,174","6,042","4,573","5,305","3,045","2,482","1,868","1,520","3,094","3,339","1,941","1,655","3,217"
2021,9,40,"55,684","3,011","3,572","5,361","2,791","5,248","2,632","5,994","2,949","3,261","2,348","2,388","1,865","1,604","2,676","3,346","2,011","1,595","3,032"
2021,9,50,"56,220","3,620","3,539","5,144","2,971","4,792","2,921","4,245","2,077","3,030","2,504","2,850","2,010","1,818","3,041","2,995","2,518","2,100","4,045"
2021,9,60,"48,050","3,276","3,021","4,174","2,703","3,852","2,410","3,584","1,735","2,264","2,343","2,495","1,889","1,680","2,680","2,224","2,199","1,869","3,652"
2021,9,70,"26,912","1,817","1,449","2,565","1,420","1,986","1,425","2,034","1,058","1,070","1,470","1,404",987,889,"1,403","1,094","1,468","1,375","1,998"
2021,9,80,"11,744",716,569,"1,484",649,891,653,864,454,486,704,544,419,330,595,470,545,561,810
2021,9,90,"1,526",96,90,201,89,131,87,117,61,70,75,67,51,45,70,57,74,55,90
2021,9,100,67,7,0,5,4,6,4,10,5,2,4,5,3,2,1,2,4,2,1
2021,10,총,"377,524","21,250","29,256","33,157","20,347","37,453","17,775","32,748","18,119","22,392","17,256","16,667","12,308","10,694","19,137","20,000","14,582","11,995","22,388"
2021,10,0,"25,068","1,361","1,191","2,735","1,072","2,745",899,"3,288","1,290","1,573",539,"1,134",848,792,"1,148","2,082",874,396,"1,101"
2021,10,10,"23,711","1,215",857,"2,872",943,"2,258",922,"2,970",994,"1,476",823,"1,090",813,724,"1,240","1,704",885,554,"1,371"
2021,10,20,"58,952","2,839","7,483","3,701","3,450","7,281","2,656","3,610","2,890","3,826","3,386","2,164","1,548","1,295","3,158","2,657","2,053","1,864","3,091"
2021,10,30,"69,391","3,244","7,483","4,894","4,251","8,244","3,176","6,017","4,612","5,308","3,067","2,507","1,860","1,501","3,097","3,340","1,942","1,653","3,195"
2021,10,40,"55,582","3,020","3,548","5,361","2,789","5,240","2,601","6,022","2,932","3,252","2,337","2,396","1,866","1,602","2,683","3,332","2,000","1,581","3,020"
2021,10,50,"56,285","3,630","3,535","5,143","2,976","4,806","2,930","4,241","2,080","3,055","2,503","2,847","2,009","1,822","3,032","3,012","2,523","2,085","4,056"
2021,10,60,"48,205","3,281","3,044","4,185","2,703","3,880","2,420","3,578","1,745","2,279","2,347","2,499","1,902","1,687","2,694","2,242","2,202","1,874","3,643"
2021,10,70,"26,907","1,827","1,447","2,560","1,418","1,973","1,428","2,023","1,052","1,067","1,472","1,408",987,892,"1,408","1,096","1,478","1,371","2,000"
2021,10,80,"11,830",727,576,"1,492",652,895,656,872,456,485,702,550,420,334,605,476,552,560,820
2021,10,90,"1,526",99,92,208,89,124,85,117,64,69,76,67,52,43,71,57,70,55,88
2021,10,100,67,7,0,6,4,7,2,10,4,2,4,5,3,2,1,2,3,2,3
2021,11,총,"377,048","21,233","29,271","33,048","20,335","37,427","17,746","32,707","18,124","22,336","17,268","16,621","12,336","10,654","19,116","19,988","14,556","11,973","22,309"
2021,11,0,"24,875","1,353","1,176","2,700","1,059","2,726",890,"3,265","1,285","1,563",540,"1,122",848,791,"1,139","2,063",863,395,"1,097"
2021,11,10,"23,688","1,207",853,"2,873",939,"2,270",917,"2,970","1,003","1,470",819,"1,096",810,724,"1,235","1,717",879,547,"1,359"
2021,11,20,"58,755","2,847","7,519","3,662","3,447","7,228","2,653","3,603","2,869","3,790","3,382","2,139","1,555","1,280","3,138","2,666","2,034","1,866","3,077"
2021,11,30,"69,331","3,228","7,521","4,863","4,240","8,236","3,159","5,982","4,636","5,319","3,082","2,508","1,860","1,483","3,099","3,343","1,941","1,658","3,173"
2021,11,40,"55,554","3,014","3,528","5,333","2,785","5,274","2,589","6,031","2,942","3,271","2,340","2,395","1,882","1,591","2,675","3,328","2,003","1,568","3,005"
2021,11,50,"56,242","3,625","3,530","5,151","2,983","4,815","2,942","4,251","2,073","3,037","2,504","2,826","2,009","1,805","3,034","3,000","2,511","2,089","4,057"
2021,11,60,"48,250","3,292","3,039","4,206","2,712","3,871","2,422","3,579","1,738","2,270","2,348","2,512","1,906","1,706","2,699","2,249","2,202","1,868","3,631"
2021,11,70,"26,871","1,821","1,437","2,564","1,422","1,978","1,433","2,018","1,045","1,060","1,467","1,396",988,889,"1,409","1,083","1,492","1,369","2,000"
2021,11,80,"11,888",735,577,"1,487",657,898,650,883,463,486,707,555,424,341,616,479,555,556,819
2021,11,90,"1,529",104,91,202,88,124,89,115,66,68,75,68,51,43,71,58,73,55,88
2021,11,100,65,7,0,7,3,7,2,10,4,2,4,4,3,1,1,2,3,2,3
2021,12,총,"376,837","21,254","29,233","33,071","20,300","37,520","17,730","32,627","18,197","22,301","17,342","16,561","12,324","10,611","19,076","19,968","14,525","11,912","22,285"
2021,12,0,"24,756","1,349","1,166","2,675","1,050","2,737",877,"3,256","1,291","1,553",549,"1,115",845,785,"1,133","2,051",857,391,"1,076"
2021,12,10,"23,640","1,196",840,"2,899",930,"2,273",920,"2,976","1,003","1,469",817,"1,081",801,723,"1,217","1,724",866,544,"1,361"
2021,12,20,"58,693","2,856","7,538","3,660","3,451","7,242","2,647","3,575","2,887","3,752","3,405","2,124","1,557","1,290","3,117","2,643","2,043","1,841","3,065"
2021,12,30,"69,403","3,228","7,565","4,847","4,239","8,273","3,156","5,945","4,634","5,335","3,123","2,500","1,866","1,472","3,105","3,350","1,930","1,660","3,175"
2021,12,40,"55,441","3,019","3,514","5,315","2,769","5,273","2,590","6,025","2,963","3,254","2,339","2,395","1,875","1,580","2,670","3,312","2,011","1,551","2,986"
2021,12,50,"56,262","3,645","3,508","5,198","2,995","4,801","2,932","4,257","2,090","3,041","2,511","2,816","2,015","1,793","3,015","3,000","2,505","2,083","4,057"
2021,12,60,"48,250","3,303","3,013","4,202","2,700","3,890","2,436","3,565","1,742","2,277","2,352","2,508","1,895","1,707","2,709","2,250","2,204","1,860","3,637"
2021,12,70,"26,867","1,821","1,416","2,578","1,412","1,997","1,429","2,013","1,050","1,065","1,464","1,387",991,882,"1,415","1,096","1,486","1,367","1,998"
2021,12,80,"11,950",736,579,"1,491",664,899,652,887,469,487,709,566,425,336,624,482,551,556,837
2021,12,90,"1,522",100,94,200,87,129,90,118,64,66,69,65,51,42,71,58,72,57,89
2021,12,100,53,1,0,6,3,6,1,10,4,2,4,4,3,1,0,2,0,2,4
