년도,월,나이,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2021,6,40,"6,835",255,204,98,60,83,55,69,64,83,119,70,49,97,31,68,"1,505",220,"1,804",159,912,426,224,180
2021,6,50,"8,370",400,364,217,133,183,107,147,129,176,233,168,107,156,98,123,"1,425",250,"1,694",264,861,465,372,298
2021,6,60,"8,766",515,390,290,205,302,185,179,215,264,367,346,171,203,124,215,"1,033",205,"1,359",346,653,468,399,332
2021,6,70,"7,452",543,307,280,218,299,206,161,235,271,354,316,181,234,136,226,671,197,890,282,444,392,298,311
2021,6,80,"5,580",409,274,269,219,269,171,157,237,231,330,267,156,209,107,195,393,138,527,138,228,178,231,247
2021,6,90,936,55,44,46,27,43,38,29,34,40,48,47,37,32,18,37,53,20,99,34,30,49,27,49
2021,6,100,53,4,5,2,1,1,2,1,1,3,1,4,2,3,1,0,8,1,2,1,1,1,4,4
2021,7,총,"54,011","2,754","2,098","1,419","1,005","1,391",893,882,"1,038","1,276","1,696","1,386",820,"1,128",594,"1,038","8,519","1,512","10,610","1,683","5,222","3,038","2,125","1,884"
2021,7,0,"2,942",119,91,27,25,38,22,19,16,30,28,23,24,45,13,30,663,75,767,71,438,224,97,57
2021,7,10,"4,422",141,128,61,34,62,33,39,31,59,66,22,31,52,23,49,899,141,"1,353",126,575,246,145,106
2021,7,20,"4,646",160,158,72,40,51,49,55,41,59,96,61,34,59,28,57,957,149,"1,173",137,555,287,183,185
2021,7,30,"3,999",149,132,59,46,66,30,25,37,65,58,64,33,35,15,39,891,120,922,125,526,294,147,121
2021,7,40,"6,817",255,202,95,60,82,52,70,62,80,115,69,49,99,32,67,"1,508",218,"1,804",159,910,430,223,176
2021,7,50,"8,355",393,369,218,132,180,104,145,131,177,230,163,105,154,97,127,"1,428",248,"1,697",260,868,465,370,294
2021,7,60,"8,806",518,389,293,205,302,185,181,215,262,373,348,171,203,125,213,"1,042",206,"1,371",349,649,471,401,334
2021,7,70,"7,454",549,305,279,218,299,207,161,231,267,349,316,181,237,137,229,675,195,894,282,444,391,297,311
2021,7,80,"5,577",411,274,268,219,267,172,154,238,234,330,268,154,208,105,194,395,139,527,138,226,176,232,248
2021,7,90,940,55,45,45,25,43,38,32,35,40,50,48,36,33,18,33,53,20,99,35,30,53,26,48
2021,7,100,53,4,5,2,1,1,1,1,1,3,1,4,2,3,1,0,8,1,3,1,1,1,4,4
2021,8,총,"53,927","2,750","2,093","1,412","1,005","1,394",892,880,"1,038","1,273","1,694","1,389",815,"1,123",593,"1,037","8,509","1,520","10,587","1,679","5,192","3,034","2,126","1,892"
2021,8,0,"2,920",119,92,25,25,38,21,19,16,30,27,23,24,45,13,30,663,78,757,70,426,226,97,56
2021,8,10,"4,406",142,127,58,33,61,33,39,30,58,66,23,30,52,24,49,896,139,"1,355",123,578,245,142,103
2021,8,20,"4,642",162,157,72,42,51,49,55,44,58,96,61,34,57,27,56,951,153,"1,170",134,549,288,184,192
2021,8,30,"3,966",148,129,60,47,65,30,24,38,62,57,63,33,35,16,38,884,117,917,123,521,292,145,122
2021,8,40,"6,769",252,202,91,58,81,52,71,62,77,115,66,45,96,32,65,"1,498",219,"1,796",158,905,428,220,180
2021,8,50,"8,360",393,368,216,133,182,104,143,131,179,231,166,106,156,95,124,"1,433",251,"1,690",264,869,462,370,294
2021,8,60,"8,822",516,390,295,207,306,185,180,213,261,369,349,171,202,124,218,"1,046",204,"1,381",350,647,472,403,333
2021,8,70,"7,432",550,303,277,214,297,204,161,226,269,346,310,180,232,138,228,681,196,892,282,443,393,301,309
2021,8,80,"5,602",409,273,271,220,267,175,156,243,235,335,274,154,210,105,197,393,141,529,138,223,173,231,250
2021,8,90,955,55,47,45,25,45,38,31,34,41,51,49,36,35,18,32,56,21,98,36,30,54,29,49
2021,8,100,53,4,5,2,1,1,1,1,1,3,1,5,2,3,1,0,8,1,2,1,1,1,4,4
2021,9,총,"53,824","2,739","2,081","1,405","1,002","1,391",890,880,"1,037","1,256","1,686","1,385",814,"1,119",590,"1,044","8,476","1,519","10,573","1,670","5,198","3,043","2,121","1,905"
2021,9,0,"2,901",117,92,26,25,38,20,18,16,30,27,23,23,45,13,31,656,74,752,70,422,231,97,55
2021,9,10,"4,391",141,128,56,34,58,33,41,29,57,62,23,31,51,22,48,890,141,"1,351",122,582,249,142,100
2021,9,20,"4,582",159,153,71,39,50,48,54,42,53,97,59,34,54,26,56,941,153,"1,155",134,542,283,184,195
2021,9,30,"3,955",142,129,58,48,63,30,25,38,63,56,61,32,35,15,39,883,118,915,122,519,293,142,129
2021,9,40,"6,744",253,198,91,58,82,52,71,61,75,112,65,45,95,32,67,"1,480",220,"1,800",158,899,430,221,179
2021,9,50,"8,372",392,366,215,133,181,102,141,132,179,228,169,104,156,95,125,"1,440",254,"1,693",263,886,459,365,294
2021,9,60,"8,839",515,390,292,205,307,186,182,214,259,367,348,174,204,123,220,"1,051",202,"1,381",350,650,474,405,340
2021,9,70,"7,394",548,303,276,211,299,203,161,224,262,348,305,176,230,139,225,673,194,896,280,444,393,299,305
2021,9,80,"5,629",412,268,273,222,265,177,156,242,236,336,279,157,209,106,202,399,139,530,136,224,177,233,251
2021,9,90,966,56,49,45,26,47,38,30,38,40,52,48,36,37,18,31,55,23,98,35,29,53,29,53
2021,9,100,51,4,5,2,1,1,1,1,1,2,1,5,2,3,1,0,8,1,2,0,1,1,4,4
2021,10,총,"53,774","2,743","2,076","1,401","1,006","1,386",891,885,"1,037","1,242","1,701","1,383",821,"1,109",594,"1,041","8,469","1,512","10,550","1,662","5,202","3,036","2,123","1,904"
2021,10,0,"2,882",114,92,25,24,38,20,18,16,29,27,23,22,44,13,30,653,74,745,68,419,235,98,55
2021,10,10,"4,389",141,123,57,35,56,31,43,27,54,71,24,32,52,22,47,887,140,"1,350",122,588,246,141,100
2021,10,20,"4,550",162,152,71,40,51,48,53,42,54,95,58,34,53,26,55,941,149,"1,143",132,532,276,189,194
2021,10,30,"3,945",140,129,54,49,63,31,27,38,61,59,62,34,34,16,38,876,119,913,120,523,293,139,127
2021,10,40,"6,720",252,194,90,58,83,51,70,62,74,113,67,45,91,32,65,"1,480",217,"1,790",161,903,423,217,182
2021,10,50,"8,370",383,371,213,132,177,101,141,132,175,228,170,106,155,96,127,"1,446",252,"1,696",261,888,464,365,291
2021,10,60,"8,855",526,387,295,208,301,190,183,215,259,371,341,174,207,124,221,"1,047",206,"1,381",345,651,475,410,338
2021,10,70,"7,391",548,308,276,211,302,199,162,224,260,344,300,178,227,138,224,676,193,899,280,444,395,296,307
2021,10,80,"5,639",414,266,271,220,264,179,157,241,235,337,287,157,209,107,202,397,138,532,140,221,176,236,253
2021,10,90,985,59,50,47,28,50,39,30,39,40,54,46,37,37,19,31,58,23,100,33,32,52,28,53
2021,10,100,48,4,4,2,1,1,2,1,1,1,2,5,2,0,1,1,8,1,1,0,1,1,4,4
2021,11,총,"53,662","2,748","2,055","1,399","1,004","1,386",885,881,"1,030","1,234","1,695","1,384",819,"1,104",590,"1,036","8,462","1,515","10,516","1,666","5,196","3,038","2,115","1,904"
2021,11,0,"2,860",117,91,24,25,38,20,19,16,27,28,23,22,42,13,30,651,73,739,66,412,234,96,54
2021,11,10,"4,368",140,123,57,35,55,31,44,27,51,71,25,31,51,20,47,883,140,"1,341",123,586,246,141,100
2021,11,20,"4,540",165,143,70,36,51,45,52,42,54,91,56,33,55,28,51,943,148,"1,146",135,528,277,193,198
2021,11,30,"3,927",142,127,55,50,63,29,27,38,61,59,66,36,31,16,39,867,120,909,121,514,300,136,121
2021,11,40,"6,698",252,193,89,59,82,53,70,59,70,111,67,45,88,32,64,"1,483",217,"1,771",165,909,422,214,183
2021,11,50,"8,357",379,370,212,130,176,102,138,131,175,229,167,105,156,97,128,"1,450",254,"1,697",258,889,462,363,289
2021,11,60,"8,864",525,387,297,211,300,188,180,213,262,367,339,174,209,123,221,"1,043",209,"1,386",348,657,474,410,341
2021,11,70,"7,380",544,305,271,206,301,199,165,223,261,346,305,175,228,134,220,682,195,895,278,449,396,297,305
2021,11,80,"5,638",417,264,272,221,267,179,155,241,231,337,286,159,208,110,206,395,134,530,140,219,176,236,255
2021,11,90,989,63,49,50,30,52,37,30,39,41,55,46,37,36,17,29,57,25,101,32,32,50,27,54
2021,11,100,41,4,3,2,1,1,2,1,1,1,1,4,2,0,0,1,8,0,1,0,1,1,2,4
2021,12,총,"53,595","2,743","2,056","1,398","1,003","1,388",880,883,"1,032","1,236","1,689","1,378",814,"1,095",594,"1,034","8,439","1,507","10,520","1,668","5,181","3,036","2,113","1,908"
2021,12,0,"2,836",115,91,25,24,36,19,20,16,25,28,23,22,41,15,30,634,74,737,67,412,232,97,53
2021,12,10,"4,369",141,122,56,35,55,27,44,29,52,70,24,31,52,19,48,883,141,"1,345",121,583,247,142,102
2021,12,20,"4,529",161,145,68,36,54,48,52,43,57,89,56,32,53,27,51,948,141,"1,143",135,521,276,192,201
2021,12,30,"3,897",140,126,54,51,60,28,28,40,60,60,67,36,29,15,37,855,119,910,120,512,292,138,120
2021,12,40,"6,683",254,195,90,59,83,52,71,57,72,111,65,44,90,34,63,"1,485",213,"1,760",166,904,417,212,186
2021,12,50,"8,371",375,368,214,130,180,101,138,131,175,231,170,105,153,93,130,"1,454",250,"1,702",255,893,467,363,293
2021,12,60,"8,870",523,389,300,215,297,188,181,212,261,359,337,174,207,126,220,"1,048",212,"1,389",351,658,475,410,338
2021,12,70,"7,331",544,302,267,199,299,197,164,222,257,350,303,173,225,137,222,673,196,897,278,442,396,290,298
2021,12,80,"5,670",421,266,273,223,271,181,154,240,233,335,280,160,209,111,202,395,135,537,143,223,182,238,258
2021,12,90,999,65,51,49,30,52,37,30,41,43,54,50,35,36,17,30,57,26,97,32,32,51,29,55
2021,12,100,40,4,1,2,1,1,2,1,1,1,2,3,2,0,0,1,7,0,3,0,1,1,2,4
