년도,월,나이,파주시,문산읍,파주읍,법원읍,조리읍,월롱면,탄현면,광탄면,파평면,적성면,군내면,장단출장소,장단면,진동면,진서면,금촌1동,금촌2동,금촌3동,교하동,운정1동,운정2동,운정3동
2021,2,50,"73,693","6,977","2,578","2,192","5,919","1,325","2,581","2,297",770,"1,202",0.0,103.0,0,30.0,0.0,"4,246","5,272","4,733","6,944","7,050","7,627","11,847"
2021,2,60,"50,457","5,365","2,349","2,054","4,579","1,167","2,057","2,253",809,"1,257",0.0,97.0,0,33.0,0.0,"3,141","2,891","3,183","4,066","4,170","4,345","6,641"
2021,2,70,"28,866","3,520","1,471","1,287","2,477",581,"1,162","1,254",594,899,0.0,90.0,0,32.0,0.0,"1,813","1,781","1,705","2,165","2,075","2,446","3,514"
2021,2,80,"14,461","1,826",866,670,"1,239",348,678,710,352,392,0.0,41.0,0,18.0,0.0,836,861,876,"1,094",948,"1,101","1,605"
2021,2,90,"2,119",250,137,103,170,51,111,144,66,74,0.0,3.0,0,2.0,0.0,127,118,113,171,138,156,185
2021,2,100,200,32,41,12,15,4,9,15,11,2,0.0,0.0,0,0.0,0.0,15,12,3,12,6,5,6
2021,3,총,"468,501","48,286","13,148","10,545","29,980","9,009","13,273","11,334","3,872","7,511",0.0,551.0,0,166.0,0.0,"22,217","33,029","27,427","42,187","48,561","62,975","84,430"
2021,3,0,"43,855","4,796",604,334,"1,730",186,635,466,93,559,0.0,19.0,0,6.0,0.0,"1,116","3,221","2,256","3,864","5,239","8,869","9,862"
2021,3,10,"49,305","4,757",809,702,"2,733",274,989,636,188,519,0.0,32.0,0,14.0,0.0,"1,488","4,248","2,759","5,514","6,096","7,576","9,971"
2021,3,20,"57,294","5,764","1,497","1,304","3,718","1,961","1,487","1,222",426,950,0.0,55.0,0,4.0,0.0,"3,445","4,224","3,836","4,790","5,878","6,644","10,089"
2021,3,30,"66,892","7,538","1,339",875,"2,934","2,157","1,452","1,014",242,865,0.0,47.0,0,11.0,0.0,"2,787","4,388","3,589","5,188","7,157","11,644","13,665"
2021,3,40,"81,012","7,525","1,669","1,172","4,467",975,"2,101","1,323",347,807,0.0,71.0,0,17.0,0.0,"3,266","5,994","4,309","8,292","9,310","12,505","16,862"
2021,3,50,"73,925","6,971","2,541","2,116","5,930","1,323","2,576","2,292",768,"1,194",0.0,104.0,0,30.0,0.0,"4,211","5,277","4,743","6,984","7,282","7,657","11,926"
2021,3,60,"50,843","5,387","2,313","2,033","4,591","1,162","2,076","2,273",798,"1,259",0.0,93.0,0,30.0,0.0,"3,151","2,935","3,223","4,103","4,338","4,362","6,716"
2021,3,70,"28,721","3,482","1,397","1,259","2,465",574,"1,166","1,247",591,895,0.0,86.0,0,33.0,0.0,"1,797","1,759","1,712","2,161","2,134","2,444","3,519"
2021,3,80,"14,504","1,820",847,654,"1,239",345,673,710,348,387,0.0,41.0,0,19.0,0.0,835,869,884,"1,108",979,"1,112","1,634"
2021,3,90,"2,066",236,124,96,162,52,110,148,68,74,0.0,3.0,0,2.0,0.0,118,110,114,171,142,157,179
2021,3,100,84,10,8,0,11,0,8,3,3,2,0.0,0.0,0,0.0,0.0,3,4,2,12,6,5,7
2021,4,총,"470,096","48,326","13,253","10,500","29,950","9,012","13,303","11,283","3,866","7,502",0.0,553.0,0,164.0,0.0,"22,176","33,064","27,470","42,622","49,340","63,002","84,710"
2021,4,0,"43,744","4,777",617,328,"1,716",185,628,457,90,568,0.0,18.0,0,5.0,0.0,"1,092","3,216","2,252","3,849","5,265","8,834","9,847"
2021,4,10,"49,431","4,765",814,695,"2,731",277,997,628,186,514,0.0,31.0,0,14.0,0.0,"1,498","4,248","2,743","5,518","6,169","7,609","9,994"
2021,4,20,"57,651","5,747","1,511","1,294","3,701","1,926","1,483","1,228",421,957,0.0,53.0,0,3.0,0.0,"3,450","4,228","3,842","5,003","6,026","6,620","10,158"
2021,4,30,"67,016","7,553","1,336",869,"2,922","2,163","1,456","1,004",240,855,0.0,48.0,0,10.0,0.0,"2,793","4,364","3,593","5,310","7,270","11,586","13,644"
2021,4,40,"81,282","7,538","1,700","1,158","4,475",999,"2,102","1,297",344,809,0.0,70.0,0,17.0,0.0,"3,245","5,992","4,308","8,306","9,467","12,521","16,934"
2021,4,50,"74,234","6,994","2,545","2,100","5,925","1,327","2,591","2,282",766,"1,184",0.0,106.0,0,30.0,0.0,"4,173","5,308","4,769","7,021","7,417","7,692","12,004"
2021,4,60,"51,267","5,424","2,341","2,047","4,600","1,165","2,082","2,284",806,"1,261",0.0,97.0,0,30.0,0.0,"3,194","2,957","3,242","4,138","4,422","4,405","6,772"
2021,4,70,"28,724","3,455","1,400","1,256","2,462",577,"1,169","1,242",589,890,0.0,85.0,0,33.0,0.0,"1,771","1,757","1,716","2,181","2,162","2,450","3,529"
2021,4,80,"14,590","1,832",851,655,"1,245",340,678,710,352,388,0.0,42.0,0,19.0,0.0,839,874,886,"1,124",995,"1,123","1,637"
2021,4,90,"2,081",231,130,98,162,53,110,148,69,74,0.0,3.0,0,3.0,0.0,118,116,117,167,141,157,184
2021,4,100,76,10,8,0,11,0,7,3,3,2,0.0,0.0,0,0.0,0.0,3,4,2,5,6,5,7
2021,5,총,"471,219","48,278","13,303","10,497","29,969","9,051","13,326","11,295","3,869","7,521",0.0,555.0,0,163.0,0.0,"22,190","33,092","27,566","42,897","49,637","63,079","84,931"
2021,5,0,"43,603","4,743",609,322,"1,708",182,636,453,90,570,0.0,18.0,0,4.0,0.0,"1,091","3,214","2,237","3,829","5,245","8,828","9,824"
2021,5,10,"49,441","4,786",811,691,"2,731",277,991,623,182,515,0.0,31.0,0,14.0,0.0,"1,492","4,226","2,740","5,504","6,188","7,617","10,022"
2021,5,20,"57,809","5,703","1,531","1,289","3,697","1,928","1,496","1,232",423,957,0.0,54.0,0,3.0,0.0,"3,434","4,217","3,859","5,125","6,095","6,602","10,164"
2021,5,30,"67,090","7,521","1,342",872,"2,930","2,179","1,451","1,007",236,867,0.0,50.0,0,10.0,0.0,"2,800","4,353","3,593","5,387","7,325","11,525","13,642"
2021,5,40,"81,335","7,520","1,704","1,144","4,459",999,"2,097","1,287",345,806,0.0,69.0,0,17.0,0.0,"3,232","6,011","4,319","8,280","9,505","12,566","16,975"
2021,5,50,"74,542","7,010","2,551","2,097","5,916","1,337","2,586","2,276",761,"1,182",0.0,107.0,0,29.0,0.0,"4,183","5,318","4,811","7,064","7,487","7,739","12,088"
2021,5,60,"51,775","5,461","2,370","2,060","4,647","1,175","2,110","2,309",824,"1,265",0.0,97.0,0,31.0,0.0,"3,226","2,987","3,270","4,194","4,461","4,449","6,839"
2021,5,70,"28,776","3,447","1,393","1,259","2,452",580,"1,157","1,245",581,889,0.0,81.0,0,33.0,0.0,"1,764","1,766","1,732","2,211","2,178","2,471","3,537"
2021,5,80,"14,682","1,844",856,663,"1,260",340,687,715,358,391,0.0,44.0,0,18.0,0.0,845,878,887,"1,125","1,005","1,115","1,651"
2021,5,90,"2,091",234,128,100,158,54,108,145,66,77,0.0,4.0,0,4.0,0.0,120,118,116,173,142,162,182
2021,5,100,75,9,8,0,11,0,7,3,3,2,0.0,0.0,0,0.0,0.0,3,4,2,5,6,5,7
2021,6,총,"472,260","48,394","13,345","10,506","29,983","9,201","13,353","11,285","3,867","7,516",0.0,552.0,0,164.0,0.0,"22,143","33,081","27,604","43,049","49,950","63,144","85,123"
2021,6,0,"43,535","4,756",612,326,"1,698",184,635,450,87,567,0.0,18.0,0,4.0,0.0,"1,089","3,200","2,226","3,844","5,227","8,809","9,803"
2021,6,10,"49,467","4,806",815,693,"2,725",275,991,619,184,510,0.0,31.0,0,14.0,0.0,"1,477","4,208","2,730","5,496","6,205","7,656","10,032"
2021,6,20,"58,004","5,676","1,547","1,286","3,698","2,029","1,487","1,236",429,969,0.0,52.0,0,3.0,0.0,"3,431","4,222","3,865","5,164","6,167","6,582","10,161"
2021,6,30,"67,073","7,530","1,351",871,"2,922","2,194","1,467","1,002",233,864,0.0,49.0,0,10.0,0.0,"2,811","4,353","3,563","5,402","7,355","11,452","13,644"
2021,6,40,"81,503","7,529","1,713","1,146","4,468","1,007","2,083","1,282",344,797,0.0,71.0,0,16.0,0.0,"3,220","5,979","4,346","8,280","9,568","12,605","17,049"
2021,6,50,"74,669","7,034","2,555","2,069","5,887","1,338","2,596","2,282",752,"1,172",0.0,107.0,0,31.0,0.0,"4,151","5,319","4,813","7,104","7,538","7,792","12,129"
2021,6,60,"52,268","5,512","2,376","2,089","4,695","1,190","2,129","2,312",825,"1,276",0.0,96.0,0,31.0,0.0,"3,253","3,013","3,322","4,231","4,521","4,481","6,916"
2021,6,70,"28,757","3,449","1,383","1,249","2,450",586,"1,150","1,244",581,887,0.0,79.0,0,33.0,0.0,"1,735","1,776","1,734","2,218","2,197","2,483","3,523"
2021,6,80,"14,802","1,855",857,677,"1,269",344,698,711,363,394,0.0,45.0,0,18.0,0.0,853,886,888,"1,129","1,018","1,120","1,677"
2021,6,90,"2,108",238,128,100,160,54,109,143,66,77,0.0,4.0,0,4.0,0.0,120,121,116,177,149,159,183
2021,6,100,74,9,8,0,11,0,8,4,3,3,0.0,0.0,0,0.0,0.0,3,4,1,4,5,5,6
2021,7,총,"473,673","48,375","13,462","10,522","29,996","9,507","13,410","11,256","3,865","7,507",0.0,0.0,715,0.0,0.0,"22,138","33,031","27,624","43,610","50,098","63,180","85,377"
2021,7,0,"43,461","4,743",626,320,"1,691",182,634,444,89,562,0.0,0.0,22,0.0,0.0,"1,081","3,161","2,212","3,904","5,188","8,829","9,773"
2021,7,10,"49,559","4,798",831,697,"2,708",271,981,618,185,510,0.0,0.0,45,0.0,0.0,"1,466","4,209","2,722","5,529","6,212","7,688","10,089"
2021,7,20,"58,318","5,655","1,563","1,279","3,684","2,283","1,491","1,223",427,972,0.0,0.0,55,0.0,0.0,"3,433","4,230","3,857","5,230","6,247","6,511","10,178"
2021,7,30,"67,284","7,528","1,359",873,"2,934","2,245","1,481",987,230,870,0.0,0.0,58,0.0,0.0,"2,840","4,315","3,560","5,605","7,376","11,425","13,598"
2021,7,40,"81,524","7,525","1,744","1,139","4,454","1,006","2,076","1,271",341,794,0.0,0.0,84,0.0,0.0,"3,185","5,976","4,340","8,325","9,558","12,595","17,111"
2021,7,50,"74,944","7,019","2,555","2,076","5,870","1,339","2,616","2,295",745,"1,157",0.0,0.0,141,0.0,0.0,"4,138","5,320","4,840","7,184","7,595","7,839","12,215"
2021,7,60,"52,725","5,572","2,411","2,099","4,748","1,201","2,155","2,317",833,"1,287",0.0,0.0,128,0.0,0.0,"3,281","3,033","3,352","4,285","4,541","4,496","6,986"
2021,7,70,"28,782","3,439","1,383","1,256","2,456",585,"1,153","1,237",578,880,0.0,0.0,113,0.0,0.0,"1,724","1,774","1,730","2,225","2,198","2,505","3,546"
2021,7,80,"14,876","1,851",854,684,"1,279",340,702,716,366,398,0.0,0.0,62,0.0,0.0,864,889,889,"1,140","1,028","1,130","1,684"
2021,7,90,"2,127",236,128,99,161,55,113,144,67,74,0.0,0.0,7,0.0,0.0,123,122,121,179,150,157,191
2021,7,100,73,9,8,0,11,0,8,4,4,3,0.0,0.0,0,0.0,0.0,3,2,1,4,5,5,6
2021,8,총,"476,044","48,420","13,505","10,486","29,954","9,586","13,458","11,319","3,888","7,500",,,715,,,"22,133","32,884","27,641","45,678","50,167","63,072","85,638"
2021,8,0,"43,519","4,722",622,314,"1,672",171,633,445,84,561,,,21,,,"1,074","3,112","2,191","4,281","5,133","8,742","9,741"
2021,8,10,"49,740","4,819",833,680,"2,713",275,980,621,187,508,,,44,,,"1,460","4,190","2,729","5,657","6,226","7,731","10,087"
2021,8,20,"58,693","5,663","1,562","1,285","3,655","2,388","1,493","1,232",440,977,,,56,,,"3,413","4,193","3,857","5,486","6,260","6,472","10,261"
2021,8,30,"67,606","7,490","1,361",876,"2,942","2,210","1,476",999,229,874,,,55,,,"2,845","4,280","3,540","6,229","7,383","11,303","13,514"
2021,8,40,"81,873","7,539","1,736","1,129","4,442","1,009","2,086","1,272",343,796,,,83,,,"3,169","5,931","4,341","8,660","9,549","12,608","17,180"
2021,8,50,"75,327","7,042","2,572","2,056","5,846","1,340","2,639","2,298",742,"1,139",,,140,,,"4,147","5,324","4,863","7,370","7,613","7,859","12,337"
2021,8,60,"53,301","5,619","2,445","2,107","4,781","1,212","2,174","2,343",845,"1,294",,,131,,,"3,296","3,064","3,368","4,423","4,601","4,539","7,059"
2021,8,70,"28,799","3,426","1,381","1,250","2,451",588,"1,148","1,239",578,876,,,115,,,"1,738","1,773","1,730","2,227","2,214","2,510","3,555"
2021,8,80,"14,959","1,858",855,690,"1,279",338,710,719,367,397,,,63,,,862,892,898,"1,159","1,030","1,146","1,696"
2021,8,90,"2,152",233,129,99,162,55,111,147,69,74,,,7,,,126,123,123,182,152,158,202
2021,8,100,75,9,9,0,11,0,8,4,4,4,,,0,,,3,2,1,4,6,4,6
2021,9,총,"477,819","48,447","13,553","10,467","29,909","9,768","13,472","11,330","3,877","7,487",,,716,,,"22,234","32,927","27,669","46,750","50,306","63,006","85,901"
2021,9,0,"43,452","4,717",602,313,"1,651",171,629,444,82,557,,,22,,,"1,071","3,116","2,176","4,408","5,090","8,705","9,698"
2021,9,10,"49,883","4,832",827,682,"2,716",274,965,619,183,506,,,44,,,"1,451","4,179","2,727","5,723","6,249","7,758","10,148"
2021,9,20,"58,974","5,643","1,578","1,275","3,636","2,560","1,511","1,240",435,977,,,56,,,"3,446","4,168","3,873","5,619","6,263","6,411","10,283"
2021,9,30,"67,906","7,496","1,387",873,"2,937","2,184","1,474",995,227,880,,,56,,,"2,865","4,289","3,554","6,566","7,407","11,218","13,498"
2021,9,40,"82,030","7,541","1,731","1,113","4,400","1,017","2,075","1,279",345,792,,,82,,,"3,178","5,937","4,327","8,801","9,588","12,620","17,204"
2021,9,50,"75,750","7,037","2,590","2,057","5,867","1,357","2,635","2,297",734,"1,130",,,141,,,"4,172","5,327","4,873","7,490","7,650","7,915","12,478"
2021,9,60,"53,733","5,658","2,466","2,120","4,798","1,219","2,202","2,348",853,"1,300",,,132,,,"3,318","3,107","3,383","4,520","4,639","4,555","7,115"
2021,9,70,"28,736","3,412","1,372","1,238","2,436",591,"1,145","1,244",573,869,,,114,,,"1,725","1,771","1,728","2,251","2,213","2,510","3,544"
2021,9,80,"15,101","1,869",862,691,"1,292",340,716,713,367,400,,,62,,,877,905,904,"1,181","1,047","1,154","1,721"
2021,9,90,"2,177",234,130,104,165,54,112,146,74,71,,,7,,,128,126,123,187,154,156,206
2021,9,100,77,8,8,1,11,1,8,5,4,5,,,0,,,3,2,1,4,6,4,6
2021,10,총,"479,183","48,536","13,604","10,428","29,851","9,717","13,469","11,328","3,874","7,469",,,720,,,"22,326","32,899","27,735","47,416","50,564","62,991","86,256"
2021,10,0,"43,346","4,698",600,310,"1,631",161,620,435,82,550,,,22,,,"1,050","3,083","2,171","4,489","5,096","8,641","9,707"
2021,10,10,"49,958","4,836",839,664,"2,723",267,959,622,183,514,,,45,,,"1,452","4,193","2,712","5,767","6,229","7,791","10,162"
2021,10,20,"59,157","5,650","1,568","1,273","3,615","2,579","1,523","1,234",437,968,,,56,,,"3,480","4,154","3,869","5,706","6,310","6,383","10,352"
2021,10,30,"68,021","7,522","1,402",875,"2,906","2,110","1,480",999,231,879,,,56,,,"2,890","4,281","3,566","6,743","7,432","11,140","13,509"
2021,10,40,"82,174","7,533","1,738","1,104","4,388","1,026","2,065","1,265",342,791,,,82,,,"3,183","5,906","4,338","8,873","9,644","12,678","17,218"
2021,10,50,"76,200","7,085","2,585","2,048","5,860","1,367","2,636","2,303",726,"1,125",,,142,,,"4,185","5,342","4,919","7,612","7,709","7,934","12,622"
2021,10,60,"54,096","5,676","2,493","2,124","4,804","1,221","2,203","2,360",854,"1,307",,,133,,,"3,327","3,128","3,397","4,594","4,703","4,602","7,170"
2021,10,70,"28,748","3,409","1,368","1,234","2,443",589,"1,136","1,234",572,856,,,114,,,"1,742","1,775","1,728","2,258","2,225","2,496","3,569"
2021,10,80,"15,208","1,881",866,693,"1,304",340,728,725,367,404,,,62,,,885,912,907,"1,180","1,057","1,162","1,735"
2021,10,90,"2,199",238,137,102,166,56,111,146,76,70,,,8,,,129,124,127,190,153,160,206
2021,10,100,76,8,8,1,11,1,8,5,4,5,,,0,,,3,1,1,4,6,4,6
2021,11,총,"481,629","48,440","13,656","10,435","29,745","9,579","13,448","11,289","3,867","7,456",,,723,,,"22,190","32,788","27,702","49,942","51,360","62,715","86,294"
2021,11,0,"43,450","4,646",599,306,"1,617",154,617,434,80,540,,,26,,,"1,028","3,025","2,150","5,041","5,041","8,539","9,607"
2021,11,10,"50,154","4,865",846,660,"2,708",261,958,608,178,509,,,43,,,"1,445","4,194","2,716","5,927","6,267","7,813","10,156"
2021,11,20,"59,328","5,619","1,569","1,288","3,582","2,547","1,519","1,213",443,970,,,56,,,"3,436","4,121","3,855","5,959","6,437","6,294","10,420"
2021,11,30,"68,389","7,480","1,399",875,"2,887","2,003","1,474","1,001",231,880,,,56,,,"2,898","4,254","3,558","7,426","7,515","11,009","13,443"
2021,11,40,"82,572","7,546","1,745","1,104","4,352","1,041","2,054","1,262",338,788,,,80,,,"3,154","5,866","4,329","9,255","9,781","12,674","17,203"
2021,11,50,"76,693","7,068","2,599","2,028","5,864","1,354","2,650","2,298",727,"1,125",,,142,,,"4,164","5,348","4,933","7,869","7,862","7,951","12,711"
2021,11,60,"54,594","5,686","2,522","2,144","4,814","1,230","2,208","2,364",859,"1,308",,,135,,,"3,313","3,165","3,397","4,744","4,873","4,602","7,230"
2021,11,70,"28,850","3,383","1,365","1,232","2,428",588,"1,135","1,227",565,855,,,115,,,"1,740","1,776","1,730","2,331","2,317","2,501","3,562"
2021,11,80,"15,312","1,902",869,694,"1,314",341,716,734,368,406,,,61,,,878,916,900,"1,194","1,107","1,162","1,750"
2021,11,90,"2,217",237,139,103,168,59,109,143,76,70,,,9,,,131,122,133,192,154,166,206
2021,11,100,70,8,4,1,11,1,8,5,2,5,,,0,,,3,1,1,4,6,4,6
2021,12,총,"483,245","48,437","13,718","10,443","29,746","9,438","13,450","11,230","3,872","7,425",,,733,,,"22,193","32,786","27,632","51,269","51,756","62,676","86,441"
2021,12,0,"43,432","4,584",605,303,"1,606",157,614,431,85,541,,,27,,,"1,006","3,006","2,121","5,274","5,027","8,502","9,543"
2021,12,10,"50,266","4,871",854,650,"2,687",254,967,596,180,499,,,46,,,"1,441","4,174","2,691","6,069","6,279","7,830","10,178"
2021,12,20,"59,462","5,609","1,564","1,306","3,592","2,502","1,525","1,213",437,967,,,56,,,"3,433","4,130","3,853","6,044","6,497","6,288","10,446"
2021,12,30,"68,443","7,464","1,404",874,"2,873","1,881","1,476",983,239,886,,,59,,,"2,907","4,258","3,520","7,760","7,567","10,922","13,370"
2021,12,40,"82,974","7,567","1,765","1,097","4,363","1,042","2,053","1,270",337,779,,,80,,,"3,163","5,838","4,319","9,492","9,831","12,708","17,270"
2021,12,50,"77,146","7,097","2,614","2,028","5,863","1,361","2,647","2,281",735,"1,120",,,143,,,"4,160","5,377","4,943","8,033","7,990","7,975","12,779"
2021,12,60,"54,958","5,707","2,528","2,159","4,836","1,244","2,205","2,356",854,"1,296",,,136,,,"3,332","3,186","3,414","4,848","4,944","4,604","7,309"
2021,12,70,"28,837","3,376","1,366","1,225","2,418",588,"1,122","1,228",563,848,,,114,,,"1,741","1,763","1,733","2,347","2,331","2,511","3,563"
2021,12,80,"15,420","1,919",876,696,"1,329",347,720,723,365,414,,,63,,,876,927,900,"1,202","1,125","1,168","1,770"
2021,12,90,"2,244",235,138,104,170,62,113,145,75,70,,,9,,,133,126,137,197,159,164,207
2021,12,100,63,8,4,1,9,0,8,4,2,5,,,0,,,1,1,1,3,6,4,6
