년도,월,나이,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동,경기도 평택시 동삭동,경기도 평택시 고덕동
2021,1,50,"41,463","2,330","3,145","1,438","1,298",960,292,"1,631",557,411,"3,991","2,403","1,535",908,"2,016",555,471,"2,072",880,378,"5,736","4,390","1,488","2,578",,
2021,1,60,"28,098","2,528","1,857","1,169","1,086",867,336,987,575,556,"2,311","1,728",801,616,"1,395",502,540,"1,540",782,386,"2,953","2,476",725,"1,382",,
2021,1,70,"16,153","1,661","1,107",675,553,541,241,511,388,407,"1,257","1,076",391,417,825,341,441,888,488,250,"1,343","1,286",302,764,,
2021,1,80,"9,181",978,646,419,381,314,179,336,301,300,699,569,225,184,426,167,232,475,264,119,712,658,172,425,,
2021,1,90,"1,520",160,114,78,88,49,19,69,44,60,107,76,47,36,76,32,48,61,45,17,109,96,26,63,,
2021,1,100,163,33,9,4,7,3,1,2,2,3,11,8,4,4,8,6,13,8,11,3,6,13,0,4,,
2021,2,총,"262,564","13,711","21,164","9,660","12,736","5,124","1,648","11,113","3,127","2,498","21,438","12,567","9,584","5,881","11,065","3,710","2,836","11,056","5,124","1,965","42,931","27,278","12,094","14,254",,
2021,2,0,"24,246",765,"1,971",955,"1,962",250,61,"1,354",140,65,"1,418",651,"1,163",373,789,279,74,491,267,62,"5,503","2,827","1,590","1,236",,
2021,2,10,"25,979",834,"2,866",907,"1,550",374,82,957,237,144,"2,378","1,113",925,467,"1,098",239,126,819,314,86,"4,567","2,965","1,525","1,406",,
2021,2,20,"33,529","1,279","2,686","1,099","1,067",567,123,"1,479",292,177,"3,143","1,659","1,198","1,060","1,323",472,326,"1,817",713,260,"5,609","3,549","1,596","2,035",,
2021,2,30,"37,266","1,345","2,538","1,309","2,346",498,140,"2,083",234,145,"2,344","1,340","1,614",885,"1,286",565,248,"1,238",601,168,"8,147","4,036","2,223","1,933",,
2021,2,40,"44,300","1,758","4,171","1,596","2,377",695,169,"1,663",359,236,"3,742","1,931","1,652",924,"1,807",547,309,"1,628",750,238,"8,119","4,919","2,434","2,276",,
2021,2,50,"41,708","2,348","3,165","1,434","1,310",960,292,"1,639",551,405,"4,009","2,407","1,546",909,"2,017",553,473,"2,070",884,374,"5,798","4,415","1,493","2,656",,
2021,2,60,"28,400","2,537","1,884","1,183","1,094",878,331,"1,013",579,552,"2,325","1,735",818,620,"1,412",504,543,"1,545",782,389,"3,001","2,508",732,"1,435",,
2021,2,70,"16,173","1,655","1,108",678,548,533,251,509,386,411,"1,256","1,072",392,418,817,346,439,900,493,248,"1,357","1,284",300,772,,
2021,2,80,"9,267",997,650,414,388,317,178,342,302,299,706,573,225,187,434,168,237,479,265,119,714,665,173,435,,
2021,2,90,"1,532",160,114,81,88,49,20,72,45,61,106,78,47,34,74,30,48,61,45,18,110,97,28,66,,
2021,2,100,164,33,11,4,6,3,1,2,2,3,11,8,4,4,8,7,13,8,10,3,6,13,0,4,,
2021,3,총,"262,126","13,144","21,114","9,611","12,749","5,067","1,638","11,604","3,098","2,466","21,358","12,511","9,607","5,789","10,975","3,640","2,823","10,982","5,061","1,952","43,059","27,273","12,139","14,466",,
2021,3,0,"24,301",777,"1,966",943,"1,948",249,58,"1,419",136,64,"1,420",647,"1,168",366,790,280,76,486,270,65,"5,513","2,818","1,594","1,248",,
2021,3,10,"25,977",845,"2,857",892,"1,570",375,82,983,235,143,"2,353","1,117",922,458,"1,085",240,125,813,312,87,"4,571","2,957","1,529","1,426",,
2021,3,20,"33,742","1,309","2,692","1,104","1,057",568,121,"1,548",291,172,"3,157","1,662","1,199","1,080","1,324",470,319,"1,817",714,261,"5,633","3,554","1,620","2,070",,
2021,3,30,"37,416","1,343","2,521","1,303","2,352",496,140,"2,177",236,144,"2,323","1,325","1,625",880,"1,289",563,246,"1,231",604,165,"8,185","4,039","2,228","2,001",,
2021,3,40,"44,113","1,734","4,158","1,581","2,380",672,164,"1,755",346,222,"3,704","1,917","1,651",896,"1,777",543,305,"1,616",723,231,"8,123","4,889","2,428","2,298",,
2021,3,50,"41,545","2,218","3,148","1,418","1,307",938,290,"1,717",547,402,"3,993","2,396","1,549",894,"2,000",541,471,"2,050",876,368,"5,805","4,432","1,503","2,682",,
2021,3,60,"28,266","2,256","1,899","1,200","1,109",867,334,"1,057",577,552,"2,330","1,741",825,593,"1,391",469,548,"1,550",774,391,"3,050","2,540",743,"1,470",,
2021,3,70,"15,974","1,540","1,103",671,552,533,253,529,384,402,"1,255","1,061",401,406,808,336,432,894,486,245,"1,347","1,275",296,765,,
2021,3,80,"9,238",973,657,413,382,319,174,344,300,303,717,570,220,185,432,162,240,463,263,120,719,672,170,440,,
2021,3,90,"1,485",142,110,82,89,49,22,75,45,59,102,74,46,29,73,32,48,60,38,18,110,90,28,64,,
2021,3,100,69,7,3,4,3,1,0,0,1,3,4,1,1,2,6,4,13,2,1,1,3,7,0,2,,
2021,4,총,"262,704","13,224","21,112","9,591","12,738","5,068","1,655","12,127","3,090","2,460","21,329","12,518","9,590","5,773","10,993","3,375","2,802","10,963","5,033","1,963","43,258","27,280","12,159","14,603",,
2021,4,0,"24,275",775,"1,960",928,"1,935",244,60,"1,460",132,63,"1,407",641,"1,146",362,797,282,75,487,265,66,"5,525","2,822","1,592","1,251",,
2021,4,10,"25,973",855,"2,853",894,"1,571",381,82,"1,013",237,142,"2,343","1,109",924,448,"1,080",236,121,808,308,92,"4,581","2,945","1,522","1,428",,
2021,4,20,"33,904","1,319","2,699","1,100","1,067",563,124,"1,634",287,171,"3,151","1,682","1,187","1,079","1,318",457,317,"1,816",708,261,"5,654","3,560","1,641","2,109",,
2021,4,30,"37,469","1,341","2,506","1,284","2,331",493,146,"2,259",237,141,"2,325","1,321","1,625",878,"1,297",560,245,"1,221",595,167,"8,216","4,034","2,222","2,025",,
2021,4,40,"44,209","1,766","4,149","1,581","2,397",666,163,"1,840",346,221,"3,681","1,913","1,648",900,"1,785",509,304,"1,605",726,234,"8,155","4,872","2,442","2,306",,
2021,4,50,"41,609","2,220","3,151","1,431","1,289",945,289,"1,808",543,399,"3,978","2,394","1,557",885,"1,991",497,465,"2,050",866,366,"5,844","4,430","1,511","2,700",,
2021,4,60,"28,449","2,283","1,914","1,195","1,122",868,339,"1,130",579,551,"2,351","1,753",834,593,"1,408",368,541,"1,561",775,388,"3,092","2,560",738,"1,506",,
2021,4,70,"15,966","1,538","1,105",669,555,538,251,551,382,403,"1,267","1,061",396,409,806,288,430,890,487,251,"1,350","1,280",295,764,,
2021,4,80,"9,298",978,663,420,379,321,178,350,303,308,722,569,225,188,432,152,243,463,264,118,729,680,167,446,,
2021,4,90,"1,486",142,109,85,88,48,23,82,43,58,100,73,47,29,73,26,48,60,38,19,109,90,29,67,,
2021,4,100,66,7,3,4,4,1,0,0,1,3,4,2,1,2,6,0,13,2,1,1,3,7,0,1,,
2021,5,총,"263,572","13,327","21,120","9,591","12,762","5,082","1,652","12,545","3,089","2,459","21,400","12,502","9,587","5,756","10,976","3,380","2,795","10,962","5,065","1,964","43,434","27,238","12,254","14,632",,
2021,5,0,"24,276",786,"1,933",917,"1,933",242,56,"1,500",130,63,"1,417",638,"1,141",349,790,284,74,486,265,68,"5,540","2,800","1,606","1,258",,
2021,5,10,"26,018",864,"2,844",901,"1,580",377,85,"1,028",240,140,"2,333","1,095",924,451,"1,072",234,119,799,311,93,"4,629","2,953","1,522","1,424",,
2021,5,20,"34,056","1,341","2,709","1,115","1,072",574,124,"1,708",287,172,"3,180","1,677","1,181","1,072","1,315",452,315,"1,823",702,260,"5,655","3,540","1,677","2,105",,
2021,5,30,"37,529","1,348","2,494","1,269","2,317",485,145,"2,342",234,140,"2,318","1,326","1,629",875,"1,292",560,247,"1,227",601,165,"8,238","4,003","2,236","2,038",,
2021,5,40,"44,252","1,795","4,118","1,581","2,407",668,160,"1,917",350,221,"3,688","1,913","1,650",896,"1,770",503,301,"1,588",729,234,"8,160","4,852","2,459","2,292",,
2021,5,50,"41,826","2,217","3,186","1,425","1,302",947,291,"1,876",541,398,"3,996","2,373","1,560",883,"2,003",506,464,"2,053",872,364,"5,881","4,448","1,525","2,715",,
2021,5,60,"28,756","2,311","1,938","1,211","1,129",873,343,"1,182",582,550,"2,359","1,771",838,602,"1,419",374,545,"1,568",791,390,"3,134","2,581",740,"1,525",,
2021,5,70,"15,938","1,530","1,112",661,553,543,246,559,377,404,"1,277","1,065",385,407,798,287,425,891,491,253,"1,348","1,272",291,763,,
2021,5,80,"9,353",988,667,420,381,323,178,349,302,312,728,570,230,190,435,152,243,466,263,117,733,695,168,443,,
2021,5,90,"1,502",140,115,87,84,48,24,84,45,57,101,72,48,29,76,28,49,59,39,19,113,87,30,68,,
2021,5,100,66,7,4,4,4,2,0,0,1,2,3,2,1,2,6,0,13,2,1,1,3,7,0,1,,
2021,6,총,"264,321","13,394","21,159","9,596","12,782","5,096","1,664","12,855","3,080","2,446","21,435","12,508","9,609","5,771","10,983","3,381","2,788","10,964","5,061","1,973","43,583","27,219","12,282","14,692",,
2021,6,0,"24,293",786,"1,929",914,"1,940",244,56,"1,531",127,64,"1,421",641,"1,135",347,788,283,70,476,264,67,"5,556","2,785","1,614","1,255",,
2021,6,10,"26,037",869,"2,841",898,"1,583",384,86,"1,036",243,136,"2,332","1,079",930,452,"1,071",234,117,795,311,95,"4,651","2,937","1,523","1,434",,
2021,6,20,"34,156","1,354","2,719","1,112","1,078",569,130,"1,761",287,173,"3,199","1,687","1,190","1,068","1,315",460,313,"1,842",699,270,"5,608","3,531","1,680","2,111",,
2021,6,30,"37,597","1,364","2,487","1,270","2,298",486,146,"2,428",230,140,"2,319","1,304","1,627",881,"1,285",552,253,"1,234",590,164,"8,265","4,003","2,213","2,058",,
2021,6,40,"44,383","1,810","4,117","1,594","2,419",667,160,"1,967",352,215,"3,676","1,916","1,657",895,"1,765",501,307,"1,577",729,234,"8,204","4,852","2,477","2,292",,
2021,6,50,"41,894","2,204","3,198","1,421","1,305",946,292,"1,912",537,397,"3,990","2,372","1,563",891,"2,001",508,465,"2,050",874,363,"5,902","4,453","1,534","2,716",,
2021,6,60,"29,061","2,335","1,966","1,221","1,130",887,346,"1,220",581,547,"2,386","1,793",846,607,"1,437",379,542,"1,570",793,393,"3,184","2,601",751,"1,546",,
2021,6,70,"15,939","1,531","1,115",654,551,538,246,564,377,405,"1,278","1,064",383,408,801,283,420,890,496,252,"1,358","1,267",291,767,,
2021,6,80,"9,395",995,669,421,390,324,178,353,300,312,731,577,228,190,438,152,239,469,265,116,739,693,170,446,,
2021,6,90,"1,501",139,114,87,84,49,24,83,45,55,100,73,49,30,76,29,49,59,39,19,113,90,29,66,,
2021,6,100,65,7,4,4,4,2,0,0,1,2,3,2,1,2,6,0,13,2,1,0,3,7,0,1,,
2021,7,총,"265,015","13,476","21,170","9,641","12,804","5,076","1,664","13,043","3,068","2,450","21,469","12,541","9,628","5,771","11,027","3,387","2,791","10,975","5,041","1,974","43,778","27,218","12,350","14,673",,
2021,7,0,"24,281",784,"1,920",909,"1,933",236,57,"1,543",127,63,"1,411",642,"1,140",348,790,281,66,473,264,68,"5,574","2,773","1,618","1,261",,
2021,7,10,"26,067",880,"2,832",902,"1,594",382,87,"1,046",237,136,"2,330","1,080",935,451,"1,069",234,121,794,305,94,"4,665","2,938","1,533","1,422",,
2021,7,20,"34,214","1,368","2,721","1,130","1,075",564,132,"1,805",290,175,"3,208","1,685","1,182","1,054","1,312",467,315,"1,847",691,277,"5,606","3,518","1,702","2,090",,
2021,7,30,"37,667","1,376","2,503","1,276","2,285",478,144,"2,472",224,139,"2,320","1,328","1,622",893,"1,282",547,258,"1,230",584,159,"8,305","3,969","2,213","2,060",,
2021,7,40,"44,502","1,822","4,115","1,593","2,437",666,158,"1,993",349,220,"3,670","1,919","1,671",886,"1,774",499,307,"1,586",723,234,"8,231","4,861","2,496","2,292",,
2021,7,50,"42,018","2,224","3,197","1,420","1,317",950,293,"1,933",535,397,"3,997","2,374","1,567",895,"1,999",514,453,"2,049",866,360,"5,945","4,474","1,542","2,717",,
2021,7,60,"29,280","2,341","1,980","1,237","1,131",890,345,"1,241",582,547,"2,412","1,795",851,611,"1,465",382,547,"1,569",800,397,"3,221","2,630",758,"1,548",,
2021,7,70,"15,987","1,538","1,112",655,556,533,246,577,378,409,"1,286","1,061",381,413,808,283,418,896,501,251,"1,371","1,257",290,767,,
2021,7,80,"9,426",993,673,427,389,325,177,352,301,310,732,580,227,189,443,151,243,469,265,115,746,700,169,450,,
2021,7,90,"1,507",143,114,88,83,50,25,81,44,52,99,75,51,29,79,29,50,59,41,19,111,91,29,65,,
2021,7,100,66,7,3,4,4,2,0,0,1,2,4,2,1,2,6,0,13,3,1,0,3,7,0,1,,
2021,8,총,"266,209","13,541","21,161","9,644","12,768","5,072","1,652","14,231","3,056","2,435","21,423","12,480","9,768","5,769","10,986","3,371","2,793","11,001","5,050","1,963","43,860","27,161","12,350","14,674",,
2021,8,0,"24,356",778,"1,897",899,"1,911",233,58,"1,792",125,61,"1,397",628,"1,159",340,773,283,66,468,268,63,"5,549","2,739","1,611","1,258",,
2021,8,10,"26,114",881,"2,835",899,"1,590",383,87,"1,098",235,130,"2,304","1,078",940,460,"1,055",231,123,799,301,98,"4,680","2,951","1,534","1,422",,
2021,8,20,"34,410","1,396","2,721","1,133","1,069",558,131,"2,013",283,175,"3,213","1,674","1,209","1,047","1,323",457,319,"1,867",696,268,"5,607","3,468","1,700","2,083",,
2021,8,30,"37,889","1,367","2,492","1,266","2,249",474,142,"2,864",226,139,"2,299","1,308","1,657",892,"1,266",544,262,"1,223",580,160,"8,271","3,953","2,199","2,056",,
2021,8,40,"44,620","1,828","4,091","1,603","2,457",669,157,"2,118",347,217,"3,647","1,913","1,684",883,"1,767",501,298,"1,592",719,232,"8,243","4,855","2,497","2,302",,
2021,8,50,"42,235","2,247","3,220","1,427","1,320",955,287,"2,032",535,397,"4,019","2,358","1,577",893,"2,007",507,455,"2,045",867,360,"5,975","4,485","1,552","2,715",,
2021,8,60,"29,538","2,351","2,000","1,232","1,140",891,345,"1,292",583,549,"2,422","1,807",875,617,"1,461",387,548,"1,581",806,401,"3,278","2,651",772,"1,549",,
2021,8,70,"16,015","1,545","1,108",667,552,532,246,590,377,409,"1,284","1,057",384,416,807,281,414,885,503,251,"1,384","1,259",290,774,,
2021,8,80,"9,452",996,679,428,390,327,175,355,303,303,734,580,231,192,437,151,244,476,268,111,756,698,167,451,,
2021,8,90,"1,512",145,114,86,86,48,24,76,42,53,100,75,51,27,84,29,50,62,41,19,113,96,28,63,,
2021,8,100,68,7,4,4,4,2,0,1,0,2,4,2,1,2,6,0,14,3,1,0,4,6,0,1,,
2021,9,총,"267,430","13,597","21,108","9,648","12,740","5,094","1,647","14,885","3,051","2,434","21,418","12,486","10,181","5,787","10,976","3,380","2,800","11,017","5,057","1,966","43,903","27,203","12,399","14,653",,
2021,9,0,"24,450",774,"1,877",892,"1,889",232,58,"1,900",125,63,"1,383",628,"1,237",331,772,281,66,461,268,62,"5,547","2,731","1,623","1,250",,
2021,9,10,"26,154",886,"2,824",899,"1,598",382,83,"1,121",236,130,"2,288","1,070",950,460,"1,053",229,125,794,310,98,"4,708","2,949","1,541","1,420",,
2021,9,20,"34,566","1,412","2,698","1,135","1,059",563,130,"2,131",276,172,"3,225","1,675","1,269","1,052","1,329",462,320,"1,889",697,265,"5,579","3,455","1,699","2,074",,
2021,9,30,"38,171","1,365","2,464","1,267","2,226",481,142,"3,049",233,142,"2,293","1,311","1,793",889,"1,260",553,263,"1,234",580,162,"8,240","3,966","2,199","2,059",,
2021,9,40,"44,725","1,839","4,085","1,588","2,471",667,161,"2,205",340,218,"3,618","1,903","1,721",895,"1,749",503,299,"1,588",724,237,"8,261","4,858","2,502","2,293",,
2021,9,50,"42,452","2,265","3,237","1,443","1,329",965,278,"2,103",528,393,"4,021","2,368","1,623",901,"2,004",504,448,"2,045",865,361,"5,991","4,505","1,560","2,715",,
2021,9,60,"29,759","2,349","2,011","1,238","1,139",895,349,"1,338",589,548,"2,443","1,817",913,617,"1,471",387,551,"1,578",803,396,"3,310","2,680",783,"1,554",,
2021,9,70,"16,050","1,547","1,111",668,553,532,247,597,374,408,"1,293","1,055",391,418,810,279,418,881,504,253,"1,389","1,250",299,773,,
2021,9,80,"9,507","1,008",679,425,385,327,175,364,308,306,744,581,232,194,437,153,244,482,267,113,756,710,167,450,,
2021,9,90,"1,528",145,118,89,86,48,24,76,42,52,106,76,51,28,85,29,52,62,39,19,118,93,26,64,,
2021,9,100,68,7,4,4,5,2,0,1,0,2,4,2,1,2,6,0,14,3,0,0,4,6,0,1,,
2021,10,총,"268,241","13,640","21,132","9,692","12,739","5,093","1,647","15,262","3,042","2,428","21,398","12,474","10,367","5,783","11,000","3,381","2,777","10,993","5,085","1,969","25,790","27,291","12,382","14,639","18,237",
2021,10,0,"24,472",784,"1,869",892,"1,873",225,61,"1,986",125,63,"1,370",613,"1,260",331,768,278,67,454,267,63,"2,736","2,743","1,611","1,249","2,784",
2021,10,10,"26,216",879,"2,826",891,"1,596",388,84,"1,145",235,128,"2,274","1,075",963,456,"1,049",234,122,780,318,98,"3,002","2,964","1,541","1,412","1,756",
2021,10,20,"34,528","1,416","2,701","1,142","1,066",549,129,"2,171",278,169,"3,225","1,652","1,292","1,061","1,334",454,321,"1,887",698,264,"3,170","3,447","1,685","2,061","2,356",
2021,10,30,"38,343","1,366","2,460","1,269","2,218",479,145,"3,164",232,142,"2,265","1,325","1,848",887,"1,259",553,262,"1,232",589,163,"4,060","3,980","2,202","2,059","4,184",
2021,10,40,"44,812","1,839","4,084","1,593","2,466",668,158,"2,241",335,215,"3,617","1,887","1,750",889,"1,754",505,300,"1,580",724,239,"5,073","4,872","2,502","2,308","3,213",
2021,10,50,"42,703","2,283","3,262","1,469","1,340",971,277,"2,148",527,393,"4,026","2,387","1,650",899,"2,018",507,442,"2,051",871,359,"3,878","4,503","1,559","2,704","2,179",
2021,10,60,"29,950","2,359","2,020","1,244","1,150",903,348,"1,359",587,551,"2,457","1,824",926,622,"1,484",385,549,"1,572",808,397,"2,178","2,709",791,"1,572","1,155",
2021,10,70,"16,059","1,552","1,110",671,553,533,245,602,373,405,"1,302","1,054",397,415,802,279,414,882,503,252,"1,032","1,251",300,762,370,
2021,10,80,"9,564","1,008",680,427,389,322,176,367,309,307,749,582,228,193,442,156,245,488,266,114,575,724,166,450,201,
2021,10,90,"1,538",147,116,90,84,53,24,78,41,53,109,73,52,28,84,30,53,64,41,20,84,92,25,61,36,
2021,10,100,56,7,4,4,4,2,0,1,0,2,4,2,1,2,6,0,2,3,0,0,2,6,0,1,3,
2021,11,총,"269,216","13,657","21,113","9,697","12,747","5,114","1,640","6,195","3,049","2,417","21,349","12,452","10,432","5,797","11,015","3,366","2,770","10,954","5,502","1,942","25,728","27,786","12,330","14,533","18,169","9,462"
2021,11,0,"24,564",793,"1,858",898,"1,854",232,62,506,126,64,"1,352",616,"1,270",331,759,274,66,452,307,61,"2,714","2,816","1,591","1,239","2,774","1,549"
2021,11,10,"26,243",875,"2,815",881,"1,608",394,86,426,235,126,"2,265","1,064",956,463,"1,051",230,122,773,344,96,"3,003","2,985","1,541","1,391","1,761",752
2021,11,20,"34,514","1,414","2,700","1,138","1,063",537,124,801,277,170,"3,198","1,644","1,310","1,059","1,333",451,323,"1,861",807,258,"3,168","3,500","1,672","2,024","2,285","1,397"
2021,11,30,"38,553","1,380","2,450","1,276","2,189",486,142,870,229,138,"2,269","1,328","1,857",887,"1,259",540,262,"1,231",683,158,"4,023","4,094","2,184","2,046","4,175","2,397"
2021,11,40,"45,011","1,846","4,070","1,604","2,483",669,156,845,333,214,"3,592","1,885","1,766",894,"1,758",511,304,"1,575",785,231,"5,059","4,961","2,506","2,291","3,219","1,454"
2021,11,50,"42,899","2,265","3,268","1,469","1,346",971,275,"1,112",539,389,"4,037","2,381","1,648",904,"2,028",513,440,"2,049",919,353,"3,878","4,575","1,551","2,702","2,180","1,107"
2021,11,60,"30,144","2,373","2,040","1,236","1,161",914,353,862,583,553,"2,468","1,827",942,619,"1,491",384,544,"1,563",837,399,"2,184","2,761",792,"1,570","1,168",520
2021,11,70,"16,088","1,550","1,111",676,562,536,242,424,376,404,"1,303","1,047",403,412,805,280,412,888,504,250,"1,034","1,257",303,760,369,180
2021,11,80,"9,603","1,011",681,427,389,320,175,291,310,303,754,584,226,198,443,153,243,495,274,117,580,731,167,450,200,81
2021,11,90,"1,544",143,117,88,88,53,25,57,40,54,107,74,53,29,82,30,52,64,42,19,84,101,23,59,35,25
2021,11,100,53,7,3,4,4,2,0,1,1,2,4,2,1,1,6,0,2,3,0,0,1,5,0,1,3,0
2021,12,총,"270,334","13,695","21,112","9,694","12,744","5,106","1,652","6,218","3,056","2,409","21,294","12,422","10,490","5,771","11,007","3,387","2,758","10,917","6,076","1,929","25,588","28,025","12,317","14,516","18,118","10,033"
2021,12,0,"24,651",793,"1,847",889,"1,840",231,70,513,128,68,"1,349",610,"1,267",329,758,277,68,447,368,60,"2,679","2,830","1,577","1,248","2,755","1,650"
2021,12,10,"26,294",871,"2,809",880,"1,608",395,85,430,234,124,"2,242","1,058",960,455,"1,041",236,122,766,385,95,"3,003","3,009","1,533","1,390","1,761",802
2021,12,20,"34,538","1,398","2,690","1,145","1,060",539,126,803,280,165,"3,191","1,628","1,314","1,053","1,314",451,314,"1,851",923,254,"3,109","3,515","1,688","2,031","2,241","1,455"
2021,12,30,"38,806","1,401","2,437","1,272","2,180",487,144,881,222,136,"2,266","1,331","1,875",878,"1,264",550,263,"1,236",826,150,"3,978","4,141","2,169","2,034","4,167","2,518"
2021,12,40,"45,245","1,857","4,076","1,604","2,497",663,159,838,342,217,"3,548","1,877","1,781",889,"1,750",512,306,"1,560",859,231,"5,068","5,037","2,500","2,278","3,230","1,566"
2021,12,50,"43,110","2,270","3,287","1,468","1,353",964,276,"1,112",533,385,"4,036","2,383","1,656",910,"2,051",511,437,"2,044","1,006",353,"3,859","4,614","1,558","2,683","2,177","1,184"
2021,12,60,"30,332","2,383","2,045","1,247","1,165",915,350,861,589,555,"2,480","1,830",949,623,"1,487",387,534,"1,569",867,402,"2,193","2,769",801,"1,589","1,178",564
2021,12,70,"16,113","1,548","1,119",670,561,537,245,428,377,401,"1,311","1,045",406,408,804,278,418,880,513,249,"1,030","1,275",302,757,368,183
2021,12,80,"9,631","1,019",681,425,392,319,170,293,311,303,755,582,228,196,450,155,242,494,285,117,583,728,167,448,203,85
2021,12,90,"1,566",148,118,90,84,54,27,58,39,53,112,76,54,29,85,30,52,67,44,18,85,103,22,57,35,26
2021,12,100,48,7,3,4,4,2,0,1,1,2,4,2,0,1,3,0,2,3,0,0,1,4,0,1,3,0
