년도,월,나이,광산구,송정1동,송정2동,도산동,신흥동,어룡동,우산동,월곡1동,월곡2동,비아동,첨단1동,첨단2동,신가동,운남동,수완동,하남동,임곡동,동곡동,평동,삼도동,본량동,신창동
2021,3,100,54,3,6,2,4,7,1,0,1,0,2,5,2,4,2,2,0,3,3,1,2,4
2021,4,총,"404,863","11,039","6,583","15,516","4,663","32,884","28,460","11,121","16,017","7,271","27,562","43,496","18,686","31,274","77,767","24,793","2,137","1,921","4,112","2,258","2,052","35,251"
2021,4,0,"38,941",656,325,"1,418",305,"3,873","2,272",701,"1,081",649,"1,988","3,760","2,039","2,847","9,974","3,084",59,42,133,49,28,"3,658"
2021,4,10,"51,914","1,137",380,"1,615",425,"3,705","2,119","1,127","2,008",757,"3,443","5,558","2,839","3,903","13,588","3,292",110,77,146,121,95,"5,469"
2021,4,20,"58,742","1,739",973,"2,151",600,"4,007","4,337","1,887","2,459",886,"5,134","7,881","2,652","4,695","9,573","3,270",162,168,435,167,150,"5,416"
2021,4,30,"53,977","1,172",896,"2,141",541,"5,404","4,463","1,236","1,749",887,"3,459","5,836","2,310","3,953","10,252","3,722",112,138,459,153,122,"4,972"
2021,4,40,"76,188","1,866",829,"2,687",719,"6,106","4,212","1,641","2,845","1,351","4,341","8,011","3,938","5,792","17,968","5,029",183,182,496,211,224,"7,557"
2021,4,50,"64,593","1,859","1,094","2,464",779,"4,606","5,014","2,223","3,003","1,374","5,506","7,646","2,862","5,544","10,038","3,506",393,317,668,378,318,"5,001"
2021,4,60,"34,277","1,341",949,"1,539",644,"3,101","3,474","1,428","1,761",713,"2,378","2,939","1,170","2,520","4,001","1,954",461,417,803,469,389,"1,826"
2021,4,70,"17,134",890,776,"1,027",450,"1,379","1,608",568,769,410,822,"1,169",611,"1,361","1,720",617,345,367,578,374,367,926
2021,4,80,"7,873",331,314,407,166,612,829,268,303,216,413,611,230,591,557,276,263,184,328,293,309,372
2021,4,90,"1,173",45,41,65,30,85,132,42,38,28,76,81,33,65,94,41,48,26,63,42,48,50
2021,4,100,51,3,6,2,4,6,0,0,1,0,2,4,2,3,2,2,1,3,3,1,2,4
2021,5,총,"404,804","11,019","6,569","15,447","4,666","32,894","28,758","11,076","15,969","7,255","27,534","43,449","18,630","31,244","77,785","24,905","2,128","1,918","4,081","2,215","2,063","35,199"
2021,5,0,"38,785",660,313,"1,399",303,"3,865","2,317",701,"1,062",649,"1,981","3,740","2,021","2,824","9,926","3,072",60,42,135,49,28,"3,638"
2021,5,10,"51,825","1,130",371,"1,614",420,"3,697","2,135","1,113","1,990",758,"3,436","5,558","2,844","3,901","13,573","3,293",107,75,141,117,101,"5,451"
2021,5,20,"58,750","1,732",982,"2,143",598,"4,010","4,349","1,883","2,459",860,"5,119","7,882","2,644","4,676","9,616","3,300",161,166,432,163,150,"5,425"
2021,5,30,"53,846","1,178",875,"2,116",547,"5,391","4,537","1,237","1,735",894,"3,459","5,792","2,312","3,944","10,175","3,717",112,138,452,150,122,"4,963"
2021,5,40,"75,828","1,833",835,"2,669",708,"6,111","4,246","1,610","2,809","1,353","4,297","7,977","3,904","5,740","17,935","5,035",180,182,489,200,221,"7,494"
2021,5,50,"64,930","1,867","1,101","2,479",788,"4,605","5,075","2,203","3,031","1,369","5,509","7,667","2,871","5,579","10,147","3,555",387,316,655,368,323,"5,035"
2021,5,60,"34,565","1,346",948,"1,551",644,"3,116","3,518","1,445","1,771",718,"2,427","2,966","1,164","2,553","4,027","1,985",467,415,806,466,394,"1,838"
2021,5,70,"17,156",891,781,"1,010",455,"1,392","1,604",572,771,407,821,"1,166",613,"1,363","1,729",633,340,366,575,369,368,930
2021,5,80,"7,893",332,316,403,170,614,844,271,303,219,410,614,221,594,561,271,263,188,331,289,306,373
2021,5,90,"1,176",47,41,61,30,87,133,41,37,28,73,83,34,67,94,42,50,27,62,43,48,48
2021,5,100,50,3,6,2,3,6,0,0,1,0,2,4,2,3,2,2,1,3,3,1,2,4
2021,6,총,"404,645","11,002","6,579","15,409","4,639","32,918","28,995","11,025","15,947","7,233","27,517","43,428","18,564","31,183","77,710","24,943","2,128","1,911","4,074","2,209","2,027","35,204"
2021,6,0,"38,583",661,310,"1,399",299,"3,844","2,354",688,"1,053",642,"1,973","3,740","2,009","2,801","9,814","3,071",60,41,131,50,28,"3,615"
2021,6,10,"51,669","1,116",368,"1,601",405,"3,712","2,146","1,110","1,976",751,"3,422","5,531","2,821","3,868","13,580","3,288",107,71,139,116,98,"5,443"
2021,6,20,"58,785","1,731","1,008","2,131",598,"4,013","4,379","1,870","2,454",857,"5,104","7,869","2,638","4,678","9,651","3,319",162,169,424,160,148,"5,422"
2021,6,30,"53,710","1,173",876,"2,110",543,"5,365","4,575","1,230","1,756",883,"3,451","5,798","2,308","3,930","10,085","3,697",111,137,453,149,121,"4,959"
2021,6,40,"75,720","1,818",835,"2,650",703,"6,131","4,272","1,604","2,776","1,353","4,292","7,937","3,877","5,718","17,920","5,066",183,181,490,195,216,"7,503"
2021,6,50,"65,060","1,866","1,101","2,469",789,"4,596","5,127","2,190","3,036","1,372","5,516","7,701","2,876","5,574","10,209","3,551",389,312,652,373,309,"5,052"
2021,6,60,"34,760","1,360",941,"1,570",639,"3,149","3,560","1,452","1,775",722,"2,434","2,984","1,168","2,569","4,041","1,995",467,416,811,462,390,"1,855"
2021,6,70,"17,165",890,774,"1,009",462,"1,390","1,599",570,771,403,830,"1,171",612,"1,372","1,740",641,335,365,571,369,360,931
2021,6,80,"7,959",337,316,409,167,620,847,271,313,221,418,612,219,603,573,271,263,188,337,293,309,372
2021,6,90,"1,184",47,44,59,31,92,136,40,36,29,75,81,34,67,95,42,50,28,63,40,47,48
2021,6,100,50,3,6,2,3,6,0,0,1,0,2,4,2,3,2,2,1,3,3,2,1,4
2021,7,총,"404,422","10,991","6,628","15,371","4,627","32,895","29,023","11,016","15,917","7,236","27,434","43,399","18,592","31,153","77,641","25,024","2,115","1,898","4,068","2,200","2,015","35,179"
2021,7,0,"38,399",660,319,"1,395",298,"3,815","2,353",682,"1,048",641,"1,970","3,730","2,015","2,773","9,742","3,061",54,41,134,50,29,"3,589"
2021,7,10,"51,573","1,110",369,"1,583",396,"3,710","2,144","1,114","1,964",747,"3,408","5,521","2,815","3,850","13,596","3,308",110,71,141,114,96,"5,406"
2021,7,20,"58,734","1,730","1,025","2,135",598,"4,020","4,391","1,870","2,448",851,"5,039","7,861","2,646","4,679","9,621","3,336",159,167,417,157,142,"5,442"
2021,7,30,"53,542","1,174",892,"2,093",540,"5,337","4,586","1,233","1,758",886,"3,458","5,755","2,301","3,904","10,033","3,683",111,135,458,147,122,"4,936"
2021,7,40,"75,598","1,811",835,"2,645",705,"6,133","4,273","1,600","2,746","1,348","4,271","7,923","3,863","5,715","17,893","5,103",181,181,488,195,213,"7,476"
2021,7,50,"65,169","1,872","1,101","2,455",779,"4,600","5,106","2,180","3,048","1,379","5,514","7,721","2,904","5,583","10,258","3,567",379,311,649,368,310,"5,085"
2021,7,60,"34,969","1,355",943,"1,579",643,"3,160","3,591","1,457","1,779",732,"2,458","3,005","1,173","2,594","4,078","1,999",469,412,809,465,386,"1,882"
2021,7,70,"17,198",895,781,"1,011",463,"1,395","1,594",571,770,401,829,"1,176",613,"1,378","1,743",646,336,362,570,370,360,934
2021,7,80,"8,000",334,314,414,170,628,850,269,318,222,408,621,226,607,580,275,260,188,338,293,308,377
2021,7,90,"1,192",47,43,59,32,92,135,40,37,29,77,83,34,67,96,44,55,27,61,39,48,47
2021,7,100,48,3,6,2,3,5,0,0,1,0,2,3,2,3,1,2,1,3,3,2,1,5
2021,8,총,"404,413","10,937","6,626","15,375","4,618","32,885","29,050","11,009","15,863","7,364","27,399","43,354","18,542","31,115","77,635","25,193","2,119","1,884","4,069","2,206","2,026","35,144"
2021,8,0,"38,187",656,315,"1,382",299,"3,815","2,348",673,"1,041",660,"1,964","3,709","2,009","2,734","9,655","3,060",53,40,132,50,29,"3,563"
2021,8,10,"51,567","1,095",369,"1,584",394,"3,711","2,148","1,102","1,955",774,"3,406","5,505","2,804","3,851","13,622","3,332",116,71,137,116,96,"5,379"
2021,8,20,"58,729","1,720","1,040","2,133",590,"4,005","4,388","1,867","2,442",866,"5,031","7,854","2,639","4,670","9,647","3,333",156,162,419,163,145,"5,459"
2021,8,30,"53,393","1,165",885,"2,103",543,"5,329","4,592","1,237","1,742",884,"3,428","5,758","2,300","3,884","9,953","3,700",109,140,456,148,123,"4,914"
2021,8,40,"75,389","1,794",829,"2,636",699,"6,125","4,250","1,586","2,723","1,392","4,263","7,850","3,843","5,700","17,875","5,140",180,173,487,194,213,"7,437"
2021,8,50,"65,420","1,861","1,102","2,455",783,"4,607","5,107","2,199","3,048","1,395","5,504","7,760","2,901","5,590","10,339","3,638",381,308,650,368,314,"5,110"
2021,8,60,"35,272","1,367",938,"1,588",640,"3,173","3,625","1,465","1,791",741,"2,492","3,039","1,179","2,620","4,122","2,020",472,410,812,471,389,"1,918"
2021,8,70,"17,185",892,784,"1,016",464,"1,389","1,601",575,770,400,826,"1,168",612,"1,375","1,742",650,334,362,573,360,358,934
2021,8,80,"8,031",337,316,416,172,635,855,265,313,224,408,625,219,620,583,272,262,188,339,296,310,376
2021,8,90,"1,189",47,42,60,31,91,136,40,37,28,75,83,34,68,96,46,55,27,61,37,47,48
2021,8,100,51,3,6,2,3,5,0,0,1,0,2,3,2,3,1,2,1,3,3,3,2,6
2021,9,총,"404,726","10,935","6,592","15,379","4,598","32,882","29,026","10,949","15,793","7,438","27,411","43,425","18,500","31,066","77,530","25,787","2,126","1,883","4,085","2,199","2,030","35,092"
2021,9,0,"38,052",652,315,"1,380",298,"3,796","2,331",671,"1,028",681,"1,964","3,674","2,002","2,732","9,567","3,118",53,43,130,47,31,"3,539"
2021,9,10,"51,475","1,096",362,"1,582",393,"3,695","2,147","1,084","1,920",779,"3,397","5,488","2,794","3,810","13,626","3,403",113,68,139,117,94,"5,368"
2021,9,20,"58,845","1,714","1,031","2,135",583,"4,019","4,355","1,857","2,440",870,"5,027","7,915","2,629","4,661","9,682","3,420",156,165,416,163,147,"5,460"
2021,9,30,"53,338","1,175",879,"2,077",537,"5,315","4,608","1,234","1,728",895,"3,413","5,761","2,294","3,885","9,850","3,833",115,140,462,142,124,"4,871"
2021,9,40,"75,297","1,798",820,"2,641",691,"6,113","4,233","1,571","2,695","1,407","4,248","7,834","3,821","5,690","17,840","5,244",179,170,488,201,213,"7,400"
2021,9,50,"65,745","1,852","1,108","2,466",788,"4,636","5,106","2,182","3,052","1,406","5,524","7,792","2,905","5,598","10,417","3,739",384,307,648,364,314,"5,157"
2021,9,60,"35,443","1,364",933,"1,598",640,"3,182","3,650","1,475","1,799",743,"2,511","3,066","1,186","2,627","4,126","2,051",470,413,821,471,391,"1,926"
2021,9,70,"17,224",897,783,"1,021",459,"1,386","1,608",575,777,403,834,"1,178",614,"1,374","1,741",660,336,358,571,360,354,935
2021,9,80,"8,062",338,312,419,177,646,852,259,316,226,413,631,220,619,579,268,262,189,345,293,312,386
2021,9,90,"1,193",46,43,58,29,89,136,41,36,28,78,83,34,66,100,49,57,27,62,39,48,44
2021,9,100,52,3,6,2,3,5,0,0,2,0,2,3,1,4,2,2,1,3,3,2,2,6
2021,10,총,"404,579","10,894","6,578","15,327","4,594","32,915","29,042","10,909","15,732","7,473","27,401","43,366","18,464","30,956","77,525","26,033","2,132","1,878","4,064","2,213","2,024","35,059"
2021,10,0,"37,904",643,318,"1,362",295,"3,790","2,334",662,"1,008",681,"1,977","3,649","1,993","2,706","9,525","3,128",54,41,126,48,31,"3,533"
2021,10,10,"51,335","1,087",360,"1,574",392,"3,675","2,153","1,083","1,908",786,"3,385","5,450","2,774","3,778","13,642","3,422",115,68,139,117,91,"5,336"
2021,10,20,"58,727","1,701","1,021","2,115",578,"4,035","4,325","1,835","2,427",865,"5,000","7,887","2,624","4,650","9,701","3,471",158,161,413,166,143,"5,451"
2021,10,30,"53,285","1,167",883,"2,065",533,"5,308","4,608","1,226","1,717",902,"3,437","5,768","2,286","3,882","9,798","3,859",116,145,455,143,129,"4,858"
2021,10,40,"75,184","1,788",820,"2,637",701,"6,106","4,253","1,558","2,680","1,415","4,222","7,829","3,818","5,637","17,814","5,292",182,165,485,203,212,"7,367"
2021,10,50,"65,890","1,847","1,103","2,461",784,"4,669","5,089","2,175","3,040","1,415","5,523","7,789","2,904","5,595","10,473","3,812",385,305,646,368,309,"5,198"
2021,10,60,"35,695","1,368",935,"1,607",645,"3,202","3,671","1,490","1,817",744,"2,534","3,107","1,194","2,645","4,148","2,073",473,419,821,473,395,"1,934"
2021,10,70,"17,228",896,777,"1,018",459,"1,386","1,613",578,779,408,833,"1,178",613,"1,378","1,738",659,326,354,572,361,353,949
2021,10,80,"8,091",347,313,430,175,651,859,259,318,228,410,623,224,614,586,266,264,191,343,291,313,386
2021,10,90,"1,187",47,42,56,29,87,137,43,36,29,78,83,33,67,97,49,58,26,61,41,46,42
2021,10,100,53,3,6,2,3,6,0,0,2,0,2,3,1,4,3,2,1,3,3,2,2,5
2021,11,총,"404,341","10,871","6,574","15,329","4,605","33,028","28,973","10,873","15,663","7,482","27,355","43,340","18,470","30,920","77,408","26,178","2,138","1,860","4,054","2,204","2,013","35,003"
2021,11,0,"37,700",644,322,"1,351",300,"3,789","2,334",656,989,684,"1,982","3,623","1,989","2,675","9,431","3,125",56,41,124,46,32,"3,507"
2021,11,10,"51,286","1,070",358,"1,574",393,"3,707","2,134","1,069","1,898",786,"3,371","5,428","2,761","3,767","13,661","3,450",113,68,139,119,91,"5,329"
2021,11,20,"58,545","1,701","1,008","2,114",573,"4,013","4,288","1,828","2,421",858,"4,946","7,883","2,630","4,642","9,677","3,503",157,155,417,165,143,"5,423"
2021,11,30,"53,103","1,160",879,"2,063",534,"5,291","4,587","1,224","1,697",900,"3,451","5,785","2,274","3,861","9,720","3,859",120,141,444,142,129,"4,842"
2021,11,40,"75,118","1,772",821,"2,638",703,"6,176","4,236","1,558","2,663","1,426","4,198","7,799","3,814","5,608","17,805","5,318",179,165,486,200,206,"7,347"
2021,11,50,"66,160","1,854","1,110","2,460",780,"4,703","5,098","2,164","3,032","1,417","5,536","7,814","2,924","5,625","10,540","3,855",389,304,643,368,316,"5,228"
2021,11,60,"35,818","1,377",936,"1,606",648,"3,207","3,685","1,496","1,820",749,"2,542","3,132","1,202","2,668","4,150","2,087",476,418,823,469,389,"1,938"
2021,11,70,"17,222",896,777,"1,020",467,"1,393","1,611",573,785,407,831,"1,165",612,"1,382","1,737",661,327,346,565,359,351,957
2021,11,80,"8,160",350,317,443,174,656,865,263,321,228,420,627,230,620,586,266,262,198,349,293,309,383
2021,11,90,"1,188",47,43,58,30,87,135,42,35,27,76,81,33,68,98,52,58,24,61,42,46,45
2021,11,100,41,0,3,2,3,6,0,0,2,0,2,3,1,4,3,2,1,0,3,1,1,4
2021,12,총,"404,221","10,863","6,558","15,279","4,594","33,035","28,905","10,884","15,594","7,481","27,459","43,297","18,457","30,856","77,438","26,266","2,139","1,856","4,064","2,199","2,009","34,988"
2021,12,0,"37,540",651,321,"1,341",300,"3,780","2,328",660,969,682,"1,984","3,591","1,977","2,663","9,379","3,122",54,43,122,45,33,"3,495"
2021,12,10,"51,181","1,064",357,"1,557",388,"3,699","2,126","1,076","1,887",785,"3,355","5,407","2,749","3,737","13,685","3,449",111,69,142,121,89,"5,328"
2021,12,20,"58,371","1,683","1,004","2,112",564,"4,000","4,247","1,812","2,390",855,"4,948","7,872","2,629","4,623","9,703","3,510",158,148,421,164,140,"5,388"
2021,12,30,"52,986","1,148",869,"2,045",531,"5,260","4,596","1,240","1,683",890,"3,500","5,783","2,269","3,832","9,674","3,870",121,142,442,144,129,"4,818"
2021,12,40,"75,051","1,767",826,"2,626",705,"6,187","4,215","1,540","2,664","1,426","4,210","7,764","3,801","5,595","17,789","5,353",175,166,489,198,205,"7,350"
2021,12,50,"66,470","1,871","1,107","2,465",782,"4,735","5,088","2,176","3,035","1,427","5,564","7,847","2,937","5,642","10,610","3,882",391,306,652,367,321,"5,265"
2021,12,60,"35,946","1,379",936,"1,606",652,"3,218","3,698","1,496","1,815",755,"2,568","3,156","1,214","2,682","4,156","2,092",481,417,818,464,393,"1,950"
2021,12,70,"17,217",899,776,"1,020",467,"1,405","1,610",576,789,406,821,"1,156",610,"1,373","1,743",669,325,344,566,358,345,959
2021,12,80,"8,219",353,316,445,172,661,863,266,322,228,429,638,237,633,591,266,266,197,350,294,307,385
2021,12,90,"1,206",48,45,61,30,87,134,42,38,27,78,80,33,73,104,52,56,24,59,43,46,46
2021,12,100,34,0,1,1,3,3,0,0,2,0,2,3,1,3,4,1,1,0,3,1,1,4
