년도,월,나이,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020,12,40,"536,223","167,792","41,056","35,739","25,651","30,228","35,118","54,298","21,331","17,752","98,471","12,942","47,635","60,781","2,869","9,386","7,108","6,374","4,596","4,970","3,509","4,387","7,739","4,283"
2020,12,50,"582,448","186,508","50,585","43,432","29,526","34,527","28,438","57,791","22,474","18,502","96,955","18,736","39,273","58,726","4,657","11,269","10,913","9,135","7,345","8,429","6,529","6,941","10,581","7,684"
2020,12,60,"462,731","141,873","34,530","23,776","30,028","29,961","23,578","45,768","20,489","16,534","58,306","21,102","26,544","42,785","5,381","11,026","12,171","9,735","8,314","8,921","7,280","7,294","10,149","9,059"
2020,12,70,"245,191","63,369","13,338","6,877","16,569","14,786","11,799","25,565","11,068","10,642","26,397","12,650","10,826","21,083","4,006","6,693","8,086","6,740","6,673","6,372","5,304","5,516","6,988","7,213"
2020,12,80,"124,648","26,327","5,713","2,938","7,057","5,331","5,288","12,414","4,736","5,766","11,467","6,878","4,964","8,781","3,046","4,073","4,978","4,242","4,875","4,384","3,661","3,838","4,836","5,382"
2020,12,90,"17,174","3,436",775,438,"1,006",583,634,"1,754",616,806,"1,411",905,797,"1,087",428,546,659,632,830,730,543,574,727,693
2020,12,100,827,188,36,20,69,45,18,94,28,32,88,48,46,59,9,14,29,20,16,23,18,33,42,40
2021,1,총,"3,338,396","1,036,203","261,845","214,067","176,636","190,739","192,916","348,022","128,084","111,005","542,296","104,687","245,492","352,421","26,778","64,036","61,305","51,372","42,855","44,673","34,809","39,013","61,474","43,871"
2021,1,0,"266,782","82,996","21,319","16,412","12,761","13,278","19,226","28,156","9,560","8,067","48,925","5,581","26,466","34,397","1,060","4,018","3,192","2,547","1,586","1,803","1,316","1,785","3,747","1,580"
2021,1,10,"323,933","99,440","23,531","22,949","13,829","18,135","20,996","35,245","12,832","10,278","61,163","7,804","27,954","34,354","1,505","5,974","4,240","4,157","2,919","2,871","2,064","2,957","5,743","2,433"
2021,1,20,"377,156","129,657","35,688","32,206","18,989","22,228","20,546","45,047","11,171","10,758","68,971","9,141","24,270","40,685","2,037","5,475","4,870","3,903","3,266","3,425","2,459","3,085","5,906","3,030"
2021,1,30,"397,603","133,525","35,134","29,235","20,645","21,671","26,840","41,577","13,686","11,805","69,258","8,850","36,340","48,928","1,736","5,535","5,095","3,826","2,447","2,751","2,116","2,615","4,986","2,527"
2021,1,40,"535,531","167,596","40,969","35,561","25,801","30,049","35,216","54,211","21,305","17,716","98,308","12,891","47,650","60,913","2,869","9,354","7,061","6,333","4,577","4,939","3,486","4,356","7,715","4,251"
2021,1,50,"581,701","186,213","50,435","43,291","29,572","34,446","28,469","57,681","22,386","18,452","97,182","18,717","39,273","58,703","4,622","11,210","10,861","9,136","7,297","8,394","6,504","6,888","10,552","7,630"
2021,1,60,"466,435","142,901","34,819","24,047","30,175","30,074","23,786","46,133","20,630","16,649","58,938","21,164","26,853","43,273","5,460","11,121","12,220","9,798","8,360","8,960","7,342","7,334","10,196","9,103"
2021,1,70,"245,650","63,664","13,397","6,940","16,641","14,854","11,832","25,611","11,099","10,643","26,486","12,687","10,842","21,131","3,985","6,674","8,078","6,758","6,670","6,369","5,272","5,520","6,984","7,177"
2021,1,80,"125,370","26,535","5,724","2,966","7,134","5,374","5,337","12,499","4,762","5,786","11,547","6,887","4,992","8,867","3,051","4,110","4,999","4,259","4,874","4,394","3,683","3,853","4,870","5,402"
2021,1,90,"17,402","3,484",793,440,"1,018",583,650,"1,767",625,818,"1,427",917,807,"1,110",445,551,660,635,842,744,549,589,733,699
2021,1,100,833,192,36,20,71,47,18,95,28,33,91,48,45,60,8,14,29,20,17,23,18,31,42,39
2021,2,총,"3,336,045","1,035,574","261,339","213,520","177,905","190,068","192,742","347,750","127,720","110,868","542,254","104,497","245,008","352,682","26,757","63,879","61,286","51,283","42,794","44,494","34,788","39,044","61,564","43,803"
2021,2,0,"265,256","82,618","21,163","16,237","13,029","13,107","19,082","27,993","9,462","8,034","48,694","5,521","26,188","34,275","1,056","3,970","3,178","2,519","1,586","1,785","1,301","1,766","3,743","1,567"
2021,2,10,"323,073","99,084","23,448","22,793","13,913","18,004","20,926","35,142","12,751","10,230","60,998","7,779","27,868","34,402","1,499","5,961","4,232","4,130","2,903","2,845","2,066","2,994","5,772","2,417"
2021,2,20,"375,212","129,021","35,445","32,034","19,036","22,027","20,479","44,893","11,091","10,624","68,842","9,031","24,082","40,561","2,008","5,412","4,832","3,879","3,221","3,360","2,422","3,068","5,887","2,978"
2021,2,30,"395,154","133,049","35,016","29,133","20,855","21,426","26,619","41,402","13,476","11,744","68,821","8,790","35,930","48,575","1,732","5,456","5,086","3,763","2,430","2,730","2,097","2,607","4,961","2,505"
2021,2,40,"535,181","167,502","40,801","35,417","26,101","29,948","35,235","54,093","21,250","17,661","98,248","12,864","47,653","61,106","2,862","9,331","7,055","6,312","4,581","4,885","3,486","4,337","7,737","4,218"
2021,2,50,"581,689","186,064","50,312","43,218","29,589","34,350","28,595","57,648","22,364","18,447","97,432","18,670","39,392","58,826","4,603","11,195","10,855","9,123","7,277","8,340","6,474","6,865","10,524","7,590"
2021,2,60,"469,593","143,802","35,100","24,266","30,370","30,180","23,886","46,473","20,719","16,771","59,481","21,232","27,110","43,552","5,504","11,190","12,263","9,841","8,387","9,010","7,403","7,399","10,281","9,175"
2021,2,70,"246,054","63,943","13,453","6,986","16,697","14,955","11,852","25,628","11,120","10,674","26,530","12,715","10,879","21,235","3,963","6,646","8,038","6,786","6,637","6,357","5,258","5,519","6,976","7,150"
2021,2,80,"126,348","26,750","5,764","2,968","7,200","5,432","5,386","12,587","4,825","5,826","11,669","6,932","5,045","8,963","3,075","4,150","5,055","4,264","4,897","4,403","3,700","3,860","4,897","5,450"
2021,2,90,"17,641","3,547",800,446,"1,044",593,664,"1,794",634,823,"1,448",916,815,"1,126",448,554,663,645,855,757,561,598,743,714
2021,2,100,844,194,37,22,71,46,18,97,28,34,91,47,46,61,7,14,29,21,20,22,20,31,43,39
2021,3,총,"3,330,463","1,034,977","260,953","212,926","178,773","189,593","192,732","347,034","126,988","110,501","540,863","104,354","244,154","352,830","26,669","63,694","61,072","51,035","42,709","44,388","34,686","39,014","61,860","43,635"
2021,3,0,"263,754","82,271","21,065","16,116","13,129","12,993","18,968","27,847","9,346","7,990","48,368","5,497","25,965","34,144","1,053","3,923","3,135","2,495","1,579","1,784","1,295","1,766","3,737","1,559"
2021,3,10,"322,143","98,675","23,296","22,589","13,950","17,894","20,946","34,906","12,678","10,154","60,774","7,733","27,834","34,502","1,490","5,921","4,188","4,159","2,934","2,809","2,085","2,968","5,942","2,391"
2021,3,20,"373,828","128,613","35,324","31,825","19,144","21,886","20,434","44,827","10,962","10,597","68,649","8,971","23,877","40,459","1,992","5,373","4,763","3,838","3,194","3,314","2,391","3,067","5,987","2,954"
2021,3,30,"393,463","132,824","34,952","29,025","21,071","21,330","26,446","41,277","13,294","11,629","68,505","8,754","35,614","48,498","1,720","5,385","4,996","3,719","2,404","2,718","2,088","2,595","4,954","2,489"
2021,3,40,"533,259","167,124","40,648","35,181","26,200","29,800","35,295","53,798","21,097","17,581","97,838","12,834","47,496","61,125","2,822","9,238","7,045","6,239","4,541","4,851","3,436","4,323","7,693","4,178"
2021,3,50,"579,448","185,570","50,090","43,105","29,553","34,236","28,586","57,367","22,196","18,382","97,199","18,591","39,290","58,665","4,548","11,196","10,812","9,010","7,224","8,268","6,399","6,811","10,435","7,485"
2021,3,60,"473,178","145,044","35,456","24,612","30,607","30,313","24,056","46,877","20,772","16,794","59,908","21,317","27,282","43,997","5,543","11,252","12,312","9,881","8,416","9,100","7,479","7,487","10,448","9,269"
2021,3,70,"246,385","64,211","13,504","7,018","16,780","15,006","11,903","25,655","11,139","10,684","26,494","12,756","10,924","21,271","3,961","6,651","8,053","6,769","6,632","6,346","5,232","5,511","6,967","7,129"
2021,3,80,"126,739","26,894","5,769","2,998","7,220","5,499","5,408","12,611","4,848","5,843","11,662","6,979","5,044","9,017","3,079","4,178","5,080","4,258","4,908","4,408","3,698","3,868","4,920","5,444"
2021,3,90,"17,680","3,596",812,447,"1,063",601,673,"1,789",640,822,"1,415",896,800,"1,119",454,563,674,653,861,770,569,598,754,707
2021,3,100,586,155,37,10,56,35,17,80,16,25,51,26,28,33,7,14,14,14,16,20,14,20,23,30
2021,4,총,"3,329,623","1,034,705","260,623","212,662","179,434","189,134","192,852","347,056","126,798","110,461","540,686","104,383","243,902","353,291","26,624","63,573","60,951","51,009","42,688","44,326","34,668","39,008","61,877","43,617"
2021,4,0,"262,156","81,826","20,939","15,972","13,189","12,863","18,863","27,708","9,232","7,960","48,096","5,458","25,739","34,018","1,043","3,884","3,117","2,459","1,561","1,755","1,281","1,758","3,711","1,550"
2021,4,10,"321,732","98,578","23,203","22,544","14,017","17,870","20,944","34,859","12,679","10,164","60,670","7,713","27,845","34,505","1,482","5,885","4,149","4,166","2,951","2,788","2,069","2,934","5,924","2,371"
2021,4,20,"373,293","128,424","35,182","31,792","19,167","21,820","20,463","44,842","10,911","10,568","68,563","8,950","23,812","40,426","1,990","5,338","4,737","3,817","3,201","3,296","2,375","3,083","5,997","2,963"
2021,4,30,"392,090","132,474","34,874","28,919","21,222","21,136","26,323","41,213","13,221","11,550","68,269","8,722","35,293","48,469","1,713","5,335","4,959","3,694","2,403","2,713","2,079","2,581","4,930","2,472"
2021,4,40,"533,055","167,133","40,571","35,089","26,342","29,762","35,369","53,788","21,058","17,577","97,762","12,846","47,488","61,205","2,800","9,193","7,007","6,241","4,510","4,825","3,430","4,317","7,703","4,172"
2021,4,50,"578,495","185,191","49,953","42,992","29,534","34,075","28,637","57,182","22,141","18,327","97,230","18,552","39,315","58,699","4,533","11,147","10,780","8,985","7,181","8,233","6,372","6,801","10,403","7,423"
2021,4,60,"476,254","145,903","35,703","24,816","30,774","30,431","24,179","47,243","20,844","16,862","60,346","21,438","27,500","44,393","5,567","11,336","12,348","9,927","8,426","9,151","7,546","7,535","10,525","9,364"
2021,4,70,"246,804","64,385","13,535","7,069","16,829","15,003","11,949","25,676","11,181","10,709","26,550","12,764","10,998","21,348","3,946","6,654","8,051","6,769","6,634","6,338","5,227","5,501","6,966","7,107"
2021,4,80,"127,294","27,018","5,798","3,012","7,246","5,531","5,431","12,662","4,867","5,879","11,718","7,009","5,078","9,064","3,078","4,205","5,111","4,286","4,938","4,420","3,703","3,880","4,926","5,452"
2021,4,90,"17,871","3,620",828,447,"1,059",609,677,"1,804",648,840,"1,429",905,807,"1,132",466,583,678,651,868,787,572,599,769,713
2021,4,100,579,153,37,10,55,34,17,79,16,25,53,26,27,32,6,13,14,14,15,20,14,19,23,30
2021,5,총,"3,327,298","1,034,130","260,346","212,396","179,657","188,784","192,947","347,274","126,587","110,371","540,423","104,133","243,484","353,415","26,627","63,267","60,972","50,987","42,690","44,223","34,641","38,860","61,646","43,568"
2021,5,0,"260,666","81,477","20,874","15,861","13,225","12,765","18,752","27,617","9,151","7,893","47,744","5,448","25,537","33,860","1,037","3,841","3,099","2,429","1,551","1,738","1,268","1,757","3,679","1,540"
2021,5,10,"321,295","98,503","23,159","22,463","14,036","17,866","20,979","34,789","12,655","10,172","60,636","7,684","27,793","34,493","1,484","5,866","4,158","4,159","2,921","2,773","2,060","2,911","5,892","2,346"
2021,5,20,"372,640","128,220","35,086","31,681","19,195","21,761","20,497","44,943","10,892","10,572","68,432","8,910","23,740","40,331","1,964","5,292","4,730","3,817","3,195","3,263","2,366","3,068","5,955","2,950"
2021,5,30,"390,421","132,120","34,760","28,875","21,236","21,014","26,235","41,159","13,076","11,486","67,980","8,689","34,960","48,272","1,715","5,288","4,932","3,665","2,399","2,682","2,066","2,556","4,912","2,464"
2021,5,40,"531,777","166,936","40,508","34,935","26,427","29,699","35,367","53,685","21,015","17,534","97,435","12,806","47,405","61,142","2,784","9,113","6,968","6,206","4,506","4,799","3,406","4,276","7,623","4,138"
2021,5,50,"577,936","184,757","49,728","42,912","29,502","33,920","28,695","57,112","22,108","18,276","97,472","18,463","39,349","58,791","4,520","11,086","10,761","8,986","7,154","8,193","6,362","6,785","10,363","7,398"
2021,5,60,"479,373","146,868","35,962","25,087","30,934","30,574","24,311","47,629","20,928","16,968","60,840","21,448","27,713","44,775","5,633","11,362","12,448","9,975","8,471","9,185","7,589","7,549","10,555","9,437"
2021,5,70,"247,090","64,459","13,605","7,096","16,780","15,004","11,974","25,721","11,205","10,726","26,618","12,741","11,053","21,462","3,929","6,644","8,058","6,768","6,654","6,351","5,202","5,457","6,947","7,095"
2021,5,80,"127,635","27,080","5,799","3,027","7,258","5,556","5,440","12,735","4,894","5,880","11,774","7,008","5,088","9,097","3,085","4,191","5,118","4,310","4,932","4,436","3,729","3,886","4,930","5,462"
2021,5,90,"17,947","3,614",836,448,"1,041",603,686,"1,806",646,842,"1,438",908,819,"1,159",470,575,686,657,893,784,578,598,766,708
2021,5,100,518,96,29,11,23,22,11,78,17,22,54,28,27,33,6,9,14,15,14,19,15,17,24,30
2021,6,총,"3,325,840","1,034,527","260,018","212,180","180,374","188,525","193,430","347,204","126,413","110,414","539,841","104,070","243,200","353,686","26,526","63,157","60,754","50,933","42,650","44,065","34,587","38,793","61,555","43,465"
2021,6,0,"259,234","81,179","20,791","15,735","13,288","12,675","18,690","27,481","9,062","7,875","47,416","5,421","25,335","33,730","1,037","3,799","3,060","2,409","1,541","1,710","1,250","1,751","3,656","1,522"
2021,6,10,"321,067","98,463","23,112","22,358","14,118","17,824","21,051","34,738","12,669","10,177","60,511","7,658","27,837","34,533","1,461","5,857","4,161","4,151","2,913","2,759","2,049","2,896","5,889","2,345"
2021,6,20,"371,865","128,124","34,989","31,655","19,237","21,653","20,590","44,908","10,848","10,586","68,290","8,904","23,629","40,169","1,949","5,266","4,696","3,815","3,186","3,251","2,349","3,041","5,910","2,944"
2021,6,30,"388,900","131,849","34,556","28,799","21,360","20,930","26,204","41,062","12,995","11,447","67,638","8,641","34,684","48,197","1,692","5,237","4,899","3,641","2,382","2,653","2,049","2,536","4,871","2,427"
2021,6,40,"531,783","167,185","40,537","34,877","26,587","29,672","35,512","53,685","20,954","17,529","97,280","12,819","47,446","61,217","2,759","9,084","6,957","6,185","4,507","4,774","3,393","4,272","7,614","4,123"
2021,6,50,"576,740","184,381","49,517","42,787","29,494","33,825","28,758","56,970","22,044","18,196","97,437","18,336","39,362","58,769","4,494","11,055","10,687","8,944","7,129","8,133","6,344","6,754","10,348","7,357"
2021,6,60,"482,382","147,857","36,216","25,356","31,135","30,699","24,451","47,925","21,041","17,093","61,286","21,584","27,882","45,148","5,655","11,434","12,482","10,045","8,504","9,186","7,610","7,587","10,603","9,460"
2021,6,70,"247,401","64,644","13,649","7,127","16,812","15,032","12,024","25,754","11,214","10,731","26,664","12,743","11,084","21,545","3,915","6,645","8,024","6,748","6,650","6,360","5,199","5,445","6,936","7,100"
2021,6,80,"128,001","27,164","5,797","3,031","7,282","5,595","5,459","12,795","4,916","5,908","11,810","7,031","5,099","9,174","3,090","4,190","5,101","4,325","4,925","4,445","3,746","3,897","4,933","5,452"
2021,6,90,"17,961","3,593",831,443,"1,038",601,680,"1,809",653,849,"1,457",905,813,"1,170",468,582,673,655,899,777,583,598,771,706
2021,6,100,506,88,23,12,23,19,11,77,17,23,52,28,29,34,6,8,14,15,14,17,15,16,24,29
2021,7,총,"3,324,735","1,034,635","218,589","253,362","180,600","188,322","193,762","347,314","126,312","110,338","539,477","103,986","242,852","353,981","26,530","63,127","60,592","50,894","42,572","43,974","34,557","38,736","61,478","43,380"
2021,7,0,"257,940","80,875","17,534","18,808","13,292","12,582","18,659","27,394","8,975","7,834","47,144","5,386","25,144","33,609","1,035","3,762","3,026","2,386","1,536","1,699","1,246","1,747","3,635","1,507"
2021,7,10,"320,906","98,399","19,363","26,017","14,126","17,797","21,096","34,733","12,681","10,184","60,454","7,612","27,866","34,609","1,464","5,883","4,135","4,147","2,863","2,749","2,040","2,873","5,873","2,341"
2021,7,20,"370,748","127,826","28,585","37,858","19,179","21,586","20,618","44,879","10,798","10,543","68,134","8,873","23,512","40,020","1,945","5,239","4,640","3,808","3,156","3,225","2,340","3,011","5,878","2,921"
2021,7,30,"387,531","131,553","28,651","34,563","21,382","20,799","26,158","40,998","12,920","11,396","67,350","8,610","34,387","48,100","1,674","5,226","4,864","3,626","2,376","2,630","2,030","2,529","4,849","2,413"
2021,7,40,"531,015","167,183","34,182","41,169","26,614","29,624","35,594","53,620","20,955","17,494","96,996","12,743","47,410","61,283","2,737","9,040","6,921","6,152","4,464","4,725","3,362","4,241","7,577","4,112"
2021,7,50,"576,482","184,173","40,965","51,234","29,470","33,718","28,786","56,956","21,982","18,185","97,598","18,321","39,372","58,772","4,484","11,018","10,681","8,933","7,119","8,104","6,341","6,773","10,337","7,333"
2021,7,60,"485,482","148,833","31,361","30,677","31,301","30,878","24,616","48,190","21,173","17,156","61,716","21,702","28,107","45,542","5,721","11,522","12,527","10,103","8,545","9,231","7,649","7,606","10,655","9,504"
2021,7,70,"247,494","64,728","12,035","8,777","16,832","15,040","12,044","25,767","11,222","10,730","26,694","12,761","11,103","21,619","3,885","6,632","8,010","6,736","6,647","6,340","5,181","5,437","6,937","7,065"
2021,7,80,"128,534","27,354","5,161","3,697","7,333","5,668","5,495","12,870","4,930","5,932","11,880","7,034","5,111","9,223","3,101","4,208","5,097","4,331","4,937","4,464","3,768","3,906","4,933","5,455"
2021,7,90,"18,093","3,623",730,551,"1,049",610,683,"1,831",658,859,"1,460",918,812,"1,169",478,587,676,657,915,790,583,598,779,700
2021,7,100,510,88,22,11,22,20,13,76,18,25,51,26,28,35,6,10,15,15,14,17,17,15,25,29
2021,8,총,"3,322,373","1,034,150","218,422","252,996","180,795","187,941","193,996","347,407","126,141","110,243","539,226","103,891","242,555","353,798","26,475","63,039","60,389","50,803","42,538","43,896","34,530","38,665","61,399","43,228"
2021,8,0,"256,482","80,493","17,412","18,738","13,302","12,476","18,565","27,301","8,899","7,799","46,889","5,380","24,960","33,407","1,026","3,723","2,987","2,362","1,522","1,681","1,242","1,724","3,608","1,479"
2021,8,10,"320,646","98,317","19,351","25,928","14,143","17,766","21,129","34,736","12,678","10,159","60,425","7,582","27,870","34,615","1,459","5,873","4,098","4,140","2,862","2,736","2,043","2,865","5,862","2,326"
2021,8,20,"369,145","127,291","28,466","37,609","19,115","21,442","20,659","44,859","10,773","10,498","67,824","8,831","23,369","39,836","1,919","5,213","4,592","3,769","3,147","3,189","2,317","2,984","5,837","2,897"
2021,8,30,"386,080","131,257","28,588","34,534","21,412","20,668","26,055","40,964","12,793","11,353","67,193","8,571","34,093","47,887","1,659","5,186","4,817","3,593","2,365","2,609","2,005","2,510","4,837","2,388"
2021,8,40,"529,780","166,816","34,103","40,984","26,654","29,462","35,613","53,493","20,926","17,442","96,748","12,737","47,341","61,271","2,721","8,990","6,898","6,098","4,434","4,699","3,351","4,216","7,528","4,071"
2021,8,50,"576,850","184,230","41,000","51,190","29,432","33,710","28,898","56,990","21,915","18,206","97,863","18,263","39,525","58,852","4,476","11,020","10,647","8,918","7,115","8,088","6,329","6,764","10,351","7,298"
2021,8,60,"487,653","149,583","31,507","30,928","31,442","30,963","24,743","48,381","21,273","17,198","62,064","21,758","28,260","45,747","5,760","11,565","12,565","10,140","8,572","9,267","7,686","7,645","10,679","9,510"
2021,8,70,"247,965","64,956","12,058","8,822","16,864","15,112","12,100","25,807","11,245","10,724","26,761","12,794","11,164","21,679","3,860","6,630","7,986","6,761","6,655","6,338","5,175","5,425","6,935","7,070"
2021,8,80,"129,064","27,470","5,183","3,696","7,355","5,706","5,530","12,950","4,967","5,974","11,936","7,038","5,131","9,285","3,112","4,234","5,106","4,348","4,936","4,478","3,779","3,912","4,952","5,456"
2021,8,90,"18,187","3,649",732,556,"1,055",616,690,"1,850",654,863,"1,471",911,813,"1,184",477,594,677,658,914,794,586,603,785,704
2021,8,100,521,88,22,11,21,20,14,76,18,27,52,26,29,35,6,11,16,16,16,17,17,17,25,29
2021,9,총,"3,319,271","1,033,979","218,376","252,776","180,954","187,618","194,255","347,621","125,881","110,099","538,781","103,691","242,103","353,662","26,381","62,879","60,100","50,732","42,404","43,650","34,442","38,567","61,245","43,054"
2021,9,0,"254,979","80,134","17,338","18,645","13,267","12,393","18,491","27,179","8,809","7,772","46,605","5,347","24,712","33,283","1,017","3,689","2,949","2,350","1,506","1,657","1,218","1,722","3,575","1,455"
2021,9,10,"320,218","98,217","19,309","25,841","14,188","17,727","21,152","34,766","12,654","10,118","60,361","7,549","27,902","34,594","1,465","5,841","4,044","4,129","2,837","2,720","2,032","2,839","5,843","2,307"
2021,9,20,"366,966","126,936","28,373","37,459","19,062","21,328","20,714","44,962","10,640","10,406","67,442","8,695","23,118","39,622","1,857","5,147","4,490","3,737","3,067","3,076","2,266","2,939","5,740","2,826"
2021,9,30,"384,588","130,939","28,513","34,571","21,398","20,529","25,928","40,942","12,663","11,303","67,038","8,549","33,825","47,630","1,642","5,151","4,772","3,541","2,351","2,566","1,993","2,495","4,826","2,362"
2021,9,40,"528,767","166,638","33,996","40,820","26,658","29,451","35,713","53,441","20,907","17,390","96,468","12,668","47,308","61,322","2,716","8,945","6,833","6,059","4,405","4,624","3,324","4,175","7,498","4,046"
2021,9,50,"577,705","184,466","41,065","51,184","29,494","33,685","29,038","57,061","21,931","18,240","98,164","18,273","39,623","59,000","4,473","11,014","10,615","8,940","7,114","8,087","6,330","6,765","10,357","7,252"
2021,9,60,"489,069","150,045","31,681","31,107","31,493","30,962","24,802","48,491","21,307","17,230","62,309","21,766","28,395","45,896","5,762","11,621","12,606","10,156","8,577","9,283","7,715","7,690","10,695","9,525"
2021,9,70,"248,498","65,204","12,117","8,887","16,909","15,154","12,137","25,799","11,298","10,744","26,877","12,800","11,234","21,766","3,839","6,624","7,957","6,777","6,666","6,336","5,174","5,407","6,934","7,062"
2021,9,80,"129,637","27,639","5,223","3,691","7,399","5,760","5,566","13,035","4,991","5,999","11,989","7,090","5,129","9,329","3,118","4,233","5,139","4,362","4,950","4,491","3,785","3,915","4,964","5,479"
2021,9,90,"18,324","3,673",739,561,"1,064",608,701,"1,869",663,869,"1,475",926,828,"1,187",486,603,679,665,916,794,588,604,787,712
2021,9,100,520,88,22,10,22,21,13,76,18,28,53,28,29,33,6,11,16,16,15,16,17,16,26,28
2021,10,총,"3,318,161","1,033,729","218,234","252,396","181,146","187,533","194,420","347,569","125,744","110,108","538,682","103,667","241,879","353,783","26,370","62,788","60,102","50,634","42,372","43,572","34,416","38,475","61,242","43,029"
2021,10,0,"253,545","79,744","17,234","18,548","13,259","12,329","18,374","27,064","8,729","7,734","46,394","5,316","24,501","33,096","1,011","3,644","2,917","2,325","1,506","1,656","1,200","1,714","3,537","1,457"
2021,10,10,"319,894","98,185","19,336","25,760","14,233","17,693","21,163","34,676","12,665","10,107","60,229","7,526","27,956","34,566","1,466","5,814","4,037","4,114","2,834","2,720","2,017","2,823","5,852","2,307"
2021,10,20,"365,973","126,519","28,184","37,250","19,020","21,284","20,781","44,927","10,601","10,404","67,269","8,678","23,048","39,532","1,840","5,135","4,464","3,689","3,072","3,029","2,272","2,922","5,763","2,809"
2021,10,30,"383,275","130,667","28,420","34,516","21,388","20,501","25,842","40,938","12,542","11,278","66,842","8,490","33,521","47,542","1,640","5,115","4,749","3,495","2,325","2,548","1,960","2,464","4,811","2,348"
2021,10,40,"527,641","166,365","33,919","40,659","26,680","29,368","35,739","53,337","20,835","17,352","96,220","12,639","47,213","61,223","2,700","8,913","6,841","6,037","4,379","4,593","3,317","4,159","7,480","4,038"
2021,10,50,"578,807","184,697","41,109","51,161","29,531","33,720","29,176","57,177","21,962","18,264","98,488","18,252","39,795","59,255","4,478","11,004","10,615","8,975","7,119","8,080","6,330","6,746","10,338","7,232"
2021,10,60,"490,895","150,532","31,819","31,254","31,552","31,040","24,867","48,600","21,382","17,282","62,643","21,854","28,557","46,093","5,791","11,668","12,668","10,167","8,597","9,304","7,742","7,698","10,745","9,572"
2021,10,70,"249,027","65,504","12,203","8,979","16,957","15,185","12,180","25,813","11,317","10,753","27,004","12,823","11,263","21,829","3,828","6,636","7,956","6,770","6,660","6,347","5,178","5,399","6,911","7,036"
2021,10,80,"130,242","27,741","5,254","3,693","7,439","5,768","5,587","13,112","5,028","6,033","12,072","7,138","5,169","9,423","3,118","4,241","5,155","4,370","4,955","4,482","3,795","3,919","4,999","5,492"
2021,10,90,"18,362","3,684",733,565,"1,064",623,699,"1,846",666,874,"1,486",923,830,"1,189",492,606,684,676,909,796,591,615,780,715
2021,10,100,500,91,23,11,23,22,12,79,17,27,35,28,26,35,6,12,16,16,16,17,14,16,26,23
2021,11,총,"3,316,365","1,033,281","218,131","251,982","181,226","187,245","194,697","347,380","125,595","110,044","538,286","103,636","241,576","354,071","26,330","62,663","60,147","50,558","42,309","43,530","34,394","38,415","61,143","43,007"
2021,11,0,"252,126","79,371","17,179","18,407","13,226","12,260","18,299","26,914","8,639","7,703","46,116","5,283","24,333","32,943",999,"3,619","2,890","2,298","1,507","1,646","1,188","1,712","3,512","1,453"
2021,11,10,"319,712","98,128","19,353","25,726","14,262","17,602","21,185","34,705","12,668","10,118","60,186","7,501","27,944","34,560","1,458","5,778","4,029","4,112","2,858","2,692","2,011","2,811","5,850","2,303"
2021,11,20,"364,578","126,044","28,038","37,004","18,931","21,223","20,848","44,776","10,557","10,354","66,967","8,668","22,947","39,452","1,832","5,086","4,473","3,672","3,042","3,033","2,264","2,911","5,698","2,802"
2021,11,30,"381,635","130,293","28,353","34,452","21,317","20,406","25,765","40,835","12,431","11,169","66,599","8,456","33,189","47,395","1,630","5,064","4,720","3,458","2,310","2,548","1,944","2,442","4,795","2,357"
2021,11,40,"527,310","166,246","33,876","40,522","26,778","29,319","35,751","53,256","20,826","17,377","96,128","12,625","47,194","61,350","2,693","8,890","6,862","6,038","4,360","4,568","3,307","4,141","7,452","3,997"
2021,11,50,"579,473","184,804","41,135","51,125","29,478","33,734","29,332","57,259","21,990","18,310","98,650","18,262","39,942","59,405","4,486","11,017","10,595","8,967","7,118","8,063","6,311","6,739","10,322","7,233"
2021,11,60,"492,612","151,057","31,926","31,447","31,665","31,045","24,974","48,739","21,427","17,294","62,909","21,900","28,693","46,348","5,786","11,702","12,735","10,170","8,612","9,347","7,777","7,728","10,786","9,602"
2021,11,70,"249,261","65,670","12,232","9,019","17,003","15,223","12,193","25,825","11,323","10,767","27,092","12,836","11,297","21,922","3,814","6,628","7,969","6,746","6,623","6,312","5,167","5,369","6,902","6,999"
2021,11,80,"130,753","27,904","5,288","3,699","7,486","5,796","5,635","13,153","5,053","6,051","12,120","7,151","5,178","9,482","3,126","4,254","5,161","4,387","4,950","4,507","3,819","3,930","5,012","5,515"
2021,11,90,"18,480","3,694",730,570,"1,064",626,704,"1,861",668,877,"1,489",928,834,"1,186",500,613,698,694,914,799,591,620,789,725
2021,11,100,425,70,21,11,16,11,11,57,13,24,30,26,25,28,6,12,15,16,15,15,15,12,25,21
2021,12,총,"3,314,183","1,032,741","218,027","251,562","181,322","186,881","194,949","347,097","125,383","109,953","537,673","103,525","241,216","354,726","26,322","62,547","60,129","50,478","42,266","43,449","34,360","38,310","61,073","42,935"
