년도,월,나이,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2021,10,10,"12,664",327,513,374,677,455,986,264,"2,799",782,958,"1,227",409,541,"1,147","1,205"
2021,10,20,"28,942","4,307","2,156","1,246","1,637","1,292","2,154",984,"2,007","2,028","1,800","1,905","1,400","2,125","1,817","2,084"
2021,10,30,"27,151","2,345","1,825","1,470","1,897","1,405","2,167","1,158","1,554","1,866","1,839","1,918","1,482","2,129","1,880","2,216"
2021,10,40,"24,967","1,200","1,321","1,081","1,474","1,129","2,006",815,"3,387","1,660","1,896","2,125","1,224","1,550","2,083","2,016"
2021,10,50,"26,366","1,119","1,431","1,251","1,622","1,396","2,475",672,"2,904","1,747","1,941","2,229","1,583","1,507","2,195","2,294"
2021,10,60,"20,936",821,"1,204","1,011","1,396","1,193","2,169",581,"1,577","1,366","1,800","1,816","1,457","1,178","1,628","1,739"
2021,10,70,"10,088",467,608,526,684,582,"1,062",326,671,640,768,737,720,615,887,795
2021,10,80,"3,702",180,222,181,226,190,318,125,339,264,246,352,236,227,303,293
2021,10,90,334,16,9,6,11,18,25,16,45,23,23,50,16,19,21,36
2021,10,100,17,0,0,1,2,1,4,0,2,0,1,1,1,2,1,1
2021,11,총,"164,212","10,978","9,716","7,501","10,129","8,020","14,018","5,211","16,818","10,851","11,960","13,453","8,918","10,275","12,803","13,561"
2021,11,0,"9,204",177,423,362,542,387,683,266,"1,546",450,749,"1,097",350,399,877,896
2021,11,10,"12,614",326,512,371,664,443,984,269,"2,797",781,954,"1,228",407,537,"1,136","1,205"
2021,11,20,"28,888","4,327","2,164","1,231","1,632","1,283","2,152",988,"2,005","2,021","1,781","1,904","1,404","2,118","1,806","2,072"
2021,11,30,"27,139","2,359","1,827","1,484","1,891","1,411","2,148","1,154","1,557","1,892","1,816","1,914","1,498","2,116","1,872","2,200"
2021,11,40,"24,872","1,188","1,323","1,080","1,467","1,115","1,995",818,"3,350","1,659","1,892","2,111","1,241","1,547","2,059","2,027"
2021,11,50,"26,381","1,116","1,423","1,252","1,612","1,395","2,467",667,"2,921","1,748","1,941","2,240","1,578","1,506","2,214","2,301"
2021,11,60,"20,977",822,"1,209","1,006","1,394","1,203","2,177",582,"1,582","1,372","1,790","1,814","1,469","1,183","1,632","1,742"
2021,11,70,"10,046",464,606,522,686,575,"1,062",325,668,636,761,745,713,617,880,786
2021,11,80,"3,745",183,220,186,228,190,321,126,346,269,251,350,241,232,307,295
2021,11,90,330,16,9,6,11,17,25,16,44,23,24,49,16,18,20,36
2021,11,100,16,0,0,1,2,1,4,0,2,0,1,1,1,2,0,1
2021,12,총,"164,058","11,037","9,689","7,510","10,105","7,995","13,991","5,211","16,787","10,822","11,937","13,418","8,942","10,254","12,797","13,563"
2021,12,0,"9,116",175,424,365,532,377,671,266,"1,533",437,743,"1,099",346,389,866,893
2021,12,10,"12,568",327,504,372,658,441,974,268,"2,803",783,933,"1,228",404,533,"1,145","1,195"
2021,12,20,"28,844","4,371","2,141","1,218","1,639","1,274","2,145",981,"1,988","2,009","1,786","1,890","1,418","2,112","1,794","2,078"
2021,12,30,"27,157","2,365","1,840","1,495","1,879","1,400","2,138","1,168","1,554","1,897","1,820","1,892","1,508","2,129","1,873","2,199"
2021,12,40,"24,860","1,195","1,312","1,090","1,472","1,129","1,997",813,"3,335","1,656","1,881","2,118","1,243","1,538","2,055","2,026"
2021,12,50,"26,363","1,115","1,425","1,248","1,619","1,389","2,458",666,"2,914","1,751","1,936","2,232","1,581","1,504","2,221","2,304"
2021,12,60,"20,992",828,"1,212","1,010","1,383","1,203","2,190",580,"1,594","1,358","1,796","1,811","1,469","1,175","1,633","1,750"
2021,12,70,"10,029",459,606,513,678,572,"1,065",323,668,639,759,746,711,621,882,787
2021,12,80,"3,780",185,217,190,234,191,326,130,351,270,256,351,245,235,307,292
2021,12,90,337,17,8,8,10,18,24,16,45,22,26,50,16,18,21,38
2021,12,100,12,0,0,1,1,1,3,0,2,0,1,1,1,0,0,1
