년도,월,나이,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021,5,100,19,1,1,0,1,1,0,0,0,3,0,0,3,0,8,0,0,0,1,0
2021,6,총,"248,719","11,241","13,056","14,454","18,083","19,085","12,947","10,619","11,891","13,174","9,791","16,001","18,660","9,985","13,181","11,800","15,306","10,954","9,839","8,652"
2021,6,0,"16,377",579,861,"1,112","1,029","1,471",598,758,803,"1,036",574,980,"1,148",464,689,539,"1,211","1,213",658,654
2021,6,10,"26,688",884,"1,056","1,098","1,322","2,189","1,685","1,393","2,242","2,937","1,217","1,500","1,723",925,"1,114","1,021","1,534",983,"1,052",813
2021,6,20,"36,618","2,170","1,692","1,740","3,252","3,262","2,392","1,534","1,614","1,529","1,317","2,136","2,636","1,622","1,708","1,793","2,177","1,385","1,412","1,247"
2021,6,30,"31,774","1,434","1,573","2,273","2,693","2,566","1,335","1,205",884,862,980,"2,022","2,414","1,203","1,510","1,395","2,286","2,306","1,417","1,416"
2021,6,40,"39,865","1,716","2,122","2,329","2,729","3,024","1,818","1,837","2,120","2,781","1,605","2,772","2,669","1,430","1,924","1,764","2,480","1,909","1,515","1,321"
2021,6,50,"42,203","1,735","2,212","2,190","2,768","2,920","2,407","1,849","2,363","2,414","1,786","2,653","3,292","1,967","2,387","2,160","2,546","1,426","1,651","1,477"
2021,6,60,"32,409","1,506","2,014","2,101","2,548","2,207","1,694","1,215","1,196","1,041","1,259","2,153","2,918","1,449","2,126","1,783","1,821","1,005","1,283","1,090"
2021,6,70,"16,194",871,"1,134","1,169","1,282","1,038",692,572,453,400,750,"1,214","1,315",675,"1,214",975,873,514,608,445
2021,6,80,"5,947",320,343,410,420,366,282,231,199,153,272,515,499,230,471,327,337,188,218,166
2021,6,90,624,25,48,32,39,41,44,25,17,18,31,56,43,20,30,43,41,24,24,23
2021,6,100,20,1,1,0,1,1,0,0,0,3,0,0,3,0,8,0,0,1,1,0
2021,7,총,"248,250","11,256","13,027","14,430","18,038","19,025","12,898","10,593","11,856","13,178","9,747","15,965","18,638","9,995","13,146","11,753","15,287","10,932","9,814","8,672"
2021,7,0,"16,269",587,851,"1,107","1,027","1,451",592,750,799,"1,031",563,974,"1,144",462,688,532,"1,198","1,207",652,654
2021,7,10,"26,625",876,"1,055","1,097","1,326","2,188","1,673","1,390","2,233","2,942","1,207","1,491","1,722",917,"1,111","1,023","1,534",982,"1,044",814
2021,7,20,"36,425","2,175","1,690","1,736","3,223","3,243","2,373","1,526","1,607","1,525","1,312","2,118","2,601","1,616","1,694","1,778","2,176","1,373","1,410","1,249"
2021,7,30,"31,649","1,438","1,557","2,262","2,668","2,548","1,335","1,199",871,846,971,"2,013","2,416","1,218","1,498","1,387","2,289","2,313","1,403","1,417"
2021,7,40,"39,680","1,709","2,118","2,320","2,722","2,991","1,803","1,821","2,112","2,786","1,594","2,750","2,670","1,441","1,911","1,748","2,459","1,893","1,511","1,321"
2021,7,50,"42,221","1,735","2,214","2,198","2,762","2,939","2,404","1,849","2,351","2,429","1,782","2,655","3,282","1,950","2,382","2,158","2,559","1,434","1,650","1,488"
2021,7,60,"32,548","1,518","2,012","2,102","2,575","2,208","1,698","1,225","1,208","1,043","1,260","2,171","2,936","1,464","2,140","1,783","1,831",998,"1,289","1,087"
2021,7,70,"16,199",875,"1,141","1,166","1,283","1,046",692,572,457,401,751,"1,220","1,314",673,"1,210",969,857,515,606,451
2021,7,80,"5,994",318,340,413,413,369,286,234,201,153,276,519,507,234,474,331,343,190,224,169
2021,7,90,619,24,48,29,38,41,42,27,17,19,31,54,43,19,30,44,41,26,24,22
2021,7,100,21,1,1,0,1,1,0,0,0,3,0,0,3,1,8,0,0,1,1,0
2021,8,총,"247,676","11,267","12,971","14,402","17,998","18,984","12,846","10,583","11,808","13,154","9,712","15,940","18,603","9,957","13,136","11,707","15,249","10,899","9,790","8,670"
2021,8,0,"16,127",583,839,"1,105","1,019","1,434",582,746,787,"1,033",559,972,"1,119",456,686,529,"1,183","1,192",644,659
2021,8,10,"26,555",873,"1,052","1,099","1,332","2,173","1,668","1,392","2,230","2,940","1,201","1,489","1,725",903,"1,103","1,019","1,535",977,"1,037",807
2021,8,20,"36,253","2,187","1,664","1,731","3,214","3,242","2,345","1,508","1,607","1,498","1,311","2,108","2,602","1,628","1,689","1,762","2,151","1,367","1,400","1,239"
2021,8,30,"31,554","1,430","1,556","2,264","2,642","2,551","1,339","1,199",864,855,953,"2,012","2,402","1,201","1,497","1,372","2,278","2,320","1,402","1,417"
2021,8,40,"39,460","1,706","2,111","2,300","2,721","2,965","1,779","1,810","2,095","2,769","1,595","2,724","2,654","1,431","1,905","1,727","2,449","1,880","1,515","1,324"
2021,8,50,"42,193","1,736","2,205","2,189","2,760","2,949","2,408","1,862","2,352","2,422","1,780","2,664","3,271","1,936","2,375","2,160","2,561","1,436","1,649","1,478"
2021,8,60,"32,652","1,529","2,014","2,108","2,580","2,208","1,700","1,231","1,202","1,054","1,262","2,170","2,952","1,473","2,156","1,789","1,849",997,"1,285","1,093"
2021,8,70,"16,225",879,"1,135","1,162","1,277","1,053",699,572,455,405,743,"1,224","1,323",675,"1,208",971,859,516,609,460
2021,8,80,"6,021",319,345,415,414,368,284,237,200,157,276,522,509,235,480,334,342,187,224,173
2021,8,90,614,24,49,29,38,40,42,26,16,18,32,55,43,18,28,44,42,26,24,20
2021,8,100,22,1,1,0,1,1,0,0,0,3,0,0,3,1,9,0,0,1,1,0
2021,9,총,"247,118","11,244","12,936","14,348","18,000","18,939","12,839","10,549","11,773","13,119","9,682","15,884","18,540","9,931","13,108","11,691","15,206","10,883","9,774","8,672"
2021,9,0,"15,975",578,831,"1,094","1,001","1,420",581,737,781,"1,012",547,955,"1,102",451,689,523,"1,171","1,199",642,661
2021,9,10,"26,449",875,"1,042","1,104","1,338","2,157","1,661","1,386","2,217","2,936","1,191","1,492","1,710",896,"1,099","1,013","1,530",966,"1,032",804
2021,9,20,"36,134","2,178","1,658","1,728","3,220","3,241","2,356","1,498","1,601","1,502","1,306","2,087","2,588","1,625","1,669","1,753","2,136","1,344","1,406","1,238"
2021,9,30,"31,528","1,423","1,548","2,241","2,621","2,566","1,347","1,204",860,849,951,"2,028","2,400","1,200","1,502","1,366","2,281","2,334","1,392","1,415"
2021,9,40,"39,227","1,696","2,103","2,285","2,730","2,937","1,767","1,796","2,082","2,745","1,595","2,682","2,631","1,425","1,910","1,717","2,428","1,861","1,509","1,328"
2021,9,50,"42,206","1,743","2,208","2,182","2,753","2,952","2,401","1,853","2,356","2,440","1,783","2,664","3,278","1,932","2,365","2,163","2,569","1,445","1,649","1,470"
2021,9,60,"32,722","1,529","2,016","2,114","2,597","2,205","1,704","1,247","1,206","1,055","1,256","2,175","2,951","1,476","2,155","1,798","1,851","1,001","1,287","1,099"
2021,9,70,"16,190",875,"1,136","1,160","1,280","1,058",699,570,452,401,735,"1,219","1,325",673,"1,197",976,853,515,602,464
2021,9,80,"6,042",322,345,410,420,362,282,230,203,158,284,526,509,232,487,337,343,191,229,172
2021,9,90,623,24,48,30,39,40,41,28,15,18,34,56,43,20,26,45,44,26,25,21
2021,9,100,22,1,1,0,1,1,0,0,0,3,0,0,3,1,9,0,0,1,1,0
2021,10,총,"246,650","11,196","12,881","14,343","17,965","18,936","12,811","10,518","11,769","13,117","9,654","15,832","18,508","9,917","13,070","11,666","15,169","10,904","9,736","8,658"
2021,10,0,"15,919",566,821,"1,086",981,"1,431",585,730,778,"1,017",552,959,"1,099",444,680,519,"1,165","1,206",636,664
2021,10,10,"26,304",876,"1,036","1,101","1,337","2,139","1,645","1,385","2,223","2,924","1,185","1,470","1,690",895,"1,094","1,003","1,519",959,"1,026",797
2021,10,20,"36,039","2,157","1,659","1,722","3,216","3,247","2,347","1,490","1,595","1,502","1,299","2,075","2,581","1,617","1,666","1,752","2,128","1,351","1,403","1,232"
2021,10,30,"31,480","1,412","1,541","2,241","2,615","2,570","1,340","1,196",870,855,942,"2,029","2,391","1,190","1,503","1,371","2,280","2,337","1,370","1,427"
2021,10,40,"39,035","1,695","2,074","2,286","2,735","2,926","1,778","1,780","2,048","2,736","1,591","2,649","2,630","1,422","1,890","1,710","2,412","1,867","1,495","1,311"
2021,10,50,"42,183","1,738","2,200","2,185","2,749","2,950","2,379","1,859","2,376","2,438","1,777","2,670","3,271","1,938","2,370","2,156","2,568","1,446","1,652","1,461"
2021,10,60,"32,789","1,531","2,023","2,111","2,595","2,209","1,709","1,251","1,211","1,066","1,254","2,175","2,960","1,478","2,154","1,799","1,856","1,004","1,296","1,107"
2021,10,70,"16,201",879,"1,133","1,160","1,276","1,056",707,567,450,400,735,"1,225","1,328",674,"1,193",974,855,518,604,467
2021,10,80,"6,062",316,343,422,422,366,279,230,202,158,285,527,512,237,494,336,342,190,230,171
2021,10,90,624,25,50,29,38,41,42,30,16,18,34,53,43,21,24,46,44,26,23,21
2021,10,100,14,1,1,0,1,1,0,0,0,3,0,0,3,1,2,0,0,0,1,0
2021,11,총,"246,182","11,172","12,840","14,305","17,927","19,057","12,776","10,493","11,718","13,070","9,628","15,754","18,490","9,901","13,022","11,643","15,165","10,875","9,692","8,654"
2021,11,0,"15,811",562,813,"1,071",984,"1,427",575,732,772,"1,010",552,942,"1,075",442,670,517,"1,168","1,204",632,663
2021,11,10,"26,230",871,"1,037","1,100","1,314","2,152","1,631","1,378","2,230","2,910","1,191","1,466","1,684",884,"1,089","1,007","1,507",956,"1,021",802
2021,11,20,"35,866","2,136","1,638","1,722","3,218","3,265","2,351","1,479","1,569","1,503","1,277","2,058","2,576","1,611","1,645","1,736","2,129","1,342","1,387","1,224"
2021,11,30,"31,427","1,402","1,540","2,236","2,589","2,598","1,333","1,195",872,851,946,"2,005","2,383","1,196","1,502","1,375","2,266","2,344","1,371","1,423"
2021,11,40,"38,938","1,702","2,064","2,264","2,734","2,964","1,765","1,773","2,024","2,726","1,582","2,637","2,636","1,418","1,886","1,708","2,399","1,853","1,483","1,320"
2021,11,50,"42,092","1,733","2,198","2,183","2,740","2,947","2,372","1,863","2,367","2,419","1,773","2,667","3,267","1,935","2,357","2,155","2,581","1,440","1,640","1,455"
2021,11,60,"32,856","1,533","2,015","2,111","2,604","2,230","1,716","1,248","1,212","1,076","1,256","2,173","2,978","1,485","2,158","1,793","1,865",999,"1,300","1,104"
2021,11,70,"16,229",885,"1,132","1,165","1,276","1,062",708,568,456,397,730,"1,223","1,332",669,"1,196",968,860,521,607,474
2021,11,80,"6,101",322,354,425,429,369,284,230,198,160,285,531,515,239,492,338,347,189,227,167
2021,11,90,621,25,48,28,38,42,41,27,18,17,36,52,41,21,26,46,43,27,23,22
2021,11,100,11,1,1,0,1,1,0,0,0,1,0,0,3,1,1,0,0,0,1,0
2021,12,총,"246,053","11,149","12,794","14,266","17,849","19,690","12,728","10,476","11,659","13,002","9,584","15,690","18,451","9,889","13,003","11,607","15,088","10,816","9,656","8,656"
2021,12,0,"15,827",562,812,"1,063",969,"1,562",567,731,762,"1,002",549,942,"1,069",437,669,521,"1,159","1,180",619,652
2021,12,10,"26,107",864,"1,033","1,098","1,297","2,183","1,629","1,367","2,226","2,882","1,172","1,450","1,672",885,"1,080",993,"1,498",954,"1,015",809
2021,12,20,"35,747","2,135","1,636","1,700","3,205","3,311","2,325","1,476","1,552","1,510","1,266","2,048","2,569","1,601","1,643","1,724","2,119","1,335","1,371","1,221"
2021,12,30,"31,436","1,397","1,521","2,225","2,564","2,748","1,333","1,203",865,833,949,"1,995","2,365","1,201","1,511","1,375","2,242","2,311","1,372","1,426"
2021,12,40,"38,955","1,696","2,056","2,276","2,724","3,074","1,756","1,770","2,024","2,714","1,571","2,624","2,641","1,418","1,882","1,697","2,390","1,856","1,473","1,313"
2021,12,50,"42,067","1,726","2,198","2,178","2,745","3,028","2,371","1,857","2,347","2,403","1,769","2,658","3,250","1,927","2,348","2,145","2,565","1,440","1,648","1,464"
2021,12,60,"32,887","1,536","2,002","2,107","2,596","2,271","1,724","1,240","1,219","1,087","1,260","2,171","2,978","1,485","2,154","1,795","1,868","1,002","1,292","1,100"
2021,12,70,"16,248",883,"1,127","1,163","1,280","1,092",699,575,450,395,722,"1,215","1,344",670,"1,195",975,853,521,609,480
2021,12,80,"6,141",324,360,428,429,379,286,228,197,158,289,534,516,242,494,336,350,192,231,168
2021,12,90,627,24,48,28,39,42,38,29,17,17,37,53,44,22,26,46,44,25,25,23
2021,12,100,11,2,1,0,1,0,0,0,0,1,0,0,3,1,1,0,0,0,1,0
