년도,월,나이,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동,세종특별자치시  해밀동,세종특별자치시  반곡동
2021,5,50,"24,260","3,532",318,299,622,894,744,706,578,410,258,"1,386","1,800","2,475","1,513","1,646","1,696","1,905","1,206",819,"1,453",,
2021,5,60,"15,768","2,787",295,371,555,973,618,767,560,483,224,614,847,"1,166",606,895,"1,141","1,007",642,432,785,,
2021,5,70,"6,693","1,364",121,205,269,542,293,401,290,254,119,220,261,464,221,360,410,292,217,125,265,,
2021,5,80,"2,498",595,47,94,147,226,140,225,187,105,63,63,57,130,55,113,86,52,43,27,43,,
2021,5,90,262,63,3,14,16,25,12,14,14,10,5,11,7,22,8,10,10,7,5,4,2,,
2021,5,100,8,1,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021,6,총,"181,328","22,485","1,589","1,654","3,440","4,754","4,020","4,052","2,970","1,878","1,265","9,401","15,597","19,866","11,688","14,303","16,851","16,740","9,480","5,594","13,701",,
2021,6,0,"24,022","1,606",47,45,166,160,127,158,95,33,48,"1,287","2,338","2,952","1,765","2,324","2,988","2,970","1,569",877,"2,467",,
2021,6,10,"22,149","2,125",53,65,198,181,147,223,213,62,82,"1,687","2,092","2,778","2,281","2,088","2,482","1,811","1,317",549,"1,715",,
2021,6,20,"19,567","3,726",234,180,481,551,663,564,335,152,163,903,"1,734","2,066",916,"1,204","1,233","1,677",899,664,"1,222",,
2021,6,30,"29,883","2,996",249,171,475,543,617,451,309,149,119,"1,107","3,005","3,508","1,506","2,507","2,941","3,711","1,608","1,102","2,809",,
2021,6,40,"35,923","3,676",219,211,507,646,646,543,381,219,189,"2,105","3,370","4,262","2,797","3,136","3,851","3,300","1,966",999,"2,900",,
2021,6,50,"24,343","3,513",320,297,623,888,753,705,575,408,255,"1,396","1,866","2,488","1,517","1,662","1,694","1,901","1,200",815,"1,467",,
2021,6,60,"15,943","2,815",295,370,559,985,627,768,569,482,223,623,860,"1,188",620,898,"1,156","1,015",655,432,803,,
2021,6,70,"6,724","1,365",122,208,267,544,290,403,290,256,120,220,267,471,223,360,410,294,218,126,270,,
2021,6,80,"2,502",597,47,92,147,228,137,223,189,106,61,63,57,132,55,113,86,53,43,28,45,,
2021,6,90,263,65,3,14,16,25,13,14,14,10,5,10,8,21,7,11,10,7,5,2,3,,
2021,6,100,9,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021,7,총,"181,996","22,560","1,589","1,651","3,438","4,760","4,030","4,075","2,959","1,858","1,257","9,368","16,018","19,868","11,689","14,334","16,879","16,823","9,503","5,607","13,730",,
2021,7,0,"24,014","1,597",48,48,161,162,131,162,94,30,48,"1,285","2,408","2,928","1,750","2,317","2,995","2,964","1,550",878,"2,458",,
2021,7,10,"22,305","2,130",50,62,200,179,154,219,211,62,83,"1,669","2,190","2,778","2,299","2,087","2,496","1,824","1,335",550,"1,727",,
2021,7,20,"19,589","3,740",220,183,478,562,650,563,336,153,154,894,"1,744","2,049",919,"1,213","1,232","1,712",903,665,"1,219",,
2021,7,30,"29,851","2,988",256,170,474,545,621,458,303,148,124,"1,106","3,036","3,520","1,494","2,504","2,912","3,703","1,607","1,101","2,781",,
2021,7,40,"36,069","3,685",221,205,504,637,655,538,380,213,185,"2,087","3,486","4,285","2,792","3,131","3,861","3,312","1,970","1,005","2,917",,
2021,7,50,"24,520","3,542",318,295,624,891,753,711,570,404,254,"1,406","1,931","2,482","1,531","1,680","1,712","1,910","1,211",808,"1,487",,
2021,7,60,"16,110","2,841",304,372,565,987,627,778,577,474,222,626,886,"1,207",617,916,"1,162","1,033",657,440,819,,
2021,7,70,"6,754","1,365",121,209,270,541,291,406,287,253,121,222,269,473,224,363,413,305,221,129,271,,
2021,7,80,"2,513",606,48,92,145,229,135,225,187,110,61,63,59,124,56,113,86,52,45,29,48,,
2021,7,90,263,65,3,14,16,24,13,15,14,10,5,10,9,22,6,10,10,8,4,2,3,,
2021,7,100,8,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
2021,8,총,"182,430","22,558","1,588","1,657","3,463","4,749","4,049","4,068","2,970","1,843","1,248","9,334","16,440","19,864","11,683","14,351","16,904","16,792","9,493","5,616","13,760",,
2021,8,0,"23,976","1,583",48,46,164,165,126,167,94,29,47,"1,277","2,469","2,906","1,736","2,307","2,981","2,962","1,536",878,"2,455",,
2021,8,10,"22,424","2,136",50,65,198,177,150,217,209,62,82,"1,674","2,278","2,789","2,305","2,083","2,508","1,817","1,335",552,"1,737",,
2021,8,20,"19,546","3,734",225,178,482,560,647,554,342,150,153,888,"1,765","2,041",915,"1,208","1,237","1,679",907,664,"1,217",,
2021,8,30,"29,844","3,007",253,175,480,545,635,462,295,144,122,"1,100","3,084","3,513","1,480","2,514","2,890","3,680","1,596","1,095","2,774",,
2021,8,40,"36,179","3,665",216,207,510,625,660,530,385,206,181,"2,066","3,598","4,285","2,783","3,134","3,872","3,330","1,975","1,017","2,934",,
2021,8,50,"24,647","3,535",320,293,624,891,754,709,576,401,254,"1,411","1,993","2,499","1,549","1,692","1,719","1,916","1,212",799,"1,500",,
2021,8,60,"16,242","2,863",303,378,571,987,637,776,582,478,225,622,908,"1,210",624,921,"1,181","1,039",664,450,823,,
2021,8,70,"6,769","1,354",122,210,270,541,292,410,285,255,119,220,273,471,228,371,423,309,219,129,268,,
2021,8,80,"2,538",617,49,91,147,230,136,228,189,107,59,66,61,128,57,113,84,53,45,30,48,,
2021,8,90,257,63,2,13,16,25,12,15,13,10,6,10,11,22,5,8,9,7,4,2,4,,
2021,8,100,8,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
2021,9,총,"183,044","22,570","1,589","1,653","3,450","4,767","4,067","4,063","2,959","1,830","1,242","9,292","17,082","15,753","11,665","14,364","16,868","16,826","9,465","5,644","13,762","4,133",
2021,9,0,"23,953","1,574",48,46,166,165,131,163,92,27,47,"1,262","2,556","2,040","1,715","2,301","2,957","2,964","1,517",881,"2,450",851,
2021,9,10,"22,595","2,136",49,63,195,178,148,217,207,60,80,"1,669","2,399","2,299","2,306","2,097","2,518","1,830","1,334",556,"1,750",504,
2021,9,20,"19,501","3,736",225,177,474,557,661,552,341,149,152,884,"1,801","1,740",908,"1,204","1,226","1,662",907,670,"1,204",271,
2021,9,30,"29,846","3,004",245,178,483,556,641,462,292,143,120,"1,094","3,165","2,669","1,477","2,510","2,856","3,684","1,585","1,087","2,753",842,
2021,9,40,"36,286","3,652",220,203,508,625,651,524,379,203,183,"2,039","3,767","3,329","2,788","3,111","3,867","3,349","1,961","1,032","2,948",947,
2021,9,50,"24,873","3,548",324,290,621,893,757,709,576,395,250,"1,433","2,095","2,105","1,552","1,712","1,740","1,920","1,226",801,"1,499",427,
2021,9,60,"16,368","2,886",304,379,568,990,630,783,584,486,225,615,944,"1,040",627,938,"1,184","1,048",660,457,834,186,
2021,9,70,"6,807","1,350",121,213,272,545,297,407,287,252,120,221,280,407,229,371,426,310,222,129,270,78,
2021,9,80,"2,544",618,51,91,146,228,138,229,188,105,59,65,64,107,57,111,85,51,49,29,50,23,
2021,9,90,262,65,2,12,16,27,13,16,13,9,6,10,11,17,5,9,9,8,4,2,4,4,
2021,9,100,9,1,0,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
2021,10,총,"183,879","22,611","1,592","1,649","3,434","4,795","4,075","4,059","2,942","1,825","1,227","9,257","17,938","15,877","11,650","14,320","16,841","10,167","9,420","5,657","13,747","4,148","6,648"
2021,10,0,"23,955","1,565",50,46,162,170,127,160,93,29,44,"1,243","2,693","2,040","1,692","2,290","2,939","1,793","1,501",882,"2,424",856,"1,156"
2021,10,10,"22,766","2,143",48,61,194,179,146,217,202,59,79,"1,672","2,528","2,307","2,315","2,103","2,526","1,219","1,333",553,"1,761",508,613
2021,10,20,"19,567","3,737",228,173,464,556,658,555,336,149,148,874,"1,882","1,774",906,"1,190","1,239",880,899,676,"1,206",265,772
2021,10,30,"29,844","3,020",240,182,482,570,652,460,285,143,120,"1,088","3,291","2,664","1,462","2,494","2,815","2,068","1,568","1,076","2,735",840,"1,589"
2021,10,40,"36,446","3,645",222,202,510,639,654,512,375,200,179,"2,028","3,955","3,342","2,779","3,099","3,864","2,134","1,955","1,044","2,946",953,"1,209"
2021,10,50,"25,178","3,553",325,287,618,889,758,712,580,396,253,"1,443","2,224","2,158","1,578","1,718","1,749","1,146","1,229",814,"1,518",434,796
2021,10,60,"16,447","2,902",307,380,567,990,634,785,579,481,221,614,982,"1,058",624,936,"1,188",685,664,452,831,187,380
2021,10,70,"6,845","1,358",121,213,271,547,295,411,288,255,116,220,301,411,230,370,429,207,221,128,267,78,108
2021,10,80,"2,556",623,48,92,148,225,138,230,189,103,61,64,70,110,57,110,83,32,46,29,55,23,20
2021,10,90,266,64,3,12,17,27,13,16,15,9,6,11,12,13,6,10,9,3,4,3,4,4,5
2021,10,100,9,1,0,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,11,총,"184,441","22,602","1,602","1,646","3,410","4,803","4,065","4,047","2,942","1,825","1,218","9,222","18,384","16,052","11,654","14,267","16,838","10,176","9,369","5,655","13,692","4,170","6,802"
2021,11,0,"23,896","1,562",50,45,159,172,125,157,95,30,43,"1,223","2,763","2,059","1,680","2,259","2,928","1,774","1,482",880,"2,392",859,"1,159"
2021,11,10,"22,924","2,144",48,62,192,181,142,215,199,59,78,"1,679","2,595","2,323","2,324","2,110","2,541","1,249","1,323",551,"1,776",511,622
2021,11,20,"19,613","3,737",234,173,450,551,652,558,336,153,144,862,"1,928","1,789",898,"1,192","1,232",880,896,683,"1,185",270,810
2021,11,30,"29,878","3,007",249,182,478,575,653,457,289,140,120,"1,083","3,354","2,693","1,467","2,473","2,802","2,041","1,550","1,059","2,708",843,"1,655"
2021,11,40,"36,531","3,647",216,196,510,631,652,506,373,196,178,"2,014","4,054","3,372","2,774","3,076","3,867","2,137","1,942","1,053","2,952",954,"1,231"
2021,11,50,"25,363","3,572",327,286,614,893,762,711,574,397,253,"1,454","2,285","2,199","1,585","1,725","1,740","1,163","1,246",810,"1,519",440,808
2021,11,60,"16,533","2,900",302,384,569,995,636,785,579,484,221,611,"1,012","1,082",631,933,"1,201",690,661,451,832,189,385
2021,11,70,"6,852","1,358",123,210,270,548,296,410,291,252,116,217,306,408,230,372,433,210,217,136,266,76,107
2021,11,80,"2,581",615,50,95,147,227,136,230,192,105,59,68,75,116,58,117,85,29,47,29,58,23,20
2021,11,90,262,59,3,12,20,27,11,17,14,9,6,11,12,11,6,10,9,3,5,3,4,5,5
2021,11,100,8,1,0,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,12,총,"185,678","22,520","1,599","1,636","3,393","4,770","4,050","4,042","2,952","1,813","1,204","9,151","18,549","16,051","11,578","14,168","16,731","10,048","9,302","5,642","13,625","4,192","8,662"
2021,12,0,"23,984","1,538",49,45,155,168,129,154,95,30,41,"1,207","2,769","2,064","1,657","2,219","2,875","1,735","1,460",874,"2,359",860,"1,501"
2021,12,10,"23,081","2,136",47,62,186,183,142,215,198,59,78,"1,666","2,644","2,330","2,327","2,110","2,547","1,245","1,325",559,"1,783",521,718
2021,12,20,"19,728","3,715",233,177,463,540,633,558,340,148,144,847,"1,976","1,769",899,"1,176","1,231",873,886,680,"1,165",264,"1,011"
2021,12,30,"30,131","2,997",248,182,464,566,645,449,288,139,119,"1,060","3,298","2,648","1,433","2,412","2,746","1,984","1,508","1,055","2,667",847,"2,376"
2021,12,40,"36,831","3,639",214,189,506,624,653,513,375,193,178,"2,010","4,109","3,374","2,749","3,076","3,862","2,116","1,944","1,055","2,959",964,"1,529"
2021,12,50,"25,581","3,572",329,282,611,887,765,708,575,392,250,"1,458","2,349","2,229","1,577","1,734","1,749","1,156","1,253",814,"1,529",436,926
2021,12,60,"16,596","2,882",301,384,569,994,640,784,584,487,220,607,"1,017","1,096",637,937,"1,196",692,659,438,835,193,444
2021,12,70,"6,870","1,369",124,206,269,544,293,411,290,249,112,217,302,409,235,375,432,212,214,137,265,78,127
2021,12,80,"2,606",615,51,97,149,234,138,231,191,107,56,69,75,121,56,119,83,32,47,27,59,25,24
2021,12,90,263,56,3,12,20,27,12,18,16,9,6,10,10,11,7,10,10,3,6,3,4,4,6
2021,12,100,7,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
