년도,월,나이,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2021,1,40,"36,131",947,"3,010",48,47,74,154,0,163,"2,053",293,146,"2,720",126,"3,821","1,330","1,531",185,197,"1,022",0,0,339,"3,144","1,943","4,619","1,188","4,813","1,923",295,
2021,1,50,"34,207","1,487","3,869",158,155,160,336,0,283,"2,373",348,307,"3,200",230,"3,581","1,586","2,035",290,293,"1,107",0,0,408,"2,783","1,433","3,368",777,"2,384",947,309,
2021,1,60,"19,438","1,313","1,947",227,191,253,427,0,305,"1,751",275,384,"1,854",254,"1,782",941,"1,094",237,188,465,0,0,238,993,558,"1,714",448,950,467,182,
2021,1,70,"9,011",798,935,173,146,214,399,0,251,610,144,251,686,129,678,345,375,144,109,144,0,0,115,426,244,789,174,471,214,47,
2021,1,80,"5,562",652,658,176,175,193,311,0,206,263,61,124,373,74,342,191,167,49,59,79,0,0,50,238,125,427,86,271,200,12,
2021,1,90,953,130,132,30,31,29,48,0,31,37,21,14,50,15,63,25,26,9,6,13,0,0,7,46,20,68,21,47,28,6,
2021,1,100,45,5,6,0,1,1,3,0,2,3,3,1,1,1,1,0,3,0,3,0,0,0,0,1,1,2,2,2,2,1,
2021,2,총,"202,081","7,532","18,268",940,834,"1,080","1,967",,"1,546","12,321","1,674","1,516","15,155","1,072","19,327","7,377","8,395","1,478","1,495","6,306",,,"2,013","14,894","9,037","23,375","7,497","22,276","12,727","1,979",
2021,2,0,"19,761",428,"1,637",21,7,24,32,,24,894,33,36,"1,093",41,"1,867",515,386,74,135,828,,,148,"1,427","1,061","2,211",453,"3,345","2,769",272,
2021,2,10,"21,447",562,"1,813",31,33,42,75,,96,"1,214",48,61,"1,752",62,"2,368",756,889,84,100,565,,,178,"1,794","1,155","2,852",534,"3,183","1,088",112,
2021,2,20,"24,966",584,"1,960",40,32,54,115,,107,"1,556",224,123,"1,698",82,"2,323",858,"1,160",235,198,821,,,269,"2,027","1,050","3,276","2,080","2,495","1,327",272,
2021,2,30,"30,322",612,"2,207",35,26,34,74,,79,"1,571",227,82,"1,706",59,"2,513",825,734,173,207,"1,254",,,265,"1,985","1,441","4,019","1,722","4,250","3,753",469,
2021,2,40,"36,124",942,"3,033",49,47,74,155,,170,"2,035",294,143,"2,701",124,"3,785","1,329","1,513",184,195,"1,026",,,337,"3,145","1,941","4,626","1,193","4,854","1,935",294,
2021,2,50,"34,214","1,478","3,902",156,152,161,331,,278,"2,362",344,299,"3,199",229,"3,587","1,578","2,035",292,291,"1,106",,,404,"2,804","1,429","3,382",774,"2,394",941,306,
2021,2,60,"19,639","1,330","1,975",228,192,255,430,,307,"1,769",276,383,"1,879",258,"1,798",953,"1,105",234,192,470,,,242,"1,000",568,"1,718",454,965,471,187,
2021,2,70,"8,979",799,929,171,143,208,390,,247,614,145,252,695,126,667,346,375,141,109,142,,,115,429,241,791,176,468,213,47,
2021,2,80,"5,635",658,673,179,173,198,315,,205,267,62,122,381,75,353,193,170,50,59,81,,,49,238,130,429,88,273,201,13,
2021,2,90,948,134,133,30,28,29,47,,31,36,18,14,50,15,64,24,25,11,6,13,,,6,44,20,69,21,47,27,6,
2021,2,100,46,5,6,0,1,1,3,,2,3,3,1,1,1,2,0,3,0,3,0,,,0,1,1,2,2,2,2,1,
2021,3,총,"201,822","7,504","18,696",937,828,"1,078","1,958",,"1,543","12,263","1,663","1,483","15,061","1,071","19,199","7,327","8,373","1,458","1,482","6,297",,,"2,034","14,838","8,998","23,328","7,519","22,224","12,685","1,975",
2021,3,0,"19,658",420,"1,724",20,6,25,32,,24,880,31,36,"1,076",42,"1,847",509,378,68,134,830,,,153,"1,411","1,048","2,188",446,"3,318","2,739",273,
2021,3,10,"21,288",558,"1,817",32,33,42,78,,99,"1,200",48,57,"1,728",61,"2,343",742,874,86,97,558,,,174,"1,779","1,155","2,832",527,"3,161","1,094",113,
2021,3,20,"24,865",570,"2,005",39,30,53,113,,105,"1,554",217,118,"1,687",82,"2,313",842,"1,146",228,193,831,,,270,"2,009","1,035","3,255","2,098","2,490","1,308",274,
2021,3,30,"30,248",603,"2,362",35,27,33,73,,76,"1,547",224,84,"1,670",60,"2,496",819,741,167,206,"1,234",,,268,"1,973","1,436","3,996","1,724","4,220","3,716",458,
2021,3,40,"36,059",939,"3,072",48,47,74,153,,168,"2,027",297,133,"2,673",124,"3,737","1,320","1,504",184,191,"1,036",,,341,"3,137","1,926","4,621","1,207","4,839","1,960",301,
2021,3,50,"34,205","1,468","3,956",154,151,159,329,,279,"2,344",338,296,"3,186",224,"3,569","1,575","2,033",287,293,"1,093",,,411,"2,798","1,432","3,393",775,"2,416",940,306,
2021,3,60,"19,884","1,349","2,024",227,193,254,426,,309,"1,784",280,378,"1,910",263,"1,809",956,"1,127",236,189,484,,,246,"1,018",574,"1,753",453,983,475,184,
2021,3,70,"8,961",800,916,172,139,204,391,,242,620,148,244,696,124,666,349,374,143,111,138,,,114,427,239,794,180,470,214,46,
2021,3,80,"5,658",656,680,178,172,204,313,,208,270,60,122,387,75,352,192,168,49,59,81,,,49,242,130,424,86,279,209,13,
2021,3,90,959,136,135,32,29,30,47,,31,36,19,14,48,15,65,23,26,10,6,12,,,7,44,22,71,21,46,28,6,
2021,3,100,37,5,5,0,1,0,3,,2,1,1,1,0,1,2,0,2,0,3,0,,,1,0,1,1,2,2,2,1,
2021,4,총,"201,723","7,492","18,848",931,826,"1,078","1,948",,"1,535","12,276","1,660","1,439","15,033","1,064","19,156","7,281","8,354","1,459","1,472","6,276",,,"2,036","14,828","9,002","23,264","7,530","22,246","12,712","1,977",
2021,4,0,"19,565",416,"1,736",22,6,24,31,,23,883,34,34,"1,065",40,"1,832",507,379,68,133,819,,,151,"1,398","1,043","2,159",450,"3,280","2,761",271,
2021,4,10,"21,257",562,"1,816",31,33,44,76,,97,"1,181",48,54,"1,733",62,"2,347",730,854,83,95,552,,,177,"1,780","1,155","2,835",523,"3,183","1,096",110,
2021,4,20,"24,770",563,"2,023",39,28,52,112,,104,"1,561",207,112,"1,661",80,"2,291",838,"1,143",227,189,842,,,267,"2,006","1,042","3,221","2,087","2,501","1,298",276,
2021,4,30,"30,176",604,"2,396",34,27,33,72,,78,"1,557",229,86,"1,675",57,"2,476",812,742,166,204,"1,222",,,269,"1,966","1,424","3,948","1,741","4,204","3,697",457,
2021,4,40,"36,039",936,"3,090",47,45,72,151,,163,"2,016",300,128,"2,657",122,"3,735","1,314","1,496",189,191,"1,025",,,338,"3,133","1,932","4,621","1,207","4,845","1,982",304,
2021,4,50,"34,241","1,460","3,988",151,150,160,328,,275,"2,360",332,281,"3,190",222,"3,560","1,560","2,027",289,287,"1,090",,,414,"2,793","1,438","3,405",778,"2,446",948,309,
2021,4,60,"20,024","1,349","2,047",227,197,257,424,,312,"1,789",278,370,"1,919",264,"1,828",960,"1,136",234,192,492,,,247,"1,040",579,"1,786",453,986,476,182,
2021,4,70,"8,974",806,926,170,138,205,390,,243,624,150,240,694,125,667,347,373,139,111,139,,,116,424,240,790,179,475,215,48,
2021,4,80,"5,668",653,685,179,172,201,314,,208,267,61,119,388,76,351,189,176,53,60,82,,,49,244,125,428,88,279,208,13,
2021,4,90,972,138,137,31,29,30,47,,30,37,20,14,51,15,67,23,26,11,7,13,,,7,44,23,70,22,45,29,6,
2021,4,100,37,5,4,0,1,0,3,,2,1,1,1,0,1,2,1,2,0,3,0,,,1,0,1,1,2,2,2,1,
2021,5,총,"201,618","7,473","18,881",925,819,"1,075","1,947",,"1,539","12,264","1,657","1,362","15,030","1,061","19,146","7,269","8,326","1,452","1,474","6,272",,,"2,034","14,854","8,998","23,228","7,539","22,310","12,719","1,964",
2021,5,0,"19,513",413,"1,744",22,6,23,30,,24,883,34,34,"1,063",41,"1,814",498,376,70,135,823,,,152,"1,401","1,031","2,147",449,"3,259","2,773",268,
2021,5,10,"21,210",562,"1,799",30,31,44,76,,99,"1,176",47,50,"1,728",60,"2,341",729,846,84,94,544,,,178,"1,783","1,151","2,822",527,"3,198","1,100",111,
2021,5,20,"24,712",556,"2,025",39,30,49,109,,102,"1,552",212,105,"1,640",80,"2,291",837,"1,144",220,182,827,,,263,"2,007","1,048","3,212","2,088","2,530","1,286",278,
2021,5,30,"30,084",596,"2,397",33,24,33,73,,77,"1,562",223,81,"1,666",57,"2,480",805,735,165,208,"1,222",,,267,"1,979","1,411","3,917","1,742","4,188","3,685",458,
2021,5,40,"36,003",924,"3,086",45,45,76,147,,163,"2,000",304,119,"2,658",119,"3,717","1,308","1,472",190,196,"1,038",,,338,"3,126","1,934","4,638","1,196","4,860","1,999",305,
2021,5,50,"34,236","1,474","4,002",147,142,156,330,,274,"2,361",325,259,"3,183",222,"3,564","1,565","2,024",280,286,"1,090",,,415,"2,797","1,449","3,397",788,"2,461",946,299,
2021,5,60,"20,206","1,347","2,080",229,198,258,427,,313,"1,801",281,357,"1,950",262,"1,849",964,"1,149",240,192,493,,,248,"1,051",588,"1,806",461,"1,008",478,176,
2021,5,70,"8,965",804,925,166,140,206,389,,245,621,150,229,699,125,662,351,379,139,111,140,,,114,425,237,786,179,482,213,48,
2021,5,80,"5,676",654,686,182,171,201,316,,210,268,61,112,390,79,356,188,174,53,60,82,,,51,240,125,434,87,277,205,14,
2021,5,90,977,138,134,32,31,29,47,,30,39,19,15,53,15,70,23,25,11,7,13,,,7,45,23,68,20,45,32,6,
2021,5,100,36,5,3,0,1,0,3,,2,1,1,1,0,1,2,1,2,0,3,0,,,1,0,1,1,2,2,2,1,
2021,6,총,"201,443","7,469","18,886",926,816,"1,064","1,933",,"1,517","12,285","1,642","1,314","15,019","1,054","19,195","7,248","8,301","1,434","1,455","6,273",,,"2,020","14,858","8,995","23,192","7,522","22,303","12,756","1,966",
2021,6,0,"19,424",411,"1,740",22,6,21,29,,24,871,33,34,"1,068",37,"1,805",493,375,72,136,820,,,150,"1,396","1,021","2,127",441,"3,235","2,786",271,
2021,6,10,"21,200",556,"1,795",30,30,43,76,,96,"1,179",44,46,"1,726",59,"2,359",724,846,80,95,540,,,180,"1,782","1,153","2,815",523,"3,197","1,115",111,
2021,6,20,"24,674",561,"2,031",39,31,48,108,,103,"1,556",214,99,"1,622",79,"2,294",835,"1,134",214,175,817,,,257,"2,019","1,050","3,221","2,077","2,534","1,278",278,
2021,6,30,"29,973",594,"2,394",32,23,34,71,,74,"1,561",222,79,"1,652",53,"2,462",799,732,172,207,"1,237",,,262,"1,974","1,399","3,884","1,753","4,171","3,681",451,
2021,6,40,"35,960",925,"3,076",45,45,70,145,,149,"2,000",297,117,"2,648",122,"3,739","1,309","1,459",184,192,"1,028",,,342,"3,122","1,947","4,630","1,187","4,864","2,010",308,
2021,6,50,"34,158","1,461","3,998",148,140,154,325,,270,"2,356",328,250,"3,181",220,"3,558","1,541","2,007",278,281,"1,096",,,412,"2,790","1,446","3,397",792,"2,480",951,298,
2021,6,60,"20,370","1,352","2,106",226,198,256,424,,312,"1,823",274,342,"1,971",265,"1,884",980,"1,169",233,191,501,,,242,"1,067",588,"1,823",463,"1,016",487,177,
2021,6,70,"8,966",804,922,170,139,208,389,,244,627,147,225,704,126,661,354,378,139,107,140,,,115,420,239,791,179,477,210,51,
2021,6,80,"5,704",663,683,182,173,202,315,,213,273,63,104,396,77,363,189,175,52,61,80,,,52,242,127,433,85,282,205,14,
2021,6,90,977,137,137,32,30,28,48,,30,38,19,17,51,15,68,23,24,10,7,14,,,7,46,24,70,20,45,31,6,
2021,6,100,37,5,4,0,1,0,3,,2,1,1,1,0,1,2,1,2,0,3,0,,,1,0,1,1,2,2,2,1,
2021,7,총,"201,404","7,462","18,888",922,815,"1,067","1,927",,"1,516","12,304",0,0,"15,002","1,055","19,162","7,259","8,300","1,425","1,453","6,259",,,"2,019","14,857","9,009","23,210","7,526","22,301","12,778","1,957","2,931"
2021,7,0,"19,364",413,"1,736",23,6,21,28,,24,877,0,0,"1,064",37,"1,786",496,373,71,135,811,,,148,"1,396","1,015","2,120",443,"3,225","2,781",267,68
2021,7,10,"21,179",556,"1,789",28,29,41,75,,95,"1,191",0,0,"1,717",60,"2,348",719,840,80,94,539,,,180,"1,778","1,157","2,808",519,"3,198","1,135",112,91
2021,7,20,"24,571",545,"2,026",39,31,48,109,,100,"1,544",0,0,"1,615",80,"2,284",836,"1,128",209,176,816,,,261,"2,019","1,035","3,222","2,075","2,530","1,257",275,311
2021,7,30,"29,903",592,"2,395",32,24,35,70,,77,"1,564",0,0,"1,643",52,"2,444",795,737,174,204,"1,229",,,256,"1,963","1,412","3,889","1,745","4,146","3,685",446,294
2021,7,40,"35,983",925,"3,056",45,45,70,143,,147,"2,001",0,0,"2,644",122,"3,745","1,304","1,459",182,192,"1,036",,,344,"3,122","1,947","4,630","1,189","4,891","2,027",307,410
2021,7,50,"34,156","1,459","4,004",147,138,154,322,,267,"2,349",0,0,"3,177",216,"3,559","1,550","2,004",276,282,"1,089",,,411,"2,793","1,458","3,406",801,"2,477",952,298,567
2021,7,60,"20,525","1,357","2,134",226,198,257,422,,313,"1,834",0,0,"1,989",268,"1,902",993,"1,174",234,193,507,,,242,"1,080",584,"1,844",463,"1,025",490,179,617
2021,7,70,"8,996",811,920,170,139,207,392,,245,629,0,0,706,126,662,354,382,140,104,141,,,117,420,245,789,181,479,215,52,370
2021,7,80,"5,714",659,688,180,174,205,315,,215,278,0,0,396,78,364,189,176,48,63,78,,,52,239,130,432,88,283,205,14,165
2021,7,90,977,139,136,32,30,29,48,,31,37,0,0,51,15,67,22,25,11,7,13,,,7,47,25,68,20,45,30,6,36
2021,7,100,36,6,4,0,1,0,3,,2,0,0,0,0,1,1,1,2,0,3,0,,,1,0,1,2,2,2,1,1,2
2021,8,총,"201,206","7,445","18,883",924,813,"1,062","1,926",,"1,511","12,300",,,"15,000","1,054","19,215","7,218","8,295","1,415","1,448","6,252",,,"2,005","14,865","8,974","23,194","7,512","22,281","12,753","1,959","2,902"
2021,8,0,"19,265",404,"1,744",23,6,20,28,,22,875,,,"1,064",37,"1,788",491,370,66,135,803,,,140,"1,398","1,005","2,111",439,"3,188","2,773",272,63
2021,8,10,"21,139",559,"1,783",28,29,40,74,,95,"1,194",,,"1,715",60,"2,350",706,832,79,95,541,,,178,"1,775","1,142","2,808",513,"3,199","1,142",111,91
2021,8,20,"24,448",533,"2,013",37,30,46,106,,97,"1,539",,,"1,611",79,"2,292",824,"1,124",205,175,807,,,259,"2,016","1,041","3,224","2,060","2,513","1,240",270,307
2021,8,30,"29,741",584,"2,389",33,23,36,70,,76,"1,550",,,"1,636",51,"2,435",791,746,171,206,"1,228",,,246,"1,967","1,392","3,859","1,747","4,110","3,660",445,290
2021,8,40,"35,952",921,"3,045",44,46,67,143,,147,"2,014",,,"2,613",123,"3,759","1,286","1,448",182,189,"1,038",,,349,"3,109","1,933","4,641","1,187","4,917","2,041",308,402
2021,8,50,"34,193","1,455","4,000",150,136,155,321,,265,"2,335",,,"3,198",217,"3,558","1,542","2,006",276,277,"1,090",,,408,"2,803","1,471","3,412",804,"2,506",951,300,557
2021,8,60,"20,694","1,366","2,152",226,201,257,424,,314,"1,851",,,"1,998",267,"1,939","1,003","1,183",236,195,510,,,245,"1,096",586,"1,853",467,"1,036",492,179,618
2021,8,70,"9,017",814,924,173,139,205,391,,246,626,,,715,126,663,362,382,140,103,142,,,119,413,248,786,182,482,215,52,369
2021,8,80,"5,721",658,689,179,171,206,317,,214,282,,,397,78,365,188,176,49,62,78,,,53,243,128,430,90,282,205,15,166
2021,8,90,"1,001",145,141,31,31,30,49,,33,34,,,53,15,65,24,26,11,8,15,,,7,45,27,68,21,46,33,6,37
2021,8,100,35,6,3,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,0,1,2,2,2,1,1,2
2021,9,총,"201,047","7,419","18,858",918,814,"1,056","1,921",,"1,500","12,267",,,"14,944","1,049","19,195","7,183","8,302","1,409","1,451","6,244",,,"1,999","14,853","8,980","23,257","7,512","22,276","12,779","1,968","2,893"
2021,9,0,"19,147",402,"1,737",22,5,17,27,,22,870,,,"1,061",36,"1,776",477,378,65,134,801,,,141,"1,384",999,"2,111",431,"3,157","2,763",269,62
2021,9,10,"21,147",558,"1,790",28,29,40,73,,94,"1,183",,,"1,704",59,"2,351",701,834,80,92,549,,,172,"1,773","1,149","2,807",508,"3,206","1,163",115,89
2021,9,20,"24,306",520,"1,978",35,31,45,105,,92,"1,534",,,"1,577",80,"2,278",821,"1,111",200,174,790,,,262,"2,016","1,032","3,254","2,066","2,502","1,229",267,307
2021,9,30,"29,656",579,"2,382",32,22,34,69,,74,"1,538",,,"1,623",51,"2,425",774,747,173,211,"1,224",,,249,"1,957","1,385","3,852","1,756","4,094","3,658",453,294
2021,9,40,"35,911",917,"3,033",44,43,68,141,,146,"2,011",,,"2,597",119,"3,756","1,278","1,449",185,189,"1,037",,,343,"3,096","1,935","4,643","1,187","4,920","2,065",306,403
2021,9,50,"34,251","1,447","4,004",147,137,152,321,,261,"2,333",,,"3,193",219,"3,564","1,555","2,005",267,277,"1,094",,,408,"2,821","1,485","3,423",808,"2,530",957,301,542
2021,9,60,"20,805","1,374","2,173",228,204,260,423,,317,"1,843",,,"2,019",266,"1,947","1,000","1,192",242,196,510,,,245,"1,100",588,"1,873",463,"1,047",491,181,623
2021,9,70,"9,043",814,930,176,138,203,390,,244,636,,,716,125,666,367,380,140,104,145,,,117,411,245,789,182,490,213,54,368
2021,9,80,"5,737",655,692,174,171,204,320,,213,285,,,402,78,367,186,179,47,62,79,,,52,246,133,432,88,284,205,15,168
2021,9,90,"1,009",147,136,32,33,33,49,,35,34,,,52,15,64,23,25,10,9,15,,,9,48,28,72,21,44,34,6,35
2021,9,100,35,6,3,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,1,1,1,2,2,1,1,2
2021,10,총,"200,939","7,421","18,846",919,816,"1,060","1,917",,"1,496","12,251",,,"14,943","1,046","19,200","7,180","8,294","1,419","1,444","6,244",,,"1,982","14,858","8,966","23,201","7,534","22,235","12,806","1,983","2,878"
2021,10,0,"19,035",398,"1,713",22,5,16,26,,21,865,,,"1,060",35,"1,774",468,377,65,132,801,,,137,"1,377",993,"2,089",426,"3,130","2,771",272,62
2021,10,10,"21,168",562,"1,796",28,29,40,73,,96,"1,186",,,"1,698",56,"2,350",702,826,83,90,546,,,172,"1,774","1,149","2,804",505,"3,216","1,183",115,89
2021,10,20,"24,178",520,"1,969",35,31,44,106,,92,"1,508",,,"1,575",81,"2,287",820,"1,118",199,169,788,,,257,"2,018","1,026","3,226","2,064","2,481","1,200",267,297
2021,10,30,"29,531",574,"2,364",30,22,35,66,,71,"1,543",,,"1,622",49,"2,409",766,745,180,218,"1,222",,,241,"1,935","1,381","3,822","1,760","4,065","3,664",456,291
2021,10,40,"35,946",922,"3,036",45,42,69,140,,149,"2,006",,,"2,593",120,"3,764","1,273","1,450",187,183,"1,030",,,342,"3,096","1,934","4,644","1,196","4,934","2,081",306,404
2021,10,50,"34,295","1,440","4,018",144,138,152,323,,259,"2,333",,,"3,191",218,"3,555","1,561","1,994",267,277,"1,105",,,411,"2,841","1,477","3,436",813,"2,537",960,305,540
2021,10,60,"20,905","1,382","2,186",235,204,261,421,,318,"1,842",,,"2,027",266,"1,961","1,007","1,194",240,198,513,,,242,"1,112",596,"1,881",472,"1,046",493,186,622
2021,10,70,"9,080",818,929,174,137,200,389,,242,635,,,723,126,669,376,385,142,104,146,,,117,410,247,796,186,496,213,53,367
2021,10,80,"5,764",652,695,173,174,210,321,,212,300,,,401,79,365,183,181,46,62,79,,,53,247,133,432,89,286,206,16,169
2021,10,90,"1,002",147,137,33,33,33,49,,34,33,,,53,15,65,23,22,10,8,14,,,9,47,29,70,21,42,34,6,35
2021,10,100,35,6,3,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,1,1,1,2,2,1,1,2
2021,11,총,"200,902","7,419","18,881",921,817,"1,061","1,912",,"1,492","12,250",,,"14,938","1,042","19,208","7,165","8,283","1,432","1,421","6,253",,,"1,975","14,855","8,971","23,172","7,545","22,203","12,840","1,968","2,878"
2021,11,0,"18,915",400,"1,705",22,5,15,26,,19,861,,,"1,048",35,"1,763",463,378,66,130,799,,,131,"1,365",985,"2,068",424,"3,107","2,769",268,63
2021,11,10,"21,212",565,"1,815",28,27,42,71,,96,"1,188",,,"1,695",54,"2,358",702,822,83,87,551,,,174,"1,778","1,153","2,796",504,"3,212","1,204",116,91
2021,11,20,"24,063",520,"1,949",33,33,45,109,,90,"1,513",,,"1,572",81,"2,292",812,"1,109",202,165,782,,,262,"2,014","1,008","3,214","2,052","2,465","1,187",261,293
2021,11,30,"29,461",574,"2,374",29,22,34,69,,69,"1,530",,,"1,613",50,"2,396",757,753,185,211,"1,222",,,234,"1,937","1,390","3,802","1,780","4,029","3,653",458,290
2021,11,40,"35,985",914,"3,031",46,41,67,138,,147,"2,011",,,"2,587",119,"3,745","1,274","1,435",186,181,"1,039",,,344,"3,087","1,940","4,668","1,199","4,970","2,108",305,403
2021,11,50,"34,350","1,439","4,033",143,139,153,321,,260,"2,335",,,"3,199",218,"3,572","1,558","2,000",270,276,"1,101",,,405,"2,847","1,483","3,420",817,"2,548",965,302,546
2021,11,60,"21,008","1,387","2,205",236,204,256,416,,319,"1,843",,,"2,035",265,"1,984","1,010","1,198",242,197,520,,,249,"1,119",599,"1,902",476,"1,049",496,183,618
2021,11,70,"9,088",814,931,173,137,203,388,,244,643,,,727,125,663,376,385,143,102,144,,,114,412,250,801,180,497,214,53,369
2021,11,80,"5,781",648,703,176,175,213,320,,212,294,,,405,80,369,189,177,45,62,81,,,53,250,133,430,91,283,207,16,169
2021,11,90,"1,007",152,132,35,33,33,51,,34,32,,,57,13,65,23,24,10,7,14,,,8,46,29,70,21,41,36,6,35
2021,11,100,32,6,3,0,1,0,3,,2,0,,,0,2,1,1,2,0,3,0,,,1,0,1,1,1,2,1,0,1
2021,12,총,"200,560","7,392","18,866",921,817,"1,056","1,903",,"1,488","12,228",,,"14,903","1,039","19,161","7,165","8,264","1,429","1,419","6,256",,,"1,969","14,848","8,958","23,122","7,538","22,108","12,875","1,969","2,866"
2021,12,0,"18,806",392,"1,692",22,6,15,29,,21,865,,,"1,042",34,"1,742",459,382,72,132,799,,,128,"1,350",982,"2,058",414,"3,064","2,775",269,62
2021,12,10,"21,208",562,"1,812",28,27,42,74,,96,"1,183",,,"1,698",54,"2,342",709,823,80,86,549,,,178,"1,777","1,151","2,805",496,"3,209","1,221",115,91
2021,12,20,"23,873",517,"1,927",35,33,46,105,,87,"1,496",,,"1,572",81,"2,293",802,"1,094",196,163,781,,,259,"2,006","1,000","3,172","2,043","2,446","1,161",263,295
2021,12,30,"29,292",568,"2,370",29,23,33,63,,69,"1,513",,,"1,587",50,"2,383",766,742,187,213,"1,205",,,236,"1,931","1,376","3,772","1,783","3,993","3,658",457,285
2021,12,40,"36,011",903,"3,031",45,42,64,136,,148,"2,017",,,"2,588",119,"3,732","1,272","1,434",186,180,"1,052",,,339,"3,075","1,953","4,674","1,213","4,966","2,142",304,396
2021,12,50,"34,364","1,445","4,035",142,137,148,320,,257,"2,336",,,"3,193",213,"3,569","1,564","1,998",266,276,"1,106",,,403,"2,861","1,481","3,427",824,"2,551",965,306,541
2021,12,60,"21,069","1,385","2,225",235,205,259,417,,320,"1,833",,,"2,025",266,"2,000","1,003","1,202",244,196,523,,,247,"1,131",603,"1,907",481,"1,058",498,181,625
2021,12,70,"9,134",816,932,172,137,204,384,,244,659,,,733,125,669,379,389,143,101,148,,,117,422,250,806,177,496,212,53,366
2021,12,80,"5,764",650,706,177,174,213,319,,209,292,,,411,81,362,187,176,45,63,79,,,53,248,133,429,86,280,206,16,169
2021,12,90,"1,011",148,133,36,32,32,53,,35,34,,,54,14,68,23,23,10,8,14,,,8,47,28,71,20,43,36,5,36
2021,12,100,28,6,3,0,1,0,3,,2,0,,,0,2,1,1,1,0,1,0,,,1,0,1,1,1,2,1,0,0
