년도,월,나이,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021,3,0,"2,004,358","313,593","117,397","89,724","115,534","60,518","57,718","49,576","24,191","580,656","53,356","62,073","86,924","64,662","66,099","96,026","135,499","30,812"
2021,3,10,"2,461,124","396,480","139,207","116,435","140,296","80,441","74,958","58,467","21,879","681,134","70,800","76,956","104,686","89,712","86,006","118,190","168,658","36,819"
2021,3,20,"3,553,434","701,692","222,299","169,898","207,288","108,861","110,997","80,049","19,340","954,223","100,001","109,843","132,916","113,372","111,245","159,753","208,326","43,331"
2021,3,30,"3,512,198","730,024","211,834","151,679","208,208","94,061","100,467","79,487","30,060","981,307","86,463","102,529","142,787","96,316","96,542","153,340","205,771","41,323"
2021,3,40,"4,194,134","749,245","255,985","187,691","246,409","118,954","117,325","95,078","35,685","1,169,016","113,993","124,152","174,570","137,030","137,910","198,786","274,572","57,733"
2021,3,50,"4,350,790","744,903","273,191","207,246","254,889","116,034","119,734","105,688","23,984","1,136,118","136,665","139,496","178,806","154,577","167,901","236,757","296,162","58,639"
2021,3,60,"3,365,650","592,801","253,865","158,081","186,974","79,138","89,062","74,951","15,478","783,261","122,776","115,081","143,402","128,577","139,161","207,695","235,216","40,131"
2021,3,70,"1,667,451","318,342","132,317","77,066","81,174","41,585","41,615","28,925","6,688","348,918","60,508","54,292","77,776","75,507","84,444","108,170","109,456","20,668"
2021,3,80,"619,697","109,404","42,457","28,025","27,220","14,328","14,798","7,685","2,455","129,226","26,078","22,934","35,483","31,060","35,212","45,250","39,941","8,141"
2021,3,90,"56,059","10,337","3,105","2,107","2,632","1,269","1,363",507,263,"12,419","2,481","2,025","3,403","3,064","3,282","3,903","3,305",594
2021,3,100,"2,495",703,147,118,126,37,38,11,7,588,127,76,88,97,82,120,115,15
2021,4,총,"25,784,538","4,661,711","1,650,252","1,186,663","1,470,490","714,834","727,522","579,853","180,462","6,784,466","773,037","809,679","1,081,275","893,415","927,667","1,328,240","1,676,550","338,422"
2021,4,0,"1,995,212","311,894","116,788","89,201","114,935","60,215","57,464","49,243","24,138","578,890","53,087","61,815","86,543","64,295","65,770","95,529","134,678","30,727"
2021,4,10,"2,456,839","394,929","138,793","116,065","140,034","80,270","74,723","58,389","21,991","681,423","70,583","76,852","104,558","89,424","85,729","117,953","168,347","36,776"
2021,4,20,"3,550,306","700,106","221,748","169,519","206,995","108,762","110,901","79,887","19,408","954,827","99,831","109,808","132,853","113,225","111,168","159,722","208,160","43,386"
2021,4,30,"3,507,413","729,046","211,534","151,345","207,964","93,897","100,347","79,228","30,026","981,229","86,151","102,467","142,442","96,038","96,318","153,072","205,068","41,241"
2021,4,40,"4,190,587","747,653","255,758","187,387","246,217","118,857","117,038","95,028","35,767","1,169,273","113,843","123,945","174,552","136,817","137,655","198,630","274,435","57,732"
2021,4,50,"4,347,620","743,744","272,472","206,898","254,583","116,033","119,640","105,402","24,073","1,136,978","136,524","139,115","178,739","154,498","167,869","236,526","295,775","58,751"
2021,4,60,"3,385,900","594,968","254,617","158,693","188,402","79,467","89,501","75,345","15,637","789,501","123,761","116,237","144,670","129,133","139,935","208,998","236,673","40,362"
2021,4,70,"1,667,934","318,032","132,478","77,098","81,182","41,574","41,606","29,052","6,681","349,150","60,433","54,217","77,829","75,612","84,394","108,186","109,745","20,665"
2021,4,80,"623,913","110,235","42,798","28,225","27,416","14,442","14,907","7,758","2,469","130,158","26,222","23,098","35,581","31,193","35,458","45,560","40,223","8,170"
2021,4,90,"56,334","10,401","3,117","2,112","2,638","1,280","1,359",510,265,"12,458","2,479","2,047","3,419","3,083","3,292","3,943","3,334",597
2021,4,100,"2,480",703,149,120,124,37,36,11,7,579,123,78,89,97,79,121,112,15
2021,5,총,"25,775,853","4,654,720","1,648,965","1,184,977","1,470,528","714,101","727,279","579,316","180,778","6,789,327","772,893","809,946","1,081,854","892,833","927,074","1,327,307","1,675,389","338,566"
2021,5,0,"1,986,395","310,505","116,268","88,761","114,400","59,943","57,181","48,966","24,055","576,706","52,931","61,631","86,129","63,920","65,508","95,037","133,891","30,563"
2021,5,10,"2,452,759","393,586","138,490","115,747","139,854","80,051","74,520","58,274","22,029","681,245","70,384","76,671","104,556","89,253","85,570","117,709","168,063","36,757"
2021,5,20,"3,545,802","698,539","221,156","169,020","206,594","108,619","110,845","79,729","19,507","954,382","99,712","109,643","132,913","113,292","110,985","159,701","207,779","43,386"
2021,5,30,"3,500,737","727,357","211,072","150,980","207,679","93,653","100,259","78,935","29,930","980,791","85,976","102,448","142,098","95,730","95,917","152,564","204,210","41,138"
2021,5,40,"4,178,536","744,902","255,182","186,596","245,819","118,291","116,591","94,749","35,768","1,167,514","113,383","123,676","174,050","135,999","136,838","197,873","273,754","57,551"
2021,5,50,"4,350,445","743,420","272,092","206,719","254,664","116,299","119,735","105,313","24,260","1,139,132","136,626","139,032","179,102","154,800","168,207","236,333","295,652","59,059"
2021,5,60,"3,405,985","597,120","255,579","159,410","189,846","79,766","90,083","75,837","15,768","795,828","124,676","117,251","145,794","129,661","140,481","210,066","238,250","40,569"
2021,5,70,"1,668,937","317,430","132,747","77,140","81,296","41,627","41,654","29,164","6,693","349,523","60,273","54,234","77,973","75,685","84,518","108,264","110,010","20,706"
2021,5,80,"627,553","110,869","43,098","28,380","27,624","14,545","15,015","7,823","2,498","131,185","26,348","23,227","35,719","31,300","35,674","45,692","40,341","8,215"
2021,5,90,"56,377","10,357","3,134","2,107","2,625","1,279","1,361",515,262,"12,462","2,470","2,053","3,433","3,103","3,308","3,956","3,345",607
2021,5,100,"2,327",635,147,117,127,28,35,11,8,559,114,80,87,90,68,112,94,15
2021,6,총,"25,770,033","4,649,442","1,647,291","1,182,380","1,470,544","713,793","726,666","578,924","181,328","6,795,088","772,949","810,225","1,082,113","892,670","926,398","1,326,844","1,674,612","338,766"
2021,6,0,"1,978,771","309,269","115,835","88,391","113,942","59,751","56,962","48,733","24,022","574,897","52,777","61,409","85,753","63,532","65,169","94,589","133,219","30,521"
2021,6,10,"2,449,936","392,686","138,191","115,414","139,687","79,838","74,318","58,175","22,149","681,461","70,294","76,584","104,445","89,124","85,428","117,595","167,798","36,749"
2021,6,20,"3,540,716","696,930","220,483","168,478","206,203","108,529","110,659","79,565","19,567","953,842","99,587","109,588","132,940","113,402","110,693","159,442","207,472","43,336"
2021,6,30,"3,494,615","725,714","210,610","150,467","207,430","93,495","100,001","78,655","29,883","980,546","85,957","102,402","141,673","95,558","95,564","152,096","203,469","41,095"
2021,6,40,"4,176,614","743,762","255,059","186,244","245,973","118,137","116,445","94,670","35,923","1,168,087","113,209","123,619","174,199","135,742","136,627","197,774","273,671","57,473"
2021,6,50,"4,342,584","741,675","271,283","205,925","254,123","116,153","119,425","105,071","24,343","1,138,575","136,165","138,719","178,810","154,496","167,868","235,663","295,138","59,152"
2021,6,60,"3,428,229","599,745","256,452","160,010","191,282","80,209","90,680","76,386","15,943","802,781","125,765","118,278","146,907","130,429","141,267","211,530","239,755","40,810"
2021,6,70,"1,669,307","317,147","132,793","76,951","81,391","41,692","41,670","29,261","6,724","349,795","60,109","54,198","78,117","75,718","84,573","108,283","110,174","20,711"
2021,6,80,"630,683","111,573","43,316","28,376","27,762","14,694","15,109","7,882","2,502","132,036","26,493","23,310","35,737","31,483","35,828","45,830","40,465","8,287"
2021,6,90,"56,358","10,322","3,120","2,054","2,624","1,267","1,363",515,263,"12,513","2,478","2,048","3,443","3,101","3,319","3,948","3,362",618
2021,6,100,"2,220",619,149,70,127,28,34,11,9,555,115,70,89,85,62,94,89,14
2021,7,총,"25,768,310","4,645,177","1,645,794","1,181,351","1,470,985","713,626","726,281","578,511","181,996","6,801,008","773,232","810,258","1,082,654","892,487","925,751","1,326,218","1,674,003","338,978"
2021,7,0,"1,970,651","307,748","115,409","88,038","113,520","59,483","56,671","48,509","24,014","573,001","52,541","61,074","85,414","63,189","64,847","94,146","132,593","30,454"
2021,7,10,"2,447,675","391,949","137,894","115,120","139,613","79,726","74,201","58,108","22,305","681,871","70,136","76,456","104,417","88,906","85,212","117,376","167,616","36,769"
2021,7,20,"3,533,877","695,318","219,519","167,871","205,607","108,441","110,519","79,327","19,589","952,920","99,500","109,450","132,930","113,377","110,375","158,989","206,798","43,347"
2021,7,30,"3,489,645","724,203","210,113","150,289","207,425","93,380","99,801","78,464","29,851","980,593","85,889","102,288","141,297","95,370","95,322","151,590","202,780","40,990"
2021,7,40,"4,171,193","741,884","254,695","185,857","245,977","117,951","116,203","94,480","36,069","1,167,605","113,089","123,456","174,130","135,327","136,216","197,549","273,344","57,361"
2021,7,50,"4,343,464","741,685","270,927","205,641","254,119","116,206","119,467","104,911","24,520","1,139,981","136,100","138,752","178,960","154,652","167,880","235,352","295,036","59,275"
2021,7,60,"3,446,678","601,834","257,303","160,779","192,484","80,573","91,051","76,866","16,110","808,530","126,663","118,942","147,789","130,943","141,824","212,645","241,299","41,043"
2021,7,70,"1,672,022","317,171","133,057","77,101","81,532","41,768","41,779","29,381","6,754","350,473","60,131","54,341","78,288","75,893","84,667","108,557","110,365","20,764"
2021,7,80,"634,245","112,410","43,573","28,508","27,948","14,782","15,191","7,934","2,513","132,910","26,574","23,384","35,873","31,625","36,027","45,955","40,697","8,341"
2021,7,90,"56,641","10,359","3,154","2,078","2,632","1,288","1,361",520,263,"12,574","2,495","2,047","3,465","3,119","3,316","3,963","3,386",621
2021,7,100,"2,219",616,150,69,128,28,37,11,8,550,114,68,91,86,65,96,89,13
2021,8,총,"25,766,031","4,640,740","1,644,378","1,180,223","1,471,347","713,286","725,956","577,806","182,430","6,810,105","773,260","810,095","1,082,664","891,776","924,912","1,325,354","1,672,737","338,962"
2021,8,0,"1,961,956","306,199","114,820","87,671","112,982","59,220","56,336","48,255","23,976","571,021","52,429","60,798","85,011","62,816","64,481","93,745","131,873","30,323"
2021,8,10,"2,445,331","391,081","137,684","114,801","139,625","79,544","74,118","57,997","22,424","682,200","69,916","76,412","104,425","88,743","85,027","117,142","167,425","36,767"
2021,8,20,"3,527,385","694,343","218,711","167,340","204,944","108,281","110,408","78,952","19,546","953,039","99,324","109,105","132,716","113,075","110,045","158,381","205,957","43,218"
2021,8,30,"3,484,528","722,592","209,593","150,023","207,373","93,241","99,627","78,101","29,844","981,132","85,763","102,194","140,950","95,077","94,956","151,084","202,080","40,898"
2021,8,40,"4,164,458","739,942","254,352","185,324","245,805","117,683","115,946","94,288","36,179","1,167,569","112,857","123,131","173,764","134,785","135,745","197,136","272,714","57,238"
2021,8,50,"4,347,302","741,473","270,752","205,571","254,234","116,312","119,607","104,905","24,647","1,142,604","136,190","138,955","179,216","154,876","167,965","235,361","295,258","59,376"
2021,8,60,"3,463,205","603,802","257,879","161,387","193,757","81,019","91,358","77,277","16,242","814,254","127,357","119,511","148,518","131,399","142,359","213,440","242,352","41,294"
2021,8,70,"1,674,431","316,988","133,407","77,302","81,710","41,790","41,831","29,516","6,769","351,154","60,053","54,363","78,436","75,991","84,719","108,946","110,654","20,802"
2021,8,80,"638,176","113,314","43,847","28,631","28,133","14,874","15,309","7,979","2,538","133,907","26,741","23,509","36,052","31,778","36,205","46,041","40,921","8,397"
2021,8,90,"57,029","10,383","3,186","2,103","2,657","1,294","1,378",525,257,"12,672","2,517","2,050","3,488","3,150","3,341","3,983","3,409",636
2021,8,100,"2,230",623,147,70,127,28,38,11,8,553,113,67,88,86,69,95,94,13
2021,9,총,"25,763,891","4,636,069","1,643,690","1,179,640","1,472,963","713,666","726,142","577,093","183,044","6,816,449","773,495","809,981","1,082,596","891,073","923,651","1,324,322","1,671,042","338,975"
2021,9,0,"1,952,938","304,536","114,306","87,195","112,637","59,052","56,030","47,994","23,953","568,695","52,156","60,563","84,617","62,459","64,175","93,288","131,099","30,183"
2021,9,10,"2,441,887","390,354","137,532","114,664","139,560","79,339","74,004","57,921","22,595","681,172","69,904","76,231","104,332","88,628","84,813","116,928","167,120","36,790"
2021,9,20,"3,520,374","692,283","218,348","166,989","204,811","108,478","110,691","78,470","19,501","953,209","99,074","108,903","132,241","112,763","109,209","157,481","204,838","43,085"
2021,9,30,"3,481,404","721,531","209,255","150,044","207,628","93,220","99,568","77,768","29,846","981,765","85,746","102,092","140,621","94,785","94,650","150,738","201,297","40,850"
2021,9,40,"4,158,950","738,346","254,028","184,828","246,002","117,564","115,730","94,168","36,286","1,167,209","112,662","122,946","173,549","134,343","135,195","196,772","272,176","57,146"
2021,9,50,"4,353,319","742,021","270,698","205,568","254,465","116,515","119,771","104,989","24,873","1,145,469","136,369","139,155","179,653","154,994","168,116","235,494","295,719","59,450"
2021,9,60,"3,476,358","604,869","258,263","161,876","194,855","81,341","91,605","77,546","16,368","819,154","128,106","119,965","149,145","131,806","142,820","214,051","243,073","41,515"
2021,9,70,"1,676,474","316,961","133,743","77,475","81,792","41,816","41,902","29,665","6,807","351,452","59,907","54,346","78,628","76,073","84,828","109,251","111,004","20,824"
2021,9,80,"642,464","114,123","44,150","28,806","28,388","15,005","15,414","8,026","2,544","134,974","26,929","23,653","36,197","31,960","36,416","46,206","41,196","8,477"
2021,9,90,"57,464","10,415","3,221","2,126","2,697","1,306","1,387",535,262,"12,786","2,531","2,060","3,523","3,176","3,358","4,015","3,424",642
2021,9,100,"2,259",630,146,69,128,30,40,11,9,564,111,67,90,86,71,98,96,13
2021,10,총,"25,760,238","4,630,630","1,642,368","1,178,486","1,474,536","713,483","725,742","576,723","183,879","6,820,025","774,008","810,093","1,083,133","890,378","923,037","1,324,128","1,670,394","339,195"
2021,10,0,"1,944,180","303,009","113,771","86,775","112,362","58,829","55,738","47,768","23,955","566,395","51,988","60,245","84,182","62,077","63,759","92,810","130,428","30,089"
2021,10,10,"2,438,376","389,543","137,336","114,392","139,509","79,143","73,895","57,850","22,766","680,108","69,806","76,203","104,329","88,475","84,670","116,727","166,864","36,760"
2021,10,20,"3,511,372","689,280","217,496","166,160","204,435","108,373","110,358","78,125","19,567","951,808","99,042","108,726","132,097","112,469","108,946","157,167","204,289","43,034"
2021,10,30,"3,478,862","720,614","208,912","150,026","207,990","93,104","99,571","77,521","29,844","982,214","85,789","102,044","140,454","94,583","94,367","150,415","200,594","40,820"
2021,10,40,"4,152,565","736,322","253,605","184,278","246,041","117,445","115,348","94,080","36,446","1,166,569","112,450","122,755","173,349","133,922","134,765","196,429","271,640","57,121"
2021,10,50,"4,359,713","742,615","270,760","205,661","254,827","116,640","119,969","105,071","25,178","1,148,042","136,499","139,337","180,330","155,135","168,244","235,682","296,187","59,536"
2021,10,60,"3,489,422","606,204","258,529","162,305","196,006","81,641","91,878","77,844","16,447","823,516","128,852","120,481","149,593","132,178","143,325","214,830","244,019","41,774"
2021,10,70,"1,679,626","317,028","134,136","77,699","81,965","41,862","42,039","29,827","6,845","352,051","59,829","54,430","78,854","76,195","84,976","109,584","111,452","20,854"
2021,10,80,"646,176","114,953","44,446","28,993","28,577","15,104","15,516","8,081","2,556","135,901","27,102","23,740","36,297","32,067","36,562","46,331","41,406","8,544"
2021,10,90,"57,847","10,482","3,243","2,133","2,706","1,311","1,393",545,266,"12,898","2,545","2,069","3,558","3,199","3,360","4,063","3,426",650
2021,10,100,"2,099",580,134,64,118,31,37,11,9,523,106,63,90,78,63,90,89,13
2021,11,총,"25,754,446","4,624,290","1,640,867","1,177,136","1,475,245","713,292","725,406","576,636","184,441","6,823,931","774,232","810,261","1,083,419","889,824","922,677","1,324,021","1,669,512","339,256"
2021,11,0,"1,935,496","301,243","113,243","86,359","111,933","58,648","55,492","47,508","23,896","564,452","51,809","59,953","83,739","61,726","63,393","92,373","129,748","29,981"
2021,11,10,"2,435,359","388,791","137,268","114,148","139,487","79,085","73,738","57,850","22,924","679,038","69,694","76,115","104,284","88,292","84,587","116,629","166,679","36,750"
2021,11,20,"3,502,253","686,810","216,458","165,492","204,050","108,068","110,127","77,901","19,613","950,070","98,892","108,548","131,927","112,149","108,753","156,877","203,555","42,963"
2021,11,30,"3,475,467","719,415","208,566","149,695","208,043","92,992","99,530","77,336","29,878","982,766","85,840","101,974","140,298","94,388","94,103","150,083","199,801","40,759"
2021,11,40,"4,150,170","734,754","253,458","184,070","246,215","117,398","115,145","94,098","36,531","1,167,100","112,358","122,706","173,266","133,702","134,570","196,373","271,367","57,059"
2021,11,50,"4,364,359","742,848","270,587","205,615","255,055","116,779","120,042","105,198","25,363","1,150,601","136,593","139,470","180,771","155,181","168,310","235,707","296,586","59,653"
2021,11,60,"3,500,609","607,002","258,855","162,609","196,854","81,849","92,225","78,076","16,533","827,378","129,401","121,051","150,144","132,534","143,731","215,472","244,914","41,981"
2021,11,70,"1,681,112","316,719","134,376","77,848","82,068","41,904","42,054","29,956","6,852","352,335","59,776","54,493","78,965","76,234","85,106","109,852","111,711","20,863"
2021,11,80,"649,711","115,686","44,710","29,102","28,725","15,232","15,636","8,152","2,581","136,768","27,231","23,832","36,356","32,341","36,693","46,459","41,626","8,581"
2021,11,90,"58,142","10,523","3,255","2,154","2,718","1,307","1,384",553,262,"12,965","2,551","2,067","3,594","3,212","3,377","4,116","3,450",654
2021,11,100,"1,768",499,91,44,97,30,33,8,8,458,87,52,75,65,54,80,75,12
2021,12,총,"25,746,684","4,618,040","1,639,044","1,175,632","1,476,373","713,015","724,626","576,217","185,678","6,827,298","774,332","810,672","1,083,366","888,994","922,221","1,323,661","1,668,338","339,177"
2021,12,0,"1,927,798","299,764","112,744","85,980","111,554","58,516","55,295","47,302","23,984","562,739","51,606","59,729","83,319","61,472","63,098","91,921","128,993","29,782"
2021,12,10,"2,431,349","387,691","137,079","113,890","139,390","78,857","73,527","57,743","23,081","678,063","69,604","76,037","104,165","88,061","84,416","116,463","166,472","36,810"
2021,12,20,"3,491,682","684,530","215,370","164,484","203,834","107,781","109,664","77,588","19,728","947,823","98,744","108,354","131,774","111,771","108,408","156,417","202,593","42,819"
2021,12,30,"3,472,711","718,763","207,947","149,452","208,279","92,783","99,378","77,145","30,131","983,619","85,867","101,877","139,987","94,160","93,924","149,655","198,989","40,755"
2021,12,40,"4,150,248","733,371","253,509","183,962","246,522","117,383","115,072","94,084","36,831","1,168,232","112,385","122,922","173,385","133,465","134,387","196,384","271,358","56,996"
2021,12,50,"4,366,299","742,757","270,303","205,369","255,130","116,983","119,967","105,062","25,581","1,152,627","136,544","139,540","180,799","155,109","168,369","235,784","296,690","59,685"
2021,12,60,"3,508,745","607,114","258,914","162,849","197,657","82,025","92,406","78,393","16,596","830,282","129,786","121,418","150,583","132,849","144,081","215,957","245,713","42,122"
2021,12,70,"1,683,401","316,508","134,692","78,079","82,211","42,016","42,139","30,110","6,870","352,810","59,795","54,663","79,071","76,144","85,149","110,147","112,084","20,913"
2021,12,80,"654,228","116,524","45,094","29,339","28,963","15,333","15,747","8,218","2,606","137,676","27,366","24,012","36,574","32,655","36,917","46,691","41,890","8,623"
2021,12,90,"58,851","10,637","3,330","2,197","2,749","1,316","1,405",568,263,"13,079","2,566","2,081","3,644","3,254","3,422","4,181","3,497",662
2021,12,100,"1,372",381,62,31,84,22,26,4,7,348,69,39,65,54,50,61,59,10
