년도,월,나이,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2021,5,40,"128,056","54,102","27,345","26,757","20,472","20,126","6,853","5,078","4,278","6,005","1,100","1,244","1,084","1,070","1,393","2,617","2,634"
2021,5,50,"143,483","54,121","29,489","24,632","20,843","23,796","8,382","6,332","6,048","6,708","1,937","1,845","1,578","1,979","2,016","3,984","3,914"
2021,5,60,"132,656","41,352","22,953","18,399","19,360","21,028","8,743","6,682","7,366","6,867","2,358","2,208","2,115","2,336","2,399","4,965","4,877"
2021,5,70,"94,811","24,645","13,380","11,265","12,597","13,622","7,451","5,606","6,404","4,969","2,043","1,933","1,737","2,373","2,415","4,670","4,346"
2021,5,80,"61,782","12,766","6,962","5,804","6,745","8,504","5,564","4,223","4,945","3,562","1,711","1,551","1,472","2,031","1,877","3,648","3,183"
2021,5,90,"10,990","2,213","1,272",941,"1,274","1,613",932,756,957,647,297,259,232,334,283,704,489
2021,5,100,451,77,46,31,47,70,53,24,33,24,12,18,10,13,20,30,20
2021,6,총,"901,675","333,937","173,365","160,572","131,603","140,529","54,048","40,755","41,013","44,242","12,457","11,986","10,958","13,181","13,957","27,153","25,856"
2021,6,0,"60,291","25,696","11,618","14,078","9,927","8,863","2,958","2,256","1,970","3,294",626,525,513,617,663,"1,208","1,175"
2021,6,10,"82,935","34,122","16,933","17,189","12,761","13,402","4,432","3,454","2,978","3,907",768,880,810,769,"1,051","1,879","1,722"
2021,6,20,"96,319","44,315","23,776","20,539","13,280","16,233","4,648","3,291","3,107","3,875",815,775,698,823,886,"1,758","1,815"
2021,6,30,"89,559","40,224","19,477","20,747","14,195","13,255","4,018","3,051","2,979","4,370",806,749,707,827,951,"1,709","1,718"
2021,6,40,"127,824","54,027","27,286","26,741","20,463","20,065","6,835","5,080","4,261","5,994","1,088","1,236","1,082","1,065","1,396","2,609","2,623"
2021,6,50,"143,180","54,092","29,447","24,645","20,794","23,759","8,370","6,300","6,002","6,684","1,926","1,844","1,585","1,986","2,000","3,958","3,880"
2021,6,60,"133,330","41,632","23,105","18,527","19,483","21,132","8,766","6,706","7,379","6,908","2,368","2,214","2,115","2,342","2,424","4,981","4,880"
2021,6,70,"94,769","24,686","13,398","11,288","12,603","13,652","7,452","5,595","6,377","4,960","2,043","1,923","1,727","2,379","2,401","4,643","4,328"
2021,6,80,"61,977","12,842","6,994","5,848","6,765","8,492","5,580","4,233","4,967","3,572","1,709","1,561","1,482","2,024","1,881","3,667","3,202"
2021,6,90,"11,049","2,223","1,284",939,"1,287","1,615",936,763,958,654,297,261,229,337,284,712,493
2021,6,100,442,78,47,31,45,61,53,26,35,24,11,18,10,12,20,29,20
2021,7,총,"901,415","334,079","173,357","160,722","131,483","140,391","54,011","40,758","40,982","44,343","12,415","11,974","10,948","13,152","13,915","27,108","25,856"
2021,7,0,"59,990","25,620","11,566","14,054","9,860","8,800","2,942","2,258","1,950","3,284",615,512,509,614,660,"1,198","1,168"
2021,7,10,"82,837","34,085","16,879","17,206","12,742","13,354","4,422","3,471","2,981","3,902",768,885,811,769,"1,050","1,866","1,731"
2021,7,20,"96,157","44,291","23,751","20,540","13,234","16,205","4,646","3,295","3,098","3,894",800,765,690,812,866,"1,754","1,807"
2021,7,30,"89,398","40,275","19,518","20,757","14,138","13,232","3,999","3,014","2,971","4,344",796,749,708,817,946,"1,696","1,713"
2021,7,40,"127,499","53,902","27,168","26,734","20,410","19,993","6,817","5,063","4,245","6,012","1,083","1,231","1,068","1,073","1,387","2,602","2,613"
2021,7,50,"143,166","54,151","29,502","24,649","20,790","23,731","8,355","6,300","6,003","6,708","1,918","1,848","1,586","1,966","1,993","3,950","3,867"
2021,7,60,"133,864","41,835","23,197","18,638","19,539","21,231","8,806","6,722","7,394","6,970","2,376","2,208","2,126","2,343","2,422","4,990","4,902"
2021,7,70,"94,844","24,708","13,410","11,298","12,660","13,674","7,454","5,599","6,376","4,968","2,037","1,916","1,731","2,370","2,392","4,628","4,331"
2021,7,80,"62,108","12,892","7,027","5,865","6,768","8,493","5,577","4,239","4,981","3,584","1,711","1,576","1,480","2,030","1,894","3,683","3,200"
2021,7,90,"11,106","2,241","1,291",950,"1,297","1,618",940,771,946,653,299,265,229,346,285,711,505
2021,7,100,446,79,48,31,45,60,53,26,37,24,12,19,10,12,20,30,19
2021,8,총,"900,700","334,062","173,257","160,805","131,349","140,252","53,927","40,713","40,964","44,336","12,380","11,968","10,929","13,125","13,854","27,063","25,778"
2021,8,0,"59,589","25,500","11,521","13,979","9,783","8,733","2,920","2,232","1,937","3,273",605,509,505,609,649,"1,177","1,157"
2021,8,10,"82,643","34,011","16,816","17,195","12,710","13,334","4,406","3,468","2,989","3,888",768,885,813,761,"1,036","1,860","1,714"
2021,8,20,"95,986","44,275","23,696","20,579","13,195","16,151","4,642","3,283","3,118","3,875",785,773,682,809,855,"1,756","1,787"
2021,8,30,"89,063","40,175","19,479","20,696","14,090","13,204","3,966","3,003","2,946","4,323",790,738,703,807,938,"1,679","1,701"
2021,8,40,"127,211","53,870","27,104","26,766","20,355","19,943","6,769","5,038","4,242","6,004","1,072","1,228","1,068","1,072","1,381","2,580","2,589"
2021,8,50,"143,167","54,193","29,518","24,675","20,794","23,728","8,360","6,303","5,989","6,708","1,914","1,847","1,577","1,971","1,986","3,946","3,851"
2021,8,60,"134,337","42,041","23,300","18,741","19,607","21,267","8,822","6,724","7,410","7,009","2,389","2,217","2,129","2,342","2,429","5,013","4,938"
2021,8,70,"94,822","24,739","13,439","11,300","12,690","13,681","7,432","5,607","6,356","4,970","2,040","1,909","1,732","2,367","2,372","4,612","4,315"
2021,8,80,"62,218","12,910","7,027","5,883","6,775","8,524","5,602","4,242","4,982","3,607","1,699","1,578","1,478","2,020","1,903","3,701","3,197"
2021,8,90,"11,219","2,269","1,308",961,"1,304","1,628",955,787,958,656,306,266,232,355,285,709,509
2021,8,100,445,79,49,30,46,59,53,26,37,23,12,18,10,12,20,30,20
2021,9,총,"900,037","334,308","173,194","161,114","131,233","140,128","53,824","40,602","40,875","44,307","12,346","11,938","10,903","13,073","13,801","27,004","25,695"
2021,9,0,"59,248","25,380","11,450","13,930","9,713","8,698","2,901","2,206","1,919","3,261",596,508,502,612,637,"1,175","1,140"
2021,9,10,"82,478","33,989","16,773","17,216","12,688","13,269","4,391","3,465","2,985","3,878",763,888,810,752,"1,038","1,853","1,709"
2021,9,20,"95,644","44,308","23,691","20,617","13,179","16,129","4,582","3,233","3,068","3,844",778,752,674,781,829,"1,731","1,756"
2021,9,30,"88,858","40,234","19,470","20,764","14,000","13,172","3,955","2,972","2,911","4,316",779,733,693,806,923,"1,677","1,687"
2021,9,40,"126,889","53,777","27,028","26,749","20,288","19,894","6,744","5,015","4,247","6,003","1,067","1,221","1,066","1,067","1,373","2,554","2,573"
2021,9,50,"143,277","54,276","29,526","24,750","20,818","23,748","8,372","6,318","5,985","6,717","1,910","1,839","1,579","1,957","1,993","3,932","3,833"
2021,9,60,"134,667","42,230","23,405","18,825","19,664","21,302","8,839","6,724","7,402","7,020","2,395","2,227","2,125","2,347","2,434","5,023","4,935"
2021,9,70,"94,796","24,797","13,449","11,348","12,713","13,681","7,394","5,589","6,359","4,971","2,028","1,908","1,728","2,356","2,365","4,592","4,315"
2021,9,80,"62,440","12,944","7,043","5,901","6,814","8,547","5,629","4,264","5,013","3,603","1,713","1,582","1,485","2,023","1,897","3,720","3,206"
2021,9,90,"11,300","2,294","1,310",984,"1,311","1,630",966,789,950,672,305,262,231,360,292,717,521
2021,9,100,440,79,49,30,45,58,51,27,36,22,12,18,10,12,20,30,20
2021,10,총,"899,392","334,344","172,969","161,375","131,096","139,948","53,774","40,582","40,855","44,253","12,319","11,931","10,901","13,045","13,767","26,959","25,618"
2021,10,0,"58,887","25,266","11,339","13,927","9,645","8,646","2,882","2,198","1,894","3,238",589,496,488,623,630,"1,161","1,131"
2021,10,10,"82,332","33,956","16,706","17,250","12,655","13,236","4,389","3,455","2,980","3,867",763,890,814,740,"1,040","1,850","1,697"
2021,10,20,"95,368","44,263","23,657","20,606","13,137","16,094","4,550","3,235","3,065","3,817",773,751,668,760,824,"1,709","1,722"
2021,10,30,"88,622","40,187","19,406","20,781","13,930","13,124","3,945","2,964","2,901","4,304",777,717,692,808,910,"1,668","1,695"
2021,10,40,"126,528","53,653","26,908","26,745","20,240","19,801","6,720","5,008","4,251","5,978","1,065","1,223","1,057","1,069","1,364","2,545","2,554"
2021,10,50,"143,468","54,395","29,572","24,823","20,873","23,805","8,370","6,296","5,970","6,752","1,903","1,856","1,583","1,950","1,997","3,914","3,804"
2021,10,60,"134,952","42,347","23,448","18,899","19,679","21,333","8,855","6,745","7,416","7,036","2,401","2,223","2,137","2,343","2,439","5,043","4,955"
2021,10,70,"94,809","24,885","13,490","11,395","12,747","13,685","7,391","5,581","6,347","4,949","2,022","1,911","1,723","2,340","2,346","4,577","4,305"
2021,10,80,"62,589","12,998","7,063","5,935","6,820","8,544","5,639","4,286","5,032","3,612","1,708","1,584","1,495","2,039","1,904","3,727","3,201"
2021,10,90,"11,420","2,316","1,330",986,"1,324","1,640",985,786,963,679,306,262,234,361,295,735,534
2021,10,100,417,78,50,28,46,40,48,28,36,21,12,18,10,12,18,30,20
2021,11,총,"898,792","334,206","172,654","161,552","131,065","139,850","53,662","40,542","40,790","44,290","12,336","11,924","10,901","13,019","13,711","26,930","25,566"
2021,11,0,"58,518","25,156","11,242","13,914","9,585","8,564","2,860","2,182","1,881","3,202",591,494,491,627,618,"1,157","1,110"
2021,11,10,"82,255","33,921","16,668","17,253","12,663","13,236","4,368","3,438","2,963","3,898",760,884,811,736,"1,041","1,845","1,691"
2021,11,20,"95,179","44,149","23,558","20,591","13,079","16,060","4,540","3,246","3,074","3,829",782,758,669,760,823,"1,698","1,712"
2021,11,30,"88,335","40,133","19,364","20,769","13,875","13,092","3,927","2,944","2,889","4,259",772,715,691,797,901,"1,657","1,683"
2021,11,40,"126,314","53,552","26,807","26,745","20,233","19,778","6,698","5,004","4,233","5,985","1,065","1,229","1,048","1,059","1,343","2,542","2,545"
2021,11,50,"143,528","54,427","29,523","24,904","20,906","23,804","8,357","6,310","5,959","6,764","1,917","1,850","1,579","1,936","1,995","3,919","3,805"
2021,11,60,"135,314","42,483","23,527","18,956","19,754","21,379","8,864","6,739","7,423","7,077","2,412","2,227","2,144","2,358","2,440","5,047","4,967"
2021,11,70,"94,646","24,887","13,476","11,411","12,743","13,640","7,380","5,569","6,332","4,953","2,010","1,902","1,714","2,336","2,330","4,549","4,301"
2021,11,80,"62,833","13,099","7,119","5,980","6,853","8,598","5,638","4,296","5,043","3,624","1,711","1,584","1,507","2,033","1,899","3,755","3,193"
2021,11,90,"11,496","2,333","1,330","1,003","1,336","1,660",989,787,960,679,304,264,237,366,304,738,539
2021,11,100,374,66,40,26,38,39,41,27,33,20,12,17,10,11,17,23,20
2021,12,총,"897,861","333,842","172,310","161,532","131,014","139,686","53,595","40,466","40,720","44,297","12,320","11,922","10,883","13,038","13,666","26,879","25,533"
2021,12,0,"58,201","25,066","11,173","13,893","9,554","8,507","2,836","2,157","1,860","3,176",585,495,491,620,593,"1,159","1,102"
2021,12,10,"82,067","33,881","16,606","17,275","12,620","13,195","4,369","3,424","2,971","3,881",752,879,806,730,"1,049","1,824","1,686"
2021,12,20,"94,808","43,860","23,382","20,478","13,043","16,007","4,529","3,247","3,067","3,841",778,761,668,775,814,"1,699","1,719"
2021,12,30,"88,021","39,991","19,302","20,689","13,834","13,045","3,897","2,926","2,892","4,260",764,715,683,812,882,"1,645","1,675"
2021,12,40,"126,210","53,546","26,733","26,813","20,231","19,730","6,683","4,984","4,217","5,995","1,061","1,228","1,049","1,060","1,359","2,536","2,531"
2021,12,50,"143,545","54,394","29,483","24,911","20,944","23,801","8,371","6,321","5,926","6,800","1,931","1,840","1,578","1,931","1,987","3,919","3,802"
2021,12,60,"135,544","42,622","23,611","19,011","19,765","21,423","8,870","6,733","7,432","7,080","2,416","2,237","2,143","2,377","2,440","5,049","4,957"
2021,12,70,"94,193","24,879","13,465","11,414","12,703","13,585","7,331","5,539","6,241","4,926","1,992","1,883","1,690","2,313","2,292","4,521","4,298"
2021,12,80,"63,336","13,194","7,181","6,013","6,945","8,680","5,670","4,306","5,119","3,639","1,726","1,598","1,528","2,045","1,921","3,760","3,205"
2021,12,90,"11,585","2,346","1,336","1,010","1,339","1,677",999,804,963,683,307,268,236,364,314,744,541
2021,12,100,351,63,38,25,36,36,40,25,32,16,8,18,11,11,15,23,17
