년도,월,나이,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021,2,70,"133,644","19,842","9,075","10,767","13,646","7,539","9,148","8,979","6,500","6,980","7,115","5,225","10,847","2,136","5,000","2,256","1,519","3,504","3,591","2,288","3,115","4,327","3,738","2,584","3,199",566
2021,2,80,"91,809","10,434","4,593","5,841","9,036","5,495","6,410","5,635","4,494","4,725","5,810","3,790","6,173","1,746","4,163","1,627","1,158","2,633","2,915","1,797","2,392","2,991","3,307","2,111","2,665",302
2021,2,90,"15,302","1,800",762,"1,038","1,428",973,"1,158",948,821,630,"1,056",656,889,260,636,253,199,437,490,248,389,484,557,384,545,61
2021,2,100,796,83,43,40,72,43,52,46,50,31,51,45,55,15,40,16,19,23,20,6,21,31,30,26,14,7
2021,3,총,"1,307,573","248,872","111,726","137,146","126,292","70,061","79,969","201,822","51,793","50,264","49,400","36,630","131,099","11,284","26,262","12,463","8,345","18,957","21,414","15,174","20,776","54,788","28,258","15,492","24,083","4,075"
2021,3,0,"90,186","18,770","8,275","10,495","7,830","4,946","4,996","19,658","2,893","2,793","2,470","1,922","9,854",302,883,459,346,790,716,669,929,"4,490","2,258",655,"1,367",190
2021,3,10,"106,659","22,131","10,023","12,108","9,877","5,662","6,486","21,288","4,173","3,110","3,588","2,586","10,927",428,"1,082",564,446,"1,018","1,117",933,987,"5,418","2,052",864,"1,700",222
2021,3,20,"121,999","24,112","10,808","13,304","11,537","6,421","7,482","24,865","3,958","4,066","3,313","2,752","16,326",563,"1,310",640,466,986,"1,128","1,027","1,343","5,099","1,773",762,"1,755",315
2021,3,30,"133,951","27,767","12,220","15,547","11,688","7,047","7,402","30,248","3,903","4,288","3,385","2,688","15,221",545,"1,388",699,466,"1,126","1,259",997,"1,456","6,591","2,689",853,"1,914",331
2021,3,40,"182,438","38,242","17,226","21,016","17,496","9,141","10,566","36,059","6,623","5,682","5,341","4,069","20,172",870,"1,917",992,685,"1,708","1,949","1,648","1,890","9,524","3,276","1,330","2,766",492
2021,3,50,"220,364","44,589","19,760","24,829","22,540","11,345","12,752","34,205","8,656","8,500","7,809","5,798","22,379","1,842","3,914","2,173","1,318","2,834","3,353","2,546","3,746","9,033","3,800","2,598","3,889",745
2021,3,60,"210,300","40,961","18,881","22,080","21,209","11,432","13,478","19,884","9,730","9,454","9,473","7,063","18,228","2,572","5,946","2,803","1,738","3,900","4,851","3,022","4,522","6,796","4,799","3,335","4,266",838
2021,3,70,"133,496","19,896","9,098","10,798","13,621","7,525","9,132","8,961","6,480","6,986","7,087","5,222","10,871","2,137","4,982","2,226","1,502","3,489","3,610","2,290","3,115","4,321","3,713","2,573","3,191",566
2021,3,80,"92,195","10,532","4,642","5,890","9,026","5,525","6,460","5,658","4,511","4,746","5,821","3,821","6,196","1,747","4,167","1,640","1,159","2,650","2,923","1,791","2,387","3,023","3,332","2,105","2,666",309
2021,3,90,"15,390","1,813",763,"1,050","1,417",989,"1,165",959,824,619,"1,076",663,899,266,645,254,204,437,499,246,391,476,543,391,556,58
2021,3,100,595,59,30,29,51,28,50,37,42,20,37,46,26,12,28,13,15,19,9,5,10,17,23,26,13,9
2021,4,총,"1,307,656","248,981","111,805","137,176","126,280","70,051","79,931","201,723","51,751","50,313","49,355","36,544","131,419","11,274","26,253","12,471","8,333","18,931","21,378","15,155","20,804","54,757","28,323","15,490","24,065","4,074"
2021,4,0,"89,831","18,705","8,251","10,454","7,809","4,929","4,966","19,565","2,863","2,799","2,456","1,918","9,840",301,886,462,340,784,702,668,933,"4,449","2,253",651,"1,361",191
2021,4,10,"106,499","22,077","10,017","12,060","9,836","5,677","6,488","21,257","4,162","3,096","3,568","2,576","10,956",421,"1,075",557,446,"1,009","1,109",927,988,"5,419","2,065",878,"1,694",218
2021,4,20,"121,833","24,137","10,824","13,313","11,495","6,396","7,494","24,770","3,970","4,062","3,292","2,735","16,329",565,"1,299",644,467,988,"1,125","1,019","1,339","5,092","1,783",760,"1,754",318
2021,4,30,"133,574","27,646","12,173","15,473","11,687","7,037","7,369","30,176","3,898","4,283","3,371","2,676","15,204",545,"1,382",697,460,"1,116","1,239",993,"1,471","6,560","2,690",847,"1,897",330
2021,4,40,"182,427","38,309","17,254","21,055","17,469","9,151","10,546","36,039","6,615","5,669","5,326","4,049","20,256",864,"1,915",997,688,"1,706","1,941","1,644","1,874","9,517","3,284","1,322","2,758",488
2021,4,50,"220,024","44,527","19,720","24,807","22,527","11,285","12,695","34,241","8,580","8,514","7,792","5,767","22,402","1,834","3,901","2,174","1,308","2,821","3,346","2,527","3,751","9,036","3,793","2,593","3,867",743
2021,4,60,"211,502","41,196","19,005","22,191","21,313","11,507","13,540","20,024","9,792","9,499","9,533","7,070","18,369","2,588","5,983","2,794","1,752","3,910","4,850","3,045","4,546","6,848","4,841","3,347","4,311",844
2021,4,70,"133,277","19,914","9,108","10,806","13,630","7,487","9,129","8,974","6,456","6,970","7,059","5,197","10,888","2,129","4,965","2,227","1,492","3,462","3,621","2,277","3,117","4,303","3,689","2,552","3,174",565
2021,4,80,"92,568","10,587","4,657","5,930","9,035","5,552","6,474","5,668","4,537","4,773","5,832","3,850","6,237","1,748","4,179","1,644","1,164","2,679","2,939","1,798","2,381","3,031","3,354","2,120","2,677",309
2021,4,90,"15,524","1,824",765,"1,059","1,428","1,002","1,178",972,835,628,"1,089",661,912,268,642,262,201,437,496,252,394,484,549,393,558,59
2021,4,100,597,59,31,28,51,28,52,37,43,20,37,45,26,11,26,13,15,19,10,5,10,18,22,27,14,9
2021,5,총,"1,306,285","248,647","111,702","136,945","126,278","70,039","79,715","201,618","51,628","50,147","49,083","36,416","132,081","11,205","26,113","12,445","8,307","18,891","21,310","15,085","20,744","54,579","28,384","15,440","24,061","4,069"
2021,5,0,"89,534","18,606","8,211","10,395","7,778","4,917","4,941","19,513","2,848","2,796","2,438","1,909","9,836",297,880,461,340,786,703,669,940,"4,423","2,259",641,"1,361",192
2021,5,10,"106,314","22,058","9,996","12,062","9,805","5,653","6,469","21,210","4,152","3,085","3,551","2,541","11,021",420,"1,073",553,444,"1,010","1,101",921,976,"5,410","2,076",878,"1,688",219
2021,5,20,"121,816","24,119","10,829","13,290","11,458","6,386","7,469","24,712","3,985","4,073","3,306","2,724","16,452",561,"1,281",645,463,979,"1,133","1,018","1,337","5,078","1,802",758,"1,759",318
2021,5,30,"132,963","27,493","12,124","15,369","11,681","6,989","7,321","30,084","3,864","4,238","3,339","2,640","15,240",532,"1,377",684,455,"1,103","1,218",988,"1,465","6,504","2,694",840,"1,886",328
2021,5,40,"181,810","38,166","17,185","20,981","17,420","9,138","10,520","36,003","6,570","5,625","5,257","4,013","20,254",857,"1,887",999,679,"1,704","1,927","1,611","1,854","9,494","3,281","1,307","2,758",486
2021,5,50,"219,449","44,400","19,674","24,726","22,533","11,286","12,601","34,236","8,537","8,449","7,712","5,735","22,582","1,803","3,847","2,152","1,296","2,789","3,304","2,501","3,699","9,035","3,791","2,570","3,854",737
2021,5,60,"212,315","41,405","19,084","22,321","21,410","11,566","13,587","20,206","9,819","9,487","9,528","7,083","18,529","2,575","5,955","2,803","1,765","3,924","4,847","3,053","4,567","6,835","4,842","3,358","4,327",844
2021,5,70,"133,044","19,905","9,135","10,770","13,635","7,490","9,100","8,965","6,410","6,950","7,001","5,191","10,929","2,133","4,957","2,217","1,476","3,448","3,620","2,260","3,116","4,279","3,708","2,541","3,146",567
2021,5,80,"92,864","10,600","4,655","5,945","9,063","5,580","6,501","5,676","4,554","4,791","5,828","3,864","6,296","1,751","4,187","1,655","1,175","2,682","2,950","1,803","2,387","3,012","3,359","2,136","2,707",307
2021,5,90,"15,603","1,840",780,"1,060","1,443","1,005","1,167",977,848,635,"1,089",671,916,263,643,263,199,448,497,256,394,489,551,387,560,62
2021,5,100,573,55,29,26,52,29,39,36,41,18,34,45,26,13,26,13,15,18,10,5,9,20,21,24,15,9
2021,6,총,"1,305,557","248,617","111,617","137,000","126,173","69,849","79,689","201,443","51,590","50,132","49,038","36,311","132,509","11,194","26,083","12,425","8,232","18,807","21,267","15,048","20,726","54,586","28,386","15,404","23,993","4,055"
2021,6,0,"89,124","18,497","8,150","10,347","7,757","4,911","4,912","19,424","2,830","2,792","2,427","1,894","9,806",301,874,463,335,780,700,659,929,"4,398","2,255",630,"1,352",198
2021,6,10,"106,245","22,050","9,987","12,063","9,759","5,653","6,471","21,200","4,159","3,077","3,537","2,539","11,060",414,"1,071",548,444,"1,009","1,082",916,984,"5,407","2,077",879,"1,690",219
2021,6,20,"121,689","24,175","10,824","13,351","11,414","6,348","7,490","24,674","3,988","4,059","3,310","2,713","16,501",567,"1,261",643,460,968,"1,128",999,"1,323","5,028","1,798",758,"1,774",310
2021,6,30,"132,551","27,379","12,052","15,327","11,646","6,952","7,293","29,973","3,851","4,234","3,331","2,618","15,260",522,"1,371",680,451,"1,089","1,216",987,"1,468","6,490","2,698",836,"1,870",336
2021,6,40,"181,550","38,149","17,168","20,981","17,380","9,091","10,520","35,960","6,556","5,609","5,239","4,001","20,270",856,"1,884",993,666,"1,699","1,911","1,594","1,855","9,496","3,291","1,291","2,750",489
2021,6,50,"218,728","44,317","19,622","24,695","22,449","11,231","12,516","34,158","8,488","8,408","7,664","5,701","22,656","1,777","3,824","2,138","1,267","2,743","3,295","2,499","3,679","9,038","3,781","2,557","3,812",730
2021,6,60,"213,450","41,559","19,158","22,401","21,536","11,597","13,659","20,370","9,866","9,539","9,582","7,103","18,720","2,593","5,990","2,814","1,766","3,935","4,854","3,062","4,583","6,913","4,852","3,373","4,340",844
2021,6,70,"133,016","19,958","9,176","10,782","13,654","7,456","9,108","8,966","6,407","6,937","6,995","5,173","10,963","2,130","4,955","2,214","1,457","3,429","3,618","2,260","3,116","4,275","3,711","2,538","3,134",562
2021,6,80,"93,063","10,649","4,680","5,969","9,072","5,590","6,506","5,704","4,557","4,824","5,838","3,878","6,329","1,757","4,187","1,658","1,172","2,688","2,955","1,811","2,375","3,030","3,347","2,136","2,697",303
2021,6,90,"15,584","1,828",769,"1,059","1,452",990,"1,175",977,845,635,"1,079",662,918,264,641,261,200,449,500,256,404,491,555,381,560,61
2021,6,100,557,56,31,25,54,30,39,37,43,18,36,29,26,13,25,13,14,18,8,5,10,20,21,25,14,3
2021,7,총,"1,305,431","248,528","111,566","136,962","126,094","69,884","79,663","201,404","51,578","50,037","48,974","36,248","132,909","11,171","26,078","12,422","8,221","18,799","21,253","15,004","20,716","54,593","28,415","15,395","23,982","4,063"
2021,7,0,"88,772","18,420","8,106","10,314","7,716","4,908","4,899","19,364","2,816","2,762","2,397","1,887","9,825",295,869,464,333,775,697,655,928,"4,355","2,244",622,"1,345",196
2021,7,10,"106,079","22,029","9,979","12,050","9,746","5,636","6,438","21,179","4,148","3,072","3,517","2,518","11,062",414,"1,070",545,440,"1,005","1,079",906,993,"5,414","2,093",878,"1,678",219
2021,7,20,"121,432","24,122","10,833","13,289","11,366","6,357","7,502","24,571","4,000","4,029","3,302","2,689","16,536",556,"1,247",648,460,972,"1,114",992,"1,314","5,015","1,792",758,"1,775",315
2021,7,30,"132,169","27,282","11,966","15,316","11,579","6,926","7,283","29,903","3,827","4,210","3,335","2,604","15,296",518,"1,370",670,452,"1,082","1,211",977,"1,464","6,452","2,698",831,"1,859",340
2021,7,40,"181,312","38,037","17,120","20,917","17,346","9,085","10,498","35,983","6,544","5,591","5,215","3,993","20,303",846,"1,877",993,656,"1,686","1,914","1,584","1,860","9,481","3,298","1,288","2,749",485
2021,7,50,"218,561","44,281","19,600","24,681","22,437","11,214","12,490","34,156","8,459","8,385","7,647","5,676","22,709","1,777","3,814","2,127","1,266","2,735","3,305","2,493","3,660","9,078","3,791","2,547","3,793",721
2021,7,60,"214,449","41,793","19,263","22,530","21,613","11,652","13,713","20,525","9,926","9,571","9,611","7,132","18,848","2,600","6,003","2,836","1,759","3,946","4,850","3,055","4,585","6,966","4,867","3,374","4,370",854
2021,7,70,"133,229","20,005","9,198","10,807","13,687","7,482","9,119","8,996","6,419","6,929","6,997","5,161","11,014","2,132","4,966","2,200","1,465","3,440","3,621","2,270","3,116","4,264","3,704","2,554","3,123",565
2021,7,80,"93,251","10,671","4,693","5,978","9,098","5,605","6,512","5,714","4,550","4,832","5,833","3,883","6,362","1,755","4,197","1,665","1,175","2,695","2,951","1,808","2,383","3,054","3,355","2,142","2,708",303
2021,7,90,"15,621","1,831",778,"1,053","1,451",990,"1,169",977,847,639,"1,085",675,926,265,641,262,201,445,503,259,403,493,552,377,568,62
2021,7,100,556,57,30,27,55,29,40,36,42,17,35,30,28,13,24,12,14,18,8,5,10,21,21,24,14,3
2021,8,총,"1,304,900","248,507","111,394","137,113","126,040","69,826","79,599","201,206","51,543","50,086","48,893","36,162","133,172","11,155","26,039","12,433","8,195","18,776","21,218","14,962","20,683","54,631","28,407","15,342","23,979","4,046"
2021,8,0,"88,360","18,349","8,045","10,304","7,652","4,871","4,892","19,265","2,797","2,766","2,389","1,880","9,824",294,872,467,330,777,691,652,928,"4,297","2,218",614,"1,348",187
2021,8,10,"105,906","21,999","9,960","12,039","9,738","5,632","6,404","21,139","4,132","3,067","3,507","2,508","11,052",415,"1,067",544,439,991,"1,071",899,990,"5,436","2,118",865,"1,670",223
2021,8,20,"121,197","24,091","10,782","13,309","11,343","6,328","7,506","24,448","4,016","4,046","3,283","2,677","16,588",554,"1,243",643,452,963,"1,099",973,"1,299","5,034","1,779",743,"1,770",319
2021,8,30,"131,676","27,179","11,893","15,286","11,560","6,894","7,261","29,741","3,807","4,186","3,306","2,587","15,326",515,"1,349",668,449,"1,080","1,201",968,"1,459","6,429","2,692",819,"1,865",335
2021,8,40,"181,028","37,981","17,056","20,925","17,293","9,092","10,479","35,952","6,537","5,584","5,205","3,966","20,284",842,"1,873",991,656,"1,674","1,903","1,581","1,854","9,459","3,303","1,289","2,753",477
2021,8,50,"218,513","44,311","19,600","24,711","22,423","11,207","12,472","34,193","8,432","8,384","7,629","5,657","22,783","1,769","3,796","2,115","1,252","2,750","3,310","2,472","3,647","9,101","3,779","2,538","3,774",719
2021,8,60,"215,079","41,913","19,312","22,601","21,697","11,678","13,735","20,694","9,938","9,593","9,626","7,133","18,907","2,598","6,000","2,850","1,761","3,938","4,856","3,059","4,582","7,032","4,873","3,380","4,381",855
2021,8,70,"133,477","20,066","9,220","10,846","13,720","7,509","9,135","9,017","6,427","6,956","6,993","5,163","11,063","2,131","4,964","2,202","1,462","3,429","3,609","2,290","3,123","4,265","3,712","2,547","3,130",564
2021,8,80,"93,348","10,717","4,718","5,999","9,100","5,600","6,504","5,721","4,556","4,832","5,836","3,875","6,381","1,754","4,202","1,671","1,174","2,703","2,965","1,804","2,385","3,066","3,356","2,140","2,704",302
2021,8,90,"15,752","1,840",776,"1,064","1,457",986,"1,172","1,001",857,655,"1,085",686,936,270,650,270,206,452,504,259,406,492,555,382,569,62
2021,8,100,564,61,32,29,57,29,39,35,44,17,34,30,28,13,23,12,14,19,9,5,10,20,22,25,15,3
2021,9,총,"1,304,022","248,408","111,264","137,144","126,116","69,798","79,542","201,047","51,448","50,022","48,802","36,185","133,386","11,134","25,972","12,400","8,194","18,686","21,186","14,921","20,627","54,559","28,387","15,283","23,911","4,008"
2021,9,0,"87,899","18,226","7,986","10,240","7,636","4,853","4,887","19,147","2,775","2,749","2,370","1,883","9,807",288,867,464,327,763,691,641,925,"4,263","2,211",608,"1,332",186
2021,9,10,"105,743","22,009","9,948","12,061","9,712","5,617","6,384","21,147","4,112","3,052","3,488","2,499","11,041",419,"1,048",541,439,986,"1,072",897,990,"5,433","2,118",855,"1,662",222
2021,9,20,"120,501","23,968","10,728","13,240","11,328","6,276","7,454","24,306","4,002","3,990","3,247","2,641","16,696",552,"1,214",631,444,946,"1,067",954,"1,265","4,987","1,761",723,"1,736",313
2021,9,30,"131,226","27,120","11,847","15,273","11,547","6,890","7,240","29,656","3,768","4,184","3,279","2,593","15,288",504,"1,346",658,452,"1,060","1,191",961,"1,450","6,371","2,676",812,"1,856",324
2021,9,40,"180,824","37,933","17,015","20,918","17,237","9,097","10,466","35,911","6,540","5,562","5,194","3,982","20,283",834,"1,873",986,656,"1,665","1,899","1,569","1,843","9,480","3,318","1,281","2,738",477
2021,9,50,"218,618","44,334","19,594","24,740","22,493","11,224","12,470","34,251","8,418","8,357","7,614","5,682","22,828","1,769","3,780","2,109","1,240","2,745","3,311","2,480","3,627","9,116","3,768","2,529","3,766",707
2021,9,60,"215,560","42,014","19,338","22,676","21,749","11,706","13,750","20,805","9,926","9,637","9,640","7,150","18,946","2,600","5,988","2,857","1,777","3,931","4,857","3,052","4,616","7,041","4,874","3,377","4,409",858
2021,9,70,"133,639","20,125","9,251","10,874","13,765","7,510","9,150","9,043","6,447","6,945","6,969","5,165","11,118","2,128","4,976","2,198","1,460","3,416","3,608","2,283","3,122","4,264","3,722","2,548","3,123",554
2021,9,80,"93,602","10,754","4,739","6,015","9,128","5,619","6,530","5,737","4,554","4,858","5,869","3,869","6,408","1,756","4,208","1,671","1,177","2,705","2,970","1,811","2,375","3,088","3,364","2,141","2,707",303
2021,9,90,"15,839","1,862",786,"1,076","1,464",976,"1,172","1,009",861,671,"1,098",690,943,270,648,272,208,449,511,268,405,497,553,383,568,61
2021,9,100,571,63,32,31,57,30,39,35,45,17,34,31,28,14,24,13,14,20,9,5,9,19,22,26,14,3
2021,10,총,"1,303,797","248,368","111,235","137,133","126,106","69,851","79,505","200,939","51,379","50,006","48,749","36,240","133,430","11,171","25,926","12,352","8,193","18,650","21,241","14,925","20,607","54,592","28,404","15,247","23,889","4,027"
2021,10,0,"87,491","18,130","7,947","10,183","7,593","4,839","4,858","19,035","2,759","2,759","2,353","1,884","9,776",287,861,453,325,751,693,638,926,"4,248","2,209",599,"1,328",187
2021,10,10,"105,622","21,980","9,937","12,043","9,705","5,624","6,379","21,168","4,115","3,029","3,474","2,492","11,009",415,"1,037",543,436,980,"1,078",880,985,"5,440","2,118",848,"1,663",224
2021,10,20,"120,242","23,946","10,707","13,239","11,297","6,259","7,433","24,178","3,986","3,972","3,249","2,676","16,675",554,"1,212",629,442,947,"1,066",969,"1,258","4,959","1,776",713,"1,737",309
2021,10,30,"130,812","26,998","11,817","15,181","11,518","6,910","7,215","29,531","3,746","4,179","3,270","2,599","15,281",508,"1,344",657,454,"1,037","1,189",950,"1,446","6,356","2,652",802,"1,841",329
2021,10,40,"180,619","37,893","16,980","20,913","17,200","9,063","10,457","35,946","6,525","5,526","5,170","3,982","20,251",831,"1,851",978,647,"1,676","1,912","1,565","1,840","9,489","3,341","1,271","2,733",472
2021,10,50,"218,762","44,333","19,600","24,733","22,506","11,245","12,481","34,295","8,395","8,376","7,612","5,692","22,891","1,779","3,756","2,089","1,246","2,752","3,321","2,487","3,609","9,127","3,763","2,528","3,760",719
2021,10,60,"216,121","42,152","19,388","22,764","21,772","11,767","13,758","20,905","9,933","9,660","9,651","7,159","19,017","2,607","5,991","2,866","1,786","3,907","4,868","3,078","4,624","7,078","4,879","3,384","4,412",867
2021,10,70,"133,791","20,188","9,284","10,904","13,811","7,504","9,163","9,080","6,461","6,942","6,950","5,158","11,140","2,138","4,984","2,185","1,455","3,421","3,612","2,270","3,125","4,267","3,722","2,543","3,117",555
2021,10,80,"93,825","10,812","4,761","6,051","9,163","5,621","6,548","5,764","4,550","4,868","5,876","3,881","6,414","1,767","4,211","1,669","1,179","2,704","2,981","1,815","2,380","3,103","3,361","2,146","2,713",299
2021,10,90,"15,954","1,875",781,"1,094","1,487",988,"1,177","1,002",863,678,"1,109",685,951,271,656,272,208,456,511,268,406,505,562,388,573,63
2021,10,100,558,61,33,28,54,31,36,35,46,17,35,32,25,14,23,11,15,19,10,5,8,20,21,25,12,3
2021,11,총,"1,303,447","248,356","111,295","137,061","126,007","69,860","79,435","200,902","51,349","50,043","48,752","36,231","133,438","11,169","25,859","12,321","8,197","18,617","21,278","14,911","20,600","54,583","28,410","15,231","23,872","4,026"
2021,11,0,"87,010","18,039","7,948","10,091","7,539","4,830","4,828","18,915","2,749","2,734","2,346","1,874","9,729",275,848,445,323,744,693,637,913,"4,234","2,199",598,"1,335",183
2021,11,10,"105,576","21,991","9,946","12,045","9,689","5,598","6,359","21,212","4,114","3,049","3,456","2,498","10,976",417,"1,038",545,433,979,"1,084",887,988,"5,423","2,115",842,"1,657",226
2021,11,20,"120,004","23,928","10,710","13,218","11,246","6,242","7,445","24,063","3,981","3,957","3,260","2,684","16,630",557,"1,206",620,451,937,"1,073",962,"1,259","4,954","1,783",720,"1,737",309
2021,11,30,"130,319","26,852","11,747","15,105","11,469","6,903","7,182","29,461","3,741","4,194","3,269","2,571","15,238",495,"1,312",657,452,"1,040","1,187",943,"1,440","6,323","2,642",789,"1,828",331
2021,11,40,"180,684","37,948","17,031","20,917","17,180","9,079","10,462","35,985","6,520","5,518","5,170","3,977","20,255",840,"1,859",966,655,"1,670","1,907","1,561","1,836","9,479","3,349","1,275","2,722",471
2021,11,50,"218,715","44,288","19,575","24,713","22,510","11,251","12,455","34,350","8,391","8,378","7,602","5,677","22,899","1,769","3,743","2,084","1,248","2,751","3,324","2,471","3,599","9,154","3,758","2,527","3,767",719
2021,11,60,"216,686","42,265","19,418","22,847","21,813","11,796","13,768","21,008","9,927","9,709","9,683","7,173","19,094","2,619","6,000","2,875","1,780","3,918","4,881","3,090","4,626","7,111","4,877","3,398","4,406",869
2021,11,70,"133,848","20,240","9,319","10,921","13,823","7,511","9,174","9,088","6,455","6,929","6,932","5,156","11,195","2,141","4,948","2,183","1,458","3,404","3,611","2,273","3,140","4,267","3,729","2,526","3,110",555
2021,11,80,"94,057","10,857","4,774","6,083","9,186","5,638","6,537","5,781","4,566","4,880","5,890","3,899","6,440","1,770","4,217","1,670","1,174","2,699","3,001","1,821","2,387","3,114","3,364","2,142","2,723",301
2021,11,90,"16,017","1,890",795,"1,095","1,504",977,"1,190","1,007",856,680,"1,110",691,958,272,670,266,208,457,508,262,404,506,573,391,577,60
2021,11,100,531,58,32,26,48,35,35,32,49,15,34,31,24,14,18,10,15,18,9,4,8,18,21,23,10,2
2021,12,총,"1,302,948","248,560","111,363","137,197","125,865","69,934","79,382","200,560","51,351","50,151","48,697","36,235","133,429","11,184","25,836","12,278","8,176","18,537","21,293","14,885","20,626","54,562","28,348","15,211","23,832","4,016"
2021,12,0,"86,594","17,969","7,909","10,060","7,514","4,835","4,778","18,806","2,746","2,716","2,350","1,873","9,692",275,850,439,325,731,690,628,901,"4,196","2,188",593,"1,319",180
2021,12,10,"105,501","21,975","9,942","12,033","9,684","5,579","6,360","21,208","4,115","3,057","3,448","2,482","10,973",420,"1,034",542,430,978,"1,096",890,988,"5,415","2,101",840,"1,662",224
2021,12,20,"119,604","23,944","10,708","13,236","11,192","6,246","7,435","23,873","3,963","3,978","3,230","2,684","16,542",552,"1,197",614,456,921,"1,077",959,"1,280","4,930","1,765",724,"1,728",314
2021,12,30,"129,820","26,833","11,724","15,109","11,402","6,890","7,120","29,292","3,752","4,194","3,258","2,560","15,200",497,"1,315",649,446,"1,027","1,180",939,"1,441","6,285","2,620",777,"1,821",322
2021,12,40,"180,796","37,990","17,062","20,928","17,145","9,109","10,496","36,011","6,521","5,515","5,155","3,989","20,308",838,"1,864",957,653,"1,646","1,907","1,551","1,839","9,500","3,351","1,271","2,715",465
2021,12,50,"218,643","44,296","19,588","24,708","22,484","11,261","12,463","34,364","8,371","8,411","7,578","5,671","22,870","1,781","3,711","2,075","1,240","2,758","3,325","2,469","3,599","9,166","3,746","2,524","3,750",730
2021,12,60,"217,090","42,365","19,446","22,919","21,863","11,815","13,778","21,069","9,946","9,747","9,683","7,201","19,144","2,621","6,007","2,859","1,774","3,905","4,883","3,092","4,622","7,153","4,879","3,395","4,424",865
2021,12,70,"134,004","20,350","9,380","10,970","13,821","7,519","9,175","9,134","6,454","6,936","6,939","5,150","11,232","2,128","4,947","2,185","1,456","3,389","3,603","2,269","3,147","4,261","3,722","2,529","3,105",553
2021,12,80,"94,272","10,881","4,765","6,116","9,204","5,667","6,546","5,764","4,584","4,895","5,901","3,905","6,463","1,780","4,210","1,682","1,180","2,709","3,005","1,822","2,394","3,130","3,378","2,148","2,722",302
2021,12,90,"16,132","1,903",813,"1,090","1,511",982,"1,200","1,011",857,686,"1,121",694,980,278,686,266,205,458,518,263,406,509,575,390,574,59
2021,12,100,492,54,26,28,45,31,31,28,42,16,34,26,25,14,15,10,11,15,9,3,9,17,23,20,12,2
