년도,월,나이,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021,1,30,"135,165","27,905","12,274","15,631","11,809","7,142","7,421","30,505","3,954","4,281","3,433","2,661","15,351",554,"1,423",701,470,"1,167","1,286","1,020","1,480","6,741","2,703",865,"1,956",337
2021,1,40,"182,899","38,273","17,233","21,040","17,536","9,134","10,656","36,131","6,676","5,657","5,392","4,010","20,246",879,"1,949","1,012",702,"1,710","1,957","1,662","1,918","9,512","3,235","1,339","2,816",497
2021,1,50,"221,568","44,816","19,865","24,951","22,642","11,427","12,861","34,207","8,772","8,478","7,857","5,768","22,472","1,871","3,966","2,211","1,336","2,874","3,393","2,597","3,818","8,999","3,863","2,637","3,944",759
2021,1,60,"207,474","40,307","18,606","21,701","21,016","11,250","13,335","19,438","9,616","9,379","9,390","6,909","17,972","2,552","5,895","2,780","1,729","3,878","4,829","2,980","4,452","6,676","4,772","3,306","4,174",839
2021,1,70,"133,947","19,791","9,063","10,728","13,666","7,573","9,172","9,011","6,519","6,969","7,163","5,249","10,849","2,162","5,035","2,267","1,516","3,521","3,579","2,282","3,128","4,336","3,770","2,610","3,214",565
2021,1,80,"91,214","10,351","4,565","5,786","8,977","5,480","6,355","5,562","4,481","4,711","5,772","3,748","6,134","1,731","4,145","1,621","1,158","2,614","2,916","1,801","2,356","2,969","3,290","2,085","2,655",302
2021,1,90,"15,105","1,770",743,"1,027","1,420",943,"1,151",953,811,620,"1,038",657,861,264,625,247,195,431,484,242,386,480,544,384,542,57
2021,1,100,785,81,42,39,68,43,50,45,50,30,51,43,55,15,40,15,21,23,19,6,21,32,31,25,14,7
2021,2,총,"1,308,580","248,631","111,660","136,971","126,650","69,951","80,095","202,081","51,906","50,134","49,436","36,221","131,248","11,310","26,329","12,513","8,392","19,033","21,457","15,232","20,859","54,950","28,366","15,544","24,157","4,085"
2021,2,0,"90,637","18,838","8,320","10,518","7,853","4,973","5,012","19,761","2,919","2,770","2,486","1,916","9,887",308,887,465,349,809,725,676,938,"4,542","2,274",659,"1,398",192
2021,2,10,"106,825","22,172","10,040","12,132","9,920","5,582","6,512","21,447","4,190","3,093","3,546","2,518","10,959",432,"1,086",558,448,"1,027","1,120",944,999,"5,459","2,052",852,"1,692",217
2021,2,20,"122,245","24,010","10,746","13,264","11,590","6,385","7,513","24,966","3,952","4,088","3,334","2,651","16,364",570,"1,314",647,470,"1,000","1,146","1,052","1,373","5,131","1,789",795,"1,784",321
2021,2,30,"134,430","27,841","12,261","15,580","11,739","7,097","7,428","30,322","3,912","4,255","3,396","2,664","15,263",553,"1,400",697,468,"1,145","1,266","1,000","1,481","6,670","2,701",858,"1,937",337
2021,2,40,"182,850","38,266","17,263","21,003","17,568","9,144","10,640","36,124","6,673","5,657","5,364","4,021","20,252",863,"1,948",996,699,"1,710","1,956","1,657","1,899","9,539","3,270","1,333","2,778",493
2021,2,50,"221,278","44,787","19,822","24,965","22,671","11,393","12,803","34,214","8,734","8,487","7,846","5,763","22,433","1,864","3,942","2,201","1,337","2,860","3,376","2,561","3,787","9,044","3,854","2,627","3,942",752
2021,2,60,"208,764","40,558","18,735","21,823","21,127","11,327","13,419","19,639","9,661","9,418","9,432","6,972","18,126","2,563","5,913","2,797","1,726","3,885","4,852","3,003","4,465","6,732","4,794","3,315","4,203",837
