년도,월,나이,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2021,1,총,"322,380","127,137","11,875","1,890","2,133","2,091","1,530","1,052","2,844",976,"2,621","1,701","4,249","4,569","8,905","11,866","22,162","27,932","18,741","195,243","11,672","10,396","9,042","3,953","7,565","11,916","7,137","19,304","9,844","20,265","34,779","22,372","26,998",,
2021,1,0,"30,158","9,808",821,67,53,59,39,25,127,12,84,40,183,144,512,"1,065","2,285","2,946","1,346","20,350",579,936,661,143,352,474,411,"1,693",741,"2,798","5,091","1,903","4,568",,
2021,1,10,"32,939","12,621","1,300",115,82,119,87,40,165,30,133,84,292,309,679,"1,581","2,823","3,431","1,351","20,318","1,050","1,162",891,245,533,636,607,"2,363","1,109","2,737","4,585","2,001","2,399",,
2021,1,20,"45,697","16,588","1,263",142,164,147,100,75,252,53,260,245,477,504,"1,396","1,260","2,869","3,379","4,002","29,109","1,206","1,117",976,351,"1,086","3,210","1,224","2,877","1,259","2,433","4,384","5,011","3,975",,
2021,1,30,"49,201","15,658","1,203",122,124,139,69,55,200,35,198,166,395,341,"1,122","1,381","3,214","4,219","2,675","33,543",944,"1,331","1,099",260,890,"2,204",854,"2,562","1,184","3,599","7,410","4,026","7,180",,
2021,1,40,"54,053","20,741","2,190",167,200,224,126,75,305,53,297,183,563,645,"1,433","2,195","4,478","5,111","2,496","33,312","1,657","1,899","1,552",448,"1,081","1,654",980,"3,573","1,688","3,874","7,132","3,626","4,148",,
2021,1,50,"50,060","21,348","2,023",341,409,389,265,177,577,175,458,298,861,907,"1,602","2,016","3,414","4,236","3,200","28,712","1,949","1,671","1,615",790,"1,443","1,627","1,378","3,511","1,868","2,776","4,086","3,254","2,744",,
2021,1,60,"31,901","15,717","1,491",424,478,479,361,241,542,235,585,338,758,821,"1,218","1,245","1,725","2,607","2,169","16,184","1,996","1,182","1,132",790,"1,146","1,205","1,000","1,597","1,015","1,236","1,294","1,414","1,177",,
2021,1,70,"16,579","8,440",873,257,300,261,243,186,351,183,374,217,422,552,590,694,779,"1,215",943,"8,139","1,344",639,647,520,665,549,421,685,554,476,469,702,468,,
2021,1,80,"9,938","5,229",613,219,272,225,199,155,266,163,198,112,247,300,290,362,500,646,462,"4,709",804,395,405,340,319,289,217,383,356,281,265,368,287,,
2021,1,90,"1,727",926,98,36,49,49,39,21,53,34,27,16,44,43,55,64,74,134,90,801,122,62,59,54,43,62,44,58,69,52,61,64,51,,
2021,1,100,127,61,0,0,2,0,2,2,6,3,7,2,7,3,8,3,1,8,7,66,21,2,5,12,7,6,1,2,1,3,2,3,1,,
2021,2,총,"322,200","126,948","11,854","1,884","2,136","2,085","1,518","1,056","2,828",973,"2,623","1,697","4,238","4,567","8,893","11,860","22,112","27,885","18,739","195,252","11,629","10,398","9,067","3,958","7,538","11,940","7,139","19,249","9,796","20,238","34,853","22,464","26,983",,
2021,2,0,"30,034","9,750",822,67,53,56,36,24,124,13,88,41,184,144,513,"1,065","2,261","2,913","1,346","20,284",575,928,644,144,350,471,412,"1,685",722,"2,789","5,106","1,902","4,556",,
2021,2,10,"32,891","12,550","1,278",113,84,114,85,41,165,25,129,81,292,306,676,"1,578","2,793","3,416","1,374","20,341","1,046","1,150",900,249,530,636,603,"2,351","1,097","2,726","4,608","2,029","2,416",,
2021,2,20,"45,465","16,482","1,253",138,160,148,99,74,246,54,262,246,460,514,"1,396","1,261","2,838","3,385","3,948","28,983","1,191","1,124",971,344,"1,068","3,201","1,231","2,855","1,242","2,432","4,363","5,030","3,931",,
2021,2,30,"48,961","15,581","1,193",129,130,138,67,56,205,34,195,164,397,338,"1,118","1,358","3,205","4,171","2,683","33,380",932,"1,310","1,102",260,897,"2,211",854,"2,517","1,165","3,553","7,418","4,022","7,139",,
2021,2,40,"54,113","20,726","2,175",165,201,228,125,74,297,52,301,184,562,635,"1,421","2,202","4,479","5,115","2,510","33,387","1,651","1,905","1,559",451,"1,065","1,655",980,"3,580","1,691","3,869","7,157","3,644","4,180",,
2021,2,50,"50,120","21,343","2,038",334,405,383,258,180,571,178,452,291,856,906,"1,604","2,032","3,438","4,233","3,184","28,777","1,939","1,677","1,626",785,"1,430","1,637","1,363","3,513","1,878","2,792","4,103","3,264","2,770",,
2021,2,60,"32,173","15,847","1,514",423,484,482,368,243,543,235,587,343,768,827,"1,225","1,237","1,738","2,638","2,192","16,326","1,997","1,198","1,149",800,"1,160","1,216","1,010","1,618","1,016","1,250","1,299","1,423","1,190",,
2021,2,70,"16,581","8,436",874,259,296,263,242,186,350,183,373,221,420,547,589,689,785,"1,216",943,"8,145","1,341",641,644,516,669,556,417,689,555,482,467,707,461,,
2021,2,80,"9,995","5,236",607,221,271,226,192,154,269,162,202,109,246,305,287,370,501,655,459,"4,759",813,400,406,344,320,290,225,381,359,289,268,376,288,,
2021,2,90,"1,737",933,98,35,50,47,43,22,52,34,27,15,46,42,56,65,73,135,93,804,123,63,61,53,42,61,43,58,70,53,62,64,51,,
2021,2,100,130,64,2,0,2,0,3,2,6,3,7,2,7,3,8,3,1,8,7,66,21,2,5,12,7,6,1,2,1,3,2,3,1,,
2021,3,총,"321,786","126,710","11,821","1,876","2,133","2,088","1,524","1,042","2,823",979,"2,615","1,776","4,208","4,546","8,866","11,794","22,048","27,761","18,810","195,076","11,548","10,344","9,067","3,919","7,505","11,973","7,136","19,194","9,789","20,240","34,837","22,541","26,983",,
2021,3,0,"29,896","9,692",820,65,52,57,39,23,122,13,87,50,184,144,508,"1,058","2,234","2,878","1,358","20,204",564,915,641,146,351,472,413,"1,682",715,"2,763","5,094","1,913","4,535",,
2021,3,10,"32,802","12,476","1,269",115,86,111,85,42,167,24,128,91,290,302,659,"1,554","2,776","3,386","1,391","20,326","1,045","1,151",887,243,526,641,602,"2,342","1,090","2,736","4,599","2,043","2,421",,
2021,3,20,"45,467","16,466","1,242",133,159,150,99,67,247,57,260,268,450,506,"1,410","1,256","2,828","3,358","3,976","29,001","1,192","1,110",970,342,"1,069","3,217","1,232","2,847","1,249","2,446","4,364","5,039","3,924",,
2021,3,30,"48,787","15,520","1,179",126,134,136,66,58,199,32,199,182,398,344,"1,110","1,347","3,189","4,134","2,687","33,267",926,"1,312","1,096",255,896,"2,208",846,"2,512","1,157","3,519","7,369","4,033","7,138",,
2021,3,40,"53,909","20,584","2,138",168,195,231,125,72,301,50,299,201,552,629,"1,401","2,190","4,434","5,107","2,491","33,325","1,628","1,881","1,568",440,"1,052","1,649",977,"3,548","1,677","3,894","7,185","3,646","4,180",,
2021,3,50,"49,962","21,279","2,045",323,403,381,258,173,561,182,448,291,844,893,"1,599","2,025","3,438","4,221","3,194","28,683","1,919","1,661","1,622",785,"1,410","1,645","1,358","3,496","1,877","2,773","4,098","3,263","2,776",,
2021,3,60,"32,600","16,064","1,544",432,490,486,370,245,556,237,591,345,774,837,"1,248","1,251","1,778","2,668","2,212","16,536","2,010","1,211","1,166",795,"1,175","1,223","1,023","1,633","1,034","1,274","1,324","1,448","1,220",,
2021,3,70,"16,535","8,419",874,258,292,262,241,186,347,184,368,222,416,545,590,680,788,"1,214",952,"8,116","1,322",632,642,516,666,558,415,690,558,488,469,705,455,,
2021,3,80,"10,015","5,244",608,217,272,223,193,153,271,163,203,111,250,303,288,370,506,654,459,"4,771",812,406,409,338,313,293,226,385,362,291,270,384,282,,
2021,3,90,"1,740",925,100,39,49,51,45,21,50,34,25,14,47,43,51,61,76,135,84,815,122,64,62,57,42,65,43,58,70,53,63,65,51,,
2021,3,100,73,41,2,0,1,0,3,2,2,3,7,1,3,0,2,2,1,6,6,32,8,1,4,2,5,2,1,1,0,3,2,2,1,,
2021,4,총,"321,635","126,640","11,827","1,860","2,139","2,094","1,518","1,030","2,812",981,"2,583","1,982","4,209","4,491","8,824","11,741","21,970","27,777","18,802","194,995","11,450","10,344","9,068","3,920","7,486","11,943","7,137","19,200","9,788","20,205","34,888","22,592","26,974",,
2021,4,0,"29,806","9,666",816,61,54,57,41,23,120,13,86,70,185,141,506,"1,043","2,205","2,881","1,364","20,140",550,909,634,149,341,473,404,"1,678",710,"2,738","5,095","1,928","4,531",,
2021,4,10,"32,723","12,406","1,261",109,86,110,84,41,162,24,127,98,287,300,647,"1,549","2,753","3,388","1,380","20,317","1,038","1,146",886,243,524,641,612,"2,348","1,084","2,726","4,612","2,028","2,429",,
2021,4,20,"45,432","16,464","1,255",131,156,147,96,63,245,58,254,295,456,495,"1,409","1,267","2,805","3,352","3,980","28,968","1,182","1,116",980,329,"1,062","3,189","1,226","2,856","1,256","2,446","4,385","5,054","3,887",,
2021,4,30,"48,590","15,450","1,170",122,135,136,64,56,201,34,193,233,391,332,"1,094","1,327","3,168","4,109","2,685","33,140",915,"1,301","1,090",253,893,"2,213",849,"2,497","1,149","3,496","7,341","4,034","7,109",,
2021,4,40,"53,870","20,539","2,129",166,197,230,125,68,294,50,298,229,551,627,"1,391","2,181","4,412","5,107","2,484","33,331","1,607","1,880","1,568",437,"1,046","1,649",973,"3,543","1,676","3,903","7,192","3,641","4,216",,
2021,4,50,"49,993","21,300","2,052",325,400,387,255,172,557,177,446,330,842,871,"1,588","2,026","3,453","4,234","3,185","28,693","1,915","1,665","1,609",787,"1,413","1,642","1,342","3,497","1,880","2,774","4,113","3,283","2,773",,
2021,4,60,"32,804","16,154","1,553",432,496,492,373,244,560,241,582,371,780,837,"1,247","1,234","1,793","2,696","2,223","16,650","1,989","1,222","1,180",810,"1,181","1,215","1,036","1,648","1,041","1,284","1,338","1,461","1,245",,
2021,4,70,"16,538","8,415",876,258,294,260,238,183,350,183,359,227,414,536,591,682,793,"1,213",958,"8,123","1,314",633,638,514,667,565,420,691,563,488,471,706,453,,
2021,4,80,"10,064","5,270",612,218,269,221,193,158,270,164,206,112,251,310,297,368,511,658,452,"4,794",814,409,419,337,312,289,230,387,357,293,278,390,279,,
2021,4,90,"1,743",934,101,38,51,54,46,20,51,34,25,16,49,42,52,62,75,133,85,809,121,62,60,59,42,65,44,54,72,54,61,65,50,,
2021,4,100,72,42,2,0,1,0,3,2,2,3,7,1,3,0,2,2,2,6,6,30,5,1,4,2,5,2,1,1,0,3,2,2,2,,
2021,5,총,"321,785","126,454","11,818","1,851","2,138","2,097","1,503","1,030","2,819",980,"2,560","2,009","4,206","4,470","8,823","11,715","21,917","27,721","18,797","195,331","11,446","10,340","9,075","3,926","7,764","11,942","7,105","19,171","9,797","20,180","34,946","22,675","26,964",,
2021,5,0,"29,669","9,580",807,56,56,58,41,23,121,12,84,70,186,138,514,"1,036","2,163","2,856","1,359","20,089",544,900,632,146,363,467,401,"1,675",707,"2,732","5,090","1,934","4,498",,
2021,5,10,"32,740","12,391","1,255",109,87,108,83,40,164,25,125,101,285,301,642,"1,547","2,758","3,384","1,377","20,349","1,035","1,148",884,245,553,640,613,"2,332","1,077","2,716","4,631","2,022","2,453",,
2021,5,20,"45,415","16,415","1,258",134,153,149,91,62,244,57,260,297,457,488,"1,395","1,262","2,782","3,334","3,992","29,000","1,190","1,119",986,335,"1,103","3,194","1,208","2,845","1,259","2,440","4,381","5,071","3,869",,
2021,5,30,"48,489","15,411","1,167",118,137,136,61,58,203,36,191,238,382,325,"1,103","1,321","3,156","4,092","2,687","33,078",902,"1,283","1,079",250,950,"2,206",841,"2,470","1,155","3,467","7,324","4,052","7,099",,
2021,5,40,"53,791","20,429","2,105",164,196,235,124,68,297,49,292,236,556,619,"1,384","2,165","4,404","5,070","2,465","33,362","1,601","1,881","1,562",434,"1,080","1,654",970,"3,536","1,663","3,906","7,195","3,643","4,237",,
2021,5,50,"50,118","21,302","2,072",322,402,382,252,172,557,172,442,333,842,869,"1,578","2,026","3,456","4,245","3,180","28,816","1,918","1,672","1,612",781,"1,474","1,634","1,339","3,502","1,876","2,770","4,158","3,306","2,774",,
2021,5,60,"33,068","16,237","1,550",433,497,500,373,244,558,244,581,378,777,841,"1,262","1,238","1,813","2,716","2,232","16,831","1,994","1,223","1,196",822,"1,213","1,222","1,037","1,671","1,061","1,310","1,353","1,481","1,248",,
2021,5,70,"16,558","8,415",882,260,294,258,237,182,350,180,358,225,413,531,590,689,788,"1,222",956,"8,143","1,317",640,637,516,674,567,422,695,561,487,469,707,451,,
2021,5,80,"10,126","5,303",619,217,263,220,192,159,271,167,202,113,257,316,300,370,516,664,457,"4,823",820,410,423,338,308,290,230,390,365,295,280,393,281,,
2021,5,90,"1,744",934,101,38,52,51,46,20,52,35,23,17,48,42,53,59,79,132,86,810,120,63,60,58,41,66,43,55,73,53,62,64,52,,
2021,5,100,67,37,2,0,1,0,3,2,2,3,2,1,3,0,2,2,2,6,6,30,5,1,4,1,5,2,1,0,0,4,3,2,2,,
2021,6,총,"321,586","126,241","11,830","1,851","2,137","2,093","1,489","1,025","2,818",972,"2,546","2,033","4,172","4,471","8,826","11,677","21,856","27,683","18,762","195,345","11,446","10,308","9,078","3,920","7,909","11,916","7,083","19,118","9,775","20,162","34,984","22,673","26,973",,
2021,6,0,"29,484","9,495",797,52,57,57,40,24,118,12,82,69,181,138,517,"1,022","2,138","2,825","1,366","19,989",534,884,637,140,372,462,392,"1,652",695,"2,712","5,076","1,930","4,503",,
2021,6,10,"32,739","12,382","1,250",106,87,106,81,38,163,24,124,100,280,300,649,"1,550","2,759","3,396","1,369","20,357","1,031","1,143",882,249,553,629,609,"2,326","1,075","2,722","4,657","2,015","2,466",,
2021,6,20,"45,360","16,354","1,260",132,145,151,93,60,241,56,259,310,452,483,"1,400","1,254","2,771","3,313","3,974","29,006","1,193","1,116",983,343,"1,136","3,211","1,193","2,845","1,260","2,430","4,366","5,077","3,853",,
2021,6,30,"48,290","15,305","1,159",123,140,138,61,58,207,36,191,239,376,328,"1,091","1,305","3,122","4,049","2,682","32,985",898,"1,264","1,074",251,972,"2,189",847,"2,464","1,144","3,457","7,308","4,051","7,066",,
2021,6,40,"53,750","20,380","2,096",167,194,235,118,67,300,49,285,243,547,614,"1,393","2,171","4,389","5,063","2,449","33,370","1,608","1,872","1,561",429,"1,116","1,628",960,"3,527","1,655","3,909","7,214","3,638","4,253",,
2021,6,50,"50,064","21,299","2,078",317,404,378,254,171,554,167,445,327,836,870,"1,579","2,026","3,452","4,260","3,181","28,765","1,907","1,671","1,619",771,"1,486","1,638","1,322","3,479","1,865","2,771","4,159","3,310","2,767",,
2021,6,60,"33,355","16,337","1,575",442,498,501,370,246,561,243,577,393,780,846,"1,258","1,232","1,831","2,748","2,236","17,018","2,002","1,234","1,197",819,"1,235","1,235","1,055","1,683","1,077","1,331","1,390","1,487","1,273",,
2021,6,70,"16,563","8,407",890,258,298,254,233,182,348,178,358,222,415,532,587,688,791,"1,223",950,"8,156","1,323",650,632,513,685,564,424,697,566,486,463,706,447,,
2021,6,80,"10,166","5,317",625,214,258,221,190,159,271,168,198,112,258,318,301,369,524,665,466,"4,849",825,410,427,345,303,291,236,386,366,289,286,396,289,,
2021,6,90,"1,750",930,98,40,55,52,46,19,53,36,25,17,44,42,49,59,77,135,83,820,121,63,63,59,46,67,44,59,71,51,61,61,54,,
2021,6,100,65,35,2,0,1,0,3,1,2,3,2,1,3,0,2,1,2,6,6,30,4,1,3,1,5,2,1,0,1,4,4,2,2,,
2021,7,총,"321,588","126,135","11,842","1,850","2,122","2,085","1,488","1,027","2,844",970,"2,563","2,051","4,165","4,465","8,814","11,635","21,824","27,639","18,751","195,453","11,445","10,299","9,068","3,912","8,031","11,909","7,042","19,087","9,773","20,146","34,985","22,711","27,045",,
2021,7,0,"29,361","9,450",783,52,55,57,39,24,116,12,91,73,180,137,512,"1,018","2,122","2,810","1,369","19,911",529,871,635,137,385,461,388,"1,629",686,"2,694","5,040","1,928","4,528",,
2021,7,10,"32,753","12,347","1,240",105,84,105,79,38,171,24,125,103,284,299,649,"1,540","2,746","3,397","1,358","20,406","1,042","1,143",880,247,554,626,609,"2,315","1,075","2,735","4,684","2,016","2,480",,
2021,7,20,"45,279","16,358","1,269",130,145,152,93,58,247,55,262,316,443,475,"1,389","1,254","2,779","3,308","3,983","28,921","1,185","1,119",977,342,"1,167","3,196","1,168","2,826","1,265","2,417","4,351","5,071","3,837",,
2021,7,30,"48,186","15,226","1,159",123,138,136,64,59,213,35,197,241,370,334,"1,088","1,301","3,099","4,002","2,667","32,960",895,"1,256","1,074",249,"1,005","2,188",845,"2,463","1,149","3,435","7,272","4,072","7,057",,
2021,7,40,"53,711","20,345","2,087",168,187,237,120,71,302,50,287,242,551,608,"1,391","2,160","4,378","5,078","2,428","33,366","1,611","1,866","1,559",423,"1,116","1,631",945,"3,522","1,647","3,902","7,225","3,638","4,281",,
2021,7,50,"50,067","21,234","2,088",315,398,372,252,167,546,165,437,328,834,864,"1,581","2,007","3,456","4,249","3,175","28,833","1,902","1,680","1,610",766,"1,508","1,633","1,313","3,493","1,856","2,786","4,186","3,317","2,783",,
2021,7,60,"33,598","16,446","1,589",445,505,498,371,244,572,246,580,396,779,854,"1,267","1,238","1,845","2,760","2,257","17,152","2,003","1,245","1,202",822,"1,254","1,246","1,073","1,690","1,085","1,344","1,406","1,499","1,283",,
2021,7,70,"16,614","8,423",894,260,293,256,234,186,348,177,358,223,422,531,583,689,786,"1,229",954,"8,191","1,329",645,638,515,679,568,422,702,571,489,467,712,454,,
2021,7,80,"10,199","5,336",633,212,260,218,187,159,274,167,199,111,256,320,303,368,531,668,470,"4,863",825,412,429,349,311,292,233,387,364,290,286,395,290,,
2021,7,90,"1,754",933,98,40,56,54,46,20,53,36,25,17,43,42,49,59,80,131,84,821,120,61,61,61,47,66,45,60,74,50,64,61,51,,
2021,7,100,66,37,2,0,1,0,3,1,2,3,2,1,3,1,2,1,2,7,6,29,4,1,3,1,5,2,1,0,1,4,4,2,1,,
2021,8,총,"321,439","126,031","11,850","1,852","2,128","2,081","1,489","1,027","2,841",968,"2,562","2,057","4,177","4,458","8,819","11,618","21,795","27,566","18,743","195,408","11,431","10,273","9,095","3,890","8,152","11,860","7,030","19,054","9,747","20,127","34,936","22,730","27,083",,
2021,8,0,"29,191","9,366",770,47,59,55,39,23,119,11,88,75,178,135,514,"1,012","2,094","2,775","1,372","19,825",520,862,643,134,398,451,378,"1,609",680,"2,674","5,026","1,934","4,516",,
2021,8,10,"32,692","12,326","1,246",108,83,105,78,36,166,24,127,104,283,294,650,"1,536","2,748","3,386","1,352","20,366","1,045","1,149",875,242,561,617,604,"2,302","1,068","2,723","4,685","1,990","2,505",,
2021,8,20,"45,232","16,345","1,271",133,146,150,92,61,257,52,264,321,443,483,"1,387","1,254","2,754","3,299","3,978","28,887","1,181","1,115",981,339,"1,182","3,205","1,166","2,839","1,251","2,415","4,314","5,064","3,835",,
2021,8,30,"48,030","15,175","1,166",124,141,133,66,57,212,36,196,241,374,337,"1,086","1,281","3,090","3,965","2,670","32,855",898,"1,233","1,082",247,"1,048","2,166",836,"2,437","1,144","3,410","7,241","4,087","7,026",,
2021,8,40,"53,602","20,258","2,070",164,185,234,119,71,300,49,289,245,550,598,"1,384","2,161","4,367","5,061","2,411","33,344","1,595","1,865","1,555",416,"1,132","1,606",955,"3,507","1,637","3,907","7,227","3,633","4,309",,
2021,8,50,"50,158","21,206","2,088",314,398,375,251,168,537,164,432,323,832,866,"1,584","2,012","3,457","4,246","3,159","28,952","1,909","1,679","1,605",766,"1,528","1,638","1,312","3,515","1,863","2,799","4,196","3,337","2,805",,
2021,8,60,"33,861","16,599","1,607",451,510,500,372,243,572,249,583,401,790,858,"1,280","1,245","1,865","2,789","2,284","17,262","2,009","1,252","1,216",821,"1,258","1,253","1,073","1,697","1,094","1,362","1,425","1,509","1,293",,
2021,8,70,"16,606","8,426",896,262,291,258,233,186,347,177,354,220,425,527,575,691,799,"1,231",954,"8,180","1,324",644,644,512,675,564,428,699,572,489,464,713,452,,
2021,8,80,"10,227","5,354",633,207,258,214,189,160,278,166,201,110,256,317,308,369,536,677,475,"4,873",821,413,428,350,314,292,230,388,364,294,289,401,289,,
2021,8,90,"1,774",941,101,42,56,57,47,21,51,37,26,16,43,43,50,56,83,130,82,833,125,60,63,62,51,65,47,61,73,49,65,60,52,,
2021,8,100,66,35,2,0,1,0,3,1,2,3,2,1,3,0,1,1,2,7,6,31,4,1,3,1,5,3,1,0,1,5,4,2,1,,
2021,9,총,"321,615","126,022","11,868","1,847","2,132","2,069","1,481","1,024","2,861",967,"2,549","2,058","4,174","4,478","8,806","11,605","21,800","27,532","18,771","195,593","11,410","10,279","9,079","3,880","8,227","11,873","7,042","19,002","9,740","20,116","34,998","22,764","27,183",,
2021,9,0,"29,057","9,271",759,48,58,52,36,23,119,11,85,77,173,135,513,"1,000","2,074","2,749","1,359","19,786",513,863,649,134,408,441,377,"1,576",677,"2,656","5,026","1,948","4,518",,
2021,9,10,"32,654","12,320","1,241",107,81,102,79,36,170,25,126,103,285,295,645,"1,543","2,751","3,393","1,338","20,334","1,037","1,148",869,241,560,615,609,"2,283","1,071","2,726","4,684","1,977","2,514",,
2021,9,20,"45,304","16,370","1,279",133,140,146,92,59,263,50,264,320,444,494,"1,380","1,248","2,760","3,276","4,022","28,934","1,184","1,104",982,333,"1,207","3,229","1,174","2,844","1,236","2,407","4,326","5,065","3,843",,
2021,9,30,"47,923","15,103","1,162",121,140,128,63,59,212,37,191,244,376,334,"1,085","1,264","3,076","3,952","2,659","32,820",885,"1,221","1,081",247,"1,065","2,167",833,"2,436","1,147","3,372","7,227","4,094","7,045",,
2021,9,40,"53,568","20,225","2,062",164,186,235,119,69,306,48,288,246,548,599,"1,377","2,168","4,357","5,043","2,410","33,343","1,590","1,873","1,536",415,"1,136","1,595",947,"3,470","1,632","3,932","7,252","3,632","4,333",,
2021,9,50,"50,328","21,260","2,102",315,403,373,254,165,532,163,440,322,825,870,"1,579","2,019","3,475","4,271","3,152","29,068","1,903","1,689","1,607",766,"1,544","1,646","1,305","3,538","1,863","2,817","4,214","3,342","2,834",,
2021,9,60,"34,036","16,679","1,630",447,514,501,369,245,580,251,571,400,792,864,"1,284","1,248","1,871","2,804","2,308","17,357","2,024","1,260","1,215",821,"1,263","1,253","1,082","1,706","1,099","1,370","1,437","1,523","1,304",,
2021,9,70,"16,631","8,440",896,261,294,259,233,185,350,177,357,218,426,524,584,694,811,"1,224",947,"8,191","1,320",645,642,511,674,562,431,703,572,490,466,721,454,,
2021,9,80,"10,255","5,361",631,207,256,216,187,159,276,163,201,111,255,318,306,362,541,685,487,"4,894",826,412,434,345,315,297,237,384,373,291,296,400,284,,
2021,9,90,"1,792",956,104,43,59,57,46,23,51,39,24,16,47,45,52,57,82,128,83,836,124,63,61,66,51,65,46,62,69,50,66,60,53,,
2021,9,100,67,37,2,1,1,0,3,1,2,3,2,1,3,0,1,2,2,7,6,30,4,1,3,1,4,3,1,0,1,5,4,2,1,,
2021,10,총,"321,781","126,033","11,874","1,837","2,138","2,073","1,481","1,030","2,867",965,"2,561","2,067","4,173","4,479","8,801","11,600","21,726","27,507","18,854","195,748","11,407","10,254","9,105","3,874","8,284","11,863","7,034","18,997","9,718","20,174","35,076","22,803","27,159",,
2021,10,0,"28,918","9,220",756,46,57,54,37,24,122,11,88,75,171,136,504,989,"2,041","2,738","1,371","19,698",508,848,648,136,416,438,380,"1,559",673,"2,647","5,003","1,951","4,491",,
2021,10,10,"32,612","12,296","1,239",104,85,104,80,36,166,25,123,103,283,290,647,"1,543","2,746","3,394","1,328","20,316","1,031","1,146",876,239,561,598,603,"2,278","1,063","2,747","4,696","1,963","2,515",,
2021,10,20,"45,237","16,352","1,279",137,141,145,91,63,262,51,269,324,444,498,"1,366","1,229","2,745","3,270","4,038","28,885","1,183","1,093",984,330,"1,218","3,224","1,171","2,856","1,227","2,411","4,333","5,056","3,799",,
2021,10,30,"47,920","15,067","1,165",119,135,131,64,59,213,36,192,247,374,332,"1,093","1,271","3,045","3,911","2,680","32,853",878,"1,215","1,084",242,"1,073","2,180",842,"2,431","1,155","3,368","7,214","4,126","7,045",,
2021,10,40,"53,627","20,259","2,065",160,189,233,119,69,311,45,283,250,547,601,"1,381","2,165","4,351","5,060","2,430","33,368","1,591","1,871","1,543",411,"1,132","1,588",945,"3,461","1,606","3,942","7,293","3,627","4,358",,
2021,10,50,"50,412","21,250","2,115",313,407,371,252,161,528,165,443,323,819,866,"1,574","2,027","3,477","4,263","3,146","29,162","1,911","1,693","1,600",766,"1,554","1,650","1,294","3,543","1,871","2,834","4,249","3,357","2,840",,
2021,10,60,"34,217","16,741","1,624",446,512,505,366,248,585,251,577,400,796,862,"1,284","1,262","1,880","2,822","2,321","17,476","2,034","1,272","1,232",825,"1,270","1,263","1,086","1,709","1,107","1,377","1,452","1,531","1,318",,
2021,10,70,"16,662","8,471",894,260,294,256,236,186,350,176,360,218,430,529,590,692,813,"1,222",965,"8,191","1,310",644,639,510,682,556,431,711,567,497,466,727,451,,
2021,10,80,"10,297","5,373",629,207,257,217,188,159,277,164,202,108,257,320,310,360,545,688,485,"4,924",831,410,434,348,320,300,238,385,377,295,300,399,287,,
2021,10,90,"1,813",968,106,44,60,57,45,24,51,38,23,18,49,45,51,60,81,132,84,845,126,61,62,66,54,63,44,64,71,50,66,64,54,,
2021,10,100,66,36,2,1,1,0,3,1,2,3,1,1,3,0,1,2,2,7,6,30,4,1,3,1,4,3,0,0,1,6,4,2,1,,
2021,11,총,"321,920","125,998","11,894","1,822","2,128","2,077","1,478","1,028","2,869",957,"2,568","2,054","4,160","4,480","8,779","11,624","21,729","27,503","18,848","195,922","11,381","10,242","9,129","3,866","8,366","11,892","7,021","18,971","9,686","20,176",0,"22,819","27,211","16,527","18,635"
2021,11,0,"28,778","9,156",749,38,56,56,37,24,122,9,86,76,169,136,498,997,"2,021","2,716","1,366","19,622",505,849,649,132,419,430,373,"1,533",659,"2,634",0,"1,940","4,496","1,847","3,156"
2021,11,10,"32,614","12,295","1,230",105,83,102,79,36,164,25,125,102,282,292,649,"1,545","2,744","3,409","1,323","20,319","1,029","1,133",872,238,569,586,606,"2,276","1,066","2,744",0,"1,963","2,530","2,204","2,503"
2021,11,20,"45,158","16,288","1,270",138,132,146,93,61,264,51,272,324,440,499,"1,334","1,229","2,746","3,254","4,035","28,870","1,177","1,093",994,330,"1,242","3,241","1,169","2,854","1,218","2,406",0,"5,043","3,769","2,294","2,040"
2021,11,30,"47,821","14,988","1,178",110,133,127,63,62,211,35,195,244,377,323,"1,090","1,269","3,024","3,895","2,652","32,833",867,"1,209","1,080",238,"1,087","2,198",839,"2,420","1,141","3,351",0,"4,131","7,039","3,009","4,224"
