년도,월,나이,부산광역시 사상구,부산광역시 사상구 삼락동,부산광역시 사상구 모라제1동,부산광역시 사상구 모라제3동,부산광역시 사상구 덕포제1동,부산광역시 사상구 덕포제2동,부산광역시 사상구 괘법동,부산광역시 사상구 감전동,부산광역시 사상구 주례제1동,부산광역시 사상구 주례제2동,부산광역시 사상구 주례제3동,부산광역시 사상구 학장동,부산광역시 사상구 엄궁동
2021,10,30,"24,409",563,"3,283",718,943,"1,448","3,294","1,537","1,741","3,018","1,465","3,212","3,187"
2021,10,40,"28,553",665,"3,677","1,216","1,178","1,699","2,716","1,681","1,983","3,390","1,765","4,234","4,349"
2021,10,50,"39,190","1,229","5,280","2,036","1,715","2,510","4,077","2,689","3,002","3,756","2,377","5,246","5,273"
2021,10,60,"38,385","1,294","5,508","2,550","1,598","2,572","3,852","2,830","2,847","3,491","2,446","5,282","4,115"
2021,10,70,"17,628",670,"2,448","1,695",829,"1,116","1,594","1,400","1,175","1,677","1,110","2,301","1,613"
2021,10,80,"6,281",246,833,793,292,341,468,458,405,645,476,788,536
2021,10,90,666,24,100,67,25,46,47,58,47,69,42,82,59
2021,10,100,38,1,17,3,0,2,5,2,0,2,0,4,2
2021,11,총,"208,727","5,818","28,047","10,455","8,688","12,954","22,408","13,351","15,207","23,153","13,166","28,336","27,144"
2021,11,0,"11,370",228,"1,473",241,455,677,"1,019",497,909,"1,365",681,"1,742","2,083"
2021,11,10,"14,453",278,"1,922",402,616,927,"1,006",657,"1,082","1,811","1,044","2,171","2,537"
2021,11,20,"27,871",618,"3,523",788,"1,022","1,625","4,335","1,537","2,019","3,953","1,751","3,278","3,422"
2021,11,30,"24,345",563,"3,282",712,943,"1,438","3,297","1,547","1,737","3,012","1,467","3,180","3,167"
2021,11,40,"28,496",658,"3,668","1,206","1,177","1,700","2,716","1,667","1,987","3,374","1,755","4,245","4,343"
2021,11,50,"39,050","1,225","5,260","2,010","1,716","2,493","4,065","2,677","3,002","3,751","2,368","5,246","5,237"
2021,11,60,"38,446","1,303","5,504","2,537","1,605","2,582","3,842","2,841","2,841","3,487","2,469","5,294","4,141"
2021,11,70,"17,665",667,"2,470","1,695",832,"1,119","1,601","1,410","1,168","1,678","1,108","2,300","1,617"
2021,11,80,"6,348",254,834,798,297,345,474,460,415,653,482,797,539
2021,11,90,649,23,94,63,25,46,49,56,47,67,41,80,58
2021,11,100,34,1,17,3,0,2,4,2,0,2,0,3,0
2021,12,총,"208,298","5,808","27,998","10,412","8,683","12,921","22,414","13,318","15,160","23,075","13,154","28,294","27,061"
2021,12,0,"11,268",226,"1,482",244,457,666,"1,005",480,901,"1,344",675,"1,726","2,062"
2021,12,10,"14,409",276,"1,909",399,615,927,"1,013",654,"1,074","1,798","1,037","2,169","2,538"
2021,12,20,"27,690",611,"3,485",777,"1,020","1,620","4,331","1,529","2,001","3,935","1,740","3,247","3,394"
2021,12,30,"24,248",568,"3,285",713,927,"1,428","3,303","1,541","1,737","2,997","1,455","3,155","3,139"
2021,12,40,"28,452",655,"3,664","1,190","1,185","1,704","2,727","1,655","1,967","3,369","1,750","4,248","4,338"
2021,12,50,"38,940","1,224","5,240","1,999","1,719","2,474","4,054","2,678","3,004","3,734","2,361","5,243","5,210"
2021,12,60,"38,474","1,304","5,510","2,526","1,598","2,586","3,841","2,835","2,829","3,490","2,487","5,301","4,167"
2021,12,70,"17,718",662,"2,483","1,695",834,"1,123","1,601","1,423","1,177","1,685","1,118","2,305","1,612"
2021,12,80,"6,422",257,844,800,301,346,485,466,423,656,487,814,543
2021,12,90,657,24,93,66,27,45,50,55,47,65,44,83,58
2021,12,100,20,1,3,3,0,2,4,2,0,2,0,3,0
