년도,월,나이,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021,3,총,"25,918,515","4,930,960","1,720,595","1,220,805","1,465,711","730,247","730,388","548,830","180,432","6,688,971","763,151","786,257","1,034,982","903,476","916,927","1,307,573","1,653,442","335,768"
2021,3,0,"1,904,436","297,407","111,391","85,299","109,436","57,290","54,579","46,846","23,109","553,374","50,911","59,362","82,857","61,341","63,709","90,186","128,255","29,084"
2021,3,10,"2,299,989","377,264","130,565","106,621","132,435","74,836","70,052","52,571","21,643","643,978","65,344","70,961","96,909","83,436","79,688","106,659","153,485","33,542"
2021,3,20,"3,214,518","748,733","204,788","148,541","190,529","99,463","100,501","62,364","18,526","857,705","77,772","87,430","107,885","96,371","87,695","121,999","165,502","38,714"
2021,3,30,"3,300,503","730,521","201,990","139,242","194,382","90,076","91,871","69,943","31,455","921,316","78,011","90,285","122,235","90,188","86,791","133,951","187,692","40,554"
2021,3,40,"4,056,317","762,577","251,760","192,706","235,288","120,736","117,737","91,279","34,390","1,129,066","108,051","115,285","152,565","129,038","120,187","182,438","258,687","54,527"
2021,3,50,"4,262,269","769,013","289,077","215,715","255,151","117,857","120,450","102,120","21,969","1,105,495","128,552","131,460","159,101","143,831","144,735","220,364","283,286","54,093"
2021,3,60,"3,510,637","662,208","282,866","174,221","190,369","86,826","94,281","73,825","15,792","791,715","123,925","114,491","142,993","131,480","136,705","210,300","237,962","40,678"
2021,3,70,"2,027,093","379,880","160,766","98,975","96,458","52,071","49,799","31,867","7,763","418,536","74,131","65,921","93,252","94,984","107,429","133,496","136,929","24,836"
2021,3,80,"1,136,812","170,977","75,230","51,426","51,469","26,140","26,395","15,375","4,790","225,777","47,287","43,581","65,613","61,482","76,182","92,195","86,798","16,095"
2021,3,90,"196,801","30,353","11,547","7,650","9,798","4,697","4,557","2,563",965,"40,179","8,798","7,235","11,141","10,867","13,221","15,390","14,375","3,465"
2021,3,100,"9,140","2,027",615,409,396,255,166,77,30,"1,830",369,246,431,458,585,595,471,180
2021,4,총,"25,917,562","4,927,000","1,719,452","1,219,633","1,465,724","729,953","730,097","548,310","180,934","6,695,332","763,138","786,624","1,035,177","902,916","916,481","1,307,656","1,653,073","336,062"
2021,4,0,"1,896,193","295,969","110,857","84,859","108,854","57,057","54,293","46,612","23,101","551,630","50,677","59,143","82,551","60,958","63,319","89,831","127,478","29,004"
2021,4,10,"2,296,787","375,976","130,295","106,344","132,301","74,660","69,857","52,505","21,719","643,946","65,251","70,901","96,842","83,204","79,565","106,499","153,385","33,537"
2021,4,20,"3,211,643","748,089","204,361","148,167","190,235","99,446","100,460","62,125","18,602","857,829","77,625","87,475","107,742","96,262","87,584","121,833","165,133","38,675"
2021,4,30,"3,294,973","729,462","201,536","138,835","194,059","89,808","91,708","69,721","31,464","920,627","77,898","90,208","121,956","89,926","86,624","133,574","187,022","40,545"
2021,4,40,"4,053,500","761,115","251,556","192,341","235,205","120,574","117,580","91,114","34,478","1,129,442","107,892","115,167","152,584","128,821","119,948","182,427","258,620","54,636"
2021,4,50,"4,256,750","767,373","287,971","215,283","254,752","117,748","120,204","101,939","22,067","1,106,006","128,272","131,160","158,925","143,646","144,520","220,024","282,720","54,140"
2021,4,60,"3,532,245","664,871","283,992","175,063","191,856","87,319","94,921","74,257","15,932","798,241","124,839","115,467","143,960","132,195","137,342","211,502","239,581","40,907"
2021,4,70,"2,025,984","379,652","160,955","98,864","96,460","52,092","49,821","31,951","7,741","418,456","73,977","65,745","93,121","94,885","107,098","133,277","137,059","24,830"
2021,4,80,"1,142,236","171,978","75,691","51,767","51,767","26,274","26,515","15,425","4,815","226,928","47,491","43,812","65,812","61,622","76,574","92,568","87,071","16,126"
2021,4,90,"198,125","30,482","11,620","7,703","9,839","4,721","4,573","2,586",986,"40,406","8,852","7,301","11,249","10,935","13,330","15,524","14,537","3,481"
2021,4,100,"9,126","2,033",618,407,396,254,165,75,29,"1,821",364,245,435,462,577,597,467,181
2021,5,총,"25,907,172","4,920,635","1,718,369","1,217,963","1,465,854","729,053","729,882","547,859","181,258","6,699,583","762,598","787,009","1,035,406","901,849","915,349","1,306,285","1,651,909","336,311"
2021,5,0,"1,887,779","294,548","110,361","84,508","108,352","56,865","53,986","46,361","23,019","549,413","50,456","58,927","82,149","60,603","63,043","89,534","126,775","28,879"
2021,5,10,"2,293,344","374,740","130,039","105,925","132,193","74,437","69,705","52,454","21,817","643,789","65,090","70,818","96,843","83,035","79,448","106,314","153,232","33,465"
2021,5,20,"3,208,481","747,179","203,973","147,846","189,787","99,382","100,468","61,878","18,587","857,650","77,518","87,476","107,680","96,272","87,378","121,816","164,861","38,730"
2021,5,30,"3,287,335","728,009","200,984","138,337","193,755","89,522","91,454","69,461","31,388","919,433","77,646","90,066","121,620","89,710","86,301","132,963","186,211","40,475"
2021,5,40,"4,041,808","758,411","250,941","191,422","234,636","119,834","117,285","90,775","34,551","1,127,569","107,611","114,841","152,275","128,056","119,243","181,810","258,023","54,525"
2021,5,50,"4,256,144","766,513","287,234","215,073","254,928","117,891","120,174","101,899","22,209","1,108,039","128,098","131,140","158,949","143,483","144,387","219,449","282,284","54,394"
2021,5,60,"3,551,817","667,019","285,166","175,859","193,293","87,672","95,511","74,782","16,065","804,608","125,466","116,476","144,928","132,656","137,740","212,315","241,123","41,138"
2021,5,70,"2,025,696","379,240","161,304","98,925","96,544","52,105","49,849","32,097","7,764","418,574","73,829","65,658","93,140","94,811","106,888","133,044","137,080","24,844"
2021,5,80,"1,147,163","172,621","76,064","51,959","52,077","26,424","26,681","15,477","4,823","228,203","47,677","44,025","66,073","61,782","76,928","92,864","87,294","16,191"
2021,5,90,"198,870","30,470","11,696","7,723","9,883","4,706","4,602","2,601","1,006","40,549","8,859","7,332","11,313","10,990","13,452","15,603","14,602","3,483"
2021,5,100,"8,735","1,885",607,386,406,215,167,74,29,"1,756",348,250,436,451,541,573,424,187
2021,6,총,"25,902,367","4,916,548","1,717,067","1,215,266","1,465,823","728,854","729,441","547,445","181,667","6,705,600","762,581","787,278","1,035,287","901,675","914,523","1,305,557","1,651,228","336,527"
2021,6,0,"1,880,458","293,257","109,881","84,227","107,966","56,672","53,709","46,132","22,955","547,939","50,228","58,753","81,778","60,291","62,699","89,124","126,015","28,832"
2021,6,10,"2,291,634","373,886","129,888","105,656","132,014","74,268","69,596","52,448","21,923","644,148","64,975","70,763","96,804","82,935","79,359","106,245","153,269","33,457"
2021,6,20,"3,204,597","746,278","203,589","147,548","189,366","99,423","100,317","61,602","18,638","857,147","77,503","87,479","107,546","96,319","87,090","121,689","164,393","38,670"
2021,6,30,"3,280,493","726,614","200,416","137,733","193,387","89,284","91,187","69,225","31,311","918,659","77,438","89,980","121,285","89,559","85,991","132,551","185,431","40,442"
2021,6,40,"4,039,649","757,309","250,790","190,896","234,654","119,703","117,192","90,669","34,723","1,128,117","107,465","114,864","152,298","127,824","119,038","181,550","258,112","54,445"
2021,6,50,"4,247,730","764,557","286,222","214,222","254,438","117,733","119,804","101,781","22,240","1,107,463","127,759","130,737","158,684","143,180","144,057","218,728","281,602","54,523"
2021,6,60,"3,573,586","670,059","286,221","176,353","194,793","88,146","96,167","75,213","16,222","811,580","126,450","117,383","145,794","133,330","138,409","213,450","242,627","41,389"
2021,6,70,"2,025,004","378,902","161,380","98,713","96,597","52,209","49,897","32,150","7,782","418,643","73,589","65,565","93,106","94,769","106,640","133,016","137,227","24,819"
2021,6,80,"1,151,660","173,350","76,364","51,996","52,314","26,508","26,826","15,551","4,829","229,481","47,955","44,181","66,220","61,977","77,226","93,063","87,536","16,283"
2021,6,90,"198,999","30,486","11,707","7,623","9,883","4,701","4,578","2,603","1,015","40,667","8,872","7,328","11,342","11,049","13,481","15,584","14,599","3,481"
2021,6,100,"8,557","1,850",609,299,411,207,168,71,29,"1,756",347,245,430,442,533,557,417,186
2021,7,총,"25,903,259","4,912,976","1,715,987","1,214,398","1,466,455","728,856","729,019","547,216","182,368","6,711,859","762,908","787,243","1,035,551","901,415","913,947","1,305,431","1,650,732","336,898"
2021,7,0,"1,873,108","291,852","109,390","83,855","107,577","56,520","53,467","45,919","22,981","546,412","50,039","58,479","81,434","59,990","62,332","88,772","125,347","28,742"
2021,7,10,"2,290,154","373,003","129,765","105,457","131,934","74,143","69,397","52,438","22,035","644,449","64,885","70,768","96,869","82,837","79,265","106,079","153,290","33,540"
2021,7,20,"3,199,177","745,166","202,969","147,180","188,943","99,373","100,136","61,383","18,676","856,390","77,375","87,260","107,325","96,157","86,837","121,432","163,950","38,625"
2021,7,30,"3,274,689","725,231","199,862","137,301","193,212","89,168","91,012","68,985","31,325","917,908","77,346","89,839","120,971","89,398","85,796","132,169","184,751","40,415"
2021,7,40,"4,034,604","755,470","250,421","190,565","234,551","119,509","116,919","90,471","34,950","1,127,830","107,363","114,744","152,241","127,499","118,692","181,312","257,671","54,396"
2021,7,50,"4,247,621","764,060","285,554","213,876","254,369","117,789","119,804","101,683","22,358","1,109,266","127,659","130,707","158,678","143,166","143,949","218,561","281,446","54,696"
2021,7,60,"3,592,693","672,356","287,341","177,206","196,241","88,534","96,652","75,787","16,358","817,152","127,322","117,963","146,633","133,864","139,014","214,449","244,183","41,638"
2021,7,70,"2,027,022","379,281","161,656","98,832","96,729","52,303","49,962","32,261","7,800","419,290","73,522","65,572","93,204","94,844","106,585","133,229","137,129","24,823"
2021,7,80,"1,155,988","174,101","76,701","52,169","52,560","26,603","26,922","15,608","4,852","230,583","48,167","44,350","66,388","62,108","77,440","93,251","87,837","16,348"
2021,7,90,"199,604","30,595","11,722","7,654","9,922","4,709","4,576","2,609","1,005","40,817","8,879","7,313","11,380","11,106","13,505","15,621","14,707","3,484"
2021,7,100,"8,599","1,861",606,303,417,205,172,72,28,"1,762",351,248,428,446,532,556,421,191
2021,8,총,"25,903,685","4,909,487","1,715,149","1,213,403","1,467,082","728,684","728,723","546,653","182,879","6,720,414","763,010","787,084","1,035,519","900,700","913,441","1,304,900","1,649,636","336,921"
2021,8,0,"1,865,229","290,249","108,970","83,446","107,254","56,289","53,206","45,653","22,975","544,708","49,911","58,247","81,037","59,589","62,085","88,360","124,609","28,641"
2021,8,10,"2,288,398","372,275","129,528","105,235","131,946","74,080","69,266","52,410","22,139","644,846","64,782","70,660","96,830","82,643","79,108","105,906","153,221","33,523"
2021,8,20,"3,193,991","744,950","202,411","146,680","188,312","99,186","99,999","60,931","18,639","856,195","77,179","87,053","107,080","95,986","86,589","121,197","163,188","38,416"
2021,8,30,"3,268,661","723,650","199,393","136,863","193,176","88,977","90,790","68,735","31,320","917,634","77,205","89,633","120,658","89,063","85,553","131,676","184,000","40,335"
2021,8,40,"4,028,335","753,348","249,883","190,026","234,414","119,291","116,707","90,266","35,064","1,127,519","107,188","114,500","152,092","127,211","118,394","181,028","257,066","54,338"
2021,8,50,"4,251,266","763,863","285,271","213,910","254,523","117,974","119,929","101,716","22,521","1,112,009","127,757","130,907","158,843","143,167","143,965","218,513","281,592","54,806"
2021,8,60,"3,608,795","674,189","288,209","177,802","197,435","88,888","96,981","76,184","16,481","822,782","127,953","118,443","147,316","134,337","139,492","215,079","245,301","41,923"
2021,8,70,"2,028,615","379,325","161,933","99,050","96,777","52,339","50,037","32,407","7,824","419,974","73,426","65,529","93,151","94,822","106,398","133,477","137,311","24,835"
2021,8,80,"1,160,898","175,062","77,112","52,377","52,853","26,749","27,012","15,648","4,885","231,880","48,332","44,515","66,622","62,218","77,742","93,348","88,143","16,400"
2021,8,90,"200,792","30,683","11,834","7,710","9,970","4,701","4,622","2,629","1,002","41,085","8,920","7,346","11,465","11,219","13,570","15,752","14,778","3,506"
2021,8,100,"8,705","1,893",605,304,422,210,174,74,29,"1,782",357,251,425,445,545,564,427,198
2021,9,총,"25,903,797","4,906,187","1,715,073","1,213,147","1,468,832","729,161","728,916","546,143","183,516","6,725,835","763,270","786,784","1,035,502","900,037","912,039","1,304,022","1,648,229","337,104"
2021,9,0,"1,856,911","288,631","108,436","83,075","106,975","56,038","52,964","45,414","23,007","542,596","49,868","57,867","80,697","59,248","61,760","87,899","123,880","28,556"
2021,9,10,"2,285,739","371,514","129,512","105,131","131,942","73,988","69,137","52,334","22,231","644,209","64,641","70,641","96,676","82,478","78,934","105,743","153,098","33,530"
2021,9,20,"3,188,360","744,140","202,283","146,527","188,090","99,453","100,330","60,674","18,630","855,351","76,898","86,767","106,885","95,644","85,733","120,501","162,128","38,326"
2021,9,30,"3,264,127","722,575","199,040","136,564","193,470","88,887","90,720","68,434","31,341","917,355","77,081","89,422","120,308","88,858","85,229","131,226","183,291","40,326"
2021,9,40,"4,023,117","751,686","249,479","189,586","234,373","119,152","116,381","90,088","35,247","1,126,965","107,136","114,348","151,950","126,889","118,109","180,824","256,591","54,313"
2021,9,50,"4,257,660","764,294","285,266","214,019","254,858","118,208","120,070","101,814","22,693","1,115,447","127,910","131,103","159,181","143,277","143,977","218,618","281,986","54,939"
2021,9,60,"3,621,460","675,606","288,713","178,236","198,645","89,172","97,262","76,448","16,574","827,203","128,641","118,882","147,829","134,667","139,881","215,560","245,996","42,145"
2021,9,70,"2,029,263","379,054","162,337","99,272","96,830","52,416","50,096","32,520","7,845","420,141","73,283","65,372","93,123","94,796","106,227","133,639","137,494","24,818"
2021,9,80,"1,166,225","175,944","77,505","52,665","53,157","26,921","27,127","15,708","4,898","233,277","48,499","44,751","66,858","62,440","77,983","93,602","88,441","16,449"
2021,9,90,"202,171","30,821","11,893","7,758","10,061","4,718","4,657","2,634","1,021","41,505","8,957","7,378","11,565","11,300","13,663","15,839","14,900","3,501"
2021,9,100,"8,764","1,922",609,314,431,208,172,75,29,"1,786",356,253,430,440,543,571,424,201
2021,10,총,"25,902,052","4,901,798","1,713,943","1,212,235","1,470,473","728,971","728,486","545,843","184,397","6,729,552","763,709","786,855","1,035,844","899,392","911,616","1,303,797","1,647,767","337,374"
2021,10,0,"1,848,368","287,052","107,958","82,642","106,686","55,852","52,650","45,177","23,033","540,437","49,670","57,658","80,235","58,887","61,354","87,491","123,117","28,469"
2021,10,10,"2,283,350","370,639","129,298","104,956","131,864","73,780","69,002","52,318","22,427","643,893","64,594","70,555","96,594","82,332","78,906","105,622","153,030","33,540"
2021,10,20,"3,180,531","741,597","201,568","145,984","187,932","99,350","100,220","60,359","18,613","853,657","76,838","86,501","106,773","95,368","85,589","120,242","161,684","38,256"
2021,10,30,"3,261,071","722,279","198,568","136,257","193,726","88,743","90,491","68,252","31,414","917,244","77,073","89,319","120,182","88,622","85,077","130,812","182,681","40,331"
2021,10,40,"4,017,262","749,778","249,110","188,973","234,325","118,905","116,163","89,902","35,464","1,126,206","106,965","114,241","151,936","126,528","117,866","180,619","256,001","54,280"
2021,10,50,"4,262,742","764,829","285,142","214,233","255,230","118,385","120,113","101,883","22,909","1,117,741","127,961","131,141","159,316","143,468","143,976","218,762","282,620","55,033"
2021,10,60,"3,634,837","677,012","289,201","178,665","199,792","89,520","97,568","76,805","16,705","831,826","129,388","119,435","148,380","134,952","140,228","216,121","246,876","42,363"
2021,10,70,"2,031,294","379,318","162,757","99,482","96,986","52,440","50,208","32,646","7,849","420,550","73,139","65,423","93,259","94,809","106,197","133,791","137,575","24,865"
2021,10,80,"1,171,013","176,698","77,840","52,941","53,397","27,065","27,210","15,764","4,932","234,477","48,722","44,896","67,075","62,589","78,222","93,825","88,836","16,524"
2021,10,90,"203,394","30,948","11,954","7,806","10,142","4,717","4,700","2,660","1,021","41,810","9,008","7,431","11,672","11,420","13,688","15,954","14,936","3,527"
2021,10,100,"8,190","1,648",547,296,393,214,161,77,30,"1,711",351,255,422,417,513,558,411,186
2021,11,총,"25,898,258","4,896,590","1,712,760","1,211,094","1,471,074","728,846","728,269","545,859","185,024","6,734,042","764,041","786,758","1,036,110","898,792","911,187","1,303,447","1,646,853","337,512"
2021,11,0,"1,840,007","285,316","107,393","82,243","106,261","55,695","52,420","44,969","23,017","538,640","49,521","57,422","79,848","58,518","61,010","87,010","122,378","28,346"
2021,11,10,"2,281,416","369,654","129,206","104,828","131,861","73,720","68,863","52,332","22,515","643,672","64,484","70,432","96,575","82,255","78,842","105,576","153,033","33,568"
2021,11,20,"3,172,717","739,584","200,859","145,308","187,448","99,012","100,021","60,152","18,638","851,981","76,740","86,376","106,763","95,179","85,440","120,004","161,023","38,189"
2021,11,30,"3,256,042","721,359","198,018","135,837","193,699","88,575","90,453","68,049","31,420","916,953","77,058","89,019","119,935","88,335","84,843","130,319","181,834","40,336"
2021,11,40,"4,015,820","748,410","248,967","188,733","234,443","118,908","116,008","89,862","35,655","1,126,699","106,932","114,283","151,877","126,314","117,868","180,684","255,943","54,234"
2021,11,50,"4,266,743","764,856","284,875","214,301","255,534","118,537","120,225","101,964","23,111","1,120,309","128,026","131,164","159,594","143,528","144,002","218,715","282,887","55,115"
2021,11,60,"3,646,969","678,125","289,717","179,110","200,671","89,814","97,851","77,151","16,811","836,005","130,030","119,915","148,903","135,314","140,596","216,686","247,698","42,572"
2021,11,70,"2,031,358","379,173","163,031","99,546","97,000","52,518","50,237","32,780","7,852","420,583","72,943","65,454","93,257","94,646","106,071","133,848","137,550","24,869"
2021,11,80,"1,175,584","177,604","78,235","53,141","53,606","27,184","27,321","15,835","4,952","235,610","48,929","44,987","67,245","62,833","78,346","94,057","89,127","16,572"
2021,11,90,"204,199","30,998","12,039","7,814","10,210","4,705","4,714","2,688","1,023","41,987","9,047","7,465","11,729","11,496","13,705","16,017","15,030","3,532"
2021,11,100,"7,403","1,511",420,233,341,178,156,77,30,"1,603",331,241,384,374,464,531,350,179
2021,12,총,"25,892,125","4,891,418","1,711,336","1,209,780","1,472,002","728,596","727,625","545,375","186,217","6,738,152","764,160","786,755","1,035,891","897,861","910,582","1,302,948","1,645,845","337,582"
2021,12,0,"1,832,552","283,919","106,867","81,843","105,830","55,549","52,253","44,716","23,079","537,188","49,365","57,246","79,407","58,201","60,614","86,594","121,676","28,205"
2021,12,10,"2,277,967","368,445","129,026","104,647","131,741","73,547","68,648","52,247","22,713","642,942","64,281","70,374","96,508","82,067","78,732","105,501","152,989","33,559"
2021,12,20,"3,164,241","737,747","200,179","144,437","187,217","98,691","99,733","59,834","18,782","850,446","76,680","86,061","106,523","94,808","85,327","119,604","160,068","38,104"
2021,12,30,"3,250,724","720,516","197,353","135,413","193,812","88,406","90,291","67,746","31,588","916,828","76,950","88,730","119,578","88,021","84,504","129,820","180,897","40,271"
2021,12,40,"4,016,544","747,409","248,882","188,593","234,544","118,784","115,946","89,870","35,933","1,127,941","107,037","114,405","152,034","126,210","117,867","180,796","256,038","54,255"
2021,12,50,"4,268,912","764,437","284,465","214,075","255,839","118,781","120,050","101,994","23,295","1,122,217","128,042","131,334","159,792","143,545","144,094","218,643","283,089","55,220"
2021,12,60,"3,655,967","678,808","289,964","179,442","201,471","90,099","98,108","77,382","16,926","839,319","130,372","120,279","149,218","135,544","140,790","217,090","248,400","42,755"
2021,12,70,"2,031,683","379,292","163,436","99,749","97,033","52,531","50,251","32,914","7,905","420,763","72,832","65,405","92,996","94,193","105,873","134,004","137,636","24,870"
2021,12,80,"1,181,253","178,485","78,697","53,442","53,890","27,303","27,452","15,901","4,951","236,812","49,220","45,181","67,599","63,336","78,573","94,272","89,532","16,607"
2021,12,90,"205,693","31,098","12,127","7,925","10,292","4,750","4,750","2,708","1,025","42,284","9,092","7,511","11,884","11,585","13,794","16,132","15,185","3,551"
2021,12,100,"6,589","1,262",340,214,333,155,143,63,20,"1,412",289,229,352,351,414,492,335,185
