년도,월,나이,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021,1,20,"73,979","2,861","2,453","2,501","2,067","2,169","2,504","5,412","4,532","1,673","3,156","4,234","5,649","2,790","1,892","2,813","5,016","2,767","6,844",301,"1,698","5,540","2,390","2,717"
2021,1,30,"65,733","2,675","1,595","1,815","1,758","2,006","2,130","4,618","3,579","1,506","2,757","3,454","4,219","1,836","1,537","2,670","6,666","2,045","8,193",271,"1,418","5,341","1,963","1,681"
2021,1,40,"78,243","4,339","1,831","2,423","2,321","2,285","1,736","4,514","2,840","1,892","4,056","3,139","3,797","1,540","1,964","3,460","7,745","2,373","9,507",414,"3,991","6,435","2,181","3,460"
2021,1,50,"77,563","3,525","2,666","3,029","3,143","2,954","1,813","4,405","2,554","1,973","3,923","3,433","4,100","1,925","2,863","3,992","5,696","2,821","7,465",715,"2,448","6,312","2,230","3,578"
2021,1,60,"55,276","2,458","2,692","3,045","2,694","2,580","1,671","2,655","1,960","1,811","3,117","2,950","2,498","1,289","2,538","2,870","3,887","1,585","3,682",761,"1,338","3,461","1,232","2,502"
2021,1,70,"26,157","1,223","1,541","1,673","1,285","1,394",939,"1,105",954,992,"1,655","1,167",899,565,"1,301",927,"1,572",801,"1,706",608,818,"1,184",461,"1,387"
2021,1,80,"11,342",467,608,715,562,545,403,541,361,402,631,450,431,224,716,436,637,397,736,393,365,544,191,587
2021,1,90,"1,696",68,73,94,83,78,51,71,55,59,85,64,44,33,135,67,117,55,107,92,65,75,39,86
2021,1,100,93,3,6,4,2,6,5,3,5,4,6,8,1,2,2,1,6,2,10,5,3,4,0,5
2021,2,총,"476,945","22,749","15,192","17,537","16,455","16,261","12,463","27,543","19,320","12,275","23,942","21,671","25,170","11,236","14,995","21,702","41,555","15,808","50,666","3,810","17,156","36,360","12,966","20,113"
2021,2,0,"37,628","2,143",711,848,"1,101",984,625,"1,708","1,197",849,"1,906","1,133","1,458",384,772,"1,818","5,362","1,297","6,258",101,"1,654","3,164",965,"1,190"
2021,2,10,"49,273","3,025","1,012","1,415","1,464","1,237",637,"2,429","1,279","1,128","2,657","1,671","2,057",564,"1,309","2,710","4,734","1,624","6,160",164,"3,398","4,324","1,331","2,944"
2021,2,20,"73,777","2,828","2,457","2,480","2,040","2,160","2,471","5,431","4,553","1,670","3,161","4,207","5,650","2,835","1,869","2,780","5,052","2,785","6,822",296,"1,656","5,511","2,393","2,670"
2021,2,30,"65,617","2,654","1,593","1,827","1,757","2,011","2,142","4,652","3,579","1,490","2,724","3,449","4,200","1,850","1,540","2,638","6,630","2,046","8,140",271,"1,418","5,364","1,956","1,686"
2021,2,40,"78,138","4,337","1,819","2,413","2,315","2,292","1,727","4,507","2,827","1,881","4,048","3,113","3,816","1,547","1,949","3,433","7,800","2,379","9,507",409,"4,013","6,392","2,150","3,464"
2021,2,50,"77,428","3,529","2,665","3,006","3,125","2,946","1,792","4,415","2,553","1,973","3,926","3,429","4,075","1,927","2,846","3,952","5,701","2,813","7,502",717,"2,426","6,308","2,227","3,575"
2021,2,60,"55,653","2,474","2,700","3,058","2,711","2,592","1,666","2,676","1,959","1,815","3,130","2,965","2,530","1,301","2,552","2,930","3,937","1,607","3,713",764,"1,340","3,482","1,247","2,504"
2021,2,70,"26,176","1,214","1,546","1,672","1,285","1,402",942,"1,105",949,"1,007","1,663","1,175",906,569,"1,292",934,"1,570",801,"1,693",597,817,"1,190",459,"1,388"
2021,2,80,"11,456",474,607,720,570,550,405,544,365,397,640,457,432,224,730,437,647,400,754,395,366,544,199,599
2021,2,90,"1,704",68,76,93,85,81,51,73,54,61,81,64,45,33,134,69,116,54,108,91,65,77,39,86
2021,2,100,95,3,6,5,2,6,5,3,5,4,6,8,1,2,2,1,6,2,9,5,3,4,0,7
2021,3,총,"475,685","22,716","15,179","17,455","16,446","16,180","12,427","27,440","19,241","12,155","23,936","21,596","25,072","11,209","14,991","21,605","41,537","15,798","50,533","3,781","17,118","36,320","12,912","20,038"
2021,3,0,"37,336","2,122",707,841,"1,094",975,617,"1,690","1,192",834,"1,892","1,127","1,442",373,774,"1,789","5,334","1,288","6,209",98,"1,639","3,159",956,"1,184"
2021,3,10,"49,026","3,026","1,010","1,400","1,452","1,211",612,"2,411","1,276","1,116","2,665","1,656","2,040",559,"1,299","2,703","4,750","1,614","6,134",163,"3,389","4,300","1,319","2,921"
2021,3,20,"73,642","2,827","2,478","2,467","2,035","2,168","2,470","5,453","4,549","1,644","3,171","4,205","5,645","2,838","1,879","2,757","5,028","2,772","6,804",299,"1,637","5,502","2,372","2,642"
2021,3,30,"65,406","2,641","1,594","1,827","1,761","2,004","2,162","4,620","3,565","1,473","2,718","3,437","4,156","1,868","1,533","2,634","6,600","2,066","8,071",267,"1,407","5,357","1,945","1,700"
2021,3,40,"77,632","4,287","1,796","2,390","2,301","2,271","1,720","4,478","2,811","1,864","4,023","3,104","3,784","1,524","1,937","3,395","7,789","2,375","9,481",402,"4,015","6,352","2,120","3,413"
2021,3,50,"77,080","3,545","2,631","2,982","3,111","2,909","1,757","4,345","2,516","1,964","3,929","3,402","4,049","1,910","2,846","3,929","5,705","2,788","7,534",704,"2,437","6,285","2,235","3,567"
2021,3,60,"56,130","2,491","2,724","3,070","2,753","2,606","1,687","2,715","1,963","1,801","3,135","2,977","2,573","1,312","2,563","2,945","3,991","1,631","3,749",767,"1,343","3,541","1,260","2,533"
2021,3,70,"26,142","1,225","1,544","1,665","1,284","1,401",930,"1,108",948,"1,000","1,669","1,166",896,560,"1,292",935,"1,575",807,"1,685",590,819,"1,190",468,"1,385"
2021,3,80,"11,529",483,614,725,568,553,415,543,361,397,652,456,440,229,731,445,649,401,755,395,364,556,198,599
2021,3,90,"1,701",66,75,87,85,80,53,74,55,61,81,65,46,34,135,72,112,54,108,91,66,74,39,88
2021,3,100,61,3,6,1,2,2,4,3,5,1,1,1,1,2,2,1,4,2,3,5,2,4,0,6
2021,4,총,"475,622","22,727","15,212","17,417","16,429","16,236","12,414","27,440","19,182","12,120","23,940","21,626","25,052","11,214","15,003","21,583","41,601","15,778","50,505","3,779","17,101","36,312","12,931","20,020"
2021,4,0,"37,149","2,108",707,838,"1,088",983,614,"1,685","1,164",825,"1,888","1,124","1,427",377,774,"1,794","5,292","1,282","6,153",97,"1,623","3,162",957,"1,187"
2021,4,10,"48,899","3,030","1,001","1,390","1,448","1,209",616,"2,399","1,273","1,111","2,660","1,648","2,031",556,"1,288","2,689","4,779","1,600","6,129",165,"3,387","4,271","1,314","2,905"
2021,4,20,"73,706","2,837","2,488","2,459","2,037","2,164","2,467","5,449","4,562","1,629","3,161","4,226","5,647","2,848","1,882","2,740","5,053","2,777","6,815",302,"1,648","5,505","2,372","2,638"
2021,4,30,"65,395","2,633","1,605","1,819","1,749","2,032","2,167","4,640","3,563","1,461","2,722","3,442","4,166","1,874","1,535","2,637","6,590","2,068","8,017",264,"1,378","5,369","1,976","1,688"
2021,4,40,"77,468","4,296","1,797","2,372","2,281","2,271","1,710","4,461","2,790","1,855","4,005","3,095","3,776","1,518","1,942","3,399","7,801","2,361","9,460",407,"4,018","6,333","2,101","3,419"
2021,4,50,"77,024","3,532","2,620","2,974","3,111","2,906","1,749","4,330","2,504","1,962","3,951","3,398","4,029","1,902","2,829","3,916","5,727","2,786","7,580",696,"2,459","6,278","2,231","3,554"
2021,4,60,"56,471","2,512","2,747","3,083","2,761","2,617","1,693","2,740","1,961","1,819","3,146","2,989","2,597","1,315","2,579","2,958","4,018","1,647","3,788",764,"1,336","3,574","1,276","2,551"
2021,4,70,"26,176","1,227","1,553","1,670","1,294","1,406",931,"1,111",946,999,"1,662","1,177",893,563,"1,287",933,"1,581",805,"1,690",591,811,"1,188",468,"1,390"
2021,4,80,"11,572",483,612,725,576,564,412,544,358,398,659,461,440,226,748,443,649,395,761,397,374,557,197,593
2021,4,90,"1,703",66,76,86,82,82,51,78,57,61,85,65,45,33,137,73,107,55,109,91,65,71,39,89
2021,4,100,59,3,6,1,2,2,4,3,4,0,1,1,1,2,2,1,4,2,3,5,2,4,0,6
2021,5,총,"475,406","22,731","15,203","17,372","16,408","16,255","12,407","27,451","19,168","12,074","23,902","21,596","25,043","11,231","15,041","21,570","41,634","15,799","50,483","3,777","17,084","36,251","12,901","20,025"
2021,5,0,"36,951","2,091",701,846,"1,075",982,611,"1,686","1,158",819,"1,863","1,125","1,409",379,778,"1,784","5,281","1,285","6,126",93,"1,604","3,137",945,"1,173"
2021,5,10,"48,810","3,029",994,"1,384","1,439","1,217",624,"2,391","1,267","1,106","2,655","1,639","2,017",544,"1,286","2,684","4,805","1,596","6,104",170,"3,380","4,269","1,306","2,904"
2021,5,20,"73,607","2,837","2,502","2,431","2,024","2,174","2,450","5,461","4,555","1,626","3,160","4,209","5,643","2,870","1,886","2,721","5,040","2,788","6,820",294,"1,663","5,474","2,350","2,629"
2021,5,30,"65,300","2,623","1,599","1,824","1,750","2,015","2,174","4,643","3,570","1,451","2,699","3,427","4,187","1,872","1,551","2,645","6,589","2,065","7,986",266,"1,365","5,339","1,977","1,683"
2021,5,40,"77,217","4,299","1,779","2,349","2,266","2,276","1,703","4,439","2,783","1,832","3,984","3,086","3,770","1,513","1,941","3,392","7,796","2,351","9,429",408,"4,005","6,308","2,089","3,419"
2021,5,50,"77,009","3,520","2,617","2,961","3,085","2,896","1,751","4,335","2,508","1,979","3,957","3,388","4,017","1,898","2,816","3,902","5,737","2,779","7,608",687,"2,472","6,289","2,242","3,565"
2021,5,60,"56,894","2,540","2,762","3,088","2,810","2,625","1,688","2,761","1,974","1,809","3,163","3,017","2,625","1,336","2,600","2,988","4,044","1,671","3,827",777,"1,337","3,608","1,286","2,558"
2021,5,70,"26,210","1,230","1,550","1,670","1,295","1,416",932,"1,104",932,996,"1,669","1,179",892,557,"1,291",931,"1,590",807,"1,709",587,817,"1,192",467,"1,397"
2021,5,80,"11,627",489,616,732,578,569,415,551,357,395,662,462,434,225,756,449,643,400,760,400,375,558,201,600
2021,5,90,"1,721",70,77,85,84,83,55,77,60,61,89,62,48,35,134,73,105,55,111,91,64,73,38,91
2021,5,100,60,3,6,2,2,2,4,3,4,0,1,2,1,2,2,1,4,2,3,4,2,4,0,6
2021,6,총,"474,934","22,687","15,215","17,352","16,404","16,218","12,370","27,384","19,226","12,041","23,875","21,564","25,044","11,231","15,029","21,516","41,693","15,787","50,453","3,760","17,040","36,156","12,873","20,016"
2021,6,0,"36,743","2,067",695,842,"1,065",962,603,"1,678","1,165",810,"1,861","1,126","1,405",374,775,"1,765","5,274","1,276","6,102",91,"1,578","3,127",941,"1,161"
2021,6,10,"48,761","3,039",997,"1,367","1,440","1,229",619,"2,378","1,257","1,097","2,639","1,630","2,017",544,"1,283","2,663","4,827","1,600","6,115",172,"3,388","4,260","1,294","2,906"
2021,6,20,"73,505","2,830","2,505","2,442","2,024","2,154","2,444","5,473","4,560","1,619","3,153","4,221","5,643","2,875","1,888","2,713","5,011","2,777","6,794",296,"1,658","5,447","2,345","2,633"
2021,6,30,"65,140","2,609","1,597","1,810","1,749","1,994","2,174","4,642","3,578","1,437","2,714","3,426","4,178","1,866","1,538","2,624","6,582","2,066","7,951",265,"1,342","5,334","1,985","1,679"
2021,6,40,"77,054","4,276","1,789","2,345","2,253","2,269","1,710","4,413","2,813","1,826","3,966","3,065","3,773","1,514","1,941","3,384","7,824","2,343","9,426",405,"4,001","6,251","2,067","3,400"
2021,6,50,"76,766","3,511","2,619","2,929","3,077","2,882","1,738","4,304","2,485","1,964","3,941","3,361","4,022","1,889","2,805","3,886","5,743","2,781","7,612",673,"2,475","6,271","2,240","3,558"
2021,6,60,"57,331","2,561","2,763","3,120","2,835","2,650","1,688","2,776","2,009","1,834","3,187","3,024","2,628","1,349","2,616","3,018","4,081","1,677","3,872",782,"1,341","3,636","1,295","2,589"
2021,6,70,"26,193","1,227","1,549","1,678","1,293","1,418",926,"1,093",935,990,"1,665","1,181",893,557,"1,287",938,"1,591",812,"1,708",580,817,"1,196",467,"1,392"
2021,6,80,"11,680",495,620,735,580,572,410,548,360,404,660,467,438,226,763,450,652,400,759,405,378,555,202,601
2021,6,90,"1,703",69,76,82,86,86,54,76,60,60,88,61,46,35,131,74,105,53,111,87,60,75,37,91
2021,6,100,58,3,5,2,2,2,4,3,4,0,1,2,1,2,2,1,3,2,3,4,2,4,0,6
2021,7,총,"474,653","22,666","15,210","17,364","16,340","16,179","12,371","27,390","19,288","11,973","23,880","21,599","24,987","11,283","14,971","21,479","41,694","15,753","50,475","3,737","16,998","36,170","12,848","19,998"
2021,7,0,"36,515","2,056",692,847,"1,053",952,587,"1,668","1,154",799,"1,852","1,109","1,401",375,764,"1,747","5,263","1,257","6,078",91,"1,553","3,129",941,"1,147"
2021,7,10,"48,699","3,031",995,"1,366","1,438","1,222",624,"2,381","1,258","1,085","2,630","1,626","2,006",544,"1,279","2,655","4,835","1,600","6,118",169,"3,400","4,239","1,291","2,907"
2021,7,20,"73,477","2,836","2,509","2,452","1,997","2,140","2,441","5,479","4,568","1,607","3,146","4,248","5,596","2,915","1,881","2,700","5,015","2,773","6,814",295,"1,651","5,436","2,344","2,634"
2021,7,30,"64,984","2,593","1,594","1,820","1,724","2,010","2,166","4,636","3,599","1,421","2,704","3,431","4,195","1,865","1,514","2,630","6,529","2,057","7,908",263,"1,318","5,365","1,974","1,668"
2021,7,40,"76,916","4,282","1,784","2,332","2,247","2,246","1,719","4,401","2,820","1,815","3,988","3,079","3,784","1,523","1,934","3,365","7,841","2,321","9,414",401,"3,973","6,206","2,047","3,394"
2021,7,50,"76,750","3,502","2,614","2,925","3,065","2,873","1,738","4,314","2,509","1,953","3,922","3,352","4,000","1,882","2,796","3,861","5,743","2,786","7,638",675,"2,497","6,299","2,242","3,564"
2021,7,60,"57,578","2,574","2,766","3,120","2,851","2,658","1,687","2,789","2,005","1,825","3,218","3,039","2,625","1,355","2,620","3,049","4,119","1,689","3,905",776,"1,357","3,659","1,298","2,594"
2021,7,70,"26,243","1,228","1,544","1,687","1,296","1,416",933,"1,091",949,"1,006","1,665","1,182",897,559,"1,281",944,"1,588",814,"1,718",575,811,"1,201",469,"1,389"
2021,7,80,"11,736",494,631,732,580,575,417,552,361,404,665,471,436,227,770,452,653,402,765,404,378,557,205,605
2021,7,90,"1,694",67,76,81,87,85,55,76,61,58,89,60,45,36,130,75,104,52,114,84,58,75,37,89
2021,7,100,61,3,5,2,2,2,4,3,4,0,1,2,2,2,2,1,4,2,3,4,2,4,0,7
2021,8,총,"474,504","22,657","15,260","17,362","16,320","16,171","12,374","27,383","19,242","11,948","23,895","21,585","25,034","11,277","14,931","21,477","41,780","15,731","50,433","3,727","16,996","36,071","12,854","19,996"
2021,8,0,"36,331","2,058",695,849,"1,038",952,591,"1,655","1,137",787,"1,838","1,109","1,382",362,762,"1,735","5,260","1,248","6,044",91,"1,545","3,109",936,"1,148"
2021,8,10,"48,630","3,030",995,"1,355","1,451","1,221",621,"2,377","1,249","1,075","2,616","1,612","2,004",547,"1,275","2,658","4,853","1,593","6,123",168,"3,409","4,212","1,283","2,903"
2021,8,20,"73,367","2,815","2,511","2,468","1,992","2,129","2,442","5,467","4,561","1,599","3,176","4,253","5,620","2,902","1,858","2,699","5,001","2,769","6,803",290,"1,633","5,395","2,358","2,626"
2021,8,30,"64,914","2,587","1,605","1,807","1,715","1,999","2,174","4,657","3,584","1,424","2,688","3,436","4,219","1,891","1,509","2,605","6,534","2,046","7,838",262,"1,300","5,381","1,985","1,668"
2021,8,40,"76,768","4,291","1,789","2,313","2,235","2,245","1,701","4,405","2,822","1,800","3,990","3,058","3,773","1,506","1,926","3,369","7,875","2,312","9,407",402,"3,974","6,150","2,038","3,387"
2021,8,50,"76,794","3,493","2,631","2,922","3,062","2,869","1,735","4,302","2,503","1,949","3,929","3,354","4,012","1,885","2,791","3,866","5,753","2,795","7,649",671,"2,516","6,309","2,236","3,562"
2021,8,60,"57,825","2,583","2,767","3,133","2,858","2,667","1,693","2,795","2,010","1,839","3,227","3,052","2,641","1,364","2,629","3,066","4,146","1,695","3,947",775,"1,362","3,668","1,303","2,605"
2021,8,70,"26,288","1,234","1,546","1,699","1,297","1,424",935,"1,086",953,"1,007","1,668","1,176",899,555,"1,276",950,"1,594",813,"1,724",575,815,"1,212",468,"1,382"
2021,8,80,"11,807",493,638,731,580,578,422,561,358,411,671,471,437,226,772,452,656,405,777,404,377,558,209,620
2021,8,90,"1,718",70,78,83,90,85,56,75,61,57,91,62,45,37,131,76,102,53,118,85,63,74,38,88
2021,8,100,62,3,5,2,2,2,4,3,4,0,1,2,2,2,2,1,6,2,3,4,2,3,0,7
2021,9,총,"474,444","22,619","15,335","17,352","16,287","16,172","12,326","27,395","19,300","11,922","23,901","21,657","25,053","11,277","14,879","21,481","41,848","15,699","50,391","3,723","16,966","36,049","12,872","19,940"
2021,9,0,"36,159","2,032",703,842,"1,030",947,581,"1,651","1,137",786,"1,829","1,109","1,378",367,749,"1,730","5,241","1,245","6,004",90,"1,527","3,111",931,"1,139"
2021,9,10,"48,564","3,042","1,000","1,359","1,443","1,220",617,"2,368","1,248","1,067","2,606","1,615","1,987",540,"1,270","2,659","4,885","1,590","6,122",169,"3,413","4,181","1,275","2,888"
2021,9,20,"73,480","2,815","2,559","2,476","1,973","2,127","2,454","5,488","4,584","1,596","3,190","4,294","5,627","2,911","1,838","2,695","5,003","2,765","6,791",288,"1,627","5,400","2,349","2,630"
2021,9,30,"64,911","2,562","1,619","1,804","1,713","2,004","2,150","4,657","3,595","1,413","2,689","3,457","4,223","1,902","1,508","2,611","6,546","2,040","7,815",263,"1,294","5,370","2,008","1,668"
2021,9,40,"76,531","4,264","1,798","2,306","2,246","2,229","1,692","4,407","2,826","1,795","3,956","3,056","3,754","1,486","1,918","3,357","7,873","2,302","9,389",401,"3,967","6,132","2,026","3,351"
2021,9,50,"76,873","3,511","2,614","2,920","3,035","2,866","1,726","4,290","2,518","1,951","3,970","3,355","4,024","1,883","2,778","3,872","5,778","2,790","7,676",669,"2,518","6,330","2,244","3,555"
2021,9,60,"57,938","2,577","2,770","3,133","2,877","2,686","1,688","2,808","2,004","1,847","3,211","3,052","2,666","1,363","2,631","3,069","4,148","1,696","3,973",779,"1,361","3,671","1,321","2,607"
2021,9,70,"26,336","1,244","1,545","1,699","1,296","1,422",932,"1,086",959,"1,004","1,677","1,178",908,560,"1,276",958,"1,600",808,"1,730",574,815,"1,213",466,"1,386"
2021,9,80,"11,870",503,647,729,579,584,427,558,362,409,681,475,440,226,776,452,666,407,774,397,378,563,216,621
2021,9,90,"1,722",67,75,82,93,85,55,79,63,54,91,64,44,37,133,77,102,54,114,89,64,76,36,88
2021,9,100,60,2,5,2,2,2,4,3,4,0,1,2,2,2,2,1,6,2,3,4,2,2,0,7
2021,10,총,"474,046","22,557","15,370","17,322","16,264","16,200","12,302","27,372","19,329","11,882","23,871","21,616","25,056","11,286","14,847","21,435","41,856","15,721","50,362","3,734","16,901","35,993","12,858","19,912"
2021,10,0,"35,981","2,008",703,829,"1,024",954,575,"1,645","1,137",769,"1,817","1,097","1,382",356,743,"1,733","5,194","1,247","5,986",95,"1,516","3,091",940,"1,140"
2021,10,10,"48,439","3,028",992,"1,358","1,438","1,224",623,"2,367","1,259","1,056","2,603","1,588","1,990",534,"1,274","2,644","4,907","1,593","6,101",167,"3,388","4,154","1,272","2,879"
2021,10,20,"73,248","2,808","2,562","2,475","1,972","2,124","2,435","5,462","4,577","1,583","3,186","4,289","5,589","2,899","1,822","2,684","5,012","2,751","6,767",283,"1,622","5,400","2,324","2,622"
2021,10,30,"64,815","2,564","1,620","1,786","1,699","2,017","2,150","4,655","3,589","1,408","2,672","3,460","4,226","1,928","1,501","2,600","6,527","2,038","7,783",264,"1,288","5,350","2,027","1,663"
2021,10,40,"76,387","4,230","1,807","2,311","2,240","2,230","1,701","4,394","2,836","1,795","3,932","3,042","3,748","1,480","1,894","3,339","7,877","2,304","9,415",401,"3,935","6,112","2,010","3,354"
2021,10,50,"76,926","3,505","2,608","2,911","3,028","2,845","1,724","4,301","2,531","1,955","3,972","3,369","4,033","1,890","2,779","3,857","5,813","2,787","7,688",663,"2,528","6,342","2,250","3,547"
2021,10,60,"58,097","2,600","2,789","3,126","2,887","2,707","1,670","2,819","2,002","1,846","3,224","3,051","2,675","1,369","2,640","3,097","4,136","1,717","3,995",794,"1,358","3,670","1,321","2,604"
2021,10,70,"26,423","1,240","1,559","1,699","1,299","1,431",942,"1,091",960,"1,007","1,682","1,174",918,567,"1,278",954,"1,608",815,"1,728",573,820,"1,222",463,"1,393"
2021,10,80,"11,935",503,652,741,579,585,425,555,371,411,691,478,442,221,782,450,675,413,779,401,379,573,215,614
2021,10,90,"1,737",69,76,84,95,81,54,80,64,52,91,66,51,40,132,76,101,54,116,89,65,77,36,88
2021,10,100,58,2,2,2,3,2,3,3,3,0,1,2,2,2,2,1,6,2,4,4,2,2,0,8
2021,11,총,"473,952","22,490","15,324","17,370","16,197","16,125","12,305","27,332","19,293","11,853","23,794","21,587","25,008","11,233","14,784","21,359","42,774","15,674","50,223","3,726","16,864","35,963","12,826","19,848"
2021,11,0,"35,892","1,995",693,825,"1,005",941,563,"1,637","1,117",756,"1,805","1,096","1,377",339,739,"1,715","5,367","1,232","5,936",91,"1,514","3,083",929,"1,137"
2021,11,10,"48,332","3,030",976,"1,359","1,428","1,217",616,"2,355","1,249","1,050","2,593","1,572","1,975",535,"1,265","2,630","4,969","1,583","6,094",167,"3,394","4,145","1,266","2,864"
2021,11,20,"73,110","2,789","2,568","2,491","1,959","2,094","2,478","5,452","4,566","1,574","3,169","4,277","5,578","2,886","1,797","2,672","5,112","2,751","6,715",281,"1,610","5,385","2,311","2,595"
2021,11,30,"64,807","2,529","1,598","1,794","1,683","1,996","2,140","4,672","3,600","1,412","2,662","3,469","4,205","1,923","1,483","2,598","6,738","2,021","7,713",261,"1,260","5,340","2,039","1,671"
2021,11,40,"76,314","4,212","1,805","2,306","2,228","2,235","1,692","4,371","2,822","1,787","3,906","3,036","3,728","1,469","1,885","3,330","8,019","2,306","9,419",395,"3,928","6,115","1,989","3,331"
2021,11,50,"76,970","3,513","2,597","2,921","3,024","2,833","1,723","4,286","2,541","1,953","3,961","3,361","4,035","1,876","2,761","3,826","5,936","2,775","7,704",667,"2,542","6,342","2,257","3,536"
2021,11,60,"58,289","2,593","2,791","3,140","2,893","2,696","1,669","2,831","2,003","1,858","3,225","3,057","2,679","1,371","2,663","3,105","4,218","1,713","4,015",799,"1,352","3,681","1,324","2,613"
2021,11,70,"26,449","1,245","1,564","1,712","1,296","1,444",939,"1,097",952,"1,002","1,679","1,164",925,573,"1,271",953,"1,626",814,"1,737",562,823,"1,222",457,"1,392"
2021,11,80,"11,977",511,654,740,587,585,425,546,377,409,697,487,451,221,784,449,677,422,770,408,370,577,217,613
2021,11,90,"1,758",71,76,80,93,82,57,82,63,52,96,66,53,38,134,80,106,55,117,91,69,72,37,88
2021,11,100,54,2,2,2,1,2,3,3,3,0,1,2,2,2,2,1,6,2,3,4,2,1,0,8
2021,12,총,"473,365","22,354","15,318","17,328","16,123","16,015","12,267","27,284","19,227","11,775","23,750","21,613","24,860","11,234","14,706","21,196","44,248","15,563","49,843","3,689","16,784","35,669","12,758","19,761"
2021,12,0,"35,861","1,973",700,822,980,912,551,"1,628","1,068",742,"1,776","1,105","1,350",331,737,"1,693","5,771","1,201","5,833",90,"1,494","3,068",915,"1,121"
2021,12,10,"48,149","3,010",965,"1,340","1,411","1,204",603,"2,337","1,248","1,037","2,593","1,563","1,960",523,"1,265","2,611","5,087","1,572","6,057",160,"3,400","4,091","1,257","2,855"
2021,12,20,"72,847","2,758","2,550","2,488","1,946","2,083","2,487","5,437","4,603","1,560","3,157","4,301","5,528","2,900","1,770","2,644","5,183","2,738","6,652",279,"1,585","5,325","2,297","2,576"
2021,12,30,"64,713","2,485","1,585","1,796","1,667","1,989","2,146","4,664","3,547","1,398","2,645","3,462","4,179","1,925","1,467","2,574","7,081","2,001","7,616",250,"1,238","5,311","2,013","1,674"
2021,12,40,"76,261","4,210","1,809","2,290","2,234","2,207","1,670","4,372","2,825","1,771","3,897","3,039","3,690","1,471","1,874","3,313","8,295","2,280","9,376",392,"3,919","6,047","1,982","3,298"
2021,12,50,"76,797","3,495","2,606","2,917","3,009","2,819","1,725","4,279","2,527","1,940","3,969","3,344","4,012","1,875","2,741","3,780","6,088","2,754","7,666",662,"2,534","6,280","2,259","3,516"
2021,12,60,"58,390","2,596","2,796","3,135","2,891","2,685","1,658","2,829","2,011","1,857","3,228","3,075","2,705","1,371","2,658","3,099","4,278","1,727","4,027",793,"1,353","3,677","1,321","2,620"
2021,12,70,"26,485","1,248","1,565","1,715","1,302","1,431",940,"1,106",964,"1,004","1,685","1,164",929,572,"1,269",952,"1,656",808,"1,729",558,820,"1,222",460,"1,386"
2021,12,80,"12,047",507,659,743,588,601,429,551,372,413,702,491,451,224,787,447,694,424,770,412,373,570,220,619
2021,12,90,"1,766",70,82,79,93,83,55,79,59,53,97,67,54,40,136,82,110,56,116,89,67,77,34,88
2021,12,100,49,2,1,3,2,1,3,2,3,0,1,2,2,2,2,1,5,2,1,4,1,1,0,8
