년도,월,나이,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2021,3,40,"100,872","20,584","2,851","2,073","1,513",,479,384,"1,395","1,843","3,805","3,383",943,"42,486","3,278",,"3,014","1,367","3,440","1,141","3,257","1,897","2,175","3,971","2,778","4,136","3,375","2,491",,"2,280","3,886","37,802","3,081","4,586","4,247","5,612","1,541","4,877","4,880","3,403","5,575","1,915",,,,
2021,3,50,"81,952","21,029","2,828","2,173","1,766",,753,690,"1,620","2,101","3,290","3,002","1,277","33,359","3,069",,"2,405","1,450","3,246","1,040","2,609","1,808","1,650","3,017","2,626","2,247","1,995","1,323",,"2,267","2,607","27,564","2,694","2,731","2,782","4,449","1,476","3,499","3,508","2,551","3,874","1,529",,,,
2021,3,60,"56,743","16,049","1,898","1,797","1,563",,829,849,"1,279","1,565","1,991","1,758",994,"22,323","2,061",,"1,396",904,"1,872",660,"1,800","1,460",964,"2,436","1,999","1,221","1,068","1,185",,"1,442","1,855","18,371","1,993","1,278","1,878","2,797",963,"2,472","2,230","1,678","3,082","1,526",,,,
2021,3,70,"35,944","8,648","1,090",963,841,,464,487,616,815,"1,032","1,069",524,"14,553","1,364",,631,388,993,496,"1,195",771,471,"1,807","1,542",909,652,950,,881,"1,503","12,743","1,287","1,055","1,536","1,878",561,"1,370","1,524","1,324","2,208",747,,,,
2021,3,80,"16,643","4,784",597,502,507,,311,417,401,441,475,511,236,"6,594",632,,305,383,396,232,528,345,218,761,651,386,324,415,,413,605,"5,265",582,551,563,897,284,521,597,524,746,386,,,,
2021,3,90,"3,116",925,102,105,108,,64,68,84,80,99,84,49,"1,217",90,,71,105,89,33,89,76,34,161,111,57,57,55,,73,116,974,92,75,105,138,60,122,125,98,159,82,,,,
2021,3,100,124,35,1,2,5,,1,2,8,4,3,5,2,52,7,,3,2,6,0,6,3,1,6,5,3,0,0,,5,5,37,7,1,1,7,2,5,6,2,6,2,,,,
2021,4,총,"542,535","126,252","16,119","12,713","9,909",,"3,945","3,942","9,053","12,265","22,288","17,969","6,279","222,824","19,341",,"15,395","8,850","21,008","6,423","16,961","10,909","12,747","20,258","16,533","17,153","13,886","12,092",,"12,745","18,523","193,459","18,361","21,080","19,549","29,379","9,299","25,173","25,130","17,363","28,125","11,770",,,,
2021,4,0,"48,306","10,218","1,119",917,777,,170,102,592,761,"2,323","1,543",319,"20,249","1,647",,"1,676",907,"2,082",421,"1,415",889,"1,559","1,568","1,259","1,710","1,246","1,406",,905,"1,559","17,839","1,301","2,265","1,722","2,431",697,"2,715","2,396","1,597","2,715","1,595",,,,
2021,4,10,"58,921","12,056","1,726","1,154",851,,242,291,934,"1,091","2,183","2,096",505,"24,549","1,723",,"1,708",609,"1,622",632,"2,109","1,051","1,258","2,315","1,470","2,821","2,254","1,447",,"1,340","2,190","22,316","1,763","2,764","2,562","3,453",761,"2,621","3,038","2,037","3,317",983,,,,
2021,4,20,"66,558","15,846","2,101","1,516",929,,319,344,"1,044","2,114","3,511","2,275",814,"27,420","2,544",,"1,844","1,149","3,398",914,"1,959","1,193","2,160","2,092","1,998","1,785","1,555","1,126",,"1,671","2,032","23,292","2,623","2,516","1,966","4,009","1,364","2,757","3,260","1,925","2,872",879,,,,
2021,4,30,"72,686","15,894","1,795","1,476","1,047",,301,293,"1,040","1,430","3,590","2,208",611,"29,792","2,940",,"2,330","1,581","3,848",839,"1,972","1,386","2,253","2,123","2,073","1,845","1,329","1,669",,"1,440","2,164","27,000","2,927","3,255","2,176","3,657","1,579","4,175","3,557","2,214","3,460","2,103",,,,
2021,4,40,"100,828","20,583","2,848","2,080","1,513",,475,389,"1,409","1,842","3,779","3,377",940,"42,455","3,263",,"3,021","1,352","3,434","1,144","3,262","1,915","2,177","3,963","2,775","4,126","3,374","2,503",,"2,275","3,871","37,790","3,073","4,570","4,240","5,601","1,543","4,869","4,873","3,394","5,627","1,931",,,,
2021,4,50,"82,134","21,015","2,804","2,177","1,765",,748,689,"1,624","2,096","3,303","3,015","1,264","33,431","3,060",,"2,413","1,459","3,250","1,039","2,606","1,809","1,647","3,019","2,635","2,265","1,997","1,328",,"2,283","2,621","27,688","2,695","2,743","2,801","4,483","1,477","3,516","3,510","2,559","3,904","1,530",,,,
2021,4,60,"57,110","16,196","1,920","1,815","1,567",,843,854,"1,299","1,582","1,996","1,779","1,014","22,473","2,073",,"1,399",914,"1,883",670,"1,820","1,461",968,"2,436","2,012","1,245","1,093","1,180",,"1,456","1,863","18,441","2,004","1,276","1,873","2,803",964,"2,490","2,238","1,687","3,106","1,527",,,,
2021,4,70,"35,962","8,660","1,099",963,840,,467,486,617,814,"1,032","1,063",526,"14,544","1,352",,629,391,992,498,"1,194",776,471,"1,810","1,542",904,654,960,,879,"1,492","12,758","1,286","1,062","1,542","1,888",560,"1,369","1,522","1,320","2,209",753,,,,
2021,4,80,"16,762","4,821",599,504,510,,315,423,400,449,473,525,234,"6,624",639,,304,382,403,232,531,348,219,762,652,389,322,417,,415,609,"5,317",589,553,563,907,291,531,601,531,751,389,,,,
2021,4,90,"3,142",928,107,109,105,,63,69,86,82,95,84,50,"1,234",93,,68,103,90,34,88,78,34,164,112,60,61,56,,76,117,980,93,75,102,139,61,125,129,97,159,78,,,,
2021,4,100,126,35,1,2,5,,2,2,8,4,3,4,2,53,7,,3,3,6,0,5,3,1,6,5,3,1,0,,5,5,38,7,1,2,8,2,5,6,2,5,2,,,,
2021,5,총,"542,859","126,637","16,161","12,759","9,935",,"3,953","3,969","9,226","12,307","22,290","17,996","6,292","222,769","19,322",,"15,381","8,859","21,015","6,448","16,915","10,915","12,737","20,249","16,542","17,147","13,918","12,069",,"12,731","18,521","193,453","18,321","21,064","19,509","29,392","9,309","25,185","25,150","17,360","28,163","11,749",,,,
2021,5,0,"48,053","10,195","1,123",903,772,,173,105,580,768,"2,313","1,550",324,"20,123","1,646",,"1,673",902,"2,069",423,"1,402",887,"1,551","1,546","1,256","1,687","1,242","1,393",,898,"1,548","17,735","1,285","2,243","1,691","2,406",701,"2,723","2,383","1,594","2,709","1,584",,,,
2021,5,10,"59,080","12,216","1,725","1,164",856,,237,313,"1,093","1,084","2,171","2,089",498,"24,559","1,714",,"1,717",609,"1,623",632,"2,101","1,043","1,266","2,317","1,467","2,821","2,261","1,457",,"1,343","2,188","22,305","1,763","2,777","2,564","3,440",757,"2,618","3,039","2,038","3,309",986,,,,
2021,5,20,"66,536","15,904","2,109","1,544",943,,314,348,"1,056","2,120","3,497","2,275",818,"27,334","2,527",,"1,826","1,157","3,360",907,"1,955","1,202","2,152","2,093","1,997","1,785","1,567","1,119",,"1,656","2,031","23,298","2,616","2,499","1,977","4,038","1,365","2,752","3,263","1,907","2,881",880,,,,
2021,5,30,"72,496","15,899","1,804","1,477","1,046",,309,295,"1,042","1,446","3,596","2,202",608,"29,704","2,945",,"2,312","1,580","3,833",846,"1,955","1,380","2,240","2,115","2,070","1,838","1,334","1,654",,"1,430","2,172","26,893","2,914","3,248","2,159","3,652","1,572","4,145","3,536","2,203","3,464","2,074",,,,
2021,5,40,"100,668","20,560","2,846","2,073","1,511",,482,384,"1,404","1,838","3,778","3,365",936,"42,371","3,260",,"3,010","1,350","3,447","1,140","3,245","1,916","2,166","3,958","2,766","4,137","3,348","2,504",,"2,274","3,850","37,737","3,064","4,553","4,215","5,593","1,542","4,878","4,878","3,398","5,616","1,943",,,,
2021,5,50,"82,478","21,054","2,801","2,195","1,774",,742,687,"1,618","2,099","3,314","3,027","1,269","33,618","3,055",,"2,431","1,474","3,274","1,044","2,617","1,813","1,660","3,024","2,665","2,271","2,012","1,338",,"2,295","2,645","27,806","2,694","2,757","2,819","4,490","1,484","3,530","3,531","2,575","3,926","1,528",,,,
2021,5,60,"57,393","16,328","1,933","1,823","1,570",,854,855,"1,315","1,596","2,011","1,809","1,026","22,548","2,083",,"1,408",911,"1,900",684,"1,821","1,472",979,"2,435","2,017","1,253","1,110","1,162",,"1,459","1,854","18,517","2,007","1,286","1,875","2,820",967,"2,499","2,253","1,692","3,118","1,536",,,,
2021,5,70,"35,996","8,670","1,104",969,835,,459,485,623,821,"1,043","1,058",525,"14,563","1,350",,627,386,"1,000",502,"1,199",775,469,"1,823","1,536",897,663,962,,881,"1,493","12,763","1,274","1,064","1,540","1,898",560,"1,369","1,519","1,326","2,213",748,,,,
2021,5,80,"16,884","4,850",605,500,520,,318,429,400,450,468,532,234,"6,661",642,,304,385,410,236,526,345,218,767,651,398,318,423,,416,622,"5,373",605,559,564,904,297,543,611,528,762,394,,,,
2021,5,90,"3,152",926,110,109,103,,63,66,87,81,95,86,52,"1,238",94,,71,102,93,34,89,79,35,166,112,58,62,57,,74,112,988,92,77,103,143,62,123,131,97,160,74,,,,
2021,5,100,123,35,1,2,5,,2,2,8,4,4,3,2,50,6,,2,3,6,0,5,3,1,5,5,2,1,0,,5,6,38,7,1,2,8,2,5,6,2,5,2,,,,
2021,6,총,"542,880","126,832","16,164","12,758","9,940",,"3,990","4,006","9,260","12,311","22,337","18,002","6,292","222,697","19,281",,"15,388","8,855","21,034","6,464","16,878","10,910","12,741","20,230","16,510","17,163","13,898","12,107",,"12,742","18,496","193,351","18,345","21,024","19,535","29,372","9,263","25,140","25,154","17,330","28,188","11,772",,,,
2021,6,0,"47,779","10,146","1,109",891,759,,169,105,572,773,"2,309","1,547",326,"19,989","1,641",,"1,657",893,"2,053",424,"1,384",876,"1,541","1,537","1,260","1,668","1,227","1,389",,894,"1,545","17,644","1,289","2,230","1,681","2,379",703,"2,715","2,363","1,584","2,700","1,586",,,,
2021,6,10,"59,155","12,295","1,720","1,157",855,,277,338,"1,116","1,082","2,178","2,086",498,"24,559","1,704",,"1,733",606,"1,629",629,"2,093","1,043","1,272","2,303","1,466","2,840","2,254","1,470",,"1,338","2,179","22,301","1,759","2,767","2,572","3,440",757,"2,597","3,041","2,046","3,322",988,,,,
2021,6,20,"66,461","15,869","2,112","1,556",955,,320,355,"1,054","2,090","3,477","2,270",815,"27,323","2,521",,"1,833","1,162","3,363",910,"1,957","1,192","2,152","2,095","1,985","1,788","1,567","1,111",,"1,652","2,035","23,269","2,609","2,483","1,979","4,031","1,349","2,767","3,265","1,911","2,875",865,,,,
2021,6,30,"72,157","15,856","1,785","1,459","1,044",,301,294,"1,045","1,448","3,614","2,194",603,"29,544","2,921",,"2,294","1,570","3,826",851,"1,915","1,394","2,230","2,107","2,046","1,822","1,331","1,644",,"1,434","2,159","26,757","2,911","3,248","2,139","3,644","1,572","4,106","3,528","2,174","3,435","2,069",,,,
2021,6,40,"100,707","20,629","2,851","2,086","1,515",,480,384,"1,395","1,845","3,801","3,369",937,"42,350","3,257",,"3,004","1,350","3,452","1,132","3,253","1,912","2,174","3,941","2,759","4,138","3,347","2,518",,"2,268","3,845","37,728","3,066","4,540","4,232","5,580","1,526","4,868","4,884","3,390","5,642","1,966",,,,
2021,6,50,"82,531","21,026","2,809","2,187","1,784",,744,682,"1,615","2,093","3,298","3,022","1,267","33,647","3,049",,"2,435","1,473","3,279","1,057","2,623","1,803","1,656","3,020","2,654","2,283","2,016","1,358",,"2,301","2,640","27,858","2,702","2,766","2,824","4,499","1,474","3,544","3,524","2,580","3,945","1,525",,,,
2021,6,60,"57,800","16,501","1,956","1,838","1,572",,863,869,"1,336","1,617","2,041","1,829","1,026","22,710","2,099",,"1,424",925,"1,916",685,"1,840","1,480",996,"2,451","2,026","1,260","1,118","1,156",,"1,475","1,859","18,589","2,014","1,284","1,892","2,839",957,"2,508","2,272","1,695","3,128","1,554",,,,
2021,6,70,"36,023","8,683","1,104",977,830,,456,481,630,818,"1,046","1,067",531,"14,562","1,348",,628,382,997,503,"1,194",779,469,"1,825","1,540",897,663,973,,876,"1,488","12,778","1,282","1,059","1,537","1,905",565,"1,365","1,525","1,327","2,213",743,,,,
2021,6,80,"16,977","4,860",609,497,514,,315,431,402,460,473,528,233,"6,712",640,,306,387,420,239,525,348,216,777,652,407,315,433,,422,625,"5,405",609,571,573,902,297,547,613,529,764,398,,,,
2021,6,90,"3,164",933,108,108,107,,63,66,88,81,96,86,54,"1,248",95,,72,104,93,34,89,80,33,169,117,58,58,55,,77,114,983,96,75,104,145,60,118,134,92,159,76,,,,
2021,6,100,126,34,1,2,5,,2,1,7,4,4,4,2,53,6,,2,3,6,0,5,3,2,5,5,2,2,0,,5,7,39,8,1,2,8,3,5,5,2,5,2,,,,
2021,7,총,"543,528","127,072","16,156","12,803","10,007",,"3,980","4,142","9,357","12,286","22,279","17,981","6,307","223,151","19,226",,"15,389","8,871","21,016","6,462","16,881","10,948","12,706","20,213","16,461","17,086","13,897","12,843",,"12,671","18,481","193,305","18,323","21,026","19,540","29,317","9,309","25,156","25,144","17,291","28,199","11,774",,,,
2021,7,0,"47,572","10,069","1,092",894,759,,168,105,575,763,"2,264","1,547",323,"19,943","1,622",,"1,640",894,"2,046",425,"1,373",874,"1,517","1,520","1,252","1,640","1,219","1,503",,878,"1,540","17,560","1,282","2,214","1,681","2,369",704,"2,707","2,345","1,571","2,687","1,579",,,,
2021,7,10,"59,414","12,464","1,713","1,160",861,,275,464,"1,167","1,071","2,180","2,073",501,"24,603","1,697",,"1,752",604,"1,622",628,"2,090","1,047","1,283","2,297","1,469","2,819","2,248","1,539",,"1,329","2,179","22,347","1,751","2,780","2,590","3,431",754,"2,596","3,067","2,041","3,337",999,,,,
2021,7,20,"66,403","15,870","2,113","1,556",949,,322,366,"1,083","2,076","3,476","2,258",819,"27,336","2,501",,"1,809","1,162","3,360",912,"1,958","1,200","2,144","2,100","1,972","1,797","1,571","1,189",,"1,630","2,031","23,197","2,593","2,472","1,963","3,994","1,389","2,776","3,257","1,897","2,856",852,,,,
2021,7,30,"71,989","15,798","1,775","1,453","1,043",,298,298,"1,049","1,452","3,567","2,198",605,"29,536","2,901",,"2,305","1,576","3,790",853,"1,899","1,393","2,193","2,090","2,028","1,801","1,319","1,815",,"1,417","2,156","26,655","2,902","3,234","2,124","3,647","1,565","4,093","3,511","2,168","3,411","2,060",,,,
2021,7,40,"100,660","20,621","2,858","2,089","1,531",,478,383,"1,390","1,833","3,803","3,350",932,"42,364","3,256",,"2,996","1,352","3,456","1,127","3,255","1,906","2,186","3,922","2,744","4,112","3,337","2,662",,"2,230","3,823","37,675","3,042","4,531","4,235","5,536","1,535","4,881","4,879","3,380","5,656","1,974",,,,
2021,7,50,"82,821","21,070","2,815","2,200","1,791",,737,679,"1,618","2,110","3,305","3,021","1,265","33,780","3,050",,"2,430","1,468","3,283","1,047","2,631","1,813","1,659","3,024","2,663","2,284","2,025","1,444",,"2,318","2,641","27,971","2,725","2,789","2,836","4,519","1,475","3,540","3,530","2,583","3,974","1,529",,,,
2021,7,60,"58,190","16,645","1,958","1,862","1,599",,868,875,"1,352","1,621","2,060","1,851","1,041","22,889","2,105",,"1,447",930,"1,936",688,"1,847","1,487","1,004","2,468","2,014","1,266","1,119","1,212",,"1,490","1,876","18,656","2,026","1,293","1,882","2,860",965,"2,523","2,267","1,705","3,135","1,558",,,,
2021,7,70,"36,122","8,703","1,108",977,842,,454,482,626,821,"1,050","1,062",529,"14,625","1,349",,626,382,"1,001",512,"1,203",788,472,"1,826","1,538",902,684,975,,878,"1,489","12,794","1,284","1,058","1,547","1,904",563,"1,369","1,535","1,318","2,216",752,,,,
2021,7,80,"17,072","4,876",614,501,524,,316,425,401,456,474,531,237,"6,770",646,,308,395,423,237,531,358,213,792,656,406,317,447,,419,622,"5,426",613,576,574,905,298,546,616,533,765,397,,,,
2021,7,90,"3,158",922,109,108,103,,62,64,89,80,96,86,53,"1,254",94,,74,105,92,33,90,79,33,169,120,57,57,57,,77,117,982,96,78,105,144,59,119,132,92,157,72,,,,
2021,7,100,127,34,1,3,5,,2,1,7,3,4,4,2,51,5,,2,3,7,0,4,3,2,5,5,2,1,0,,5,7,42,9,1,3,8,2,6,5,3,5,2,,,,
2021,8,총,"544,102","127,349","16,252","12,835","9,999",,"4,006","4,175","9,419","12,290","22,288","17,959","6,308","223,479","19,252",,"15,356","8,853","20,975","6,428","16,869","10,973","12,744","20,386","16,392","17,058","13,868","13,192",,"12,644","18,489","193,274","18,298","21,005","19,544","29,295","9,308","25,171","25,139","17,278","28,236","11,818",,,,
2021,8,0,"47,328","9,998","1,068",888,750,,164,104,570,755,"2,262","1,547",320,"19,872","1,609",,"1,628",897,"2,035",415,"1,355",878,"1,511","1,544","1,236","1,628","1,205","1,532",,872,"1,527","17,458","1,273","2,211","1,661","2,352",696,"2,702","2,343","1,556","2,664","1,570",,,,
2021,8,10,"59,604","12,642","1,797","1,163",860,,305,502,"1,180","1,076","2,179","2,059",509,"24,604","1,694",,"1,741",605,"1,608",621,"2,090","1,050","1,291","2,301","1,457","2,806","2,237","1,587",,"1,329","2,187","22,358","1,749","2,777","2,608","3,418",749,"2,600","3,070","2,040","3,347","1,012",,,,
2021,8,20,"66,406","15,880","2,126","1,545",942,,329,366,"1,104","2,080","3,471","2,245",812,"27,360","2,519",,"1,799","1,144","3,359",913,"1,961","1,199","2,159","2,105","1,960","1,803","1,564","1,210",,"1,631","2,034","23,166","2,570","2,474","1,977","3,988","1,404","2,776","3,240","1,899","2,838",860,,,,
2021,8,30,"71,879","15,774","1,769","1,461","1,043",,296,298,"1,052","1,435","3,575","2,190",600,"29,527","2,884",,"2,285","1,569","3,775",852,"1,890","1,396","2,183","2,123","2,010","1,788","1,317","1,902",,"1,401","2,152","26,578","2,910","3,204","2,115","3,635","1,567","4,073","3,513","2,170","3,391","2,055",,,,
2021,8,40,"100,541","20,613","2,849","2,108","1,524",,471,378,"1,396","1,829","3,786","3,347",931,"42,322","3,254",,"2,981","1,353","3,444","1,108","3,241","1,909","2,187","3,944","2,741","4,095","3,318","2,723",,"2,210","3,814","37,606","3,035","4,532","4,220","5,526","1,528","4,872","4,872","3,358","5,663","1,994",,,,
2021,8,50,"83,143","21,094","2,838","2,191","1,801",,731,679,"1,616","2,107","3,306","3,026","1,269","33,974","3,061",,"2,453","1,463","3,283","1,048","2,652","1,818","1,669","3,071","2,647","2,291","2,030","1,505",,"2,326","2,657","28,075","2,740","2,783","2,864","4,535","1,468","3,561","3,534","2,587","4,003","1,530",,,,
2021,8,60,"58,552","16,761","1,967","1,889","1,597",,873,882,"1,365","1,633","2,084","1,863","1,040","23,048","2,128",,"1,452",939,"1,947",693,"1,841","1,493","1,015","2,492","2,027","1,268","1,133","1,242",,"1,505","1,873","18,743","2,020","1,306","1,876","2,876",966,"2,542","2,275","1,720","3,162","1,568",,,,
2021,8,70,"36,147","8,713","1,116",975,846,,454,481,630,826,"1,044","1,057",529,"14,627","1,349",,631,380,996,512,"1,204",787,477,"1,838","1,529",904,688,977,,868,"1,487","12,807","1,281","1,054","1,539","1,904",571,"1,378","1,536","1,310","2,234",755,,,,
2021,8,80,"17,177","4,903",604,505,527,,316,421,409,463,479,536,241,"6,822",651,,311,393,430,233,539,364,216,792,659,416,317,454,,419,628,"5,452",612,584,571,910,296,545,617,541,776,402,,,,
2021,8,90,"3,200",939,116,107,104,,65,63,91,83,99,85,55,"1,271",97,,73,107,92,33,92,76,34,171,121,57,58,60,,77,123,990,99,79,110,143,61,117,135,94,152,71,,,,
2021,8,100,125,32,2,3,5,,2,1,6,3,3,4,2,52,6,,2,3,6,0,4,3,2,5,5,2,1,0,,6,7,41,9,1,3,8,2,5,4,3,6,1,,,,
2021,9,총,"544,091","127,184","16,239","12,851","9,999",,"4,005","4,066","9,336","12,311",0,"17,951","6,309","223,825","19,240",,"15,323","8,853","20,962","6,395","16,856","10,928","12,758","20,687","16,393","17,061","13,894","13,372",,"12,625","18,478","193,082","18,210","20,951","19,532","15,097","9,307","25,195","10,668","17,250","28,279","11,842","15,820","6,455","14,173","14,420"
2021,9,0,"47,043","9,916","1,053",873,751,,165,103,558,755,0,"1,531",319,"19,774","1,604",,"1,614",900,"2,028",410,"1,348",860,"1,495","1,575","1,217","1,625","1,204","1,523",,852,"1,519","17,353","1,252","2,187","1,656","1,178",691,"2,703",991,"1,556","2,665","1,557","1,747",504,"1,153","1,321"
2021,9,10,"59,369","12,453","1,795","1,160",856,,303,420,"1,108","1,064",0,"2,043",501,"24,596","1,695",,"1,736",598,"1,602",618,"2,077","1,041","1,295","2,310","1,454","2,797","2,232","1,623",,"1,329","2,189","22,320","1,735","2,772","2,607","1,743",742,"2,615","1,443","2,024","3,357","1,026","1,541",636,"1,665","1,617"
2021,9,20,"66,418","15,908","2,125","1,566",945,,319,348,"1,096","2,095",0,"2,253",817,"27,396","2,498",,"1,790","1,134","3,347",902,"1,959","1,191","2,187","2,138","1,960","1,818","1,568","1,237",,"1,630","2,037","23,114","2,552","2,462","1,982","1,914","1,411","2,757","1,126","1,889","2,834",864,"2,575",905,"2,071","2,116"
2021,9,30,"71,636","15,720","1,749","1,452","1,031",,297,297,"1,049","1,441",0,"2,188",594,"29,449","2,886",,"2,252","1,576","3,775",849,"1,878","1,374","2,163","2,179","1,993","1,776","1,309","1,916",,"1,390","2,133","26,467","2,901","3,193","2,112","1,732","1,569","4,057","1,327","2,171","3,354","2,059","2,738",825,"1,878","2,173"
2021,9,40,"100,405","20,530","2,847","2,094","1,511",,471,380,"1,397","1,810",0,"3,330",923,"42,327","3,243",,"2,977","1,349","3,445","1,097","3,233","1,902","2,183","3,981","2,743","4,083","3,325","2,756",,"2,201","3,809","37,548","3,028","4,508","4,192","2,889","1,525","4,889","2,115","3,343","5,695","1,995","2,691","1,081","2,629","2,735"
2021,9,50,"83,597","21,204","2,850","2,213","1,811",,729,674,"1,622","2,126",0,"3,049","1,267","34,218","3,071",,"2,466","1,462","3,302","1,048","2,672","1,823","1,683","3,131","2,668","2,303","2,048","1,557",,"2,331","2,653","28,175","2,720","2,806","2,887","2,436","1,481","3,573","1,513","2,594","4,021","1,538","2,150","1,175","2,105","2,039"
2021,9,60,"58,763","16,819","1,975","1,889","1,607",,885,879,"1,375","1,642",0,"1,869","1,049","23,181","2,121",,"1,469",949,"1,940",695,"1,847","1,498","1,019","2,529","2,027","1,279","1,134","1,261",,"1,524","1,889","18,763","2,014","1,309","1,876","1,538",961,"2,546",992,"1,722","3,166","1,563","1,344",742,"1,351","1,288"
2021,9,70,"36,172","8,727","1,117",986,847,,452,478,623,826,0,"1,059",534,"14,646","1,358",,629,379,"1,002",511,"1,201",794,476,"1,853","1,534",902,690,974,,858,"1,485","12,799","1,278","1,042","1,529","1,073",565,"1,385",783,"1,306","2,241",761,683,361,843,754
2021,9,80,"17,335","4,918",608,501,529,,316,424,408,466,0,539,248,"6,907",660,,316,399,422,232,541,366,219,814,667,419,325,462,,429,636,"5,510",620,590,577,512,298,549,299,550,790,406,285,188,408,317
2021,9,90,"3,228",958,119,114,106,,66,62,94,83,0,86,55,"1,278",98,,72,104,92,33,96,76,36,172,125,57,58,63,,75,121,992,101,81,111,78,62,116,77,92,150,71,64,38,66,58
2021,9,100,125,31,1,3,5,,2,1,6,3,0,4,2,53,6,,2,3,7,0,4,3,2,5,5,2,1,0,,6,7,41,9,1,3,4,2,5,2,3,6,2,2,0,4,2
2021,10,총,"543,978","127,125","16,250","12,904","9,999",,"4,005","3,982","9,324","12,319",,"17,930","6,323","223,975","19,210",,"15,324","8,849","20,918","6,373","16,879","10,924","12,768","20,805","16,394","17,046","13,895","13,472",,"12,632","18,486","192,878","18,183","20,893","19,521","15,071","9,290","25,213","10,655","17,201","28,284","11,845","15,812","6,432","14,146","14,421"
2021,10,0,"46,815","9,872","1,046",871,749,,165,103,567,751,,"1,517",318,"19,650","1,594",,"1,574",913,"2,023",405,"1,347",859,"1,477","1,581","1,207","1,611","1,195","1,519",,842,"1,503","17,293","1,257","2,176","1,639","1,175",686,"2,698","1,000","1,545","2,653","1,553","1,740",492,"1,144","1,320"
2021,10,10,"59,215","12,303","1,782","1,160",859,,304,347,"1,059","1,068",,"2,030",501,"24,612","1,701",,"1,748",593,"1,593",613,"2,082","1,032","1,296","2,331","1,459","2,779","2,225","1,644",,"1,328","2,188","22,300","1,728","2,749","2,604","1,734",738,"2,628","1,436","2,032","3,360","1,027","1,536",630,"1,669","1,622"
2021,10,20,"66,366","15,910","2,136","1,576",938,,317,339,"1,093","2,095",,"2,259",815,"27,405","2,488",,"1,794","1,126","3,323",892,"1,965","1,205","2,199","2,135","1,966","1,825","1,572","1,242",,"1,631","2,042","23,051","2,540","2,446","1,978","1,911","1,390","2,760","1,124","1,867","2,848",863,"2,580",899,"2,075","2,112"
2021,10,30,"71,382","15,657","1,742","1,447","1,021",,298,296,"1,051","1,443",,"2,170",599,"29,358","2,866",,"2,243","1,574","3,756",852,"1,876","1,367","2,156","2,197","1,992","1,765","1,297","1,908",,"1,390","2,119","26,367","2,894","3,173","2,108","1,725","1,579","4,042","1,313","2,155","3,339","2,031","2,737",822,"1,862","2,177"
2021,10,40,"100,315","20,583","2,854","2,108","1,522",,470,376,"1,405","1,809",,"3,329",920,"42,287","3,248",,"2,971","1,336","3,441","1,089","3,230","1,893","2,189","3,995","2,730","4,071","3,313","2,790",,"2,187","3,804","37,445","2,999","4,510","4,195","2,888","1,515","4,882","2,113","3,352","5,655","2,023","2,680","1,087","2,605","2,731"
2021,10,50,"83,899","21,250","2,858","2,233","1,809",,726,668,"1,630","2,131",,"3,051","1,267","34,408","3,061",,"2,488","1,468","3,306","1,050","2,682","1,822","1,694","3,166","2,686","2,322","2,072","1,577",,"2,344","2,670","28,241","2,740","2,811","2,897","2,427","1,485","3,567","1,520","2,581","4,052","1,545","2,158","1,174","2,118","2,043"
2021,10,60,"58,965","16,893","1,984","1,902","1,607",,892,885,"1,379","1,640",,"1,892","1,059","23,266","2,123",,"1,463",949,"1,941",697,"1,850","1,503","1,018","2,542","2,029","1,291","1,140","1,281",,"1,540","1,899","18,806","2,019","1,314","1,878","1,540",965,"2,566",984,"1,721","3,181","1,566","1,344",743,"1,350","1,288"
2021,10,70,"36,195","8,722","1,120",988,842,,446,478,621,831,,"1,055",536,"14,673","1,356",,643,385,"1,011",507,"1,205",794,482,"1,853","1,525",899,701,977,,848,"1,487","12,800","1,268","1,031","1,532","1,076",571,"1,395",786,"1,302","2,244",757,687,361,842,753
