년도,월,나이,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2020,2,10,"42,104","9,317",30,109,65,235,100,207,213,378,494,"1,931",976,"2,732","1,847","10,344",297,57,298,731,522,555,"2,053","2,102",494,551,"2,684","12,968","1,044",510,575,806,"3,193",584,"3,171",304,"1,206","1,177",398,"9,475",957,"3,487",106,409,293,465,"2,644","1,114"
2020,2,20,"53,975","10,555",80,149,151,330,133,385,447,504,673,"1,912",770,"2,858","2,163","13,383",518,90,455,885,"1,640","1,078","1,663","2,201",931,788,"3,134","18,509","1,365",657,942,"1,253","3,335","1,416","3,506",925,"1,891","2,401",818,"11,528","1,002","3,677",147,964,501,718,"3,568",951
2020,2,30,"57,411","10,403",61,103,112,328,110,312,320,421,611,"1,764",912,"2,938","2,411","11,999",519,101,396,"1,088",938,768,"1,715","1,966",659,623,"3,226","19,591","1,819",555,"1,641",926,"4,333",834,"3,147",720,"1,762","2,260","1,594","15,418","1,083","7,225",103,683,395,561,"3,649","1,719"
2020,2,40,"67,890","14,671",68,174,160,404,165,386,399,639,796,"2,899","1,398","4,204","2,979","16,577",665,143,503,"1,056",949,949,"2,857","3,290",926,890,"4,349","21,382","1,751",749,"1,113","1,342","5,122","1,070","4,753",619,"1,899","2,185",779,"15,260","1,524","5,537",151,733,548,820,"4,288","1,659"
2020,2,50,"68,226","15,682",219,469,408,673,352,519,617,880,"1,007","2,600","1,018","3,949","2,971","17,888","1,068",271,796,"1,337","1,215","1,511","2,182","2,794","1,367","1,511","3,836","21,185","1,387",997,"1,299","1,912","3,448","1,607","4,924",776,"2,011","2,214",610,"13,471","1,658","3,192",389,"1,045",804,"1,017","4,215","1,151"
2020,2,60,"46,352","11,035",248,569,419,585,395,477,682,817,858,"1,739",628,"2,185","1,433","12,402",754,375,653,998,"1,091","1,273","1,060","1,344","1,203","1,129","2,522","13,050","1,103",723,916,"1,214","1,672","1,243","2,585",615,"1,158","1,451",370,"9,865","1,208","2,165",488,995,854,853,"2,505",797
2020,2,70,"25,713","6,694",182,464,319,352,340,362,444,544,591,"1,003",360,"1,072",661,"6,837",410,289,461,467,644,725,539,813,734,714,"1,041","6,458",671,397,507,593,768,662,"1,074",328,509,717,232,"5,724",837,"1,073",407,722,532,575,"1,144",434
2020,2,80,"15,158","4,000",149,353,249,294,296,202,257,285,259,467,187,619,383,"3,856",338,262,259,279,245,362,316,463,356,406,570,"3,813",445,305,366,346,411,303,534,152,295,474,182,"3,489",561,720,311,405,272,291,655,274
2020,2,90,"2,526",687,31,68,34,45,50,31,43,61,37,77,29,118,63,660,42,50,41,55,36,59,59,83,61,68,106,606,74,45,59,62,66,41,85,17,58,83,16,573,96,133,46,48,43,41,114,52
2020,2,100,139,45,2,8,2,3,3,4,5,4,1,4,2,4,3,36,3,3,4,5,4,4,3,2,5,0,3,31,2,3,3,4,6,2,4,0,2,3,2,27,5,3,5,3,2,1,5,3
2020,3,총,"417,289","91,081","1,090","2,512","1,962","3,461","2,002","2,977","3,515","4,732","5,699","15,634","7,040","23,687","16,770","101,099","4,940","1,680","4,021","7,614","7,657","7,654","13,682","16,356","7,034","7,043","23,418","130,111","10,818","5,342","8,591","8,904","25,409","8,072","26,127","4,695","11,716","14,087","6,350","94,998","9,696","32,269","2,213","6,277","4,416","5,700","24,963","9,464"
2020,3,0,"37,478","7,556",23,53,50,230,59,110,108,225,381,"1,309",801,"2,312","1,895","7,486",344,55,190,729,378,385,"1,283","1,381",310,380,"2,051","12,124","1,126",391,"1,112",499,"3,055",353,"2,101",271,949,"1,062","1,205","10,312",799,"5,044",57,299,192,358,"2,257","1,306"
2020,3,10,"41,958","9,302",29,105,64,225,102,207,212,374,495,"1,913",973,"2,769","1,834","10,270",297,55,297,730,527,557,"2,029","2,087",493,546,"2,652","12,946","1,048",515,578,796,"3,164",578,"3,196",302,"1,199","1,169",401,"9,440",947,"3,488",102,408,292,469,"2,615","1,119"
2020,3,20,"54,117","10,605",78,150,148,327,134,375,441,504,663,"1,908",757,"2,970","2,150","13,314",509,87,442,874,"1,638","1,082","1,671","2,191",923,787,"3,110","18,697","1,379",652,955,"1,233","3,390","1,424","3,540",928,"1,904","2,440",852,"11,501",990,"3,687",146,957,490,728,"3,547",956
2020,3,30,"57,297","10,544",60,103,111,329,108,303,311,410,606,"1,726",893,"3,207","2,377","11,860",514,94,381,"1,087",925,756,"1,703","1,916",651,624,"3,209","19,606","1,815",555,"1,653",913,"4,319",815,"3,205",710,"1,722","2,243","1,656","15,287","1,066","7,202",102,679,389,548,"3,600","1,701"
2020,3,40,"67,721","14,725",69,171,157,398,163,387,399,632,792,"2,870","1,379","4,337","2,971","16,392",660,144,498,"1,052",940,928,"2,827","3,260",910,881,"4,292","21,382","1,753",748,"1,120","1,327","5,097","1,047","4,788",620,"1,884","2,197",801,"15,222","1,510","5,561",151,715,545,811,"4,271","1,658"
2020,3,50,"68,318","15,755",220,466,405,676,349,517,602,879,"1,007","2,610","1,033","4,018","2,973","17,859","1,057",272,792,"1,329","1,213","1,504","2,190","2,810","1,376","1,502","3,814","21,243","1,390",993,"1,302","1,907","3,460","1,598","4,959",759,"2,019","2,236",620,"13,461","1,663","3,181",394,"1,044",801,"1,017","4,212","1,149"
2020,3,60,"46,695","11,106",247,568,422,586,395,475,691,815,858,"1,746",623,"2,228","1,452","12,487",767,374,656,"1,005","1,098","1,289","1,063","1,340","1,208","1,134","2,553","13,172","1,113",733,928,"1,223","1,678","1,251","2,632",608,"1,171","1,455",380,"9,930","1,219","2,171",487,995,858,851,"2,542",807
2020,3,70,"25,752","6,719",181,462,318,352,337,365,447,542,594,"1,006",360,"1,090",665,"6,853",407,290,459,468,646,723,537,815,736,716,"1,056","6,459",668,403,509,586,766,661,"1,072",327,509,726,232,"5,721",827,"1,078",411,721,530,582,"1,136",436
2020,3,80,"15,253","4,027",150,357,250,292,300,205,254,287,260,465,188,631,388,"3,874",340,258,262,278,250,367,318,471,358,405,567,"3,832",449,302,371,351,406,303,545,153,297,470,185,"3,520",569,725,312,407,273,294,663,277
2020,3,90,"2,560",697,31,69,36,42,52,29,45,60,42,77,31,121,62,668,43,48,40,57,38,59,58,83,64,67,111,619,75,47,60,64,69,40,85,17,59,87,16,576,100,129,46,49,44,41,115,52
2020,3,100,140,45,2,8,1,4,3,4,5,4,1,4,2,4,3,36,2,3,4,5,4,4,3,2,5,1,3,31,2,3,3,5,5,2,4,0,3,2,2,28,6,3,5,3,2,1,5,3
2020,4,총,"417,394","91,422","1,089","2,507","1,946","3,446","1,997","2,977","3,497","4,704","5,682","15,601","7,021","24,195","16,760","100,847","4,931","1,677","4,005","7,599","7,642","7,612","13,702","16,268","6,996","7,018","23,397","130,294","10,825","5,347","8,637","8,897","25,434","8,075","26,216","4,674","11,683","14,096","6,410","94,831","9,670","32,225","2,216","6,252","4,392","5,687","24,934","9,455"
2020,4,0,"37,326","7,578",18,54,46,226,60,112,106,217,375,"1,303",801,"2,386","1,874","7,431",346,56,187,733,377,381,"1,279","1,359",298,381,"2,034","12,107","1,119",384,"1,122",492,"3,050",352,"2,101",276,950,"1,048","1,213","10,210",793,"5,008",55,289,190,355,"2,237","1,283"
2020,4,10,"41,841","9,303",30,105,64,224,102,208,207,369,496,"1,910",966,"2,799","1,823","10,189",295,56,294,724,515,541,"2,026","2,072",494,538,"2,634","12,917","1,040",515,578,789,"3,163",567,"3,202",299,"1,194","1,166",404,"9,432",944,"3,491",100,403,292,459,"2,618","1,125"
2020,4,20,"54,199","10,635",77,150,141,331,132,376,443,496,657,"1,889",752,"3,028","2,163","13,294",508,89,441,874,"1,637","1,076","1,683","2,172",917,788,"3,109","18,765","1,390",662,954,"1,231","3,417","1,440","3,543",931,"1,887","2,453",857,"11,505",984,"3,687",146,964,486,735,"3,546",957
2020,4,30,"57,218","10,638",57,99,110,327,104,294,311,408,607,"1,720",879,"3,353","2,369","11,794",511,94,378,"1,072",925,757,"1,701","1,884",639,627,"3,206","19,594","1,815",550,"1,661",911,"4,304",807,"3,211",699,"1,714","2,243","1,679","15,192","1,066","7,151",105,673,379,540,"3,569","1,709"
2020,4,40,"67,577","14,727",69,169,152,390,164,381,399,636,784,"2,851","1,375","4,407","2,950","16,291",652,142,492,"1,057",941,916,"2,827","3,232",902,871,"4,259","21,357","1,749",738,"1,132","1,318","5,095","1,041","4,797",611,"1,872","2,198",806,"15,202","1,500","5,570",152,711,540,804,"4,267","1,658"
2020,4,50,"68,445","15,814",221,466,405,668,347,523,594,868,997,"2,601","1,043","4,097","2,984","17,833","1,053",266,782,"1,318","1,204","1,497","2,197","2,822","1,370","1,482","3,842","21,316","1,397","1,000","1,315","1,904","3,468","1,609","4,986",757,"2,019","2,233",628,"13,482","1,659","3,194",390,"1,044",792,"1,025","4,223","1,155"
2020,4,60,"46,981","11,216",250,570,424,594,397,477,686,822,866,"1,772",622,"2,278","1,458","12,541",771,373,664,"1,005","1,106","1,288","1,070","1,352","1,205","1,139","2,568","13,275","1,115",737,931,"1,239","1,694","1,246","2,674",604,"1,180","1,468",387,"9,949","1,222","2,184",488,993,864,849,"2,554",795
2020,4,70,"25,763","6,718",184,455,320,345,333,363,447,540,592,"1,010",363,"1,090",676,"6,871",410,291,461,475,639,722,536,817,738,719,"1,063","6,455",668,403,513,583,764,670,"1,059",324,514,726,231,"5,719",827,"1,074",410,716,527,584,"1,139",442
2020,4,80,"15,319","4,034",150,362,247,294,301,209,253,285,266,463,187,626,391,"3,898",336,259,264,279,255,372,323,476,362,405,567,"3,854",454,307,370,360,407,300,555,155,292,469,185,"3,533",570,734,317,410,273,293,660,276
2020,4,90,"2,586",714,31,69,36,43,54,30,46,59,41,78,31,127,69,669,47,48,38,57,39,58,57,80,66,67,112,623,76,47,58,65,68,41,84,18,58,90,18,580,99,129,48,46,47,42,116,53
2020,4,100,139,45,2,8,1,4,3,4,5,4,1,4,2,4,3,36,2,3,4,5,4,4,3,2,5,1,3,31,2,4,3,5,4,2,4,0,3,2,2,27,6,3,5,3,2,1,5,2
2020,5,총,"417,681","91,606","1,088","2,500","1,948","3,446","1,988","2,958","3,467","4,684","5,678","15,545","6,996","24,455","16,853","100,655","4,933","1,669","3,995","7,587","7,647","7,566","13,678","16,239","6,991","7,002","23,348","130,560","10,867","5,360","8,693","8,867","25,480","8,072","26,272","4,679","11,703","14,107","6,460","94,860","9,675","32,279","2,208","6,252","4,401","5,709","24,842","9,494"
2020,5,0,"37,259","7,603",17,56,46,230,59,108,106,214,370,"1,298",791,"2,455","1,853","7,378",347,54,188,731,372,374,"1,275","1,350",295,374,"2,018","12,096","1,104",379,"1,132",486,"3,061",346,"2,117",280,938,"1,034","1,219","10,182",790,"4,998",52,292,195,350,"2,222","1,283"
2020,5,10,"41,722","9,283",29,103,68,224,103,204,208,363,493,"1,887",962,"2,819","1,820","10,147",297,54,280,726,517,537,"2,015","2,053",490,536,"2,642","12,889","1,049",513,577,769,"3,152",572,"3,181",296,"1,193","1,171",416,"9,403",935,"3,489",96,403,293,458,"2,599","1,130"
2020,5,20,"54,323","10,660",77,150,141,332,131,380,432,494,655,"1,876",752,"3,046","2,194","13,243",499,85,447,860,"1,647","1,063","1,691","2,163",915,786,"3,087","18,879","1,399",677,962,"1,243","3,428","1,450","3,543",934,"1,905","2,466",872,"11,541",983,"3,716",143,958,490,755,"3,534",962
2020,5,30,"57,145","10,648",57,99,110,324,101,282,306,402,605,"1,700",862,"3,404","2,396","11,730",507,95,375,"1,075",927,758,"1,698","1,873",646,622,"3,154","19,613","1,816",552,"1,665",900,"4,309",794,"3,220",697,"1,718","2,244","1,698","15,154","1,058","7,154",107,674,372,542,"3,537","1,710"
2020,5,40,"67,504","14,732",69,166,153,389,162,378,396,634,786,"2,836","1,376","4,443","2,944","16,214",655,139,495,"1,050",928,906,"2,819","3,220",894,859,"4,249","21,365","1,759",731,"1,141","1,300","5,109","1,037","4,791",612,"1,878","2,196",811,"15,193","1,493","5,581",151,706,541,801,"4,236","1,684"
2020,5,50,"68,617","15,898",221,464,403,666,349,527,586,869,996,"2,606","1,053","4,130","3,028","17,853","1,056",269,775,"1,320","1,206","1,495","2,192","2,824","1,365","1,481","3,870","21,360","1,402","1,008","1,332","1,910","3,467","1,609","5,007",759,"2,017","2,225",624,"13,506","1,672","3,207",389,"1,039",796,"1,025","4,224","1,154"
2020,5,60,"47,195","11,261",251,573,424,592,393,473,690,813,872,"1,787",620,"2,305","1,468","12,577",769,370,664,"1,007","1,108","1,283","1,068","1,372","1,208","1,149","2,579","13,364","1,126",736,936,"1,252","1,703","1,250","2,701",606,"1,188","1,481",385,"9,993","1,235","2,182",485,"1,004",857,855,"2,575",800
2020,5,70,"25,815","6,720",183,451,317,347,333,366,445,548,591,"1,006",362,"1,088",683,"6,888",414,292,461,478,641,721,533,819,747,717,"1,065","6,480",679,407,514,581,770,671,"1,064",323,515,729,227,"5,727",820,"1,084",414,717,531,586,"1,133",442
2020,5,80,"15,358","4,035",150,362,247,297,300,207,248,284,268,464,187,629,392,"3,921",339,259,267,280,259,367,327,484,361,407,571,"3,851",451,308,374,357,409,300,552,153,290,469,188,"3,551",584,735,317,411,277,294,659,274
2020,5,90,"2,603",721,32,68,38,41,54,29,45,59,41,82,29,131,72,668,48,49,39,55,38,58,57,79,65,70,110,631,79,45,57,64,68,41,92,19,58,90,18,583,99,130,49,45,47,42,118,53
2020,5,100,140,45,2,8,1,4,3,4,5,4,1,3,2,5,3,36,2,3,4,5,4,4,3,2,5,1,3,32,3,4,3,5,4,2,4,0,3,2,2,27,6,3,5,3,2,1,5,2
2020,6,총,"418,260","92,415","1,103","2,494","1,942","3,419","1,991","2,952","3,439","4,641","5,634","15,418","6,948","25,673","16,761","100,143","4,912","1,658","3,948","7,564","7,612","7,514","13,644","16,152","6,927","6,983","23,229","131,021","11,573","5,334","8,714","8,831","25,476","8,015","26,283","4,614","11,644","14,096","6,441","94,681","9,645","32,337","2,205","6,213","4,377","5,682","24,720","9,502"
2020,6,0,"37,161","7,687",21,58,45,226,58,105,100,211,363,"1,292",787,"2,579","1,842","7,278",343,51,187,726,367,372,"1,269","1,339",287,364,"1,973","12,082","1,145",375,"1,145",478,"3,064",331,"2,110",267,915,"1,027","1,225","10,114",776,"5,001",52,286,189,349,"2,190","1,271"
2020,6,10,"41,624","9,303",30,103,67,219,101,203,201,353,479,"1,847",956,"2,961","1,783","10,075",297,57,275,735,512,520,"1,994","2,033",479,535,"2,638","12,879","1,091",513,566,759,"3,137",563,"3,183",298,"1,193","1,162",414,"9,367",923,"3,500",93,399,284,446,"2,582","1,140"
2020,6,20,"54,433","10,828",77,146,140,327,131,385,430,489,657,"1,865",739,"3,256","2,186","13,149",488,85,437,847,"1,640","1,049","1,703","2,145",898,784,"3,073","18,963","1,545",670,962,"1,246","3,436","1,451","3,523",909,"1,889","2,480",852,"11,493",972,"3,713",142,947,486,758,"3,511",964
2020,6,30,"57,118","10,787",61,100,107,321,103,281,307,394,592,"1,674",851,"3,612","2,384","11,612",514,92,368,"1,062",916,745,"1,678","1,860",638,615,"3,124","19,651","1,933",549,"1,669",879,"4,305",784,"3,226",688,"1,699","2,209","1,710","15,068","1,052","7,148",105,665,372,527,"3,502","1,697"
2020,6,40,"67,618","14,867",72,166,150,383,161,371,390,623,780,"2,810","1,368","4,676","2,917","16,125",640,136,485,"1,053",932,898,"2,825","3,189",885,851,"4,231","21,451","1,893",729,"1,149","1,294","5,088","1,026","4,780",609,"1,870","2,206",807,"15,175","1,492","5,594",149,706,529,798,"4,207","1,700"
2020,6,50,"68,694","16,008",222,458,405,662,350,524,587,857,981,"2,574","1,051","4,320","3,017","17,749","1,048",272,770,"1,313","1,198","1,480","2,177","2,831","1,348","1,479","3,833","21,459","1,542",996,"1,316","1,901","3,484","1,594","5,021",745,"2,011","2,224",625,"13,478","1,669","3,216",383,"1,025",792,"1,011","4,231","1,151"
2020,6,60,"47,606","11,384",254,577,425,593,395,477,686,821,875,"1,799",617,"2,382","1,483","12,651",777,363,670,999,"1,108","1,304","1,082","1,370","1,214","1,160","2,604","13,491","1,192",733,955,"1,261","1,709","1,251","2,722",598,"1,199","1,495",376,"10,080","1,243","2,205",497,"1,010",867,868,"2,584",806
2020,6,70,"25,900","6,741",183,450,316,346,331,363,442,545,597,"1,009",362,"1,110",687,"6,893",417,292,453,487,639,719,532,819,746,718,"1,071","6,532",694,407,517,584,773,676,"1,071",327,519,734,230,"5,734",825,"1,095",410,715,530,585,"1,131",443
2020,6,80,"15,368","4,037",148,359,245,297,304,209,246,284,268,463,187,639,388,"3,917",339,259,259,282,259,367,326,486,363,406,571,"3,851",454,314,374,361,408,295,551,153,289,468,184,"3,563",585,738,319,410,278,297,661,275
2020,6,90,"2,596",726,33,69,41,41,54,30,45,60,41,82,28,132,70,659,47,49,40,55,37,56,55,78,64,70,108,632,81,44,58,63,69,42,93,20,57,89,16,579,102,123,49,46,48,42,116,53
2020,6,100,142,47,2,8,1,4,3,4,5,4,1,3,2,6,4,35,2,2,4,5,4,4,3,2,5,1,3,30,3,4,3,5,3,2,3,0,3,2,2,30,6,4,6,4,2,1,5,2
2020,7,총,"418,518","92,972","1,104","2,481","1,941","3,416","1,983","2,951","3,431","4,642","5,611","15,375","6,905","26,393","16,739","99,918","4,912","1,652","3,937","7,514","7,591","7,479","13,623","16,149","6,881","6,981","23,199","131,020","11,731","5,336","8,766","8,785","25,441","7,996","26,309","4,611","11,616","14,042","6,387","94,608","9,629","32,379","2,195","6,181","4,367","5,679","24,671","9,507"
2020,7,0,"37,110","7,754",22,58,47,227,57,103,100,209,359,"1,301",780,"2,651","1,840","7,232",340,51,187,719,360,366,"1,257","1,333",283,363,"1,973","12,038","1,169",367,"1,152",469,"3,045",324,"2,111",259,914,"1,016","1,212","10,086",777,"4,993",52,284,187,350,"2,185","1,258"
2020,7,10,"41,570","9,314",30,104,66,216,100,204,201,351,473,"1,821",951,"3,018","1,779","10,044",299,55,273,732,507,526,"1,992","2,025",471,529,"2,635","12,880","1,090",518,574,753,"3,146",548,"3,193",298,"1,186","1,157",417,"9,332",919,"3,525",92,393,275,439,"2,546","1,143"
2020,7,20,"54,429","10,921",75,149,140,326,127,391,423,482,652,"1,871",736,"3,383","2,166","13,106",481,87,436,831,"1,642","1,028","1,697","2,156",898,786,"3,064","18,903","1,562",656,965,"1,236","3,418","1,458","3,502",920,"1,878","2,474",834,"11,499",968,"3,718",142,942,483,763,"3,511",972
2020,7,30,"57,029","10,844",63,96,104,322,105,273,308,397,584,"1,658",851,"3,698","2,385","11,531",507,91,369,"1,048",904,743,"1,677","1,853",632,614,"3,093","19,640","1,969",543,"1,671",866,"4,279",778,"3,247",680,"1,701","2,190","1,716","15,014","1,051","7,131",101,654,370,526,"3,495","1,686"
2020,7,40,"67,663","14,988",70,168,151,384,158,370,391,621,781,"2,799","1,357","4,840","2,898","16,059",640,135,477,"1,050",932,893,"2,817","3,169",871,845,"4,230","21,436","1,923",730,"1,169","1,289","5,081","1,022","4,750",609,"1,858","2,204",801,"15,180","1,487","5,619",146,705,519,795,"4,196","1,713"
2020,7,50,"68,774","16,095",225,448,400,656,349,523,585,859,974,"2,551","1,042","4,460","3,023","17,728","1,055",273,772,"1,299","1,195","1,470","2,176","2,843","1,332","1,479","3,834","21,467","1,566",998,"1,317","1,894","3,490","1,593","5,034",746,"2,011","2,208",610,"13,484","1,666","3,224",381,"1,017",800,"1,003","4,233","1,160"
2020,7,60,"47,842","11,465",255,576,430,595,397,480,679,824,882,"1,810",609,"2,438","1,490","12,694",779,362,671,"1,002","1,107","1,301","1,098","1,380","1,224","1,162","2,608","13,580","1,206",747,968,"1,258","1,736","1,254","2,741",600,"1,198","1,499",373,"10,103","1,245","2,211",497,"1,011",871,874,"2,588",806
2020,7,70,"25,999","6,774",183,448,316,347,328,361,449,549,597,"1,016",366,"1,123",691,"6,929",426,290,452,488,641,727,533,824,740,723,"1,085","6,568",707,413,519,591,774,679,"1,079",326,525,731,224,"5,728",820,"1,093",410,707,534,589,"1,133",442
